"path","type","sha256_pre","sha256_post","bytes_pre","bytes_post","content_identical"
"artifacts/06_model_data/H08/H08_model_frame_index.csv","file","3a95b69384db3be721e76de59eb5d84d6f911fbbe902c2b8cdf09afc00f6d7c5","3a95b69384db3be721e76de59eb5d84d6f911fbbe902c2b8cdf09afc00f6d7c5",45369,45369,TRUE
"artifacts/06_model_data/H10","directory","",,,,TRUE
"artifacts/06_model_data/H10/H10_input_audit.csv","file","9c8aebbc232d8706a23b71f87e31b649078055e139f9f011bc8c0c3d4d557f3b","9c8aebbc232d8706a23b71f87e31b649078055e139f9f011bc8c0c3d4d557f3b",8083,8083,TRUE
"artifacts/08_diagnostics","directory","",,,,TRUE
"artifacts/08_diagnostics/H01","directory","",,,,TRUE
"artifacts/08_diagnostics/H01/main","directory","",,,,TRUE
"artifacts/08_diagnostics/H01/main/glasses","directory","",,,,TRUE
"artifacts/08_diagnostics/H01/main/glasses/all_available","directory","",,,,TRUE
"artifacts/08_diagnostics/H01/main/glasses/all_available/daily_geometric_mean_medi_diagnostics.png","file","9884f802d3a684860108c890a238a2c6da94115cec6e28af3792454903592076","9884f802d3a684860108c890a238a2c6da94115cec6e28af3792454903592076",165969,165969,TRUE
"artifacts/08_diagnostics/H01/main/glasses/all_available/duration_above_250_wake_diagnostics.png","file","57561680d936790688ed092d18bd4d5b3ffecd9593caf18dd9f7737afb2829d5","57561680d936790688ed092d18bd4d5b3ffecd9593caf18dd9f7737afb2829d5",180891,180891,TRUE
"artifacts/08_diagnostics/H01/main/glasses/all_available/duration_below_1_sleep_environment_diagnostics.png","file","de8e2f79918a509addc890578c916278efbbf9b803622e8025ef7a1f109a446a","de8e2f79918a509addc890578c916278efbbf9b803622e8025ef7a1f109a446a",180767,180767,TRUE
"artifacts/08_diagnostics/H01/main/glasses/all_available/duration_below_10_pre_sleep_diagnostics.png","file","bad792b679f53f26209b969a23286312ccc3a18bc1e95aff06f1b591d25b736a","bad792b679f53f26209b969a23286312ccc3a18bc1e95aff06f1b591d25b736a",166089,166089,TRUE
"artifacts/08_diagnostics/H03","directory","",,,,TRUE
"artifacts/08_diagnostics/H03/H03_near_eye_participant_random_intercept_diagnostics.csv","file","5c752f7aa5a2b1d0d301aa0d991b9880bca9b3935bf6d156d30ae04d08957880","5c752f7aa5a2b1d0d301aa0d991b9880bca9b3935bf6d156d30ae04d08957880",1059,1059,TRUE
"artifacts/08_diagnostics/H03/H03_near_eye_participant_random_intercept_shapley_models.csv","file","c4fcee2bf57342dddc65bbe96621be5c2076ddda1ac6cb64973a91908ec53fce","c4fcee2bf57342dddc65bbe96621be5c2076ddda1ac6cb64973a91908ec53fce",1455,1455,TRUE
"artifacts/08_diagnostics/H03/H03_reader_latitude_leave_one_site_out.csv","file","100b5bc929aeb03c07fd6355344bed48a04f12c9d3121d19488f72c914bed721","100b5bc929aeb03c07fd6355344bed48a04f12c9d3121d19488f72c914bed721",11230,11230,TRUE
"artifacts/08_diagnostics/H03/H03_reader_latitude_model_diagnostics.csv","file","4946711391fbc61a8f99aa6f1bcd2b4f611be54a7e5847af8684f731f1618034","4946711391fbc61a8f99aa6f1bcd2b4f611be54a7e5847af8684f731f1618034",1243,1243,TRUE
"artifacts/08_diagnostics/H03/H03_reader_temporal_residual_acf.csv","file","dcb3d4444d154a56553fbbe62fda550859ad524a23a1ac065767fd8cf2c37a7c","dcb3d4444d154a56553fbbe62fda550859ad524a23a1ac065767fd8cf2c37a7c",879,879,TRUE
"artifacts/08_diagnostics/H04","directory","",,,,TRUE
"artifacts/08_diagnostics/H04/H04_participant_random_intercept_diagnostics.csv","file","b1dae2a0ba345c1ffc7eea5a3bf2c0df9753f6bbdbb79c175761ef5377ffe541","b1dae2a0ba345c1ffc7eea5a3bf2c0df9753f6bbdbb79c175761ef5377ffe541",2026,2026,TRUE
"artifacts/08_diagnostics/H04/H04_participant_random_intercept_shapley_models.csv","file","f68f4a0ef2ceed8455fc75854858094bf9a28b0981a53c1561bf73aae01dfe31","f68f4a0ef2ceed8455fc75854858094bf9a28b0981a53c1561bf73aae01dfe31",3516,3516,TRUE
"artifacts/08_diagnostics/H04/H04_reader_primary_residual_acf.csv","file","d04798ed062b7f4f5e12b84d95eb1a6cec56ec836e0816dd7dd36461f07ac1fc","d04798ed062b7f4f5e12b84d95eb1a6cec56ec836e0816dd7dd36461f07ac1fc",501,501,TRUE
"artifacts/08_diagnostics/H04/H04_reader_temporal_residual_acf.csv","file","833867397c67b4ac8ad694c75d97ce459409bc05f2cb13f10c1a9e4ded9d2ba8","833867397c67b4ac8ad694c75d97ce459409bc05f2cb13f10c1a9e4ded9d2ba8",848,848,TRUE
"artifacts/08_diagnostics/H05","directory","",,,,TRUE
"artifacts/08_diagnostics/H05/H05_mder_metric010_gap_influence_refits.csv","file","63b86698a31437e8f90bb2aec45dc949d40670eebf7966a6c65fa40a9e0cd9e5","63b86698a31437e8f90bb2aec45dc949d40670eebf7966a6c65fa40a9e0cd9e5",21320,21320,TRUE
"artifacts/08_diagnostics/H05/H05_mder_metric010_influence_refits.csv","file","c5e4d72bc0aaf0dfb481aececede40af7a6bc86ed421895967a26340eab83ded","c5e4d72bc0aaf0dfb481aececede40af7a6bc86ed421895967a26340eab83ded",19294,19294,TRUE
"artifacts/08_diagnostics/H05/H05_mder_metric010_upper_tail_summary.csv","file","91eca42774e479b8983ff91b54501c0b8b4d73b74b381ccca23ea82fe1c1aadf","91eca42774e479b8983ff91b54501c0b8b4d73b74b381ccca23ea82fe1c1aadf",2878,2878,TRUE
"artifacts/08_diagnostics/H08","directory","",,,,TRUE
"artifacts/08_diagnostics/H08/H08_model_diagnostics.csv","file","d6bc40b41094209c08d6bae6cb4cce38ebd45f85f95ee570ff33de9a123e4a68","d6bc40b41094209c08d6bae6cb4cce38ebd45f85f95ee570ff33de9a123e4a68",79980,79980,TRUE
"artifacts/08_diagnostics/H08/H08_participant_influence_screen.csv","file","f5845bb55bb40716b948937ce33785a51790edbd66f775ab09ff5518bfe2f4f9","f5845bb55bb40716b948937ce33785a51790edbd66f775ab09ff5518bfe2f4f9",29833,29833,TRUE
"artifacts/08_diagnostics/H09","directory","",,,,TRUE
"artifacts/08_diagnostics/H09/H09_diagnostic_assessment_registry.csv","file","ff46eb58ab51141a5f13d5650444cc4f23ac63277340f2564b2cd4649d424ea4","ff46eb58ab51141a5f13d5650444cc4f23ac63277340f2564b2cd4649d424ea4",127076,127076,TRUE
"artifacts/08_diagnostics/H09/H09_diagnostic_author_adjudication.csv","file","d3810b038ae450f4c32b8e62f9597b67635c50ddfd92d2b374670b9c804bddd7","d3810b038ae450f4c32b8e62f9597b67635c50ddfd92d2b374670b9c804bddd7",21037,21037,TRUE
"artifacts/08_diagnostics/H09/H09_leave_one_site_out_summary.csv","file","6a45eec5b9313e7f4e191a6e949b3a19de351f4b48829bfe56fb7ed015d202df","6a45eec5b9313e7f4e191a6e949b3a19de351f4b48829bfe56fb7ed015d202df",10145,10145,TRUE
"artifacts/08_diagnostics/H09/H09_participant_influence_summary.csv","file","267674750eb7d3c41548915d4dac5ba65a6e6adc6d5ed59c27a6b01143b8649e","267674750eb7d3c41548915d4dac5ba65a6e6adc6d5ed59c27a6b01143b8649e",10757,10757,TRUE
"artifacts/08_diagnostics/H10","directory","",,,,TRUE
"artifacts/08_diagnostics/H10/H10_leave_one_site_out_summary.csv","file","bcf7865bb5c73874c0da7c9f98fb0318e74ca283e6a8196d854a7f6b1c01486d","bcf7865bb5c73874c0da7c9f98fb0318e74ca283e6a8196d854a7f6b1c01486d",9590,9590,TRUE
"artifacts/08_diagnostics/H10/H10_participant_deletion_influence.csv","file","bc92d57150e869f732ae4e87dcd6032bcceea21b2927417ec553cae8fecaf6f0","bc92d57150e869f732ae4e87dcd6032bcceea21b2927417ec553cae8fecaf6f0",26971,26971,TRUE
"artifacts/08_diagnostics/H10/H10_primary_diagnostic_assessment.csv","file","82667572d98ad0dd35772272b5975ec152ab9fe7dd1f2ee26b86e25c091d3c95","82667572d98ad0dd35772272b5975ec152ab9fe7dd1f2ee26b86e25c091d3c95",70559,70559,TRUE
"artifacts/08_diagnostics/H10/sensitivity","directory","",,,,TRUE
"artifacts/08_diagnostics/H10/sensitivity/H10_paired_placement_main_effects.csv","file","07756f76736ed7dd26610bfd06367b6112918f554da9f73c27068473d0fdb395","07756f76736ed7dd26610bfd06367b6112918f554da9f73c27068473d0fdb395",114571,114571,TRUE
"artifacts/08_diagnostics/H10/sensitivity/H10_preregistered_exclusion_effects.csv","file","7f95584d14a4f05963b9a32ea39cd5a21295d60557fbd4f3b17cc87f2a55ffe1","7f95584d14a4f05963b9a32ea39cd5a21295d60557fbd4f3b17cc87f2a55ffe1",63037,63037,TRUE
"artifacts/08_diagnostics/H10/sensitivity/H10_primary_gap_common_sample_effects.csv","file","8007b1dd38e389b5113cfd8474927926ca16c3f6b7021d90ef935634d69e4682","8007b1dd38e389b5113cfd8474927926ca16c3f6b7021d90ef935634d69e4682",123379,123379,TRUE
"artifacts/08_diagnostics/H11","directory","",,,,TRUE
"artifacts/08_diagnostics/H11/stage3","directory","",,,,TRUE
"artifacts/08_diagnostics/H11/stage3/H11_reader_activity_diagnostic_assessment.csv","file","6f581e2fc76437878a84256728aeeef67d7837c7c4987f0d736950e50edff02e","6f581e2fc76437878a84256728aeeef67d7837c7c4987f0d736950e50edff02e",2553,2553,TRUE
"artifacts/08_diagnostics/H11/stage3/H11_reader_diagnostic_assessment.csv","file","37d3d49074652dc30d307940649f2ab9ed72bd4670e0979f396468534faec7bd","37d3d49074652dc30d307940649f2ab9ed72bd4670e0979f396468534faec7bd",2178,2178,TRUE
"artifacts/08_diagnostics/H11/stage3/H11_reader_primary_residual_summary.csv","file","7a435a3184f8b348b1106e30afc0b56272c203da6fba497190bed6da0c81296e","7a435a3184f8b348b1106e30afc0b56272c203da6fba497190bed6da0c81296e",2285,2285,TRUE
"artifacts/08_diagnostics/mder_METRIC-010","directory","",,,,TRUE
"artifacts/08_diagnostics/mder_METRIC-010/verification_summary.csv","file","dfb1389c6e56919ba096a33c5ea8dca37e77952bb225becfedf69ea8b5228852","dfb1389c6e56919ba096a33c5ea8dca37e77952bb225becfedf69ea8b5228852",534,534,TRUE
"artifacts/08_diagnostics/mder_support_gate","directory","",,,,TRUE
"artifacts/08_diagnostics/mder_support_gate/mder_support_candidate_summary.csv","file","2a34c52731d619f2db8811b455b4e7ec37cbbe3f72fa0b11164286c03f833c6f","2a34c52731d619f2db8811b455b4e7ec37cbbe3f72fa0b11164286c03f833c6f",2533,2533,TRUE
"artifacts/08_diagnostics/preanalysis_comparison","directory","",,,,TRUE
"artifacts/08_diagnostics/preanalysis_comparison/categorical_distribution_overview.png","file","2f77996cb8e8d708702f7391afaa0d39331f3be3a87e98624c099ee53f25c3a0","2f77996cb8e8d708702f7391afaa0d39331f3be3a87e98624c099ee53f25c3a0",537764,537764,TRUE
"artifacts/08_diagnostics/preanalysis_comparison/categorical_levels.csv","file","809d109d3647ef4ac1798ef9eb59c06e2c7db41f5b9ce1dade4d0a8b583f0a22","809d109d3647ef4ac1798ef9eb59c06e2c7db41f5b9ce1dade4d0a8b583f0a22",21916,21916,TRUE
"artifacts/08_diagnostics/preanalysis_comparison/comparison_overview.csv","file","7269679e9f1450285df52f4edc7e71039e9d93ce434baf1426c8c8b3dbca264f","7269679e9f1450285df52f4edc7e71039e9d93ce434baf1426c8c8b3dbca264f",161946,161946,TRUE
"artifacts/08_diagnostics/preanalysis_comparison/numeric_distribution_overview.png","file","65fa01808dee73d64b4734b2b2502f348f7cee25c8152034a4e4fd12292e2550","65fa01808dee73d64b4734b2b2502f348f7cee25c8152034a4e4fd12292e2550",294536,294536,TRUE
"artifacts/08_diagnostics/preanalysis_comparison/numeric_quantiles.csv","file","de14f0addd8f4559d2f38da9027547b1037c50c96626a5a394ec33c04c373ba4","de14f0addd8f4559d2f38da9027547b1037c50c96626a5a394ec33c04c373ba4",174995,174995,TRUE
"artifacts/08_figures","directory","",,,,TRUE
"artifacts/08_figures/H07","directory","",,,,TRUE
"artifacts/08_figures/H07/H07_revised_smooth_derivative_pairs_chest.png","file","2a714e192bd5c266d03c6f74bdabae9424f5a3663940f0bc3ae5a9ae4e066cd5","2a714e192bd5c266d03c6f74bdabae9424f5a3663940f0bc3ae5a9ae4e066cd5",650084,650084,TRUE
"artifacts/08_figures/H07/H07_revised_smooth_derivative_pairs_near_eye.png","file","f19763fe3c14c723ac38846bf735c0465ba2ee18765777a4f7304c677be71113","f19763fe3c14c723ac38846bf735c0465ba2ee18765777a4f7304c677be71113",643848,643848,TRUE
"artifacts/09_tables","directory","",,,,TRUE
"artifacts/09_tables/H01","directory","",,,,TRUE
"artifacts/09_tables/H01/H01_exact_samples_by_site.csv","file","938e8eda2c9a05fa32e073fe70e4e94e71b0565463e964f70d6172e063a203c6","938e8eda2c9a05fa32e073fe70e4e94e71b0565463e964f70d6172e063a203c6",200885,200885,TRUE
"artifacts/09_tables/H01/stage3","directory","",,,,TRUE
"artifacts/09_tables/H01/stage3/H01_stage3_diagnostic_details.csv","file","98a24e259e1e7bf827b5c02b73beed75c4f01c9bde1d4981b143f9ee38e02ff9","98a24e259e1e7bf827b5c02b73beed75c4f01c9bde1d4981b143f9ee38e02ff9",12729,12729,TRUE
"artifacts/09_tables/H01/stage3/H01_stage3_exact_samples.csv","file","8c5b5430f7250693693201dd23925c76877a15bcf17c696bfd8f62f499948982","8c5b5430f7250693693201dd23925c76877a15bcf17c696bfd8f62f499948982",75990,75990,TRUE
"artifacts/09_tables/H01/stage3/H01_stage3_figure_display_registry.csv","file","5463775d8738fad71cc92357122d0c6969f48e6e324579e46b7e679feb2a71e5","5463775d8738fad71cc92357122d0c6969f48e6e324579e46b7e679feb2a71e5",2148,2148,TRUE
"artifacts/09_tables/H01/stage3/H01_stage3_model_results.csv","file","979c6b00540724b457a55d0b238a0a8b768ac11eaab8c9ba1bad4b56dbf37dc4","979c6b00540724b457a55d0b238a0a8b768ac11eaab8c9ba1bad4b56dbf37dc4",37522,37522,TRUE
"artifacts/09_tables/H01/stage3/H01_stage3_primary_publication_summary.csv","file","0ab8408d1fabf4be96e793b0aa5d693d98540c3cbc835f55cba17863c3c0bd00","0ab8408d1fabf4be96e793b0aa5d693d98540c3cbc835f55cba17863c3c0bd00",5598,5598,TRUE
"artifacts/09_tables/H01/stage3/H01_stage3_r2_table.csv","file","f3e52bec6640d43717c49b3a7e55f2d0cc646d4f693dd3b1b455a303c1a9ac74","f3e52bec6640d43717c49b3a7e55f2d0cc646d4f693dd3b1b455a303c1a9ac74",53100,53100,TRUE
"artifacts/09_tables/H01/stage3/H01_stage3_site_contrasts.csv","file","4b0bf98cc94562e5f4b935889f0b24a41b22bc61b5c1d5c51e5255ac6284a6b0","4b0bf98cc94562e5f4b935889f0b24a41b22bc61b5c1d5c51e5255ac6284a6b0",163523,163523,TRUE
"artifacts/09_tables/H03","directory","",,,,TRUE
"artifacts/09_tables/H03/H03_near_eye_participant_random_intercept_marginal_r2_shapley.csv","file","c52d4bea68679a41b5c5d2e1056efe915a74a8f8330eb2e4959c88b6c94ee806","c52d4bea68679a41b5c5d2e1056efe915a74a8f8330eb2e4959c88b6c94ee806",2025,2025,TRUE
"artifacts/09_tables/H03/H03_near_eye_participant_random_intercept_summary.csv","file","0c32e9db4f4f9411cb72bdf88b8ee844ac6337eea49ceebd9041d31e1604746a","0c32e9db4f4f9411cb72bdf88b8ee844ac6337eea49ceebd9041d31e1604746a",1123,1123,TRUE
"artifacts/09_tables/H03/H03_paired_placement_comparison.csv","file","3e9eeeb94c9ad47c0ae00a9b146418196cf9493cc11c9df44b565219674a841e","3e9eeeb94c9ad47c0ae00a9b146418196cf9493cc11c9df44b565219674a841e",1403,1403,TRUE
"artifacts/09_tables/H03/H03_primary_category_estimands.csv","file","ed9c89b7a8a7c95127bbdeed35f05a755d2f5f595978ecd39dabaa1d80781c33","ed9c89b7a8a7c95127bbdeed35f05a755d2f5f595978ecd39dabaa1d80781c33",5384,5384,TRUE
"artifacts/09_tables/H03/H03_reader_heterogeneity_category_estimands.csv","file","b4ecfc9b9196c86865ae474dfbcfd9e4ef22b4112817d439520b57f1713d4d5a","b4ecfc9b9196c86865ae474dfbcfd9e4ef22b4112817d439520b57f1713d4d5a",6280,6280,TRUE
"artifacts/09_tables/H03/H03_reader_latitude_category_slopes.csv","file","30bb81bb176440368a45d8b3fd6e3fdc443a53d10eb440995cb0c904954536b2","30bb81bb176440368a45d8b3fd6e3fdc443a53d10eb440995cb0c904954536b2",7121,7121,TRUE
"artifacts/09_tables/H03/H03_site_context_estimands.csv","file","cfc977c1251d95ca158cfb6cedc778c6a81c2215a7aa13981f6b44f976e71903","cfc977c1251d95ca158cfb6cedc778c6a81c2215a7aa13981f6b44f976e71903",64670,64670,TRUE
"artifacts/09_tables/H04","directory","",,,,TRUE
"artifacts/09_tables/H04/H04_mundlak_between_participant_estimands.csv","file","ae2be97d5caf8b43d9cc93cc1c9247263e367fd857500d0d3e8db0185c2112ef","ae2be97d5caf8b43d9cc93cc1c9247263e367fd857500d0d3e8db0185c2112ef",3165,3165,TRUE
"artifacts/09_tables/H04/H04_mundlak_between_participant_omnibus.csv","file","6203bafdca2009b83af68022a5bc940c54551aaa0b63cf61293ed0809c89a499","6203bafdca2009b83af68022a5bc940c54551aaa0b63cf61293ed0809c89a499",781,781,TRUE
"artifacts/09_tables/H04/H04_paired_placement_estimands.csv","file","905f535dac48526559b00d9f966dd4c5dd35134f0ad5045c75f4a8e9436139e5","905f535dac48526559b00d9f966dd4c5dd35134f0ad5045c75f4a8e9436139e5",4585,4585,TRUE
"artifacts/09_tables/H04/H04_participant_random_intercept_marginal_r2_shapley.csv","file","87d56a1b482e471e162171af4a6b2c3182eba08e915b7e1bca7025385e229fda","87d56a1b482e471e162171af4a6b2c3182eba08e915b7e1bca7025385e229fda",4067,4067,TRUE
"artifacts/09_tables/H04/H04_participant_random_intercept_summary.csv","file","44ce688f51b023f827ccf6fbb12d8dcc506e1c824c98d0e7d4e9bf046ec38c65","44ce688f51b023f827ccf6fbb12d8dcc506e1c824c98d0e7d4e9bf046ec38c65",2702,2702,TRUE
"artifacts/09_tables/H04/H04_primary_category_estimands.csv","file","1e4521df4026346cff6a04d2b7fbc0e942f7eed2136c313a73e37fdefaea9c75","1e4521df4026346cff6a04d2b7fbc0e942f7eed2136c313a73e37fdefaea9c75",4469,4469,TRUE
"artifacts/09_tables/H04/H04_reader_category_estimands.csv","file","e27bc81e0c6dd2ff50dd0c6ffa4e95d9c7e9c16e5b20ce45fb4df7d1e89f3652","e27bc81e0c6dd2ff50dd0c6ffa4e95d9c7e9c16e5b20ce45fb4df7d1e89f3652",5994,5994,TRUE
"artifacts/09_tables/H04/H04_sensitivity_comparison.csv","file","54bd04a0a39027aa883ba053d05e0ef13cc2b1e5ab457be126bf260d49125b01","54bd04a0a39027aa883ba053d05e0ef13cc2b1e5ab457be126bf260d49125b01",47991,47991,TRUE
"artifacts/09_tables/H04/H04_site_activity_estimands.csv","file","f07f54bc288bd660b0e3a107016c7852a64ce72c0f1594df052519062a2c5caf","f07f54bc288bd660b0e3a107016c7852a64ce72c0f1594df052519062a2c5caf",27807,27807,TRUE
"artifacts/09_tables/H05","directory","",,,,TRUE
"artifacts/09_tables/H05/H05_exactly_identified_longest_bout_sensitivity.csv","file","307cb5926592159593a992f7d62ecf28e1d7f837e0dfa20d8d3176a5c4bd59b6","307cb5926592159593a992f7d62ecf28e1d7f837e0dfa20d8d3176a5c4bd59b6",6363,6363,TRUE
"artifacts/09_tables/H05/H05_leave_one_site_out_summary.csv","file","096e7fcf9aa4ded9115d7ce7b5858f6f389758347219f1b401bb9e8a9c0a6e70","096e7fcf9aa4ded9115d7ce7b5858f6f389758347219f1b401bb9e8a9c0a6e70",15550,15550,TRUE
"artifacts/09_tables/H05/H05_manuscript_prepared_comparison.csv","file","995f0e4ea9349ea4aa5c523357900c4feb9a39bca039b936075582f58ca554ec","995f0e4ea9349ea4aa5c523357900c4feb9a39bca039b936075582f58ca554ec",18079,18079,TRUE
"artifacts/09_tables/H05/H05_mder_metric010_gap_paired_placement_comparison.csv","file","67efeb7cc81e1d2e689280b9a20651c2f5d91d678528391b346b6c0d2aed7174","67efeb7cc81e1d2e689280b9a20651c2f5d91d678528391b346b6c0d2aed7174",4445,4445,TRUE
"artifacts/09_tables/H05/H05_paired_placement_comparison.csv","file","de4bdacac6fd8f6b6157581d3d09c87be754f7a10cccef2d4835746122552cf0","de4bdacac6fd8f6b6157581d3d09c87be754f7a10cccef2d4835746122552cf0",36508,36508,TRUE
"artifacts/09_tables/H05/H05_random_site_sensitivity.csv","file","82177666cd3ae9a0b8bea1e8cc9472d46048a391fe5c71e802e485b37ba8f108","82177666cd3ae9a0b8bea1e8cc9472d46048a391fe5c71e802e485b37ba8f108",109334,109334,TRUE
"artifacts/09_tables/H06","directory","",,,,TRUE
"artifacts/09_tables/H06/H06_stage3_site_specific_significance_screen.csv","file","dacc1b3a1d92c0900f440a54ea9cb165bf1945563100eb29337e6e23f701b297","dacc1b3a1d92c0900f440a54ea9cb165bf1945563100eb29337e6e23f701b297",48691,48691,TRUE
"artifacts/09_tables/H07","directory","",,,,TRUE
"artifacts/09_tables/H07/H07_main_curve_points.csv","file","6523113a7302c26cb3060dcf647b4abae79bd860bdc9a1896a4a8bb8a90b3993","6523113a7302c26cb3060dcf647b4abae79bd860bdc9a1896a4a8bb8a90b3993",388153,388153,TRUE
"artifacts/09_tables/H07/H07_main_samples.csv","file","73eb67684f8ba369e695c21a4ebbef4c7813adea7884e3efe6c1ef6d1d6dee2f","73eb67684f8ba369e695c21a4ebbef4c7813adea7884e3efe6c1ef6d1d6dee2f",3494,3494,TRUE
"artifacts/09_tables/H07/H07_revised_derivative_points.csv","file","071b06876922ba5319fb327e4d87fdcf947b1635db6795989e82292c8549d097","071b06876922ba5319fb327e4d87fdcf947b1635db6795989e82292c8549d097",1180926,1180926,TRUE
"artifacts/09_tables/H07/H07_revised_paired_figure_settings.csv","file","e7fe343dca5b2d10efce3cea245f95f52bfbd27f997933346c50696b949ee4e2","e7fe343dca5b2d10efce3cea245f95f52bfbd27f997933346c50696b949ee4e2",1058,1058,TRUE
"artifacts/09_tables/H08","directory","",,,,TRUE
"artifacts/09_tables/H08/H08_exactly_identified_longest_period_sensitivity.csv","file","435be3e82b4fb64f3d5bb673fe887e232328817e496823f6c7eff8085ee2c8a9","435be3e82b4fb64f3d5bb673fe887e232328817e496823f6c7eff8085ee2c8a9",3236,3236,TRUE
"artifacts/09_tables/H08/H08_gap_timing_unaware_sensitivity.csv","file","22309f1cfa3fff204f7098baf24c31a6a415187f435b6112b553d15751ab7db2","22309f1cfa3fff204f7098baf24c31a6a415187f435b6112b553d15751ab7db2",15731,15731,TRUE
"artifacts/09_tables/H08/H08_metric011_bh_recalculation.csv","file","cf6d4f1218773c7cf74b629692bfdb7cb32814643cd98a65df4ad5460c0bc3f1","cf6d4f1218773c7cf74b629692bfdb7cb32814643cd98a65df4ad5460c0bc3f1",9097,9097,TRUE
"artifacts/09_tables/H08/H08_metric011_result_comparison.csv","file","b77e94084804c5a02755eab19dfad97fe1fc45ead573dbe9ebb6acf06ef9a75e","b77e94084804c5a02755eab19dfad97fe1fc45ead573dbe9ebb6acf06ef9a75e",2327,2327,TRUE
"artifacts/09_tables/H08/H08_model_results_master.csv","file","45d11175943af6637347a39e533a4f44c600ce29010dd0bbb4caa38ead82e575","45d11175943af6637347a39e533a4f44c600ce29010dd0bbb4caa38ead82e575",98459,98459,TRUE
"artifacts/09_tables/H08/H08_observed_dose_sensitivity.csv","file","d859f8cd51f1cf203a50919d29f3181aa43b0d5e34e9a6672e139362a6bdcdaf","d859f8cd51f1cf203a50919d29f3181aa43b0d5e34e9a6672e139362a6bdcdaf",3160,3160,TRUE
"artifacts/09_tables/H08/H08_participant_summary_sensitivity.csv","file","fc6961db006fe62d95348b62db2a2a276c40803e68d0844f725c0a80a60ce29a","fc6961db006fe62d95348b62db2a2a276c40803e68d0844f725c0a80a60ce29a",11085,11085,TRUE
"artifacts/09_tables/H08/H08_photoperiod_sensitivity.csv","file","f99d6deb929961993823f1420fea166134ea4314d8247ff16e40b158c44bcd0d","f99d6deb929961993823f1420fea166134ea4314d8247ff16e40b158c44bcd0d",11423,11423,TRUE
"artifacts/09_tables/H08/H08_site_specific_slopes.csv","file","47a8fd41e19baec4c33fb27a9e52b3c69a40aa2f706a3bd2c3db7e93dccc2242","47a8fd41e19baec4c33fb27a9e52b3c69a40aa2f706a3bd2c3db7e93dccc2242",430411,430411,TRUE
"artifacts/09_tables/H09","directory","",,,,TRUE
"artifacts/09_tables/H09/H09_ar1_sensitivity.csv","file","dbbdb047eecf2bd120be42fd401a26a8c46d77ae07d375345f174822333c6159","dbbdb047eecf2bd120be42fd401a26a8c46d77ae07d375345f174822333c6159",16322,16322,TRUE
