"path","type","sha256","bytes","mtime_utc","mode","link_target","link_resolved","link_safe"
"artifacts/08_diagnostics/H03/H03_reader_temporal_residual_acf.csv","file","dcb3d4444d154a56553fbbe62fda550859ad524a23a1ac065767fd8cf2c37a7c",879,"2026-08-08T07:29:59.323999Z","0644","","",
"artifacts/08_diagnostics/H04","directory",,,"2026-08-14T16:23:45.000000Z","0755","","",
"artifacts/08_diagnostics/H04/H04_participant_random_intercept_diagnostics.csv","file","b1dae2a0ba345c1ffc7eea5a3bf2c0df9753f6bbdbb79c175761ef5377ffe541",2026,"2026-08-14T15:58:43.953999Z","0644","","",
"artifacts/08_diagnostics/H04/H04_participant_random_intercept_shapley_models.csv","file","f68f4a0ef2ceed8455fc75854858094bf9a28b0981a53c1561bf73aae01dfe31",3516,"2026-08-14T15:58:43.964999Z","0644","","",
"artifacts/08_diagnostics/H04/H04_reader_primary_residual_acf.csv","file","d04798ed062b7f4f5e12b84d95eb1a6cec56ec836e0816dd7dd36461f07ac1fc",501,"2026-08-11T11:16:54.680999Z","0644","","",
"artifacts/08_diagnostics/H04/H04_reader_temporal_residual_acf.csv","file","833867397c67b4ac8ad694c75d97ce459409bc05f2cb13f10c1a9e4ded9d2ba8",848,"2026-08-11T11:21:25.696000Z","0644","","",
"artifacts/08_diagnostics/H05","directory",,,"2026-08-11T16:09:27.000000Z","0755","","",
"artifacts/08_diagnostics/H05/H05_mder_metric010_gap_influence_refits.csv","file","63b86698a31437e8f90bb2aec45dc949d40670eebf7966a6c65fa40a9e0cd9e5",21320,"2026-08-11T15:40:26.017999Z","0644","","",
"artifacts/08_diagnostics/H05/H05_mder_metric010_influence_refits.csv","file","c5e4d72bc0aaf0dfb481aececede40af7a6bc86ed421895967a26340eab83ded",19294,"2026-08-11T11:22:18.970000Z","0644","","",
"artifacts/08_diagnostics/H05/H05_mder_metric010_upper_tail_summary.csv","file","91eca42774e479b8983ff91b54501c0b8b4d73b74b381ccca23ea82fe1c1aadf",2878,"2026-08-11T15:40:26.013000Z","0644","","",
"artifacts/08_diagnostics/H08","directory",,,"2026-08-12T00:54:47.000000Z","0755","","",
"artifacts/08_diagnostics/H08/H08_model_diagnostics.csv","file","d6bc40b41094209c08d6bae6cb4cce38ebd45f85f95ee570ff33de9a123e4a68",79980,"2026-08-12T00:25:34.108000Z","0644","","",
"artifacts/08_diagnostics/H08/H08_participant_influence_screen.csv","file","f5845bb55bb40716b948937ce33785a51790edbd66f775ab09ff5518bfe2f4f9",29833,"2026-08-12T00:25:34.165999Z","0644","","",
"artifacts/08_diagnostics/H09","directory",,,"2026-08-10T08:14:10.000000Z","0755","","",
"artifacts/08_diagnostics/H09/H09_diagnostic_assessment_registry.csv","file","ff46eb58ab51141a5f13d5650444cc4f23ac63277340f2564b2cd4649d424ea4",127076,"2026-08-10T08:04:51.413000Z","0644","","",
"artifacts/08_diagnostics/H09/H09_diagnostic_author_adjudication.csv","file","d3810b038ae450f4c32b8e62f9597b67635c50ddfd92d2b374670b9c804bddd7",21037,"2026-08-10T08:04:51.331000Z","0644","","",
"artifacts/08_diagnostics/H09/H09_leave_one_site_out_summary.csv","file","6a45eec5b9313e7f4e191a6e949b3a19de351f4b48829bfe56fb7ed015d202df",10145,"2026-08-10T08:04:50.671999Z","0644","","",
"artifacts/08_diagnostics/H09/H09_participant_influence_summary.csv","file","267674750eb7d3c41548915d4dac5ba65a6e6adc6d5ed59c27a6b01143b8649e",10757,"2026-08-10T08:04:50.506000Z","0644","","",
"artifacts/08_diagnostics/H10","directory",,,"2026-08-12T00:35:47.000000Z","0755","","",
"artifacts/08_diagnostics/H10/H10_leave_one_site_out_summary.csv","file","bcf7865bb5c73874c0da7c9f98fb0318e74ca283e6a8196d854a7f6b1c01486d",9590,"2026-08-12T00:08:15.707999Z","0644","","",
"artifacts/08_diagnostics/H10/H10_participant_deletion_influence.csv","file","bc92d57150e869f732ae4e87dcd6032bcceea21b2927417ec553cae8fecaf6f0",26971,"2026-08-12T00:06:41.660000Z","0644","","",
"artifacts/08_diagnostics/H10/H10_primary_diagnostic_assessment.csv","file","82667572d98ad0dd35772272b5975ec152ab9fe7dd1f2ee26b86e25c091d3c95",70559,"2026-08-12T00:08:15.829999Z","0644","","",
"artifacts/08_diagnostics/H10/sensitivity","directory",,,"2026-08-12T00:33:54.000000Z","0755","","",
"artifacts/08_diagnostics/H10/sensitivity/H10_paired_placement_main_effects.csv","file","07756f76736ed7dd26610bfd06367b6112918f554da9f73c27068473d0fdb395",114571,"2026-08-12T00:08:14.851999Z","0644","","",
"artifacts/08_diagnostics/H10/sensitivity/H10_preregistered_exclusion_effects.csv","file","7f95584d14a4f05963b9a32ea39cd5a21295d60557fbd4f3b17cc87f2a55ffe1",63037,"2026-08-11T11:26:00.365999Z","0644","","",
"artifacts/08_diagnostics/H10/sensitivity/H10_primary_gap_common_sample_effects.csv","file","8007b1dd38e389b5113cfd8474927926ca16c3f6b7021d90ef935634d69e4682",123379,"2026-08-12T00:08:15.042999Z","0644","","",
"artifacts/08_diagnostics/H11","directory",,,"2026-08-06T09:08:28.000000Z","0755","","",
"artifacts/08_diagnostics/H11/stage3","directory",,,"2026-08-06T09:08:28.000000Z","0755","","",
"artifacts/08_diagnostics/H11/stage3/H11_reader_activity_diagnostic_assessment.csv","file","6f581e2fc76437878a84256728aeeef67d7837c7c4987f0d736950e50edff02e",2553,"2026-08-06T09:04:03.997999Z","0644","","",
"artifacts/08_diagnostics/H11/stage3/H11_reader_diagnostic_assessment.csv","file","37d3d49074652dc30d307940649f2ab9ed72bd4670e0979f396468534faec7bd",2178,"2026-08-06T09:04:02.690999Z","0644","","",
"artifacts/08_diagnostics/H11/stage3/H11_reader_primary_residual_summary.csv","file","7a435a3184f8b348b1106e30afc0b56272c203da6fba497190bed6da0c81296e",2285,"2026-08-06T09:04:03.368999Z","0644","","",
"artifacts/08_diagnostics/mder_METRIC-010","directory",,,"2026-08-11T11:30:17.000000Z","0755","","",
"artifacts/08_diagnostics/mder_METRIC-010/verification_summary.csv","file","dfb1389c6e56919ba096a33c5ea8dca37e77952bb225becfedf69ea8b5228852",534,"2026-08-11T09:44:41.209000Z","0644","","",
"artifacts/08_diagnostics/mder_support_gate","directory",,,"2026-08-04T04:58:50.000000Z","0755","","",
"artifacts/08_diagnostics/mder_support_gate/mder_support_candidate_summary.csv","file","2a34c52731d619f2db8811b455b4e7ec37cbbe3f72fa0b11164286c03f833c6f",2533,"2026-07-31T06:55:36.354000Z","0644","","",
"artifacts/08_diagnostics/preanalysis_comparison","directory",,,"2026-08-12T00:04:50.954937Z","0755","","",
"artifacts/08_diagnostics/preanalysis_comparison/categorical_distribution_overview.png","file","2f77996cb8e8d708702f7391afaa0d39331f3be3a87e98624c099ee53f25c3a0",537764,"2026-07-31T07:56:19.253999Z","0644","","",
"artifacts/08_diagnostics/preanalysis_comparison/categorical_levels.csv","file","809d109d3647ef4ac1798ef9eb59c06e2c7db41f5b9ce1dade4d0a8b583f0a22",21916,"2026-08-11T22:51:25.426000Z","0644","","",
"artifacts/08_diagnostics/preanalysis_comparison/comparison_overview.csv","file","7269679e9f1450285df52f4edc7e71039e9d93ce434baf1426c8c8b3dbca264f",161946,"2026-07-31T07:56:18.249000Z","0644","","",
"artifacts/08_diagnostics/preanalysis_comparison/numeric_distribution_overview.png","file","65fa01808dee73d64b4734b2b2502f348f7cee25c8152034a4e4fd12292e2550",294536,"2026-07-31T07:56:18.951999Z","0644","","",
"artifacts/08_diagnostics/preanalysis_comparison/numeric_quantiles.csv","file","de14f0addd8f4559d2f38da9027547b1037c50c96626a5a394ec33c04c373ba4",174995,"2026-07-31T07:56:18.239000Z","0644","","",
"artifacts/08_figures","directory",,,"2026-08-07T11:21:52.000000Z","0755","","",
"artifacts/08_figures/H07","directory",,,"2026-08-07T11:21:52.000000Z","0755","","",
"artifacts/08_figures/H07/H07_revised_smooth_derivative_pairs_chest.png","file","2a714e192bd5c266d03c6f74bdabae9424f5a3663940f0bc3ae5a9ae4e066cd5",650084,"2026-08-07T11:13:09.233000Z","0644","","",
"artifacts/08_figures/H07/H07_revised_smooth_derivative_pairs_near_eye.png","file","f19763fe3c14c723ac38846bf735c0465ba2ee18765777a4f7304c677be71113",643848,"2026-08-07T11:13:08.605999Z","0644","","",
"artifacts/09_tables","directory",,,"2026-08-14T16:23:45.000000Z","0755","","",
"artifacts/09_tables/H01","directory",,,"2026-08-14T12:21:51.000000Z","0755","","",
"artifacts/09_tables/H01/H01_exact_samples_by_site.csv","file","938e8eda2c9a05fa32e073fe70e4e94e71b0565463e964f70d6172e063a203c6",200885,"2026-08-12T06:33:36.822999Z","0644","","",
"artifacts/09_tables/H01/stage3","directory",,,"2026-08-14T12:21:51.000000Z","0755","","",
"artifacts/09_tables/H01/stage3/H01_stage3_diagnostic_details.csv","file","98a24e259e1e7bf827b5c02b73beed75c4f01c9bde1d4981b143f9ee38e02ff9",12729,"2026-08-12T08:21:31.782000Z","0644","","",
"artifacts/09_tables/H01/stage3/H01_stage3_exact_samples.csv","file","8c5b5430f7250693693201dd23925c76877a15bcf17c696bfd8f62f499948982",75990,"2026-08-12T08:21:31.720000Z","0644","","",
"artifacts/09_tables/H01/stage3/H01_stage3_figure_display_registry.csv","file","5463775d8738fad71cc92357122d0c6969f48e6e324579e46b7e679feb2a71e5",2148,"2026-08-03T06:11:34.246999Z","0644","","",
"artifacts/09_tables/H01/stage3/H01_stage3_model_results.csv","file","979c6b00540724b457a55d0b238a0a8b768ac11eaab8c9ba1bad4b56dbf37dc4",37522,"2026-08-12T08:21:31.700000Z","0644","","",
"artifacts/09_tables/H01/stage3/H01_stage3_primary_publication_summary.csv","file","0ab8408d1fabf4be96e793b0aa5d693d98540c3cbc835f55cba17863c3c0bd00",5598,"2026-08-12T08:21:31.709000Z","0644","","",
"artifacts/09_tables/H01/stage3/H01_stage3_r2_table.csv","file","f3e52bec6640d43717c49b3a7e55f2d0cc646d4f693dd3b1b455a303c1a9ac74",53100,"2026-08-12T08:21:31.776999Z","0644","","",
"artifacts/09_tables/H01/stage3/H01_stage3_site_contrasts.csv","file","4b0bf98cc94562e5f4b935889f0b24a41b22bc61b5c1d5c51e5255ac6284a6b0",163523,"2026-08-12T08:21:31.755000Z","0644","","",
"artifacts/09_tables/H03","directory",,,"2026-08-14T15:13:34.217206Z","0755","","",
"artifacts/09_tables/H03/H03_near_eye_participant_random_intercept_marginal_r2_shapley.csv","file","c52d4bea68679a41b5c5d2e1056efe915a74a8f8330eb2e4959c88b6c94ee806",2025,"2026-08-14T15:13:34.217663Z","0644","","",
"artifacts/09_tables/H03/H03_near_eye_participant_random_intercept_summary.csv","file","0c32e9db4f4f9411cb72bdf88b8ee844ac6337eea49ceebd9041d31e1604746a",1123,"2026-08-14T14:26:41.054740Z","0644","","",
"artifacts/09_tables/H03/H03_paired_placement_comparison.csv","file","3e9eeeb94c9ad47c0ae00a9b146418196cf9493cc11c9df44b565219674a841e",1403,"2026-08-07T08:09:22.177999Z","0644","","",
"artifacts/09_tables/H03/H03_primary_category_estimands.csv","file","ed9c89b7a8a7c95127bbdeed35f05a755d2f5f595978ecd39dabaa1d80781c33",5384,"2026-08-07T08:09:21.842999Z","0644","","",
"artifacts/09_tables/H03/H03_reader_heterogeneity_category_estimands.csv","file","b4ecfc9b9196c86865ae474dfbcfd9e4ef22b4112817d439520b57f1713d4d5a",6280,"2026-08-10T07:50:17.443000Z","0644","","",
"artifacts/09_tables/H03/H03_reader_latitude_category_slopes.csv","file","30bb81bb176440368a45d8b3fd6e3fdc443a53d10eb440995cb0c904954536b2",7121,"2026-08-10T07:50:20.404999Z","0644","","",
"artifacts/09_tables/H03/H03_site_context_estimands.csv","file","cfc977c1251d95ca158cfb6cedc778c6a81c2215a7aa13981f6b44f976e71903",64670,"2026-08-07T08:09:22.038000Z","0644","","",
"artifacts/09_tables/H04","directory",,,"2026-08-14T16:23:45.000000Z","0755","","",
"artifacts/09_tables/H04/H04_mundlak_between_participant_estimands.csv","file","ae2be97d5caf8b43d9cc93cc1c9247263e367fd857500d0d3e8db0185c2112ef",3165,"2026-08-14T14:35:30.605999Z","0644","","",
"artifacts/09_tables/H04/H04_mundlak_between_participant_omnibus.csv","file","6203bafdca2009b83af68022a5bc940c54551aaa0b63cf61293ed0809c89a499",781,"2026-08-14T14:35:30.612999Z","0644","","",
"artifacts/09_tables/H04/H04_paired_placement_estimands.csv","file","905f535dac48526559b00d9f966dd4c5dd35134f0ad5045c75f4a8e9436139e5",4585,"2026-08-10T16:54:31.964999Z","0644","","",
"artifacts/09_tables/H04/H04_participant_random_intercept_marginal_r2_shapley.csv","file","87d56a1b482e471e162171af4a6b2c3182eba08e915b7e1bca7025385e229fda",4067,"2026-08-14T15:58:43.948999Z","0644","","",
"artifacts/09_tables/H04/H04_participant_random_intercept_summary.csv","file","44ce688f51b023f827ccf6fbb12d8dcc506e1c824c98d0e7d4e9bf046ec38c65",2702,"2026-08-14T15:58:43.937999Z","0644","","",
"artifacts/09_tables/H04/H04_primary_category_estimands.csv","file","1e4521df4026346cff6a04d2b7fbc0e942f7eed2136c313a73e37fdefaea9c75",4469,"2026-08-10T16:54:31.948999Z","0644","","",
"artifacts/09_tables/H04/H04_reader_category_estimands.csv","file","e27bc81e0c6dd2ff50dd0c6ffa4e95d9c7e9c16e5b20ce45fb4df7d1e89f3652",5994,"2026-08-11T11:16:54.750000Z","0644","","",
"artifacts/09_tables/H04/H04_sensitivity_comparison.csv","file","54bd04a0a39027aa883ba053d05e0ef13cc2b1e5ab457be126bf260d49125b01",47991,"2026-08-14T14:35:30.599999Z","0644","","",
"artifacts/09_tables/H04/H04_site_activity_estimands.csv","file","f07f54bc288bd660b0e3a107016c7852a64ce72c0f1594df052519062a2c5caf",27807,"2026-08-10T16:54:31.967999Z","0644","","",
"artifacts/09_tables/H05","directory",,,"2026-08-12T06:44:35.000000Z","0755","","",
"artifacts/09_tables/H05/H05_exactly_identified_longest_bout_sensitivity.csv","file","307cb5926592159593a992f7d62ecf28e1d7f837e0dfa20d8d3176a5c4bd59b6",6363,"2026-08-01T09:33:20.641000Z","0644","","",
"artifacts/09_tables/H05/H05_leave_one_site_out_summary.csv","file","096e7fcf9aa4ded9115d7ce7b5858f6f389758347219f1b401bb9e8a9c0a6e70",15550,"2026-08-12T06:23:12.653000Z","0644","","",
"artifacts/09_tables/H05/H05_manuscript_prepared_comparison.csv","file","995f0e4ea9349ea4aa5c523357900c4feb9a39bca039b936075582f58ca554ec",18079,"2026-08-12T06:23:12.674000Z","0644","","",
"artifacts/09_tables/H05/H05_mder_metric010_gap_paired_placement_comparison.csv","file","67efeb7cc81e1d2e689280b9a20651c2f5d91d678528391b346b6c0d2aed7174",4445,"2026-08-11T15:40:26.019999Z","0644","","",
"artifacts/09_tables/H05/H05_paired_placement_comparison.csv","file","de4bdacac6fd8f6b6157581d3d09c87be754f7a10cccef2d4835746122552cf0",36508,"2026-08-12T06:23:12.671000Z","0644","","",
"artifacts/09_tables/H05/H05_random_site_sensitivity.csv","file","82177666cd3ae9a0b8bea1e8cc9472d46048a391fe5c71e802e485b37ba8f108",109334,"2026-08-12T06:23:12.647000Z","0644","","",
"artifacts/09_tables/H06","directory",,,"2026-08-11T11:23:53.000000Z","0755","","",
"artifacts/09_tables/H06/H06_stage3_site_specific_significance_screen.csv","file","dacc1b3a1d92c0900f440a54ea9cb165bf1945563100eb29337e6e23f701b297",48691,"2026-08-11T11:21:08.783999Z","0644","","",
"artifacts/09_tables/H07","directory",,,"2026-08-07T11:21:47.000000Z","0755","","",
"artifacts/09_tables/H07/H07_main_curve_points.csv","file","6523113a7302c26cb3060dcf647b4abae79bd860bdc9a1896a4a8bb8a90b3993",388153,"2026-08-06T09:50:58.943000Z","0644","","",
"artifacts/09_tables/H07/H07_main_samples.csv","file","73eb67684f8ba369e695c21a4ebbef4c7813adea7884e3efe6c1ef6d1d6dee2f",3494,"2026-08-06T09:03:24.336999Z","0644","","",
"artifacts/09_tables/H07/H07_revised_derivative_points.csv","file","071b06876922ba5319fb327e4d87fdcf947b1635db6795989e82292c8549d097",1180926,"2026-08-07T09:12:23.766000Z","0644","","",
"artifacts/09_tables/H07/H07_revised_paired_figure_settings.csv","file","e7fe343dca5b2d10efce3cea245f95f52bfbd27f997933346c50696b949ee4e2",1058,"2026-08-07T11:13:09.234999Z","0644","","",
"artifacts/09_tables/H08","directory",,,"2026-08-12T00:54:54.000000Z","0755","","",
"artifacts/09_tables/H08/H08_exactly_identified_longest_period_sensitivity.csv","file","435be3e82b4fb64f3d5bb673fe887e232328817e496823f6c7eff8085ee2c8a9",3236,"2026-08-11T23:40:45.000000Z","0644","","",
"artifacts/09_tables/H08/H08_gap_timing_unaware_sensitivity.csv","file","22309f1cfa3fff204f7098baf24c31a6a415187f435b6112b553d15751ab7db2",15731,"2026-08-12T00:25:33.760999Z","0644","","",
"artifacts/09_tables/H08/H08_metric011_bh_recalculation.csv","file","cf6d4f1218773c7cf74b629692bfdb7cb32814643cd98a65df4ad5460c0bc3f1",9097,"2026-08-12T00:25:58.486999Z","0644","","",
"artifacts/09_tables/H08/H08_metric011_result_comparison.csv","file","b77e94084804c5a02755eab19dfad97fe1fc45ead573dbe9ebb6acf06ef9a75e",2327,"2026-08-12T00:25:58.193000Z","0644","","",
"artifacts/09_tables/H08/H08_model_results_master.csv","file","45d11175943af6637347a39e533a4f44c600ce29010dd0bbb4caa38ead82e575",98459,"2026-08-12T00:25:33.348999Z","0644","","",
"artifacts/09_tables/H08/H08_observed_dose_sensitivity.csv","file","d859f8cd51f1cf203a50919d29f3181aa43b0d5e34e9a6672e139362a6bdcdaf",3160,"2026-08-11T23:40:45.000000Z","0644","","",
"artifacts/09_tables/H08/H08_participant_summary_sensitivity.csv","file","fc6961db006fe62d95348b62db2a2a276c40803e68d0844f725c0a80a60ce29a",11085,"2026-08-12T00:25:33.391000Z","0644","","",
"artifacts/09_tables/H08/H08_photoperiod_sensitivity.csv","file","f99d6deb929961993823f1420fea166134ea4314d8247ff16e40b158c44bcd0d",11423,"2026-08-12T00:25:33.368000Z","0644","","",
"artifacts/09_tables/H08/H08_site_specific_slopes.csv","file","47a8fd41e19baec4c33fb27a9e52b3c69a40aa2f706a3bd2c3db7e93dccc2242",430411,"2026-08-12T00:25:33.019000Z","0644","","",
"artifacts/09_tables/H09","directory",,,"2026-08-10T08:14:10.000000Z","0755","","",
"artifacts/09_tables/H09/H09_ar1_sensitivity.csv","file","dbbdb047eecf2bd120be42fd401a26a8c46d77ae07d375345f174822333c6159",16322,"2026-08-10T08:04:50.933000Z","0644","","",
"artifacts/09_tables/H09/H09_fifth_outcome_sensitivity.csv","file","71c7f9795aaffacff29baab49c33275b92c0081673d502b6fd3ada45624bd8e3",3418,"2026-08-10T08:04:51.213999Z","0644","","",
"artifacts/09_tables/H09/H09_gap_timing_unaware_sensitivity.csv","file","057aad30063b690e012def7b2862d8e599045baa46172083d043bf3cad9671f2",26677,"2026-08-10T08:04:51.102999Z","0644","","",
"artifacts/09_tables/H09/H09_l10_cut_sensitivity.csv","file","4a3c04b81e1b05df9e4696cc5c8a95e575393f4a29e03434a665a34321907cde",2914,"2026-08-10T08:04:50.819000Z","0644","","",
"artifacts/09_tables/H09/H09_model_results_master.csv","file","d7a09b4d2954f13cafca37193415f58ae11216e695fcbc8b39ca676d75077321",115263,"2026-08-10T08:04:09.464999Z","0644","","",
"artifacts/09_tables/H09/H09_participant_summary_sensitivity.csv","file","e464b5c3f29325aa728af746e982fd67cf783264b013e19830e67aa1aa32d5a9",14772,"2026-08-10T08:04:50.930999Z","0644","","",
"artifacts/09_tables/H09/H09_photoperiod_sensitivity.csv","file","e71fa9d19b74a90ae887ceef076a084dd9e5a4ddb32830abed5ed561414c5625",15506,"2026-08-10T08:04:50.927000Z","0644","","",
"artifacts/09_tables/H09/H09_site_specific_slopes.csv","file","23cdb15cdbe3909e0dabe558cd41879368c267989fa4014dc0da0577e733e4a6",419052,"2026-08-10T08:04:09.303999Z","0644","","",
"artifacts/09_tables/H10","directory",,,"2026-08-12T00:34:10.000000Z","0755","","",
"artifacts/09_tables/H10/H10_primary_interaction_results.csv","file","59788530607ff3d73c8745c08f1036cac174ac99fab38a3b8b2ad5114da736ff",37219,"2026-08-12T00:08:16.134000Z","0644","","",
"artifacts/09_tables/H10/H10_primary_main_results.csv","file","e9aece156ae0547db806400fc7aed13dc22a35ef1a1af722383ac38139ccc492",90676,"2026-08-12T00:08:16.051000Z","0644","","",
"artifacts/09_tables/H10/H10_site_specific_effects.csv","file","2a0c41ab4f7f812e3cb69ea6179faeb99d7648819af89da372bbc5d0c1f7a0cc",622246,"2026-08-12T00:06:40.684999Z","0644","","",
"artifacts/09_tables/H11","directory",,,"2026-08-06T07:40:12.000000Z","0755","","",
"artifacts/09_tables/H11/stage3","directory",,,"2026-08-06T09:08:17.435699Z","0755","","",
"artifacts/09_tables/H11/stage3/H11_reader_activity_global_comparison.csv","file","445d74c2eb2f65e9ba0d5a125fefd0eb1713e3b99931044f4d3681f20527a62e",1853,"2026-08-06T09:04:03.835000Z","0644","","",
"artifacts/09_tables/H11/stage3/H11_reader_activity_samples.csv","file","5843617b8ca30224de764d0919c8c464454af47cba719a32678737987d45cef1",718,"2026-08-06T09:04:03.789000Z","0644","","",
"artifacts/09_tables/H11/stage3/H11_reader_curve_variation_effect_size.csv","file","2777b5e0d33671b0b953df1beb86da300a135fb93965124b4951e74d98cfa9b4",1277,"2026-08-06T09:04:02.418999Z","0644","","",
"artifacts/09_tables/H11/stage3/H11_reader_global_tests.csv","file","bb96c5a8009813e058fe41e8d0b52d46ae9ae5b15d853fda74e1f241235532fb",1918,"2026-08-06T09:04:02.154999Z","0644","","",
"artifacts/09_tables/H11/stage3/H11_reader_level_shape_decomposition.csv","file","613cf9f0012823ef5996b74e65fd0f80a43a96edb1a7c9aefc8553e163b7732e",2245,"2026-08-06T09:04:02.217000Z","0644","","",
"artifacts/09_tables/H11/stage3/H11_reader_samples.csv","file","2aa7c87705db6068c410319eccbc35036b65fbac678c5ab4409581109315d58c",1090,"2026-08-06T09:04:01.871999Z","0644","","",
"artifacts/10_figures","directory",,,"2026-08-15T09:29:26.000000Z","0755","","",
"artifacts/10_figures/descriptives","directory",,,"2026-08-11T15:36:02.000000Z","0755","","",
