run_id,data_scenario_id,placement,sample_scenario,analytical_role,family_id,inferential_family,family_n,metric_order,metric_id,manuscript_name,analysis_unit,response_family,response_transform,effect_scale,factor_order,factor_id,factor_label,estimate_model_per_point,std_error_model_per_point,conf_low_model_per_point,conf_high_model_per_point,wald_p_raw,effect_type,estimate_practical_per_point,conf_low_practical_per_point,conf_high_practical_per_point,estimate_model_per_sd,std_error_model_per_sd,conf_low_model_per_sd,conf_high_model_per_sd,estimate_practical_per_sd,conf_low_practical_per_sd,conf_high_practical_per_sd,interval_method,effect_status,statistic,df,p_raw,p_adjusted,family_rank,family_observed_tests,comparison_status,diagnostic_status,model_adequacy,specified_limitations,observations,participants,participant_days,represented_days,sites,leba_participant_mean,leba_participant_sd,metric_display,factor_display,effect_label,q_label
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,4,leba_f5,Using light in the morning and during daytime,-0.00691513083161716,0.00745509404865265,-0.02152684666833525,0.00769658500510092,0.3536300219209002,ratio,0.9842034185077868,0.95164101895082,1.0178800090714386,-0.02643019453655469,0.02849397803050983,-0.08227736525262948,0.0294169761795201,0.9409570607520096,0.8274135613901652,1.0700817964494935,wald_normal,PASS,0.9275203745584122,1,0.33550808417780265,0.584988454463861,39,68,PASS,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,816,141,816,816,9,12.141843971631207,3.822081632311467,Mean melEDI,F5: Using light in the morning and during daytime,x0.94,
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,4,m10_mean_medi,Brightest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,0.02077953358083047,0.01013401400609588,9.172311100580643e-4,0.04064183605160287,0.04031818549957133,ratio,1.0490097713215114,1.002114234529459,1.0980998596878635,0.08078235466401487,0.03939691477799832,0.00356582059714438,0.15799888873088538,1.2044321916344634,1.0082444048127448,1.438794896674699,wald_normal,PASS,4.448182055410371,1,0.0349384214330805,0.2598361567247838,9,68,PASS,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,816,141,816,816,9,16.148936170212767,3.88759229603393,Brightest 10 h mean,F2: Spending time outdoors,x1.20,
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,4,m10_mean_medi,Brightest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.01657417137352085,0.01244632783274558,-0.04096852566548065,0.00782018291843894,0.18297472693951583,ratio,0.9625556080098472,0.909979218559979,1.018169733565336,-0.05182847213224122,0.03892044680186987,-0.12811114612611327,0.02445420186163082,0.8875064701721214,0.7445414039440559,1.0579233477478482,wald_normal,PASS,1.8900094671055283,1,0.16920085386754102,0.383521935433093,30,68,PASS,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,816,141,816,816,9,14.00709219858156,3.1270626424825787,Brightest 10 h mean,F3: Using phones and smartwatches in bed before sleep,x0.89,
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,4,m10_mean_medi,Brightest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,3,leba_f4,Controlling and using ambient light before bedtime,-0.01004299122572289,0.00946576390740782,-0.02859554757040135,0.0085095651189555609,0.2886987486588445,ratio,0.9771404880974964,0.9362772102444428,1.0197872201013356,-0.04272448569206302,0.04026886866043057,-0.1216500179646806,0.03620104658055457,0.9063073755547132,0.7557009741187334,1.0869286756481238,wald_normal,PASS,1.2052713480582042,1,0.27227064543142665,0.5445412908628533,34,68,PASS,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,816,141,816,816,9,12.872340425531917,4.254159416432996,Brightest 10 h mean,F4: Controlling and using ambient light before bedtime,x0.91,
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,4,m10_mean_medi,Brightest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,4,leba_f5,Using light in the morning and during daytime,-0.008126491232418,0.01086690180412609,-0.02942522739203847,0.01317224492720246,0.4545684745309328,ratio,0.981462043867072,0.9344902458666728,1.0307948614898264,-0.03106011287456501,0.04153418578568268,-0.1124656211416985,0.05034539539256846,0.9309790050819916,0.7718526132099598,1.1229111530748797,wald_normal,PASS,0.6057500132708356,1,0.4363925074704941,0.6580569689140546,45,68,PASS,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,816,141,816,816,9,12.141843971631207,3.822081632311467,Brightest 10 h mean,F5: Using light in the morning and during daytime,x0.93,
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,5,l10_mean_medi,Darkest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,-5.3214845431855e-4,0.00540260672299831,-0.01112106305402921,0.01005676614539209,0.9215364929755842,ratio,0.9987754332963,0.9747178894497832,1.0234267545036222,-0.00206877623135518,0.02100313227482935,-0.04323415905255153,0.03909660658984115,0.99524779432009,0.9052443876428784,1.0941997383470847,wald_normal,PASS,0.01075213020054377,1,0.917413395371262,0.9582440023143596,64,68,PASS,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,816,141,816,816,9,16.148936170212767,3.88759229603393,Darkest 10 h mean,F2: Spending time outdoors,x1.00,
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,5,l10_mean_medi,Darkest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.0062699287263075,0.0065555375790493,-0.01911854628054304,0.00657868882792803,0.33885380773645574,ratio,0.9856666699966812,0.956932828483224,1.0152633031539664,-0.01960645989106459,0.02049957666483578,-0.05978489185246041,0.02057197207033124,0.9558583539127392,0.8713950892679446,1.0485085399234209,wald_normal,PASS,0.9793448219053856,1,0.3223606126188526,0.5768558331074205,38,68,PASS,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,816,141,816,816,9,14.00709219858156,3.1270626424825787,Darkest 10 h mean,F3: Using phones and smartwatches in bed before sleep,x0.96,
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,5,l10_mean_medi,Darkest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,3,leba_f4,Controlling and using ambient light before bedtime,-0.00838238065726881,0.00493578553094723,-0.01805634253333929,0.00129158121880167,0.08945359735440929,ratio,0.9808839297199482,0.959276173209196,1.002978402313584,-0.03565998360524591,0.02099761849397291,-0.07681455961454499,0.00549459240405315,0.9211704892501192,0.8378869770149351,1.0127321387526216,wald_normal,PASS,3.0733713025471587,1,0.07958427123227216,0.3510331316394021,15,68,PASS,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,816,141,816,816,9,12.872340425531917,4.254159416432996,Darkest 10 h mean,F4: Controlling and using ambient light before bedtime,x0.92,
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,5,l10_mean_medi,Darkest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,4,leba_f5,Using light in the morning and during daytime,-0.00347992514920324,0.00571010321679532,-0.01467152180212837,0.00771167150372189,0.5422374913679937,ratio,0.9920191933262568,0.966781826998871,1.0179153687472309,-0.01330055799458845,0.02182448062351602,-0.05607575399797211,0.0294746380087952,0.9698385481282684,0.878869202281729,1.0702238819992629,wald_normal,PASS,0.4017961214999559,1,0.5261631198301117,0.7155818429689519,50,68,PASS,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,816,141,816,816,9,12.141843971631207,3.822081632311467,Darkest 10 h mean,F5: Using light in the morning and during daytime,x0.97,
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,tweedie_log,identity,ratio,1,leba_f2,Spending time outdoors,0.0541788697795165,0.01701846433896446,0.0208232926029669,0.0875344469560661,0.0014548873259828,ratio,1.0556734133389545,1.0210416100901385,1.0914798619542398,0.21062535676267388,0.06616085085448642,0.08095247190135446,0.34029824162399325,1.234449790152698,1.0843193597045542,1.4053666669045268,wald_normal,PASS,9.69401706857343,1,0.00184868945721947,0.12449982791512618,1,68,PASS,PASS,acceptable,,816,141,816,816,9,16.148936170212767,3.88759229603393,"Time above 1,000 lx melEDI",F2: Spending time outdoors,x1.23,
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,tweedie_log,identity,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.03562003285496416,0.02139391659185188,-0.07755133886324775,0.00631127315331941,0.09592057330901142,ratio,0.9650068947452312,0.925379515244729,1.0063312312025354,-0.11138607406476052,0.06690011735076823,-0.2425078946337694,0.01973574650424835,0.8945933029766726,0.7846575529702553,1.0199317838734296,wald_normal,PASS,2.7548841296884348,1,0.0969578407031224,0.3622686226212153,17,68,PASS,PASS,acceptable,,816,141,816,816,9,14.00709219858156,3.1270626424825787,"Time above 1,000 lx melEDI",F3: Using phones and smartwatches in bed before sleep,x0.89,
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,tweedie_log,identity,ratio,3,leba_f4,Controlling and using ambient light before bedtime,-0.0217882615634333,0.0161215877363776,-0.05338599290033602,0.0098094697734694,0.17653659593242554,ratio,0.9784473880395174,0.9480140151713854,1.0098577403291649,-0.09269073809778491,0.0685838042765615,-0.22711252440258956,0.04173104820701971,0.911475341310426,0.7968311143002144,1.0426140281263536,wald_normal,PASS,1.817077413052175,1,0.1776615544655873,0.38970921624709465,31,68,PASS,PASS,acceptable,,816,141,816,816,9,12.872340425531917,4.254159416432996,"Time above 1,000 lx melEDI",F4: Controlling and using ambient light before bedtime,x0.91,
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,tweedie_log,identity,ratio,4,leba_f5,Using light in the morning and during daytime,-0.0482966344198102,0.01822027107127708,-0.0840077095080703,-0.0125855593315501,0.00803230411328008,ratio,0.9528510967194916,0.9194241677597595,0.9874933076120462,-0.18459367931841836,0.06963936339726412,-0.3210843234833529,-0.04810303515348384,0.8314420473267016,0.7253620833536828,0.9530355858506387,wald_normal,PASS,6.815936551341565,1,0.00903479085862565,0.1690179424023835,3,68,PASS,PASS,acceptable,,816,141,816,816,9,12.141843971631207,3.822081632311467,"Time above 1,000 lx melEDI",F5: Using light in the morning and during daytime,x0.83,
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,tweedie_log,identity,ratio,1,leba_f2,Spending time outdoors,0.0295801293422269,0.01435958718006378,0.00143585563643882,0.05772440304801498,0.03940267031677802,ratio,1.03002196714795,1.0014368869706998,1.0594229817284269,0.1149954829465285,0.05582422049544354,0.00558202131043647,0.2244089445826205,1.121868370021078,1.0055976298202216,1.251582742770344,wald_normal,PASS,4.178990867682842,1,0.04092806371464667,0.2598361567247838,10,68,PASS,WARN_REVIEW,acceptable_with_specified_limitations,WARN_TWEEDIE_DIAGNOSTIC,737,141,737,737,9,16.148936170212767,3.88759229603393,Time above 250 lx melEDI during wake,F2: Spending time outdoors,x1.12,
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,tweedie_log,identity,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.03131133123125368,0.01752947647760692,-0.0656684737952053,0.00304581133269792,0.07406521590404012,ratio,0.9691737920315596,0.93644126765483,1.0030504545289385,-0.09791249417965144,0.05481577103540171,-0.20534943119383264,0.00952444283452976,0.9067282442813404,0.814362702956394,1.0095699446853783,wald_normal,PASS,3.171607430645963,1,0.07492866841737367,0.3510331316394021,14,68,PASS,PASS,acceptable,,737,141,737,737,9,14.00709219858156,3.1270626424825787,Time above 250 lx melEDI during wake,F3: Using phones and smartwatches in bed before sleep,x0.91,
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,tweedie_log,identity,ratio,3,leba_f4,Controlling and using ambient light before bedtime,-0.01133109842648998,0.0133616599636491,-0.03751947072891298,0.014857273875933,0.3964208497375882,ratio,0.9887328566808238,0.9631756638060006,1.0149681918013302,-0.04820429906958149,0.05684263155353359,-0.15961380970098735,0.06320521156182436,0.9529390826212648,0.852472942184673,1.0652454174789938,wald_normal,PASS,0.7167419205816259,1,0.3972147021857863,0.613877267014397,44,68,PASS,PASS,acceptable,,737,141,737,737,9,12.872340425531917,4.254159416432996,Time above 250 lx melEDI during wake,F4: Controlling and using ambient light before bedtime,x0.95,
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,tweedie_log,identity,ratio,4,leba_f5,Using light in the morning and during daytime,-0.01459842193441806,0.01539841012980409,-0.04477875120801081,0.01558190733917467,0.34310534909055596,ratio,0.9855076183927942,0.9562090185213556,1.0157039382582922,-0.05579636033627214,0.05885398052392305,-0.17114804250998306,0.05955532183743878,0.945731704768736,0.8426968092858448,1.0613644759884142,wald_normal,PASS,0.8935159145180478,1,0.3445263035860298,0.5856947160962507,40,68,PASS,PASS,acceptable,,737,141,737,737,9,12.141843971631207,3.822081632311467,Time above 250 lx melEDI during wake,F5: Using light in the morning and during daytime,x0.95,
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,participant_day,gaussian,identity,difference,1,leba_f2,Spending time outdoors,-0.00138244689454553,0.01701175138772723,-0.03472486692844018,0.03195997313934911,0.935231819400123,difference,-0.00138244689454553,-0.03472486692844018,0.03195997313934911,-0.00537204670404552,0.06610591939050554,-0.13493726787434435,0.1241931744662533,-0.00537204670404552,-0.13493726787434435,0.1241931744662533,wald_normal,PASS,0.00770338010806881,1,0.9300603551874668,0.9582440023143596,66,68,PASS,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,655,139,655,655,9,16.151079136690647,3.885897335543962,Time below 10 lx melEDI before sleep,F2: Spending time outdoors,-0.01,
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,participant_day,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,0.01673273933649587,0.02039546433648703,-0.02324163621098982,0.05670711488398156,0.411979721965649,difference,0.01673273933649587,-0.02324163621098982,0.05670711488398156,0.05235115486237981,0.06381059852171092,-0.07271532007211835,0.17741762979687797,0.05235115486237981,-0.07271532007211835,0.17741762979687797,wald_normal,PASS,0.7331644755297475,1,0.3918593779664124,0.613877267014397,43,68,PASS,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,655,139,655,655,9,13.964028776978417,3.1286661322809484,Time below 10 lx melEDI before sleep,F3: Using phones and smartwatches in bed before sleep,+0.05,
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,participant_day,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,0.00646562377863472,0.01579171201786022,-0.02448556303059963,0.03741681058786909,0.682223052916225,difference,0.00646562377863472,-0.02448556303059963,0.03741681058786909,0.02752039344274257,0.06721611753874236,-0.10422077611380348,0.15926156299928862,0.02752039344274257,-0.10422077611380348,0.15926156299928862,wald_normal,PASS,0.2004150846794346,1,0.6543860100501859,0.780671029533555,57,68,PASS,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,655,139,655,655,9,12.884892086330936,4.256417382910847,Time below 10 lx melEDI before sleep,F4: Controlling and using ambient light before bedtime,+0.03,
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,participant_day,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,-0.00820691868822534,0.01819507254625444,-0.04386860557497753,0.02745476819852685,0.6519522764468884,difference,-0.00820691868822534,-0.04386860557497753,0.02745476819852685,-0.03130843345059512,0.06941207042302747,-0.16735359157208682,0.1047367246708966,-0.03130843345059512,-0.16735359157208682,0.1047367246708966,wald_normal,PASS,0.21093949191367756,1,0.6460320344236457,0.780671029533555,56,68,PASS,WARN_REVIEW,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,655,139,655,655,9,12.201438848920862,3.8148828616413697,Time below 10 lx melEDI before sleep,F5: Using light in the morning and during daytime,-0.03,
main__glasses__all_available,main,glasses,all_available,primary_near_eye,H05-F1-primary,TRUE,68,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,participant_day,tweedie_log,identity,ratio,1,leba_f2,Spending time outdoors,0.00332280337550575,0.00450745658817177,-0.00551164919918871,0.01215725595020022,0.461013362624525,ratio,1.003328330006249,0.9945035120719338,1.012231455770178,0.01291770480385172,0.01752315350688398,-0.02142704496520761,0.04726245457291105,1.0130014987723992,0.9788008833169052,1.048397129595647,wald_normal,PASS,0.5429068418889074,1,0.4612305274047327,0.667312252415358,47,68,PASS,WARN_REVIEW,acceptable_with_specified_limitations,WARN_STRONG_TWEEDIE_MISFIT | WARN_PREDICTED_BOUND,778,141,778,778,9,16.148936170212767,3.88759229603393,Time below 1 lx melEDI during sleep,F2: Spending time outdoors,x1.01,
