metric_order,metric_id,manuscript_name,factor_order,factor_id,factor_label,estimate_model_per_sd__alternative_preprocessing,estimate_model_per_sd__main,conf_low_model_per_sd__alternative_preprocessing,conf_low_model_per_sd__main,conf_high_model_per_sd__alternative_preprocessing,conf_high_model_per_sd__main,estimate_difference_mpd_minus_main,sign_concordant,component_intervals_overlap
3,daily_geometric_mean_medi,Mean melEDI,3,leba_f4,Controlling and using ambient light before bedtime,-0.04557950820516325,-0.05006277318326996,-0.10031694961164782,-0.10381486969392945,0.00915793320132132,0.0036893233273895,0.0044832649781067,TRUE,TRUE
3,daily_geometric_mean_medi,Mean melEDI,4,leba_f5,Using light in the morning and during daytime,-0.02176884798581961,-0.02643019453655469,-0.0785787128467532,-0.08227736525262948,0.03504101687511399,0.0294169761795201,0.00466134655073507,TRUE,TRUE
4,m10_mean_medi,Brightest 10 h mean,1,leba_f2,Spending time outdoors,0.08026905611977268,0.08078235466401487,0.00530904479239117,0.00356582059714438,0.1552290674471542,0.15799888873088538,-5.132985442421883e-4,TRUE,TRUE
4,m10_mean_medi,Brightest 10 h mean,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.05206017341729528,-0.05182847213224122,-0.1261039849829389,-0.12811114612611327,0.02198363814834835,0.02445420186163082,-2.3170128505405757e-4,TRUE,TRUE
4,m10_mean_medi,Brightest 10 h mean,3,leba_f4,Controlling and using ambient light before bedtime,-0.0438785301827769,-0.04272448569206302,-0.12054128849516035,-0.1216500179646806,0.03278422812960659,0.03620104658055457,-0.00115404449071387,TRUE,TRUE
4,m10_mean_medi,Brightest 10 h mean,4,leba_f5,Using light in the morning and during daytime,-0.02001690606502865,-0.03106011287456501,-0.09925638063677464,-0.1124656211416985,0.05922256850671734,0.05034539539256846,0.01104320680953636,TRUE,TRUE
5,l10_mean_medi,Darkest 10 h mean,1,leba_f2,Spending time outdoors,-0.00247993339831061,-0.00206877623135518,-0.04320018168982337,-0.04323415905255153,0.03824031489320213,0.03909660658984115,-4.111571669554309e-4,TRUE,TRUE
5,l10_mean_medi,Darkest 10 h mean,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.01950822265928814,-0.01960645989106459,-0.05923171473211047,-0.05978489185246041,0.02021526941353418,0.02057197207033124,9.82372317764428e-5,TRUE,TRUE
5,l10_mean_medi,Darkest 10 h mean,3,leba_f4,Controlling and using ambient light before bedtime,-0.03749956942838826,-0.03565998360524591,-0.07814464822186984,-0.07681455961454499,0.0031455093650933,0.00549459240405315,-0.00183958582314235,TRUE,TRUE
5,l10_mean_medi,Darkest 10 h mean,4,leba_f5,Using light in the morning and during daytime,-0.00973180197441844,-0.01330055799458845,-0.0520796211553494,-0.05607575399797211,0.03261601720651251,0.0294746380087952,0.00356875602017,TRUE,TRUE
6,duration_above_1000,"Time above 1,000 lx melEDI",1,leba_f2,Spending time outdoors,0.2153088214166181,0.21062535676267388,0.08514864824572388,0.08095247190135446,0.34546899458751235,0.34029824162399325,0.00468346465394423,TRUE,TRUE
6,duration_above_1000,"Time above 1,000 lx melEDI",2,leba_f3,Using phones and smartwatches in bed before sleep,-0.11340652750541066,-0.11138607406476052,-0.24504512203034529,-0.2425078946337694,0.01823206701952391,0.01973574650424835,-0.00202045344065014,TRUE,TRUE
6,duration_above_1000,"Time above 1,000 lx melEDI",3,leba_f4,Controlling and using ambient light before bedtime,-0.08989116532038464,-0.09269073809778491,-0.22503566836805972,-0.22711252440258956,0.04525333772729041,0.04173104820701971,0.00279957277740026,TRUE,TRUE
6,duration_above_1000,"Time above 1,000 lx melEDI",4,leba_f5,Using light in the morning and during daytime,-0.18455826950831547,-0.18459367931841836,-0.32192790812153177,-0.3210843234833529,-0.04718863089509917,-0.04810303515348384,3.5409810102887684e-5,TRUE,TRUE
7,duration_above_250_wake,Time above 250 lx melEDI during wake,1,leba_f2,Spending time outdoors,0.1281210899567094,0.1149954829465285,0.01754502028177918,0.00558202131043647,0.2386971596316396,0.2244089445826205,0.01312560701018089,TRUE,TRUE
7,duration_above_250_wake,Time above 250 lx melEDI during wake,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.10290958319255895,-0.09791249417965144,-0.2121259129348502,-0.20534943119383264,0.00630674654973228,0.00952444283452976,-0.00499708901290751,TRUE,TRUE
7,duration_above_250_wake,Time above 250 lx melEDI during wake,3,leba_f4,Controlling and using ambient light before bedtime,-0.05502661063169607,-0.04820429906958149,-0.16839623036480705,-0.15961380970098735,0.05834300910141488,0.06320521156182436,-0.00682231156211458,TRUE,TRUE
7,duration_above_250_wake,Time above 250 lx melEDI during wake,4,leba_f5,Using light in the morning and during daytime,-0.05358114640545928,-0.05579636033627214,-0.1715281116855484,-0.17114804250998306,0.06436581887462986,0.05955532183743878,0.00221521393081285,TRUE,TRUE
8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,1,leba_f2,Spending time outdoors,-0.00408753388240968,-0.00537204670404552,-0.12460509721797232,-0.13493726787434435,0.11643002945315296,0.1241931744662533,0.00128451282163583,TRUE,TRUE
8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,2,leba_f3,Using phones and smartwatches in bed before sleep,0.07685353957058225,0.05235115486237981,-0.04017270975457495,-0.07271532007211835,0.19387978889573945,0.17741762979687797,0.02450238470820243,TRUE,TRUE
8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,3,leba_f4,Controlling and using ambient light before bedtime,0.01911441842364063,0.02752039344274257,-0.103216983959552,-0.10422077611380348,0.14144582080683327,0.15926156299928862,-0.00840597501910193,TRUE,TRUE
8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,4,leba_f5,Using light in the morning and during daytime,-0.03849661107813273,-0.03130843345059512,-0.16435800671827264,-0.16735359157208682,0.08736478456200716,0.1047367246708966,-0.0071881776275376,TRUE,TRUE
9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,1,leba_f2,Spending time outdoors,0.00833901053327389,0.01291770480385172,-0.02649779377801025,-0.02142704496520761,0.04317581484455804,0.04726245457291105,-0.00457869427057783,TRUE,TRUE
9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,2,leba_f3,Using phones and smartwatches in bed before sleep,0.00401801345399497,0.00345976656952944,-0.03019446488981555,-0.03028767116830326,0.0382304917978055,0.03720720430736213,5.582468844655335e-4,TRUE,TRUE
9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,3,leba_f4,Controlling and using ambient light before bedtime,0.02521344259140487,0.01823334112862477,-0.01019290582456701,-0.01681705444788229,0.06061979100737676,0.05328373670513184,0.0069801014627801,TRUE,TRUE
9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,4,leba_f5,Using light in the morning and during daytime,0.00541638339490641,-0.00217409597607519,-0.03121994148947308,-0.03843892548880937,0.04205270827928593,0.03409073353665898,0.00759047937098161,FALSE,TRUE
10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,1,leba_f2,Spending time outdoors,0.04990351703961612,0.0480364253237415,0.00417058538670616,0.00320651610701618,0.09563644869252608,0.09286633454046685,0.00186709171587461,TRUE,TRUE
10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.03632058275729197,-0.0343053217706788,-0.08143822247168539,-0.07856075395198849,0.00879705695710143,0.00995011041063085,-0.00201526098661317,TRUE,TRUE
10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,3,leba_f4,Controlling and using ambient light before bedtime,-0.02905012576022816,-0.02993617823058141,-0.07581844092201992,-0.0757201641261547,0.01771818940156358,0.01584780766499188,8.860524703532408e-4,TRUE,TRUE
10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,4,leba_f5,Using light in the morning and during daytime,-0.02390199198682252,-0.02477625881299952,-0.07216733560794408,-0.07201247213375292,0.02436335163429904,0.02245995450775386,8.742668261770038e-4,TRUE,TRUE
11,m10_midpoint,Midpoint of the brightest 10 hours,1,leba_f2,Spending time outdoors,0.06276304420196813,0.04877270116164541,-0.12259115304259582,-0.13175220611422894,0.2481172414465321,0.22929760843751976,0.01399034304032272,TRUE,TRUE
11,m10_midpoint,Midpoint of the brightest 10 hours,2,leba_f3,Using phones and smartwatches in bed before sleep,0.15493484891783,0.13346895121006394,-0.0248370901844607,-0.04203289904639357,0.3347067880201207,0.30897080146652145,0.02146589770776605,TRUE,TRUE
11,m10_midpoint,Midpoint of the brightest 10 hours,3,leba_f4,Controlling and using ambient light before bedtime,-0.03987586623034554,0.0300742955200449,-0.22750613569487527,-0.15264591394376137,0.14775440323418418,0.21279450498385116,-0.06995016175039044,FALSE,TRUE
11,m10_midpoint,Midpoint of the brightest 10 hours,4,leba_f5,Using light in the morning and during daytime,-0.06615010672748753,-0.08274458198627851,-0.25924648470658734,-0.27041393575846845,0.1269462712516123,0.10492477178591143,0.01659447525879098,TRUE,TRUE
12,l10_midpoint,Midpoint of the darkest 10 hours,1,leba_f2,Spending time outdoors,-0.06939881786377199,-0.1361290654515721,-0.2581679110892968,-0.3167482888675185,0.11937027536175286,0.04449015796437428,0.06673024758780015,TRUE,TRUE
12,l10_midpoint,Midpoint of the darkest 10 hours,2,leba_f3,Using phones and smartwatches in bed before sleep,0.11231310396109334,0.08039834813345959,-0.07169678040512728,-0.0973907526194412,0.29632298832731396,0.25818744888636036,0.03191475582763375,TRUE,TRUE
12,l10_midpoint,Midpoint of the darkest 10 hours,3,leba_f4,Controlling and using ambient light before bedtime,-0.01916378099421776,-0.0201235650513957,-0.21048185447664328,-0.20428285972040255,0.17215429248820777,0.16403572961761118,9.597840571779376e-4,TRUE,TRUE
12,l10_midpoint,Midpoint of the darkest 10 hours,4,leba_f5,Using light in the morning and during daytime,0.12872169548480902,0.13181639012030777,-0.06723805671403124,-0.05647072800598026,0.3246814476836493,0.3201035082465958,-0.00309469463549874,TRUE,TRUE
13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,1,leba_f2,Spending time outdoors,0.0179982833848209,0.0198680963852663,-0.1386221252822723,-0.15234424355538914,0.17461869205191408,0.19208043632592173,-0.00186981300044539,TRUE,TRUE
13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,2,leba_f3,Using phones and smartwatches in bed before sleep,0.08402397191982457,0.08625896294419261,-0.06882171354570239,-0.08088075751173257,0.2368696573853515,0.2533986834001178,-0.00223499102436804,TRUE,TRUE
13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,3,leba_f4,Controlling and using ambient light before bedtime,-0.08376025094755701,-0.09668792719097208,-0.23931781263743648,-0.266962216320927,0.07179731074232246,0.07358636193898282,0.01292767624341506,TRUE,TRUE
13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,4,leba_f5,Using light in the morning and during daytime,-0.1372421065842735,-0.1656609746481092,-0.2974499113737441,-0.3392272679816015,0.02296569820519716,0.00790531868538316,0.0284188680638357,TRUE,TRUE
14,first_timing_above_250,First light timing above 250 lx melEDI,1,leba_f2,Spending time outdoors,-0.2134013436255723,-0.2185207904322387,-0.4715455794580312,-0.4886159206743173,0.04474289220688658,0.05157433980983986,0.0051194468066664,TRUE,TRUE
14,first_timing_above_250,First light timing above 250 lx melEDI,2,leba_f3,Using phones and smartwatches in bed before sleep,0.3352417784429238,0.3236780943464228,0.08509769339552993,0.06192773502145759,0.5853858634903177,0.5854284536713881,0.01156368409650099,TRUE,TRUE
14,first_timing_above_250,First light timing above 250 lx melEDI,3,leba_f4,Controlling and using ambient light before bedtime,0.00782978299403059,0.01937431294610189,-0.25357875542560865,-0.25237757802902316,0.2692383214136699,0.29112620392122696,-0.0115445299520713,TRUE,TRUE
14,first_timing_above_250,First light timing above 250 lx melEDI,4,leba_f5,Using light in the morning and during daytime,-0.13691378023287137,-0.09732107089300504,-0.40629683518990567,-0.3795057903833941,0.13246927472416303,0.1848636485973839,-0.03959270933986629,TRUE,TRUE
15,last_timing_above_250,Last light timing above 250 lx melEDI,1,leba_f2,Spending time outdoors,0.33327861927523145,0.30775784479758755,0.07685473365095098,0.04259238978905668,0.5897025048995119,0.5729232998061184,0.02552077447764389,TRUE,TRUE
15,last_timing_above_250,Last light timing above 250 lx melEDI,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.09818882698017192,-0.06619050328007009,-0.35524735890025555,-0.32802294578602015,0.15886970493991168,0.19564193922587997,-0.03199832370010183,TRUE,TRUE
15,last_timing_above_250,Last light timing above 250 lx melEDI,3,leba_f4,Controlling and using ambient light before bedtime,0.00207121518117845,-0.01088482159394535,-0.2611819325652604,-0.28033759856932594,0.26532436292761735,0.25856795538143523,0.0129560367751238,FALSE,TRUE
15,last_timing_above_250,Last light timing above 250 lx melEDI,4,leba_f5,Using light in the morning and during daytime,-0.07695322453465972,-0.08054117656785628,-0.3488664876671957,-0.360607963435127,0.19496003859787625,0.19952561029941449,0.00358795203319656,TRUE,TRUE
16,dose_time_sensitive_corrected_medi,melEDI dose,1,leba_f2,Spending time outdoors,0.1145504805249128,0.1066968144222803,0.04027624107137825,0.03320067651417691,0.18882471997844735,0.18019295233038368,0.0078536661026325,TRUE,TRUE
16,dose_time_sensitive_corrected_medi,melEDI dose,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.05779797347693869,-0.05296845299594673,-0.1322770841355418,-0.126208118400867,0.01668113718166441,0.02027121240897354,-0.00482952048099195,TRUE,TRUE
16,dose_time_sensitive_corrected_medi,melEDI dose,3,leba_f4,Controlling and using ambient light before bedtime,-0.05506234532823641,-0.05951932004988299,-0.13213452069531317,-0.13531478443035447,0.02200983003884036,0.0162761443305885,0.00445697472164657,TRUE,TRUE
16,dose_time_sensitive_corrected_medi,melEDI dose,4,leba_f5,Using light in the morning and during daytime,-0.04913437345685032,-0.05516020349301977,-0.1286396999208811,-0.13321862842013546,0.03037095300718045,0.02289822143409592,0.00602583003616945,TRUE,TRUE
17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,1,leba_f2,Spending time outdoors,0.00409392379246632,0.00406028204700244,-0.01136916168675679,-0.01130341303464924,0.01955700927168944,0.01942397712865413,3.364174546388078e-5,TRUE,TRUE
17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.00332896544446567,-0.00388244559590362,-0.01815484433286866,-0.01861982348579025,0.0114969134439373,0.010854932293983,5.534801514379423e-4,TRUE,TRUE
17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,3,leba_f4,Controlling and using ambient light before bedtime,-0.01053332865629248,-0.0104326104756662,-0.02577181556690403,-0.02558908504265738,0.00470515825431907,0.00472386409132497,-1.0071818062627572e-4,TRUE,TRUE
17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,4,leba_f5,Using light in the morning and during daytime,-0.02020199207707263,-0.01971173371410767,-0.03567865969147077,-0.03509510452823153,-0.00472532446267449,-0.00432836289998381,-4.902583629649605e-4,TRUE,TRUE
