category,metric_order,metric_id,table_name,unit,site,reader_site,previous_display,current_display,comparison_status,difference_reason,analysis_unit,n_observations,n_participants,n_participant_days
Duration,2,duration_above_250_wake,Time above 250 lx melEDI during wake,HH:MM,Overall,Overall,"02:20(00:50, 04:32)02:56 ±02:27n=755",02:25 (00:51–04:37); mean 03:00 ± 02:29; n=737 obs / 141 participants / 737 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,737,141,737
Duration,2,duration_above_250_wake,Time above 250 lx melEDI during wake,HH:MM,RISE,Borås (SE),"04:03(02:16, 06:14)04:10 ±02:27n=74",04:06 (02:30–06:15); mean 04:21 ± 02:24; n=73 obs / 13 participants / 73 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,73,13,73
Duration,2,duration_above_250_wake,Time above 250 lx melEDI during wake,HH:MM,THUAS,Delft (NL),"03:17(01:58, 05:12)03:35 ±02:23n=66",03:29 (02:03–05:16); mean 03:39 ± 02:25; n=64 obs / 13 participants / 64 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,64,13,64
Duration,2,duration_above_250_wake,Time above 250 lx melEDI during wake,HH:MM,BAUA,Dortmund (DE),"03:36(01:21, 05:32)03:53 ±02:51n=91",03:42 (02:05–05:58); mean 04:05 ± 02:51; n=90 obs / 18 participants / 90 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,90,18,90
Duration,2,duration_above_250_wake,Time above 250 lx melEDI during wake,HH:MM,MPI,Tübingen (DE),"01:53(00:42, 04:12)02:46 ±02:37n=146",02:01 (00:47–04:20); mean 02:52 ± 02:39; n=141 obs / 26 participants / 141 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,141,26,141
Duration,2,duration_above_250_wake,Time above 250 lx melEDI during wake,HH:MM,TUM,Munich (DE),"02:43(01:02, 04:16)02:55 ±02:14n=60",02:38 (00:55–04:19); mean 02:57 ± 02:19; n=54 obs / 10 participants / 54 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,54,10,54
Duration,2,duration_above_250_wake,Time above 250 lx melEDI during wake,HH:MM,FUSPCEU,Madrid (ES),"02:43(00:54, 04:43)03:01 ±02:19n=113",02:43 (00:54–04:43); mean 03:02 ± 02:19; n=113 obs / 23 participants / 113 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,113,23,113
Duration,2,duration_above_250_wake,Time above 250 lx melEDI during wake,HH:MM,IZTECH,Izmir (TR),"01:31(00:41, 03:25)02:08 ±01:54n=98",01:30 (00:41–03:26); mean 02:09 ± 01:57; n=94 obs / 17 participants / 94 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,94,17,94
Duration,2,duration_above_250_wake,Time above 250 lx melEDI during wake,HH:MM,UCR,San José (CR),"01:47(00:42, 02:42)01:52 ±01:21n=27",01:39 (00:33–02:40); mean 01:48 ± 01:21; n=30 obs / 6 participants / 30 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,30,6,30
Duration,2,duration_above_250_wake,Time above 250 lx melEDI during wake,HH:MM,KNUST,Kumasi (GH),"01:07(00:24, 02:36)01:43 ±01:45n=80",01:14 (00:25–02:37); mean 01:45 ± 01:46; n=78 obs / 15 participants / 78 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,78,15,78
Duration,3,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,HH:MM,Overall,Overall,"01:43(00:53, 02:30)01:43 ±01:02n=780",01:53 (01:01–02:35); mean 01:51 ± 01:02; n=655 obs / 139 participants / 655 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,655,139,655
Duration,3,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,HH:MM,RISE,Borås (SE),"02:07(01:24, 02:37)01:56 ±00:56n=76",02:16 (01:30–02:39); mean 02:05 ± 00:53; n=67 obs / 13 participants / 67 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,67,13,67
Duration,3,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,HH:MM,THUAS,Delft (NL),"01:40(00:52, 02:39)01:41 ±01:03n=70",01:50 (01:21–02:52); mean 01:59 ± 00:57; n=50 obs / 12 participants / 50 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,50,12,50
Duration,3,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,HH:MM,BAUA,Dortmund (DE),"01:39(00:48, 02:17)01:35 ±00:58n=101",01:42 (00:53–02:17); mean 01:41 ± 00:58; n=84 obs / 18 participants / 84 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,84,18,84
Duration,3,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,HH:MM,MPI,Tübingen (DE),"01:44(00:57, 02:21)01:47 ±01:05n=145",01:52 (01:04–02:25); mean 01:52 ± 01:06; n=132 obs / 26 participants / 132 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,132,26,132
Duration,3,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,HH:MM,TUM,Munich (DE),"01:39(00:43, 02:28)01:40 ±01:07n=59",01:43 (00:42–02:32); mean 01:45 ± 01:10; n=52 obs / 10 participants / 52 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,52,10,52
Duration,3,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,HH:MM,FUSPCEU,Madrid (ES),"01:36(00:50, 02:38)01:43 ±01:04n=121",01:43 (00:58–02:50); mean 01:50 ± 01:05; n=105 obs / 23 participants / 105 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,105,23,105
Duration,3,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,HH:MM,IZTECH,Izmir (TR),"01:24(00:46, 02:12)01:32 ±00:59n=100",01:31 (00:49–02:15); mean 01:38 ± 01:00; n=82 obs / 17 participants / 82 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,82,17,82
Duration,3,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,HH:MM,UCR,San José (CR),"02:06(01:14, 02:36)01:50 ±00:59n=28",02:16 (01:15–02:39); mean 01:56 ± 01:00; n=25 obs / 6 participants / 25 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,25,6,25
Duration,3,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,HH:MM,KNUST,Kumasi (GH),"01:58(01:17, 02:40)01:55 ±00:55n=80",02:30 (01:28–02:52); mean 02:09 ± 00:57; n=58 obs / 14 participants / 58 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,58,14,58
Duration,4,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,HH:MM,Overall,Overall,"07:06(05:56, 08:15)07:01 ±02:00n=790",07:08 (05:58–08:15); mean 07:04 ± 01:57; n=778 obs / 141 participants / 778 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,778,141,778
Duration,4,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,HH:MM,RISE,Borås (SE),"07:06(05:51, 08:14)07:03 ±01:53n=78",07:08 (06:03–08:18); mean 07:12 ± 01:46; n=76 obs / 13 participants / 76 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,76,13,76
Duration,4,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,HH:MM,THUAS,Delft (NL),"07:10(05:55, 08:04)06:54 ±01:55n=72",07:14 (05:56–08:06); mean 07:01 ± 01:50; n=68 obs / 13 participants / 68 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,68,13,68
Duration,4,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,HH:MM,BAUA,Dortmund (DE),"07:05(05:55, 08:15)07:00 ±01:54n=101",07:08 (05:56–08:16); mean 07:05 ± 01:50; n=95 obs / 18 participants / 95 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,95,18,95
Duration,4,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,HH:MM,MPI,Tübingen (DE),"06:54(05:51, 07:45)06:47 ±01:31n=150",06:54 (05:51–07:46); mean 06:47 ± 01:30; n=150 obs / 26 participants / 150 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,150,26,150
Duration,4,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,HH:MM,TUM,Munich (DE),"05:51(04:41, 07:03)05:58 ±01:58n=60",05:52 (04:41–07:03); mean 05:58 ± 01:58; n=60 obs / 10 participants / 60 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,60,10,60
Duration,4,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,HH:MM,FUSPCEU,Madrid (ES),"08:05(07:10, 09:08)07:59 ±02:03n=120",08:06 (07:10–09:10); mean 08:02 ± 01:57; n=118 obs / 23 participants / 118 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,118,23,118
Duration,4,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,HH:MM,IZTECH,Izmir (TR),"06:45(05:07, 08:15)06:39 ±02:06n=99",06:45 (05:08–08:15); mean 06:40 ± 02:07; n=99 obs / 17 participants / 99 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,99,17,99
Duration,4,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,HH:MM,UCR,San José (CR),"06:50(06:06, 07:30)06:28 ±02:00n=30",06:56 (06:06–07:36); mean 06:39 ± 01:43; n=31 obs / 6 participants / 31 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,31,6,31
Duration,4,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,HH:MM,KNUST,Kumasi (GH),"07:30(06:30, 08:50)07:31 ±02:13n=80",07:31 (06:31–09:00); mean 07:35 ± 02:15; n=81 obs / 15 participants / 81 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,81,15,81
Duration,5,longest_bout_above_250,Longest period above 250 lx melEDI,HH:MM,Overall,Overall,"00:38(00:17, 01:13)00:56 ±01:05n=811",00:38 (00:17–01:12); mean 00:55 ± 01:00; n=816 obs / 141 participants / 816 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,816,141,816
Duration,5,longest_bout_above_250,Longest period above 250 lx melEDI,HH:MM,RISE,Borås (SE),"00:56(00:29, 01:35)01:14 ±01:04n=78",00:56 (00:28–01:27); mean 01:12 ± 01:02; n=78 obs / 13 participants / 78 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,78,13,78
Duration,5,longest_bout_above_250,Longest period above 250 lx melEDI,HH:MM,THUAS,Delft (NL),"00:48(00:24, 01:20)01:09 ±01:14n=78",00:48 (00:23–01:20); mean 01:09 ± 01:15; n=78 obs / 13 participants / 78 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,78,13,78
Duration,5,longest_bout_above_250,Longest period above 250 lx melEDI,HH:MM,BAUA,Dortmund (DE),"01:00(00:21, 01:44)01:23 ±01:47n=106",01:00 (00:21–01:40); mean 01:20 ± 01:31; n=107 obs / 18 participants / 107 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,107,18,107
Duration,5,longest_bout_above_250,Longest period above 250 lx melEDI,HH:MM,MPI,Tübingen (DE),"00:35(00:11, 01:06)00:50 ±00:54n=150",00:35 (00:13–01:06); mean 00:50 ± 00:54; n=150 obs / 26 participants / 150 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,150,26,150
Duration,5,longest_bout_above_250,Longest period above 250 lx melEDI,HH:MM,TUM,Munich (DE),"00:35(00:17, 01:41)01:06 ±01:12n=60",00:38 (00:17–01:32); mean 01:01 ± 01:02; n=60 obs / 10 participants / 60 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,60,10,60
Duration,5,longest_bout_above_250,Longest period above 250 lx melEDI,HH:MM,FUSPCEU,Madrid (ES),"00:38(00:16, 01:05)00:44 ±00:35n=127",00:38 (00:16–01:04); mean 00:45 ± 00:36; n=129 obs / 23 participants / 129 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,129,23,129
Duration,5,longest_bout_above_250,Longest period above 250 lx melEDI,HH:MM,IZTECH,Izmir (TR),"00:33(00:14, 00:56)00:42 ±00:41n=102",00:34 (00:14–00:55); mean 00:43 ± 00:41; n=101 obs / 17 participants / 101 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,101,17,101
Duration,5,longest_bout_above_250,Longest period above 250 lx melEDI,HH:MM,UCR,San José (CR),"00:28(00:14, 00:40)00:29 ±00:19n=30",00:28 (00:16–00:43); mean 00:30 ± 00:20; n=32 obs / 6 participants / 32 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,32,6,32
Duration,5,longest_bout_above_250,Longest period above 250 lx melEDI,HH:MM,KNUST,Kumasi (GH),"00:23(00:15, 00:49)00:38 ±00:45n=80",00:23 (00:15–00:49); mean 00:38 ± 00:45; n=81 obs / 15 participants / 81 participant-days,DISPLAY_CHANGED,"The familiar metric and site layout are retained. The updated value comes from the verified main near-eye metric artifact after the approved completeness and exact-all-zero rules and now labels observations, participants, and participant-days.",participant-day,81,15,81
Dynamics,6,interdaily_stability,Interdaily stability,dimensionless,Overall,Overall,"0.31(0.25, 0.38)0.32 ±0.10n=141",0.308 (0.248–0.38); mean 0.318 ± 0.0949; n=141 obs / 141 participants / 816 participant-days,DISPLAY_CHANGED,"The familiar metric is retained, but the updated participant-level value comes from the verified metric artifact and now reports participants and the underlying participant-days instead of an unlabeled n.",participant,141,141,816
Dynamics,6,interdaily_stability,Interdaily stability,dimensionless,RISE,Borås (SE),"0.34(0.30, 0.37)0.33 ±0.08n=13",0.311 (0.272–0.367); mean 0.315 ± 0.0775; n=13 obs / 13 participants / 78 participant-days,DISPLAY_CHANGED,"The familiar metric is retained, but the updated participant-level value comes from the verified metric artifact and now reports participants and the underlying participant-days instead of an unlabeled n.",participant,13,13,78
Dynamics,6,interdaily_stability,Interdaily stability,dimensionless,THUAS,Delft (NL),"0.25(0.24, 0.37)0.28 ±0.09n=13",0.258 (0.239–0.389); mean 0.288 ± 0.0939; n=13 obs / 13 participants / 78 participant-days,DISPLAY_CHANGED,"The familiar metric is retained, but the updated participant-level value comes from the verified metric artifact and now reports participants and the underlying participant-days instead of an unlabeled n.",participant,13,13,78
Dynamics,6,interdaily_stability,Interdaily stability,dimensionless,BAUA,Dortmund (DE),"0.27(0.22, 0.33)0.28 ±0.08n=18",0.264 (0.219–0.319); mean 0.274 ± 0.074; n=18 obs / 18 participants / 107 participant-days,DISPLAY_CHANGED,"The familiar metric is retained, but the updated participant-level value comes from the verified metric artifact and now reports participants and the underlying participant-days instead of an unlabeled n.",participant,18,18,107
Dynamics,6,interdaily_stability,Interdaily stability,dimensionless,MPI,Tübingen (DE),"0.33(0.26, 0.41)0.34 ±0.10n=26",0.329 (0.263–0.424); mean 0.344 ± 0.107; n=26 obs / 26 participants / 150 participant-days,DISPLAY_CHANGED,"The familiar metric is retained, but the updated participant-level value comes from the verified metric artifact and now reports participants and the underlying participant-days instead of an unlabeled n.",participant,26,26,150
Dynamics,6,interdaily_stability,Interdaily stability,dimensionless,TUM,Munich (DE),"0.24(0.22, 0.28)0.26 ±0.06n=10",0.244 (0.218–0.277); mean 0.252 ± 0.0581; n=10 obs / 10 participants / 60 participant-days,DISPLAY_CHANGED,"The familiar metric is retained, but the updated participant-level value comes from the verified metric artifact and now reports participants and the underlying participant-days instead of an unlabeled n.",participant,10,10,60
Dynamics,6,interdaily_stability,Interdaily stability,dimensionless,FUSPCEU,Madrid (ES),"0.35(0.32, 0.48)0.38 ±0.10n=23",0.352 (0.321–0.455); mean 0.368 ± 0.0921; n=23 obs / 23 participants / 129 participant-days,DISPLAY_CHANGED,"The familiar metric is retained, but the updated participant-level value comes from the verified metric artifact and now reports participants and the underlying participant-days instead of an unlabeled n.",participant,23,23,129
Dynamics,6,interdaily_stability,Interdaily stability,dimensionless,IZTECH,Izmir (TR),"0.28(0.24, 0.39)0.32 ±0.10n=17",0.278 (0.254–0.394); mean 0.323 ± 0.104; n=17 obs / 17 participants / 101 participant-days,DISPLAY_CHANGED,"The familiar metric is retained, but the updated participant-level value comes from the verified metric artifact and now reports participants and the underlying participant-days instead of an unlabeled n.",participant,17,17,101
Dynamics,6,interdaily_stability,Interdaily stability,dimensionless,UCR,San José (CR),"0.36(0.32, 0.45)0.37 ±0.11n=6",0.342 (0.315–0.473); mean 0.37 ± 0.118; n=6 obs / 6 participants / 32 participant-days,DISPLAY_CHANGED,"The familiar metric is retained, but the updated participant-level value comes from the verified metric artifact and now reports participants and the underlying participant-days instead of an unlabeled n.",participant,6,6,32
Dynamics,6,interdaily_stability,Interdaily stability,dimensionless,KNUST,Kumasi (GH),"0.30(0.26, 0.34)0.30 ±0.06n=15",0.293 (0.255–0.354); mean 0.299 ± 0.0625; n=15 obs / 15 participants / 81 participant-days,DISPLAY_CHANGED,"The familiar metric is retained, but the updated participant-level value comes from the verified metric artifact and now reports participants and the underlying participant-days instead of an unlabeled n.",participant,15,15,81
Dynamics,7,intradaily_variability,Intradaily variability,dimensionless,Overall,Overall,"1.32(0.96, 1.54)1.28 ±0.38n=141",1.25 (0.93–1.5); mean 1.23 ± 0.389; n=141 obs / 141 participants / 816 participant-days,DISPLAY_CHANGED,"The familiar metric is retained, but the updated participant-level value comes from the verified metric artifact and now reports participants and the underlying participant-days instead of an unlabeled n.",participant,141,141,816
Dynamics,7,intradaily_variability,Intradaily variability,dimensionless,RISE,Borås (SE),"1.02(0.81, 1.41)1.09 ±0.35n=13",0.997 (0.818–1.39); mean 1.09 ± 0.343; n=13 obs / 13 participants / 78 participant-days,DISPLAY_CHANGED,"The familiar metric is retained, but the updated participant-level value comes from the verified metric artifact and now reports participants and the underlying participant-days instead of an unlabeled n.",participant,13,13,78
Dynamics,7,intradaily_variability,Intradaily variability,dimensionless,THUAS,Delft (NL),"1.27(0.96, 1.61)1.30 ±0.40n=13",1.19 (0.96–1.39); mean 1.24 ± 0.345; n=13 obs / 13 participants / 78 participant-days,DISPLAY_CHANGED,"The familiar metric is retained, but the updated participant-level value comes from the verified metric artifact and now reports participants and the underlying participant-days instead of an unlabeled n.",participant,13,13,78
Dynamics,7,intradaily_variability,Intradaily variability,dimensionless,BAUA,Dortmund (DE),"1.43(1.09, 1.61)1.31 ±0.40n=18",1.18 (0.928–1.49); mean 1.18 ± 0.407; n=18 obs / 18 participants / 107 participant-days,DISPLAY_CHANGED,"The familiar metric is retained, but the updated participant-level value comes from the verified metric artifact and now reports participants and the underlying participant-days instead of an unlabeled n.",participant,18,18,107
