variable_id,placement,analysis_unit,value_type,comparison_status,comparison_unit,axis_geometry,variable_order,metric_id,manuscript_name,abbreviation,manuscript_category,analytical_role,variant_label,domain,native_unit,display_unit,canonical_transform,baseline_transform,linear_summary_interpretation,technical_estimand,mapping_scope,semantic_comparability,comparability_class,comparability_note,non_applicable_reason,canonical_n_observations,canonical_n_estimable,canonical_n_observed,canonical_n_missing,canonical_n_nonfinite,canonical_n_participants,canonical_n_participants_observed,canonical_n_participant_days,canonical_n_participant_days_observed,canonical_mean,canonical_median,canonical_sd,canonical_iqr,canonical_q025,canonical_q25,canonical_q75,canonical_q975,canonical_zero_rate,canonical_nonfinite_rate,canonical_circular_mean,canonical_circular_median,canonical_circular_resultant_length,canonical_circular_sd_hours,baseline_n_observations,baseline_n_estimable,baseline_n_observed,baseline_n_missing,baseline_n_nonfinite,baseline_n_participants,baseline_n_participants_observed,baseline_n_participant_days,baseline_n_participant_days_observed,baseline_mean,baseline_median,baseline_sd,baseline_iqr,baseline_q025,baseline_q25,baseline_q75,baseline_q975,baseline_zero_rate,baseline_nonfinite_rate,baseline_circular_mean,baseline_circular_median,baseline_circular_resultant_length,baseline_circular_sd_hours,delta_n_observations,delta_n_estimable,delta_n_observed,delta_n_missing,delta_n_nonfinite,delta_n_participants,delta_n_participants_observed,delta_n_participant_days,delta_n_participant_days_observed,distance_scope,distance_interpretation,baseline_bowley_skew,canonical_bowley_skew,baseline_tail_asymmetry,canonical_tail_asymmetry,ecdf_max_distance,wasserstein_1,wasserstein_1_iqr_scaled,circular_kuiper_distance,total_variation_distance,maximum_absolute_proportion_difference,key_baseline_n_keys,key_canonical_n_keys,key_common_n_keys,key_baseline_only_n_keys,key_canonical_only_n_keys,key_baseline_n_participants,key_canonical_n_participants,key_baseline_n_participant_days,key_canonical_n_participant_days,n_common_keys,n_paired_observed,mean_difference,sd_difference,median_difference,iqr_difference,q025_difference,q975_difference,mean_absolute_difference,root_mean_square_difference,pearson_correlation,spearman_correlation,n_equal,agreement_rate
light_duration_above_1000,chest,participant_day,numeric,applicable_field_key_mapping,h,linear,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,primary_outcome,Full 24-hour cycle,light_metric,h,h,identity,identity,Ordinary linear distribution summary on the declared comparison scale.,duration above 1000,Direct field and key mapping for descriptive before/after reconciliation; not a claim of value or estimand equivalence.,same_named_or_directly_corresponding_construct_with_repaired_implementation,same_nominal_construct_changed_computation_admissibility_descriptive_only,"The manuscript-prepared LightLogR threshold helpers use inclusive >=/<= endpoints; the main-analysis endpoints are strict >/< and also change coverage, gap and time handling. Comparison is descriptive only.",,902,902,902,0,0,154,154,902,902,1.2973392461197337,0.8,1.4576680752150213,1.5791666666666668,0,0.26666666666666666,1.8458333333333334,5.457916666666668,0.0942350332594235,0,,,,,897,897,897,0,0,154,154,897,897,1.28950204384987,0.8,1.4593399076461417,1.5666666666666667,0,0.25,1.8166666666666667,5.443333333333333,0.09810479375696766,0,,,,,5,5,5,0,0,0,0,5,5,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,0.29787234042553173,0.32453825857519797,0.6344249809596342,0.6332378223495697,0.019116443824821333,0.01158503503503493,0.007355577800022177,,,,897,902,894,3,8,154,154,897,902,894,894,0.010365398956002993,0.05886141888119359,0,0,-2.220446049250313e-16,0.16666666666666669,0.01334824757643551,0.05973468558712256,0.9991890592339686,0.9982373026063193,,
light_duration_above_1000,glasses,participant_day,numeric,applicable_field_key_mapping,h,linear,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,primary_outcome,Full 24-hour cycle,light_metric,h,h,identity,identity,Ordinary linear distribution summary on the declared comparison scale.,duration above 1000,Direct field and key mapping for descriptive before/after reconciliation; not a claim of value or estimand equivalence.,same_named_or_directly_corresponding_construct_with_repaired_implementation,same_nominal_construct_changed_computation_admissibility_descriptive_only,"The manuscript-prepared LightLogR threshold helpers use inclusive >=/<= endpoints; the main-analysis endpoints are strict >/< and also change coverage, gap and time handling. Comparison is descriptive only.",,816,816,816,0,0,141,141,816,816,1.172140522875817,0.6833333333333333,1.4688786977239434,1.375,0,0.18333333333333332,1.5583333333333333,5.15,0.12622549019607843,0,,,,,811,811,811,0,0,141,141,811,811,1.1618577887381834,0.65,1.4673065480502934,1.3666666666666667,0,0.18333333333333332,1.55,5.108333333333333,0.13563501849568435,0,,,,,5,5,5,0,0,0,0,5,5,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,0.3170731707317073,0.2727272727272727,0.6829268292682927,0.6646216768916153,0.012649295229805846,0.012585585585585342,0.009208965062623422,,,,811,816,809,2,7,141,141,811,816,809,809,0.010465595385249283,0.05728372252950884,0,0,-1.1102230246251565e-16,0.16333333333333247,0.01174289245982696,0.0581970566627103,0.9992458246616014,0.9984174417689894,,
light_duration_above_250_full_day,chest,participant_day,numeric,applicable_field_key_mapping,h,linear,7,duration_above_250_full_day,Time above 250 lx melEDI,TAT250,duration-based,descriptive_only,Full 24-hour cycle,light_metric,h,h,identity,identity,Ordinary linear distribution summary on the declared comparison scale.,duration above 250 full day,Direct field and key mapping for descriptive before/after reconciliation; not a claim of value or estimand equivalence.,same_named_or_directly_corresponding_construct_with_repaired_implementation,same_nominal_construct_changed_computation_admissibility_descriptive_only,"The manuscript-prepared LightLogR threshold helpers use inclusive >=/<= endpoints; the main-analysis endpoints are strict >/< and also change coverage, gap and time handling. Comparison is descriptive only.",,902,902,902,0,0,154,154,902,902,2.9380081300813012,2.45,2.3712610381961166,3.3666666666666663,0,0.9666666666666668,4.333333333333333,8.41416666666667,0.02993348115299335,0,,,,,897,897,897,0,0,154,154,897,897,2.922073578595318,2.45,2.3747552737399156,3.3666666666666663,0,0.9666666666666667,4.333333333333333,8.476666666666667,0.033444816053511704,0,,,,,5,5,5,0,0,0,0,5,5,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,0.11881188118811867,0.11881188118811867,0.36731107205623886,0.36835179295975423,0.011572202982595314,0.01898530196863533,0.005639198604545149,,,,897,902,894,3,8,154,154,897,902,894,894,0.0192580164056674,0.07598506624424031,0,0,-2.220446049250313e-16,0.25,0.02175615212527963,0.07834630289129016,0.9994889085761232,0.9993169268384345,,
light_duration_above_250_full_day,glasses,participant_day,numeric,applicable_field_key_mapping,h,linear,7,duration_above_250_full_day,Time above 250 lx melEDI,TAT250,duration-based,descriptive_only,Full 24-hour cycle,light_metric,h,h,identity,identity,Ordinary linear distribution summary on the declared comparison scale.,duration above 250 full day,Direct field and key mapping for descriptive before/after reconciliation; not a claim of value or estimand equivalence.,same_named_or_directly_corresponding_construct_with_repaired_implementation,same_nominal_construct_changed_computation_admissibility_descriptive_only,"The manuscript-prepared LightLogR threshold helpers use inclusive >=/<= endpoints; the main-analysis endpoints are strict >/< and also change coverage, gap and time handling. Comparison is descriptive only.",,816,816,816,0,0,141,141,816,816,3.055106209150327,2.3833333333333333,2.5879817277031285,3.8000000000000003,0,0.8833333333333333,4.683333333333334,8.920833333333334,0.03799019607843137,0,,,,,811,811,811,0,0,141,141,811,811,3.0349568434032057,2.35,2.5913267613870334,3.7750000000000004,0,0.875,4.65,8.925,0.040690505548705305,0,,,,,5,5,5,0,0,0,0,5,5,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,0.21854304635761593,0.21052631578947362,0.4232749742533472,0.4135962636222108,0.012531430574695968,0.023079662996329436,0.0060735955253498515,,,,811,816,809,2,7,141,141,811,816,809,809,0.021508034610630448,0.08055760173606442,0,0,-2.220446049250313e-16,0.2833333333333333,0.022744128553770056,0.08333127315129549,0.9995186852788516,0.9992684501012722,,
light_duration_above_250_wake,chest,participant_day,numeric,applicable_field_key_mapping,h,linear,8,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,duration-based,primary_outcome,Waking near-eye measurement,light_metric,h,h,identity,identity,Ordinary linear distribution summary on the declared comparison scale.,duration above 250 wake,Direct field and key mapping for descriptive before/after reconciliation; not a claim of value or estimand equivalence.,same_named_or_directly_corresponding_construct_with_repaired_implementation,same_nominal_construct_changed_computation_admissibility_descriptive_only,Main-analysis sleep and wake durations require explicit diary-window and data-support checks that are absent from the manuscript-prepared data. Comparison is descriptive only.,,902,818,818,84,0,154,154,902,818,2.901303993480033,2.45,2.268212701488827,3.395833333333332,0.01666666666666666,0.9666666666666668,4.362499999999999,8.05,0.02444987775061125,0,,,,,897,839,839,58,0,154,153,897,839,2.841617004370282,2.3666666666666667,2.2440693327148717,3.333333333333333,0.01583333333333338,0.95,4.283333333333333,8.050833333333333,0.025029797377830752,0,,,,,5,-21,-21,26,0,0,1,5,-21,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,0.15000000000000002,0.12638036809815917,0.3539325842696626,0.3344968004653866,0.015761282933752174,0.06172015348682016,0.01842392641397617,,,,897,902,894,3,8,154,154,897,902,894,800,0.017208333333333332,0.07151526390757582,0,0,-2.220446049250313e-16,0.25,0.0195,0.07351303739246987,0.9995024979825029,0.9993500264434777,,
light_duration_above_250_wake,glasses,participant_day,numeric,applicable_field_key_mapping,h,linear,8,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,duration-based,primary_outcome,Waking near-eye measurement,light_metric,h,h,identity,identity,Ordinary linear distribution summary on the declared comparison scale.,duration above 250 wake,Direct field and key mapping for descriptive before/after reconciliation; not a claim of value or estimand equivalence.,same_named_or_directly_corresponding_construct_with_repaired_implementation,same_nominal_construct_changed_computation_admissibility_descriptive_only,Main-analysis sleep and wake durations require explicit diary-window and data-support checks that are absent from the manuscript-prepared data. Comparison is descriptive only.,,816,737,737,79,0,141,141,816,737,3.007462686567164,2.4166666666666665,2.4788839686894755,3.766666666666666,0,0.85,4.616666666666666,8.340000000000002,0.033921302578018994,0,,,,,811,755,755,56,0,141,140,811,755,2.940905077262693,2.3333333333333335,2.4519312757710923,3.6999999999999997,0,0.8333333333333334,4.533333333333333,8.2716666666666665,0.033112582781456956,0,,,,,5,-18,-18,23,0,0,1,5,-18,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,0.189189189189189,0.16814159292035388,0.40337224383916975,0.38914993592481806,0.020014916387358805,0.06831618284951625,0.01844306398637109,,,,811,816,809,2,7,141,141,811,816,809,719,0.019865554010199366,0.07779535629358807,0,0,-1.1102230246251565e-16,0.2833333333333332,0.021163653222067744,0.08023926898617818,0.9995095999394894,0.9993419905183352,,
light_duration_below_10_pre_sleep,chest,participant_day,numeric,applicable_field_key_mapping,h,linear,9,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,TBT10,duration-based,primary_outcome,Three hours before attempted sleep,light_metric,h,h,identity,identity,Ordinary linear distribution summary on the declared comparison scale.,duration below 10 pre sleep,Direct field and key mapping for descriptive before/after reconciliation; not a claim of value or estimand equivalence.,same_named_or_directly_corresponding_construct_with_repaired_implementation,same_nominal_construct_changed_computation_admissibility_descriptive_only,Main-analysis sleep and wake durations require explicit diary-window and data-support checks that are absent from the manuscript-prepared data. Comparison is descriptive only.,,902,743,743,159,0,154,153,902,743,1.9338492597577388,1.95,0.9918147880691028,1.4166666666666665,0.16666666666666666,1.2333333333333334,2.65,3.824166666666666,0.006729475100942127,0,,,,,897,867,867,30,0,154,154,897,867,1.8255286428296809,1.8,1.0030844587581573,1.5083333333333335,0.1,1.05,2.5583333333333336,3.7508333333333344,0.010380622837370242,0,,,,,5,-124,-124,129,0,0,-1,5,-124,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,0.0055248618784530185,-0.011764705882352901,0.015544041450777079,-0.031787389265242355,0.05238124067614536,0.1083433433433434,0.07387046137046141,,,,897,902,894,3,8,154,154,897,902,894,740,0.0021846846846846754,0.02519123322744917,0,0,-2.220446049250313e-16,2.220446049250313e-16,0.002364864864864886,0.02526882493337414,0.999678490385938,0.9997216790284515,,
light_duration_below_10_pre_sleep,glasses,participant_day,numeric,applicable_field_key_mapping,h,linear,9,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,TBT10,duration-based,primary_outcome,Three hours before attempted sleep,light_metric,h,h,identity,identity,Ordinary linear distribution summary on the declared comparison scale.,duration below 10 pre sleep,Direct field and key mapping for descriptive before/after reconciliation; not a claim of value or estimand equivalence.,same_named_or_directly_corresponding_construct_with_repaired_implementation,same_nominal_construct_changed_computation_admissibility_descriptive_only,Main-analysis sleep and wake durations require explicit diary-window and data-support checks that are absent from the manuscript-prepared data. Comparison is descriptive only.,,816,655,655,161,0,141,139,816,655,1.853969465648855,1.8833333333333333,1.0328582409291316,1.5583333333333336,0.07250000000000002,1.025,2.5833333333333335,3.7716666666666656,0.015267175572519083,0,,,,,811,780,780,31,0,141,141,811,780,1.7328632478632477,1.7166666666666666,1.0343938026544324,1.6166666666666667,0.03333333333333333,0.8833333333333333,2.5,3.6666666666666665,0.020512820512820513,0,,,,,5,-125,-125,130,0,0,-2,5,-125,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,-0.030927835051546282,-0.10160427807486622,0.015384615384615467,-0.04648760330578531,0.06468976316304559,0.12106751751751754,0.07566719844844846,,,,811,816,809,2,7,141,141,811,816,809,653,0.003037263910158248,0.029258283917181466,0,0,-2.220446049250313e-16,2.220446049250313e-16,0.003088310362429825,0.029393216984472358,0.9995993676096436,0.99959067956091,,
light_duration_below_1_sleep_environment,chest,participant_day,numeric,applicable_field_key_mapping,h,linear,10,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,TBT1,duration-based,primary_outcome,Bedside sleep-environment measurement,light_metric,h,h,identity,identity,Ordinary linear distribution summary on the declared comparison scale.,duration below 1 sleep environment,Direct field and key mapping for descriptive before/after reconciliation; not a claim of value or estimand equivalence.,same_named_or_directly_corresponding_construct_with_repaired_implementation,same_nominal_construct_changed_computation_admissibility_descriptive_only,Main-analysis sleep and wake durations require explicit diary-window and data-support checks that are absent from the manuscript-prepared data. Comparison is descriptive only.,,902,861,861,41,0,154,154,902,861,7.190689121176925,7.2,1.8977373553206571,2.283333333333334,3.0083333333333337,6.05,8.333333333333334,10.8,0.004645760743321719,0,,,,,897,878,878,19,0,154,154,897,878,7.116837509491268,7.166666666666667,1.9787059193029504,2.3125,2.415833333333333,6,8.3125,10.757499999999993,0.0056947608200455585,0,,,,,5,-17,-17,22,0,0,0,5,-17,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,-0.009009009009009266,-0.007299270072993061,-0.048870204939569103,0.0056179775280898675,0.01180092015693994,0.0741581581581581,0.03224267746006873,,,,897,902,894,3,8,154,154,897,902,894,853,0.006897225478702635,0.07261895239617776,0,0,0,1.7763568394002505e-15,0.007366158655724891,0.07290337203649824,0.9992712135998225,0.999311472937559,,
light_duration_below_1_sleep_environment,glasses,participant_day,numeric,applicable_field_key_mapping,h,linear,10,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,TBT1,duration-based,primary_outcome,Bedside sleep-environment measurement,light_metric,h,h,identity,identity,Ordinary linear distribution summary on the declared comparison scale.,duration below 1 sleep environment,Direct field and key mapping for descriptive before/after reconciliation; not a claim of value or estimand equivalence.,same_named_or_directly_corresponding_construct_with_repaired_implementation,same_nominal_construct_changed_computation_admissibility_descriptive_only,Main-analysis sleep and wake durations require explicit diary-window and data-support checks that are absent from the manuscript-prepared data. Comparison is descriptive only.,,816,778,778,38,0,141,141,816,778,7.0719794344473,7.133333333333334,1.9537602067243214,2.283333333333333,2.9,5.966666666666667,8.25,10.72625,0.005141388174807198,0,,,,,811,790,790,21,0,141,141,811,790,7.023016877637131,7.1,2.00051168598693,2.3166666666666664,2.3900000000000006,5.933333333333334,8.25,10.680416666666666,0.005063291139240506,0,,,,,5,-12,-12,17,0,0,0,5,-12,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,-0.007194244604316139,-0.021897810218978415,-0.05662822340287665,-0.03813559322033945,0.008408447496013799,0.049179029029028945,0.021228357854257102,,,,811,816,809,2,7,141,141,811,816,809,771,0.0036748811067877116,0.09827611552117001,0,0,-1.4432899320127035e-15,1.7763568394002505e-15,0.008819714656290575,0.09828109071163461,0.9987345043520646,0.9990977720055506,,
light_first_timing_above_250,chest,participant_day,numeric,applicable_field_key_mapping,decimal_hour,linear,11,first_timing_above_250,First light timing above 250 lx melEDI,FLIT250,timing-based,primary_outcome,Boundary-censoring rule,light_metric,clock_minute,clock time,clock_minute_to_decimal_hour,identity,Ordinary linear summaries on the declared unwrapped 0-24 hour axis.,first timing above 250,Direct field and key mapping for descriptive before/after reconciliation; not a claim of value or estimand equivalence.,same_named_or_directly_corresponding_construct_with_repaired_implementation,same_nominal_construct_changed_computation_admissibility_descriptive_only,"The manuscript-prepared LightLogR threshold helpers use inclusive >=/<= endpoints; the main-analysis endpoints are strict >/< and also change coverage, gap and time handling. Comparison is descriptive only.",,902,802,802,100,0,154,154,902,802,9.264318370739817,8.925,2.445243533456069,2.5791666666666666,5.833333333333333,7.766666666666667,10.345833333333333,15.199583333333333,0.0012468827930174563,0,,,,,897,867,867,30,0,154,154,897,867,9.25524798154556,8.883333333333333,2.433625495108765,2.583333333333333,5.866666666666666,7.733333333333333,10.316666666666666,15.287500000000005,0.0011534025374855825,0,,,,,5,-65,-65,70,0,0,0,5,-65,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,0.10967741935483936,0.10177705977382848,0.29308065226972246,0.2696148359486442,0.007776119102474499,0.03358992325658979,0.012919201252534533,,,,897,902,894,3,8,154,154,897,902,894,795,-0.009706498951781963,0.20304441340705018,0,0,0,0,0.009706498951781963,0.20314869439290786,0.9966228871825488,0.9994509129406028,,
light_first_timing_above_250,glasses,participant_day,numeric,applicable_field_key_mapping,decimal_hour,linear,11,first_timing_above_250,First light timing above 250 lx melEDI,FLIT250,timing-based,primary_outcome,Boundary-censoring rule,light_metric,clock_minute,clock time,clock_minute_to_decimal_hour,identity,Ordinary linear summaries on the declared unwrapped 0-24 hour axis.,first timing above 250,Direct field and key mapping for descriptive before/after reconciliation; not a claim of value or estimand equivalence.,same_named_or_directly_corresponding_construct_with_repaired_implementation,same_nominal_construct_changed_computation_admissibility_descriptive_only,"The manuscript-prepared LightLogR threshold helpers use inclusive >=/<= endpoints; the main-analysis endpoints are strict >/< and also change coverage, gap and time handling. Comparison is descriptive only.",,816,727,727,89,0,141,140,816,727,9.445621274644658,9.133333333333333,2.477793694626552,2.625,5.6191666666666675,8.033333333333333,10.658333333333333,14.995000000000001,0.001375515818431912,0,,,,,811,778,778,33,0,141,141,811,778,9.456341045415595,9.133333333333333,2.482462826923321,2.645833333333332,5.887916666666667,8.016666666666667,10.6625,15.06208333333333,0.0012853470437017994,0,,,,,5,-51,-51,56,0,0,-1,5,-51,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,0.15590551181102422,0.16190476190476216,0.253932584269663,0.24852874603893121,0.00936694448078701,0.034536202869536015,0.013032529384730578,,,,811,816,809,2,7,141,141,811,816,809,720,-0.004560185185185193,0.08406746314736581,0,0,0,0,0.004560185185185193,0.08413273977016644,0.999431528813784,0.9996952428302847,,
light_l10_mean_medi,chest,participant_day,numeric,applicable_field_key_mapping,lx,linear,12,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,primary_outcome,Supported 10-hour window,light_metric,lx,lx,identity,identity,Ordinary linear distribution summary on the declared comparison scale.,l10 mean melEDI,Direct field and key mapping for descriptive before/after reconciliation; not a claim of value or estimand equivalence.,same_named_or_directly_corresponding_construct_with_repaired_implementation,same_nominal_construct_changed_computation_admissibility_descriptive_only,"The manuscript-prepared rolling windows allow partial data through `na.rm`; the main-analysis windows apply explicit data-support, tie, wall-clock and daylight-saving rules. Comparison is descriptive only.",,902,902,902,0,0,154,154,902,902,0.22244752483930347,0.07015915648952029,0.859253186900683,0.2102940203428898,0,0.01017810472818372,0.22047212507107353,1.1196732524774253,0.13303769401330376,0,,,,,897,897,897,0,0,154,154,897,897,0.2060283370061146,0.06523515790673035,0.7313093507485593,0.1918581192002122,0,0.008963612769445406,0.2008217319696576,0.978617860488272,0.14827201783723523,0,,,,,5,5,5,0,0,0,0,5,5,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,0.4134045994836094,0.42955057244579836,0.8058908303985687,0.8003955910729577,0.023261821246975067,0.012206041455887903,0.060409460289451676,,,,897,902,894,3,8,154,154,897,902,894,894,0.016309120219139925,0.17781114984620935,0,5.898059818321144e-16,-5.440092820663267e-15,0.06393931380488248,0.016360231386856675,0.1784584737642104,0.9884691311160544,0.9796257010001775,,
light_l10_mean_medi,glasses,participant_day,numeric,applicable_field_key_mapping,lx,linear,12,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,primary_outcome,Supported 10-hour window,light_metric,lx,lx,identity,identity,Ordinary linear distribution summary on the declared comparison scale.,l10 mean melEDI,Direct field and key mapping for descriptive before/after reconciliation; not a claim of value or estimand equivalence.,same_named_or_directly_corresponding_construct_with_repaired_implementation,same_nominal_construct_changed_computation_admissibility_descriptive_only,"The manuscript-prepared rolling windows allow partial data through `na.rm`; the main-analysis windows apply explicit data-support, tie, wall-clock and daylight-saving rules. Comparison is descriptive only.",,816,816,816,0,0,141,141,816,816,0.24337850402448385,0.10250743148540206,0.5128027997099351,0.23326780486967708,0,0.020115217700580824,0.2533830225702579,1.4233451091520346,0.13602941176470587,0,,,,,811,811,811,0,0,141,141,811,811,0.22875688840436298,0.09480559952387607,0.4986190591822168,0.2211866216510005,0,0.018579723898378774,0.23976634554937928,1.1678884469383886,0.14919852034525277,0,,,,,5,5,5,0,0,0,0,5,5,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,0.31075509850889305,0.29358263708228044,0.7700728976707073,0.766302310948264,0.02541343294407772,0.014843603826156229,0.0651933853781915,,,,811,816,809,2,7,141,141,811,816,809,809,0.014796229840103176,0.13757863254196429,0,8.638922910364499e-16,-8.104628079763641e-15,0.0654316939963654,0.015094878311659538,0.1382874249945025,0.9636362641396564,0.9771127266934373,,
light_l10_midpoint,chest,participant_day,numeric,applicable_field_key_mapping,centered_decimal_hour,linear,13,l10_midpoint,Midpoint of the darkest 10 hours,L10,timing-based,primary_outcome,Supported midnight-wrapping 10-hour window,light_metric,clock_minute,clock time,clock_minute_to_centered_decimal_hour,identity,"Ordinary linear summaries on the midnight-centred half-open [-12, 12) hour axis; clock values at or after 12:00 are shifted by -24 hours.",l10 midpoint,Direct field and key mapping for descriptive before/after reconciliation; not a claim of value or estimand equivalence.,same_named_or_directly_corresponding_construct_with_repaired_implementation,same_nominal_construct_changed_computation_admissibility_descriptive_only,"The manuscript-prepared rolling windows allow partial data through `na.rm`; the main-analysis windows apply explicit data-support, tie, wall-clock and daylight-saving rules. Comparison is descriptive only. For this descriptive comparison, the clock axis is linear and midnight-centred on [-12, 12); main-analysis values at or after noon are shifted by -24 and manuscript-prepared values are already centred.",,902,902,902,0,0,154,154,902,902,2.720842572062084,2.7,1.7221251585998998,2.0458333333333334,0.05958333333333344,1.6541666666666666,3.7,6.15,0,0,,,,,897,897,897,0,0,154,154,897,897,2.594816053511706,2.6333333333333333,1.8752028842562456,2.1500000000000004,-0.5366666666666651,1.55,3.7,5.55,0.0011148272017837235,0,,,,,5,5,5,0,0,0,0,5,5,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,-0.007751937984496095,-0.02240325865580451,-0.012605042016806641,0.09202663479597015,0.03538525807878934,0.14322409075742434,0.06874756356356368,,,,897,902,894,3,8,154,154,897,902,894,894,0.1362788963460104,0.7584586005964867,0.016666666666666607,0.016666666666666607,-0.35583333333333317,1.8499999999999996,0.22930648769574982,0.7701869379982288,0.9143913491196635,0.9487023205486749,,
light_l10_midpoint,glasses,participant_day,numeric,applicable_field_key_mapping,centered_decimal_hour,linear,13,l10_midpoint,Midpoint of the darkest 10 hours,L10,timing-based,primary_outcome,Supported midnight-wrapping 10-hour window,light_metric,clock_minute,clock time,clock_minute_to_centered_decimal_hour,identity,"Ordinary linear summaries on the midnight-centred half-open [-12, 12) hour axis; clock values at or after 12:00 are shifted by -24 hours.",l10 midpoint,Direct field and key mapping for descriptive before/after reconciliation; not a claim of value or estimand equivalence.,same_named_or_directly_corresponding_construct_with_repaired_implementation,same_nominal_construct_changed_computation_admissibility_descriptive_only,"The manuscript-prepared rolling windows allow partial data through `na.rm`; the main-analysis windows apply explicit data-support, tie, wall-clock and daylight-saving rules. Comparison is descriptive only. For this descriptive comparison, the clock axis is linear and midnight-centred on [-12, 12); main-analysis values at or after noon are shifted by -24 and manuscript-prepared values are already centred.",,816,816,816,0,0,141,141,816,816,2.8764297385620914,2.8666666666666667,1.9047067947034222,1.8041666666666663,-0.24791666666666545,2,3.8041666666666663,6.470833333333333,0,0,,,,,811,811,811,0,0,141,141,811,811,2.7815248664200576,2.8,1.9241304354286286,1.9333333333333331,-0.6583333333333323,1.85,3.783333333333333,6.229166666666666,0,0,,,,,5,5,5,0,0,0,0,5,5,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,0.01724137931034477,0.03926096997690506,0.022687609075043826,0.16504854368932034,0.04239047653586708,0.13068585251918624,0.06878202764167697,,,,811,816,809,2,7,141,141,811,816,809,809,0.1004738360115361,0.9853199757030684,0.016666666666666607,4.440892098500626e-16,-0.23000000000000004,1.746666666666666,0.22943963741244333,0.9898234073284862,0.8679214563337156,0.9452793709407354,,
light_last_timing_above_250,chest,participant_day,numeric,applicable_field_key_mapping,decimal_hour,linear,14,last_timing_above_250,Last light timing above 250 lx melEDI,LLIT250,timing-based,primary_outcome,Boundary-censoring rule,light_metric,clock_minute,clock time,clock_minute_to_decimal_hour,identity,Ordinary linear summaries on the declared unwrapped 0-24 hour axis.,last timing above 250,Direct field and key mapping for descriptive before/after reconciliation; not a claim of value or estimand equivalence.,same_named_or_directly_corresponding_construct_with_repaired_implementation,same_nominal_construct_changed_computation_admissibility_descriptive_only,"The manuscript-prepared LightLogR threshold helpers use inclusive >=/<= endpoints; the main-analysis endpoints are strict >/< and also change coverage, gap and time handling. Comparison is descriptive only.",,902,787,787,115,0,154,154,902,787,17.896675137653535,17.75,2.3851462644424286,2.9250000000000007,12.921666666666667,16.608333333333334,19.533333333333335,22.19166666666667,0,0,,,,,897,867,867,30,0,154,154,897,867,17.827104959630912,17.716666666666665,2.382966086065585,2.916666666666668,12.660833333333333,16.525,19.441666666666666,22.09,0,0,,,,,5,-80,-80,85,0,0,0,5,-80,all_estimable_rows; numeric finite only; categorical missing retained as level,Descriptive empirical distance only; no hypothesis test or sample-size-driven p-value.,0.18285714285714458,0.219373219373219,-0.005860646841761831,8.624407072005958e-4,0.017841832898792265,0.0727468468468468,0.024800061425061408,,,,897,902,894,3,8,154,154,897,902,894,784,0.01315901360544216,0.17403290955903605,0,0,0,0,0.01315901360544216,0.17441898203038844,0.9973541671961454,0.9955733696823722,,
