"path","expected_sha256","observed_sha256","expected_bytes","observed_bytes","classification","status"
"_build/nathealth/audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html","7f3adfd0d80c9e083baa34f6aa056bc12e0a30e233f786fbc55a6ad6ac176259","7f3adfd0d80c9e083baa34f6aa056bc12e0a30e233f786fbc55a6ad6ac176259",4613650,4613650,"HARD_PIN","PASS"
"artifacts/10_figures/H06_daily/H06_daily_preparation_primary_sample_support.png","f9be57236f5fa9b658c7adac0940ba7befa856cbc19df770602e32270dccf8ff","f9be57236f5fa9b658c7adac0940ba7befa856cbc19df770602e32270dccf8ff",165458,165458,"HARD_PIN","PASS"
"_quarto-nathealth.yml","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",7480,7480,"HARD_PIN","PASS"
"renv.lock","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350",603493,603493,"HARD_PIN","PASS"
"scripts/report_harmonization/post_render_gt_html_semantics.R","28c1105840834e95a37f84eaded9a2c595b9febd568fbc763daef247a53d7205","28c1105840834e95a37f84eaded9a2c595b9febd568fbc763daef247a53d7205",21453,21453,"HARD_PIN","PASS"
"scripts/report_harmonization/repair_gt_html_semantics.R","7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1","7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1",17747,17747,"HARD_PIN","PASS"
"tests/hypotheses/H06_daily/test_h06_daily_preparation_report.R","4fbf8ba28dc957295ec5c90e42247f644c0010b3097195652d1e260fb6bdc2a0","4fbf8ba28dc957295ec5c90e42247f644c0010b3097195652d1e260fb6bdc2a0",10471,10471,"HARD_PIN","PASS"
"audit/hypotheses/H06_daily/H06_daily_analysis_preparation_report_manifest.csv","1579815ec9d3110f4e5b37fe7f5843947f1e0543dbe1b219c834be0ba388e28d","1579815ec9d3110f4e5b37fe7f5843947f1e0543dbe1b219c834be0ba388e28d",3675,3675,"HARD_PIN","PASS"
"artifacts/12_manifests/H06_daily/H06_daily_preparation_source_data_manifest.csv","19f441e87912962c7d60268899511c1f3a8e4c318502a6ed1c79e7e8e125f8ba","19f441e87912962c7d60268899511c1f3a8e4c318502a6ed1c79e7e8e125f8ba",4878,4878,"HARD_PIN","PASS"
"artifacts/12_manifests/H06_daily/H06_daily_preparation_output_manifest.csv","50461464c788a882635809881638856dde8b6f16a8593eb0fa76194be9feb190","50461464c788a882635809881638856dde8b6f16a8593eb0fa76194be9feb190",8334,8334,"HARD_PIN","PASS"
"artifacts/12_manifests/H06_daily/H06_daily_preparation_figure_readability_qa.csv","ae5dbb7a2a9f7f0dc47a60297e6bc9a244d103859186748756797332942dba45","ae5dbb7a2a9f7f0dc47a60297e6bc9a244d103859186748756797332942dba45",1603,1603,"HARD_PIN","PASS"
"artifacts/12_manifests/H06_daily/H06_daily_preparation_render_qa.csv","840fdaef6c31a51e2aabd6727a60b66a8a9df54cb0199b4a6c018c3080ea22de","840fdaef6c31a51e2aabd6727a60b66a8a9df54cb0199b4a6c018c3080ea22de",1916,1916,"HARD_PIN","PASS"
"artifacts/12_manifests/H06_daily/H06_daily_preparation_software_manifest.csv","25f547ccf47c8c3afc75d9b43dc457fe41d4bac7e2e9cf16baf710f7384d95e9","25f547ccf47c8c3afc75d9b43dc457fe41d4bac7e2e9cf16baf710f7384d95e9",2047,2047,"HARD_PIN","PASS"
"audit/report_harmonization/phase4_corpus_manifest.csv","73f1a371f8352f1baf69d38f1613de1a662112642370b0cc89798b4d6d469334","73f1a371f8352f1baf69d38f1613de1a662112642370b0cc89798b4d6d469334",11937,11937,"HARD_PIN","PASS"
"audit/handoffs/H06_daily_worker_handoff.md","70482aaaa6c7de7554d54e2c193c3f4de1b6a2fb959ff64993e91cfb89550095","70482aaaa6c7de7554d54e2c193c3f4de1b6a2fb959ff64993e91cfb89550095",34395,34395,"HARD_PIN","PASS"
"audit/report_harmonization/coordination_matrix.csv","a401f68cf2157032f6353d6cbb17f55c0496eccbfb32eed4eb91d1aed5ec9cdb","681ee27e44c532c22d7c61e48a278c11603cd3312456b2df2ccbfe8b2f15b62e",31474,32065,"DISPATCH_TIME_EVIDENCE_ONLY","PASS_EXPECTED_MATRIX_TRANSITION"
