run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,approximation,measure,estimate,conf_low,conf_high,bootstrap_successful_used,interval_method,status
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,marginal_r2,0.05162312709672825,0.030524371904682,0.15648530099567257,1000,joint_parametric_percentile,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,conditional_r2,0.33963691176010985,0.23679197835796267,0.43511293555907227,1000,joint_parametric_percentile,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,participant_associated_share,0.28801378466338157,0.15231558563844505,0.34506870659546174,1000,joint_parametric_percentile,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,site_part_r2,0.0431179213356468,0.02334755318321526,0.13977367257061857,1000,joint_parametric_percentile,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,photoperiod_part_r2,0.03148552240375721,0.00334765797508345,0.09029954257614506,1000,joint_parametric_percentile,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,latitude_model_marginal_r2,0.00851639623522352,5.278261023658671e-4,0.05155956897743563,1000,joint_parametric_percentile,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,latitude_part_r2,1.802856630387363e-5,2.3832419468659453e-6,0.01951252314268655,1000,joint_parametric_percentile,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,unrepresented_share,0.6603630882398901,0.5648870644409276,0.7632080216420373,1000,joint_parametric_percentile,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,marginal_r2,0.04839412815654521,0.02834804153544567,0.14656476179372335,1000,joint_parametric_percentile,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,conditional_r2,0.31839280490727373,0.21848107343728632,0.41423505936104765,1000,joint_parametric_percentile,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,participant_associated_share,0.26999867675072853,0.14067131944242864,0.3278428950707281,1000,joint_parametric_percentile,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,site_part_r2,0.04042091845872261,0.02203265097944852,0.13147495901215778,1000,joint_parametric_percentile,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,photoperiod_part_r2,0.02951611984737304,0.00313193232792676,0.08466017981510228,1000,joint_parametric_percentile,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,latitude_model_marginal_r2,0.00798346547684443,4.936586791159817e-4,0.04880648294831712,1000,joint_parametric_percentile,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,latitude_part_r2,1.6900392220912003e-5,2.2088500953321933e-6,0.01836285266911124,1000,joint_parametric_percentile,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,unrepresented_share,0.6816071950927263,0.5857649406389523,0.7815189265627137,1000,joint_parametric_percentile,PASS
main__glasses__all_available,main,glasses,all_available,primary,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,marginal_r2,0.07418975165833637,0.04663332503826857,0.17696719890545773,1000,joint_parametric_percentile,PASS
main__glasses__all_available,main,glasses,all_available,primary,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,conditional_r2,0.38444974088221273,0.29655550419567267,0.46914388380953576,1000,joint_parametric_percentile,PASS
main__glasses__all_available,main,glasses,all_available,primary,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,participant_associated_share,0.3102599892238764,0.18467202429322577,0.35805436624781195,1000,joint_parametric_percentile,PASS
main__glasses__all_available,main,glasses,all_available,primary,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,site_part_r2,0.05205376065007131,0.030133627405484,0.144371957912034,1000,joint_parametric_percentile,PASS
main__glasses__all_available,main,glasses,all_available,primary,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,photoperiod_part_r2,0.04646697878848704,0.01009013550118321,0.10668322679985057,1000,joint_parametric_percentile,PASS
main__glasses__all_available,main,glasses,all_available,primary,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,latitude_model_marginal_r2,0.02208287634508653,0.00260661380643122,0.07163468803113059,1000,joint_parametric_percentile,PASS
main__glasses__all_available,main,glasses,all_available,primary,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,latitude_part_r2,4.915175514844432e-5,1.4905211830759442e-6,0.01725636712981263,1000,joint_parametric_percentile,PASS
main__glasses__all_available,main,glasses,all_available,primary,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,unrepresented_share,0.6155502591177873,0.5308561161904642,0.7034444958043273,1000,joint_parametric_percentile,PASS
main__glasses__all_available,main,glasses,all_available,primary,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,marginal_r2,0.06926509052351969,0.0433238805480879,0.16658539201024136,1000,joint_parametric_percentile,PASS
main__glasses__all_available,main,glasses,all_available,primary,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,conditional_r2,0.35893024991623595,0.27305263837410587,0.4437516428541428,1000,joint_parametric_percentile,PASS
main__glasses__all_available,main,glasses,all_available,primary,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,participant_associated_share,0.28966515939271625,0.17140324923266506,0.33808093411513684,1000,joint_parametric_percentile,PASS
main__glasses__all_available,main,glasses,all_available,primary,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,site_part_r2,0.04859847031327381,0.02785845059648785,0.1357030726482202,1000,joint_parametric_percentile,PASS
main__glasses__all_available,main,glasses,all_available,primary,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,photoperiod_part_r2,0.04338253492155168,0.00937857497515915,0.09992977283369224,1000,joint_parametric_percentile,PASS
main__glasses__all_available,main,glasses,all_available,primary,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,latitude_model_marginal_r2,0.02062370789554132,0.00243859293128403,0.06798686613164423,1000,joint_parametric_percentile,PASS
main__glasses__all_available,main,glasses,all_available,primary,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,latitude_part_r2,4.590395856471988e-5,1.3771835317518453e-6,0.01601567365446068,1000,joint_parametric_percentile,PASS
main__glasses__all_available,main,glasses,all_available,primary,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,unrepresented_share,0.6410697500837641,0.5562483571458572,0.726947361625894,1000,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,marginal_r2,0.06892963853215907,0.03899919704497423,0.17643397127497293,1000,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,conditional_r2,0.39518064634906547,0.2834301554199689,0.4834354732222741,1000,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,participant_associated_share,0.3262510078169064,0.1905282773845245,0.37853254388104,1000,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,site_part_r2,0.05369726202655302,0.02815461125524677,0.15936625259254006,1000,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,photoperiod_part_r2,0.03374713250516137,0.00335783226799766,0.09343705407683904,1000,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,latitude_model_marginal_r2,0.01526633482609819,0.00119004427612348,0.0672088734211247,1000,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,latitude_part_r2,1.1465212830745183e-4,1.1112917205236763e-6,0.02235570259701768,1000,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,unrepresented_share,0.6048193536509345,0.5165645267777259,0.716569844580031,1000,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,marginal_r2,0.06459708470100538,0.03670073421007125,0.16645952385885876,1000,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,conditional_r2,0.37034167345152674,0.259955444951165,0.4583017661844431,1000,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,participant_associated_share,0.30574458875052135,0.17555294328233734,0.35901428772222,1000,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,site_part_r2,0.05032213511061736,0.0262627622412812,0.14840236267748003,1000,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,photoperiod_part_r2,0.03162596559729381,0.00315872098207533,0.08772789857452316,1000,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,latitude_model_marginal_r2,0.01431231918335759,0.0011033347540827,0.06351037996175433,1000,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,latitude_part_r2,1.0748734873692758e-4,1.041309168477312e-6,0.02092679628554831,1000,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,unrepresented_share,0.6296583265484732,0.5416982338155567,0.7400445550488349,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,marginal_r2,0.02465362470925444,0.01560061465003438,0.08532250863394712,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,conditional_r2,0.21397417707081143,0.14099465032719816,0.28589710318588046,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,participant_associated_share,0.18932055236155695,0.09930468926920312,0.23873390869486555,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,site_part_r2,0.02057607466065802,0.01179916264369547,0.07457251694562012,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,photoperiod_part_r2,0.0163204619811869,0.00111765925493719,0.05035900247474746,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,latitude_model_marginal_r2,0.00417154121333221,3.16846225751444e-4,0.027198596666564,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,latitude_part_r2,9.26655382571668e-5,3.1649129839905624e-6,0.01108642050324991,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,unrepresented_share,0.7860258229291885,0.7141028968141196,0.8590053496728018,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,marginal_r2,0.02229859442231417,0.01408887738449164,0.07752936787957371,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,conditional_r2,0.1935343564128892,0.12593398222861876,0.2623875625286715,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,participant_associated_share,0.17123576199057505,0.08893598922329964,0.21955393142630003,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,site_part_r2,0.01861055114905836,0.01064126698195596,0.06777604260972152,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,photoperiod_part_r2,0.01476145462564276,0.00101566339823308,0.045226658367437,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,latitude_model_marginal_r2,0.00377279564963416,2.886408997334307e-4,0.02469664163311499,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,latitude_part_r2,8.380790737253223e-5,2.8824845955903397e-6,0.00996438033008295,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,unrepresented_share,0.8064656435871108,0.7376124374713284,0.8740660177713813,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,marginal_r2,0.03416113059576628,0.02053078612957237,0.11087767416597558,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,conditional_r2,0.23050531993495907,0.13191393283827324,0.31602717457049273,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,participant_associated_share,0.1963441893391928,0.08002882938580357,0.2477001144059566,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,site_part_r2,0.0285248598077241,0.01583334296436183,0.09942507107114108,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,photoperiod_part_r2,0.0232982293243469,0.00190696807039834,0.0686382261159261,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,latitude_model_marginal_r2,0.00563740603202449,3.3260204959816475e-4,0.04131934732367047,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,latitude_part_r2,1.0042935827690397e-5,2.4764102236190113e-6,0.01508054364218117,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,unrepresented_share,0.769494680065041,0.6839728254295072,0.8680860671617269,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,marginal_r2,0.03088446086382469,0.01852595580710146,0.10130527336156817,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,conditional_r2,0.20839569441290456,0.11715783328177554,0.29067432701949203,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,participant_associated_share,0.17751123354907986,0.07048116487128554,0.22661562340053287,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,site_part_r2,0.02578881029443808,0.01434831484356842,0.090433236989338,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,photoperiod_part_r2,0.02106350812210477,0.00172770057430133,0.06234571744362388,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,latitude_model_marginal_r2,0.00509832583063415,2.974473226758503e-4,0.03761194832316555,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,latitude_part_r2,9.082574300103687e-6,2.2513076769142537e-6,0.01360407596937082,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,unrepresented_share,0.7916043055870954,0.709325672980508,0.8828421667182246,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,marginal_r2,0.0532886214800722,0.03399079963307417,0.1342950502350885,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,conditional_r2,0.30831187711890745,0.22402336237721163,0.38391779005544263,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,participant_associated_share,0.25502325563883527,0.1528714278860624,0.30619729184332933,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,site_part_r2,0.03459085233363696,0.02250273204147313,0.10367133848833196,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,photoperiod_part_r2,0.03765998383494705,0.0082070289050741,0.08825894070080076,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,latitude_model_marginal_r2,0.01870065422902941,0.00278026510743805,0.06039220849388723,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,latitude_part_r2,7.896107078126676e-5,1.1215946256023102e-6,0.0158214786052194,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,lognormal,unrepresented_share,0.6916881228810925,0.6160822099445573,0.7759766376227883,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,marginal_r2,0.04839093795633804,0.03051110132181577,0.12262109199010636,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,conditional_r2,0.27997535876289203,0.19945120327576124,0.35439289190467255,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,8,duration_below_10_pre_sleep,participant_day,tweedie_log,identity,delta,participant_associated_share,0.231584420806554,0.1369690756668101,0.28125447363873946,1000,joint_parametric_percentile,PASS
