"page","path","role","source_spec","bytes","sha256"
"preparation07","scripts/pipeline/build_prepared_day_showcase.R","described_production_script","scripts/pipeline/build_prepared_day_showcase.R",967,"44a5d60a8fd6f97fa9a8f4fce29485e312efbe18fdaaa9d755d58a945a4389cb"
"preparation07","scripts/pipeline/prepared_day_showcase.R","described_function_module","scripts/pipeline/prepared_day_showcase.R",25520,"820fa16531f505e4561c133ccea19cfb8924218fde82d7548c0af281b538d3ee"
"preparation07","scripts/pipeline/verify_prepared_day_showcase_artifacts.R","described_verification_module","scripts/pipeline/verify_prepared_day_showcase_artifacts.R",18675,"9a39ce7ab8e99187fdf14f2b750c3e3f9aa308de127e75a4923639dfb84d49b6"
"shared","_quarto-nathealth.yml","shared_quarto_configuration","_quarto-nathealth.yml",5989,"4b7ce91614a6d8f76f2526ced5aed3e2064fd2a70113018057b7a11b3916c803"
"shared","_quarto.yml","shared_quarto_configuration","_quarto.yml",2517,"44e4a7435494d570baca6e7b0de75b15be015a52c811c076dd2b8b959d70f59c"
"shared",".Rprofile","project_environment",".Rprofile",26,"3f9d62fc3f1bf5888a09816101b705f9844ef4cd44ee5ad157f4168dac4af4d4"
"shared","audit/decisions/figure_readability_and_layout.md","shared_preparation_contract","audit/decisions/figure_readability_and_layout.md",4124,"2196480dfef21525125d2b368a3692587a7eeb13827c3d0fb253ffd42a7b0b80"
"shared","audit/decisions/gap_timing_unaware_dataset_terminology.md","shared_preparation_contract","audit/decisions/gap_timing_unaware_dataset_terminology.md",2153,"c68ecb5b81639fddaa035ca2787ad43d1dd5106b7238f2f6d20db4d5df36a306"
"shared","audit/decisions/hypothesis_preparation_provenance_companions.md","shared_preparation_contract","audit/decisions/hypothesis_preparation_provenance_companions.md",8055,"dc9d899ced5655293673613b290755031b0e6564009692759d1dbda7028b9144"
"shared","audit/decisions/manuscript_prepared_data_sensitivity.md","shared_preparation_contract","audit/decisions/manuscript_prepared_data_sensitivity.md",4695,"70f0cbe9d12ed07d6eb429f0afb0e33f1975f676cbc912df6a2bb69267940fe8"
"shared","audit/decisions/model_reporting.md","shared_preparation_contract","audit/decisions/model_reporting.md",8802,"41fb454e42d9def6b905601ed9544d5cb447f8b38c3862723c07fd1834037134"
"shared","audit/hypotheses/H02/H02_analysis_preparation.qmd","accepted_presentation_exemplar","audit/hypotheses/H02/H02_analysis_preparation.qmd",51475,"52a1b3b85c4a375c44c0a2a83f542ea2663c7d233a6de18ed689cb2b7a0be557"
"shared","audit/hypotheses/implementation_result_comparison_contract.qmd","shared_preparation_contract","audit/hypotheses/implementation_result_comparison_contract.qmd",14532,"7251c35864812c42e990f9bdebc4038dcc940f6c906f90903dae508c935a6442"
"shared","renv.lock","project_environment","renv.lock",603493,"3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350"
"shared","renv/activate.R","project_environment","renv/activate.R",39946,"51798a35c2772b94b4a73ae7a7cc928975ff6e628a17bad1bc73d30defca82e6"
"shared","styles.css","shared_quarto_configuration","styles.css",302,"557cf99b617ba158611d5326a76716c871f7373357e11d0295012600c0e6994b"
