"scope","href","label","label_nonempty","external","prohibited","resolved","fragment_ok","target","shared_unreleased_navigation"
"navigation","../../notebooks/preparation/06_model_ready_datasets.html","06 Model-ready datasets",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preparation/06_model_ready_datasets.html",FALSE
"navigation","../../notebooks/preparation/07_example_days.html","07 Example days",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preparation/07_example_days.html",FALSE
"navigation","../../notebooks/placement_decision.html","Placement decision",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/placement_decision.html",FALSE
"navigation","../../notebooks/descriptives.html","Descriptive results",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/descriptives.html",FALSE
"navigation","../../notebooks/preregistration_deviations.html","Preregistration deviations",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preregistration_deviations.html",FALSE
"navigation","../../notebooks/hypotheses/H01.html","H01 results",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H01.html",FALSE
"navigation","../../audit/hypotheses/H01/H01_analysis_preparation.html","H01 preparation and provenance",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H01/H01_analysis_preparation.html",FALSE
"navigation","../../notebooks/hypotheses/H02.html","H02 results",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H02.html",FALSE
"navigation","../../audit/hypotheses/H02/H02_analysis_preparation.html","H02 preparation and provenance",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html",FALSE
"navigation","../../notebooks/hypotheses/H03.html","H03 results",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H03.html",FALSE
"navigation","../../audit/hypotheses/H03/H03_analysis_preparation.html","H03 preparation and provenance",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html",FALSE
"navigation","../../notebooks/hypotheses/H04.html","H04 results",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H04.html",FALSE
"navigation","../../audit/hypotheses/H04/H04_analysis_preparation.html","H04 preparation and provenance",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html",FALSE
"navigation","../../notebooks/hypotheses/H05.html","H05 results",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H05.html",FALSE
"navigation","../../audit/hypotheses/H05/H05_analysis_preparation.html","H05 preparation and provenance",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation.html",FALSE
"navigation","../../notebooks/hypotheses/H06.html","H06 results",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H06.html",FALSE
"navigation","../../audit/hypotheses/H06/H06_analysis_preparation.html","H06 preparation and provenance",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html",FALSE
"navigation","../../notebooks/hypotheses/H06_daily.html","H06 complementary daily results",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H06_daily.html",FALSE
"navigation","../../audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html","H06 complementary daily preparation and provenance",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html",FALSE
"navigation","../../notebooks/hypotheses/H07.html","H07 results",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H07.html",FALSE
"navigation","../../audit/hypotheses/H07/H07_analysis_preparation.html","H07 preparation and provenance",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H07/H07_analysis_preparation.html",FALSE
"navigation","../../notebooks/hypotheses/H08.html","H08 results",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H08.html",FALSE
"navigation","../../audit/hypotheses/H08/H08_analysis_preparation.html","H08 preparation and provenance",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation.html",FALSE
"navigation","../../notebooks/hypotheses/H09.html","H09 results",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H09.html",FALSE
"navigation","../../audit/hypotheses/H09/H09_analysis_preparation.html","H09 preparation and provenance",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html",FALSE
"navigation","../../notebooks/hypotheses/H10.html","H10 results",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H10.html",FALSE
"navigation","../../audit/hypotheses/H10/H10_analysis_preparation.html","H10 preparation and provenance",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H10/H10_analysis_preparation.html",FALSE
"navigation","../../notebooks/hypotheses/H11.html","H11 results",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H11.html",FALSE
"navigation","../../audit/hypotheses/H11/H11_analysis_preparation.html","H11 preparation and provenance",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H11/H11_analysis_preparation.html",FALSE
"navigation","../../notebooks/sensitivity_battery.html","Sensitivity checks",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/sensitivity_battery.html",FALSE
"navigation","#purpose-and-position-in-the-preparation-chain","Purpose and position in the preparation chain",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preparation/07_example_days.html",FALSE
"navigation","#inputs-and-selection-requirements","Inputs and selection requirements",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preparation/07_example_days.html",FALSE
"navigation","#selected-participant-days","Selected participant-days",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preparation/07_example_days.html",FALSE
"navigation","#how-to-read-the-one-minute-profiles","How to read the one-minute profiles",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preparation/07_example_days.html",FALSE
"navigation","#one-minute-profiles","One-minute profiles",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preparation/07_example_days.html",FALSE
"navigation","#technical-provenance-and-checks-on-the-current-stored-bundle","Technical provenance and checks on the current stored bundle",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preparation/07_example_days.html",FALSE
"navigation","#exact-input-identities","Exact input identities",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preparation/07_example_days.html",FALSE
"navigation","#complete-stored-selection-and-display-rules","Complete stored selection and display rules",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preparation/07_example_days.html",FALSE
"navigation","#production-and-verification-scripts","Production and verification scripts",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preparation/07_example_days.html",FALSE
"navigation","#current-bundle-checks","Current bundle checks",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preparation/07_example_days.html",FALSE
"navigation","#stored-display-artifacts-and-analytical-handoff","Stored display artifacts and analytical handoff",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preparation/07_example_days.html",FALSE
"navigation","https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/edit/main/notebooks/preparation/07_example_days.qmd","Edit this page",TRUE,TRUE,FALSE,TRUE,TRUE,"",FALSE
"navigation","https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/issues","Report an issue",TRUE,TRUE,FALSE,TRUE,TRUE,"",FALSE
"main","../../notebooks/preparation/01_import_state_alignment.html","Preparation",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preparation/01_import_state_alignment.html",FALSE
"main","../../notebooks/preparation/07_example_days.html","07 Example days",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preparation/07_example_days.html",FALSE
"main","../../artifacts/11_source_data/prepared_day_showcase.csv","figure source-data CSV",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/11_source_data/prepared_day_showcase.csv",FALSE
"main","#fig-example-days-1","Figure 2",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preparation/07_example_days.html",FALSE
"main","#fig-example-days-1","Figure 2",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preparation/07_example_days.html",FALSE
"main","../../artifacts/10_figures/prepared_day_showcase.png","PNG",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/10_figures/prepared_day_showcase.png",FALSE
"main","../../artifacts/10_figures/prepared_day_showcase.svg","vector SVG",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/artifacts/10_figures/prepared_day_showcase.svg",FALSE
"navigation","../../notebooks/preparation/06_model_ready_datasets.html","06 Model-ready datasets | 06 Model-ready datasets",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/preparation/06_model_ready_datasets.html",FALSE
"navigation","../../notebooks/placement_decision.html","Placement decision | Placement decision",TRUE,FALSE,FALSE,TRUE,TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/placement_decision.html",FALSE
"other","https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/edit/main/notebooks/preparation/07_example_days.qmd","Edit this page",TRUE,TRUE,FALSE,TRUE,TRUE,"",FALSE
"other","https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/issues","Report an issue",TRUE,TRUE,FALSE,TRUE,TRUE,"",FALSE
