"path","raw_main_serialized_sha256","main_without_utility_serialized_sha256","main_without_utility_text_sha256","image_source_sequence_sha256","image_count","non_editorial_table_count"
"_build/nathealth/notebooks/preregistration_deviations.html","c1118adbe57c6ae154200fc1f3be7d84ec883390711c50c6a2e69923910ae13e","c1118adbe57c6ae154200fc1f3be7d84ec883390711c50c6a2e69923910ae13e","da89639cf94d2f35e957e62c3729182f070337ab8af90a6dd9b72fd42c77a1c2","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855",0,0
"_build/nathealth/notebooks/hypotheses/H01.html","e6ff1a31bff268d44a0760cd3c5284faa5fdf50aea6809c9088d30c80a520a68","e6ff1a31bff268d44a0760cd3c5284faa5fdf50aea6809c9088d30c80a520a68","b01cb2ce0a6a6c175e14bde5a19cacd12f6e2362c9adb61d4259de21407f7b98","bdb20531ab9f206639c73f513898ae1c6e3646637259ee7d4889fb2d4c2809f8",27,37
"_build/nathealth/audit/hypotheses/H01/H01_analysis_preparation.html","3c8ee82dc80218b6e550813d89928b0e96d9675adb10365c70a57a715a402ce5","3c8ee82dc80218b6e550813d89928b0e96d9675adb10365c70a57a715a402ce5","f4619af3701787b97c5cf17278f0a914d12abf643a5bb78af8782b151b6149aa","b06a9cf93a9e4976ee895fe2fed520157a443c49ad3c83d0081bfc0a7fd06c8c",2,20
"_build/nathealth/notebooks/hypotheses/H02.html","3aeea6c0c1c7867b6cf428457f507d1ef54ed3e8e4b443472617d5ba84ff0270","3aeea6c0c1c7867b6cf428457f507d1ef54ed3e8e4b443472617d5ba84ff0270","8eb6cea12064a924484ff52381bab418ccecf108e5826ca34649e32c0fd4e530","c85572c090c348a384797c4630256870a1d69d429586b1b1769c23e7f21004ef",5,15
"_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","f083ca128368e9577c13de374aef9538c02552a40c0e68f842128ec3db964c13","f083ca128368e9577c13de374aef9538c02552a40c0e68f842128ec3db964c13","6ef7b8192cd2d2133741129de6365e78fa2b32db36d41a3bf3c82b46e56b5ca7","029ebb8032523baa5165923ca4ba93b560504508fd5e08107aa997d50471f36e",4,16
"_build/nathealth/notebooks/hypotheses/H03.html","c8ab7d0565263de861cca7cce52b76faac613e2a7612eb901d46e0d31e8ca455","c8ab7d0565263de861cca7cce52b76faac613e2a7612eb901d46e0d31e8ca455","44f16e90eea492d8c8c160db05f905a1cdf0347f324f7344fe8299b46e1a9858","34d85316cad9401ab194261a9e080521c3f7e07231470e85ae84bae1fb2433a9",8,14
"_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html","629e5bdf3cc41e8cec1e37f026ba6f622808d24aeb675f718e4c5f02fa98b58d","629e5bdf3cc41e8cec1e37f026ba6f622808d24aeb675f718e4c5f02fa98b58d","26d4d467768574e855fce4b1dbb4e83f24ae1e39610c43e4eb41fc86bc52a497","6133906fb00315ab96858d5bd85b1bf5936fd1af3e25d90ace05126821f87722",4,27
"_build/nathealth/notebooks/hypotheses/H04.html","ce574851b60b1f84d6b804c8e4f6d0a2795eca079ebf11489dff7501f1d65870","ce574851b60b1f84d6b804c8e4f6d0a2795eca079ebf11489dff7501f1d65870","b383f034a2f0039235d8c54db4e50950a9ee883ef90cdc4e2138ca5f5990a4ca","73dbdbba7f361fb9523ef022e74a88d8fc77fcf946d7370ed0ded9d1b3431de0",7,17
"_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html","ee6ed63a75947c36aed6e52d908c5a4d10461203f56931e736c9f78c26833a0e","ee6ed63a75947c36aed6e52d908c5a4d10461203f56931e736c9f78c26833a0e","dd7a82ed73e4ee9f584ca79bf1386e18e6ea15ada52a07ce153da04617a28203","f2c2268a42ffdcd78d3caa51a2bea3002dc8ef49048a113d2a3576d7a6cf2911",4,37
"_build/nathealth/notebooks/hypotheses/H05.html","53752f149c150757d03eb6626dca480096334b7c87de3e7db498bc0151849690","53752f149c150757d03eb6626dca480096334b7c87de3e7db498bc0151849690","a6770b3302abd7d19fa8b812c12ace292359e17857f9dd17a96ef4b6b9bfec99","793af8a705d1b0f8d583894a59b28ae9b4ee90c5597402b368583bff4f5b6548",7,30
"_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation.html","21696f30b65bbc1aad7b440b115a12044d39e2b6b2c4665c2d93dd1c20c17d60","21696f30b65bbc1aad7b440b115a12044d39e2b6b2c4665c2d93dd1c20c17d60","164ceec03d8bde5f79a053827773a15233e5397f948a0d1e4437e9338ef63c23","0b8e1f41672278ac7a75354733912311109ce66ffe96c689dda24af0c9809227",3,22
"_build/nathealth/notebooks/hypotheses/H06.html","a5016447c28952b0605cfe6430a9353162f53cb97f37982b21334f58c0578d03","a5016447c28952b0605cfe6430a9353162f53cb97f37982b21334f58c0578d03","cc4686ef3392a331cc37faa8c6e5058d1ae51ee5715ae8c956f4cef0caf3490b","01d62c9a84e3b38c927835fa2ca3456903a87c0007adf7d492488483c6ed114c",6,14
"_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html","7c448062457408de31d4b377996886c9ccf526a5af084451171a3632f3c4b3ef","7c448062457408de31d4b377996886c9ccf526a5af084451171a3632f3c4b3ef","24a10d88bdce537892ac3f883a25379ea6bf887aa2f9c83d68734561bdb29007","f0b7f6296d83d6427f8bec07ddcb93691fde7e71f0d15fabbcfb0f41bb3a4db9",3,30
"_build/nathealth/notebooks/hypotheses/H06_daily.html","f6aec1dadf28b1edba84b71e24a99e8bbf81bc5fefeff5b80e2f3974a93050c7","f6aec1dadf28b1edba84b71e24a99e8bbf81bc5fefeff5b80e2f3974a93050c7","54c386ef4acf40d4dcca61eb89be5083f042d52555cc421e531eaf39cef2be22","701c0261c99d161f805479ce45d903dcaf78e83765c3a412320681ba73d6961c",5,14
"_build/nathealth/audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html","5ba3fa69acec5dfb3b415d9aa989257f200f18a2e4eb686669beb0064c45fede","5ba3fa69acec5dfb3b415d9aa989257f200f18a2e4eb686669beb0064c45fede","d8f51f5306e2e8a469a37a05dd549772320a7c52280e16a71980c1f0f3ad3ca2","4444049b55ede0bff137f733a42ec1066ea7a4f4a21b767d808e689c60d7477f",1,17
"_build/nathealth/notebooks/hypotheses/H07.html","c370afa12de4ed6bb1280a4f78a4d84f32c02d396542d5e0e806aaea1bda41ef","c370afa12de4ed6bb1280a4f78a4d84f32c02d396542d5e0e806aaea1bda41ef","ba8b3d3f7fdfb3bf1f248f8041b1e5ec57481c16d41f4d4525fb2a69a4b13c0e","5c7ec4b4d2a2919e4f712893cffee256bd64ec8909ee4465f164a4a396191611",2,11
"_build/nathealth/audit/hypotheses/H07/H07_analysis_preparation.html","93f87ee77e05fb6e544143fbaa4be173b08349ffcfddddd5ae4b203e61dd93d1","93f87ee77e05fb6e544143fbaa4be173b08349ffcfddddd5ae4b203e61dd93d1","feaae9fe057cb398b7609dc0dd01629a16c90179486877d0293c911d13acd74d","165e3c71d0f282f66d98abbd0e3ed12993c47efac7f9895fffa59bac9f35626a",2,21
"_build/nathealth/notebooks/hypotheses/H08.html","cdd5e9f14ec1a883c9cf3e18ee07d91ccd17067022307f028c4a2bed7a2794f8","cdd5e9f14ec1a883c9cf3e18ee07d91ccd17067022307f028c4a2bed7a2794f8","dfa42d9a6ae9261659539f0311103b57009328e11c489c7d15f04212f88ae8b6","a5d9d9a678f1800a315da331e7c41aa80c10ab7c178cb6313f8106731a889a0c",5,15
"_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation.html","792f7f6b3174bd01f8928af137e222fb08618218d8c1e3ae06c43efac82dfe7e","792f7f6b3174bd01f8928af137e222fb08618218d8c1e3ae06c43efac82dfe7e","640ac26dca4a962b36ba404f047d7642224d283fd116e1986d86bb10d504136e","45f29407d27d7cd25eb8cb515a97949963bd9dc8632d23e8f6efd808bdc46929",3,19
"_build/nathealth/notebooks/hypotheses/H09.html","1bd3c4cb40a38ded4fa82229787d7708c254c49c5499a5812291c21a8317bb71","1bd3c4cb40a38ded4fa82229787d7708c254c49c5499a5812291c21a8317bb71","b192a5f84ce3f8f65b318d7ef977390cff6ecce8f25655b4e3789ce620925f9c","3dfd9d132ab25b590db109127ab21d49b3900cacd1cb2ded6d2b50ac7ca4fe63",4,11
"_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html","b3a509ce8f58cdf4c8dfcbe7e69a8c0fac5759e16e845795fca9cffdd259d031","b3a509ce8f58cdf4c8dfcbe7e69a8c0fac5759e16e845795fca9cffdd259d031","06b7e1bf945a66da9c441138f4e9b662bd794bca8c122c042d1b4e454b7d151a","4a48f5829701703ed9bb4d420a67a21feb4988cf95531d51f1ff17578e85dcbb",1,19
"_build/nathealth/notebooks/hypotheses/H10.html","2369b6ab9aef393a975ff2ebd84ce67413670f68913ed41909212ea388e7d05b","2369b6ab9aef393a975ff2ebd84ce67413670f68913ed41909212ea388e7d05b","b32aa1dfd7644829bee19647914893befd731afd9a24c2f4b081ea7c3220c6c0","36eb7330f31750e5cb844cb83915ea254c39722e344742fbc1ee13df9cc7a83e",8,15
"_build/nathealth/audit/hypotheses/H10/H10_analysis_preparation.html","8f84e3777c413fe365a14279c06591c87ce5eb8708992ad8d3ebd6ea24af852b","8f84e3777c413fe365a14279c06591c87ce5eb8708992ad8d3ebd6ea24af852b","4603cf325080428245d1ba05668c9ee0d38386a89833903abb8d6487017a4a3d","6b906587e64eb4c74bfc5f0d6a23dc50b18fd8852a23387f0123f6fc68b8db35",2,19
"_build/nathealth/notebooks/hypotheses/H11.html","36c7f778a5d73a5569bcf103fb5d99334893280c66389d7eab6a0b8402d88ac8","36c7f778a5d73a5569bcf103fb5d99334893280c66389d7eab6a0b8402d88ac8","2542ac5ef4a42c1ffaafe567c77d951d36188f9f95f233454b7d5ae95b49c8bb","af97bea9e1e9dc668a1c208991fe2881ba40587a9f7a12c5e0bad1c2dd3bd6b1",8,15
"_build/nathealth/audit/hypotheses/H11/H11_analysis_preparation.html","a9a340e3662c091d3b5f2164b234eb099b112a6aa89e672d26d34e4971350795","a9a340e3662c091d3b5f2164b234eb099b112a6aa89e672d26d34e4971350795","ca897b122f1cec2f4ee25b00e9e0c8aa3b7eb0f2aeba6feddf2817b7578600c0","5c41ed7ba0cd36cd9e4ff63c3d74b6735431d422717c91d947581b602663d051",3,26
