route,area,tag,attribute,text,ref,target,fragment,xpath,line,target_exists
audit/hypotheses/H03-H11_gated_workflow.html,sidebar,a,href,Scope,#scope,audit/hypotheses/H03-H11_gated_workflow.html,scope,/html/body/div[2]/nav[1]/nav/ul/li[1]/a,338,True
audit/hypotheses/H03-H11_gated_workflow.html,sidebar,a,href,Terms used in the audit reports,#terms-used-in-the-audit-reports,audit/hypotheses/H03-H11_gated_workflow.html,terms-used-in-the-audit-reports,/html/body/div[2]/nav[1]/nav/ul/li[2]/a,339,True
audit/hypotheses/H03-H11_gated_workflow.html,sidebar,a,href,File layout and gate ownership,#file-layout-and-gate-ownership,audit/hypotheses/H03-H11_gated_workflow.html,file-layout-and-gate-ownership,/html/body/div[2]/nav[1]/nav/ul/li[3]/a,340,True
audit/hypotheses/H03-H11_gated_workflow.html,sidebar,a,href,Stage 1: Audit and proposed analysis,#stage-1-audit-and-proposed-analysis,audit/hypotheses/H03-H11_gated_workflow.html,stage-1-audit-and-proposed-analysis,/html/body/div[2]/nav[1]/nav/ul/li[4]/a,341,True
audit/hypotheses/H03-H11_gated_workflow.html,sidebar,a,href,Gate after Stage 1,#gate-after-stage-1,audit/hypotheses/H03-H11_gated_workflow.html,gate-after-stage-1,/html/body/div[2]/nav[1]/nav/ul/li[4]/ul/li/a,343,True
audit/hypotheses/H03-H11_gated_workflow.html,sidebar,a,href,Stage 2: Implementation and comparison with V0,#stage-2-implementation-and-comparison-with-v0,audit/hypotheses/H03-H11_gated_workflow.html,stage-2-implementation-and-comparison-with-v0,/html/body/div[2]/nav[1]/nav/ul/li[5]/a,345,True
audit/hypotheses/H03-H11_gated_workflow.html,sidebar,a,href,Gate after Stage 2,#gate-after-stage-2,audit/hypotheses/H03-H11_gated_workflow.html,gate-after-stage-2,/html/body/div[2]/nav[1]/nav/ul/li[5]/ul/li/a,347,True
audit/hypotheses/H03-H11_gated_workflow.html,sidebar,a,href,Optional production-computation gate between Stages 2 and 3,#optional-production-computation-gate-between-stages-2-and-3,audit/hypotheses/H03-H11_gated_workflow.html,optional-production-computation-gate-between-stages-2-and-3,/html/body/div[2]/nav[1]/nav/ul/li[6]/a,349,True
audit/hypotheses/H03-H11_gated_workflow.html,sidebar,a,href,Gate after the production run,#gate-after-the-production-run,audit/hypotheses/H03-H11_gated_workflow.html,gate-after-the-production-run,/html/body/div[2]/nav[1]/nav/ul/li[6]/ul/li/a,351,True
audit/hypotheses/H03-H11_gated_workflow.html,sidebar,a,href,Stage 3: Standalone reader-facing hypothesis report,#stage-3-standalone-reader-facing-hypothesis-report,audit/hypotheses/H03-H11_gated_workflow.html,stage-3-standalone-reader-facing-hypothesis-report,/html/body/div[2]/nav[1]/nav/ul/li[7]/a,353,True
audit/hypotheses/H03-H11_gated_workflow.html,sidebar,a,href,Stage 4: Scientific description and provenance of the result-producing pipeline,#stage-4-scientific-description-and-provenance-of-the-result-producing-pipeline,audit/hypotheses/H03-H11_gated_workflow.html,stage-4-scientific-description-and-provenance-of-the-result-producing-pipeline,/html/body/div[2]/nav[1]/nav/ul/li[8]/a,354,True
audit/hypotheses/H03-H11_gated_workflow.html,sidebar,a,href,Bounded rendering,#bounded-rendering,audit/hypotheses/H03-H11_gated_workflow.html,bounded-rendering,/html/body/div[2]/nav[1]/nav/ul/li[8]/ul/li[1]/a,356,True
audit/hypotheses/H03-H11_gated_workflow.html,sidebar,a,href,"Displays, source data, and website identity",#displays-source-data-and-website-identity,audit/hypotheses/H03-H11_gated_workflow.html,displays-source-data-and-website-identity,/html/body/div[2]/nav[1]/nav/ul/li[8]/ul/li[2]/a,357,True
audit/hypotheses/H03-H11_gated_workflow.html,sidebar,a,href,Structural verification and closure,#structural-verification-and-closure,audit/hypotheses/H03-H11_gated_workflow.html,structural-verification-and-closure,/html/body/div[2]/nav[1]/nav/ul/li[8]/ul/li[3]/a,358,True
audit/hypotheses/H03-H11_gated_workflow.html,sidebar,a,href,Reopening rules,#reopening-rules,audit/hypotheses/H03-H11_gated_workflow.html,reopening-rules,/html/body/div[2]/nav[1]/nav/ul/li[9]/a,360,True
audit/hypotheses/H03-H11_gated_workflow.html,body,a,href,H03–H11 gated workflow,../../audit/hypotheses/H03-H11_gated_workflow.html,audit/hypotheses/H03-H11_gated_workflow.html,,/html/body/div[2]/main/header/nav/ol/li[2]/a,371,True
audit/hypotheses/H03-H11_gated_workflow.html,previous_next,a,href,Sensitivity checks,../../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/div[2]/nav[2]/div[2]/a,973,True
audit/hypotheses/H04/H04_analysis_preparation.html,navbar,a,href,Sensitivity checks,../../../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/ul/li[2]/a,356,True
audit/hypotheses/H05/H05_analysis_preparation.html,navbar,a,href,Sensitivity checks,../../../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/ul/li[2]/a,317,True
audit/hypotheses/H06/H06_analysis_preparation.html,navbar,a,href,Sensitivity checks,../../../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/ul/li[2]/a,317,True
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,navbar,a,href,Sensitivity checks,../../../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/ul/li[2]/a,7423,True
audit/hypotheses/H07/H07_analysis_preparation.html,navbar,a,href,Sensitivity checks,../../../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/ul/li[2]/a,314,True
audit/hypotheses/H08/H08_analysis_preparation.html,navbar,a,href,Sensitivity checks,../../../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/ul/li[2]/a,314,True
audit/hypotheses/H09/H09_analysis_preparation.html,navbar,a,href,Sensitivity checks,../../../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/ul/li[2]/a,314,True
audit/hypotheses/H10/H10_analysis_preparation.html,navbar,a,href,Sensitivity checks,../../../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/ul/li[2]/a,314,True
audit/hypotheses/H11/H11_analysis_preparation.html,head,link,href,,../../../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/head/link[1],68,True
audit/hypotheses/H11/H11_analysis_preparation.html,navbar,a,href,Sensitivity checks,../../../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/ul/li[2]/a,353,True
audit/hypotheses/H11/H11_analysis_preparation.html,previous_next,a,href,Sensitivity checks,../../../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/div[2]/nav/div[2]/a,15218,True
audit/hypotheses/implementation_result_comparison_contract.html,head,link,href,,../../audit/hypotheses/H03-H11_gated_workflow.html,audit/hypotheses/H03-H11_gated_workflow.html,,/html/head/link[1],37,True
audit/hypotheses/implementation_result_comparison_contract.html,sidebar,a,href,H03–H11 gated workflow,../../audit/hypotheses/H03-H11_gated_workflow.html,audit/hypotheses/H03-H11_gated_workflow.html,,/html/body/div[2]/nav[1]/div[3]/ul/li[6]/ul/li[2]/div/a,303,True
audit/hypotheses/implementation_result_comparison_contract.html,sidebar,a,href,Sensitivity checks,../../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/div[2]/nav[1]/div[3]/ul/li[7]/ul/li[1]/div/a,320,True
audit/hypotheses/implementation_result_comparison_contract.html,sidebar,a,href,When author approval is needed,#when-author-approval-is-needed,audit/hypotheses/implementation_result_comparison_contract.html,when-author-approval-is-needed,/html/body/div[2]/nav[1]/nav/ul/li[8]/a,353,True
audit/hypotheses/implementation_result_comparison_contract.html,body,a,href,H03-H11_gated_workflow.qmd,../../audit/hypotheses/H03-H11_gated_workflow.html,audit/hypotheses/H03-H11_gated_workflow.html,,/html/body/div[2]/main/section[1]/p[1]/a,392,True
audit/hypotheses/implementation_result_comparison_contract.html,previous_next,a,href,H03–H11 gated workflow,../../audit/hypotheses/H03-H11_gated_workflow.html,audit/hypotheses/H03-H11_gated_workflow.html,,/html/body/div[2]/nav[2]/div[2]/a,919,True
index.html,navbar,a,href,Sensitivity checks,./notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/ul/li[2]/a,604,True
index.html,utility,a,href,"Read the position, old and new text table",supplementary_information.html#site-passage-changes,supplementary_information.html,site-passage-changes,/html/body/div[2]/main/section[1]/p[3]/a[3],732,True
notebooks/descriptives 2.html,sidebar,a,href,H03–H11 gated workflow,../audit/hypotheses/H03-H11_gated_workflow.html,audit/hypotheses/H03-H11_gated_workflow.html,,/html/body/div[2]/nav[1]/div[3]/ul/li[6]/ul/li[2]/div/a,348,True
notebooks/descriptives 2.html,sidebar,a,href,Sensitivity checks,../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/div[2]/nav[1]/div[3]/ul/li[7]/ul/li[1]/div/a,365,True
notebooks/descriptives.html,navbar,a,href,Sensitivity checks,../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/ul/li[2]/a,332,True
notebooks/hypotheses/H01 2.html,navbar,a,href,Sensitivity checks,../../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/ul/li[2]/a,316,True
notebooks/hypotheses/H01 3.html,navbar,a,href,Sensitivity checks,../../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/ul/li[2]/a,312,True
notebooks/hypotheses/H01.html,navbar,a,href,Sensitivity checks,../../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/ul/li[2]/a,312,True
notebooks/hypotheses/H02.html,navbar,a,href,Sensitivity checks,../../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/ul/li[2]/a,355,True
notebooks/hypotheses/H03.html,navbar,a,href,Sensitivity checks,../../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/ul/li[2]/a,355,True
notebooks/hypotheses/H04.html,navbar,a,href,Sensitivity checks,../../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/ul/li[2]/a,355,True
notebooks/hypotheses/H05.html,navbar,a,href,Sensitivity checks,../../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/ul/li[2]/a,316,True
notebooks/hypotheses/H06.html,navbar,a,href,Sensitivity checks,../../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/ul/li[2]/a,4478,True
notebooks/hypotheses/H06_daily.html,navbar,a,href,Sensitivity checks,../../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/ul/li[2]/a,4323,True
notebooks/hypotheses/H07.html,navbar,a,href,Sensitivity checks,../../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/ul/li[2]/a,313,True
notebooks/hypotheses/H08.html,navbar,a,href,Sensitivity checks,../../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/ul/li[2]/a,313,True
notebooks/hypotheses/H09.html,navbar,a,href,Sensitivity checks,../../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/ul/li[2]/a,278,True
notebooks/hypotheses/H10.html,navbar,a,href,Sensitivity checks,../../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/ul/li[2]/a,278,True
notebooks/hypotheses/H11.html,navbar,a,href,Sensitivity checks,../../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/ul/li[2]/a,313,True
notebooks/placement_decision.html,navbar,a,href,Sensitivity checks,../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/ul/li[2]/a,322,True
notebooks/preparation/01_import_state_alignment.html,navbar,a,href,Sensitivity checks,../../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/ul/li[2]/a,333,True
notebooks/preparation/02_coverage_sample_flow.html,navbar,a,href,Sensitivity checks,../../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/ul/li[2]/a,314,True
notebooks/preparation/03_reference_profiles.html,navbar,a,href,Sensitivity checks,../../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/ul/li[2]/a,314,True
notebooks/preparation/04_metric_derivation.html,navbar,a,href,Sensitivity checks,../../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/ul/li[2]/a,314,True
notebooks/preparation/05_model_input_acquisition.html,navbar,a,href,Sensitivity checks,../../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/ul/li[2]/a,314,True
notebooks/preparation/06_model_ready_datasets.html,navbar,a,href,Sensitivity checks,../../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/ul/li[2]/a,314,True
notebooks/preparation/07_example_days.html,navbar,a,href,Sensitivity checks,../../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/ul/li[2]/a,314,True
notebooks/preregistration_deviations.html,navbar,a,href,Sensitivity checks,../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/ul/li[2]/a,287,True
notebooks/sensitivity_battery.html,navbar,a,href,Study & data,#,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[2]/a,129,True
notebooks/sensitivity_battery.html,navbar,a,href,Environment,#,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[3]/a,179,True
notebooks/sensitivity_battery.html,navbar,a,href,Behaviour & time,#,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[4]/a,203,True
notebooks/sensitivity_battery.html,navbar,a,href,Individual factors,#,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[5]/a,263,True
notebooks/sensitivity_battery.html,navbar,a,href,Supporting material,#,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/a,303,True
notebooks/sensitivity_battery.html,navbar,a,href,Sensitivity checks,../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[3]/ul/li[6]/ul/li[2]/a,312,True
notebooks/sensitivity_battery.html,navbar,a,href,,,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[4]/div/a,321,True
notebooks/sensitivity_battery.html,navbar,a,href,,,notebooks/sensitivity_battery.html,,/html/body/header/nav/div/div[4]/a,345,True
notebooks/sensitivity_battery.html,toc,a,href,Purpose,#purpose,notebooks/sensitivity_battery.html,purpose,/html/body/div[2]/div[1]/nav/ul/li[1]/a,360,True
notebooks/sensitivity_battery.html,toc,a,href,Manuscript-prepared-data sensitivity,#manuscript-prepared-data-sensitivity,notebooks/sensitivity_battery.html,manuscript-prepared-data-sensitivity,/html/body/div[2]/div[1]/nav/ul/li[2]/a,361,True
notebooks/sensitivity_battery.html,toc,a,href,What this notebook uses and produces,#what-this-notebook-uses-and-produces,notebooks/sensitivity_battery.html,what-this-notebook-uses-and-produces,/html/body/div[2]/div[1]/nav/ul/li[3]/a,362,True
notebooks/sensitivity_battery.html,body,a,href,Sensitivity analyses,../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/div[2]/main/header/nav/ol/li[1]/a,366,True
notebooks/sensitivity_battery.html,body,a,href,Sensitivity checks,../notebooks/sensitivity_battery.html,notebooks/sensitivity_battery.html,,/html/body/div[2]/main/header/nav/ol/li[2]/a,366,True
notebooks/sensitivity_battery.html,body,a,href,,#cb1-1,notebooks/sensitivity_battery.html,cb1-1,/html/body/div[2]/main/section[3]/div/details/div/div/pre/code/span[1]/a,402,True
notebooks/sensitivity_battery.html,body,a,href,,#cb1-2,notebooks/sensitivity_battery.html,cb1-2,/html/body/div[2]/main/section[3]/div/details/div/div/pre/code/span[2]/a,403,True
notebooks/sensitivity_battery.html,body,a,href,,#cb1-3,notebooks/sensitivity_battery.html,cb1-3,/html/body/div[2]/main/section[3]/div/details/div/div/pre/code/span[3]/a,404,True
notebooks/sensitivity_battery.html,body,a,href,,#cb1-4,notebooks/sensitivity_battery.html,cb1-4,/html/body/div[2]/main/section[3]/div/details/div/div/pre/code/span[4]/a,405,True
notebooks/sensitivity_battery.html,body,a,href,,#cb1-5,notebooks/sensitivity_battery.html,cb1-5,/html/body/div[2]/main/section[3]/div/details/div/div/pre/code/span[5]/a,406,True
notebooks/sensitivity_battery.html,body,a,href,,#cb1-6,notebooks/sensitivity_battery.html,cb1-6,/html/body/div[2]/main/section[3]/div/details/div/div/pre/code/span[6]/a,407,True
notebooks/sensitivity_battery.html,body,a,href,,#cb1-7,notebooks/sensitivity_battery.html,cb1-7,/html/body/div[2]/main/section[3]/div/details/div/div/pre/code/span[7]/a,408,True
notebooks/sensitivity_battery.html,body,a,href,,#cb1-8,notebooks/sensitivity_battery.html,cb1-8,/html/body/div[2]/main/section[3]/div/details/div/div/pre/code/span[8]/a,409,True
notebooks/sensitivity_battery.html,body,a,href,,#cb1-9,notebooks/sensitivity_battery.html,cb1-9,/html/body/div[2]/main/section[3]/div/details/div/div/pre/code/span[9]/a,410,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-1,notebooks/sensitivity_battery.html,cb2-1,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[1]/a,895,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-2,notebooks/sensitivity_battery.html,cb2-2,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[2]/a,896,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-3,notebooks/sensitivity_battery.html,cb2-3,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[3]/a,897,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-4,notebooks/sensitivity_battery.html,cb2-4,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[4]/a,898,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-5,notebooks/sensitivity_battery.html,cb2-5,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[5]/a,899,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-6,notebooks/sensitivity_battery.html,cb2-6,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[6]/a,900,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-7,notebooks/sensitivity_battery.html,cb2-7,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[7]/a,901,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-8,notebooks/sensitivity_battery.html,cb2-8,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[8]/a,902,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-9,notebooks/sensitivity_battery.html,cb2-9,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[9]/a,903,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-10,notebooks/sensitivity_battery.html,cb2-10,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[10]/a,904,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-11,notebooks/sensitivity_battery.html,cb2-11,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[11]/a,905,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-12,notebooks/sensitivity_battery.html,cb2-12,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[12]/a,906,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-13,notebooks/sensitivity_battery.html,cb2-13,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[13]/a,907,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-14,notebooks/sensitivity_battery.html,cb2-14,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[14]/a,908,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-15,notebooks/sensitivity_battery.html,cb2-15,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[15]/a,909,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-16,notebooks/sensitivity_battery.html,cb2-16,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[16]/a,910,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-17,notebooks/sensitivity_battery.html,cb2-17,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[17]/a,911,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-18,notebooks/sensitivity_battery.html,cb2-18,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[18]/a,912,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-19,notebooks/sensitivity_battery.html,cb2-19,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[19]/a,913,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-20,notebooks/sensitivity_battery.html,cb2-20,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[20]/a,914,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-21,notebooks/sensitivity_battery.html,cb2-21,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[21]/a,915,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-22,notebooks/sensitivity_battery.html,cb2-22,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[22]/a,916,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-23,notebooks/sensitivity_battery.html,cb2-23,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[23]/a,917,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-24,notebooks/sensitivity_battery.html,cb2-24,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[24]/a,918,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-25,notebooks/sensitivity_battery.html,cb2-25,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[25]/a,919,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-26,notebooks/sensitivity_battery.html,cb2-26,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[26]/a,920,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-27,notebooks/sensitivity_battery.html,cb2-27,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[27]/a,921,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-28,notebooks/sensitivity_battery.html,cb2-28,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[28]/a,922,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-29,notebooks/sensitivity_battery.html,cb2-29,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[29]/a,923,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-30,notebooks/sensitivity_battery.html,cb2-30,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[30]/a,924,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-31,notebooks/sensitivity_battery.html,cb2-31,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[31]/a,925,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-32,notebooks/sensitivity_battery.html,cb2-32,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[32]/a,926,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-33,notebooks/sensitivity_battery.html,cb2-33,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[33]/a,927,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-34,notebooks/sensitivity_battery.html,cb2-34,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[34]/a,928,True
notebooks/sensitivity_battery.html,body,a,href,,#cb2-35,notebooks/sensitivity_battery.html,cb2-35,/html/body/div[2]/div[2]/div/div/div[2]/div/div/div/pre/code/span[35]/a,929,True
