member,before_bytes,after_bytes,before_sha256,after_sha256,unchanged
word/footnotes.xml,843,843,0862050ac498039adcb369c821645a486c0dd66d3edf3ed464eb7da29ca4b67a,0862050ac498039adcb369c821645a486c0dd66d3edf3ed464eb7da29ca4b67a,True
word/_rels/footnotes.xml.rels,18391,18391,e218867320353ce1c383a94fce22cc6fab2a0e47ec83dbe61fbe5de2f0acb5ea,e218867320353ce1c383a94fce22cc6fab2a0e47ec83dbe61fbe5de2f0acb5ea,True
word/comments.xml,642,642,753eda214b682a0cab96d3464231583c464f576373ef587a75179b00a70ad156,753eda214b682a0cab96d3464231583c464f576373ef587a75179b00a70ad156,True
word/footer1.xml,3758,3758,67a1378ce92de4f020d630551e281c1a396945487696b305280c60c4078d951f,67a1378ce92de4f020d630551e281c1a396945487696b305280c60c4078d951f,True
word/footer2.xml,4544,4544,25f7a7c9ce17df6bc7fc9560787c8087a553871c3198d66ca2d9c7ee26cda3fd,25f7a7c9ce17df6bc7fc9560787c8087a553871c3198d66ca2d9c7ee26cda3fd,True
word/media/rId35.svg,226671,226671,012453debcd7994ab8b8437bd1b829a4935b26d97803963c6621ee2093bd72dd,012453debcd7994ab8b8437bd1b829a4935b26d97803963c6621ee2093bd72dd,True
word/media/rId28.svg,2982460,2982460,2f9493540f12c9c660d213ee619bc726f1e3a0e34ce52c0e59bdf6bd8102a5cd,2f9493540f12c9c660d213ee619bc726f1e3a0e34ce52c0e59bdf6bd8102a5cd,True
word/media/rId21.svg,2463966,2463966,4304aa487b3c7f6b27b533952315fc9b790d4d00334aeb519a97d28c50d98936,4304aa487b3c7f6b27b533952315fc9b790d4d00334aeb519a97d28c50d98936,True
word/media/rId263.png,85531,85531,c9638d653aeb0ea7e6ae2b67b7bbfb76479c8b7a6eb01d7dacbdbb97e917f3fb,c9638d653aeb0ea7e6ae2b67b7bbfb76479c8b7a6eb01d7dacbdbb97e917f3fb,True
word/media/rId308.png,79202,79202,6b68a01659af436ff3e2d16c71152b06b7dfbb9f9b693d712154bf99e51a9cea,6b68a01659af436ff3e2d16c71152b06b7dfbb9f9b693d712154bf99e51a9cea,True
word/media/rId296.png,81035,81035,ef576e4cf9ba7e2188475aa0e0e49a22afbea07fa12204a123c6b95eb4602788,ef576e4cf9ba7e2188475aa0e0e49a22afbea07fa12204a123c6b95eb4602788,True
word/media/rId275.png,87252,87252,6b612f9ab1059e562433a3282211ddbb93d1e67723b5a280ebee133fcd333878,6b612f9ab1059e562433a3282211ddbb93d1e67723b5a280ebee133fcd333878,True
word/media/rId266.png,83890,83890,f29540238521705dd9a5da82f691a92a9fb90df3d8d1be9c4121edc10a304ece,f29540238521705dd9a5da82f691a92a9fb90df3d8d1be9c4121edc10a304ece,True
word/media/rId287.png,80601,80601,caf9771fdb384793a1ee48db1e0c854125cba37713f3f8bfe7b6bcb4cbadc13b,caf9771fdb384793a1ee48db1e0c854125cba37713f3f8bfe7b6bcb4cbadc13b,True
word/media/rId281.png,85730,85730,43826a4ceb1920fcf0c38c6d3fd322ba1130a1bfc76143c645e7f4c5f523863d,43826a4ceb1920fcf0c38c6d3fd322ba1130a1bfc76143c645e7f4c5f523863d,True
word/media/rId305.png,92058,92058,eca42ff18f6fa50bec94518f8d061562726a50e75d8db890fbdc443b1c7f7f1e,eca42ff18f6fa50bec94518f8d061562726a50e75d8db890fbdc443b1c7f7f1e,True
word/media/rId284.png,75287,75287,2a3e088bb6e09fc7a06660f9a7f495cc25d21d1fde98fd9b29376853f21ee793,2a3e088bb6e09fc7a06660f9a7f495cc25d21d1fde98fd9b29376853f21ee793,True
word/media/rId260.png,79326,79326,4810b5c456e5ab65deb183b47b9725aa3b233592195977b5d69f6748a864ce3a,4810b5c456e5ab65deb183b47b9725aa3b233592195977b5d69f6748a864ce3a,True
word/media/rId293.png,60377,60377,9b924723a0ba026f7ffc777b8f99981220625e57886e8fbef559954c7d61f829,9b924723a0ba026f7ffc777b8f99981220625e57886e8fbef559954c7d61f829,True
word/media/rId278.png,82042,82042,88d3593f9558b02e243d9dd1d157772127575ec3ceb87366cdfcdd486b416093,88d3593f9558b02e243d9dd1d157772127575ec3ceb87366cdfcdd486b416093,True
word/media/rId269.png,65042,65042,d8fe9a8ebe403229ff1f49f283478518d38378fb608632a4bc0c076c0a76dbb7,d8fe9a8ebe403229ff1f49f283478518d38378fb608632a4bc0c076c0a76dbb7,True
word/media/rId272.png,80112,80112,d28d6a996cfb2a1d448e06302ba78418f421c95a8ee54fc373be72ea400726a0,d28d6a996cfb2a1d448e06302ba78418f421c95a8ee54fc373be72ea400726a0,True
word/media/rId299.png,73643,73643,3316dca7ebfce2c4ae79254777a4de91f1ff3a407e5bbd00f54973331dfe9107,3316dca7ebfce2c4ae79254777a4de91f1ff3a407e5bbd00f54973331dfe9107,True
word/media/rId302.png,79801,79801,ffae192a539a6f6df89683f08e0f5911e770b0b7b82c0cfc28e663741b6f155f,ffae192a539a6f6df89683f08e0f5911e770b0b7b82c0cfc28e663741b6f155f,True
word/media/rId290.png,61901,61901,2d1e9f2110a54b88cd9255732d6dff0b31f07a9f43f6128d3b10a2e17ead6f08,2d1e9f2110a54b88cd9255732d6dff0b31f07a9f43f6128d3b10a2e17ead6f08,True
word/media/image1.png,412834,412834,f2df0ce73bc31f889d457397596257e2e3f7f9c7610ccc0ec9659efc33a2f9b7,f2df0ce73bc31f889d457397596257e2e3f7f9c7610ccc0ec9659efc33a2f9b7,True
word/media/image2.png,378520,378520,a8e5892c59138ec0b4a13f272d3d05e3f67c21bc641d1194e877399564b02a70,a8e5892c59138ec0b4a13f272d3d05e3f67c21bc641d1194e877399564b02a70,True
word/media/image3.png,370048,370048,a09f9f4529c226121d23a7c2a85d966e06bee6ae67ddfebe68a781f394f27870,a09f9f4529c226121d23a7c2a85d966e06bee6ae67ddfebe68a781f394f27870,True
word/media/image4.png,591637,591637,0ae5066b9063781a0485f1b5d3888687bfd4fc419f86eda424e2333d009b1fa6,0ae5066b9063781a0485f1b5d3888687bfd4fc419f86eda424e2333d009b1fa6,True
word/media/image5.png,382236,382236,9fd4d40280b22912e5add64cd34963d986099bc2ac9ef3dd92193b492d640c3f,9fd4d40280b22912e5add64cd34963d986099bc2ac9ef3dd92193b492d640c3f,True
word/media/image6.png,495243,495243,8cb6bba7991cdca2ffcb60fd94c5dd2022d0fd1e592ab94a5de5f77115088d15,8cb6bba7991cdca2ffcb60fd94c5dd2022d0fd1e592ab94a5de5f77115088d15,True
word/media/image7.png,646476,646476,70e68224e2b514462236563f396885d82dc7c786189dad85f58b6f274565fdc1,70e68224e2b514462236563f396885d82dc7c786189dad85f58b6f274565fdc1,True
word/media/image8.png,168762,168762,406ac771d7810394aaa171616bc60127ce4e24479fc12b694a2edede1ce13689,406ac771d7810394aaa171616bc60127ce4e24479fc12b694a2edede1ce13689,True
word/media/image9.png,1335288,1335288,bdbaab25c36f9b1ed47af19164a828b21eb9154034a5864fc3bb59b841b9a93b,bdbaab25c36f9b1ed47af19164a828b21eb9154034a5864fc3bb59b841b9a93b,True
word/media/image10.png,1019941,1019941,641b5b0f929f9027d38f930a2c74345d932745345ec9404cd94b8466522990ad,641b5b0f929f9027d38f930a2c74345d932745345ec9404cd94b8466522990ad,True
word/media/image11.png,1143663,1143663,a8f3595f69ebe281c59e870629fdbde8e2cb71423af7178bef4d191a0d80a579,a8f3595f69ebe281c59e870629fdbde8e2cb71423af7178bef4d191a0d80a579,True
word/media/image12.png,607644,607644,bdfd17e6097a9925a883e2b385a6f319346df864db4c516370d5f6d07733a8fb,bdfd17e6097a9925a883e2b385a6f319346df864db4c516370d5f6d07733a8fb,True
word/media/image13.png,144287,144287,dc86d71f8a4731871bba6638fe979b0a38ad6da32e15e4f1d28d77e6a3443872,dc86d71f8a4731871bba6638fe979b0a38ad6da32e15e4f1d28d77e6a3443872,True
word/media/image14.png,189257,189257,fe8e98ad60b10b6308253c2fa676137311b245796001b97d33aa6163ec364018,fe8e98ad60b10b6308253c2fa676137311b245796001b97d33aa6163ec364018,True
word/media/image15.png,165045,165045,da4420467049b14411cbf564300b6aff329816a75d489045a0abfb4c999083c6,da4420467049b14411cbf564300b6aff329816a75d489045a0abfb4c999083c6,True
word/media/image16.png,170253,170253,4aa092ae5b952c3508e049e4452e59ec68f34d94e68ae6c95b7ab9eb9688f5a4,4aa092ae5b952c3508e049e4452e59ec68f34d94e68ae6c95b7ab9eb9688f5a4,True
word/media/image17.png,144412,144412,99283fa8c24ed435ff669e6b8328ff0b76ba28b4c88cc21dfa972464a9ed7a73,99283fa8c24ed435ff669e6b8328ff0b76ba28b4c88cc21dfa972464a9ed7a73,True
word/media/image18.png,166169,166169,2f63ea9d1590953d6301f7672c0130c43ad7fa0b1f6aaae99f653420d8ab1445,2f63ea9d1590953d6301f7672c0130c43ad7fa0b1f6aaae99f653420d8ab1445,True
word/media/image19.png,162381,162381,16bc330935c077d951d8c39144ce06b9d6287654b0a01f175f176627c2c95165,16bc330935c077d951d8c39144ce06b9d6287654b0a01f175f176627c2c95165,True
word/media/image20.png,154143,154143,84946eb024078e7ee70b67746260ce22311224057326bbdce30106812e528ff3,84946eb024078e7ee70b67746260ce22311224057326bbdce30106812e528ff3,True
word/media/image22.png,252124,252124,08ad149d4a8538efec7173f73b1f0f2dc0ceb2e8b4fcb368f910d971f7c559e8,08ad149d4a8538efec7173f73b1f0f2dc0ceb2e8b4fcb368f910d971f7c559e8,True
word/media/image23.png,64261,64261,aa5bb0381f9f8880757a46cfe210aa00b3723d3ccb587aa59dc475a75984c8f6,aa5bb0381f9f8880757a46cfe210aa00b3723d3ccb587aa59dc475a75984c8f6,True
word/media/image24.png,250151,250151,c578a78077103fa0756fe2aefbc19c1dbb44fd694f76a395ca4849a802ecd1f5,c578a78077103fa0756fe2aefbc19c1dbb44fd694f76a395ca4849a802ecd1f5,True
word/media/image25.png,227737,227737,c070b82780bdfbc9b26d090b8f232fe5acfb3afc72d027bdc97174ff529d4629,c070b82780bdfbc9b26d090b8f232fe5acfb3afc72d027bdc97174ff529d4629,True
word/media/image26.png,330229,330229,085266979acbcf2081a0bc95d98050d7071b95def61ac7bb6f060cf20a935708,085266979acbcf2081a0bc95d98050d7071b95def61ac7bb6f060cf20a935708,True
word/media/image27.png,246350,246350,18ea22e03f53a7ac6da7ce68144f544abf86e260ef0acfcd9f321c64b39a12e6,18ea22e03f53a7ac6da7ce68144f544abf86e260ef0acfcd9f321c64b39a12e6,True
word/media/image29.png,207657,207657,4be6ed86410ab60a7c4ee030dc899d4c932eaaccd738f8fbb29f8822f343248f,4be6ed86410ab60a7c4ee030dc899d4c932eaaccd738f8fbb29f8822f343248f,True
word/media/image30.png,228605,228605,1cbbf6ecead455b33f0394abc28804d17bf5ae8063cac617b3f487cfb5da42e8,1cbbf6ecead455b33f0394abc28804d17bf5ae8063cac617b3f487cfb5da42e8,True
word/media/image31.png,313419,313419,5a01c243e5bb113aa296a56c7f87a21df6567cbd10166bf2d9e3208e89e4f4ce,5a01c243e5bb113aa296a56c7f87a21df6567cbd10166bf2d9e3208e89e4f4ce,True
word/media/image32.png,99856,99856,f69bfc0cd6f58e0e34adc2f2c41fb82ec92f9af79635436b9c34e45b1f8ce78c,f69bfc0cd6f58e0e34adc2f2c41fb82ec92f9af79635436b9c34e45b1f8ce78c,True
docProps/app.xml,987,987,235e7cf90e1220b2fa36fffde87a028215c2264aa48932953100f2c3d7e6a4e2,235e7cf90e1220b2fa36fffde87a028215c2264aa48932953100f2c3d7e6a4e2,True
docProps/core.xml,1461,1461,3d1a420d219ec4b91f2b8e6af45387efe2efb2887710eafa1d8da15951d433da,3d1a420d219ec4b91f2b8e6af45387efe2efb2887710eafa1d8da15951d433da,True
docProps/custom.xml,2196,2196,23c13f1526e0fa1c8c7e0d7f16437a757bb65f186c74de675c40d48f1943cdd3,23c13f1526e0fa1c8c7e0d7f16437a757bb65f186c74de675c40d48f1943cdd3,True
word/media/nh_supplementary_figure_s1.svg,6313499,6313499,63c21b0d084b76e63e50d24f097ab3a881c7056ca4d73c7def5f7a064d1daf05,63c21b0d084b76e63e50d24f097ab3a881c7056ca4d73c7def5f7a064d1daf05,True
word/media/nh_supplementary_figure_s2.svg,150676,150676,61de5a9df7dda373d27935a9905bde99c2857c52787dafaedbb11a240efa7bbe,61de5a9df7dda373d27935a9905bde99c2857c52787dafaedbb11a240efa7bbe,True
word/media/nh_supplementary_figure_s3.svg,177168,177168,58b7263ac915e910c268d840f00cb1a036fcc7036ed7b1ef0a201bb4202117fa,58b7263ac915e910c268d840f00cb1a036fcc7036ed7b1ef0a201bb4202117fa,True
word/media/nh_supplementary_figure_s4.svg,8145,8145,11b008bda0e8cfce327a943e23107ec26d31bc7c434184f6636aec4d48861353,11b008bda0e8cfce327a943e23107ec26d31bc7c434184f6636aec4d48861353,True
word/media/nh_supplementary_figure_s5a.svg,28784,28784,ecca6b95391659817dee792c9abd35acf3a7a93aaf184203ad0c284258708b86,ecca6b95391659817dee792c9abd35acf3a7a93aaf184203ad0c284258708b86,True
word/media/nh_supplementary_figure_s5b.svg,29691,29691,62414031116e794769d6f59ba4e5ac73fd2d44d698b54ff9ef1f0c3344c5c8b5,62414031116e794769d6f59ba4e5ac73fd2d44d698b54ff9ef1f0c3344c5c8b5,True
word/media/nh_supplementary_figure_s6.svg,108600,108600,200e85cb494e28865cafe677c860ec8a6e4eb426c86c78b37819a4bd19e08653,200e85cb494e28865cafe677c860ec8a6e4eb426c86c78b37819a4bd19e08653,True
word/media/nh_supplementary_figure_s7a.svg,54914,54914,4ddf972fc4c8082594d13a3b446537ae8a525ca35077e0605967f9c4c0ce519e,4ddf972fc4c8082594d13a3b446537ae8a525ca35077e0605967f9c4c0ce519e,True
word/media/nh_supplementary_figure_s7b.svg,1238493,1238493,f12465fd629c44bbcc7f09a13fccd88b41eda9b80d1cba1310bbdab4ce52ba57,f12465fd629c44bbcc7f09a13fccd88b41eda9b80d1cba1310bbdab4ce52ba57,True
word/media/nh_supplementary_figure_s8.svg,240560,240560,a510c6bc356bba1ed748d4f0f4a308669b218af36af0b06e0fc18f82014674b3,a510c6bc356bba1ed748d4f0f4a308669b218af36af0b06e0fc18f82014674b3,True
word/media/nh_supplementary_figure_s9.svg,7423,7423,e9d44034ace69fc82f67079fdabb266827cc06e053f948bd47e90d6ce1a47e14,e9d44034ace69fc82f67079fdabb266827cc06e053f948bd47e90d6ce1a47e14,True
word/media/nh_supplementary_figure_s10.svg,57982,57982,3005cbcd8c8b7a40339542fbe776853567d0ff56ae4d98fa6d2ebee6118110d3,3005cbcd8c8b7a40339542fbe776853567d0ff56ae4d98fa6d2ebee6118110d3,True
word/media/nh_supplementary_figure_s11.svg,58495,58495,07b54b298f8c159432f08fc81b0ca2025915c1eb2128d6b02783f14987c58fb0,07b54b298f8c159432f08fc81b0ca2025915c1eb2128d6b02783f14987c58fb0,True
word/media/nh_supplementary_figure_s12.svg,29707,29707,2b955196ce35eae1c973201a00523e538a6535ac59c8abe240160611a74c8b83,2b955196ce35eae1c973201a00523e538a6535ac59c8abe240160611a74c8b83,True
word/media/nh_supplementary_figure_s13.svg,66573,66573,e9d7d60100403aea3ac25282f9be33f981b182a09e74479cd160bdc296ae63b3,e9d7d60100403aea3ac25282f9be33f981b182a09e74479cd160bdc296ae63b3,True
word/media/nh_supplementary_figure_s14.svg,12850,12850,f0f77bbd896739941d8ae63bb24ed889528a410a963c2123b07ca3a825f7ddee,f0f77bbd896739941d8ae63bb24ed889528a410a963c2123b07ca3a825f7ddee,True
word/media/nh_supplementary_figure_s15a.svg,20707,20707,a3f9bdb969c075d33adf9a0e6e751a1f967d5111856fcd0db07cbc36575a745a,a3f9bdb969c075d33adf9a0e6e751a1f967d5111856fcd0db07cbc36575a745a,True
word/media/nh_supplementary_figure_s15b.svg,1245095,1245095,0a3d0cabcd6cdb67db072cfa566448a885a774db519bea442a973896a7d616e8,0a3d0cabcd6cdb67db072cfa566448a885a774db519bea442a973896a7d616e8,True
word/media/nh_supplementary_figure_s16.svg,88725,88725,1340491390703f642e30b0284bd4e0416a704015bc717dd2a6e56a8073901799,1340491390703f642e30b0284bd4e0416a704015bc717dd2a6e56a8073901799,True
word/media/nh_supplementary_figure_s17.svg,25379,25379,ee82f8f1ef3f360a584a92712ea1e9e1e48341617d5d0e332743c72c956cdbfe,ee82f8f1ef3f360a584a92712ea1e9e1e48341617d5d0e332743c72c956cdbfe,True
