"path","bytes","sha256","observed_sha256","final_sha256","disposition"
"audit/report_harmonization/final_documents_2026_09_13/writer010c_bookmark_guard_recovery/prospective_patch_s9_break.py",5585,"df4e9e2d267e2c7b1dfcf178fc8243ce0fcb52e6888870da33fc017faedb4e27","df4e9e2d267e2c7b1dfcf178fc8243ce0fcb52e6888870da33fc017faedb4e27","df4e9e2d267e2c7b1dfcf178fc8243ce0fcb52e6888870da33fc017faedb4e27","UNCHANGED"
"audit/report_harmonization/final_documents_2026_09_13/writer010c_bookmark_guard_recovery/seal_R_session.txt",627,"753735172b9b63202c31bc77fa54ba3215b620c64b776041ebd932cae3379c31","753735172b9b63202c31bc77fa54ba3215b620c64b776041ebd932cae3379c31","753735172b9b63202c31bc77fa54ba3215b620c64b776041ebd932cae3379c31","UNCHANGED"
"audit/report_harmonization/final_documents_2026_09_13/writer010c_bookmark_guard_recovery/stopped_owner_preimage/code/patch_s9_break.py",5124,"6370bf176b1a10a7dd6fa81e6cd8282158f920d80317d589c4b2215e64affe8c","6370bf176b1a10a7dd6fa81e6cd8282158f920d80317d589c4b2215e64affe8c","6370bf176b1a10a7dd6fa81e6cd8282158f920d80317d589c4b2215e64affe8c","UNCHANGED"
"audit/report_harmonization/final_documents_2026_09_13/writer010c_bookmark_guard_recovery/stopped_owner_preimage/code/render_final.py",2166,"0a7e33dadd4d4615579ef4e9d41a7e37f671a378a96b4839d95f6325f89ab3e6","0a7e33dadd4d4615579ef4e9d41a7e37f671a378a96b4839d95f6325f89ab3e6","0a7e33dadd4d4615579ef4e9d41a7e37f671a378a96b4839d95f6325f89ab3e6","UNCHANGED"
"audit/report_harmonization/final_documents_2026_09_13/writer010c_bookmark_guard_recovery/stopped_owner_preimage/code/verify_final.R",5588,"4eaa8cf0dff122e2b574045970537818035773bf9fec82a8a1d18f552be620fe","4eaa8cf0dff122e2b574045970537818035773bf9fec82a8a1d18f552be620fe","4eaa8cf0dff122e2b574045970537818035773bf9fec82a8a1d18f552be620fe","UNCHANGED"
"audit/report_harmonization/final_documents_2026_09_13/writer010c_bookmark_guard_recovery/stopped_owner_preimage/evidence/dispatch36_preflight.csv",8733,"15daa99d437571467c14fe72d3c9e92445302e3b3714d15a1105225a2142ea06","15daa99d437571467c14fe72d3c9e92445302e3b3714d15a1105225a2142ea06","15daa99d437571467c14fe72d3c9e92445302e3b3714d15a1105225a2142ea06","UNCHANGED"
"audit/report_harmonization/final_documents_2026_09_13/writer010c_bookmark_guard_recovery/stopped_owner_preimage/evidence/in_memory_postimage_R.json",251,"2fa9d57733a7e4cbe3e99f6523c55fcb1601288f11ff2a725373db1b26f6cc76","2fa9d57733a7e4cbe3e99f6523c55fcb1601288f11ff2a725373db1b26f6cc76","2fa9d57733a7e4cbe3e99f6523c55fcb1601288f11ff2a725373db1b26f6cc76","UNCHANGED"
"audit/report_harmonization/final_documents_2026_09_13/writer010c_bookmark_guard_recovery/stopped_owner_preimage/evidence/initial_patch_preflight_stop.json",694,"fb8fe73875539ce5de087e9c6e8a875713bfbc0b10e1fde141e83b9466102a63","fb8fe73875539ce5de087e9c6e8a875713bfbc0b10e1fde141e83b9466102a63","fb8fe73875539ce5de087e9c6e8a875713bfbc0b10e1fde141e83b9466102a63","UNCHANGED"
"audit/report_harmonization/final_documents_2026_09_13/writer010c_bookmark_guard_recovery/stopped_owner_preimage/evidence/preflight_R_session.txt",642,"f7aca043ed64229551b5603e3a0ff9c5be1ac1c1062df26a76582a923dc94c28","f7aca043ed64229551b5603e3a0ff9c5be1ac1c1062df26a76582a923dc94c28","f7aca043ed64229551b5603e3a0ff9c5be1ac1c1062df26a76582a923dc94c28","UNCHANGED"
"audit/report_harmonization/final_documents_2026_09_13/writer010c_bookmark_guard_recovery/stopped_owner_preimage/evidence/preflight.json",297,"ca78d44cd2fda00ed6cbd177f54767c05483705bee24dff6de79191bff063f3f","ca78d44cd2fda00ed6cbd177f54767c05483705bee24dff6de79191bff063f3f","ca78d44cd2fda00ed6cbd177f54767c05483705bee24dff6de79191bff063f3f","UNCHANGED"
"audit/report_harmonization/final_documents_2026_09_13/writer010c_bookmark_guard_recovery/stopped_owner_preimage/evidence/prior271_preflight.csv",49894,"e82266032203d80d5f276628536c777147aadac1c97d7f35cc1779765d8168d1","e82266032203d80d5f276628536c777147aadac1c97d7f35cc1779765d8168d1","e82266032203d80d5f276628536c777147aadac1c97d7f35cc1779765d8168d1","UNCHANGED"
"audit/report_harmonization/final_documents_2026_09_13/writer010c_bookmark_guard_recovery/verify_bookmark_guard.py",3601,"93de9e5b6b061b7343fd5189bca201299e6ca266db0ab23ca1ad0206fb72c134","93de9e5b6b061b7343fd5189bca201299e6ca266db0ab23ca1ad0206fb72c134","93de9e5b6b061b7343fd5189bca201299e6ca266db0ab23ca1ad0206fb72c134","UNCHANGED"
