run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,omitted_participant,maximum_absolute_dfbeta,maximum_dfbeta_term,refit_status,refit_error
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,THUAS::THUAS_S007,0.26706101464992293,site6,PASS,
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,KNUST::KNUST_S005,0.573286965609151,site4,PASS,
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,IZTECH::IZTECH_S017,0.4415472897720796,site3,PASS,
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,RISE::RISE_S001,1.5053447001808424,site6,PASS,
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,THUAS::THUAS_S001,0.2591559270584814,photoperiod_centered_hours,PASS,
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,THUAS::THUAS_S007,0.3561169319779834,site7,PASS,
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,KNUST::KNUST_S005,0.9228151531562032,site4,PASS,
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,BAUA::BAUA_S011,0.4274975372589172,site1,PASS,
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,THUAS::THUAS_S001,0.429521257660317,photoperiod_centered_hours,PASS,
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,RISE::RISE_S001,2.3179277133340026,site5,PASS,
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,THUAS::THUAS_S007,0.2795954902562915,site6,PASS,
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,KNUST::KNUST_S005,0.7823918453155994,site4,PASS,
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,RISE::RISE_S016,0.5684706553375878,site5,PASS,
