"path","expected_sha256","current_sha256","expected_bytes","current_bytes","exists","status"
"scripts/hypotheses/H01/extract_h01_v0_results.R","a2da4fa2e9d1b9c0fda10dc6890f6fb6f8f71456d5346cbd8795fb257447a63e","a2da4fa2e9d1b9c0fda10dc6890f6fb6f8f71456d5346cbd8795fb257447a63e",15430,15430,TRUE,"PASS"
"scripts/hypotheses/H01/h01_contract.R","dfa35f7c8a1ca8a1f2132c6930a8ac219c461ffac769a7423bf85522430da81a","dfa35f7c8a1ca8a1f2132c6930a8ac219c461ffac769a7423bf85522430da81a",10553,10553,TRUE,"PASS"
"scripts/hypotheses/H01/h01_modeling.R","a8879209e0d7c42f2e0de0d459e3cfbf7218cec27afd8f39a50c846ed43f9388","a8879209e0d7c42f2e0de0d459e3cfbf7218cec27afd8f39a50c846ed43f9388",54282,54282,TRUE,"PASS"
"scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R","46a61393e97afa0a32219506b96dea8e6de31d2493cb94cbcedf3eb12b1fc5ac","46a61393e97afa0a32219506b96dea8e6de31d2493cb94cbcedf3eb12b1fc5ac",25064,25064,TRUE,"PASS"
"scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R","3b4249b57d57242e887bfab18dd86efd177e1979911678ac5df2e199680d4a5b","3b4249b57d57242e887bfab18dd86efd177e1979911678ac5df2e199680d4a5b",61648,61648,TRUE,"PASS"
"scripts/hypotheses/H01/plot_h01_l10_midpoint_gate.R","ccb37a788967913586f7d4f252909a9627a81d476454d1925369fe1c76b0d8ef","ccb37a788967913586f7d4f252909a9627a81d476454d1925369fe1c76b0d8ef",14948,14948,TRUE,"PASS"
"scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_pilot.R","69dfd1a05f0634c84fa5bcdce12c9b9f5e6d06db7910414cc51ca5f6cb41374e","69dfd1a05f0634c84fa5bcdce12c9b9f5e6d06db7910414cc51ca5f6cb41374e",16532,16532,TRUE,"PASS"
"scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_production.R","5e9b88c23d620082183b6994d4ee4653b9bca97e8cb0d6c877598780da49d915","5e9b88c23d620082183b6994d4ee4653b9bca97e8cb0d6c877598780da49d915",21750,21750,TRUE,"PASS"
"scripts/hypotheses/H01/run_h01_l10_METRIC011_point.R","d2675054ecaf8174955a57b6137601b31a62b8cbadd100ebc9969efa4a6cd546","d2675054ecaf8174955a57b6137601b31a62b8cbadd100ebc9969efa4a6cd546",5539,5539,TRUE,"PASS"
"scripts/hypotheses/H01/run_h01_models.R","c0d2df783c02aaa1c85515d729e15012369d160c112f8b9217f9216b3c58383b","c0d2df783c02aaa1c85515d729e15012369d160c112f8b9217f9216b3c58383b",34276,34276,TRUE,"PASS"
"scripts/hypotheses/H01/run_h01_response_family_bootstrap_pilot.R","2cce78139c25b1db63cb89f4788c4462ff40e088b006caa347adf84f947ff9d7","2cce78139c25b1db63cb89f4788c4462ff40e088b006caa347adf84f947ff9d7",14583,14583,TRUE,"PASS"
"scripts/hypotheses/H01/run_h01_response_family_bootstrap_production.R","1a4840b14e716f99b6cbfce9312c36e69ebff2c018272b527a7998bc11fc5b8b","1a4840b14e716f99b6cbfce9312c36e69ebff2c018272b527a7998bc11fc5b8b",22353,22353,TRUE,"PASS"
"scripts/hypotheses/H01/verify_h01_stage2_archive.R","2f311bb92aae558cdbe9d456c9a0210456b1fe4928d66c8fbd8e75848345a69a","2f311bb92aae558cdbe9d456c9a0210456b1fe4928d66c8fbd8e75848345a69a",2744,2744,TRUE,"PASS"
"artifacts/11_source_data/H01/preparation/H01_preparation_fitted_sample_support.csv","760e634fd6139b8c6561d185c95fb5c06ef5b41637c7b20f8c61b0e627ff37c7","760e634fd6139b8c6561d185c95fb5c06ef5b41637c7b20f8c61b0e627ff37c7",4818,4818,TRUE,"PASS"
"artifacts/11_source_data/H01/preparation/H01_preparation_model_frame_retention.csv","28cc582f2778c849025f2ea77fee2036ce693378630d6f7e172adc0db6bb6d5b","28cc582f2778c849025f2ea77fee2036ce693378630d6f7e172adc0db6bb6d5b",2860,2860,TRUE,"PASS"
"artifacts/06_model_data/H01/exclusion_reasons.csv","77d010744cf20d33c2c467107c7faebed8ac7ed9ad224726b3cdc22aa76d277e","77d010744cf20d33c2c467107c7faebed8ac7ed9ad224726b3cdc22aa76d277e",26060,26060,TRUE,"PASS"
"artifacts/06_model_data/H01/metric_contract.csv","006042e8589fc1892a5e26e6f148fe3a2a31e33be7406502bc682048b6cb3307","006042e8589fc1892a5e26e6f148fe3a2a31e33be7406502bc682048b6cb3307",4215,4215,TRUE,"PASS"
"artifacts/06_model_data/H01/model_rows.csv","cfb1d0c103ed16146aafc51577ddcd7780c844b2273f63117f964ddc35f8454f","cfb1d0c103ed16146aafc51577ddcd7780c844b2273f63117f964ddc35f8454f",26330516,26330516,TRUE,"PASS"
"artifacts/06_model_data/H01/sample_flow.csv","cdfbfbda8ca4579f1a4a685120439294f0964407fd2ff91ba625f10bb993ccd4","cdfbfbda8ca4579f1a4a685120439294f0964407fd2ff91ba625f10bb993ccd4",461140,461140,TRUE,"PASS"
"artifacts/09_tables/H01/H01_exact_samples_by_site.csv","938e8eda2c9a05fa32e073fe70e4e94e71b0565463e964f70d6172e063a203c6","938e8eda2c9a05fa32e073fe70e4e94e71b0565463e964f70d6172e063a203c6",200885,200885,TRUE,"PASS"
"artifacts/09_tables/H01/stage3/H01_stage3_exact_samples.csv","8c5b5430f7250693693201dd23925c76877a15bcf17c696bfd8f62f499948982","8c5b5430f7250693693201dd23925c76877a15bcf17c696bfd8f62f499948982",75990,75990,TRUE,"PASS"
"artifacts/09_tables/H01/stage3/H01_stage3_formula_manifest.csv","0ad0d83f5a1215a6709674fecdeec9e0e665de729154a0acf03653ae6810e2f2","0ad0d83f5a1215a6709674fecdeec9e0e665de729154a0acf03653ae6810e2f2",4520,4520,TRUE,"PASS"
"renv.lock","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350",603493,603493,TRUE,"PASS"
"_build/nathealth/audit/hypotheses/H01/H01_analysis_preparation_files/figure-html/fig-h01-prep-model-frame-retention-1.png","8b24308f75aa127196d50066339bdf802debec1af0265bf7a3eb03e3c191c703","8b24308f75aa127196d50066339bdf802debec1af0265bf7a3eb03e3c191c703",201849,201849,TRUE,"PASS"
"_build/nathealth/audit/hypotheses/H01/H01_analysis_preparation_files/figure-html/fig-h01-prep-sample-support-1.png","3081803661f3e21c18c4b302cfa56e5f7ab4a7d6e5f3babd5458e7617ccda597","3081803661f3e21c18c4b302cfa56e5f7ab4a7d6e5f3babd5458e7617ccda597",197195,197195,TRUE,"PASS"
"_build/nathealth/audit/hypotheses/H01/H01_analysis_preparation_files/source-data/H01_preparation_fitted_sample_support.csv","760e634fd6139b8c6561d185c95fb5c06ef5b41637c7b20f8c61b0e627ff37c7",,4818,,FALSE,"MISSING"
"_build/nathealth/audit/hypotheses/H01/H01_analysis_preparation_files/source-data/H01_preparation_model_frame_retention.csv","28cc582f2778c849025f2ea77fee2036ce693378630d6f7e172adc0db6bb6d5b",,2860,,FALSE,"MISSING"
"_build/nathealth/audit/hypotheses/H01/H01_analysis_preparation.html","5857f9e0655e5c1a8530c5794008d20dcb364749a8a7c36bd3e7815c15c36d38","5ab6587465f01f946fcf133f9f81a69168e08fa866f69830c2378e6c3cf250fe",667418,727310,TRUE,"HASH_OR_SIZE_MISMATCH"
"_build/nathealth/audit/hypotheses/H01/H01_analysis_preparation.qmd","85d51304a3a5808efa6ec4cf7bded79a07a31ff639a6643ec49be67fb8ed6dcc","85d51304a3a5808efa6ec4cf7bded79a07a31ff639a6643ec49be67fb8ed6dcc",52259,52259,TRUE,"PASS"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","ed12b6232ef60905b648707240309e6574e627995d0436a19f671fdc033ecc5f","ed12b6232ef60905b648707240309e6574e627995d0436a19f671fdc033ecc5f",55827,55827,TRUE,"PASS"
"artifacts/12_manifests/H01_l10_midpoint_noon_conversion_sensitivity_histogram_artifacts.csv","caea1db01c6dca92f2c90b3c811ebfb8ad58fb2d54713c13b5ac2eeb87b28bba","caea1db01c6dca92f2c90b3c811ebfb8ad58fb2d54713c13b5ac2eeb87b28bba",1779,1779,TRUE,"PASS"
"artifacts/12_manifests/H01_l10_midpoint_primary_16h_conversion_histogram_artifacts.csv","a977ed7a084f2453304a4cf643132acc734264e7f56fb7d61e630a9b9798043e","a977ed7a084f2453304a4cf643132acc734264e7f56fb7d61e630a9b9798043e",1798,1798,TRUE,"PASS"
"artifacts/12_manifests/H01_manuscript_prepared_data_artifacts.csv","e0d98178ede61b74353e3a654e7f1b53d7e1c915833a2cda74eea45ed02f383b","e0d98178ede61b74353e3a654e7f1b53d7e1c915833a2cda74eea45ed02f383b",6949,6949,TRUE,"PASS"
"artifacts/12_manifests/H01_model_data_artifacts.csv","25978c5d6903e6e835c1aff6a9bc2e7552b85295e8d840d3dd65bbf9b1eb6b72","25978c5d6903e6e835c1aff6a9bc2e7552b85295e8d840d3dd65bbf9b1eb6b72",3646,3646,TRUE,"PASS"
"artifacts/12_manifests/H01_model_results_artifacts.csv","eceb971726ee4a52cf4266ad1a44441c45078328c08f32c1ef1c1e83df2aee7c","eceb971726ee4a52cf4266ad1a44441c45078328c08f32c1ef1c1e83df2aee7c",418182,418182,TRUE,"PASS"
"artifacts/12_manifests/H01_reporting_artifacts.csv","dfa9e15f44f0919277264765e84b49b7be78e4822df014abed678b29a9a951b4","dfa9e15f44f0919277264765e84b49b7be78e4822df014abed678b29a9a951b4",11054,11054,TRUE,"PASS"
"artifacts/12_manifests/H01_response_family_bootstrap_pilot_artifacts.csv","95bed013ff7fbd14fe42bfbf22faa6054742f6be0ed0cf12dbd0ae454531d2df","95bed013ff7fbd14fe42bfbf22faa6054742f6be0ed0cf12dbd0ae454531d2df",9663,9663,TRUE,"PASS"
"artifacts/12_manifests/H01_response_family_bootstrap_production_artifacts.csv","55af5644f35c8e81eaed7bb3b4ec7486ce070c6e1012181afe1a5d5a985431ea","55af5644f35c8e81eaed7bb3b4ec7486ce070c6e1012181afe1a5d5a985431ea",9999,9999,TRUE,"PASS"
"artifacts/12_manifests/H01_response_family_candidate_artifacts.csv","a4af2d6dd835565937fc25af8cc22eb87ef1fd96cd9caad8fc831e51ee452768","a4af2d6dd835565937fc25af8cc22eb87ef1fd96cd9caad8fc831e51ee452768",70709,70709,TRUE,"PASS"
"artifacts/12_manifests/H01_stage3_reporting_artifacts.csv","9bf3cf607f2a333ac1dd07036e5f24894c8a581b2ef7fd62b06c350de60216bf","9bf3cf607f2a333ac1dd07036e5f24894c8a581b2ef7fd62b06c350de60216bf",29706,29706,TRUE,"PASS"
"artifacts/12_manifests/H01_v0_extraction_artifacts.csv","515fdd027ce66ff178c939ab397636a3c72c60ad685668c56070d7d08a35059a","515fdd027ce66ff178c939ab397636a3c72c60ad685668c56070d7d08a35059a",1928,1928,TRUE,"PASS"
"_build/nathealth/notebooks/hypotheses/H01.html","53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f","df78ac3c2ed91515058b6af38e01b85b4baae74118699c008a29ba4dacf4d007",1351940,1643915,TRUE,"HASH_OR_SIZE_MISMATCH"
"notebooks/hypotheses/H01.qmd","9448eacc1345a2b0bf73c988be588308d191e42d90c49d68c7f92db36ba83eeb","9448eacc1345a2b0bf73c988be588308d191e42d90c49d68c7f92db36ba83eeb",93260,93260,TRUE,"PASS"
"config/site_display_registry.csv","3d669d459ecc27d3154bbb5ff5b0d64cb510805d486b45264443228c44a6d809","3d669d459ecc27d3154bbb5ff5b0d64cb510805d486b45264443228c44a6d809",295,295,TRUE,"PASS"
"_quarto-nathealth.yml","02aed2be2851444d81cfe26a9845e830a91a851379d605252508ac4cb2c72f02","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",6526,7480,TRUE,"HASH_OR_SIZE_MISMATCH"
"scripts/pipeline/hypothesis_preparation_provenance_contract.R","6afff45a29a0bb96a49dbf46e611fce15dfd1618b4699da40d4b1f15cdbed026","6afff45a29a0bb96a49dbf46e611fce15dfd1618b4699da40d4b1f15cdbed026",13175,13175,TRUE,"PASS"
"scripts/pipeline/p_value_display.R","ea33b30d2c887b033c7e22e2358be7e403ce7116261a4d0c0fbc6bf214eeb1a2","ea33b30d2c887b033c7e22e2358be7e403ce7116261a4d0c0fbc6bf214eeb1a2",1750,1750,TRUE,"PASS"
"scripts/pipeline/paths_io.R","ad7ec3eb6fe76b0b47498d3efa0ae247ac0da3b9cd43a7d3731ea102d3bedc6c","ad7ec3eb6fe76b0b47498d3efa0ae247ac0da3b9cd43a7d3731ea102d3bedc6c",4596,4596,TRUE,"PASS"
"audit/hypotheses/H01/l10_METRIC-011/bootstrap_production/H01_METRIC-011_bootstrap_production_manifest.csv","e996dccb9556330a23c14bf2650ed7102662303dbac01a7873f5e974cc97eb57","e996dccb9556330a23c14bf2650ed7102662303dbac01a7873f5e974cc97eb57",10550,10550,TRUE,"PASS"
"audit/hypotheses/H01/l10_METRIC-011/production_integration/current_overlays/H01_model_diagnostics_current.csv","e3ec36f76431e8912a3b46ff22f2a46b2089921f9c6d35f127cbf4a0f6bf16a1","e3ec36f76431e8912a3b46ff22f2a46b2089921f9c6d35f127cbf4a0f6bf16a1",53423,53423,TRUE,"PASS"
"audit/hypotheses/H01/l10_METRIC-011/production_integration/current_overlays/H01_r2_bootstrap_audit_current.csv","dc229b82c5a27747c477c00aa7f8452d94e2e97905d1a9d54960b875a6347ac1","dc229b82c5a27747c477c00aa7f8452d94e2e97905d1a9d54960b875a6347ac1",28867,28867,TRUE,"PASS"
"audit/hypotheses/H01/l10_METRIC-011/production_integration/reporting/H01_METRIC-011_reporting_integration_manifest.csv","762794151fb5a50e3ef1964c7c05084d7a61e6c038538557b305fb3b8507633e","762794151fb5a50e3ef1964c7c05084d7a61e6c038538557b305fb3b8507633e",12706,12706,TRUE,"PASS"
