run_order,run_id,data_scenario_id,reader_scenario,placement,placement_label,sample_scenario,analytical_role,inferential_run,metric_order,metric_id,manuscript_name,response_family,response_transform,effect_scale,site,estimate_model_per_point,std_error_model_per_point,conf_low_model_per_point,conf_high_model_per_point,estimate_practical_per_point,conf_low_practical_per_point,conf_high_practical_per_point,estimate_practical_per_sd,conf_low_practical_per_sd,conf_high_practical_per_sd,effect_type,interval_method,slope_status,display_order,display_name,color_hex
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,THUAS,-0.03442297887539266,0.02923264520200451,-0.0917179106441591,0.022871952893373772,0.9237980073384854,0.8096216057913357,1.054076067459228,0.6446176491611929,0.31038263520994314,1.3387730706295364,ratio,wald_normal,PASS,2,Delft (NL),#117733
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,BAUA,0.010301720674622756,0.017097185014965228,-0.023208146191726987,0.043811587540972495,1.0240041593328724,0.9479640195987947,1.10614379517781,1.1404332949851987,0.743756158520078,1.7486754031034852,ratio,wald_normal,PASS,3,Dortmund (DE),#DDCC77
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,MPI,-0.015953425573183994,0.014701641103399726,-0.04476811264948115,0.012861261503113161,0.9639323917147622,0.902052651359006,1.0300570087534116,0.8158692576037517,0.5649263112194732,1.17828225077004,ratio,wald_normal,PASS,4,Tübingen (DE),#DDCC77
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,TUM,0.0076429364499406,0.03883284517596267,-0.06846804151216619,0.0837539144120474,1.017754277750026,0.8541456992431428,1.2127014990490719,1.1024036636845447,0.41753989690372856,2.9106053019534923,ratio,wald_normal,PASS,5,Munich (DE),#DDCC77
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,FUSPCEU,-0.04019431654980334,0.016952792315772635,-0.07342117892610509,-0.006967454173501607,0.9116028692654671,0.8444594908377844,0.9840848498589094,0.5988663384072984,0.39197501828716996,0.91495854211458,ratio,wald_normal,PASS,6,Madrid (ES),#CC6677
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,IZTECH,-0.012524700342190626,0.016251280527807298,-0.04437662487935,0.01932722419496875,0.971572692158863,0.9028661588082783,1.0455076723606243,0.8523444928311694,0.5677544960094438,1.2795867572443482,ratio,wald_normal,PASS,7,Izmir (TR),#332288
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,UCR,0.03263091428527719,0.038888228922552594,-0.04358861382547474,0.10885044239602912,1.0780301675160917,0.9045058627419537,1.2848441231235248,1.5162473548574251,0.5734902482988931,4.008797094512994,ratio,wald_normal,PASS,8,San José (CR),#44AA99
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,KNUST,0.02721987218856653,0.02507594216188073,-0.02192807132712915,0.07636781570426221,1.0646819030179469,0.9507622476573202,1.1922513303478126,1.4151215570852105,0.7560003303025497,2.648899664535658,ratio,wald_normal,PASS,9,Kumasi (GH),#AA4499
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,RISE,0.009629243848493329,0.010077310840457786,-0.010121922459818989,0.029380410156805647,1.0224197823034995,0.9769629129739336,1.0699917032300141,1.1306924019411322,0.8788730864099591,1.454664305434259,ratio,wald_normal,PASS,1,Borås (SE),#88CCEE
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,THUAS,0.009740241517329567,0.01564440846566613,-0.020922235634809563,0.04040271866946869,1.0226811273605183,0.9529667860920854,1.097495425363458,1.1322944618852033,0.7657626051511,1.6742665935782026,ratio,wald_normal,PASS,2,Delft (NL),#117733
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,BAUA,0.004232493351899756,0.009157352575431722,-0.01371558788968152,0.022180574593481033,1.0097933198473232,0.9689121727302588,1.052399358277186,1.0554735089354446,0.8394944562136316,1.3270180878728839,ratio,wald_normal,PASS,3,Dortmund (DE),#DDCC77
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,MPI,0.004395770504043892,0.007859114360221698,-0.01100781059237218,0.019799351600459966,1.01017303264972,0.9749721031216998,1.0466448759153426,1.0576740933711437,0.8689974188980808,1.2873162376097607,ratio,wald_normal,PASS,4,Tübingen (DE),#DDCC77
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,TUM,-0.002880620520618989,0.020810141018879718,-0.043667747430822884,0.03790650638958491,0.9933890750835098,0.9043410660607067,1.0912053997435383,0.9639218439260654,0.5729116452013702,1.6217951388843646,ratio,wald_normal,PASS,5,Munich (DE),#DDCC77
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,FUSPCEU,-0.011269913995937922,0.00906973812830574,-0.029046274076626886,0.006506446084751042,0.9743838699745015,0.935306011983472,1.0150944331610519,0.8660968827437042,0.6903801219733833,1.0865373819776374,ratio,wald_normal,PASS,6,Madrid (ES),#CC6677
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,IZTECH,0.009889354625259654,0.0087146747639849,-0.007191094049130839,0.026969803299650146,1.0230323207326353,0.9835782259733067,1.064069030430128,1.1344502260163822,0.9123521228304214,1.4106146991974842,ratio,wald_normal,PASS,7,Izmir (TR),#332288
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,UCR,-0.041871127468899816,0.0206615590499711,-0.08236703907129078,-0.0013752158665088568,0.9080899567870201,0.8272427333527651,0.9968384566828249,0.5861930131323783,0.3497033171509897,0.9826107783154155,ratio,wald_normal,PASS,8,San José (CR),#44AA99
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,KNUST,1.1532720847440281e-4,0.01338465684286233,-0.02611811814896334,0.026348772565912146,1.000265585972761,0.9416334589655581,1.0625485245400856,1.0014721911600826,0.7166544381015529,1.3994841814191836,ratio,wald_normal,PASS,9,Kumasi (GH),#AA4499
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,RISE,-0.07886809292086008,0.03312494312752486,-0.14379178844074636,-0.013944397400973793,0.9241618198917885,0.8660680546676757,0.9861523753735782,0.6460252786112592,0.45086669740522856,0.9256586547789575,ratio,wald_normal,PASS,1,Borås (SE),#88CCEE
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,THUAS,-0.04747000920573721,0.04959903949128041,-0.14468234027642662,0.0497423218649522,0.9536390730969986,0.8652971195015823,1.051000241698643,0.7687601372250826,0.4486478177247323,1.3172740961573803,ratio,wald_normal,PASS,2,Delft (NL),#117733
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,BAUA,0.0030501488567928024,0.029053188719053515,-0.05389305466859745,0.05999335238218306,1.003054805293889,0.9475334353606372,1.0618294878852759,1.0170409052764011,0.7418865687087615,1.3942457602457277,ratio,wald_normal,PASS,3,Dortmund (DE),#DDCC77
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,MPI,-0.03311890368837077,0.026705263685237582,-0.0854602587090818,0.019222451332340275,0.9674235225249571,0.9180896283961779,1.0194083921518053,0.832373983605772,0.622858326631764,1.1123660372824322,ratio,wald_normal,PASS,4,Tübingen (DE),#DDCC77
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,TUM,0.032022375140674054,0.06970455867053389,-0.10459604941183148,0.16864079969317958,1.0325406082880133,0.9006882826723108,1.183694878988078,1.194107263682157,0.5602089628167993,2.545286226783891,ratio,wald_normal,PASS,5,Munich (DE),#DDCC77
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,FUSPCEU,0.010883009847882891,0.03141444233302002,-0.05068816571924677,0.07245418541501254,1.0109424452157716,0.9505750462058133,1.0751435477063473,1.0621446696216965,0.7551760737319838,1.4938917405454901,ratio,wald_normal,PASS,6,Madrid (ES),#CC6677
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,IZTECH,-0.0440348710999938,0.030498666616158535,-0.1038111592441586,0.015741417044170987,0.9569205880177244,0.9013955015577862,1.0158659658159879,0.7835298210657807,0.56265014800739,1.0911202683826735,ratio,wald_normal,PASS,7,Izmir (TR),#332288
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,UCR,0.10487057935025978,0.07598486720639325,-0.04405702374432957,0.25379818244484914,1.1105668707684757,0.9568993899310781,1.2889116530185252,1.7877650583839126,0.7834336705302694,4.0796100859631705,ratio,wald_normal,PASS,8,San José (CR),#44AA99
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,KNUST,-0.03758804619283282,0.04439960491864687,-0.12460967276118809,0.04943358037552245,0.9631096158526792,0.8828414323991527,1.0506758044048337,0.812018808679457,0.5014167459011223,1.3150229844522006,ratio,wald_normal,PASS,9,Kumasi (GH),#AA4499
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,RISE,-0.03448264776727293,0.02734362980823194,-0.08807517739800338,0.019109881863457523,0.9661051036216421,0.9156920347911314,1.019293644349197,0.8261091559508256,0.6139004955977346,1.1116725632894304,ratio,wald_normal,PASS,1,Borås (SE),#88CCEE
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,THUAS,-0.013863615274587213,0.043900936791964607,-0.09990787027440719,0.07218063972523277,0.9862320420771816,0.9049207842991859,1.0748494870443246,0.9260729983252997,0.574949163771392,1.491629612262918,ratio,wald_normal,PASS,2,Delft (NL),#117733
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,BAUA,-0.001681199840478596,0.02472077182896724,-0.05013302229528673,0.046770622614329536,0.9983202125843396,0.951102898194919,1.047881621164179,0.9907296582952583,0.757502121660397,1.295765685347988,ratio,wald_normal,PASS,3,Dortmund (DE),#DDCC77
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,MPI,-0.035712372464530996,0.02233523839389368,-0.07948863530267883,0.008063890373616843,0.96491779049933,0.9235885162128991,1.0080964911082613,0.8205004314195916,0.6438082467393953,1.045685514855243,ratio,wald_normal,PASS,4,Tübingen (DE),#DDCC77
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,TUM,0.006798550945489423,0.05719257993144606,-0.10529684590307309,0.11889394779405194,1.0068217135539412,0.9000573046035436,1.1262504706077618,1.0383811220707577,0.5580382795214961,1.9321888734899797,ratio,wald_normal,PASS,5,Munich (DE),#DDCC77
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,FUSPCEU,-0.004889650801077132,0.025000282397770086,-0.05388930390403715,0.04411000230188289,0.9951222840810088,0.9475369893421313,1.0450973116755482,0.9732757015297478,0.7419019842605693,1.27680692501764,ratio,wald_normal,PASS,6,Madrid (ES),#CC6677
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,IZTECH,-0.02720880279534031,0.024915008982871172,-0.07604132307625971,0.02162371748557909,0.9731580221933511,0.9267779084539031,1.021859204368788,0.8600778039500023,0.6562215677888524,1.1272622924296771,ratio,wald_normal,PASS,7,Izmir (TR),#332288
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,UCR,0.06215781622937239,0.06130384881446354,-0.057995519560664593,0.18231115201940937,1.0641302685036729,0.9436541754126134,1.199987514335501,1.4110644936626315,0.7252158672732335,2.745531496383004,ratio,wald_normal,PASS,8,San José (CR),#44AA99
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,KNUST,-0.041924567871869003,0.03839717202931109,-0.11718164215750745,0.03333250641376945,0.9589421128886896,0.8894236216641805,1.0338942585658313,0.7927436199853984,0.5224805128976855,1.2028055238695923,ratio,wald_normal,PASS,9,Kumasi (GH),#AA4499
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,gaussian,identity,difference,RISE,0.024806799800832845,0.030589612289000218,-0.035147738586651406,0.08476133818831709,0.024806799800832845,-0.035147738586651406,0.08476133818831709,0.13742571096201733,-0.1947128611009121,0.46956428302494674,difference,wald_normal,PASS,1,Borås (SE),#88CCEE
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,gaussian,identity,difference,THUAS,0.01963687304159365,0.053353865110987296,-0.08493478101194954,0.12420852709513686,0.01963687304159365,-0.08493478101194954,0.12420852709513686,0.10878514199648107,-0.47052512858101675,0.688095412573979,difference,wald_normal,PASS,2,Delft (NL),#117733
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,gaussian,identity,difference,BAUA,-0.038301792389519015,0.027791454631078166,-0.0927720425444111,0.016168457765373068,-0.038301792389519015,-0.0927720425444111,0.016168457765373068,-0.2121858156839931,-0.5139423064008515,0.0895706750328652,difference,wald_normal,PASS,3,Dortmund (DE),#DDCC77
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,gaussian,identity,difference,MPI,-0.029883809437650025,0.023532445079784088,-0.07600655426219362,0.01623893538689357,-0.029883809437650025,-0.07600655426219362,0.01623893538689357,-0.16555153390179006,-0.42106417760925474,0.08996110980567461,difference,wald_normal,PASS,4,Tübingen (DE),#DDCC77
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,gaussian,identity,difference,TUM,0.05939530027436456,0.060971875296213195,-0.0601073793760807,0.17889797992480982,0.05939530027436456,-0.0601073793760807,0.17889797992480982,0.32904048218799314,-0.3329852867415918,0.9910662511175782,difference,wald_normal,PASS,5,Munich (DE),#DDCC77
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,gaussian,identity,difference,FUSPCEU,0.06621823784711751,0.02745614163442061,0.012405189089222439,0.12003128660501258,0.06621823784711751,0.012405189089222439,0.12003128660501258,0.366838467188604,0.06872276730138398,0.664954167075824,difference,wald_normal,PASS,6,Madrid (ES),#CC6677
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,gaussian,identity,difference,IZTECH,0.022001046454375575,0.02663708002018776,-0.030206671038503878,0.07420876394725504,0.022001046454375575,-0.030206671038503878,0.07420876394725504,0.12188228530789469,-0.1673401356317958,0.4111047062475852,difference,wald_normal,PASS,7,Izmir (TR),#332288
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,gaussian,identity,difference,UCR,0.13346976901574087,0.0655271584867208,0.005038898372519973,0.26190063965896176,0.13346976901574087,0.005038898372519973,0.26190063965896176,0.7394012144326901,0.027914692619305966,1.4508877362460741,difference,wald_normal,PASS,8,San José (CR),#44AA99
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,gaussian,identity,difference,KNUST,0.0014295781076641007,0.04245045144272309,-0.0817717778475395,0.0846309340628677,0.0014295781076641007,-0.0817717778475395,0.0846309340628677,0.007919634511456755,-0.45300259596358633,0.4688418649864998,difference,wald_normal,PASS,9,Kumasi (GH),#AA4499
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,tweedie_log,identity,ratio,RISE,-0.005461654273239325,0.008817578036767163,-0.02274378965617436,0.011820481109695706,0.994553233444274,0.9775129006085744,1.01189061907894,0.970196459112813,0.8816175232987343,1.0676752042689255,ratio,wald_normal,PASS,1,Borås (SE),#88CCEE
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,tweedie_log,identity,ratio,THUAS,0.005240628404961955,0.014405137321137268,-0.022992921936820877,0.033474178746744784,1.0052543845177284,0.9772694009233598,1.0340407431536538,1.0294577885970275,0.8804015954476031,1.2037499068414117,ratio,wald_normal,PASS,2,Delft (NL),#117733
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,tweedie_log,identity,ratio,BAUA,7.74226248896904e-4,0.00807742579875759,-0.015057237404462647,0.016605689902256453,1.0007745260394028,0.9850555559661766,1.016744330716491,1.004298301138817,0.919969564438213,1.0963570064257862,ratio,wald_normal,PASS,3,Dortmund (DE),#DDCC77
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,tweedie_log,identity,ratio,MPI,-0.0018294814093514577,0.006887631700538342,-0.01532899148118297,0.011670028662480054,0.9981721910716823,0.9847878994730656,1.0117383891109577,0.9899161514297893,0.918585616000611,1.0667856863773424,ratio,wald_normal,PASS,4,Tübingen (DE),#DDCC77
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,tweedie_log,identity,ratio,TUM,-0.015259695699649288,0.018388591525472953,-0.051300672815994715,0.02078128141669614,0.9848561434846882,0.9499929905188376,1.0209987158218927,0.918938317293172,0.7526179592074799,1.1220136599966668,ratio,wald_normal,PASS,5,Munich (DE),#DDCC77
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,tweedie_log,identity,ratio,FUSPCEU,0.00712298287549272,0.007810690530910689,-0.00818568925948026,0.0224316550104657,1.0071484116584215,0.9918477222672339,1.022685136370949,1.040249083748557,0.9556654147051907,1.1323190518237287,ratio,wald_normal,PASS,6,Madrid (ES),#CC6677
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,tweedie_log,identity,ratio,IZTECH,-0.008027056235159553,0.007650003501461793,-0.02302078757962997,0.006966675109310863,0.9920050745513872,0.9772421690627238,1.0069909988427248,0.9565056241659152,0.8802656972750909,1.0393487010719125,ratio,wald_normal,PASS,7,Izmir (TR),#332288
1,main__glasses__all_available,main,Primary dataset,glasses,Near eye,all_available,primary_near_eye,TRUE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,tweedie_log,identity,ratio,UCR,0.03284426416070168,0.018858283299161303,-0.00411729191590765,0.06980582023731101,1.0333895909136563,0.9958911725096311,1.0722999420886687,1.1995565903736771,0.9774490219242977,1.4721340767993174,ratio,wald_normal,PASS,8,San José (CR),#44AA99
