run_order,run_id,data_scenario_id,reader_scenario,placement,placement_label,sample_scenario,inferential_run,metric_order,metric_id,manuscript_name,participants,participant_days,sites,metric_support_valid_hours,metric_support_expected_hours,metric_support_missing_rows,site_levels,site_contrasts,score_center,score_participant_sd,row_key_hash,model_frame_hash
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,TRUE,2,m10_mean_medi,Brightest 10 h mean,154,902,8,,,902,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,a53255e778373e68d08ff71302616cadee864974760dd069ccfe88d52361e099,4d6ae78e79c77602ee5d5d7056624c7fd665b131c89ffdeb9d4166e3047c8a0d
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,TRUE,3,l10_mean_medi,Darkest 10 h mean,154,902,8,,,902,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,a53255e778373e68d08ff71302616cadee864974760dd069ccfe88d52361e099,91947ddf3de09d2c911fa10ea4e9cbfe73f7d632ef68cd9f1694e7b9cdefe54f
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,TRUE,4,duration_above_1000,"Time above 1,000 lx melEDI",154,902,8,20891.75,21648,0,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,a53255e778373e68d08ff71302616cadee864974760dd069ccfe88d52361e099,6ec8218af2884a787b64590eae26fbb79d9cfb2cf9c9b299358432a5ff23e338
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,TRUE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,154,818,8,10297.716666666667,10727.6,0,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,9866d96dc5cde14dd0ea6908bfe5f100ffb2ecd58e84bbe86a684fa16eec388a,f8a953cf2178d07058a2abeb2312a0255570706c8397cc8c0f1038fc417ea13d
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,TRUE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,153,743,8,2180.1,2205.5,0,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,797cba2a91bb3e82d683f6f2e082d4237fa95a4659083b6945cde91ae37a7634,30df3f2dbaf62fec792e7c9ac6b6b79e21490d90e965a1f1cf799fe021f1ff45
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,TRUE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,154,861,8,6871.416666666667,6873.866666666667,0,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,f3cac6989c6f1f291fc69c0dd96d36e988017d9c671a1430f8b6e8e31a7ebc6d,e4d9bfc259ee11a90ebaebc2332f7fd01935ceff8b24df4cb451285983f6c9a9
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,TRUE,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,154,902,8,20891.75,21648,0,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,a53255e778373e68d08ff71302616cadee864974760dd069ccfe88d52361e099,3c08272546ecef13d7ca1bb7293eab0b6f98a7f64f3231616fd9bc7fcbf13489
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,TRUE,9,dose_time_sensitive_corrected_medi,melEDI dose,154,851,8,19814.9,20424,0,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,cd7805caba6dede5d964ca1c97a5b7f3d81876d9fcdd07b3f87acf6bc6da847b,b3074758167e8280e204e026a322c61c63db0532ed89ca1d5e1af16511a58af0
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,FALSE,1,daily_geometric_mean_medi,Mean melEDI,112,643,8,14874.116666666667,15432,0,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,64013f092d80cfe82958b5fe2d6613591d6bf6b2562fe189da44e701cfb02516,d8a0ee557f3d4a12f46d829a0ca1ec19e40e60a369216ae1f9cbe6ef4b60f2b9
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,FALSE,2,m10_mean_medi,Brightest 10 h mean,112,643,8,,,643,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,64013f092d80cfe82958b5fe2d6613591d6bf6b2562fe189da44e701cfb02516,3472bd98482d3d9c5a515f8a921d46e9e09a63150670da9453939ba6b0b68f94
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,FALSE,3,l10_mean_medi,Darkest 10 h mean,112,643,8,,,643,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,64013f092d80cfe82958b5fe2d6613591d6bf6b2562fe189da44e701cfb02516,d44149a02df52fdd657d225eaa914b15f39952e7c7ce05a91bdd70ed7546d727
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,FALSE,4,duration_above_1000,"Time above 1,000 lx melEDI",112,643,8,14874.116666666667,15432,0,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,64013f092d80cfe82958b5fe2d6613591d6bf6b2562fe189da44e701cfb02516,5ba37ddd607883b878fb1b2e56a9a76454cd7a33c840f6a97229dad1e4e8b0fa
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,FALSE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,112,578,8,7172.933333333333,7477.166666666667,0,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,991170bd4b51bd6ebbb91285341801b70446bf7309787e98156e380c7e5c225a,a9c80bf1fc5a8d85f438783c64bd19c39daa795b9c1a16ba3846754164d0a4f6
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,FALSE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,110,505,8,1479.2833333333333,1499.8333333333333,0,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,64057daefd07dcf172d314765593821d787d7bc721af3e893eed25bddfd60ffd,0fe426cc723b231e30e292284969ea05ccc95e0ce98961aae2ba64d096ae3283
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,FALSE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,112,608,8,4966.2,4969.216666666666,0,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,c4ea0239b2e5ccafdc9787b87be967d8d1350c2483f8fc3ecb28506c1357b9aa,e42183fd3e69fe729c70b7d8a6fbb8d49d03c60bd4bea6c872ae00ad795df77e
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,FALSE,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,112,643,8,14874.116666666667,15432,0,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,64013f092d80cfe82958b5fe2d6613591d6bf6b2562fe189da44e701cfb02516,186f31dcc8aa96e934182285f01df5d47928df5077b516255a5a3445b8b2808e
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,FALSE,9,dose_time_sensitive_corrected_medi,melEDI dose,112,598,8,13912.883333333333,14352,0,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,8ba25bbb390c4b9f930209d44f6863deb26cf04faa9199de9d0e417884f8856d,24fb165df695e30b3ed97f3e86e3b0d1c715da0fd818f1afb631e78bd9377c88
4,main__chest__paired_common_sample,main,Primary dataset,chest,Chest,paired_common_sample,FALSE,1,daily_geometric_mean_medi,Mean melEDI,112,643,8,14873.716666666667,15432,0,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,64013f092d80cfe82958b5fe2d6613591d6bf6b2562fe189da44e701cfb02516,986a6dfe28b61930a4dca5b08fd421b0493f1526e211b612a46aa3b3550eb16f
4,main__chest__paired_common_sample,main,Primary dataset,chest,Chest,paired_common_sample,FALSE,2,m10_mean_medi,Brightest 10 h mean,112,643,8,,,643,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,64013f092d80cfe82958b5fe2d6613591d6bf6b2562fe189da44e701cfb02516,4e498c20061202a93efb6ec92045ca5a422fa9decdd3e599e78ee647b5e68adc
4,main__chest__paired_common_sample,main,Primary dataset,chest,Chest,paired_common_sample,FALSE,3,l10_mean_medi,Darkest 10 h mean,112,643,8,,,643,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,64013f092d80cfe82958b5fe2d6613591d6bf6b2562fe189da44e701cfb02516,27b01cfa659daea25ced86e05c8ce4f044767b8f16400157afc69543f093ac42
4,main__chest__paired_common_sample,main,Primary dataset,chest,Chest,paired_common_sample,FALSE,4,duration_above_1000,"Time above 1,000 lx melEDI",112,643,8,14873.716666666667,15432,0,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,64013f092d80cfe82958b5fe2d6613591d6bf6b2562fe189da44e701cfb02516,1eee23cd01c8422fac4f85ab9009fc15cd663c9bd5691712379da51a35b58895
4,main__chest__paired_common_sample,main,Primary dataset,chest,Chest,paired_common_sample,FALSE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,112,578,8,7170.2,7477.166666666667,0,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,991170bd4b51bd6ebbb91285341801b70446bf7309787e98156e380c7e5c225a,b137977cee2aa8a26762b0c8d3442b9bebef87cb65a74e5699a5d77e99f6eeda
4,main__chest__paired_common_sample,main,Primary dataset,chest,Chest,paired_common_sample,FALSE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,110,505,8,1479.1833333333334,1499.8333333333333,0,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,64057daefd07dcf172d314765593821d787d7bc721af3e893eed25bddfd60ffd,d2e8bf9fd1c55bfa959cb12db2fb0e5764c25fe31ac1f16fc267937aa1fd9520
4,main__chest__paired_common_sample,main,Primary dataset,chest,Chest,paired_common_sample,FALSE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,112,608,8,4966.766666666666,4969.216666666666,0,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,c4ea0239b2e5ccafdc9787b87be967d8d1350c2483f8fc3ecb28506c1357b9aa,1b10c8816279505de99b77571a03e18fd02f870e4454073ad79944e90c61c972
4,main__chest__paired_common_sample,main,Primary dataset,chest,Chest,paired_common_sample,FALSE,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,112,643,8,14873.716666666667,15432,0,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,64013f092d80cfe82958b5fe2d6613591d6bf6b2562fe189da44e701cfb02516,0590c2f31ddf43458188216a584f8303ad02f213046de68952fc9c4ce4a789c3
4,main__chest__paired_common_sample,main,Primary dataset,chest,Chest,paired_common_sample,FALSE,9,dose_time_sensitive_corrected_medi,melEDI dose,112,598,8,13915.166666666666,14352,0,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,8ba25bbb390c4b9f930209d44f6863deb26cf04faa9199de9d0e417884f8856d,8fe88f17eb3cd458b409c27cc70088dc436052361a36bb54173a2f1b65573a21
5,gap_timing_unaware__glasses__all_available,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,all_available,TRUE,1,daily_geometric_mean_medi,Mean melEDI,141,811,9,,,811,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.5978260869565,5.53984036898639,e3cb946628555c4b277767992c79327826b151e78d9a882a930f97da60f36b4b,f33c5876ec7ff83bcb92f92b2e9e2ac1690db1faaec92b85c7d12510d01a069e
5,gap_timing_unaware__glasses__all_available,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,all_available,TRUE,2,m10_mean_medi,Brightest 10 h mean,141,811,9,,,811,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.5978260869565,5.53984036898639,e3cb946628555c4b277767992c79327826b151e78d9a882a930f97da60f36b4b,f3bbf2d7e1393576052479fb09e24181b6074608dd87ef43566b2bdea16ea74d
5,gap_timing_unaware__glasses__all_available,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,all_available,TRUE,3,l10_mean_medi,Darkest 10 h mean,141,811,9,,,811,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.5978260869565,5.53984036898639,e3cb946628555c4b277767992c79327826b151e78d9a882a930f97da60f36b4b,6c6d7b39f583a4dfb5daba9397e05da3d711bf64ba79271835e825788fa0dec8
5,gap_timing_unaware__glasses__all_available,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,all_available,TRUE,4,duration_above_1000,"Time above 1,000 lx melEDI",141,811,9,,,811,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.5978260869565,5.53984036898639,e3cb946628555c4b277767992c79327826b151e78d9a882a930f97da60f36b4b,e0402002dd420db4203f1779080942699183aec057c263d523c039767fa84838
5,gap_timing_unaware__glasses__all_available,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,all_available,TRUE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,140,755,9,,,755,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.5978260869565,5.53984036898639,0685311f69640083b09993c0f3ec818ab040314cdc8d2ed922d83ce230dbdd71,bbeed963be0ee5ade3694da7c302f812e7c8d732dc981294290eeb229bb282a4
5,gap_timing_unaware__glasses__all_available,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,all_available,TRUE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,141,780,9,,,780,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.5978260869565,5.53984036898639,f2d1d578349c41e7e7fd61aea76d6264f96f88ce5f1f219c4541513424976ef5,d1115f6332bddd294fcf5d0d7b1377e8e70ff1bf8d5da72f7e6a767c58154868
5,gap_timing_unaware__glasses__all_available,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,all_available,TRUE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,141,790,9,,,790,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.5978260869565,5.53984036898639,5e9367064155630c75ec88613ea4ff9ad765f117fdb15dcf51c04109bd230da6,cb25a45b59a28897ae6b98177d7d1bb90be164240a3a8ad4fc4ceadd673ebaba
5,gap_timing_unaware__glasses__all_available,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,all_available,TRUE,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,141,811,9,,,811,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.5978260869565,5.53984036898639,e3cb946628555c4b277767992c79327826b151e78d9a882a930f97da60f36b4b,9c94a5cfcfe64fc209f3dd661858f36a88b90b671ea07ecd9b612481e0efeee5
5,gap_timing_unaware__glasses__all_available,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,all_available,TRUE,9,dose_time_sensitive_corrected_medi,melEDI dose,141,811,9,,,811,RISE|THUAS|BAUA|MPI|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(9),21.5978260869565,5.53984036898639,e3cb946628555c4b277767992c79327826b151e78d9a882a930f97da60f36b4b,551923e8c99a52ff0983c00cb574a4373891761d3ab1b0cf72f44dec43a32ee2
6,gap_timing_unaware__chest__all_available,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,all_available,TRUE,1,daily_geometric_mean_medi,Mean melEDI,154,897,8,,,897,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,8130bf22ac5b5844032a1a913721c84039c13c81982ca77de9ca6a1cadc4c426,be4afe7aacb14f3d952eed23e69d1ea33105add8551eda912c9a1619fbe8f8e9
6,gap_timing_unaware__chest__all_available,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,all_available,TRUE,2,m10_mean_medi,Brightest 10 h mean,154,897,8,,,897,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,8130bf22ac5b5844032a1a913721c84039c13c81982ca77de9ca6a1cadc4c426,b18bc0f018672fdcbb162884d3896bda5c8ddc55260ad4a53f4380a7f75fda1b
6,gap_timing_unaware__chest__all_available,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,all_available,TRUE,3,l10_mean_medi,Darkest 10 h mean,154,897,8,,,897,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,8130bf22ac5b5844032a1a913721c84039c13c81982ca77de9ca6a1cadc4c426,8b09e454b34986fc6f75b795863c36848c3d311b26be150d471200187ec6d895
6,gap_timing_unaware__chest__all_available,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,all_available,TRUE,4,duration_above_1000,"Time above 1,000 lx melEDI",154,897,8,,,897,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,8130bf22ac5b5844032a1a913721c84039c13c81982ca77de9ca6a1cadc4c426,ad3e4c5ecacfb8356f537f2ba2ef015afee30f3b8f250f106ae0ec800ca5aa9c
6,gap_timing_unaware__chest__all_available,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,all_available,TRUE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,153,839,8,,,839,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,c72461c5a340301968c9ca533a809e318d51862321de6ca8d142879cf4161eeb,6dee772b1a7ad53071b6c12171a50b0f318d989ba6ccdfdf7a0a4e6da47554aa
6,gap_timing_unaware__chest__all_available,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,all_available,TRUE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,154,867,8,,,867,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,1bdae35ae4ac254fbc706c6cc6bf896e1e34a249075cf59912cfa42493356177,a76080a6f31ba94a49c7621b9c267513cf89f10eb0c8f0fc0540e3b657a7d66f
6,gap_timing_unaware__chest__all_available,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,all_available,TRUE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,154,878,8,,,878,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,fd3b873824ab80303dc2297404d43ef285b31bd0dcd332e540492cb81ee66fa2,94e2cecbf370f3604919427d23369b5e169194adc9975d45edeb23d236254f37
6,gap_timing_unaware__chest__all_available,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,all_available,TRUE,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,154,897,8,,,897,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,8130bf22ac5b5844032a1a913721c84039c13c81982ca77de9ca6a1cadc4c426,6051c072effe06810b140376b822cdb7ccfc3475a3cd0774ab19e51f9f3fed99
6,gap_timing_unaware__chest__all_available,gap_timing_unaware,Gap-timing-unaware dataset,chest,Chest,all_available,TRUE,9,dose_time_sensitive_corrected_medi,melEDI dose,154,897,8,,,897,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,8130bf22ac5b5844032a1a913721c84039c13c81982ca77de9ca6a1cadc4c426,5317937d599c2726326f9597e8a3d5dc79ea4ec82535e881d1b57045967cd385
7,gap_timing_unaware__glasses__paired_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,paired_common_sample,FALSE,1,daily_geometric_mean_medi,Mean melEDI,112,640,8,,,640,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,764d389aea9d27a926994dbf1d9b46e443272175be3f7276ac73e23251e74af7,318a087b76aa330e51e78bbb2fb07a8a95e02e9088a2a1d8e3f19b90c8824f23
7,gap_timing_unaware__glasses__paired_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,paired_common_sample,FALSE,2,m10_mean_medi,Brightest 10 h mean,112,640,8,,,640,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,764d389aea9d27a926994dbf1d9b46e443272175be3f7276ac73e23251e74af7,e0920095bd24622e9dfac3de573d30ca1851037b3b3ee1e0da330dfe7f7f37f7
7,gap_timing_unaware__glasses__paired_common_sample,gap_timing_unaware,Gap-timing-unaware dataset,glasses,Near eye,paired_common_sample,FALSE,3,l10_mean_medi,Darkest 10 h mean,112,640,8,,,640,RISE|THUAS|BAUA|TUM|FUSPCEU|IZTECH|UCR|KNUST,contr.sum(8),21.5978260869565,5.53984036898639,764d389aea9d27a926994dbf1d9b46e443272175be3f7276ac73e23251e74af7,2ce598c63d5efab3b3c36f70a2abeb1796fc5d71fdfcf74e7478bd8fe963dfcd
