site,Id,position,local_date,expected_real_minutes,expected_wall_minutes,represented_wall_minutes,source_observed_real_minutes,valid_medi_real_minutes,valid_light_real_minutes,valid_paired_real_minutes,unknown_diary_state_real_minutes,missing_medi_real_minutes,missing_medi_runs,maximum_missing_medi_run_minutes,dst_fold_real_minutes,repeated_wall_real_minutes,structural_nonexistent_wall_minutes
BAUA,BAUA_S015,chest,2025-07-23,1440,1440,1440,1440,1412,1412,1412,0,28,1,28,0,0,0
BAUA,BAUA_S015,chest,2025-07-24,1440,1440,1440,1440,1377,1377,1377,0,63,1,63,0,0,0
BAUA,BAUA_S015,chest,2025-07-25,1440,1440,1440,1440,1164,1164,1164,0,276,1,276,0,0,0
BAUA,BAUA_S015,chest,2025-07-26,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
BAUA,BAUA_S015,chest,2025-07-27,1440,1440,1440,1440,1383,1383,1383,0,57,1,57,0,0,0
BAUA,BAUA_S015,chest,2025-07-28,1440,1440,1440,1440,1204,1204,1204,0,236,3,159,0,0,0
BAUA,BAUA_S016,chest,2025-07-23,1440,1440,1440,1440,1271,1271,1271,0,169,2,118,0,0,0
BAUA,BAUA_S016,chest,2025-07-24,1440,1440,1440,1440,1337,1337,1337,0,103,1,103,0,0,0
BAUA,BAUA_S016,chest,2025-07-25,1440,1440,1440,1440,1421,1421,1421,0,19,1,19,0,0,0
BAUA,BAUA_S016,chest,2025-07-26,1440,1440,1440,1440,1322,1322,1322,0,118,3,65,0,0,0
BAUA,BAUA_S016,chest,2025-07-27,1440,1440,1440,1440,1343,1343,1343,0,97,1,97,0,0,0
BAUA,BAUA_S016,chest,2025-07-28,1440,1440,1440,1440,1307,1307,1307,0,133,2,91,0,0,0
BAUA,BAUA_S017,chest,2025-09-09,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
BAUA,BAUA_S017,chest,2025-09-10,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
BAUA,BAUA_S017,chest,2025-09-11,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
BAUA,BAUA_S017,chest,2025-09-12,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
BAUA,BAUA_S017,chest,2025-09-13,1440,1440,1440,1440,1356,1356,1356,0,84,1,84,0,0,0
BAUA,BAUA_S017,chest,2025-09-14,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
BAUA,BAUA_S018,chest,2025-09-09,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
BAUA,BAUA_S018,chest,2025-09-10,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
BAUA,BAUA_S018,chest,2025-09-11,1440,1440,1440,1440,1406,1406,1406,0,34,1,34,0,0,0
BAUA,BAUA_S018,chest,2025-09-12,1440,1440,1440,1440,1351,1351,1351,0,89,1,89,0,0,0
BAUA,BAUA_S018,chest,2025-09-13,1440,1440,1440,1440,1389,1389,1389,870,51,1,51,0,0,0
BAUA,BAUA_S018,chest,2025-09-14,1440,1440,1440,1440,1440,1440,1440,1310,0,0,0,0,0,0
BAUA,BAUA_S022,chest,2025-09-24,1440,1440,1440,1440,1430,1430,1430,0,10,1,10,0,0,0
BAUA,BAUA_S022,chest,2025-09-25,1440,1440,1440,1440,1413,1413,1413,1015,27,1,27,0,0,0
BAUA,BAUA_S022,chest,2025-09-26,1440,1440,1440,1440,1440,1440,1440,1285,0,0,0,0,0,0
BAUA,BAUA_S022,chest,2025-09-27,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
BAUA,BAUA_S022,chest,2025-09-28,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
BAUA,BAUA_S022,chest,2025-09-29,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
BAUA,BAUA_S023,chest,2025-09-24,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
BAUA,BAUA_S023,chest,2025-09-25,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
BAUA,BAUA_S023,chest,2025-09-26,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
BAUA,BAUA_S023,chest,2025-09-27,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
BAUA,BAUA_S023,chest,2025-09-28,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
BAUA,BAUA_S023,chest,2025-09-29,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
BAUA,BAUA_S024,chest,2025-10-14,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
BAUA,BAUA_S024,chest,2025-10-15,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
BAUA,BAUA_S024,chest,2025-10-16,1440,1440,1440,1440,1277,1277,1277,0,163,2,141,0,0,0
BAUA,BAUA_S024,chest,2025-10-17,1440,1440,1440,1440,1426,1426,1426,0,14,1,14,0,0,0
BAUA,BAUA_S024,chest,2025-10-18,1440,1440,1440,1440,1426,1426,1426,0,14,1,14,0,0,0
BAUA,BAUA_S024,chest,2025-10-19,1440,1440,1440,1440,1413,1413,1413,0,27,1,27,0,0,0
BAUA,BAUA_S025,chest,2025-10-14,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
BAUA,BAUA_S025,chest,2025-10-15,1440,1440,1440,1440,1411,1411,1411,0,29,1,29,0,0,0
BAUA,BAUA_S025,chest,2025-10-16,1440,1440,1440,1440,1406,1406,1406,0,34,1,34,0,0,0
BAUA,BAUA_S025,chest,2025-10-17,1440,1440,1440,1440,1440,1440,1440,900,0,0,0,0,0,0
BAUA,BAUA_S025,chest,2025-10-18,1440,1440,1440,1440,1440,1440,1440,1310,0,0,0,0,0,0
BAUA,BAUA_S025,chest,2025-10-19,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S003,chest,2024-10-08,1440,1440,1440,1440,1221,1221,1221,0,219,1,219,0,0,0
FUSPCEU,FUSPCEU_S003,chest,2024-10-09,1440,1440,1440,1440,1395,1395,1395,0,45,1,45,0,0,0
FUSPCEU,FUSPCEU_S003,chest,2024-10-10,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S003,chest,2024-10-11,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S003,chest,2024-10-12,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S003,chest,2024-10-13,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S004,chest,2024-10-08,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S004,chest,2024-10-09,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S004,chest,2024-10-11,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S004,chest,2024-10-12,1440,1440,1440,1440,1278,1278,1278,0,162,1,162,0,0,0
FUSPCEU,FUSPCEU_S004,chest,2024-10-13,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S005,chest,2024-10-15,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S005,chest,2024-10-16,1440,1440,1440,1440,1289,1289,1289,0,151,2,106,0,0,0
FUSPCEU,FUSPCEU_S005,chest,2024-10-17,1440,1440,1440,1440,1309,1309,1309,0,131,1,131,0,0,0
FUSPCEU,FUSPCEU_S005,chest,2024-10-18,1440,1440,1440,1440,1439,1440,1439,0,1,1,1,0,0,0
FUSPCEU,FUSPCEU_S005,chest,2024-10-19,1440,1440,1440,1440,1337,1337,1337,945,103,1,103,0,0,0
FUSPCEU,FUSPCEU_S005,chest,2024-10-20,1440,1440,1440,1440,1437,1437,1437,1266,3,1,3,0,0,0
FUSPCEU,FUSPCEU_S006,chest,2024-10-15,1440,1440,1440,1440,1368,1368,1368,0,72,1,72,0,0,0
FUSPCEU,FUSPCEU_S006,chest,2024-10-16,1440,1440,1440,1440,1398,1398,1398,0,42,1,42,0,0,0
FUSPCEU,FUSPCEU_S006,chest,2024-10-17,1440,1440,1440,1440,1419,1419,1419,0,21,1,21,0,0,0
FUSPCEU,FUSPCEU_S006,chest,2024-10-18,1440,1440,1440,1440,1369,1369,1369,0,71,1,71,0,0,0
FUSPCEU,FUSPCEU_S006,chest,2024-10-19,1440,1440,1440,1440,1384,1384,1384,0,56,1,56,0,0,0
FUSPCEU,FUSPCEU_S007,chest,2024-10-22,1440,1440,1440,1440,1385,1385,1385,0,55,2,30,0,0,0
FUSPCEU,FUSPCEU_S007,chest,2024-10-23,1440,1440,1440,1440,1425,1425,1425,0,15,1,15,0,0,0
FUSPCEU,FUSPCEU_S007,chest,2024-10-24,1440,1440,1440,1440,1338,1338,1338,0,102,1,102,0,0,0
FUSPCEU,FUSPCEU_S007,chest,2024-10-25,1440,1440,1440,1440,1406,1406,1406,0,34,1,34,0,0,0
FUSPCEU,FUSPCEU_S007,chest,2024-10-26,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S007,chest,2024-10-27,1500,1440,1440,1500,1365,1365,1365,0,135,1,135,120,60,0
FUSPCEU,FUSPCEU_S008,chest,2024-10-22,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S008,chest,2024-10-23,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S008,chest,2024-10-24,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S008,chest,2024-10-25,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S008,chest,2024-10-26,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S008,chest,2024-10-27,1500,1440,1440,1500,1500,1500,1500,0,0,0,0,120,60,0
FUSPCEU,FUSPCEU_S009,chest,2024-11-04,1440,1440,1440,1440,1440,1440,1440,1330,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S009,chest,2024-11-05,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S009,chest,2024-11-06,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S009,chest,2024-11-07,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S009,chest,2024-11-08,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S009,chest,2024-11-09,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S009,chest,2024-11-10,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S010,chest,2024-11-04,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S010,chest,2024-11-05,1440,1440,1440,1440,1413,1413,1413,0,27,1,27,0,0,0
FUSPCEU,FUSPCEU_S010,chest,2024-11-06,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S010,chest,2024-11-07,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S011,chest,2024-11-12,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S011,chest,2024-11-13,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S011,chest,2024-11-14,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S011,chest,2024-11-16,1440,1440,1440,1440,1286,1286,1286,840,154,2,150,0,0,0
FUSPCEU,FUSPCEU_S011,chest,2024-11-17,1440,1440,1440,1440,1440,1440,1440,1230,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S012,chest,2024-12-03,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S012,chest,2024-12-04,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S012,chest,2024-12-05,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S012,chest,2024-12-06,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S012,chest,2024-12-07,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S012,chest,2024-12-08,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S013,chest,2024-11-19,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S013,chest,2024-11-20,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S013,chest,2024-11-21,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S013,chest,2024-11-22,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S013,chest,2024-11-23,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S013,chest,2024-11-24,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S014,chest,2024-11-20,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S014,chest,2024-11-21,1440,1440,1440,1440,1408,1408,1408,0,32,1,32,0,0,0
FUSPCEU,FUSPCEU_S014,chest,2024-11-22,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S014,chest,2024-11-23,1440,1440,1440,1440,1319,1319,1319,0,121,1,121,0,0,0
FUSPCEU,FUSPCEU_S014,chest,2024-11-24,1440,1440,1440,1440,1241,1241,1241,0,199,4,74,0,0,0
FUSPCEU,FUSPCEU_S015,chest,2024-11-26,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S015,chest,2024-11-27,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S015,chest,2024-11-28,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S015,chest,2024-11-29,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S015,chest,2024-11-30,1440,1440,1440,1440,1282,1282,1282,0,158,2,139,0,0,0
FUSPCEU,FUSPCEU_S015,chest,2024-12-01,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S016,chest,2024-11-26,1440,1440,1440,1440,1392,1392,1392,1320,48,2,27,0,0,0
FUSPCEU,FUSPCEU_S016,chest,2024-11-27,1440,1440,1440,1440,1369,1369,1369,0,71,1,71,0,0,0
FUSPCEU,FUSPCEU_S016,chest,2024-11-29,1440,1440,1440,1440,1238,1238,1238,0,202,3,120,0,0,0
FUSPCEU,FUSPCEU_S016,chest,2024-11-30,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S016,chest,2024-12-01,1440,1440,1440,1440,1338,1338,1338,0,102,1,102,0,0,0
FUSPCEU,FUSPCEU_S017,chest,2024-12-03,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S017,chest,2024-12-04,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S017,chest,2024-12-05,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S017,chest,2024-12-06,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S017,chest,2024-12-07,1440,1440,1440,1440,1239,1239,1239,0,201,1,201,0,0,0
FUSPCEU,FUSPCEU_S017,chest,2024-12-08,1440,1440,1440,1440,1299,1299,1299,0,141,1,141,0,0,0
FUSPCEU,FUSPCEU_S018,chest,2024-12-10,1440,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S018,chest,2024-12-11,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S018,chest,2024-12-12,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S018,chest,2024-12-13,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S018,chest,2024-12-14,1440,1440,1440,1440,1301,1301,1301,0,139,1,139,0,0,0
FUSPCEU,FUSPCEU_S018,chest,2024-12-15,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S019,chest,2024-12-10,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S019,chest,2024-12-11,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S019,chest,2024-12-12,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S019,chest,2024-12-13,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S019,chest,2024-12-14,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S019,chest,2024-12-15,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S020,chest,2025-01-21,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S020,chest,2025-01-22,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S020,chest,2025-01-23,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S020,chest,2025-01-24,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S020,chest,2025-01-25,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S020,chest,2025-01-26,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S022,chest,2025-01-28,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S022,chest,2025-01-29,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S022,chest,2025-01-30,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S022,chest,2025-01-31,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S022,chest,2025-02-01,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S022,chest,2025-02-02,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
FUSPCEU,FUSPCEU_S023,chest,2025-01-28,1440,1440,1440,1440,1440,1440,1440,0,0,0,0,0,0,0
