site,Id,position,local_date,profile_variant,timing_threshold_observed,first_timing_left_censored,last_timing_right_censored,strict_first_boundary_gap,strict_last_boundary_gap,timing_circular_resultant,longest_bout_censored,longest_bout_observed_h,longest_bout_observed_lower_bound_h,longest_bout_possible_h,longest_bout_possible_upper_bound_h,longest_bout_exact_only_sensitivity_h,longest_bout_exact_identifiable,longest_bout_missing_invalid_breaks_runs,longest_bout_observed_value_interpretation,longest_bout_possible_bound_interpretation,longest_bout_winning_observed_runs,longest_bout_winner_onset_utc,longest_bout_winner_offset_utc,longest_bout_winner_selection_rule,longest_bout_day_boundary_contact,longest_bout_selected_winner_day_boundary_contact,longest_bout_any_winning_run_day_boundary_contact,longest_bout_censor_reason,m10_tied_windows,m10_tie_resultant,l10_tied_windows,l10_tie_resultant,structural_nonexistent_wall_minutes,dst_fold_wall_minutes,maximum_true_minutes_per_wall_minute
BAUA,BAUA_S007,glasses,2025-06-30,pooled,TRUE,FALSE,FALSE,FALSE,TRUE,0.5986909265607113,TRUE,1.0166666666666666,1.0166666666666666,1.1833333333333333,1.1833333333333333,,FALSE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-30T14:24:00Z,2025-06-30T15:25:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,1,1,1,0.9999999999999999,0,0,1
BAUA,BAUA_S009,glasses,2025-06-25,pooled,TRUE,FALSE,TRUE,FALSE,TRUE,0.6714395476334353,FALSE,3.8833333333333333,3.8833333333333333,3.8833333333333333,3.8833333333333333,3.8833333333333333,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-25T12:45:00Z,2025-06-25T16:38:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,1,0,0,1
BAUA,BAUA_S009,glasses,2025-06-26,pooled,TRUE,FALSE,FALSE,FALSE,TRUE,0.8096252053133683,TRUE,1.5333333333333334,1.5333333333333334,1.5833333333333333,1.5833333333333333,,FALSE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-26T15:46:00Z,2025-06-26T17:18:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,1,1,1,1,0,0,1
BAUA,BAUA_S009,glasses,2025-06-27,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.6771896747499618,TRUE,0.5,0.5,0.6,0.6,,FALSE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-27T09:19:00Z,2025-06-27T09:49:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,1,1,41,0.9986678310921193,0,0,1
BAUA,BAUA_S009,glasses,2025-06-28,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.7077269366230015,FALSE,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9833333333333333,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-28T17:10:00Z,2025-06-28T18:09:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,0.9999999999999999,0,0,1
BAUA,BAUA_S009,glasses,2025-06-29,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.5584098974065703,FALSE,4.966666666666667,4.966666666666667,4.966666666666667,4.966666666666667,4.966666666666667,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-29T14:03:00Z,2025-06-29T19:01:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,1,0,0,1
BAUA,BAUA_S009,glasses,2025-06-30,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.5045216364057643,FALSE,4,4,4,4,4,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-30T14:22:00Z,2025-06-30T18:22:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,0.9999999999999999,0,0,1
BAUA,BAUA_S011,glasses,2025-06-25,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.9949315592989767,FALSE,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-25T14:49:00Z,2025-06-25T16:09:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,1,0,0,1
BAUA,BAUA_S011,glasses,2025-06-26,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-26T12:58:00Z,2025-06-26T12:59:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,0.9999999999999999,0,0,1
BAUA,BAUA_S011,glasses,2025-06-27,pooled,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,0,0,0,0,0,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,0,,,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,1,0,0,1
BAUA,BAUA_S011,glasses,2025-06-28,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-28T08:39:00Z,2025-06-28T08:40:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,1,0,0,1
BAUA,BAUA_S011,glasses,2025-06-29,pooled,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,0,0,0,0,0,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,0,,,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,0.9999999999999999,1,0.9999999999999999,0,0,1
BAUA,BAUA_S011,glasses,2025-06-30,pooled,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,0,0,0,0,0,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,0,,,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,0.9999999999999999,1,1,0,0,1
BAUA,BAUA_S012,glasses,2025-07-16,pooled,TRUE,FALSE,TRUE,FALSE,TRUE,0.527656698670407,TRUE,1.5166666666666666,1.5166666666666666,3.683333333333333,3.683333333333333,,FALSE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-07-16T15:37:00Z,2025-07-16T17:08:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,1,1,1,0.9999999999999999,0,0,1
BAUA,BAUA_S012,glasses,2025-07-17,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.43327395345773134,FALSE,10.783333333333333,10.783333333333333,10.783333333333333,10.783333333333333,10.783333333333333,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-07-17T08:53:00Z,2025-07-17T19:40:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,0.9999999999999999,1,1,0,0,1
