site,Id,position,local_date,profile_variant,analysis_unit,metric,value,units,state_domain,estimable,failure_reason,ordinary_support,relevance_support,valid_minutes,expected_minutes,descriptive_nonconfirmatory,left_censored,right_censored,any_censored,state_domain_complete,medi_profile_support,light_profile_support,minimum_support,passes_ordinary_support,passes_medi_profile_support,passes_light_profile_support,support_threshold_enforced,ratio_scaled_or_weighted,estimate_interpretation,missing_invalid_breaks_runs,exact_identifiable
BAUA,BAUA_S001,glasses,2025-06-13,pooled,participant_day,dose_observed_medi,11666.016499999994,lx_h,full_day_hybrid,TRUE,,0.9187500000000044,0.7903972018763836,1323,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-14,pooled,participant_day,dose_observed_medi,9472.70891666666,lx_h,full_day_hybrid,TRUE,,0.8819444444444507,0.708572017384987,1270,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-15,pooled,participant_day,dose_observed_medi,1517.233916666667,lx_h,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-16,pooled,participant_day,dose_observed_medi,10869.578055555552,lx_h,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-11,pooled,participant_day,dose_time_sensitive_corrected_medi,43937.06713631846,lx_h,full_day_hybrid,TRUE,,0.981250000000001,0.9953812518527931,1413,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-12,pooled,participant_day,dose_time_sensitive_corrected_medi,,lx_h,full_day_hybrid,FALSE,low_relevance_coverage,0.91805555555556,0.7932461572704855,1322,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-13,pooled,participant_day,dose_time_sensitive_corrected_medi,,lx_h,full_day_hybrid,FALSE,low_relevance_coverage,0.9187500000000044,0.7903972018763836,1323,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-14,pooled,participant_day,dose_time_sensitive_corrected_medi,,lx_h,full_day_hybrid,FALSE,low_relevance_coverage,0.8819444444444507,0.708572017384987,1270,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-15,pooled,participant_day,dose_time_sensitive_corrected_medi,1517.233916666667,lx_h,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-16,pooled,participant_day,dose_time_sensitive_corrected_medi,10869.578055555552,lx_h,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-11,pooled,participant_day,duration_above_1000,3.033333333333333,h,full_day_hybrid,TRUE,,0.98125,0.9953812518527931,1413,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-12,pooled,participant_day,duration_above_1000,1.2333333333333334,h,full_day_hybrid,TRUE,,0.9180555555555555,0.7932461572704855,1322,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-13,pooled,participant_day,duration_above_1000,2.5,h,full_day_hybrid,TRUE,,0.91875,0.7903972018763836,1323,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-14,pooled,participant_day,duration_above_1000,1.95,h,full_day_hybrid,TRUE,,0.8819444444444444,0.708572017384987,1270,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-15,pooled,participant_day,duration_above_1000,0,h,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-16,pooled,participant_day,duration_above_1000,3.6,h,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-11,pooled,participant_day,duration_above_250_full_day,8.733333333333333,h,full_day_hybrid,TRUE,,0.98125,0.9925552310777436,1413,1440,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-12,pooled,participant_day,duration_above_250_full_day,5.633333333333334,h,full_day_hybrid,TRUE,,0.9180555555555555,0.8111670938889228,1322,1440,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-13,pooled,participant_day,duration_above_250_full_day,6.433333333333334,h,full_day_hybrid,TRUE,,0.91875,0.8074672916240785,1323,1440,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-14,pooled,participant_day,duration_above_250_full_day,3.283333333333333,h,full_day_hybrid,TRUE,,0.8819444444444444,0.7301704700164616,1270,1440,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-15,pooled,participant_day,duration_above_250_full_day,0.6666666666666666,h,full_day_hybrid,TRUE,,1,1,1440,1440,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-16,pooled,participant_day,duration_above_250_full_day,8.366666666666667,h,full_day_hybrid,TRUE,,1,1,1440,1440,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-11,pooled,participant_day,duration_above_250_wake,8.216666666666667,h,wake,TRUE,,0.9972183588317107,0.9383559080416064,717,719,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-12,pooled,participant_day,duration_above_250_wake,5.366666666666666,h,wake,TRUE,,0.8457516339869281,0.7576478783055803,647,765,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-13,pooled,participant_day,duration_above_250_wake,5.75,h,wake,TRUE,,0.8397260273972603,0.750661569909821,613,730,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-14,pooled,participant_day,duration_above_250_wake,,h,wake,FALSE,incomplete_state_domain,,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-15,pooled,participant_day,duration_above_250_wake,,h,wake,FALSE,incomplete_state_domain,,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-16,pooled,participant_day,duration_above_250_wake,8.366666666666667,h,wake,TRUE,,1,0.9999172901576794,1055,1055,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-11,pooled,participant_day,duration_below_10_pre_sleep,0.18333333333333332,h,pre-sleep,TRUE,,0.8611111111111112,0.6867205929796765,155,180,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-12,pooled,participant_day,duration_below_10_pre_sleep,0.4166666666666667,h,pre-sleep,TRUE,,1,0.5758502917617443,180,180,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-13,pooled,participant_day,duration_below_10_pre_sleep,0.08333333333333333,h,pre-sleep,TRUE,,1,0.6743021023039281,180,180,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-14,pooled,participant_day,duration_below_10_pre_sleep,,h,pre-sleep,FALSE,incomplete_state_domain,,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-15,pooled,participant_day,duration_below_10_pre_sleep,,h,pre-sleep,FALSE,incomplete_state_domain,1,,170,170,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-16,pooled,participant_day,duration_below_10_pre_sleep,0.16666666666666666,h,pre-sleep,TRUE,,1,0.0031968142613156597,10,10,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-11,pooled,participant_day,duration_below_1_sleep_environment,7.35,h,sleep,TRUE,,1,0,541,541,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-12,pooled,participant_day,duration_below_1_sleep_environment,7.133333333333334,h,sleep,TRUE,,1,0,495,495,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-13,pooled,participant_day,duration_below_1_sleep_environment,7.25,h,sleep,TRUE,,1,0,530,530,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-14,pooled,participant_day,duration_below_1_sleep_environment,,h,sleep,FALSE,incomplete_state_domain,1,,296,296,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-15,pooled,participant_day,duration_below_1_sleep_environment,,h,sleep,FALSE,incomplete_state_domain,,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-16,pooled,participant_day,duration_below_1_sleep_environment,4.8,h,sleep,TRUE,,1,0,375,375,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-11,pooled,participant_day,first_timing_above_250,430,clock_minute,full_day_hybrid,TRUE,,0.98125,1,1413,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-12,pooled,participant_day,first_timing_above_250,428,clock_minute,full_day_hybrid,TRUE,,0.9180555555555555,1,1322,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-13,pooled,participant_day,first_timing_above_250,368,clock_minute,full_day_hybrid,TRUE,,0.91875,1,1323,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-14,pooled,participant_day,first_timing_above_250,387,clock_minute,full_day_hybrid,TRUE,,0.8819444444444444,1,1270,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-15,pooled,participant_day,first_timing_above_250,673,clock_minute,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-16,pooled,participant_day,first_timing_above_250,443,clock_minute,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-11,pooled,participant_day,l10_mean_medi,0.21177442158005064,lx,full_day_hybrid,TRUE,,0.9583333333333334,0.9821395725838276,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-12,pooled,participant_day,l10_mean_medi,0.3114566678257259,lx,full_day_hybrid,TRUE,,1,1.0000000000000009,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-13,pooled,participant_day,l10_mean_medi,0.3125575983345047,lx,full_day_hybrid,TRUE,,1,1.000000000000001,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-14,pooled,participant_day,l10_mean_medi,0.3200118086696597,lx,full_day_hybrid,TRUE,,1,1.0000000000000016,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-15,pooled,participant_day,l10_mean_medi,0.146809184568951,lx,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-16,pooled,participant_day,l10_mean_medi,0.3131496146086895,lx,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-11,pooled,participant_day,l10_midpoint,53,clock_minute,full_day_hybrid,TRUE,,0.9583333333333334,0.9821395725838276,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-12,pooled,participant_day,l10_midpoint,71,clock_minute,full_day_hybrid,TRUE,,1,1.0000000000000009,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-13,pooled,participant_day,l10_midpoint,103,clock_minute,full_day_hybrid,TRUE,,1,1.000000000000001,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-14,pooled,participant_day,l10_midpoint,62,clock_minute,full_day_hybrid,TRUE,,1,1.0000000000000016,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-15,pooled,participant_day,l10_midpoint,160,clock_minute,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-16,pooled,participant_day,l10_midpoint,77,clock_minute,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-11,pooled,participant_day,l10_offset,353,clock_minute,full_day_hybrid,TRUE,,0.9583333333333334,0.9821395725838276,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-12,pooled,participant_day,l10_offset,371,clock_minute,full_day_hybrid,TRUE,,1,1.0000000000000009,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-13,pooled,participant_day,l10_offset,403,clock_minute,full_day_hybrid,TRUE,,1,1.000000000000001,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-14,pooled,participant_day,l10_offset,362,clock_minute,full_day_hybrid,TRUE,,1,1.0000000000000016,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-15,pooled,participant_day,l10_offset,460,clock_minute,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-16,pooled,participant_day,l10_offset,377,clock_minute,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-11,pooled,participant_day,l10_onset,1193,clock_minute,full_day_hybrid,TRUE,,0.9583333333333334,0.9821395725838276,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-12,pooled,participant_day,l10_onset,1211,clock_minute,full_day_hybrid,TRUE,,1,1.0000000000000009,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-13,pooled,participant_day,l10_onset,1243,clock_minute,full_day_hybrid,TRUE,,1,1.000000000000001,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-14,pooled,participant_day,l10_onset,1202,clock_minute,full_day_hybrid,TRUE,,1,1.0000000000000016,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-15,pooled,participant_day,l10_onset,1300,clock_minute,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-16,pooled,participant_day,l10_onset,1217,clock_minute,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-11,pooled,participant_day,last_timing_above_250,1150,clock_minute,full_day_hybrid,TRUE,,0.98125,0.8177521286413802,1413,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-12,pooled,participant_day,last_timing_above_250,1242,clock_minute,full_day_hybrid,TRUE,,0.9180555555555555,1,1322,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-13,pooled,participant_day,last_timing_above_250,1249,clock_minute,full_day_hybrid,TRUE,,0.91875,1,1323,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-14,pooled,participant_day,last_timing_above_250,1118,clock_minute,full_day_hybrid,TRUE,,0.8819444444444444,1,1270,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-15,pooled,participant_day,last_timing_above_250,743,clock_minute,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-16,pooled,participant_day,last_timing_above_250,1174,clock_minute,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-11,pooled,participant_day,longest_bout_above_250,2.25,h,full_day_hybrid,TRUE,,0.98125,0.9925552310777436,1413,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,observed_lower_bound,TRUE,TRUE
BAUA,BAUA_S001,glasses,2025-06-12,pooled,participant_day,longest_bout_above_250,1.4,h,full_day_hybrid,TRUE,,0.9180555555555555,0.8111670938889228,1322,1440,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,observed_lower_bound,TRUE,FALSE
BAUA,BAUA_S001,glasses,2025-06-13,pooled,participant_day,longest_bout_above_250,1.6,h,full_day_hybrid,TRUE,,0.91875,0.8074672916240785,1323,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,observed_lower_bound,TRUE,TRUE
BAUA,BAUA_S001,glasses,2025-06-14,pooled,participant_day,longest_bout_above_250,1.0833333333333333,h,full_day_hybrid,TRUE,,0.8819444444444444,0.7301704700164616,1270,1440,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,observed_lower_bound,TRUE,FALSE
BAUA,BAUA_S001,glasses,2025-06-15,pooled,participant_day,longest_bout_above_250,0.26666666666666666,h,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,observed_lower_bound,TRUE,TRUE
BAUA,BAUA_S001,glasses,2025-06-16,pooled,participant_day,longest_bout_above_250,1.2833333333333334,h,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,observed_lower_bound,TRUE,TRUE
BAUA,BAUA_S001,glasses,2025-06-11,pooled,participant_day,longest_bout_above_250_exact_only_sensitivity,2.25,h,full_day_hybrid,TRUE,,0.98125,0.9925552310777436,1413,1440,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,exact_only_sensitivity,TRUE,TRUE
BAUA,BAUA_S001,glasses,2025-06-12,pooled,participant_day,longest_bout_above_250_exact_only_sensitivity,,h,full_day_hybrid,FALSE,not_exactly_identifiable_due_to_missing_or_invalid_minutes,0.9180555555555555,0.8111670938889228,1322,1440,TRUE,FALSE,FALSE,TRUE,,,,,,,,,,exact_only_sensitivity,TRUE,FALSE
BAUA,BAUA_S001,glasses,2025-06-13,pooled,participant_day,longest_bout_above_250_exact_only_sensitivity,1.6,h,full_day_hybrid,TRUE,,0.91875,0.8074672916240785,1323,1440,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,exact_only_sensitivity,TRUE,TRUE
BAUA,BAUA_S001,glasses,2025-06-14,pooled,participant_day,longest_bout_above_250_exact_only_sensitivity,,h,full_day_hybrid,FALSE,not_exactly_identifiable_due_to_missing_or_invalid_minutes,0.8819444444444444,0.7301704700164616,1270,1440,TRUE,FALSE,FALSE,TRUE,,,,,,,,,,exact_only_sensitivity,TRUE,FALSE
BAUA,BAUA_S001,glasses,2025-06-15,pooled,participant_day,longest_bout_above_250_exact_only_sensitivity,0.26666666666666666,h,full_day_hybrid,TRUE,,1,1,1440,1440,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,exact_only_sensitivity,TRUE,TRUE
BAUA,BAUA_S001,glasses,2025-06-16,pooled,participant_day,longest_bout_above_250_exact_only_sensitivity,1.2833333333333334,h,full_day_hybrid,TRUE,,1,1,1440,1440,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,exact_only_sensitivity,TRUE,TRUE
BAUA,BAUA_S001,glasses,2025-06-11,pooled,participant_day,m10_mean_medi,730.4198001236953,lx,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-12,pooled,participant_day,m10_mean_medi,291.4259628113765,lx,full_day_hybrid,TRUE,,0.8216666666666667,0.8004703706933844,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-13,pooled,participant_day,m10_mean_medi,409.60006233040355,lx,full_day_hybrid,TRUE,,0.8283333333333334,0.8008655652434257,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-14,pooled,participant_day,m10_mean_medi,202.69078847939392,lx,full_day_hybrid,TRUE,,0.835,0.8000151730015418,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-15,pooled,participant_day,m10_mean_medi,123.68912662725513,lx,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-16,pooled,participant_day,m10_mean_medi,638.1858275026842,lx,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-11,pooled,participant_day,m10_midpoint,807,clock_minute,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-12,pooled,participant_day,m10_midpoint,707,clock_minute,full_day_hybrid,TRUE,,0.8216666666666667,0.8004703706933844,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-13,pooled,participant_day,m10_midpoint,690,clock_minute,full_day_hybrid,TRUE,,0.8283333333333334,0.8008655652434257,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-14,pooled,participant_day,m10_midpoint,671,clock_minute,full_day_hybrid,TRUE,,0.835,0.8000151730015418,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-15,pooled,participant_day,m10_midpoint,843,clock_minute,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-16,pooled,participant_day,m10_midpoint,774,clock_minute,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-11,pooled,participant_day,m10_offset,1107,clock_minute,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-12,pooled,participant_day,m10_offset,1007,clock_minute,full_day_hybrid,TRUE,,0.8216666666666667,0.8004703706933844,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-13,pooled,participant_day,m10_offset,990,clock_minute,full_day_hybrid,TRUE,,0.8283333333333334,0.8008655652434257,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-14,pooled,participant_day,m10_offset,971,clock_minute,full_day_hybrid,TRUE,,0.835,0.8000151730015418,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-15,pooled,participant_day,m10_offset,1143,clock_minute,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,glasses,2025-06-16,pooled,participant_day,m10_offset,1074,clock_minute,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
