site,Id,position,local_date,profile_variant,analysis_unit,metric,value,units,state_domain,estimable,failure_reason,ordinary_support,relevance_support,valid_minutes,expected_minutes,descriptive_nonconfirmatory,left_censored,right_censored,any_censored,state_domain_complete,medi_profile_support,light_profile_support,minimum_support,passes_ordinary_support,passes_medi_profile_support,passes_light_profile_support,support_threshold_enforced,ratio_scaled_or_weighted,estimate_interpretation,missing_invalid_breaks_runs,exact_identifiable
BAUA,BAUA_S001,chest,2025-06-13,pooled,participant_day,dose_time_sensitive_corrected_medi,,lx_h,full_day_hybrid,FALSE,low_relevance_coverage,0.9187500000000044,0.7929372013036307,1323,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-14,pooled,participant_day,dose_time_sensitive_corrected_medi,,lx_h,full_day_hybrid,FALSE,low_relevance_coverage,0.8819444444444507,0.7279650119427035,1270,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-15,pooled,participant_day,dose_time_sensitive_corrected_medi,16.87861111111111,lx_h,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-16,pooled,participant_day,dose_time_sensitive_corrected_medi,11423.13769444443,lx_h,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-11,pooled,participant_day,duration_above_1000,3.533333333333333,h,full_day_hybrid,TRUE,,0.98125,0.9961480120522128,1413,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-12,pooled,participant_day,duration_above_1000,1.3166666666666667,h,full_day_hybrid,TRUE,,0.9180555555555555,0.8071562979306165,1322,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-13,pooled,participant_day,duration_above_1000,2.1166666666666667,h,full_day_hybrid,TRUE,,0.91875,0.7929372013036307,1323,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-14,pooled,participant_day,duration_above_1000,2.7,h,full_day_hybrid,TRUE,,0.8819444444444444,0.7279650119427035,1270,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-15,pooled,participant_day,duration_above_1000,0,h,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-16,pooled,participant_day,duration_above_1000,2.1666666666666665,h,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-11,pooled,participant_day,duration_above_250_full_day,7.9,h,full_day_hybrid,TRUE,,0.98125,0.9931031313447327,1413,1440,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-12,pooled,participant_day,duration_above_250_full_day,4.616666666666666,h,full_day_hybrid,TRUE,,0.9180555555555555,0.821568281621203,1322,1440,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-13,pooled,participant_day,duration_above_250_full_day,5.4,h,full_day_hybrid,TRUE,,0.91875,0.816355851216321,1323,1440,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-14,pooled,participant_day,duration_above_250_full_day,4.25,h,full_day_hybrid,TRUE,,0.8819444444444444,0.7459920100171329,1270,1440,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-15,pooled,participant_day,duration_above_250_full_day,0,h,full_day_hybrid,TRUE,,1,1,1440,1440,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-16,pooled,participant_day,duration_above_250_full_day,7.7,h,full_day_hybrid,TRUE,,1,1,1440,1440,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-11,pooled,participant_day,duration_above_250_wake,7.366666666666666,h,wake,TRUE,,0.9972183588317107,0.9476321781397732,717,719,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-12,pooled,participant_day,duration_above_250_wake,4.116666666666666,h,wake,TRUE,,0.8457516339869281,0.779626561610703,647,765,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-13,pooled,participant_day,duration_above_250_wake,4.916666666666667,h,wake,TRUE,,0.8397260273972603,0.7607818119663183,613,730,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-14,pooled,participant_day,duration_above_250_wake,,h,wake,FALSE,incomplete_state_domain,,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-15,pooled,participant_day,duration_above_250_wake,,h,wake,FALSE,incomplete_state_domain,,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-16,pooled,participant_day,duration_above_250_wake,7.7,h,wake,TRUE,,1,0.9982184874209897,1055,1055,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-11,pooled,participant_day,duration_below_10_pre_sleep,0.3333333333333333,h,pre-sleep,TRUE,,0.8611111111111112,0.6305216275792261,155,180,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-12,pooled,participant_day,duration_below_10_pre_sleep,0.35,h,pre-sleep,TRUE,,1,0.6014165432009525,180,180,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-13,pooled,participant_day,duration_below_10_pre_sleep,0.7166666666666667,h,pre-sleep,TRUE,,1,0.6634942001228603,180,180,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-14,pooled,participant_day,duration_below_10_pre_sleep,,h,pre-sleep,FALSE,incomplete_state_domain,,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-15,pooled,participant_day,duration_below_10_pre_sleep,,h,pre-sleep,FALSE,incomplete_state_domain,1,,170,170,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-16,pooled,participant_day,duration_below_10_pre_sleep,0.16666666666666666,h,pre-sleep,TRUE,,1,0.0016622700827521413,10,10,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-11,pooled,participant_day,duration_below_1_sleep_environment,9.016666666666667,h,sleep,TRUE,,1,0,541,541,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-12,pooled,participant_day,duration_below_1_sleep_environment,8.25,h,sleep,TRUE,,1,0,495,495,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-13,pooled,participant_day,duration_below_1_sleep_environment,8.2,h,sleep,TRUE,,1,0,530,530,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-14,pooled,participant_day,duration_below_1_sleep_environment,,h,sleep,FALSE,incomplete_state_domain,1,,296,296,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-15,pooled,participant_day,duration_below_1_sleep_environment,,h,sleep,FALSE,incomplete_state_domain,,,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-16,pooled,participant_day,duration_below_1_sleep_environment,6.25,h,sleep,TRUE,,1,0,375,375,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-11,pooled,participant_day,first_timing_above_250,430,clock_minute,full_day_hybrid,TRUE,,0.98125,1,1413,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-12,pooled,participant_day,first_timing_above_250,422,clock_minute,full_day_hybrid,TRUE,,0.9180555555555555,1,1322,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-13,pooled,participant_day,first_timing_above_250,369,clock_minute,full_day_hybrid,TRUE,,0.91875,1,1323,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-14,pooled,participant_day,first_timing_above_250,387,clock_minute,full_day_hybrid,TRUE,,0.8819444444444444,1,1270,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-15,pooled,participant_day,first_timing_above_250,,clock_minute,full_day_hybrid,FALSE,no_threshold_event,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-16,pooled,participant_day,first_timing_above_250,435,clock_minute,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-11,pooled,participant_day,l10_mean_medi,0.03150479628400313,lx,full_day_hybrid,TRUE,,0.9766666666666667,0.9894210303597089,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-12,pooled,participant_day,l10_mean_medi,0.12328189249463106,lx,full_day_hybrid,TRUE,,1,0.9999999999999991,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-13,pooled,participant_day,l10_mean_medi,0.14188002852584763,lx,full_day_hybrid,TRUE,,1,0.9999999999999994,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-14,pooled,participant_day,l10_mean_medi,0.05459552153850944,lx,full_day_hybrid,TRUE,,1,0.9999999999999983,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-15,pooled,participant_day,l10_mean_medi,2.5695080591692232e-5,lx,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-16,pooled,participant_day,l10_mean_medi,0,lx,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-11,pooled,participant_day,l10_midpoint,64,clock_minute,full_day_hybrid,TRUE,,0.9766666666666667,0.9894210303597089,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-12,pooled,participant_day,l10_midpoint,78,clock_minute,full_day_hybrid,TRUE,,1,0.9999999999999991,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-13,pooled,participant_day,l10_midpoint,100,clock_minute,full_day_hybrid,TRUE,,1,0.9999999999999994,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-14,pooled,participant_day,l10_midpoint,21,clock_minute,full_day_hybrid,TRUE,,1,0.9999999999999983,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-15,pooled,participant_day,l10_midpoint,169,clock_minute,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-16,pooled,participant_day,l10_midpoint,62,clock_minute,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-11,pooled,participant_day,l10_offset,364,clock_minute,full_day_hybrid,TRUE,,0.9766666666666667,0.9894210303597089,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-12,pooled,participant_day,l10_offset,378,clock_minute,full_day_hybrid,TRUE,,1,0.9999999999999991,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-13,pooled,participant_day,l10_offset,400,clock_minute,full_day_hybrid,TRUE,,1,0.9999999999999994,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-14,pooled,participant_day,l10_offset,321,clock_minute,full_day_hybrid,TRUE,,1,0.9999999999999983,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-15,pooled,participant_day,l10_offset,469,clock_minute,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-16,pooled,participant_day,l10_offset,362,clock_minute,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-11,pooled,participant_day,l10_onset,1204,clock_minute,full_day_hybrid,TRUE,,0.9766666666666667,0.9894210303597089,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-12,pooled,participant_day,l10_onset,1218,clock_minute,full_day_hybrid,TRUE,,1,0.9999999999999991,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-13,pooled,participant_day,l10_onset,1240,clock_minute,full_day_hybrid,TRUE,,1,0.9999999999999994,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-14,pooled,participant_day,l10_onset,1161,clock_minute,full_day_hybrid,TRUE,,1,0.9999999999999983,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-15,pooled,participant_day,l10_onset,1309,clock_minute,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-16,pooled,participant_day,l10_onset,1202,clock_minute,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-11,pooled,participant_day,last_timing_above_250,1231,clock_minute,full_day_hybrid,TRUE,,0.98125,0.9833234181370302,1413,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-12,pooled,participant_day,last_timing_above_250,1242,clock_minute,full_day_hybrid,TRUE,,0.9180555555555555,1,1322,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-13,pooled,participant_day,last_timing_above_250,1249,clock_minute,full_day_hybrid,TRUE,,0.91875,1,1323,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-14,pooled,participant_day,last_timing_above_250,1201,clock_minute,full_day_hybrid,TRUE,,0.8819444444444444,1,1270,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-15,pooled,participant_day,last_timing_above_250,,clock_minute,full_day_hybrid,FALSE,no_threshold_event,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-16,pooled,participant_day,last_timing_above_250,1192,clock_minute,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-11,pooled,participant_day,longest_bout_above_250,2.316666666666667,h,full_day_hybrid,TRUE,,0.98125,0.9931031313447327,1413,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,observed_lower_bound,TRUE,TRUE
BAUA,BAUA_S001,chest,2025-06-12,pooled,participant_day,longest_bout_above_250,0.5666666666666667,h,full_day_hybrid,TRUE,,0.9180555555555555,0.821568281621203,1322,1440,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,observed_lower_bound,TRUE,FALSE
BAUA,BAUA_S001,chest,2025-06-13,pooled,participant_day,longest_bout_above_250,1.3166666666666667,h,full_day_hybrid,TRUE,,0.91875,0.816355851216321,1323,1440,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,observed_lower_bound,TRUE,FALSE
BAUA,BAUA_S001,chest,2025-06-14,pooled,participant_day,longest_bout_above_250,1.0833333333333333,h,full_day_hybrid,TRUE,,0.8819444444444444,0.7459920100171329,1270,1440,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,observed_lower_bound,TRUE,FALSE
BAUA,BAUA_S001,chest,2025-06-15,pooled,participant_day,longest_bout_above_250,0,h,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,observed_lower_bound,TRUE,TRUE
BAUA,BAUA_S001,chest,2025-06-16,pooled,participant_day,longest_bout_above_250,1.1333333333333333,h,full_day_hybrid,TRUE,,1,1,1440,1440,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,observed_lower_bound,TRUE,TRUE
BAUA,BAUA_S001,chest,2025-06-11,pooled,participant_day,longest_bout_above_250_exact_only_sensitivity,2.316666666666667,h,full_day_hybrid,TRUE,,0.98125,0.9931031313447327,1413,1440,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,exact_only_sensitivity,TRUE,TRUE
BAUA,BAUA_S001,chest,2025-06-12,pooled,participant_day,longest_bout_above_250_exact_only_sensitivity,,h,full_day_hybrid,FALSE,not_exactly_identifiable_due_to_missing_or_invalid_minutes,0.9180555555555555,0.821568281621203,1322,1440,TRUE,FALSE,FALSE,TRUE,,,,,,,,,,exact_only_sensitivity,TRUE,FALSE
BAUA,BAUA_S001,chest,2025-06-13,pooled,participant_day,longest_bout_above_250_exact_only_sensitivity,,h,full_day_hybrid,FALSE,not_exactly_identifiable_due_to_missing_or_invalid_minutes,0.91875,0.816355851216321,1323,1440,TRUE,FALSE,FALSE,TRUE,,,,,,,,,,exact_only_sensitivity,TRUE,FALSE
BAUA,BAUA_S001,chest,2025-06-14,pooled,participant_day,longest_bout_above_250_exact_only_sensitivity,,h,full_day_hybrid,FALSE,not_exactly_identifiable_due_to_missing_or_invalid_minutes,0.8819444444444444,0.7459920100171329,1270,1440,TRUE,FALSE,FALSE,TRUE,,,,,,,,,,exact_only_sensitivity,TRUE,FALSE
BAUA,BAUA_S001,chest,2025-06-15,pooled,participant_day,longest_bout_above_250_exact_only_sensitivity,0,h,full_day_hybrid,TRUE,,1,1,1440,1440,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,exact_only_sensitivity,TRUE,TRUE
BAUA,BAUA_S001,chest,2025-06-16,pooled,participant_day,longest_bout_above_250_exact_only_sensitivity,1.1333333333333333,h,full_day_hybrid,TRUE,,1,1,1440,1440,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,exact_only_sensitivity,TRUE,TRUE
BAUA,BAUA_S001,chest,2025-06-11,pooled,participant_day,m10_mean_medi,817.6293555647914,lx,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-12,pooled,participant_day,m10_mean_medi,126.96108513437642,lx,full_day_hybrid,TRUE,,0.8166666666666667,0.8007965624999264,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-13,pooled,participant_day,m10_mean_medi,384.03499964709573,lx,full_day_hybrid,TRUE,,0.825,0.8009518882448055,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-14,pooled,participant_day,m10_mean_medi,199.61087908963688,lx,full_day_hybrid,TRUE,,0.8316666666666667,0.8014572173383729,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-15,pooled,participant_day,m10_mean_medi,1.3690823978820663,lx,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-16,pooled,participant_day,m10_mean_medi,483.3658731932354,lx,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-11,pooled,participant_day,m10_midpoint,807,clock_minute,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-12,pooled,participant_day,m10_midpoint,710,clock_minute,full_day_hybrid,TRUE,,0.8166666666666667,0.8007965624999264,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-13,pooled,participant_day,m10_midpoint,692,clock_minute,full_day_hybrid,TRUE,,0.825,0.8009518882448055,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-14,pooled,participant_day,m10_midpoint,673,clock_minute,full_day_hybrid,TRUE,,0.8316666666666667,0.8014572173383729,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-15,pooled,participant_day,m10_midpoint,842,clock_minute,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-16,pooled,participant_day,m10_midpoint,799,clock_minute,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-11,pooled,participant_day,m10_offset,1107,clock_minute,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-12,pooled,participant_day,m10_offset,1010,clock_minute,full_day_hybrid,TRUE,,0.8166666666666667,0.8007965624999264,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-13,pooled,participant_day,m10_offset,992,clock_minute,full_day_hybrid,TRUE,,0.825,0.8009518882448055,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-14,pooled,participant_day,m10_offset,973,clock_minute,full_day_hybrid,TRUE,,0.8316666666666667,0.8014572173383729,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-15,pooled,participant_day,m10_offset,1142,clock_minute,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-16,pooled,participant_day,m10_offset,1099,clock_minute,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
BAUA,BAUA_S001,chest,2025-06-11,pooled,participant_day,m10_onset,507,clock_minute,full_day_hybrid,TRUE,,1,1,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,
