site,Id,position,local_date,clock_bin,expected_wall_minutes,wall_minutes_existing,source_real_minutes,source_observed_real_minutes,dst_fold_wall_minutes,valid_medi_wall_minutes,valid_light_wall_minutes,diary_state_composition,diary_state_categories,missing_diary_state_wall_minutes,measurement_context_composition,measurement_context_categories,arithmetic_mean_medi_lx,zero_aware_geometric_mean_medi_lx,ordinary_support,bin_admissible,failure_reason,spans_diary_state_boundary,spans_measurement_context_boundary,metric_value_lx,metric,zero_offset
BAUA,BAUA_S001,glasses,2025-06-11,300,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0.9724999999999999,0.6101465139547186,1,TRUE,,FALSE,FALSE,0.9724999999999999,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,330,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,5.845111111111111,5.495535240539568,1,TRUE,,FALSE,FALSE,5.845111111111111,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,360,30,30,30,30,0,30,30,sleep|wake,2,0,bedside_sleep_environment|worn_near_eye,2,21.14011111111111,17.714941316553233,1,TRUE,,TRUE,TRUE,21.14011111111111,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,390,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,82.64205555555556,79.4265520499982,1,TRUE,,FALSE,FALSE,82.64205555555556,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,420,30,30,30,30,0,28,28,wake,1,0,invalid_nonwear|worn_near_eye,2,212.32738095238096,107.28749127197149,0.9333333333333333,TRUE,,FALSE,TRUE,212.32738095238096,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,450,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,601.3837777777778,251.52312596978996,1,TRUE,,FALSE,FALSE,601.3837777777778,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,480,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,326.8595555555555,188.31900358150858,1,TRUE,,FALSE,FALSE,326.8595555555555,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,510,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,338.3653888888889,299.1042439086093,1,TRUE,,FALSE,FALSE,338.3653888888889,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,540,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,175.86711111111111,174.51688143171071,1,TRUE,,FALSE,FALSE,175.86711111111111,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,570,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,200.08077777777777,199.4620159391813,1,TRUE,,FALSE,FALSE,200.08077777777777,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,600,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,459.65344444444446,397.1371278974139,1,TRUE,,FALSE,FALSE,459.65344444444446,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,630,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,391.66116666666665,365.5430240051899,1,TRUE,,FALSE,FALSE,391.66116666666665,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,660,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,378.7712777777778,340.0385521399174,1,TRUE,,FALSE,FALSE,378.7712777777778,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,690,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,532.2480555555555,480.1070839850549,1,TRUE,,FALSE,FALSE,532.2480555555555,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,720,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,664.0596666666667,597.2874575070321,1,TRUE,,FALSE,FALSE,664.0596666666667,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,750,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,633.9884444444444,563.7367040366112,1,TRUE,,FALSE,FALSE,633.9884444444444,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,780,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,1554.3432777777778,1529.2505317359078,1,TRUE,,FALSE,FALSE,1554.3432777777778,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,810,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,1707.045388888889,1606.23392509796,1,TRUE,,FALSE,FALSE,1707.045388888889,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,840,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,2729.8968333333332,792.4946660660614,1,TRUE,,FALSE,FALSE,2729.8968333333332,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,870,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,580.2430555555555,542.7754647677227,1,TRUE,,FALSE,FALSE,580.2430555555555,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,900,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,643.2413333333334,623.139090007606,1,TRUE,,FALSE,FALSE,643.2413333333334,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,930,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,884.5772777777778,550.5237114774733,1,TRUE,,FALSE,FALSE,884.5772777777778,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,960,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,1551.7061666666666,1116.6255846694107,1,TRUE,,FALSE,FALSE,1551.7061666666666,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,990,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,27747.915999999997,2194.1410420000543,1,TRUE,,FALSE,FALSE,27747.915999999997,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,1020,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,40595.74877777778,18335.110356720772,1,TRUE,,FALSE,FALSE,40595.74877777778,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,1050,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,1085.6435555555556,886.1823792648462,1,TRUE,,FALSE,FALSE,1085.6435555555556,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,1080,30,30,30,30,0,30,30,pre-sleep,1,0,worn_near_eye,1,2878.7610555555557,1343.4156963615364,1,TRUE,,FALSE,FALSE,2878.7610555555557,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,1110,30,30,30,30,0,30,30,pre-sleep,1,0,worn_near_eye,1,100.02344444444445,94.81951871770214,1,TRUE,,FALSE,FALSE,100.02344444444445,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,1140,30,30,30,30,0,30,30,pre-sleep,1,0,worn_near_eye,1,212.48355555555557,210.50673468021708,1,TRUE,,FALSE,FALSE,212.48355555555557,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,1170,30,30,30,30,0,23,23,pre-sleep,1,0,invalid_nonwear|worn_near_eye,2,145.42739130434782,135.5383142350777,0.7666666666666667,TRUE,,FALSE,TRUE,145.42739130434782,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,1200,30,30,30,30,0,13,13,pre-sleep,1,0,invalid_nonwear|worn_near_eye,2,15.754102564102563,7.489853930667324,0.43333333333333335,FALSE,insufficient_bin_support,FALSE,TRUE,,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,1230,30,30,30,30,0,29,29,pre-sleep,1,0,invalid_nonwear|worn_near_eye,2,37.66954022988506,28.56984461938361,0.9666666666666667,TRUE,,FALSE,TRUE,37.66954022988506,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,1260,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,24.80688888888889,23.690102459892803,1,TRUE,,FALSE,FALSE,24.80688888888889,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,1290,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,5.3164444444444445,4.0353730642345065,1,TRUE,,FALSE,FALSE,5.3164444444444445,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,1320,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0.06705555555555553,0.0361355019647813,1,TRUE,,FALSE,FALSE,0.06705555555555553,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,1350,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,1380,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-11,1410,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,0,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,30,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,60,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,90,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,120,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,150,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,180,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,210,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,240,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,270,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0.05755555555555555,0.03222630330516474,1,TRUE,,FALSE,FALSE,0.05755555555555555,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,300,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,3.8594444444444447,3.049417790240645,1,TRUE,,FALSE,FALSE,3.8594444444444447,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,330,30,30,30,30,0,30,30,sleep|wake,2,0,bedside_sleep_environment|worn_near_eye,2,29.163,19.586356501871247,1,TRUE,,TRUE,TRUE,29.163,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,360,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,40.65411111111111,38.70325925232573,1,TRUE,,FALSE,FALSE,40.65411111111111,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,390,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,44.531777777777776,41.63445812400521,1,TRUE,,FALSE,FALSE,44.531777777777776,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,420,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,471.7251111111111,193.27614922093267,1,TRUE,,FALSE,FALSE,471.7251111111111,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,450,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,1018.9935555555555,586.7299025902636,1,TRUE,,FALSE,FALSE,1018.9935555555555,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,480,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,135.58972222222224,134.51405071328722,1,TRUE,,FALSE,FALSE,135.58972222222224,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,510,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,177.55705555555556,168.00523900569462,1,TRUE,,FALSE,FALSE,177.55705555555556,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,540,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,151.95427777777778,150.37623050389362,1,TRUE,,FALSE,FALSE,151.95427777777778,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,570,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,116.06922222222222,115.0883012708343,1,TRUE,,FALSE,FALSE,116.06922222222222,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,600,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,162.60711111111112,152.44449750542427,1,TRUE,,FALSE,FALSE,162.60711111111112,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,630,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,216.32783333333333,210.0062350336598,1,TRUE,,FALSE,FALSE,216.32783333333333,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,660,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,498.21888888888884,353.74715061524023,1,TRUE,,FALSE,FALSE,498.21888888888884,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,690,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,1052.5515,701.7174553023765,1,TRUE,,FALSE,FALSE,1052.5515,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,720,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,394.9671666666667,357.693513259339,1,TRUE,,FALSE,FALSE,394.9671666666667,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,750,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,427.8847222222222,423.840447945505,1,TRUE,,FALSE,FALSE,427.8847222222222,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,780,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,595.4652777777777,536.5972244174314,1,TRUE,,FALSE,FALSE,595.4652777777777,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,810,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,819.1532777777777,640.9343475612443,1,TRUE,,FALSE,FALSE,819.1532777777777,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,840,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,491.7542222222222,424.4811888987094,1,TRUE,,FALSE,FALSE,491.7542222222222,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,870,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,2161.1320555555553,867.1378215786701,1,TRUE,,FALSE,FALSE,2161.1320555555553,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,900,30,30,30,30,0,0,0,wake,1,0,invalid_nonwear,1,,,0,FALSE,insufficient_bin_support,FALSE,FALSE,,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,930,30,30,30,30,0,0,0,wake,1,0,invalid_nonwear,1,,,0,FALSE,insufficient_bin_support,FALSE,FALSE,,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,960,30,30,30,30,0,0,0,wake,1,0,invalid_nonwear,1,,,0,FALSE,insufficient_bin_support,FALSE,FALSE,,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,990,30,30,30,30,0,2,2,wake,1,0,invalid_nonwear|worn_near_eye,2,5963.691666666667,5003.05293656577,0.06666666666666667,FALSE,insufficient_bin_support,FALSE,TRUE,,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,1020,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,1185.3493888888888,988.0886369320156,1,TRUE,,FALSE,FALSE,1185.3493888888888,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,1050,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,2946.019277777778,984.909941576085,1,TRUE,,FALSE,FALSE,2946.019277777778,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,1080,30,30,30,30,0,30,30,pre-sleep|wake,2,0,worn_near_eye,1,217.5246111111111,173.4484501074054,1,TRUE,,TRUE,FALSE,217.5246111111111,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,1110,30,30,30,30,0,30,30,pre-sleep,1,0,worn_near_eye,1,207.87783333333334,203.19926685266392,1,TRUE,,FALSE,FALSE,207.87783333333334,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,1140,30,30,30,30,0,30,30,pre-sleep,1,0,worn_near_eye,1,136.47277777777776,119.72176591457648,1,TRUE,,FALSE,FALSE,136.47277777777776,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,1170,30,30,30,30,0,30,30,pre-sleep,1,0,worn_near_eye,1,56.86233333333333,55.565767434927224,1,TRUE,,FALSE,FALSE,56.86233333333333,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,1200,30,30,30,30,0,30,30,pre-sleep,1,0,worn_near_eye,1,29.450444444444443,19.83085755336804,1,TRUE,,FALSE,FALSE,29.450444444444443,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,1230,30,30,30,30,0,30,30,pre-sleep,1,0,worn_near_eye,1,121.06944444444444,26.666091674280885,1,TRUE,,FALSE,FALSE,121.06944444444444,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,1260,30,30,30,30,0,30,30,pre-sleep|sleep,2,0,bedside_sleep_environment|worn_near_eye,2,13.644277777777777,11.206231726465628,1,TRUE,,TRUE,TRUE,13.644277777777777,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,1290,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,4.147277777777778,3.2242195665686,1,TRUE,,FALSE,FALSE,4.147277777777778,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,1320,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0.03950000000000001,0.02239016859521159,1,TRUE,,FALSE,FALSE,0.03950000000000001,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,1350,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,1380,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-12,1410,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-13,0,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-13,30,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-13,60,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-13,90,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-13,120,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-13,150,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-13,180,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-13,210,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-13,240,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-13,270,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0.02883333333333333,0.01708020871015442,1,TRUE,,FALSE,FALSE,0.02883333333333333,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-13,300,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,2.8615,2.1441702080578615,1,TRUE,,FALSE,FALSE,2.8615,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-13,330,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,12.852166666666667,12.27812230946302,1,TRUE,,FALSE,FALSE,12.852166666666667,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-13,360,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,132.74144444444445,35.418657989698474,1,TRUE,,FALSE,FALSE,132.74144444444445,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-13,390,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,75.296,60.91323852872288,1,TRUE,,FALSE,FALSE,75.296,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-13,420,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,113.011,71.6162419459285,1,TRUE,,FALSE,FALSE,113.011,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-13,450,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,398.56916666666666,146.34389034192768,1,TRUE,,FALSE,FALSE,398.56916666666666,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-13,480,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,858.9385,348.6735989329174,1,TRUE,,FALSE,FALSE,858.9385,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,glasses,2025-06-13,510,30,30,30,30,0,30,30,wake,1,0,worn_near_eye,1,177.17077777777777,166.37932869598444,1,TRUE,,FALSE,FALSE,177.17077777777777,30_minute_arithmetic_mean_medi,0.1
