site,Id,position,local_date,profile_variant,timing_threshold_observed,first_timing_left_censored,last_timing_right_censored,strict_first_boundary_gap,strict_last_boundary_gap,timing_circular_resultant,longest_bout_censored,longest_bout_observed_h,longest_bout_observed_lower_bound_h,longest_bout_possible_h,longest_bout_possible_upper_bound_h,longest_bout_exact_only_sensitivity_h,longest_bout_exact_identifiable,longest_bout_missing_invalid_breaks_runs,longest_bout_observed_value_interpretation,longest_bout_possible_bound_interpretation,longest_bout_winning_observed_runs,longest_bout_winner_onset_utc,longest_bout_winner_offset_utc,longest_bout_winner_selection_rule,longest_bout_day_boundary_contact,longest_bout_selected_winner_day_boundary_contact,longest_bout_any_winning_run_day_boundary_contact,longest_bout_censor_reason,m10_tied_windows,m10_tie_resultant,l10_tied_windows,l10_tie_resultant,structural_nonexistent_wall_minutes,dst_fold_wall_minutes,maximum_true_minutes_per_wall_minute
BAUA,BAUA_S002,chest,2025-06-15,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.7622441968297047,FALSE,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-15T15:04:00Z,2025-06-15T15:56:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,1,0,0,1
BAUA,BAUA_S002,chest,2025-06-16,pooled,TRUE,FALSE,TRUE,FALSE,TRUE,0.8894238267024273,FALSE,1.75,1.75,1.75,1.75,1.75,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-16T12:19:00Z,2025-06-16T14:04:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,1,0,0,1
BAUA,BAUA_S003,chest,2025-06-11,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.6746397310208787,FALSE,0.45,0.45,0.45,0.45,0.45,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-11T14:20:00Z,2025-06-11T14:47:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,0.9999999999999999,0,0,1
BAUA,BAUA_S003,chest,2025-06-12,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.5864348182217246,FALSE,0.5,0.5,0.5,0.5,0.5,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-12T13:02:00Z,2025-06-12T13:32:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,1,0,0,1
BAUA,BAUA_S003,chest,2025-06-13,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.7260252769314789,FALSE,0.6,0.6,0.6,0.6,0.6,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-13T15:01:00Z,2025-06-13T15:37:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,0.9999999999999999,0,0,1
BAUA,BAUA_S003,chest,2025-06-14,pooled,TRUE,FALSE,FALSE,FALSE,TRUE,0.8431300506448557,FALSE,0.38333333333333336,0.38333333333333336,0.38333333333333336,0.38333333333333336,0.38333333333333336,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-14T17:55:00Z,2025-06-14T18:18:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,46,0.998323068112532,0,0,1
BAUA,BAUA_S003,chest,2025-06-15,pooled,TRUE,FALSE,FALSE,FALSE,TRUE,0.9484547119509354,FALSE,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.43333333333333335,0.43333333333333335,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-15T09:29:00Z,2025-06-15T09:55:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,62,0.9969542319030211,0,0,1
BAUA,BAUA_S003,chest,2025-06-16,pooled,TRUE,FALSE,FALSE,TRUE,TRUE,0.999914327574007,TRUE,0.016666666666666666,0.016666666666666666,0.3333333333333333,0.3333333333333333,,FALSE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,2,2025-06-16T17:26:00Z,2025-06-16T17:27:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,26,0.9994646255306562,334,0.9138260929863555,0,0,1
BAUA,BAUA_S004,chest,2025-06-11,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.7430896332766039,TRUE,0.5,0.5,1.4833333333333334,1.4833333333333334,,FALSE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-11T07:46:00Z,2025-06-11T08:16:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,1,1,1,1,0,0,1
BAUA,BAUA_S004,chest,2025-06-12,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.7257225403001482,TRUE,0.65,0.65,2.6333333333333333,2.6333333333333333,,FALSE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-12T10:12:00Z,2025-06-12T10:51:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,1,1,1,1,0,0,1
BAUA,BAUA_S004,chest,2025-06-13,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.6486187294103145,TRUE,0.4166666666666667,0.4166666666666667,1.0333333333333334,1.0333333333333334,,FALSE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-13T11:16:00Z,2025-06-13T11:41:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,1,0.9999999999999999,1,1,0,0,1
BAUA,BAUA_S004,chest,2025-06-14,pooled,TRUE,FALSE,FALSE,FALSE,TRUE,0.46657120178640066,FALSE,1.8333333333333333,1.8333333333333333,1.8333333333333333,1.8333333333333333,1.8333333333333333,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-14T07:02:00Z,2025-06-14T08:52:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,34,0.9990840194378396,0,0,1
BAUA,BAUA_S004,chest,2025-06-15,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.784700220853998,TRUE,0.6166666666666667,0.6166666666666667,2.2666666666666666,2.2666666666666666,,FALSE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-15T09:49:00Z,2025-06-15T10:26:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,1,1,1,1,0,0,1
BAUA,BAUA_S004,chest,2025-06-16,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.6112652169252575,TRUE,1.05,1.05,2.3333333333333335,2.3333333333333335,,FALSE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-16T11:46:00Z,2025-06-16T12:49:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,1,1,1,1,0,0,1
BAUA,BAUA_S005,chest,2025-06-11,pooled,TRUE,TRUE,TRUE,TRUE,TRUE,0.5524181066995446,TRUE,0.5333333333333333,0.5333333333333333,1.0166666666666666,1.0166666666666666,,FALSE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-11T07:47:00Z,2025-06-11T08:19:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,1,1,75,0.9955445899848351,0,0,1
BAUA,BAUA_S005,chest,2025-06-12,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.5627250730045864,FALSE,2.066666666666667,2.066666666666667,2.066666666666667,2.066666666666667,2.066666666666667,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-12T16:32:00Z,2025-06-12T18:36:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,0.9999999999999999,0,0,1
BAUA,BAUA_S005,chest,2025-06-13,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.7043832436240992,TRUE,0.6333333333333333,0.6333333333333333,1.3666666666666667,1.3666666666666667,,FALSE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-13T12:33:00Z,2025-06-13T13:11:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,1,1,1,1,0,0,1
BAUA,BAUA_S005,chest,2025-06-14,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.624463529605235,FALSE,0.36666666666666664,0.36666666666666664,0.36666666666666664,0.36666666666666664,0.36666666666666664,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-14T08:48:00Z,2025-06-14T09:10:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,0.9999999999999999,1,0.9999999999999999,0,0,1
BAUA,BAUA_S005,chest,2025-06-15,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.9993682798092801,FALSE,0.1,0.1,0.1,0.1,0.1,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-15T15:12:00Z,2025-06-15T15:18:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,60,0.9971474483611226,192,0.9710129795114447,0,0,1
BAUA,BAUA_S006,chest,2025-06-11,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.7214943481898799,FALSE,1.65,1.65,1.65,1.65,1.65,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-11T14:48:00Z,2025-06-11T16:27:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,10,0.9999214676468069,0,0,1
BAUA,BAUA_S006,chest,2025-06-12,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.6421790125785234,FALSE,1.8833333333333333,1.8833333333333333,1.8833333333333333,1.8833333333333333,1.8833333333333333,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-12T10:13:00Z,2025-06-12T12:06:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,40,0.9987320362222479,1,1,0,0,1
BAUA,BAUA_S006,chest,2025-06-13,pooled,TRUE,FALSE,FALSE,FALSE,TRUE,0.686026895803793,FALSE,1.2833333333333334,1.2833333333333334,1.2833333333333334,1.2833333333333334,1.2833333333333334,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-13T10:05:00Z,2025-06-13T11:22:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,0.9999999999999999,0,0,1
BAUA,BAUA_S006,chest,2025-06-15,pooled,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,0,0,0,0,0,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,0,,,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,208,0.9660321729179218,0,0,1
BAUA,BAUA_S006,chest,2025-06-16,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.6896278456524175,FALSE,1,1,1,1,1,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-16T08:49:00Z,2025-06-16T09:49:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,17,0.999771552520774,0,0,1
BAUA,BAUA_S008,chest,2025-06-25,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.8295926902789231,FALSE,0.7833333333333333,0.7833333333333333,0.7833333333333333,0.7833333333333333,0.7833333333333333,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-25T09:39:00Z,2025-06-25T10:26:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,1,0,0,1
BAUA,BAUA_S008,chest,2025-06-26,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.8276255717923935,FALSE,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-26T08:11:00Z,2025-06-26T08:16:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,14,0.9998453185958377,0,0,1
BAUA,BAUA_S008,chest,2025-06-27,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.9999976201773519,FALSE,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-27T14:05:00Z,2025-06-27T14:07:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,1,0,0,1
BAUA,BAUA_S008,chest,2025-06-28,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.9999365392256231,FALSE,0.15,0.15,0.15,0.15,0.15,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-28T12:31:00Z,2025-06-28T12:40:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,1,0,0,1
BAUA,BAUA_S008,chest,2025-06-29,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.8303144400408603,FALSE,0.11666666666666667,0.11666666666666667,0.11666666666666667,0.11666666666666667,0.11666666666666667,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-29T11:33:00Z,2025-06-29T11:40:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,0.9999999999999999,0,0,1
BAUA,BAUA_S008,chest,2025-06-30,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.8249971783598422,FALSE,0.18333333333333332,0.18333333333333332,0.18333333333333332,0.18333333333333332,0.18333333333333332,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-30T17:24:00Z,2025-06-30T17:35:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,1,0,0,1
BAUA,BAUA_S009,chest,2025-06-25,pooled,TRUE,FALSE,TRUE,FALSE,TRUE,0.6313368837650776,FALSE,6.333333333333333,6.333333333333333,6.333333333333333,6.333333333333333,6.333333333333333,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-25T10:46:00Z,2025-06-25T17:06:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,1,0,0,1
BAUA,BAUA_S009,chest,2025-06-26,pooled,TRUE,FALSE,TRUE,FALSE,TRUE,0.7985164852680632,TRUE,0.9333333333333333,0.9333333333333333,1.5833333333333333,1.5833333333333333,,FALSE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-26T16:11:00Z,2025-06-26T17:07:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,1,1,1,1,0,0,1
BAUA,BAUA_S009,chest,2025-06-27,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.44729384058807803,FALSE,1.2666666666666666,1.2666666666666666,1.2666666666666666,1.2666666666666666,1.2666666666666666,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-27T07:34:00Z,2025-06-27T08:50:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,0.9999999999999999,0,0,1
BAUA,BAUA_S009,chest,2025-06-28,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.7238946233347541,FALSE,1.7,1.7,1.7,1.7,1.7,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-28T08:48:00Z,2025-06-28T10:30:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,1,0,0,1
BAUA,BAUA_S009,chest,2025-06-29,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.5435967102196614,FALSE,5.933333333333334,5.933333333333334,5.933333333333334,5.933333333333334,5.933333333333334,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-29T13:05:00Z,2025-06-29T19:01:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,1,0,0,1
BAUA,BAUA_S009,chest,2025-06-30,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.5434573855139152,FALSE,4,4,4,4,4,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-30T14:22:00Z,2025-06-30T18:22:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,0.9999999999999999,0,0,1
BAUA,BAUA_S010,chest,2025-06-28,pooled,TRUE,FALSE,FALSE,FALSE,TRUE,0.8735200905667015,TRUE,0.7,0.7,1.3333333333333333,1.3333333333333333,,FALSE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-28T10:57:00Z,2025-06-28T11:39:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,1,1,1,1,0,0,1
BAUA,BAUA_S010,chest,2025-06-29,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.9973816982626839,FALSE,0.38333333333333336,0.38333333333333336,0.38333333333333336,0.38333333333333336,0.38333333333333336,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-06-29T08:36:00Z,2025-06-29T08:59:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,5,0.9999809615139622,0,0,1
BAUA,BAUA_S012,chest,2025-07-16,pooled,TRUE,FALSE,TRUE,FALSE,TRUE,0.9934925178740655,TRUE,0.06666666666666667,0.06666666666666667,3.683333333333333,3.683333333333333,,FALSE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-07-16T15:41:00Z,2025-07-16T15:45:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,1,1,1,0.9999999999999999,0,0,1
BAUA,BAUA_S012,chest,2025-07-17,pooled,TRUE,FALSE,FALSE,TRUE,FALSE,0.925615577056571,FALSE,1.5333333333333334,1.5333333333333334,1.5333333333333334,1.5333333333333334,1.5333333333333334,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-07-17T14:53:00Z,2025-07-17T16:25:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,0.9999999999999999,1,1,0,0,1
BAUA,BAUA_S012,chest,2025-07-18,pooled,TRUE,FALSE,FALSE,FALSE,FALSE,0.8227141018037243,FALSE,1.6166666666666667,1.6166666666666667,1.6166666666666667,1.6166666666666667,1.6166666666666667,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-07-18T16:25:00Z,2025-07-18T18:02:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,1,0,0,1
BAUA,BAUA_S012,chest,2025-07-19,pooled,FALSE,FALSE,FALSE,TRUE,TRUE,,TRUE,0,0,3.283333333333333,3.283333333333333,,FALSE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,0,,,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,missing_or_invalid_minutes_allow_longer_bout,1,1,1,1,0,0,1
BAUA,BAUA_S012,chest,2025-07-20,pooled,TRUE,TRUE,FALSE,TRUE,TRUE,0.839535749359204,FALSE,5.9,5.9,5.9,5.9,5.9,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-07-20T10:10:00Z,2025-07-20T16:04:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,0.9999999999999999,0,0,1
BAUA,BAUA_S012,chest,2025-07-21,pooled,TRUE,TRUE,FALSE,TRUE,FALSE,0.9195077901759877,FALSE,3.283333333333333,3.283333333333333,3.283333333333333,3.283333333333333,3.283333333333333,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-07-21T15:44:00Z,2025-07-21T19:01:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,17,0.9997715525207741,0,0,1
BAUA,BAUA_S013,chest,2025-07-16,pooled,TRUE,FALSE,FALSE,FALSE,TRUE,0.9719186681059963,FALSE,0.2,0.2,0.2,0.2,0.2,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-07-16T08:48:00Z,2025-07-16T09:00:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,20,0.9996835134152894,1,1,0,0,1
BAUA,BAUA_S013,chest,2025-07-17,pooled,TRUE,FALSE,FALSE,FALSE,TRUE,0.8936471285779224,FALSE,0.6166666666666667,0.6166666666666667,0.6166666666666667,0.6166666666666667,0.6166666666666667,TRUE,TRUE,observed_lower_bound,upper_bound_if_all_missing_or_invalid_minutes_qualified,1,2025-07-17T08:53:00Z,2025-07-17T09:30:00Z,earliest_onset_then_earliest_offset,FALSE,FALSE,FALSE,,1,1,1,1,0,0,1
