site,Id,position,local_date,clock_bin,expected_wall_minutes,wall_minutes_existing,source_real_minutes,source_observed_real_minutes,dst_fold_wall_minutes,valid_medi_wall_minutes,valid_light_wall_minutes,diary_state_composition,diary_state_categories,missing_diary_state_wall_minutes,measurement_context_composition,measurement_context_categories,arithmetic_mean_medi_lx,zero_aware_geometric_mean_medi_lx,ordinary_support,bin_admissible,failure_reason,spans_diary_state_boundary,spans_measurement_context_boundary,metric_value_lx,metric,zero_offset
BAUA,BAUA_S001,chest,2025-06-11,450,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,432.0417777777777,22.76567069968833,1,TRUE,,FALSE,FALSE,432.0417777777777,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-11,480,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,375.771,148.75263136012939,1,TRUE,,FALSE,FALSE,375.771,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-11,510,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,370.18005555555555,325.0388566569903,1,TRUE,,FALSE,FALSE,370.18005555555555,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-11,540,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,150.89277777777778,149.89672237779317,1,TRUE,,FALSE,FALSE,150.89277777777778,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-11,570,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,184.28655555555557,183.31382652515111,1,TRUE,,FALSE,FALSE,184.28655555555557,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-11,600,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,422.60249999999996,358.2195396678804,1,TRUE,,FALSE,FALSE,422.60249999999996,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-11,630,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,270.8438888888889,244.37755062823356,1,TRUE,,FALSE,FALSE,270.8438888888889,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-11,660,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,423.5288888888889,332.2780644791141,1,TRUE,,FALSE,FALSE,423.5288888888889,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-11,690,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,488.77022222222223,419.29993770014147,1,TRUE,,FALSE,FALSE,488.77022222222223,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-11,720,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,678.9624444444445,588.9379073641392,1,TRUE,,FALSE,FALSE,678.9624444444445,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-11,750,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,751.6372222222221,635.4365600542784,1,TRUE,,FALSE,FALSE,751.6372222222221,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-11,780,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,1749.109,1721.317897759132,1,TRUE,,FALSE,FALSE,1749.109,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-11,810,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,1508.795,1436.4298051699134,1,TRUE,,FALSE,FALSE,1508.795,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-11,840,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,4045.3475,830.6392377284541,1,TRUE,,FALSE,FALSE,4045.3475,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-11,870,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,557.6643888888889,526.5673078429081,1,TRUE,,FALSE,FALSE,557.6643888888889,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-11,900,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,653.1203888888889,611.0324603106577,1,TRUE,,FALSE,FALSE,653.1203888888889,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-11,930,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,1309.6312777777778,474.79057214155875,1,TRUE,,FALSE,FALSE,1309.6312777777778,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-11,960,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,7237.150833333333,3432.254281154468,1,TRUE,,FALSE,FALSE,7237.150833333333,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-11,990,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,17378.761555555557,1663.9774599986463,1,TRUE,,FALSE,FALSE,17378.761555555557,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-11,1020,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,33604.40888888889,21147.450829547914,1,TRUE,,FALSE,FALSE,33604.40888888889,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-11,1050,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,3470.4910555555557,3075.127658585844,1,TRUE,,FALSE,FALSE,3470.4910555555557,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-11,1080,30,30,30,30,0,30,30,pre-sleep,1,0,worn_chest,1,8533.421722222221,3514.669187227976,1,TRUE,,FALSE,FALSE,8533.421722222221,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-11,1110,30,30,30,30,0,30,30,pre-sleep,1,0,worn_chest,1,87.77094444444445,77.99968800048362,1,TRUE,,FALSE,FALSE,87.77094444444445,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-11,1140,30,30,30,30,0,30,30,pre-sleep,1,0,worn_chest,1,127.76255555555555,97.6940898487636,1,TRUE,,FALSE,FALSE,127.76255555555555,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-11,1170,30,30,30,30,0,23,23,pre-sleep,1,0,invalid_nonwear|worn_chest,2,126.84898550724637,100.52681993328368,0.7666666666666667,TRUE,,FALSE,TRUE,126.84898550724637,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-11,1200,30,30,30,30,0,13,13,pre-sleep,1,0,invalid_nonwear|worn_chest,2,24.671923076923076,18.359754404295096,0.43333333333333335,FALSE,insufficient_bin_support,FALSE,TRUE,,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-11,1230,30,30,30,30,0,29,29,pre-sleep,1,0,invalid_nonwear|worn_chest,2,46.86344827586206,2.340878066261686,0.9666666666666667,TRUE,,FALSE,TRUE,46.86344827586206,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-11,1260,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-11,1290,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-11,1320,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-11,1350,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-11,1380,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-11,1410,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,0,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,30,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,60,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,90,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,120,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,150,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,180,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,210,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,240,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,270,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,300,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,330,30,30,30,30,0,30,30,sleep|wake,2,0,bedside_sleep_environment|worn_chest,2,19.540222222222223,1.4614056751440234,1,TRUE,,TRUE,TRUE,19.540222222222223,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,360,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,35.07927777777778,7.612046179597693,1,TRUE,,FALSE,FALSE,35.07927777777778,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,390,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,62.908833333333334,54.662008120181625,1,TRUE,,FALSE,FALSE,62.908833333333334,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,420,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,373.05455555555557,44.698576751310256,1,TRUE,,FALSE,FALSE,373.05455555555557,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,450,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,0.5718888888888889,0.028584094043108937,1,TRUE,,FALSE,FALSE,0.5718888888888889,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,480,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,96.84877777777778,74.59163975763346,1,TRUE,,FALSE,FALSE,96.84877777777778,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,510,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,153.45188888888887,127.93115787399262,1,TRUE,,FALSE,FALSE,153.45188888888887,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,540,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,126.02177777777779,114.54204794520393,1,TRUE,,FALSE,FALSE,126.02177777777779,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,570,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,84.72033333333333,59.01214959770233,1,TRUE,,FALSE,FALSE,84.72033333333333,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,600,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,143.58044444444445,109.2987829849932,1,TRUE,,FALSE,FALSE,143.58044444444445,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,630,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,114.00877777777777,85.3982259661114,1,TRUE,,FALSE,FALSE,114.00877777777777,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,660,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,589.8751666666667,365.9262508991394,1,TRUE,,FALSE,FALSE,589.8751666666667,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,690,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,1169.5737777777779,793.751591090384,1,TRUE,,FALSE,FALSE,1169.5737777777779,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,720,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,312.5051666666667,277.9960850840009,1,TRUE,,FALSE,FALSE,312.5051666666667,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,750,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,283.47755555555557,244.66304826655286,1,TRUE,,FALSE,FALSE,283.47755555555557,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,780,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,473.0396111111111,422.81566108318026,1,TRUE,,FALSE,FALSE,473.0396111111111,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,810,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,1110.0227222222222,589.7225432024663,1,TRUE,,FALSE,FALSE,1110.0227222222222,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,840,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,426.6756666666667,349.55962735255576,1,TRUE,,FALSE,FALSE,426.6756666666667,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,870,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,3798.524722222222,1192.3855309453454,1,TRUE,,FALSE,FALSE,3798.524722222222,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,900,30,30,30,30,0,0,0,wake,1,0,invalid_nonwear,1,,,0,FALSE,insufficient_bin_support,FALSE,FALSE,,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,930,30,30,30,30,0,0,0,wake,1,0,invalid_nonwear,1,,,0,FALSE,insufficient_bin_support,FALSE,FALSE,,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,960,30,30,30,30,0,0,0,wake,1,0,invalid_nonwear,1,,,0,FALSE,insufficient_bin_support,FALSE,FALSE,,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,990,30,30,30,30,0,2,2,wake,1,0,invalid_nonwear|worn_chest,2,2967.0216666666665,2885.1000583499886,0.06666666666666667,FALSE,insufficient_bin_support,FALSE,TRUE,,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,1020,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,1972.3605000000002,385.66791816363116,1,TRUE,,FALSE,FALSE,1972.3605000000002,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,1050,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,2790.9167222222222,909.0219335220673,1,TRUE,,FALSE,FALSE,2790.9167222222222,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,1080,30,30,30,30,0,30,30,pre-sleep|wake,2,0,worn_chest,1,247.53544444444444,217.95230830149308,1,TRUE,,TRUE,FALSE,247.53544444444444,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,1110,30,30,30,30,0,30,30,pre-sleep,1,0,worn_chest,1,274.3387777777778,262.6061291898937,1,TRUE,,FALSE,FALSE,274.3387777777778,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,1140,30,30,30,30,0,30,30,pre-sleep,1,0,worn_chest,1,124.85827777777777,103.2080102419,1,TRUE,,FALSE,FALSE,124.85827777777777,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,1170,30,30,30,30,0,30,30,pre-sleep,1,0,worn_chest,1,49.11188888888889,47.352453543827124,1,TRUE,,FALSE,FALSE,49.11188888888889,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,1200,30,30,30,30,0,30,30,pre-sleep,1,0,worn_chest,1,55.403666666666666,33.88261619166307,1,TRUE,,FALSE,FALSE,55.403666666666666,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,1230,30,30,30,30,0,30,30,pre-sleep,1,0,worn_chest,1,160.17127777777776,41.31984893344479,1,TRUE,,FALSE,FALSE,160.17127777777776,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,1260,30,30,30,30,0,30,30,pre-sleep|sleep,2,0,bedside_sleep_environment|worn_chest,2,17.52838888888889,3.4106931365363864,1,TRUE,,TRUE,TRUE,17.52838888888889,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,1290,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,1320,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,1350,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,1380,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-12,1410,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-13,0,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-13,30,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-13,60,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-13,90,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-13,120,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-13,150,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-13,180,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-13,210,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-13,240,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-13,270,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-13,300,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-13,330,30,30,30,30,0,30,30,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-13,360,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,69.09349999999999,18.56202707493874,1,TRUE,,FALSE,FALSE,69.09349999999999,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-13,390,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,50.07944444444445,32.287141744917555,1,TRUE,,FALSE,FALSE,50.07944444444445,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-13,420,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,139.98311111111113,56.13697620577745,1,TRUE,,FALSE,FALSE,139.98311111111113,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-13,450,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,370.5524444444444,113.55317048997287,1,TRUE,,FALSE,FALSE,370.5524444444444,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-13,480,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,1215.649,45.67583516483689,1,TRUE,,FALSE,FALSE,1215.649,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-13,510,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,161.21033333333332,146.7739757752261,1,TRUE,,FALSE,FALSE,161.21033333333332,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-13,540,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,272.92172222222223,237.37416767107726,1,TRUE,,FALSE,FALSE,272.92172222222223,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-13,570,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,212.2341111111111,191.55195625934113,1,TRUE,,FALSE,FALSE,212.2341111111111,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-13,600,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,285.7705555555556,275.186555332461,1,TRUE,,FALSE,FALSE,285.7705555555556,30_minute_arithmetic_mean_medi,0.1
BAUA,BAUA_S001,chest,2025-06-13,630,30,30,30,30,0,30,30,wake,1,0,worn_chest,1,343.14505555555553,219.86672466286177,1,TRUE,,FALSE,FALSE,343.14505555555553,30_minute_arithmetic_mean_medi,0.1
