run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,inference_status,production_contract_sha256,approximation,measure,estimate,conf_low,conf_high,bootstrap_successful_used,interval_method,status
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a,lognormal,participant_associated_share,0.37632543330028234,0.2746217577319948,0.45004436236273265,1000,joint_parametric_percentile,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a,lognormal,site_part_r2,0.11156991471705947,0.06405898863849258,0.21933476847588199,1000,joint_parametric_percentile,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a,lognormal,photoperiod_part_r2,0.03290745593211704,0.0035268275026553546,0.08724615898609812,1000,joint_parametric_percentile,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a,lognormal,latitude_model_marginal_r2,0.05985295244088683,0.017972662202228627,0.12594276236417007,1000,joint_parametric_percentile,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a,lognormal,latitude_part_r2,0.0185652767340488,2.5549303581454634e-4,0.06515998049452645,1000,joint_parametric_percentile,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a,lognormal,unrepresented_share,0.4717463668785796,0.38312096739046647,0.5457873507008238,1000,joint_parametric_percentile,PASS
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a,lognormal,marginal_r2,0.21983507863013232,0.15811766668190178,0.31759896428746415,1000,joint_parametric_percentile,PASS
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a,lognormal,conditional_r2,0.6106980375650409,0.5530829103137934,0.6807116836563535,1000,joint_parametric_percentile,PASS
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a,lognormal,participant_associated_share,0.39086295893490863,0.30417594915931473,0.46185263397194964,1000,joint_parametric_percentile,PASS
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a,lognormal,site_part_r2,0.13736790889475642,0.09220784212043662,0.23937453034153816,1000,joint_parametric_percentile,PASS
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a,lognormal,photoperiod_part_r2,0.03432503019031088,0.004912483986143065,0.08330801798838967,1000,joint_parametric_percentile,PASS
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a,lognormal,latitude_model_marginal_r2,0.08854526781479587,0.03222997298595795,0.1509683074892424,1000,joint_parametric_percentile,PASS
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a,lognormal,latitude_part_r2,0.00467562314423409,1.9648470246327286e-5,0.03193846863335729,1000,joint_parametric_percentile,PASS
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a,lognormal,unrepresented_share,0.389301962434959,0.31928831634364657,0.4469170896862066,1000,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a,lognormal,marginal_r2,0.24242143907889568,0.16984647489319865,0.355523004807629,1000,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a,lognormal,conditional_r2,0.6268567913276547,0.5644407857031016,0.7000796384523348,1000,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a,lognormal,participant_associated_share,0.384435352248759,0.2897800745615502,0.46216848135353766,1000,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a,lognormal,site_part_r2,0.1188782870492511,0.06772809987485591,0.2319541980220326,1000,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a,lognormal,photoperiod_part_r2,0.04109985329461393,0.00678684132781376,0.09725654467766358,1000,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a,lognormal,latitude_model_marginal_r2,0.1256931823814236,0.05990708185037285,0.2010393861758725,1000,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a,lognormal,latitude_part_r2,1.1208539536685032e-4,-1.9245338222088282e-5,0.018377030844911168,1000,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,"PRODUCTION — 1,000 successful joint bootstrap refits",0f8bc85ec11705efebd1f3ada05f7187113ba54112b57aa481d6bf490a186e8a,lognormal,unrepresented_share,0.3731432086723453,0.2999203615476652,0.4355592142968984,1000,joint_parametric_percentile,PASS
