"index","id","label","kind","relationship","member","sha256","cx","cy"
23,"345","Supplementary Figure S6","SVG","rId49","word/media/nh_supplementary_figure_s6.svg","200e85cb494e28865cafe677c860ec8a6e4eb426c86c78b37819a4bd19e08653",5715000,3665054
24,"325","Supplementary Table S5, part 1 of 1","PNG","rId27","word/media/image15.png","da4420467049b14411cbf564300b6aff329816a75d489045a0abfb4c999083c6",9646920,4235233
25,"326","Supplementary Table S6, part 1 of 1","PNG","rId29","word/media/image16.png","4aa092ae5b952c3508e049e4452e59ec68f34d94e68ae6c95b7ab9eb9688f5a4",9646920,4235233
26,"346","Supplementary Figure S7A","SVG","rId50","word/media/nh_supplementary_figure_s7a.svg","4ddf972fc4c8082594d13a3b446537ae8a525ca35077e0605967f9c4c0ce519e",5715000,4027714
27,"347","Supplementary Figure S7B","SVG","rId51","word/media/nh_supplementary_figure_s7b.svg","f12465fd629c44bbcc7f09a13fccd88b41eda9b80d1cba1310bbdab4ce52ba57",3703320,7406640
28,"327","Supplementary Table S7, part 1 of 3","PNG","rId30","word/media/image17.png","99283fa8c24ed435ff669e6b8328ff0b76ba28b4c88cc21dfa972464a9ed7a73",9646920,5534059
29,"328","Supplementary Table S7, part 2 of 3","PNG","rId31","word/media/image18.png","2f63ea9d1590953d6301f7672c0130c43ad7fa0b1f6aaae99f653420d8ab1445",9646920,5437159
30,"329","Supplementary Table S7, part 3 of 3","PNG","rId32","word/media/image19.png","6a96e5200bc4c58fa708605c7deea05f76f9b859df30390076e8e87fbffb36ff",6622783,5669280
31,"330","Supplementary Table S8, part 1 of 1","PNG","rId33","word/media/image20.png","08ad149d4a8538efec7173f73b1f0f2dc0ceb2e8b4fcb368f910d971f7c559e8",8475573,5669279
32,"348","Supplementary Figure S8, panels A-C","SVG","rId52","word/media/nh_supplementary_figure_s8.svg","a510c6bc356bba1ed748d4f0f4a308669b218af36af0b06e0fc18f82014674b3",5715000,3773706
33,"349","Supplementary Figure S8, panel D","SVG","rId52","word/media/nh_supplementary_figure_s8.svg","a510c6bc356bba1ed748d4f0f4a308669b218af36af0b06e0fc18f82014674b3",5715000,5146531
34,"350","Supplementary Figure S9","SVG","rId53","word/media/nh_supplementary_figure_s9.svg","e9d44034ace69fc82f67079fdabb266827cc06e053f948bd47e90d6ce1a47e14",5715000,4034145
35,"351","Supplementary Figure S10","SVG","rId54","word/media/nh_supplementary_figure_s10.svg","3005cbcd8c8b7a40339542fbe776853567d0ff56ae4d98fa6d2ebee6118110d3",4056832,4892040
36,"352","Supplementary Figure S11","SVG","rId55","word/media/nh_supplementary_figure_s11.svg","07b54b298f8c159432f08fc81b0ca2025915c1eb2128d6b02783f14987c58fb0",4056832,4892040
37,"353","Supplementary Figure S12","SVG","rId56","word/media/nh_supplementary_figure_s12.svg","2b955196ce35eae1c973201a00523e538a6535ac59c8abe240160611a74c8b83",5715000,4538413
38,"331","Supplementary Table S9, part 1 of 1","PNG","rId34","word/media/image22.png","aa5bb0381f9f8880757a46cfe210aa00b3723d3ccb587aa59dc475a75984c8f6",9646920,1946591
39,"332","Supplementary Table S10, part 1 of 2","PNG","rId36","word/media/image23.png","c578a78077103fa0756fe2aefbc19c1dbb44fd694f76a395ca4849a802ecd1f5",9646920,5260986
40,"333","Supplementary Table S10, part 2 of 2","PNG","rId37","word/media/image24.png","c070b82780bdfbc9b26d090b8f232fe5acfb3afc72d027bdc97174ff529d4629",9646920,5399714
41,"354","Supplementary Figure S13","SVG","rId57","word/media/nh_supplementary_figure_s13.svg","e9d7d60100403aea3ac25282f9be33f981b182a09e74479cd160bdc296ae63b3",4800600,4800600
42,"334","Supplementary Table S11, part 1 of 1","PNG","rId38","word/media/image25.png","085266979acbcf2081a0bc95d98050d7071b95def61ac7bb6f060cf20a935708",9093200,5669280
43,"335","Supplementary Table S11, part 1 of 1","PNG","rId39","word/media/image26.png","18ea22e03f53a7ac6da7ce68144f544abf86e260ef0acfcd9f321c64b39a12e6",9646920,5012086
44,"355","Supplementary Figure S14","SVG","rId58","word/media/nh_supplementary_figure_s14.svg","f0f77bbd896739941d8ae63bb24ed889528a410a963c2123b07ca3a825f7ddee",5715000,4571976
45,"336","Supplementary Table S12, part 1 of 1","PNG","rId40","word/media/image27.png","4be6ed86410ab60a7c4ee030dc899d4c932eaaccd738f8fbb29f8822f343248f",9646920,5205250
46,"356","Supplementary Figure S15A","SVG","rId61","word/media/nh_supplementary_figure_s15a.svg","a3f9bdb969c075d33adf9a0e6e751a1f967d5111856fcd0db07cbc36575a745a",5715000,3537857
47,"357","Supplementary Figure S15B","SVG","rId65","word/media/nh_supplementary_figure_s15b.svg","c937252509c5de9448944358a9846842c973bac26b0f0fb4640728fcf8a908b3",5715000,4626428
48,"337","Supplementary Table S13, part 1 of 1","PNG","rId41","word/media/image29.png","1cbbf6ecead455b33f0394abc28804d17bf5ae8063cac617b3f487cfb5da42e8",9646920,5140722
49,"358","Supplementary Figure S16","SVG","rId67","word/media/nh_supplementary_figure_s16.svg","1340491390703f642e30b0284bd4e0416a704015bc717dd2a6e56a8073901799",3206730,4434840
50,"338","Supplementary Table S14, part 1 of 1","PNG","rId42","word/media/image30.png","5a01c243e5bb113aa296a56c7f87a21df6567cbd10166bf2d9e3208e89e4f4ce",9480471,5669280
51,"359","Supplementary Figure S17","SVG","rId69","word/media/nh_supplementary_figure_s17.svg","ee82f8f1ef3f360a584a92712ea1e9e1e48341617d5d0e332743c72c956cdbfe",4233256,4434839
52,"339","Supplementary Table S15, part 1 of 1","PNG","rId43","word/media/image31.png","f69bfc0cd6f58e0e34adc2f2c41fb82ec92f9af79635436b9c34e45b1f8ce78c",9646920,2489527
