route,area,tag,attribute,text,ref,target,fragment,xpath,line,target_exists
audit/H01/02_implementation_and_v0_comparison.html,sidebar,a,href,Claim consequences and unresolved items,#claim-consequences-and-unresolved-items,audit/H01/02_implementation_and_v0_comparison.html,claim-consequences-and-unresolved-items,/html/body/div[2]/nav[1]/nav/ul/li[10]/a,373,True
audit/H01/02_implementation_and_v0_comparison.html,sidebar,a,href,Reproducibility and source data,#reproducibility-and-source-data,audit/H01/02_implementation_and_v0_comparison.html,reproducibility-and-source-data,/html/body/div[2]/nav[1]/nav/ul/li[11]/a,374,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,Hypothesis analyses,../../notebooks/hypotheses/H01.html,notebooks/hypotheses/H01.html,,/html/body/div[2]/main/header/nav/ol/li[1]/a,381,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,H01 results,../../notebooks/hypotheses/H01.html,notebooks/hypotheses/H01.html,,/html/body/div[2]/main/header/nav/ol/li[2]/a,381,True
audit/H01/02_implementation_and_v0_comparison.html,body,img,src,,../../artifacts/10_figures/H01/response_family_candidates/H01_response_family_diagnostic_status.png,artifacts/10_figures/H01/response_family_candidates/H01_response_family_diagnostic_status.png,,/html/body/div[2]/main/section[2]/div[2]/figure/div/img,1416,True
audit/H01/02_implementation_and_v0_comparison.html,body,img,src,,../../artifacts/10_figures/H01/gates/H01_l10_midpoint_primary_16h_conversion_histogram.png,artifacts/10_figures/H01/gates/H01_l10_midpoint_primary_16h_conversion_histogram.png,,/html/body/div[2]/main/section[3]/div/figure/div/div/div[1]/div/figure/p/img,1431,True
audit/H01/02_implementation_and_v0_comparison.html,body,img,src,,../../artifacts/10_figures/H01/gates/H01_l10_midpoint_noon_conversion_sensitivity_histogram.png,artifacts/10_figures/H01/gates/H01_l10_midpoint_noon_conversion_sensitivity_histogram.png,,/html/body/div[2]/main/section[3]/div/figure/div/div/div[2]/div/figure/p/img,1437,True
audit/H01/02_implementation_and_v0_comparison.html,body,img,src,,../../manuscript/R0_NatMed/Supplements/TableS2.png,manuscript/R0_NatMed/Supplements/TableS2.png,,/html/body/div[2]/main/section[4]/section[3]/details/div/figure/div/img,3841,True
audit/H01/02_implementation_and_v0_comparison.html,body,img,src,,../../manuscript/R0_NatMed/Supplements/TableS3.png,manuscript/R0_NatMed/Supplements/TableS3.png,,/html/body/div[2]/main/section[5]/details/div/figure/div/img,5241,True
audit/H01/02_implementation_and_v0_comparison.html,body,img,src,,../../manuscript/R0_NatMed/Supplements/FigureS10.png,manuscript/R0_NatMed/Supplements/FigureS10.png,,/html/body/div[2]/main/section[8]/div/figure/div/div/div[1]/div/figure/p/img,6579,True
audit/H01/02_implementation_and_v0_comparison.html,body,img,src,,../../artifacts/10_figures/H01/reporting/H01_figure_s10_photoperiod_latitude.png,artifacts/10_figures/H01/reporting/H01_figure_s10_photoperiod_latitude.png,,/html/body/div[2]/main/section[8]/div/figure/div/div/div[2]/div/figure/p/img,6585,True
audit/H01/02_implementation_and_v0_comparison.html,previous_next,a,href,Descriptive results,../../notebooks/descriptives.html,notebooks/descriptives.html,,/html/body/div[2]/nav[2]/div[1]/a,7596,True
audit/H01/02_implementation_and_v0_comparison.html,previous_next,a,href,H02 results,../../notebooks/hypotheses/H02.html,notebooks/hypotheses/H02.html,,/html/body/div[2]/nav[2]/div[2]/a,7601,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-1,audit/H01/02_implementation_and_v0_comparison.html,cb1-1,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[1]/a,7606,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-2,audit/H01/02_implementation_and_v0_comparison.html,cb1-2,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[2]/a,7607,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-3,audit/H01/02_implementation_and_v0_comparison.html,cb1-3,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[3]/a,7608,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-4,audit/H01/02_implementation_and_v0_comparison.html,cb1-4,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[4]/a,7609,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-5,audit/H01/02_implementation_and_v0_comparison.html,cb1-5,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[5]/a,7610,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-6,audit/H01/02_implementation_and_v0_comparison.html,cb1-6,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[6]/a,7611,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-7,audit/H01/02_implementation_and_v0_comparison.html,cb1-7,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[7]/a,7612,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-8,audit/H01/02_implementation_and_v0_comparison.html,cb1-8,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[8]/a,7613,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-9,audit/H01/02_implementation_and_v0_comparison.html,cb1-9,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[9]/a,7614,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-10,audit/H01/02_implementation_and_v0_comparison.html,cb1-10,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[10]/a,7615,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-11,audit/H01/02_implementation_and_v0_comparison.html,cb1-11,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[11]/a,7616,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-12,audit/H01/02_implementation_and_v0_comparison.html,cb1-12,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[12]/a,7617,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-13,audit/H01/02_implementation_and_v0_comparison.html,cb1-13,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[13]/a,7618,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-14,audit/H01/02_implementation_and_v0_comparison.html,cb1-14,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[14]/a,7619,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-15,audit/H01/02_implementation_and_v0_comparison.html,cb1-15,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[15]/a,7620,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-16,audit/H01/02_implementation_and_v0_comparison.html,cb1-16,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[16]/a,7621,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-19,audit/H01/02_implementation_and_v0_comparison.html,cb1-19,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[17]/a,7622,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-20,audit/H01/02_implementation_and_v0_comparison.html,cb1-20,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[18]/a,7623,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-21,audit/H01/02_implementation_and_v0_comparison.html,cb1-21,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[19]/a,7624,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-22,audit/H01/02_implementation_and_v0_comparison.html,cb1-22,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[20]/a,7625,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-23,audit/H01/02_implementation_and_v0_comparison.html,cb1-23,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[21]/a,7626,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-24,audit/H01/02_implementation_and_v0_comparison.html,cb1-24,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[22]/a,7627,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-25,audit/H01/02_implementation_and_v0_comparison.html,cb1-25,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[23]/a,7628,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-26,audit/H01/02_implementation_and_v0_comparison.html,cb1-26,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[24]/a,7629,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-27,audit/H01/02_implementation_and_v0_comparison.html,cb1-27,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[25]/a,7630,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-28,audit/H01/02_implementation_and_v0_comparison.html,cb1-28,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[26]/a,7631,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-29,audit/H01/02_implementation_and_v0_comparison.html,cb1-29,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[27]/a,7632,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-30,audit/H01/02_implementation_and_v0_comparison.html,cb1-30,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[28]/a,7633,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-31,audit/H01/02_implementation_and_v0_comparison.html,cb1-31,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[29]/a,7634,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-32,audit/H01/02_implementation_and_v0_comparison.html,cb1-32,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[30]/a,7635,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-33,audit/H01/02_implementation_and_v0_comparison.html,cb1-33,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[31]/a,7636,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-34,audit/H01/02_implementation_and_v0_comparison.html,cb1-34,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[32]/a,7637,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-35,audit/H01/02_implementation_and_v0_comparison.html,cb1-35,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[33]/a,7638,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-36,audit/H01/02_implementation_and_v0_comparison.html,cb1-36,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[34]/a,7639,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-37,audit/H01/02_implementation_and_v0_comparison.html,cb1-37,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[35]/a,7640,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-38,audit/H01/02_implementation_and_v0_comparison.html,cb1-38,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[36]/a,7641,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-39,audit/H01/02_implementation_and_v0_comparison.html,cb1-39,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[37]/a,7642,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-40,audit/H01/02_implementation_and_v0_comparison.html,cb1-40,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[38]/a,7643,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-41,audit/H01/02_implementation_and_v0_comparison.html,cb1-41,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[39]/a,7644,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-42,audit/H01/02_implementation_and_v0_comparison.html,cb1-42,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[40]/a,7645,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-43,audit/H01/02_implementation_and_v0_comparison.html,cb1-43,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[41]/a,7646,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-44,audit/H01/02_implementation_and_v0_comparison.html,cb1-44,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[42]/a,7647,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-45,audit/H01/02_implementation_and_v0_comparison.html,cb1-45,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[43]/a,7648,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-46,audit/H01/02_implementation_and_v0_comparison.html,cb1-46,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[44]/a,7649,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-47,audit/H01/02_implementation_and_v0_comparison.html,cb1-47,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[45]/a,7650,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-48,audit/H01/02_implementation_and_v0_comparison.html,cb1-48,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[46]/a,7651,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-49,audit/H01/02_implementation_and_v0_comparison.html,cb1-49,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[47]/a,7652,True
audit/H01/02_implementation_and_v0_comparison.html,body,a,href,,#cb1-50,audit/H01/02_implementation_and_v0_comparison.html,cb1-50,/html/body/div[2]/div[3]/div/div/div[2]/div/div/div/pre/code/span[48]/a,7653,True
