metric_slot,metric_id,manuscript_name,predictor_order,predictor_id,predictor,site,reference_level,comparison_level,other_contexts,reference_link,reference_link_se,comparison_link,comparison_link_se,reference_fitted,comparison_fitted,contrast_estimate,contrast_standard_error,contrast_lower_95,contrast_upper_95,display_estimate,display_lower_95,display_upper_95,effect_scale,pointwise_interval_excludes_null,site_name,display_order,site_color,global_interaction_raw_p,global_interaction_bh_q,global_interaction_fdr_supported,global_interaction_status
1,daily_geometric_mean_medi,Mean melEDI,1,work_free_day,Work/free day,RISE,Work day,Free day,Sedentary; 8 h sleep,0.8012854100598567,0.0814908052839908,0.7674146080347559,0.08558948349916039,6.228275969920889,5.753486324303097,-0.033870802025100705,0.06150769306303273,-0.15442366520078893,0.08668206115058752,0.9249733027013156,0.7007713447779332,1.2209055308637116,ratio for fitted metric + 0.1 lx,FALSE,Borås (SE),1,#88CCEE,3.457469724106193e-6,2.593102293079645e-5,TRUE,ESTIMABLE_EXPLORATORY
1,daily_geometric_mean_medi,Mean melEDI,3,activity_status,Daily activity status,BAUA,Sedentary,Active,Work day; 8 h sleep,0.9141487869480005,0.08472181932072644,0.8621381891558284,0.07030160732302757,8.106326404942445,7.180114153060348,-0.05201059779217204,0.06729426055500892,-0.18390492484624388,0.0798837292618998,0.8871343636387331,0.6547795018107821,1.2019426035363718,ratio for fitted metric + 0.1 lx,FALSE,Dortmund (DE),3,#DDCC77,0.007417858281752625,0.05563393711314469,FALSE,ESTIMABLE_EXPLORATORY
1,daily_geometric_mean_medi,Mean melEDI,3,activity_status,Daily activity status,MPI,Sedentary,Active,Work day; 8 h sleep,0.7168881098498822,0.07141924797922697,0.7832453550558763,0.05652133065798478,5.1106044957217645,5.970792026645266,0.06635724520599418,0.05705400141370634,-0.045466542738767546,0.1781810331507559,1.165084018875309,0.9006031409149844,1.5072352175671349,ratio for fitted metric + 0.1 lx,FALSE,Tübingen (DE),4,#DDCC77,0.007417858281752625,0.05563393711314469,FALSE,ESTIMABLE_EXPLORATORY
1,daily_geometric_mean_medi,Mean melEDI,3,activity_status,Daily activity status,TUM,Sedentary,Active,Work day; 8 h sleep,0.922053405263711,0.10102519564265851,0.9914197676680011,0.09291164421254883,8.257057787896413,9.704371698902708,0.06936636240429,0.08144503942564772,-0.09026298158942425,0.22899570639800426,1.1731846240314923,0.8123384658080487,1.6943210496560936,ratio for fitted metric + 0.1 lx,FALSE,Munich (DE),5,#DDCC77,0.007417858281752625,0.05563393711314469,FALSE,ESTIMABLE_EXPLORATORY
1,daily_geometric_mean_medi,Mean melEDI,3,activity_status,Daily activity status,FUSPCEU,Sedentary,Active,Work day; 8 h sleep,0.5898975953146288,0.07707758460649206,0.6066054162187137,0.06905744694327393,3.789534207135319,3.942084760550413,0.01670782090408489,0.06840288400758665,-0.11735936818945573,0.1507750099976255,1.0392207769082584,0.7632039893574314,1.4150605057333068,ratio for fitted metric + 0.1 lx,FALSE,Madrid (ES),6,#CC6677,0.007417858281752625,0.05563393711314469,FALSE,ESTIMABLE_EXPLORATORY
1,daily_geometric_mean_medi,Mean melEDI,3,activity_status,Daily activity status,IZTECH,Sedentary,Active,Work day; 8 h sleep,0.860893446397414,0.07695468991719863,0.7892400538091714,0.07252724598684024,7.159278301081795,6.055170022272708,-0.07165339258824266,0.06416044509958367,-0.197405554215486,0.05409876903900068,0.8479038503532024,0.6347379220833681,1.1326579276751616,ratio for fitted metric + 0.1 lx,FALSE,Izmir (TR),7,#332288,0.007417858281752625,0.05563393711314469,FALSE,ESTIMABLE_EXPLORATORY
1,daily_geometric_mean_medi,Mean melEDI,3,activity_status,Daily activity status,UCR,Sedentary,Active,Work day; 8 h sleep,0.7129879221778339,0.12024423267063684,0.740696186207636,0.13853355232964035,5.064020078224011,5.404225097112557,0.027708264029802053,0.10746885261076408,-0.18292681654713883,0.23834334460674295,1.0658798791900803,0.6562558433980812,1.7311844584568645,ratio for fitted metric + 0.1 lx,FALSE,San José (CR),8,#44AA99,0.007417858281752625,0.05563393711314469,FALSE,ESTIMABLE_EXPLORATORY
1,daily_geometric_mean_medi,Mean melEDI,3,activity_status,Daily activity status,KNUST,Sedentary,Active,Work day; 8 h sleep,0.061755344902250965,0.10267310139165259,0.3741641930816544,0.07382039598912393,1.052803655397935,2.2668143464053756,0.31240884817940345,0.08574326515245735,0.14435513656371884,0.48046255979508806,2.053094067947223,1.394296497982778,3.0231699340409177,ratio for fitted metric + 0.1 lx,TRUE,Kumasi (GH),9,#AA4499,0.007417858281752625,0.05563393711314469,FALSE,ESTIMABLE_EXPLORATORY
1,daily_geometric_mean_medi,Mean melEDI,11,previous_sleep_duration_centered_h,Previous-night sleep duration,RISE,8 h,9 h,Work day; Sedentary,0.8512657880252267,0.08103467234528555,0.8217357977350457,0.09192157850263613,7.000121621453332,6.533394062984927,-0.02952999029018095,0.030064461814666252,-0.0884552526615065,0.0293952720811446,0.9342648501881761,0.815726830853674,1.0700283198772311,ratio for fitted metric + 0.1 lx,FALSE,Borås (SE),1,#88CCEE,0.0871896503611209,0.2615689510833627,FALSE,ESTIMABLE_EXPLORATORY
1,daily_geometric_mean_medi,Mean melEDI,11,previous_sleep_duration_centered_h,Previous-night sleep duration,THUAS,8 h,9 h,Work day; Sedentary,0.8084525395848449,0.08221150639304309,0.7533095368395033,0.08821605249493819,6.333577539571954,5.566430114047302,-0.055143002745341584,0.031263149692243246,-0.1164176501854228,0.0061316446947396325,0.8807588125259942,0.7648607056302847,1.0142187722965226,ratio for fitted metric + 0.1 lx,FALSE,Delft (NL),2,#117733,0.0871896503611209,0.2615689510833627,FALSE,ESTIMABLE_EXPLORATORY
1,daily_geometric_mean_medi,Mean melEDI,11,previous_sleep_duration_centered_h,Previous-night sleep duration,BAUA,8 h,9 h,Work day; Sedentary,0.8336471851285557,0.0708255083657975,0.8228603357141843,0.07582834641151213,6.717845966605091,6.550592461349425,-0.010786849414371504,0.025288477018255685,-0.06035135359402149,0.03877765476527848,0.975468277506576,0.8702592465972085,1.0933964380639982,ratio for fitted metric + 0.1 lx,FALSE,Dortmund (DE),3,#DDCC77,0.0871896503611209,0.2615689510833627,FALSE,ESTIMABLE_EXPLORATORY
1,daily_geometric_mean_medi,Mean melEDI,11,previous_sleep_duration_centered_h,Previous-night sleep duration,MPI,8 h,9 h,Work day; Sedentary,0.7453214554704023,0.05941865146289218,0.7282755357017386,0.06469720317876917,5.4631587800857995,5.249036183700137,-0.017045919768663625,0.01640873706213136,-0.049206453442228654,0.015114613904901403,0.9615106084780201,0.8928809281130775,1.0354153853073342,ratio for fitted metric + 0.1 lx,FALSE,Tübingen (DE),4,#DDCC77,0.0871896503611209,0.2615689510833627,FALSE,ESTIMABLE_EXPLORATORY
1,daily_geometric_mean_medi,Mean melEDI,11,previous_sleep_duration_centered_h,Previous-night sleep duration,TUM,8 h,9 h,Work day; Sedentary,0.9339534467670928,0.0889742251415862,0.867327236318327,0.09284376350349964,8.489214463928443,7.267620308312655,-0.06662621044876584,0.02564384940953576,-0.11688723171642464,-0.016365189181107034,0.8577758000168658,0.7640341458361095,0.9630189005353744,ratio for fitted metric + 0.1 lx,TRUE,Munich (DE),5,#DDCC77,0.0871896503611209,0.2615689510833627,FALSE,ESTIMABLE_EXPLORATORY
1,daily_geometric_mean_medi,Mean melEDI,11,previous_sleep_duration_centered_h,Previous-night sleep duration,FUSPCEU,8 h,9 h,Work day; Sedentary,0.5725673414290497,0.06619971850992108,0.49361539184620806,0.0687663183754439,3.6373807247969387,3.0161287399781607,-0.07895194958284169,0.02138666562855249,-0.12086904396420523,-0.03703485520147814,0.833773428354016,0.7570611428672792,0.9182588967600487,ratio for fitted metric + 0.1 lx,TRUE,Madrid (ES),6,#CC6677,0.0871896503611209,0.2615689510833627,FALSE,ESTIMABLE_EXPLORATORY
1,daily_geometric_mean_medi,Mean melEDI,11,previous_sleep_duration_centered_h,Previous-night sleep duration,IZTECH,8 h,9 h,Work day; Sedentary,0.7887161078121901,0.06891384832242638,0.7568510233838124,0.07063979507646918,6.047748716556013,5.612826352110842,-0.03186508442837773,0.01505491197805389,-0.06137216969578401,-0.002357999160971451,0.9292550192765824,0.8682160905434869,0.9945852193434672,ratio for fitted metric + 0.1 lx,TRUE,Izmir (TR),7,#332288,0.0871896503611209,0.2615689510833627,FALSE,ESTIMABLE_EXPLORATORY
1,daily_geometric_mean_medi,Mean melEDI,11,previous_sleep_duration_centered_h,Previous-night sleep duration,UCR,8 h,9 h,Work day; Sedentary,0.6881147553675311,0.11739902753856861,0.6073847821561053,0.12669188914987076,4.776573287267893,3.9493450221100104,-0.08072997321142578,0.033250088058073494,-0.14589894828803515,-0.0155609981348164,0.8303668956810987,0.7146625945419163,0.9648037923196827,ratio for fitted metric + 0.1 lx,TRUE,San José (CR),8,#44AA99,0.0871896503611209,0.2615689510833627,FALSE,ESTIMABLE_EXPLORATORY
1,daily_geometric_mean_medi,Mean melEDI,11,previous_sleep_duration_centered_h,Previous-night sleep duration,KNUST,8 h,9 h,Work day; Sedentary,0.27306196320544734,0.07578012064133051,0.1869253007522363,0.08062716944299553,1.775262043030957,1.437890098342369,-0.08613666245321103,0.023394727500441942,-0.13198948578220598,-0.04028383912421608,0.8200934392383378,0.737922094919069,0.9114149768825217,ratio for fitted metric + 0.1 lx,TRUE,Kumasi (GH),9,#AA4499,0.0871896503611209,0.2615689510833627,FALSE,ESTIMABLE_EXPLORATORY
2,m10_mean_medi,Brightest 10 h mean,1,work_free_day,Work/free day,RISE,Work day,Free day,Sedentary; 8 h sleep,2.282782718113088,0.11987225645999187,2.0863505576608343,0.1282378345095354,191.67090515388998,121.89739509557009,-0.19643216045225392,0.10526285558892018,-0.40274356631637814,0.009879245411870297,0.6361621696350188,0.39560013732632476,1.0230085075549444,ratio for fitted metric + 0.1 lx,FALSE,Borås (SE),1,#88CCEE,1.8053715463818938e-7,2.7080573195728406e-6,TRUE,ESTIMABLE_EXPLORATORY
2,m10_mean_medi,Brightest 10 h mean,1,work_free_day,Work/free day,THUAS,Work day,Free day,Sedentary; 8 h sleep,2.1284546816911143,0.12320068161505922,2.0393648220971334,0.14315592456016854,134.3171496048606,109.38757128165273,-0.08908985959398058,0.11891386074555071,-0.3221567439178712,0.14397702472991003,0.8145357315157178,0.4762590661662859,1.3930831033969135,ratio for fitted metric + 0.1 lx,FALSE,Delft (NL),2,#117733,1.8053715463818938e-7,2.7080573195728406e-6,TRUE,ESTIMABLE_EXPLORATORY
2,m10_mean_medi,Brightest 10 h mean,1,work_free_day,Work/free day,BAUA,Work day,Free day,Sedentary; 8 h sleep,2.046350170748431,0.1069079974285519,2.074500189513361,0.11517007284741719,111.16284757637139,118.61352190744411,0.028150018764930007,0.09414305977935312,-0.1563669877970034,0.2126670253268634,1.066964620206745,0.6976426325103744,1.6318003627107678,ratio for fitted metric + 0.1 lx,FALSE,Dortmund (DE),3,#DDCC77,1.8053715463818938e-7,2.7080573195728406e-6,TRUE,ESTIMABLE_EXPLORATORY
2,m10_mean_medi,Brightest 10 h mean,1,work_free_day,Work/free day,MPI,Work day,Free day,Sedentary; 8 h sleep,1.905619478532576,0.0896894747432822,1.689361013510763,0.09090761225498671,80.36730913061811,48.805872749434585,-0.21625846502181284,0.07243483824473489,-0.35822813920747765,-0.074288790836148,0.6077731848849129,0.438300393737006,0.8427741556782518,ratio for fitted metric + 0.1 lx,TRUE,Tübingen (DE),4,#DDCC77,1.8053715463818938e-7,2.7080573195728406e-6,TRUE,ESTIMABLE_EXPLORATORY
2,m10_mean_medi,Brightest 10 h mean,1,work_free_day,Work/free day,TUM,Work day,Free day,Sedentary; 8 h sleep,2.0226005335054498,0.13615458571599987,1.9440159173164255,0.13591593836179428,105.24175113153879,87.8054734454032,-0.07858461618902418,0.11089115596619761,-0.29592728808678537,0.138758055708737,0.8344789459180042,0.5059093569728611,1.376442442865864,ratio for fitted metric + 0.1 lx,FALSE,Munich (DE),5,#DDCC77,1.8053715463818938e-7,2.7080573195728406e-6,TRUE,ESTIMABLE_EXPLORATORY
2,m10_mean_medi,Brightest 10 h mean,1,work_free_day,Work/free day,FUSPCEU,Work day,Free day,Sedentary; 8 h sleep,2.08763763039545,0.09981445850312663,1.4210634878422619,0.11640017690109714,122.25948217838125,26.267168091560873,-0.666574142553188,0.10211552844300655,-0.8667169005637563,-0.4664313845426198,0.21548937297006227,0.1359199166177748,0.34163992311453506,ratio for fitted metric + 0.1 lx,TRUE,Madrid (ES),6,#CC6677,1.8053715463818938e-7,2.7080573195728406e-6,TRUE,ESTIMABLE_EXPLORATORY
2,m10_mean_medi,Brightest 10 h mean,1,work_free_day,Work/free day,IZTECH,Work day,Free day,Sedentary; 8 h sleep,1.9168785844691731,0.1023885975470802,1.734002995809764,0.11470825427857137,82.48070467633907,54.10046291946032,-0.182875588659409,0.09472706146894269,-0.36853721749984847,0.002786040181030486,0.6563332576524961,0.4280187383236616,1.0064357153798094,ratio for fitted metric + 0.1 lx,FALSE,Izmir (TR),7,#332288,1.8053715463818938e-7,2.7080573195728406e-6,TRUE,ESTIMABLE_EXPLORATORY
2,m10_mean_medi,Brightest 10 h mean,1,work_free_day,Work/free day,UCR,Work day,Free day,Sedentary; 8 h sleep,1.9127924696617429,0.17352961455008412,1.6566198749233907,0.21477967889200883,81.70737730415051,45.254446885058286,-0.25617259473835224,0.19377088939794024,-0.6359565592106091,0.12361136973390469,0.5544053406874984,0.23122960685988037,1.3292643877091277,ratio for fitted metric + 0.1 lx,FALSE,San José (CR),8,#44AA99,1.8053715463818938e-7,2.7080573195728406e-6,TRUE,ESTIMABLE_EXPLORATORY
2,m10_mean_medi,Brightest 10 h mean,1,work_free_day,Work/free day,KNUST,Work day,Free day,Sedentary; 8 h sleep,1.6146537081602341,0.12047388279059021,0.959682013770892,0.11658680641039389,41.076905734010275,9.013433182254847,-0.6549716943893421,0.10318531370671122,-0.8572111929879632,-0.452732195790721,0.22132389551377968,0.13892768757102397,0.3525882247219601,ratio for fitted metric + 0.1 lx,TRUE,Kumasi (GH),9,#AA4499,1.8053715463818938e-7,2.7080573195728406e-6,TRUE,ESTIMABLE_EXPLORATORY
2,m10_mean_medi,Brightest 10 h mean,3,activity_status,Daily activity status,RISE,Sedentary,Active,Work day; 8 h sleep,2.2154844555446127,0.13647565158828526,2.482287718904326,0.12091225838958196,164.14208723864118,303.4901794729609,0.2668032633597134,0.11836112828537128,0.03481971475086068,0.4987868119685661,1.8484310847307308,1.0834770453566533,3.1534562634634637,ratio for fitted metric + 0.1 lx,TRUE,Borås (SE),1,#88CCEE,0.0815682031080729,0.3058807616552734,FALSE,ESTIMABLE_EXPLORATORY
2,m10_mean_medi,Brightest 10 h mean,3,activity_status,Daily activity status,THUAS,Sedentary,Active,Work day; 8 h sleep,2.005038773925924,0.19004805518916087,2.335764694902402,0.11828636187639625,101.06697723722121,216.552993915299,0.3307259209764779,0.17420229261643175,-0.010704298576035998,0.6721561405289918,2.141538670343788,0.9756537124616507,4.700630785288081,ratio for fitted metric + 0.1 lx,FALSE,Delft (NL),2,#117733,0.0815682031080729,0.3058807616552734,FALSE,ESTIMABLE_EXPLORATORY
2,m10_mean_medi,Brightest 10 h mean,3,activity_status,Daily activity status,BAUA,Sedentary,Active,Work day; 8 h sleep,2.1854078902439165,0.131728958240776,2.2827515963669662,0.10350738840258446,153.15261375787796,191.65716325332727,0.0973437061230499,0.11572408800495729,-0.12947133851040998,0.3241587507565098,1.2512488926047438,0.7422131788663053,2.1093990726977014,ratio for fitted metric + 0.1 lx,FALSE,Dortmund (DE),3,#DDCC77,0.0815682031080729,0.3058807616552734,FALSE,ESTIMABLE_EXPLORATORY
2,m10_mean_medi,Brightest 10 h mean,3,activity_status,Daily activity status,MPI,Sedentary,Active,Work day; 8 h sleep,1.9050996409972234,0.1116128598889678,2.0535837348039063,0.08305330071633658,80.27104978403447,113.03154933004721,0.14848409380668326,0.09745493830089155,-0.0425240753786372,0.33949226299200375,1.407615672982296,0.9067256983003101,2.1852053896118457,ratio for fitted metric + 0.1 lx,FALSE,Tübingen (DE),4,#DDCC77,0.0815682031080729,0.3058807616552734,FALSE,ESTIMABLE_EXPLORATORY
2,m10_mean_medi,Brightest 10 h mean,3,activity_status,Daily activity status,TUM,Sedentary,Active,Work day; 8 h sleep,2.2018885262856998,0.15302781952179928,2.1768008959503904,0.13732819933853266,159.08000950024103,150.1453002559286,-0.025087630335309308,0.13854123118256076,-0.2966234538269658,0.2464481931563472,0.9438704063885678,0.5050990435908992,1.7637953493685297,ratio for fitted metric + 0.1 lx,FALSE,Munich (DE),5,#DDCC77,0.0815682031080729,0.3058807616552734,FALSE,ESTIMABLE_EXPLORATORY
2,m10_mean_medi,Brightest 10 h mean,3,activity_status,Daily activity status,FUSPCEU,Sedentary,Active,Work day; 8 h sleep,2.0295073169824493,0.11840338206659273,2.021339934945829,0.1035778711552433,106.9304415221204,104.93642576864988,-0.008167382036620374,0.1156612804741364,-0.23485932617171343,0.21852456209847268,0.9813696390941412,0.5822917993786209,1.653958323925393,ratio for fitted metric + 0.1 lx,FALSE,Madrid (ES),6,#CC6677,0.0815682031080729,0.3058807616552734,FALSE,ESTIMABLE_EXPLORATORY
2,m10_mean_medi,Brightest 10 h mean,3,activity_status,Daily activity status,IZTECH,Sedentary,Active,Work day; 8 h sleep,2.005381871169976,0.11631438053641074,2.020531847007648,0.10776239312075105,101.1469317998858,104.74116712566966,0.015149975837672192,0.10892405957070851,-0.1983372579708118,0.2286372096461562,1.0354996962563554,0.6333776611921902,1.6929230167807279,ratio for fitted metric + 0.1 lx,FALSE,Izmir (TR),7,#332288,0.0815682031080729,0.3058807616552734,FALSE,ESTIMABLE_EXPLORATORY
2,m10_mean_medi,Brightest 10 h mean,3,activity_status,Daily activity status,UCR,Sedentary,Active,Work day; 8 h sleep,1.9136220620370663,0.17828063296759655,2.030434063300825,0.21339940867615673,81.86379568010776,107.15907895257705,0.11681200126375862,0.18509237976550838,-0.24596239688944793,0.4795863994169652,1.308615322931028,0.567593748023464,3.0170770368300226,ratio for fitted metric + 0.1 lx,FALSE,San José (CR),8,#44AA99,0.0815682031080729,0.3058807616552734,FALSE,ESTIMABLE_EXPLORATORY
2,m10_mean_medi,Brightest 10 h mean,3,activity_status,Daily activity status,KNUST,Sedentary,Active,Work day; 8 h sleep,1.0760267089724933,0.16358111254485264,1.6030703483823754,0.10815807756891399,11.813152712847595,39.99316565349341,0.5270436394098821,0.1472108326036134,0.23851570937264516,0.8155715694471191,3.36545384919438,1.731871675169045,6.539906953528606,ratio for fitted metric + 0.1 lx,TRUE,Kumasi (GH),9,#AA4499,0.0815682031080729,0.3058807616552734,FALSE,ESTIMABLE_EXPLORATORY
2,m10_mean_medi,Brightest 10 h mean,11,previous_sleep_duration_centered_h,Previous-night sleep duration,RISE,8 h,9 h,Work day; Sedentary,2.3237285701299224,0.11737876112305193,2.3092933896218475,0.1379749178988219,210.6310689383081,203.74186757211805,-0.014435180508074973,0.050281355540876455,-0.11298482646204629,0.08411446544589633,0.9673080889263325,0.7709304036396529,1.2137087011808523,ratio for fitted metric + 0.1 lx,FALSE,Borås (SE),1,#88CCEE,0.010031729632991643,0.07523797224743732,FALSE,ESTIMABLE_EXPLORATORY
2,m10_mean_medi,Brightest 10 h mean,11,previous_sleep_duration_centered_h,Previous-night sleep duration,THUAS,8 h,9 h,Work day; Sedentary,2.1836715097347645,0.1196099523558992,2.1313075195042677,0.13134886793162476,152.5411079584186,135.20302910593998,-0.05236399023049679,0.05339704616574502,-0.1570202775961796,0.052292297135186,0.8864127816917988,0.696593988757675,1.1279563594108544,ratio for fitted metric + 0.1 lx,FALSE,Delft (NL),2,#117733,0.010031729632991643,0.07523797224743732,FALSE,ESTIMABLE_EXPLORATORY
2,m10_mean_medi,Brightest 10 h mean,11,previous_sleep_duration_centered_h,Previous-night sleep duration,BAUA,8 h,9 h,Work day; Sedentary,2.163529941338969,0.10268624809559174,2.2223437830831254,0.11211221854514954,145.623616674374,166.75675109410727,0.058813841744156416,0.042350121089585066,-0.02419087033234047,0.1418185538206533,1.1450220280145544,0.9458213860647116,1.386176569863331,ratio for fitted metric + 0.1 lx,FALSE,Dortmund (DE),3,#DDCC77,0.010031729632991643,0.07523797224743732,FALSE,ESTIMABLE_EXPLORATORY
2,m10_mean_medi,Brightest 10 h mean,11,previous_sleep_duration_centered_h,Previous-night sleep duration,MPI,8 h,9 h,Work day; Sedentary,1.956331169178784,0.08725430284229212,1.96070658222791,0.09743070376313807,90.33388100955911,91.24958574232546,0.004375413049126128,0.027807290389599035,-0.05012587462213473,0.05887670072038699,1.010125682128688,0.8909926580415521,1.1451877683692002,ratio for fitted metric + 0.1 lx,FALSE,Tübingen (DE),4,#DDCC77,0.010031729632991643,0.07523797224743732,FALSE,ESTIMABLE_EXPLORATORY
2,m10_mean_medi,Brightest 10 h mean,11,previous_sleep_duration_centered_h,Previous-night sleep duration,TUM,8 h,9 h,Work day; Sedentary,2.1161210096498135,0.1271861340562241,2.0487244423884277,0.13446772966126447,130.55348837864656,111.7727831182768,-0.06739656726138572,0.04227537288355008,-0.15025477554614508,0.01546164102337362,0.856255615571921,0.7075305951837859,1.036243074418573,ratio for fitted metric + 0.1 lx,FALSE,Munich (DE),5,#DDCC77,0.010031729632991643,0.07523797224743732,FALSE,ESTIMABLE_EXPLORATORY
