"path","role","artifact_class","artifact_type","sha256","bytes","producer","r_version","written_utc","observed_sha256","observed_bytes","status"
"audit/hypotheses/H09/H09_analysis_preparation_files/libs/clipboard/clipboard.min.js","H09_audit_record","H09_audit_record","js","e17a1d816e13c0826e0ed7febfabc3277f45571234bde0bf9120829a7169edc9",9160,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","e17a1d816e13c0826e0ed7febfabc3277f45571234bde0bf9120829a7169edc9",9160,"LIVE_EXACT"
"audit/hypotheses/H09/H09_analysis_preparation_files/libs/quarto-diagram/mermaid-init.js","H09_audit_record","H09_audit_record","js","a68a1b7deabddb8dafadefbeec74f61f0e0c549539547843a3189a2665f3ea7a",14113,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","a68a1b7deabddb8dafadefbeec74f61f0e0c549539547843a3189a2665f3ea7a",14113,"LIVE_EXACT"
"audit/hypotheses/H09/H09_analysis_preparation_files/libs/quarto-diagram/mermaid.css","H09_audit_record","H09_audit_record","css","7cde9e49bfab3857c4bd590b86c15c2f46d4b4bdc4af4c9cc3e0480cbd249562",281,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","7cde9e49bfab3857c4bd590b86c15c2f46d4b4bdc4af4c9cc3e0480cbd249562",281,"LIVE_EXACT"
"audit/hypotheses/H09/H09_analysis_preparation_files/libs/quarto-diagram/mermaid.min.js","H09_audit_record","H09_audit_record","js","07e37dfa97b337ccc85365d57eddf99b9706f09db3b59b260d0333b23b343c4b",2748992,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","07e37dfa97b337ccc85365d57eddf99b9706f09db3b59b260d0333b23b343c4b",2748992,"LIVE_EXACT"
"audit/hypotheses/H09/H09_analysis_preparation_files/libs/quarto-html/anchor.min.js","H09_audit_record","H09_audit_record","js","69098e105d990f834cff1b7886d873444228ff63c590e5ff834d568f1115ed8b",5888,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","69098e105d990f834cff1b7886d873444228ff63c590e5ff834d568f1115ed8b",5888,"LIVE_EXACT"
"audit/hypotheses/H09/H09_analysis_preparation_files/libs/quarto-html/popper.min.js","H09_audit_record","H09_audit_record","js","4d50586b184724d39ddfe0f6582861664eddd5e806e5a79e0dbaa832361414d0",20084,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","4d50586b184724d39ddfe0f6582861664eddd5e806e5a79e0dbaa832361414d0",20084,"LIVE_EXACT"
"audit/hypotheses/H09/H09_analysis_preparation_files/libs/quarto-html/quarto-syntax-highlighting-7f8f88aac4f3542376d5c11b86a4c14d.css","H09_audit_record","H09_audit_record","css","96d688dbd4c2de66404fd9b0e75d5b62573cbece9ee7011ca24d8bce1bbe044c",3678,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","96d688dbd4c2de66404fd9b0e75d5b62573cbece9ee7011ca24d8bce1bbe044c",3678,"LIVE_EXACT"
"audit/hypotheses/H09/H09_analysis_preparation_files/libs/quarto-html/quarto.js","H09_audit_record","H09_audit_record","js","4ecb60f215d96b2af0fe9d985c71e32863b1c993a64725a416ac18b5991c59c6",26830,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","4ecb60f215d96b2af0fe9d985c71e32863b1c993a64725a416ac18b5991c59c6",26830,"LIVE_EXACT"
"audit/hypotheses/H09/H09_analysis_preparation_files/libs/quarto-html/tabsets/tabsets.js","H09_audit_record","H09_audit_record","js","a9c226bf70e82eaf5476f619cecfb70b4446b87ce4d1634d6404b0b2ba006d15",2882,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","a9c226bf70e82eaf5476f619cecfb70b4446b87ce4d1634d6404b0b2ba006d15",2882,"LIVE_EXACT"
"audit/hypotheses/H09/H09_analysis_preparation_files/libs/quarto-html/tippy.css","H09_audit_record","H09_audit_record","css","5969f497d9158d7682f8219c6f13fa67269cdf5bf50a3931d95327151dee5678",1409,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","5969f497d9158d7682f8219c6f13fa67269cdf5bf50a3931d95327151dee5678",1409,"LIVE_EXACT"
"audit/hypotheses/H09/H09_analysis_preparation_files/libs/quarto-html/tippy.umd.min.js","H09_audit_record","H09_audit_record","js","41181eeec6d7ba64cb9165f0e95563e34e026bde79e7c13aeec83270429b6fae",24033,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","41181eeec6d7ba64cb9165f0e95563e34e026bde79e7c13aeec83270429b6fae",24033,"LIVE_EXACT"
"audit/hypotheses/H09/H09_stage1_gate_and_stage2_transition.md","H09_audit_record","H09_audit_record","md","f13862886a47dbb7bbbfe62b4292bc567b14bc4b5e9427e7c285315e7d9acaff",4635,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","f13862886a47dbb7bbbfe62b4292bc567b14bc4b5e9427e7c285315e7d9acaff",4635,"LIVE_EXACT"
"audit/hypotheses/H09/H09_stage2_gate_and_stage3_transition.md","H09_audit_record","H09_audit_record","md","49ae7fa6d0a06948a26cd5e46a37e99a86e8d4b2ab0a1a4e280dbf564112bf57",2247,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","49ae7fa6d0a06948a26cd5e46a37e99a86e8d4b2ab0a1a4e280dbf564112bf57",2247,"LIVE_EXACT"
"audit/hypotheses/H09/H09_stage3_gate_and_stage4_transition.md","H09_audit_record","H09_audit_record","md","ad6c4d045e63aad5a6d57691ee297e740a0f91f26bc3b7cc4caef306cd9d0ba3",1409,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","ad6c4d045e63aad5a6d57691ee297e740a0f91f26bc3b7cc4caef306cd9d0ba3",1409,"LIVE_EXACT"
"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","H09_code","H09_code","r","c7a320367e0115aee221a3a6ba5228a9a27ba55f734bd07881455b3159cebf56",9753,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","c7a320367e0115aee221a3a6ba5228a9a27ba55f734bd07881455b3159cebf56",9753,"LIVE_EXACT"
"scripts/hypotheses/H09/build_h09_stage3_manifest.R","H09_code","H09_code","r","81a2c488ef399350489c27897729a9e0ea5879ebb5fc09f7c7afd6d8189c79c5",6987,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","81a2c488ef399350489c27897729a9e0ea5879ebb5fc09f7c7afd6d8189c79c5",6987,"LIVE_EXACT"
"scripts/hypotheses/H09/finalize_h09_figure_qa.R","H09_code","H09_code","r","8898f49aa1d39bbc52db292309144fb9267adee3cfed65a4144099ef17720f4c",1792,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","8898f49aa1d39bbc52db292309144fb9267adee3cfed65a4144099ef17720f4c",1792,"LIVE_EXACT"
"scripts/hypotheses/H09/h09_contract.R","H09_code","H09_code","r","13cd364b9136488d117f48a9cf3c65ab79e2408568cf0f8e600c1ef9214708ae",16293,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","458dc3c08f0cd74acecc790d30226d930839b3f8f252a3018085e35611de3cd1",16374,"HISTORICAL_TRANSITION"
"scripts/hypotheses/H09/h09_modeling.R","H09_code","H09_code","r","503e13bd955d4b0dc3fc1ee449eca31e681ad88cf029f70f6ab603dd523f8dc8",40104,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","503e13bd955d4b0dc3fc1ee449eca31e681ad88cf029f70f6ab603dd523f8dc8",40104,"LIVE_EXACT"
"scripts/hypotheses/H09/run_h09_stage2.R","H09_code","H09_code","r","49a7b9e76775b5bf91f9468481755732a79c205c37411ccf6997676e6a4f2cfb",90288,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","4711057eacebdfc7ee9295d9f895e8ab73f60c0f7a51d0b03ea61459b7ac611c",92080,"HISTORICAL_TRANSITION"
"tests/hypotheses/H09/test_h09_preparation_report.R","H09_test","H09_test","r","9a243e391de7069179fcd0ccb7cc6813a5e779b1ae1bf7fcb52706349553dfe7",12824,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","9a243e391de7069179fcd0ccb7cc6813a5e779b1ae1bf7fcb52706349553dfe7",12824,"LIVE_EXACT"
"tests/hypotheses/H09/test_h09_stage2.R","H09_test","H09_test","r","df354fd860cc1bde914a04ef1f14f9c390093b564eca52b91194cfface1f9d9f",16378,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","df354fd860cc1bde914a04ef1f14f9c390093b564eca52b91194cfface1f9d9f",16378,"LIVE_EXACT"
"tests/hypotheses/H09/test_h09_stage3_reader_report.R","H09_test","H09_test","r","a0309e55d305b13be7571e404eb9650154f0ffc494c44b4512c833aa579d2bd1",17786,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","a0309e55d305b13be7571e404eb9650154f0ffc494c44b4512c833aa579d2bd1",17786,"LIVE_EXACT"
"audit/decisions/answer_in_brief_callout.md","approved_reporting_rule","approved_reporting_rule","md","4d8969914e3216ca4d61ad7b5da1b125efa27b4fbb2c307aaae517d17d584548",2139,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","4d8969914e3216ca4d61ad7b5da1b125efa27b4fbb2c307aaae517d17d584548",2139,"LIVE_EXACT"
"audit/decisions/bootstrap_execution_policy.md","approved_reporting_rule","approved_reporting_rule","md","8bc2f8d31d23dec94b8735b6b913f6886f89fb07adc9d9d33f345e9c2b81871a",2780,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","8bc2f8d31d23dec94b8735b6b913f6886f89fb07adc9d9d33f345e9c2b81871a",2780,"LIVE_EXACT"
"audit/decisions/figure_readability_and_layout.md","approved_reporting_rule","approved_reporting_rule","md","62cedcc013c404a445455cae9beff5ffd21c6a2d82689103a98406e34cceb0b3",10941,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","33bac9392c35ed2fb6fd8bef0cf80ba867229e97d31cd1ea28ce625a51c1565b",10910,"HISTORICAL_TRANSITION"
"audit/decisions/gap_timing_unaware_dataset_terminology.md","approved_reporting_rule","approved_reporting_rule","md","c68ecb5b81639fddaa035ca2787ad43d1dd5106b7238f2f6d20db4d5df36a306",2153,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","c68ecb5b81639fddaa035ca2787ad43d1dd5106b7238f2f6d20db4d5df36a306",2153,"LIVE_EXACT"
"audit/decisions/hypothesis_preparation_provenance_companions.md","approved_reporting_rule","approved_reporting_rule","md","f8c7dd0877ab1aaa2ee4d7cee7aa38683ab261630ce55271318ed99ebb3151db",8881,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","f8c7dd0877ab1aaa2ee4d7cee7aa38683ab261630ce55271318ed99ebb3151db",8881,"LIVE_EXACT"
"audit/decisions/model_reporting.md","approved_reporting_rule","approved_reporting_rule","md","1cb3d5735dcb736f563eed881daf7dcf6e6ed7a4fb75b38201dd753e4927157a",10496,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","1cb3d5735dcb736f563eed881daf7dcf6e6ed7a4fb75b38201dd753e4927157a",10496,"LIVE_EXACT"
"audit/decisions/p_value_display_conventions.md","approved_reporting_rule","approved_reporting_rule","md","ced1651242141d933bf7b3c7b67778bc89fe6d0e901fd5de8aca6fc64eaac772",2686,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","ced1651242141d933bf7b3c7b67778bc89fe6d0e901fd5de8aca6fc64eaac772",2686,"LIVE_EXACT"
"audit/decisions/paired_placement_comparison_display.md","approved_reporting_rule","approved_reporting_rule","md","0b88908040aa4c649cb0c98d71f075e36dee266fd90a58180cfacbf7002001b4",3561,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","0b88908040aa4c649cb0c98d71f075e36dee266fd90a58180cfacbf7002001b4",3561,"LIVE_EXACT"
"audit/decisions/placement_decision.md","approved_reporting_rule","approved_reporting_rule","md","86ea999e67b094361a955feaf101efc7c8331bb060f9dd61e24246bd5fd709eb",4188,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","86ea999e67b094361a955feaf101efc7c8331bb060f9dd61e24246bd5fd709eb",4188,"LIVE_EXACT"
"audit/decisions/reader_facing_symlog_scale.md","approved_reporting_rule","approved_reporting_rule","md","8ddfd61216c57ed9f5a0ec59420df3da71edd95c5c77eb1ebe62f3d986a06d58",4507,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","8ddfd61216c57ed9f5a0ec59420df3da71edd95c5c77eb1ebe62f3d986a06d58",4507,"LIVE_EXACT"
"audit/decisions/site_display_conventions.md","approved_reporting_rule","approved_reporting_rule","md","771f4429e7e3317126de69b680593bb4572a784700d4b84ff566ea8ab2b0eed8",2618,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","771f4429e7e3317126de69b680593bb4572a784700d4b84ff566ea8ab2b0eed8",2618,"LIVE_EXACT"
"audit/hypotheses/H03-H11_gated_workflow.qmd","approved_workflow_contract","approved_workflow_contract","qmd","ba749fea6d198aaeef58c45e2b46a30b3f248f0a2eb8bb38d22d6b68077ae68e",20592,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","ba749fea6d198aaeef58c45e2b46a30b3f248f0a2eb8bb38d22d6b68077ae68e",20592,"LIVE_EXACT"
"renv.lock","environment_lock","environment_lock","lock","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350",603493,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350",603493,"LIVE_EXACT"
"audit/hypotheses/H09-H11_migration_map.md","migration_map","migration_map","md","35c39fd35a5f7a66e8fd08911f23baffc3042840653367d2e406dbd893bdb5b7",66619,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","35c39fd35a5f7a66e8fd08911f23baffc3042840653367d2e406dbd893bdb5b7",66619,"LIVE_EXACT"
"_quarto-nathealth.yml","pending_shared_quarto_profile","pending_shared_quarto_profile","yml","d12881b61d830170c0ac380487dae9ea2461df6e3b574195c472f7dbaaae88fc",6168,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",7480,"HISTORICAL_TRANSITION"
"_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html","preparation_render","preparation_render","html","4054dfc668365fdcb0d8cdedcb73900cbd3c471a1443fdcf37dfb4a1c9379d05",593181,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","4054dfc668365fdcb0d8cdedcb73900cbd3c471a1443fdcf37dfb4a1c9379d05",593181,"LIVE_EXACT"
"_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.qmd","preparation_rendered_source","preparation_rendered_source","qmd","4640129c38a5aabd874549ff8d5ebc74b736a16fe6f900f4654b1573b2b69f5c",43562,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","4640129c38a5aabd874549ff8d5ebc74b736a16fe6f900f4654b1573b2b69f5c",43562,"LIVE_EXACT"
"audit/hypotheses/H09/H09_analysis_preparation.qmd","preparation_source","preparation_source","qmd","4640129c38a5aabd874549ff8d5ebc74b736a16fe6f900f4654b1573b2b69f5c",43562,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","7563a933289b1c4a2275eead58ae8cfaa6492fb0a27b7202f4a9be516eb88a46",47901,"HISTORICAL_TRANSITION"
"audit/evidence/preregistration_contract.md","preregistration_contract","preregistration_contract","md","117b3d075df5ee8c822fba70b3cc0b7b5240581ab500c14e2880514474ac4225",8946,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","117b3d075df5ee8c822fba70b3cc0b7b5240581ab500c14e2880514474ac4225",8946,"LIVE_EXACT"
"artifacts/10_figures/H09/H09_diagnostics_chest.pdf","reader_figure","reader_figure","pdf","614b46f3cb2026ea1f6c7350959482ce4473c114b0c90ec066a176f73c635596",695820,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","1f8dd115d2e249f23acaa7560c8df432418f129c97f733cea5177f675997f09c",696614,"HISTORICAL_TRANSITION"
"artifacts/10_figures/H09/H09_diagnostics_chest.png","reader_figure","reader_figure","png","e82b32d5d69a73e45a7d93e8b1bb8357dc3104e67c5f128eba4f3f5538961a75",2626860,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","dcced15b55b9f4abd912f1fbad0ccd3eaddcbabe820b41591350601df29f0f1a",2874977,"HISTORICAL_TRANSITION"
"artifacts/10_figures/H09/H09_diagnostics_near_eye.pdf","reader_figure","reader_figure","pdf","a01d7184d3fc68bf33375f950c9ba422ac7f86f803cd214064ddf86d003ca5ac",627893,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","e63794d0eaad64d0fe8fd65f31e9e4a8162a6dbf50f047a1af2caf18f78f3db5",628572,"HISTORICAL_TRANSITION"
"artifacts/10_figures/H09/H09_diagnostics_near_eye.png","reader_figure","reader_figure","png","df6a267517ea08635a00fcfa153a1e3a7f6dbbbe764745860c16bd3b53165e96",2557336,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","cfb7136446dabf79334933f0677ba0db89b4a3052f1871ced3e90dbc3ed7d5b5",2795403,"HISTORICAL_TRANSITION"
"artifacts/10_figures/H09/H09_paired_placement_effects.pdf","reader_figure","reader_figure","pdf","5d8f8e95c4642ca29391941f63852776ee6d4ee3cb0cbdedfe74d24ec645ff7c",16857,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","e3371426b6a2c7a3d2db32ce5641697fad1aec6592b86a80d316ec81d54a7ea2",16853,"HISTORICAL_TRANSITION"
"artifacts/10_figures/H09/H09_paired_placement_effects.png","reader_figure","reader_figure","png","4cffc5339801d25e817639064b6f40e0b0a6bbe69a735e5f245d97cee898e185",129869,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","ae6fc387a28a840d57ad5088dc446f3ab902136cb9038a7f119ace2db7a6a4be",131504,"HISTORICAL_TRANSITION"
"artifacts/10_figures/H09/H09_primary_effects.pdf","reader_figure","reader_figure","pdf","b354077d2c1225104ecef7af1d879acd2037a7b740940392092b2d09f2f833e0",17970,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","69275a6a3fbfa7bd0b47efa4f53cb61ccbe3c7a776f146148f58026f4329357f",17941,"HISTORICAL_TRANSITION"
"artifacts/10_figures/H09/H09_primary_effects.png","reader_figure","reader_figure","png","f288cfaff6e555715af30c778974e50d9bcc8c9a90c643b5e994ad2d8b95be1f",139103,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","8525b9dda4a635efe2d8410e6eeb6a99722c6bc0d225f09abe684a73595dc4dd",162887,"HISTORICAL_TRANSITION"
"artifacts/10_figures/H09/H09_v0_chest_recreation.pdf","reader_figure","reader_figure","pdf","8cf88beea0e452906ace63d601b3d38ca5895baf4c750d6f3eb1cec12982e224",189662,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","8cf88beea0e452906ace63d601b3d38ca5895baf4c750d6f3eb1cec12982e224",189662,"LIVE_EXACT"
"artifacts/10_figures/H09/H09_v0_chest_recreation.png","reader_figure","reader_figure","png","1ad09d57531df119e222bff5f54dba86ea1d526a1fa91e23447ccf06dbd320e2",1987878,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","1ad09d57531df119e222bff5f54dba86ea1d526a1fa91e23447ccf06dbd320e2",1987878,"LIVE_EXACT"
"artifacts/10_figures/H09/H09_v0_near_eye_recreation.pdf","reader_figure","reader_figure","pdf","0fcda9c826e8c7d5485db9481694124d0e892435ca006b2e616eb678183814d8",177726,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","0fcda9c826e8c7d5485db9481694124d0e892435ca006b2e616eb678183814d8",177726,"LIVE_EXACT"
"artifacts/10_figures/H09/H09_v0_near_eye_recreation.png","reader_figure","reader_figure","png","45c02ab445ebfbf2ef8a6ab0563bd721d51f8e61ee0b4c4c121fa4bc5cec9ff6",1936975,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","45c02ab445ebfbf2ef8a6ab0563bd721d51f8e61ee0b4c4c121fa4bc5cec9ff6",1936975,"LIVE_EXACT"
"artifacts/11_source_data/H09/H09_linearity_curve_data.csv","reader_figure_or_table_source_data","reader_figure_or_table_source_data","csv","8912611efb18135b870b0996876c75b84714fad998a5e7a53f5cfcbfad2dc0aa",1167014,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","8912611efb18135b870b0996876c75b84714fad998a5e7a53f5cfcbfad2dc0aa",1167014,"LIVE_EXACT"
"artifacts/11_source_data/H09/H09_paired_placement_effects_data.csv","reader_figure_or_table_source_data","reader_figure_or_table_source_data","csv","ecc9fe09a1e823ec6b45b2b28239e56bf773a6d8a8c0bb458413e1e2e9b170b0",8394,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-10 15:13:14 UTC","ecc9fe09a1e823ec6b45b2b28239e56bf773a6d8a8c0bb458413e1e2e9b170b0",8394,"LIVE_EXACT"
