"path","role","sealed_sha256","live_sha256","sealed_bytes","live_bytes","exact"
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/tables_708px/table_12.png","order60c_completion_evidence","14ac1620c09e504c8e0d66df46936fa7abc6ce3d6fa1bf3ab59dd7224b45fdfa","14ac1620c09e504c8e0d66df46936fa7abc6ce3d6fa1bf3ab59dd7224b45fdfa",21569,21569,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/tables_708px/table_13.png","order60c_completion_evidence","2bfa712bfb988b188a2b2cfb5e52740a4047d13617742551bd4aaad283b909a0","2bfa712bfb988b188a2b2cfb5e52740a4047d13617742551bd4aaad283b909a0",22550,22550,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/tables_708px/table_14.png","order60c_completion_evidence","7afefdec6e387602289ed369a9fe4898ece3347c98eaae5a39eef76ffa8ecd9b","7afefdec6e387602289ed369a9fe4898ece3347c98eaae5a39eef76ffa8ecd9b",37212,37212,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/tables_708px/table_15.png","order60c_completion_evidence","a21f0cd2d3af29cfcf0ce3808f26d63e743b438f95e4b109c19b4bc0244183a1","a21f0cd2d3af29cfcf0ce3808f26d63e743b438f95e4b109c19b4bc0244183a1",36149,36149,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/verifier_contract_audit.csv","order60c_completion_evidence","bf334ed5280f5b32f5b6ad2ddff8a7b96a39781362ad5ceced20c07f8554c31e","bf334ed5280f5b32f5b6ad2ddff8a7b96a39781362ad5ceced20c07f8554c31e",371,371,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/verifier_forward.diff","order60c_completion_evidence","7fe75badfa199c3a5b5183205148b06891ed57697814e6c2c47d65fa41173d7b","7fe75badfa199c3a5b5183205148b06891ed57697814e6c2c47d65fa41173d7b",3325,3325,TRUE
"audit/hypotheses/H11/report018_order60c_no_rerender_completion/visual_qa_observations.csv","order60c_completion_evidence","0a590ee350f0d711ebc301362130ba1aad67839552031a6587ac8a07d72fb1aa","0a590ee350f0d711ebc301362130ba1aad67839552031a6587ac8a07d72fb1aa",2065,2065,TRUE
"_build/nathealth/audit/hypotheses/H11/H11_analysis_preparation.html","protected_external_identity","fd6307a6a2e9365f95f18f1fd668165cf833847cab58bac9d3be1e8a9b6dde11","fd6307a6a2e9365f95f18f1fd668165cf833847cab58bac9d3be1e8a9b6dde11",775131,775131,TRUE
"_build/nathealth/notebooks/hypotheses/H11.html","fixed_rendered_result","2c8a34ec47c10b3b4b1be600093cb03837bd0beb3b617f7e04f156529076d21a","2c8a34ec47c10b3b4b1be600093cb03837bd0beb3b617f7e04f156529076d21a",306265,306265,TRUE
"_build/nathealth/notebooks/sensitivity_battery.html","protected_external_identity","b9af89c035391db6e39c55064b1de7309220702d626fa2fa274000b22b879780","b9af89c035391db6e39c55064b1de7309220702d626fa2fa274000b22b879780",37775,37775,TRUE
"_build/nathealth/search.json","fixed_build_resource_identity","55869bdaf24d99b73a914509e398cdaf5e32e9011547fef654e97bfddeccd37b","55869bdaf24d99b73a914509e398cdaf5e32e9011547fef654e97bfddeccd37b",2682417,2682417,TRUE
"_build/nathealth/sitemap.xml","fixed_build_resource_identity","98d709172328d14f5dc677e402b9b59ac46d48c9dce67d22623803065e4e2685","98d709172328d14f5dc677e402b9b59ac46d48c9dce67d22623803065e4e2685",6463,6463,TRUE
"_quarto-nathealth.yml","protected_external_identity","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",7480,7480,TRUE
"artifacts/12_manifests/H11/H11_preparation_report_manifest.csv","protected_external_identity","00ce783a5958f6f958db1d2d6d78076760953ad1c51cc18c30abb697557c8e5c","00ce783a5958f6f958db1d2d6d78076760953ad1c51cc18c30abb697557c8e5c",72966,72966,TRUE
"artifacts/12_manifests/H11/H11_stage3_artifact_manifest.csv","protected_external_identity","2f55cef62117af71beab6e320fac842489b24be149209ea60a1d54cbd172f645","2f55cef62117af71beab6e320fac842489b24be149209ea60a1d54cbd172f645",14512,14512,TRUE
"audit/handoffs/H11_worker_handoff.md","protected_external_identity","5f01ac88745d55d749854b41d22ce3bd0afe43f42dbbaded98da7a61e1b53289","5f01ac88745d55d749854b41d22ce3bd0afe43f42dbbaded98da7a61e1b53289",15358,15358,TRUE
"audit/hypotheses/H11/H11_analysis_preparation.qmd","fixed_source_identity","3f5a0d2ead03d2cb149451709110b59ba1387401f9ff633dfba1a0663f4b0816","3f5a0d2ead03d2cb149451709110b59ba1387401f9ff633dfba1a0663f4b0816",54527,54527,TRUE
"audit/hypotheses/H11/report018_order60b_environment_retry/build_delta_postcheckerfailure.csv","protected_external_identity","402b3efe6bf42f50f352ccb9d633753be8c6ffd74963a5225ce2a5d266a7f24e","402b3efe6bf42f50f352ccb9d633753be8c6ffd74963a5225ce2a5d266a7f24e",662,662,TRUE
"audit/hypotheses/H11/report018_order60b_environment_retry/gt_html_semantic_post_render_summary.csv","protected_external_identity","26bc8762c9a550038871e5c40e1ea5e7b444f4207bd7d534bf4c96ba8b500022","26bc8762c9a550038871e5c40e1ea5e7b444f4207bd7d534bf4c96ba8b500022",455,455,TRUE
"audit/hypotheses/H11/report018_order60b_environment_retry/H11_gt_semantic_ledger.csv","protected_external_identity","18e457e9098b700998cfa5a259906f696c7d28473f3fa6c6aa13acba0cb9f9d2","18e457e9098b700998cfa5a259906f696c7d28473f3fa6c6aa13acba0cb9f9d2",97283,97283,TRUE
"audit/hypotheses/H11/report018_order60b_environment_retry/order60b_rendered_unaccepted_non_circular_manifest.csv","protected_external_identity","a2c86d72b2f870f0cb71eb0f88734faa5479cc1870737df8fa3d3f08adbcb05f","a2c86d72b2f870f0cb71eb0f88734faa5479cc1870737df8fa3d3f08adbcb05f",12500,12500,TRUE
"audit/hypotheses/H11/report018_order60b_environment_retry/order60b_rendered_unaccepted_stop.md","protected_external_identity","665347251001dc4ec8b2adb24529b846f4ff1f3d215831d1c11070f901a1b324","665347251001dc4ec8b2adb24529b846f4ff1f3d215831d1c11070f901a1b324",3845,3845,TRUE
"audit/hypotheses/H11/report018_order60b_environment_retry/protected_inventory_postcheckerfailure.csv","protected_external_identity","619d8edfa6c43aba333d6195cc7727b232916349a00883e0eb98cf2f0ff66b71","619d8edfa6c43aba333d6195cc7727b232916349a00883e0eb98cf2f0ff66b71",50129,50129,TRUE
"audit/hypotheses/H11/report018_order60b_environment_retry/sass_cache_inventory_postrender.csv","protected_external_identity","5ed02093164a9b587e27fd3d0664ac582340450bed854ef8aeb41746da8cc0c1","5ed02093164a9b587e27fd3d0664ac582340450bed854ef8aeb41746da8cc0c1",4276,4276,TRUE
"audit/report_harmonization/coordination_matrix.csv","fixed_coordination_identity","c8990a95151ebfd5deb0a1abca3a69ad2c4a1720f30537de13deebab2386b6ac","c8990a95151ebfd5deb0a1abca3a69ad2c4a1720f30537de13deebab2386b6ac",42552,42552,TRUE
"audit/report_harmonization/owner_orders/60c_h11_no_rerender_test_contract_and_result_completion.md","protected_external_identity","22cb4390c7715ace8035a44436da3e51b67d0b7c758a17baeb8ac9697444feb9","22cb4390c7715ace8035a44436da3e51b67d0b7c758a17baeb8ac9697444feb9",6852,6852,TRUE
"audit/report_harmonization/report018_h11_order60b_downstream_replay/fixed_identity_audit.csv","protected_external_identity","92a8e788443d5684aca5138296934358316491005df933c8505c656ddc4df5c6","92a8e788443d5684aca5138296934358316491005df933c8505c656ddc4df5c6",2083,2083,TRUE
"audit/report_harmonization/report018_h11_order60b_downstream_replay/independent_downstream_replay_checks.csv","protected_external_identity","764190be19a58f500fed8f8bfabecd860678f58f79c27647cdd16875ff182bc0","764190be19a58f500fed8f8bfabecd860678f58f79c27647cdd16875ff182bc0",1004,1004,TRUE
"audit/report_harmonization/report018_h11_order60b_downstream_replay/prospective_postrender_checker_output.txt","protected_external_identity","80857e5c20430359706fb0ea6dd78d278061c93698a70dd76c8edc51401dbbc1","80857e5c20430359706fb0ea6dd78d278061c93698a70dd76c8edc51401dbbc1",241,241,TRUE
"audit/report_harmonization/report018_h11_order60b_downstream_replay/prospective_postrender_replay/h11_transition_test_execution_postrender.csv","protected_external_identity","b1aef623af745ce424669a307fd2837b3b084b45d1dff2e8160e51bb809bd885","b1aef623af745ce424669a307fd2837b3b084b45d1dff2e8160e51bb809bd885",786,786,TRUE
"audit/report_harmonization/report018_h11_order60b_downstream_replay/prospective_postrender_replay/report018_h10_h11_checks_postrender.csv","protected_external_identity","5b7956b516917fafb5f536356748fc2eb563e9b02e2cf314b566a0a91c3977be","5b7956b516917fafb5f536356748fc2eb563e9b02e2cf314b566a0a91c3977be",1482,1482,TRUE
"audit/report_harmonization/report018_h11_order60b_downstream_replay/prospective_stage3_test_transition.csv","protected_external_identity","2996e9b86768b420dc08d9a64ed1db702aa9e6c163b885213b00ca471e73fb64","2996e9b86768b420dc08d9a64ed1db702aa9e6c163b885213b00ca471e73fb64",303,303,TRUE
