run_id,data_scenario_id,placement,sample_scenario,analytical_role,family_id,inferential_family,family_n,metric_order,metric_id,manuscript_name,analysis_unit,response_family,response_transform,effect_scale,factor_order,factor_id,factor_label,site,spearman_rho,conf_low,conf_high,interval_method,pairs,sites,metric_tied_participants,leba_tied_participants,represented_days,p_value_reported
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,IZTECH,-0.2816597945515048,-0.6714101868667927,0.23014108128032917,asymptotic_fisher_z_for_spearman,17,1,0,9,102,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,KNUST,0.1474858311614195,-0.3945887923806816,0.6134050002767818,asymptotic_fisher_z_for_spearman,15,1,0,6,84,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,RISE,-0.1513373996461448,-0.6018897122448841,0.37229720306717656,asymptotic_fisher_z_for_spearman,16,1,0,9,96,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,THUAS,-0.021622499104693414,-0.5280365969508308,0.49613574421513346,asymptotic_fisher_z_for_spearman,15,1,0,6,93,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,TUM,-0.1875916198442167,-0.730890526928,0.5012371073212439,asymptotic_fisher_z_for_spearman,10,1,0,3,60,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,UCR,0.043107030971799014,-0.27616615703761477,0.35381188554631826,asymptotic_fisher_z_for_spearman,39,1,0,27,230,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,3,leba_f4,Controlling and using ambient light before bedtime,BAUA,0.3203665272456669,-0.15663530271280912,0.6761822067449036,asymptotic_fisher_z_for_spearman,19,1,0,9,112,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,3,leba_f4,Controlling and using ambient light before bedtime,FUSPCEU,0.13622716989632025,-0.3027707726425681,0.5275367914543607,asymptotic_fisher_z_for_spearman,22,1,0,11,123,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,3,leba_f4,Controlling and using ambient light before bedtime,IZTECH,-0.1316935295645699,-0.575885976972284,0.3725316740527685,asymptotic_fisher_z_for_spearman,17,1,0,5,102,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,3,leba_f4,Controlling and using ambient light before bedtime,KNUST,-0.43284365534980496,-0.7735806720302667,0.10204576843451853,asymptotic_fisher_z_for_spearman,15,1,0,7,84,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,3,leba_f4,Controlling and using ambient light before bedtime,RISE,-0.11651968099796589,-0.5787941901078133,0.40242976120000457,asymptotic_fisher_z_for_spearman,16,1,0,4,96,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,3,leba_f4,Controlling and using ambient light before bedtime,THUAS,-0.09738982245370612,-0.5806828698592477,0.4366575098239149,asymptotic_fisher_z_for_spearman,15,1,0,7,93,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,3,leba_f4,Controlling and using ambient light before bedtime,TUM,0.30639964574555395,-0.40048763873541354,0.7846528551839697,asymptotic_fisher_z_for_spearman,10,1,0,3,60,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,3,leba_f4,Controlling and using ambient light before bedtime,UCR,0.1284793257538864,-0.1949400934982558,0.4266990972831403,asymptotic_fisher_z_for_spearman,39,1,0,26,230,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,4,leba_f5,Using light in the morning and during daytime,BAUA,-0.2500062432884659,-0.6324029169395107,0.23036181529552846,asymptotic_fisher_z_for_spearman,19,1,0,7,112,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,4,leba_f5,Using light in the morning and during daytime,FUSPCEU,0.1323515295636853,-0.30635149065182804,0.5246824229204932,asymptotic_fisher_z_for_spearman,22,1,0,11,123,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,4,leba_f5,Using light in the morning and during daytime,IZTECH,0.1870786588206974,-0.32257118509090194,0.6126361737368999,asymptotic_fisher_z_for_spearman,17,1,0,5,102,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,4,leba_f5,Using light in the morning and during daytime,KNUST,0.5018643027366506,-0.013996973113264819,0.8067282554665686,asymptotic_fisher_z_for_spearman,15,1,0,7,84,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,4,leba_f5,Using light in the morning and during daytime,RISE,0.27743277003339817,-0.2530769415743054,0.6796669663864447,asymptotic_fisher_z_for_spearman,16,1,0,8,96,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,4,leba_f5,Using light in the morning and during daytime,THUAS,0.030521089015264,-0.4893933314943811,0.5344282436302328,asymptotic_fisher_z_for_spearman,15,1,0,4,93,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,4,leba_f5,Using light in the morning and during daytime,TUM,-0.03167667279620904,-0.6483715486811527,0.6101181076295437,asymptotic_fisher_z_for_spearman,10,1,0,5,60,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,4,leba_f5,Using light in the morning and during daytime,UCR,0.2919074656776999,-0.026004661174090563,0.5561977156753688,asymptotic_fisher_z_for_spearman,39,1,0,25,230,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,1,leba_f2,Spending time outdoors,BAUA,0.2804272056936864,-0.19914810017072992,0.651635905808803,asymptotic_fisher_z_for_spearman,19,1,0,8,112,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,1,leba_f2,Spending time outdoors,FUSPCEU,0.08120517074028061,-0.35247074144580004,0.4861687617951677,asymptotic_fisher_z_for_spearman,22,1,0,9,123,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,1,leba_f2,Spending time outdoors,IZTECH,0.026007632856466026,-0.4603922353471686,0.5003972172546084,asymptotic_fisher_z_for_spearman,17,1,0,8,102,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,1,leba_f2,Spending time outdoors,KNUST,-0.1410601261295107,-0.6092953710143098,0.4001149700743118,asymptotic_fisher_z_for_spearman,15,1,0,7,84,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,1,leba_f2,Spending time outdoors,RISE,-0.6370545147669069,-0.8608962749533484,-0.20658782727540018,asymptotic_fisher_z_for_spearman,16,1,0,6,96,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,1,leba_f2,Spending time outdoors,THUAS,-0.5537669979109753,-0.8304519903256464,-0.057940335661541935,asymptotic_fisher_z_for_spearman,15,1,0,4,93,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,1,leba_f2,Spending time outdoors,TUM,0.19079181101796575,-0.49874784173325526,0.7324327637339739,asymptotic_fisher_z_for_spearman,10,1,0,3,60,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,1,leba_f2,Spending time outdoors,UCR,-0.06868930673888016,-0.37605622394963284,0.2522956593515311,asymptotic_fisher_z_for_spearman,39,1,0,26,230,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,BAUA,0.21682264965521653,-0.26331905015145324,0.6108715573934447,asymptotic_fisher_z_for_spearman,19,1,0,9,112,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,FUSPCEU,-0.11048239083173089,-0.5084089897565945,0.32632644263854427,asymptotic_fisher_z_for_spearman,22,1,0,10,123,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,IZTECH,-0.25798043129275,-0.6571416419686039,0.2541821438717457,asymptotic_fisher_z_for_spearman,17,1,0,9,102,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,KNUST,-0.09532620794579554,-0.5793006017998887,0.4383417741042813,asymptotic_fisher_z_for_spearman,15,1,0,6,84,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,RISE,-0.2532279261405789,-0.6654070790697395,0.27728385709498793,asymptotic_fisher_z_for_spearman,16,1,0,9,96,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,THUAS,0.14595186895668055,-0.39591158983501173,0.612426225515975,asymptotic_fisher_z_for_spearman,15,1,0,6,93,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,TUM,-0.21885688981825283,-0.7457238895206195,0.4764190250377572,asymptotic_fisher_z_for_spearman,10,1,0,3,60,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,UCR,0.14678863390159996,-0.17692246018607008,0.44184207137694825,asymptotic_fisher_z_for_spearman,39,1,0,27,230,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,BAUA,-0.13628852264042182,-0.5560748241486181,0.3388998552202378,asymptotic_fisher_z_for_spearman,19,1,0,9,112,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,FUSPCEU,-0.3163434280019152,-0.6511111830983362,0.12146520512430935,asymptotic_fisher_z_for_spearman,22,1,0,11,123,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,IZTECH,-0.06030825185667219,-0.5257142209905139,0.43288446951802606,asymptotic_fisher_z_for_spearman,17,1,0,5,102,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,KNUST,0.35168546997171657,-0.1958631840319312,0.7320631796650201,asymptotic_fisher_z_for_spearman,15,1,0,7,84,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,RISE,0.6268463851156393,0.19026109282780115,0.8564317425650196,asymptotic_fisher_z_for_spearman,16,1,0,4,96,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,THUAS,0.3246327415123537,-0.22505636659671063,0.7175662600048215,asymptotic_fisher_z_for_spearman,15,1,0,7,93,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,TUM,-0.1063019179117228,-0.6897621071098905,0.5608632294910476,asymptotic_fisher_z_for_spearman,10,1,0,3,60,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,UCR,-0.021870985777581613,-0.3350757898787814,0.29568650006592645,asymptotic_fisher_z_for_spearman,39,1,0,26,230,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,BAUA,-0.011484385734099139,-0.46327707314943006,0.4450464027345258,asymptotic_fisher_z_for_spearman,19,1,0,7,112,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,FUSPCEU,0.20594354384694133,-0.2361710541202761,0.5774163507726283,asymptotic_fisher_z_for_spearman,22,1,0,11,123,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,IZTECH,0.1316935295645699,-0.3725316740527685,0.575885976972284,asymptotic_fisher_z_for_spearman,17,1,0,5,102,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,KNUST,0.04529461216034753,-0.47806054967968853,0.5449139555321396,asymptotic_fisher_z_for_spearman,15,1,0,7,84,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,RISE,0.484761560542228,-0.014405361696223981,0.7905085611704489,asymptotic_fisher_z_for_spearman,16,1,0,8,96,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,THUAS,0.2387826375900066,-0.31159425090646997,0.6691904574239559,asymptotic_fisher_z_for_spearman,15,1,0,4,93,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,TUM,0.39912607723223387,-0.30786738071539177,0.8221466884076225,asymptotic_fisher_z_for_spearman,10,1,0,5,60,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,UCR,-0.04231132603551329,-0.3531143205368833,0.2769023563396965,asymptotic_fisher_z_for_spearman,39,1,0,25,230,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,BAUA,0.034743559174384576,-0.41414459128144077,0.4700376316676449,asymptotic_fisher_z_for_spearman,20,1,0,8,114,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,FUSPCEU,-0.2731446652173075,-0.6230075065347963,0.1677860382762758,asymptotic_fisher_z_for_spearman,22,1,0,9,123,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,IZTECH,-0.38144528189483506,-0.7285228948205326,0.121469699897883,asymptotic_fisher_z_for_spearman,17,1,0,8,102,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,KNUST,0.4267973046995452,-0.1093794257031377,0.7705852460454536,asymptotic_fisher_z_for_spearman,15,1,0,7,84,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,RISE,0.4503827267189295,-0.05834955705478575,0.7734171684329175,asymptotic_fisher_z_for_spearman,16,1,0,6,96,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,THUAS,0.12724096068504606,-0.41186776009207093,0.6003711245823307,asymptotic_fisher_z_for_spearman,15,1,0,4,93,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,TUM,-0.3508107492910983,-0.8030578855461294,0.35785942410815264,asymptotic_fisher_z_for_spearman,10,1,0,3,60,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,UCR,0.07204745062389208,-0.24913294018828167,0.3789501319468116,asymptotic_fisher_z_for_spearman,39,1,0,26,230,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,BAUA,-0.2234912618936135,-0.6060718264633708,0.24306892191047874,asymptotic_fisher_z_for_spearman,20,1,0,9,114,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,FUSPCEU,-0.4641399408652613,-0.7407872064808037,-0.05287917158700536,asymptotic_fisher_z_for_spearman,22,1,0,10,123,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,IZTECH,0.18444977696293235,-0.3250085649182248,0.6109324378068202,asymptotic_fisher_z_for_spearman,17,1,0,9,102,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,KNUST,0.06295126939816686,-0.4642836047850858,0.5572443233547737,asymptotic_fisher_z_for_spearman,15,1,0,6,84,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,RISE,-0.07641789487082558,-0.5512417687725253,0.43579570655488,asymptotic_fisher_z_for_spearman,16,1,0,9,96,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,THUAS,0.20361186656919633,-0.34459298883062905,0.6482594398044961,asymptotic_fisher_z_for_spearman,15,1,0,6,93,FALSE
