run_id,data_scenario_id,placement,sample_scenario,analytical_role,family_id,inferential_family,family_n,metric_order,metric_id,manuscript_name,analysis_unit,response_family,response_transform,effect_scale,factor_order,factor_id,factor_label,omitted_site,spearman_rho,conf_low,conf_high,interval_method,pairs,sites,metric_tied_participants,leba_tied_participants,represented_days,p_value_reported
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,3,leba_f4,Controlling and using ambient light before bedtime,IZTECH,-0.010535805575303748,-0.1785520214905213,0.1580774302521651,asymptotic_fisher_z_for_spearman,136,7,0,119,798,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,3,leba_f4,Controlling and using ambient light before bedtime,KNUST,0.011020663836593848,-0.156372148991744,0.17779806671281095,asymptotic_fisher_z_for_spearman,138,7,0,121,816,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,3,leba_f4,Controlling and using ambient light before bedtime,RISE,-0.023968442576748114,-0.19091646923754987,0.14432722317578428,asymptotic_fisher_z_for_spearman,137,7,0,120,804,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,3,leba_f4,Controlling and using ambient light before bedtime,THUAS,-0.0048640123170626565,-0.17182918646098333,0.16237280119739442,asymptotic_fisher_z_for_spearman,138,7,0,121,807,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,3,leba_f4,Controlling and using ambient light before bedtime,TUM,-0.04476649648428137,-0.2073910850531957,0.12026583191363059,asymptotic_fisher_z_for_spearman,143,7,0,126,840,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,3,leba_f4,Controlling and using ambient light before bedtime,UCR,-0.07288514825682657,-0.2534031681224041,0.11253819023859668,asymptotic_fisher_z_for_spearman,114,7,0,97,670,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,4,leba_f5,Using light in the morning and during daytime,BAUA,0.1836244686799864,0.01448720511174914,0.34254579725249995,asymptotic_fisher_z_for_spearman,134,7,0,117,788,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,4,leba_f5,Using light in the morning and during daytime,FUSPCEU,0.13730381283050186,-0.03504707939838251,0.3017233885973534,asymptotic_fisher_z_for_spearman,131,7,0,114,777,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,4,leba_f5,Using light in the morning and during daytime,IZTECH,0.14795585640849718,-0.020897495117271493,0.3086027294741907,asymptotic_fisher_z_for_spearman,136,7,0,119,798,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,4,leba_f5,Using light in the morning and during daytime,KNUST,0.12667157772850177,-0.04130763580273836,0.2876868229852029,asymptotic_fisher_z_for_spearman,138,7,0,121,816,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,4,leba_f5,Using light in the morning and during daytime,RISE,0.14776437466860112,-0.020458113734323883,0.30785059383622965,asymptotic_fisher_z_for_spearman,137,7,0,120,804,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,4,leba_f5,Using light in the morning and during daytime,THUAS,0.19034364117877461,0.024002252144165886,0.3464294768476516,asymptotic_fisher_z_for_spearman,138,7,0,121,807,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,4,leba_f5,Using light in the morning and during daytime,TUM,0.16501479902687372,8.903435189501124e-4,0.32048248033362164,asymptotic_fisher_z_for_spearman,143,7,0,126,840,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,4,leba_f5,Using light in the morning and during daytime,UCR,0.12188766312321023,-0.06344948306305576,0.2990976108635459,asymptotic_fisher_z_for_spearman,114,7,0,97,670,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,1,leba_f2,Spending time outdoors,BAUA,-0.05688247891099759,-0.22430707980882764,0.11380374483927105,asymptotic_fisher_z_for_spearman,134,7,0,115,788,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,1,leba_f2,Spending time outdoors,FUSPCEU,-0.02873610833260781,-0.19927936011053393,0.14349667803664765,asymptotic_fisher_z_for_spearman,131,7,0,113,777,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,1,leba_f2,Spending time outdoors,IZTECH,-0.0025473963211316,-0.17080703440596762,0.1658566066895861,asymptotic_fisher_z_for_spearman,136,7,0,117,798,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,1,leba_f2,Spending time outdoors,KNUST,-0.022722250288247918,-0.1891090405570787,0.1449328965237146,asymptotic_fisher_z_for_spearman,138,7,0,119,816,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,1,leba_f2,Spending time outdoors,RISE,0.07030948082282856,-0.09856832352472318,0.23525089268777605,asymptotic_fisher_z_for_spearman,137,7,0,119,804,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,1,leba_f2,Spending time outdoors,THUAS,0.01901848297825906,-0.14855848474876152,0.18553367891598835,asymptotic_fisher_z_for_spearman,138,7,0,119,807,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,1,leba_f2,Spending time outdoors,TUM,-0.01107095923277224,-0.17490168571382012,0.15335630463501462,asymptotic_fisher_z_for_spearman,143,7,0,124,840,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,1,leba_f2,Spending time outdoors,UCR,-0.07082792858667987,-0.25146704487005184,0.11457942041587783,asymptotic_fisher_z_for_spearman,114,7,0,96,670,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,BAUA,-0.03921175559028742,-0.2074208397908078,0.13124943821689256,asymptotic_fisher_z_for_spearman,134,7,0,117,788,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,FUSPCEU,0.048431687452962786,-0.12412494668984121,0.21814499308259672,asymptotic_fisher_z_for_spearman,131,7,0,114,777,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,IZTECH,0.026511730640234023,-0.14245690742544875,0.19397892421413213,asymptotic_fisher_z_for_spearman,136,7,0,119,798,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,KNUST,-0.002175456496430913,-0.1692187774163063,0.1649893588742965,asymptotic_fisher_z_for_spearman,138,7,0,121,816,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,RISE,0.0031757719105171074,-0.1646274007191333,0.1708002869872825,asymptotic_fisher_z_for_spearman,137,7,0,121,804,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,THUAS,-0.02217032266001303,-0.18857652725168494,0.1454734596845071,asymptotic_fisher_z_for_spearman,138,7,0,121,807,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,TUM,0.002301827556191299,-0.16190792020137057,0.16638753159991565,asymptotic_fisher_z_for_spearman,143,7,0,127,840,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,UCR,-0.027477186524262003,-0.21032909913652723,0.15723218281463405,asymptotic_fisher_z_for_spearman,114,7,0,97,670,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,BAUA,0.07213879171694497,-0.09865656664764551,0.23880566997420058,asymptotic_fisher_z_for_spearman,134,7,0,117,788,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,FUSPCEU,0.155201769012251,-0.016770165371949943,0.3182549788554366,asymptotic_fisher_z_for_spearman,131,7,0,114,777,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,IZTECH,0.06609084953243316,-0.10339229894896307,0.2318444014964514,asymptotic_fisher_z_for_spearman,136,7,0,119,798,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,KNUST,0.02790479780014785,-0.1398521735210578,0.19410452014706608,asymptotic_fisher_z_for_spearman,138,7,0,121,816,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,RISE,-0.006483151981936759,-0.17400943494709728,0.16140783856913016,asymptotic_fisher_z_for_spearman,137,7,0,120,804,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,THUAS,0.013711423688692893,-0.15374568227488425,0.18040291328019473,asymptotic_fisher_z_for_spearman,138,7,0,121,807,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,TUM,0.06605581883442235,-0.09916802915940781,0.22773506690519016,asymptotic_fisher_z_for_spearman,143,7,0,126,840,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,UCR,0.040474570439818613,-0.1445159907711804,0.22273138893185526,asymptotic_fisher_z_for_spearman,114,7,0,97,670,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,BAUA,0.12657937179933776,-0.043952534142809904,0.2899437291372872,asymptotic_fisher_z_for_spearman,134,7,0,117,788,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,FUSPCEU,0.09764439834330854,-0.07513957185889587,0.2647359618971074,asymptotic_fisher_z_for_spearman,131,7,0,114,777,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,IZTECH,0.13536921751375527,-0.03373232599751838,0.29693579658666197,asymptotic_fisher_z_for_spearman,136,7,0,119,798,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,KNUST,0.16720969063723773,1.0786772435558376e-4,0.32522717674451285,asymptotic_fisher_z_for_spearman,138,7,0,121,816,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,RISE,0.12532096195934514,-0.04330471586259482,0.2870041207051976,asymptotic_fisher_z_for_spearman,137,7,0,120,804,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,THUAS,0.11054030717345134,-0.057629043040543816,0.27260954954759403,asymptotic_fisher_z_for_spearman,138,7,0,121,807,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,TUM,0.12568418549359184,-0.039274657427621755,0.28397412177160214,asymptotic_fisher_z_for_spearman,143,7,0,126,840,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,UCR,0.15716569202569555,-0.027545310432767936,0.33149849828630884,asymptotic_fisher_z_for_spearman,114,7,0,97,670,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,BAUA,4.252241068936982e-5,-0.16954710379082427,0.16962970270387187,asymptotic_fisher_z_for_spearman,134,7,0,115,788,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,FUSPCEU,0.059642557634804166,-0.11237512934376544,0.2281894591252534,asymptotic_fisher_z_for_spearman,132,7,0,114,779,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,IZTECH,0.048265620489910045,-0.12042469217084552,0.21424680350982248,asymptotic_fisher_z_for_spearman,137,7,0,118,800,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,KNUST,0.042615075868254595,-0.12477103759010123,0.20764256702972156,asymptotic_fisher_z_for_spearman,139,7,0,120,818,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,RISE,-0.047497670918709066,-0.21291260122715455,0.12056409411773555,asymptotic_fisher_z_for_spearman,138,7,0,120,806,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,THUAS,-0.027766732717052725,-0.1933735388591987,0.1393784468880685,asymptotic_fisher_z_for_spearman,139,7,0,120,809,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,TUM,0.03925960835846211,-0.1251198279251368,0.2015412511080024,asymptotic_fisher_z_for_spearman,144,7,0,125,842,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,UCR,0.060095240807996,-0.1243839626108785,0.24055859153780593,asymptotic_fisher_z_for_spearman,115,7,0,97,672,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,BAUA,-0.08647679969662042,-0.2523641660523718,0.08434861529500987,asymptotic_fisher_z_for_spearman,134,7,0,117,788,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,FUSPCEU,-0.06640838226531345,-0.23461852261160576,0.10566305648750561,asymptotic_fisher_z_for_spearman,132,7,0,115,779,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,IZTECH,-0.15112418838078226,-0.31095817170150514,0.01702275589916322,asymptotic_fisher_z_for_spearman,137,7,0,120,800,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,KNUST,-0.11067385956044541,-0.27215950572367836,0.05687499986484184,asymptotic_fisher_z_for_spearman,139,7,0,122,818,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,RISE,-0.09716585414124289,-0.26004831663933453,0.07109331671436506,asymptotic_fisher_z_for_spearman,138,7,0,122,806,FALSE
main__chest__all_available,main,chest,all_available,complementary_chest_all_available,H05-F2-complementary-chest,TRUE,68,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,THUAS,-0.14231428714177127,-0.3016669620982168,0.02477354037052454,asymptotic_fisher_z_for_spearman,139,7,0,122,809,FALSE
