run_id,data_scenario_id,placement,sample_scenario,participant_key,site,Id,local_date,mder,viable_minutes,expected_minutes,tukey_outer_fence,outer_tail_flag,upper_tail_rank
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,RISE::RISE_S013,RISE,RISE_S013,2025-06-24,0.9833670965444937,,,1.2909345077198413,FALSE,24
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S028,UCR,UCR_S028,2025-08-16,0.983024714005954,,,1.2909345077198413,FALSE,25
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,TUM::TUM_S008,TUM,TUM_S008,2024-07-14,0.9793297790368171,,,1.2909345077198413,FALSE,26
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,RISE::RISE_S012,RISE,RISE_S012,2025-06-14,0.979238743991096,,,1.2909345077198413,FALSE,27
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S021,UCR,UCR_S021,2025-07-24,0.9744055723415627,,,1.2909345077198413,FALSE,28
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S039,UCR,UCR_S039,2025-08-30,0.9741037153116835,,,1.2909345077198413,FALSE,29
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,BAUA::BAUA_S009,BAUA,BAUA_S009,2025-06-30,0.9733341476486564,,,1.2909345077198413,FALSE,30
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S034,UCR,UCR_S034,2025-08-28,0.9732550177723965,,,1.2909345077198413,FALSE,31
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S021,UCR,UCR_S021,2025-07-23,0.9727928070391137,,,1.2909345077198413,FALSE,32
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S023,UCR,UCR_S023,2025-07-30,0.9724922271683613,,,1.2909345077198413,FALSE,33
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,BAUA::BAUA_S012,BAUA,BAUA_S012,2025-07-17,0.9653066393097322,,,1.2909345077198413,FALSE,34
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,RISE::RISE_S012,RISE,RISE_S012,2025-06-10,0.9649409005795427,,,1.2909345077198413,FALSE,35
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S026,UCR,UCR_S026,2025-08-07,0.9630080382138253,,,1.2909345077198413,FALSE,36
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,RISE::RISE_S012,RISE,RISE_S012,2025-06-13,0.9621570101019415,,,1.2909345077198413,FALSE,37
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,BAUA::BAUA_S009,BAUA,BAUA_S009,2025-06-29,0.9564710161545725,,,1.2909345077198413,FALSE,38
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S020,UCR,UCR_S020,2025-07-26,0.9550721407882465,,,1.2909345077198413,FALSE,39
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,RISE::RISE_S009,RISE,RISE_S009,2025-05-28,0.9549306887021778,,,1.2909345077198413,FALSE,40
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,IZTECH::IZTECH_S010,IZTECH,IZTECH_S010,2025-04-19,0.9542627368935651,,,1.2909345077198413,FALSE,41
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,RISE::RISE_S013,RISE,RISE_S013,2025-06-26,0.9525463043227993,,,1.2909345077198413,FALSE,42
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,RISE::RISE_S009,RISE,RISE_S009,2025-05-31,0.9500908690266646,,,1.2909345077198413,FALSE,43
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S038,UCR,UCR_S038,2025-08-29,0.9498697679367193,,,1.2909345077198413,FALSE,44
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,IZTECH::IZTECH_S003,IZTECH,IZTECH_S003,2025-01-11,0.9496534347663093,,,1.2909345077198413,FALSE,45
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,TUM::TUM_S008,TUM,TUM_S008,2024-07-10,0.9487192284789173,,,1.2909345077198413,FALSE,46
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S019,UCR,UCR_S019,2025-07-27,0.9438488036454994,,,1.2909345077198413,FALSE,47
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,BAUA::BAUA_S006,BAUA,BAUA_S006,2025-06-13,0.9429301444700744,,,1.2909345077198413,FALSE,48
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,IZTECH::IZTECH_S017,IZTECH,IZTECH_S017,2025-05-28,0.9361036639385234,,,1.2909345077198413,FALSE,49
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,BAUA::BAUA_S006,BAUA,BAUA_S006,2025-06-12,0.9339225680188713,,,1.2909345077198413,FALSE,50
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,IZTECH::IZTECH_S016,IZTECH,IZTECH_S016,2025-05-11,0.9328266819405056,,,1.2909345077198413,FALSE,51
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S020,UCR,UCR_S020,2025-07-22,0.9304972778672708,,,1.2909345077198413,FALSE,52
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,IZTECH::IZTECH_S010,IZTECH,IZTECH_S010,2025-04-20,0.9295944695304212,,,1.2909345077198413,FALSE,53
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S008,UCR,UCR_S008,2025-07-06,0.9293361398018264,,,1.2909345077198413,FALSE,54
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S033,UCR,UCR_S033,2025-08-22,0.927680215733676,,,1.2909345077198413,FALSE,55
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,BAUA::BAUA_S012,BAUA,BAUA_S012,2025-07-16,0.9272551512018687,,,1.2909345077198413,FALSE,56
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,FUSPCEU::FUSPCEU_S015,FUSPCEU,FUSPCEU_S015,2024-11-26,0.9258569610618087,,,1.2909345077198413,FALSE,57
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,RISE::RISE_S012,RISE,RISE_S012,2025-06-16,0.925133232238995,,,1.2909345077198413,FALSE,58
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S039,UCR,UCR_S039,2025-08-29,0.9240895500533579,,,1.2909345077198413,FALSE,59
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,BAUA::BAUA_S001,BAUA,BAUA_S001,2025-06-13,0.923913508758857,,,1.2909345077198413,FALSE,60
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,BAUA::BAUA_S004,BAUA,BAUA_S004,2025-06-14,0.9187997431945149,,,1.2909345077198413,FALSE,61
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S034,UCR,UCR_S034,2025-08-27,0.9186894623390527,,,1.2909345077198413,FALSE,62
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,IZTECH::IZTECH_S009,IZTECH,IZTECH_S009,2025-03-22,0.9176167193759237,,,1.2909345077198413,FALSE,63
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,FUSPCEU::FUSPCEU_S010,FUSPCEU,FUSPCEU_S010,2024-11-06,0.9024649653129179,,,1.2909345077198413,FALSE,64
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,TUM::TUM_S008,TUM,TUM_S008,2024-07-09,0.9018622412567475,,,1.2909345077198413,FALSE,65
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,RISE::RISE_S005,RISE,RISE_S005,2025-04-01,0.9004344836763504,,,1.2909345077198413,FALSE,66
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S028,UCR,UCR_S028,2025-08-17,0.9001585563514025,,,1.2909345077198413,FALSE,67
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S009,UCR,UCR_S009,2025-07-04,0.8994000144050898,,,1.2909345077198413,FALSE,68
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,BAUA::BAUA_S001,BAUA,BAUA_S001,2025-06-16,0.8993881360482263,,,1.2909345077198413,FALSE,69
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S009,UCR,UCR_S009,2025-07-02,0.897836194279331,,,1.2909345077198413,FALSE,70
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,BAUA::BAUA_S002,BAUA,BAUA_S002,2025-06-13,0.8957350538099877,,,1.2909345077198413,FALSE,71
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,RISE::RISE_S012,RISE,RISE_S012,2025-06-12,0.8952334709190358,,,1.2909345077198413,FALSE,72
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,BAUA::BAUA_S001,BAUA,BAUA_S001,2025-06-11,0.8950772326448603,,,1.2909345077198413,FALSE,73
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S034,UCR,UCR_S034,2025-08-29,0.8949407626099054,,,1.2909345077198413,FALSE,74
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,RISE::RISE_S008,RISE,RISE_S008,2025-05-01,0.8942036658151301,,,1.2909345077198413,FALSE,75
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,BAUA::BAUA_S006,BAUA,BAUA_S006,2025-06-11,0.8939366942023769,,,1.2909345077198413,FALSE,76
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,BAUA::BAUA_S012,BAUA,BAUA_S012,2025-07-18,0.8934321403304657,,,1.2909345077198413,FALSE,77
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,KNUST::KNUST_S012,KNUST,KNUST_S012,2025-01-10,0.8927192836349448,,,1.2909345077198413,FALSE,78
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,RISE::RISE_S009,RISE,RISE_S009,2025-05-30,0.8923186929219173,,,1.2909345077198413,FALSE,79
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,RISE::RISE_S008,RISE,RISE_S008,2025-05-04,0.8916843353399239,,,1.2909345077198413,FALSE,80
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,BAUA::BAUA_S004,BAUA,BAUA_S004,2025-06-16,0.8909332603678898,,,1.2909345077198413,FALSE,81
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,RISE::RISE_S009,RISE,RISE_S009,2025-05-27,0.8907880252314984,,,1.2909345077198413,FALSE,82
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,TUM::TUM_S004,TUM,TUM_S004,2024-06-11,0.8905716477228659,,,1.2909345077198413,FALSE,83
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,KNUST::KNUST_S009,KNUST,KNUST_S009,2024-12-06,0.889385821480146,,,1.2909345077198413,FALSE,84
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,IZTECH::IZTECH_S010,IZTECH,IZTECH_S010,2025-04-16,0.8877189116610832,,,1.2909345077198413,FALSE,85
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S019,UCR,UCR_S019,2025-07-23,0.8873530963774829,,,1.2909345077198413,FALSE,86
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S009,UCR,UCR_S009,2025-07-05,0.8869100397153279,,,1.2909345077198413,FALSE,87
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,BAUA::BAUA_S002,BAUA,BAUA_S002,2025-06-15,0.8853155628960576,,,1.2909345077198413,FALSE,88
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,KNUST::KNUST_S012,KNUST,KNUST_S012,2025-01-09,0.8837572363242501,,,1.2909345077198413,FALSE,89
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S022,UCR,UCR_S022,2025-08-03,0.883620573489926,,,1.2909345077198413,FALSE,90
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,RISE::RISE_S008,RISE,RISE_S008,2025-05-02,0.8827186891399617,,,1.2909345077198413,FALSE,91
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,BAUA::BAUA_S002,BAUA,BAUA_S002,2025-06-12,0.8814701498406486,,,1.2909345077198413,FALSE,92
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,BAUA::BAUA_S001,BAUA,BAUA_S001,2025-06-12,0.87911610536404206,,,1.2909345077198413,FALSE,93
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,KNUST::KNUST_S010,KNUST,KNUST_S010,2024-12-13,0.8784763237329077,,,1.2909345077198413,FALSE,94
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S019,UCR,UCR_S019,2025-07-22,0.8764367736598598,,,1.2909345077198413,FALSE,95
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,BAUA::BAUA_S006,BAUA,BAUA_S006,2025-06-16,0.8757555816732647,,,1.2909345077198413,FALSE,96
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,IZTECH::IZTECH_S009,IZTECH,IZTECH_S009,2025-03-24,0.8747866106709307,,,1.2909345077198413,FALSE,97
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,IZTECH::IZTECH_S010,IZTECH,IZTECH_S010,2025-04-18,0.8734998052286619,,,1.2909345077198413,FALSE,98
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,BAUA::BAUA_S004,BAUA,BAUA_S004,2025-06-11,0.8731840873460616,,,1.2909345077198413,FALSE,99
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,FUSPCEU::FUSPCEU_S006,FUSPCEU,FUSPCEU_S006,2024-10-19,0.8692174877806028,,,1.2909345077198413,FALSE,100
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S026,UCR,UCR_S026,2025-08-09,0.8690617719514835,,,1.2909345077198413,FALSE,101
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,BAUA::BAUA_S009,BAUA,BAUA_S009,2025-06-28,0.8689891383502114,,,1.2909345077198413,FALSE,102
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,KNUST::KNUST_S001,KNUST,KNUST_S001,2024-10-11,0.8668093148433753,,,1.2909345077198413,FALSE,103
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,BAUA::BAUA_S002,BAUA,BAUA_S002,2025-06-16,0.8663397187679867,,,1.2909345077198413,FALSE,104
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,RISE::RISE_S007,RISE,RISE_S007,2025-04-17,0.8656919573358453,,,1.2909345077198413,FALSE,105
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S030,UCR,UCR_S030,2025-08-13,0.8655193151090669,,,1.2909345077198413,FALSE,106
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,THUAS::THUAS_S011,THUAS,THUAS_S011,2025-05-17,0.8648692273255594,,,1.2909345077198413,FALSE,107
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,THUAS::THUAS_S014,THUAS,THUAS_S014,2025-07-12,0.8638913263582985,,,1.2909345077198413,FALSE,108
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S015,UCR,UCR_S015,2025-07-16,0.8636086091420024,,,1.2909345077198413,FALSE,109
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,BAUA::BAUA_S001,BAUA,BAUA_S001,2025-06-14,0.8628838680157735,,,1.2909345077198413,FALSE,110
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,THUAS::THUAS_S003,THUAS,THUAS_S003,2025-03-19,0.8624857825791716,,,1.2909345077198413,FALSE,111
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,THUAS::THUAS_S015,THUAS,THUAS_S015,2025-07-10,0.8611165075875058,,,1.2909345077198413,FALSE,112
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S009,UCR,UCR_S009,2025-07-01,0.8609908013702069,,,1.2909345077198413,FALSE,113
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,KNUST::KNUST_S011,KNUST,KNUST_S011,2024-12-19,0.8604269040988952,,,1.2909345077198413,FALSE,114
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,THUAS::THUAS_S010,THUAS,THUAS_S010,2025-06-06,0.8602221406381464,,,1.2909345077198413,FALSE,115
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S029,UCR,UCR_S029,2025-08-17,0.8598281785872965,,,1.2909345077198413,FALSE,116
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S009,UCR,UCR_S009,2025-07-03,0.8590844075814724,,,1.2909345077198413,FALSE,117
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S021,UCR,UCR_S021,2025-07-25,0.8586749824816082,,,1.2909345077198413,FALSE,118
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S029,UCR,UCR_S029,2025-08-13,0.8581501253510698,,,1.2909345077198413,FALSE,119
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,BAUA::BAUA_S002,BAUA,BAUA_S002,2025-06-11,0.8581181191709634,,,1.2909345077198413,FALSE,120
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S033,UCR,UCR_S033,2025-08-20,0.8577102750593076,,,1.2909345077198413,FALSE,121
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S026,UCR,UCR_S026,2025-08-08,0.8572371136838193,,,1.2909345077198413,FALSE,122
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,BAUA::BAUA_S009,BAUA,BAUA_S009,2025-06-27,0.856278142991975,,,1.2909345077198413,FALSE,123
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,BAUA::BAUA_S015,BAUA,BAUA_S015,2025-07-27,0.8562387917523593,,,1.2909345077198413,FALSE,124
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,IZTECH::IZTECH_S009,IZTECH,IZTECH_S009,2025-03-25,0.8556021392818851,,,1.2909345077198413,FALSE,125
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S032,UCR,UCR_S032,2025-08-20,0.8552729548127942,,,1.2909345077198413,FALSE,126
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,TUM::TUM_S009,TUM,TUM_S009,2024-07-17,0.854994347792234,,,1.2909345077198413,FALSE,127
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S021,UCR,UCR_S021,2025-07-22,0.8548816330054959,,,1.2909345077198413,FALSE,128
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,BAUA::BAUA_S014,BAUA,BAUA_S014,2025-07-17,0.854790659809714,,,1.2909345077198413,FALSE,129
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,IZTECH::IZTECH_S017,IZTECH,IZTECH_S017,2025-05-30,0.8540811924952066,,,1.2909345077198413,FALSE,130
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,TUM::TUM_S009,TUM,TUM_S009,2024-07-16,0.8533435504139913,,,1.2909345077198413,FALSE,131
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,RISE::RISE_S012,RISE,RISE_S012,2025-06-15,0.8510311254827415,,,1.2909345077198413,FALSE,132
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S020,UCR,UCR_S020,2025-07-23,0.8509655111191056,,,1.2909345077198413,FALSE,133
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,KNUST::KNUST_S003,KNUST,KNUST_S003,2024-10-23,0.8493285971775718,,,1.2909345077198413,FALSE,134
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,BAUA::BAUA_S009,BAUA,BAUA_S009,2025-06-26,0.8483621537035313,,,1.2909345077198413,FALSE,135
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,BAUA::BAUA_S004,BAUA,BAUA_S004,2025-06-13,0.8482010013772817,,,1.2909345077198413,FALSE,136
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S034,UCR,UCR_S034,2025-08-31,0.8468506853569334,,,1.2909345077198413,FALSE,137
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S021,UCR,UCR_S021,2025-07-27,0.8467289837697553,,,1.2909345077198413,FALSE,138
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,BAUA::BAUA_S004,BAUA,BAUA_S004,2025-06-12,0.8466088808616286,,,1.2909345077198413,FALSE,139
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S039,UCR,UCR_S039,2025-08-28,0.8462360460607915,,,1.2909345077198413,FALSE,140
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S034,UCR,UCR_S034,2025-08-26,0.846027668638577,,,1.2909345077198413,FALSE,141
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S015,UCR,UCR_S015,2025-07-18,0.8454899281750946,,,1.2909345077198413,FALSE,142
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,RISE::RISE_S008,RISE,RISE_S008,2025-05-03,0.8453206678455166,,,1.2909345077198413,FALSE,143
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S010,UCR,UCR_S010,2025-07-12,0.8450070776753068,,,1.2909345077198413,FALSE,144
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,THUAS::THUAS_S010,THUAS,THUAS_S010,2025-06-08,0.8448032878835817,,,1.2909345077198413,FALSE,145
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S031,UCR,UCR_S031,2025-08-20,0.8445048704312496,,,1.2909345077198413,FALSE,146
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,KNUST::KNUST_S010,KNUST,KNUST_S010,2024-12-12,0.8439622907841121,,,1.2909345077198413,FALSE,147
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,BAUA::BAUA_S012,BAUA,BAUA_S012,2025-07-20,0.8436217960627016,,,1.2909345077198413,FALSE,148
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,UCR::UCR_S032,UCR,UCR_S032,2025-08-19,0.8436093750029094,,,1.2909345077198413,FALSE,149
