"table_index","table_endpoint","attribute","attribute_index","pre_value_start_byte","pre_value_end_byte","pre_value","post_value","intended_pre_ids","intended_post_ids","post_value_start_byte","post_value_end_byte","pre_value_bytes","post_value_bytes"
3,"tbl-h06-site-specific-associations","id",2,2774152,2774168,"Reference-profile","tbl-h06-site-specific-associations--gt-0002","","",2774819,2774861,17,43
3,"tbl-h06-site-specific-associations","id",3,2774351,2774361,"Free-/-Work","tbl-h06-site-specific-associations--gt-0003","","",2775044,2775086,11,43
3,"tbl-h06-site-specific-associations","id",4,2774493,2774510,"Active-/-Sedentary","tbl-h06-site-specific-associations--gt-0004","","",2775218,2775260,18,43
3,"tbl-h06-site-specific-associations","id",5,2774649,2774669,"Previous-sleep-/-hour","tbl-h06-site-specific-associations--gt-0005","","",2775399,2775441,21,43
3,"tbl-h06-site-specific-associations","headers",1,2774900,2774907,"Location","tbl-h06-site-specific-associations--gt-0001","Location","tbl-h06-site-specific-associations--gt-0001",2775672,2775714,8,43
3,"tbl-h06-site-specific-associations","headers",2,2775152,2775168,"Reference profile","tbl-h06-site-specific-associations--gt-0002","Reference-profile","tbl-h06-site-specific-associations--gt-0002",2775959,2776001,17,43
3,"tbl-h06-site-specific-associations","headers",3,2775430,2775440,"Free / Work","tbl-h06-site-specific-associations--gt-0003","Free-/-Work","tbl-h06-site-specific-associations--gt-0003",2776263,2776305,11,43
3,"tbl-h06-site-specific-associations","headers",4,2775833,2775850,"Active / Sedentary","tbl-h06-site-specific-associations--gt-0004","Active-/-Sedentary","tbl-h06-site-specific-associations--gt-0004",2776698,2776740,18,43
3,"tbl-h06-site-specific-associations","headers",5,2776282,2776302,"Previous sleep / hour","tbl-h06-site-specific-associations--gt-0005","Previous-sleep-/-hour","tbl-h06-site-specific-associations--gt-0005",2777172,2777214,21,43
3,"tbl-h06-site-specific-associations","headers",6,2776729,2776736,"Location","tbl-h06-site-specific-associations--gt-0001","Location","tbl-h06-site-specific-associations--gt-0001",2777641,2777683,8,43
3,"tbl-h06-site-specific-associations","headers",7,2777019,2777035,"Reference profile","tbl-h06-site-specific-associations--gt-0002","Reference-profile","tbl-h06-site-specific-associations--gt-0002",2777966,2778008,17,43
3,"tbl-h06-site-specific-associations","headers",8,2777318,2777328,"Free / Work","tbl-h06-site-specific-associations--gt-0003","Free-/-Work","tbl-h06-site-specific-associations--gt-0003",2778291,2778333,11,43
3,"tbl-h06-site-specific-associations","headers",9,2777611,2777628,"Active / Sedentary","tbl-h06-site-specific-associations--gt-0004","Active-/-Sedentary","tbl-h06-site-specific-associations--gt-0004",2778616,2778658,18,43
3,"tbl-h06-site-specific-associations","headers",10,2777911,2777931,"Previous sleep / hour","tbl-h06-site-specific-associations--gt-0005","Previous-sleep-/-hour","tbl-h06-site-specific-associations--gt-0005",2778941,2778983,21,43
3,"tbl-h06-site-specific-associations","headers",11,2778226,2778233,"Location","tbl-h06-site-specific-associations--gt-0001","Location","tbl-h06-site-specific-associations--gt-0001",2779278,2779320,8,43
3,"tbl-h06-site-specific-associations","headers",12,2778434,2778450,"Reference profile","tbl-h06-site-specific-associations--gt-0002","Reference-profile","tbl-h06-site-specific-associations--gt-0002",2779521,2779563,17,43
3,"tbl-h06-site-specific-associations","headers",13,2778625,2778635,"Free / Work","tbl-h06-site-specific-associations--gt-0003","Free-/-Work","tbl-h06-site-specific-associations--gt-0003",2779738,2779780,11,43
3,"tbl-h06-site-specific-associations","headers",14,2778921,2778938,"Active / Sedentary","tbl-h06-site-specific-associations--gt-0004","Active-/-Sedentary","tbl-h06-site-specific-associations--gt-0004",2780066,2780108,18,43
3,"tbl-h06-site-specific-associations","headers",15,2779191,2779211,"Previous sleep / hour","tbl-h06-site-specific-associations--gt-0005","Previous-sleep-/-hour","tbl-h06-site-specific-associations--gt-0005",2780361,2780403,21,43
3,"tbl-h06-site-specific-associations","headers",16,2779498,2779505,"Location","tbl-h06-site-specific-associations--gt-0001","Location","tbl-h06-site-specific-associations--gt-0001",2780690,2780732,8,43
3,"tbl-h06-site-specific-associations","headers",17,2779716,2779732,"Reference profile","tbl-h06-site-specific-associations--gt-0002","Reference-profile","tbl-h06-site-specific-associations--gt-0002",2780943,2780985,17,43
3,"tbl-h06-site-specific-associations","headers",18,2779918,2779928,"Free / Work","tbl-h06-site-specific-associations--gt-0003","Free-/-Work","tbl-h06-site-specific-associations--gt-0003",2781171,2781213,11,43
3,"tbl-h06-site-specific-associations","headers",19,2780191,2780208,"Active / Sedentary","tbl-h06-site-specific-associations--gt-0004","Active-/-Sedentary","tbl-h06-site-specific-associations--gt-0004",2781476,2781518,18,43
3,"tbl-h06-site-specific-associations","headers",20,2780472,2780492,"Previous sleep / hour","tbl-h06-site-specific-associations--gt-0005","Previous-sleep-/-hour","tbl-h06-site-specific-associations--gt-0005",2781782,2781824,21,43
3,"tbl-h06-site-specific-associations","headers",21,2780767,2780774,"Location","tbl-h06-site-specific-associations--gt-0001","Location","tbl-h06-site-specific-associations--gt-0001",2782099,2782141,8,43
3,"tbl-h06-site-specific-associations","headers",22,2780977,2780993,"Reference profile","tbl-h06-site-specific-associations--gt-0002","Reference-profile","tbl-h06-site-specific-associations--gt-0002",2782344,2782386,17,43
3,"tbl-h06-site-specific-associations","headers",23,2781168,2781178,"Free / Work","tbl-h06-site-specific-associations--gt-0003","Free-/-Work","tbl-h06-site-specific-associations--gt-0003",2782561,2782603,11,43
3,"tbl-h06-site-specific-associations","headers",24,2781465,2781482,"Active / Sedentary","tbl-h06-site-specific-associations--gt-0004","Active-/-Sedentary","tbl-h06-site-specific-associations--gt-0004",2782890,2782932,18,43
3,"tbl-h06-site-specific-associations","headers",25,2781735,2781755,"Previous sleep / hour","tbl-h06-site-specific-associations--gt-0005","Previous-sleep-/-hour","tbl-h06-site-specific-associations--gt-0005",2783185,2783227,21,43
3,"tbl-h06-site-specific-associations","headers",26,2782042,2782049,"Location","tbl-h06-site-specific-associations--gt-0001","Location","tbl-h06-site-specific-associations--gt-0001",2783514,2783556,8,43
3,"tbl-h06-site-specific-associations","headers",27,2782264,2782280,"Reference profile","tbl-h06-site-specific-associations--gt-0002","Reference-profile","tbl-h06-site-specific-associations--gt-0002",2783771,2783813,17,43
3,"tbl-h06-site-specific-associations","headers",28,2782465,2782475,"Free / Work","tbl-h06-site-specific-associations--gt-0003","Free-/-Work","tbl-h06-site-specific-associations--gt-0003",2783998,2784040,11,43
3,"tbl-h06-site-specific-associations","headers",29,2782736,2782753,"Active / Sedentary","tbl-h06-site-specific-associations--gt-0004","Active-/-Sedentary","tbl-h06-site-specific-associations--gt-0004",2784301,2784343,18,43
3,"tbl-h06-site-specific-associations","headers",30,2783051,2783071,"Previous sleep / hour","tbl-h06-site-specific-associations--gt-0005","Previous-sleep-/-hour","tbl-h06-site-specific-associations--gt-0005",2784641,2784683,21,43
3,"tbl-h06-site-specific-associations","headers",31,2783345,2783352,"Location","tbl-h06-site-specific-associations--gt-0001","Location","tbl-h06-site-specific-associations--gt-0001",2784957,2784999,8,43
3,"tbl-h06-site-specific-associations","headers",32,2783553,2783569,"Reference profile","tbl-h06-site-specific-associations--gt-0002","Reference-profile","tbl-h06-site-specific-associations--gt-0002",2785200,2785242,17,43
3,"tbl-h06-site-specific-associations","headers",33,2783744,2783754,"Free / Work","tbl-h06-site-specific-associations--gt-0003","Free-/-Work","tbl-h06-site-specific-associations--gt-0003",2785417,2785459,11,43
3,"tbl-h06-site-specific-associations","headers",34,2784006,2784023,"Active / Sedentary","tbl-h06-site-specific-associations--gt-0004","Active-/-Sedentary","tbl-h06-site-specific-associations--gt-0004",2785711,2785753,18,43
3,"tbl-h06-site-specific-associations","headers",35,2784276,2784296,"Previous sleep / hour","tbl-h06-site-specific-associations--gt-0005","Previous-sleep-/-hour","tbl-h06-site-specific-associations--gt-0005",2786006,2786048,21,43
3,"tbl-h06-site-specific-associations","headers",36,2784583,2784590,"Location","tbl-h06-site-specific-associations--gt-0001","Location","tbl-h06-site-specific-associations--gt-0001",2786335,2786377,8,43
3,"tbl-h06-site-specific-associations","headers",37,2784802,2784818,"Reference profile","tbl-h06-site-specific-associations--gt-0002","Reference-profile","tbl-h06-site-specific-associations--gt-0002",2786589,2786631,17,43
3,"tbl-h06-site-specific-associations","headers",38,2785004,2785014,"Free / Work","tbl-h06-site-specific-associations--gt-0003","Free-/-Work","tbl-h06-site-specific-associations--gt-0003",2786817,2786859,11,43
3,"tbl-h06-site-specific-associations","headers",39,2785276,2785293,"Active / Sedentary","tbl-h06-site-specific-associations--gt-0004","Active-/-Sedentary","tbl-h06-site-specific-associations--gt-0004",2787121,2787163,18,43
3,"tbl-h06-site-specific-associations","headers",40,2785556,2785576,"Previous sleep / hour","tbl-h06-site-specific-associations--gt-0005","Previous-sleep-/-hour","tbl-h06-site-specific-associations--gt-0005",2787426,2787468,21,43
3,"tbl-h06-site-specific-associations","headers",41,2785851,2785858,"Location","tbl-h06-site-specific-associations--gt-0001","Location","tbl-h06-site-specific-associations--gt-0001",2787743,2787785,8,43
3,"tbl-h06-site-specific-associations","headers",42,2786058,2786074,"Reference profile","tbl-h06-site-specific-associations--gt-0002","Reference-profile","tbl-h06-site-specific-associations--gt-0002",2787985,2788027,17,43
3,"tbl-h06-site-specific-associations","headers",43,2786248,2786258,"Free / Work","tbl-h06-site-specific-associations--gt-0003","Free-/-Work","tbl-h06-site-specific-associations--gt-0003",2788201,2788243,11,43
3,"tbl-h06-site-specific-associations","headers",44,2786509,2786526,"Active / Sedentary","tbl-h06-site-specific-associations--gt-0004","Active-/-Sedentary","tbl-h06-site-specific-associations--gt-0004",2788494,2788536,18,43
3,"tbl-h06-site-specific-associations","headers",45,2786778,2786798,"Previous sleep / hour","tbl-h06-site-specific-associations--gt-0005","Previous-sleep-/-hour","tbl-h06-site-specific-associations--gt-0005",2788788,2788830,21,43
3,"tbl-h06-site-specific-associations","headers",46,2787084,2787091,"Location","tbl-h06-site-specific-associations--gt-0001","Location","tbl-h06-site-specific-associations--gt-0001",2789116,2789158,8,43
3,"tbl-h06-site-specific-associations","headers",47,2787306,2787322,"Reference profile","tbl-h06-site-specific-associations--gt-0002","Reference-profile","tbl-h06-site-specific-associations--gt-0002",2789373,2789415,17,43
3,"tbl-h06-site-specific-associations","headers",48,2787507,2787517,"Free / Work","tbl-h06-site-specific-associations--gt-0003","Free-/-Work","tbl-h06-site-specific-associations--gt-0003",2789600,2789642,11,43
3,"tbl-h06-site-specific-associations","headers",49,2787779,2787796,"Active / Sedentary","tbl-h06-site-specific-associations--gt-0004","Active-/-Sedentary","tbl-h06-site-specific-associations--gt-0004",2789904,2789946,18,43
3,"tbl-h06-site-specific-associations","headers",50,2788058,2788078,"Previous sleep / hour","tbl-h06-site-specific-associations--gt-0005","Previous-sleep-/-hour","tbl-h06-site-specific-associations--gt-0005",2790208,2790250,21,43
3,"tbl-h06-site-specific-associations","headers",51,2788352,2788359,"Location","tbl-h06-site-specific-associations--gt-0001","Location","tbl-h06-site-specific-associations--gt-0001",2790524,2790566,8,43
3,"tbl-h06-site-specific-associations","headers",52,2788560,2788576,"Reference profile","tbl-h06-site-specific-associations--gt-0002","Reference-profile","tbl-h06-site-specific-associations--gt-0002",2790767,2790809,17,43
3,"tbl-h06-site-specific-associations","headers",53,2788750,2788760,"Free / Work","tbl-h06-site-specific-associations--gt-0003","Free-/-Work","tbl-h06-site-specific-associations--gt-0003",2790983,2791025,11,43
3,"tbl-h06-site-specific-associations","headers",54,2789009,2789026,"Active / Sedentary","tbl-h06-site-specific-associations--gt-0004","Active-/-Sedentary","tbl-h06-site-specific-associations--gt-0004",2791274,2791316,18,43
3,"tbl-h06-site-specific-associations","headers",55,2789278,2789298,"Previous sleep / hour","tbl-h06-site-specific-associations--gt-0005","Previous-sleep-/-hour","tbl-h06-site-specific-associations--gt-0005",2791568,2791610,21,43
4,"tbl-h06-gap-sensitivity-comparisons","id",1,2802512,2802520,"Predictor","tbl-h06-gap-sensitivity-comparisons--gt-0001","","",2804824,2804867,9,44
4,"tbl-h06-gap-sensitivity-comparisons","id",2,2802647,2802653,"Primary","tbl-h06-gap-sensitivity-comparisons--gt-0002","","",2804994,2805037,7,44
4,"tbl-h06-gap-sensitivity-comparisons","id",3,2802778,2802792,"Gap-sensitivity","tbl-h06-gap-sensitivity-comparisons--gt-0003","","",2805162,2805205,15,44
4,"tbl-h06-gap-sensitivity-comparisons","id",4,2803019,2803031,"All available","tbl-h06-gap-sensitivity-comparisons--gt-0004","","",2805432,2805475,13,44
4,"tbl-h06-gap-sensitivity-comparisons","headers",1,2803207,2803230,"All available  Predictor","tbl-h06-gap-sensitivity-comparisons--gt-0004 tbl-h06-gap-sensitivity-comparisons--gt-0001","All available|Predictor","tbl-h06-gap-sensitivity-comparisons--gt-0004|tbl-h06-gap-sensitivity-comparisons--gt-0001",2805651,2805739,24,89
4,"tbl-h06-gap-sensitivity-comparisons","headers",2,2803299,2803320,"All available  Primary","tbl-h06-gap-sensitivity-comparisons--gt-0004 tbl-h06-gap-sensitivity-comparisons--gt-0002","All available|Primary","tbl-h06-gap-sensitivity-comparisons--gt-0004|tbl-h06-gap-sensitivity-comparisons--gt-0002",2805808,2805896,22,89
4,"tbl-h06-gap-sensitivity-comparisons","headers",3,2803386,2803415,"All available  Gap sensitivity","tbl-h06-gap-sensitivity-comparisons--gt-0004 tbl-h06-gap-sensitivity-comparisons--gt-0003","All available|Gap-sensitivity","tbl-h06-gap-sensitivity-comparisons--gt-0004|tbl-h06-gap-sensitivity-comparisons--gt-0003",2805962,2806050,30,89
4,"tbl-h06-gap-sensitivity-comparisons","headers",4,2803515,2803538,"All available  Predictor","tbl-h06-gap-sensitivity-comparisons--gt-0004 tbl-h06-gap-sensitivity-comparisons--gt-0001","All available|Predictor","tbl-h06-gap-sensitivity-comparisons--gt-0004|tbl-h06-gap-sensitivity-comparisons--gt-0001",2806150,2806238,24,89
4,"tbl-h06-gap-sensitivity-comparisons","headers",5,2803617,2803638,"All available  Primary","tbl-h06-gap-sensitivity-comparisons--gt-0004 tbl-h06-gap-sensitivity-comparisons--gt-0002","All available|Primary","tbl-h06-gap-sensitivity-comparisons--gt-0004|tbl-h06-gap-sensitivity-comparisons--gt-0002",2806317,2806405,22,89
4,"tbl-h06-gap-sensitivity-comparisons","headers",6,2803715,2803744,"All available  Gap sensitivity","tbl-h06-gap-sensitivity-comparisons--gt-0004 tbl-h06-gap-sensitivity-comparisons--gt-0003","All available|Gap-sensitivity","tbl-h06-gap-sensitivity-comparisons--gt-0004|tbl-h06-gap-sensitivity-comparisons--gt-0003",2806482,2806570,30,89
4,"tbl-h06-gap-sensitivity-comparisons","headers",7,2803834,2803857,"All available  Predictor","tbl-h06-gap-sensitivity-comparisons--gt-0004 tbl-h06-gap-sensitivity-comparisons--gt-0001","All available|Predictor","tbl-h06-gap-sensitivity-comparisons--gt-0004|tbl-h06-gap-sensitivity-comparisons--gt-0001",2806660,2806748,24,89
4,"tbl-h06-gap-sensitivity-comparisons","headers",8,2803936,2803957,"All available  Primary","tbl-h06-gap-sensitivity-comparisons--gt-0004 tbl-h06-gap-sensitivity-comparisons--gt-0002","All available|Primary","tbl-h06-gap-sensitivity-comparisons--gt-0004|tbl-h06-gap-sensitivity-comparisons--gt-0002",2806827,2806915,22,89
4,"tbl-h06-gap-sensitivity-comparisons","headers",9,2804023,2804052,"All available  Gap sensitivity","tbl-h06-gap-sensitivity-comparisons--gt-0004 tbl-h06-gap-sensitivity-comparisons--gt-0003","All available|Gap-sensitivity","tbl-h06-gap-sensitivity-comparisons--gt-0004|tbl-h06-gap-sensitivity-comparisons--gt-0003",2806981,2807069,30,89
4,"tbl-h06-gap-sensitivity-comparisons","id",5,2804146,2804163,"Exact common hours","tbl-h06-gap-sensitivity-comparisons--gt-0005","","",2807163,2807206,18,44
4,"tbl-h06-gap-sensitivity-comparisons","headers",10,2804355,2804383,"Exact common hours  Predictor","tbl-h06-gap-sensitivity-comparisons--gt-0005 tbl-h06-gap-sensitivity-comparisons--gt-0001","Exact common hours|Predictor","tbl-h06-gap-sensitivity-comparisons--gt-0005|tbl-h06-gap-sensitivity-comparisons--gt-0001",2807398,2807486,29,89
4,"tbl-h06-gap-sensitivity-comparisons","headers",11,2804463,2804489,"Exact common hours  Primary","tbl-h06-gap-sensitivity-comparisons--gt-0005 tbl-h06-gap-sensitivity-comparisons--gt-0002","Exact common hours|Primary","tbl-h06-gap-sensitivity-comparisons--gt-0005|tbl-h06-gap-sensitivity-comparisons--gt-0002",2807566,2807654,27,89
4,"tbl-h06-gap-sensitivity-comparisons","headers",12,2804566,2804600,"Exact common hours  Gap sensitivity","tbl-h06-gap-sensitivity-comparisons--gt-0005 tbl-h06-gap-sensitivity-comparisons--gt-0003","Exact common hours|Gap-sensitivity","tbl-h06-gap-sensitivity-comparisons--gt-0005|tbl-h06-gap-sensitivity-comparisons--gt-0003",2807731,2807819,35,89
4,"tbl-h06-gap-sensitivity-comparisons","headers",13,2804689,2804717,"Exact common hours  Predictor","tbl-h06-gap-sensitivity-comparisons--gt-0005 tbl-h06-gap-sensitivity-comparisons--gt-0001","Exact common hours|Predictor","tbl-h06-gap-sensitivity-comparisons--gt-0005|tbl-h06-gap-sensitivity-comparisons--gt-0001",2807908,2807996,29,89
4,"tbl-h06-gap-sensitivity-comparisons","headers",14,2804785,2804811,"Exact common hours  Primary","tbl-h06-gap-sensitivity-comparisons--gt-0005 tbl-h06-gap-sensitivity-comparisons--gt-0002","Exact common hours|Primary","tbl-h06-gap-sensitivity-comparisons--gt-0005|tbl-h06-gap-sensitivity-comparisons--gt-0002",2808064,2808152,27,89
4,"tbl-h06-gap-sensitivity-comparisons","headers",15,2804877,2804911,"Exact common hours  Gap sensitivity","tbl-h06-gap-sensitivity-comparisons--gt-0005 tbl-h06-gap-sensitivity-comparisons--gt-0003","Exact common hours|Gap-sensitivity","tbl-h06-gap-sensitivity-comparisons--gt-0005|tbl-h06-gap-sensitivity-comparisons--gt-0003",2808218,2808306,35,89
4,"tbl-h06-gap-sensitivity-comparisons","headers",16,2805012,2805040,"Exact common hours  Predictor","tbl-h06-gap-sensitivity-comparisons--gt-0005 tbl-h06-gap-sensitivity-comparisons--gt-0001","Exact common hours|Predictor","tbl-h06-gap-sensitivity-comparisons--gt-0005|tbl-h06-gap-sensitivity-comparisons--gt-0001",2808407,2808495,29,89
4,"tbl-h06-gap-sensitivity-comparisons","headers",17,2805130,2805156,"Exact common hours  Primary","tbl-h06-gap-sensitivity-comparisons--gt-0005 tbl-h06-gap-sensitivity-comparisons--gt-0002","Exact common hours|Primary","tbl-h06-gap-sensitivity-comparisons--gt-0005|tbl-h06-gap-sensitivity-comparisons--gt-0002",2808585,2808673,27,89
4,"tbl-h06-gap-sensitivity-comparisons","headers",18,2805233,2805267,"Exact common hours  Gap sensitivity","tbl-h06-gap-sensitivity-comparisons--gt-0005 tbl-h06-gap-sensitivity-comparisons--gt-0003","Exact common hours|Gap-sensitivity","tbl-h06-gap-sensitivity-comparisons--gt-0005|tbl-h06-gap-sensitivity-comparisons--gt-0003",2808750,2808838,35,89
5,"tbl-h06-key-sensitivities","id",1,2897587,2897595,"Predictor","tbl-h06-key-sensitivities--gt-0001","","",2901158,2901191,9,34
5,"tbl-h06-key-sensitivities","id",2,2897722,2897730,"Reference","tbl-h06-key-sensitivities--gt-0002","","",2901318,2901351,9,34
5,"tbl-h06-key-sensitivities","id",3,2897857,2897867,"Alternative","tbl-h06-key-sensitivities--gt-0003","","",2901478,2901511,11,34
5,"tbl-h06-key-sensitivities","id",4,2897996,2898009,"Classification","tbl-h06-key-sensitivities--gt-0004","","",2901640,2901673,14,34
5,"tbl-h06-key-sensitivities","id",5,2898235,2898258,"Quasi-Poisson vs p = 1.8","tbl-h06-key-sensitivities--gt-0005","","",2901899,2901932,24,34
5,"tbl-h06-key-sensitivities","headers",1,2898445,2898479,"Quasi-Poisson vs p = 1.8  Predictor","tbl-h06-key-sensitivities--gt-0005 tbl-h06-key-sensitivities--gt-0001","Quasi-Poisson vs p = 1.8|Predictor","tbl-h06-key-sensitivities--gt-0005|tbl-h06-key-sensitivities--gt-0001",2902119,2902187,35,69
5,"tbl-h06-key-sensitivities","headers",2,2898548,2898582,"Quasi-Poisson vs p = 1.8  Reference","tbl-h06-key-sensitivities--gt-0005 tbl-h06-key-sensitivities--gt-0002","Quasi-Poisson vs p = 1.8|Reference","tbl-h06-key-sensitivities--gt-0005|tbl-h06-key-sensitivities--gt-0002",2902256,2902324,35,69
5,"tbl-h06-key-sensitivities","headers",3,2898648,2898684,"Quasi-Poisson vs p = 1.8  Alternative","tbl-h06-key-sensitivities--gt-0005 tbl-h06-key-sensitivities--gt-0003","Quasi-Poisson vs p = 1.8|Alternative","tbl-h06-key-sensitivities--gt-0005|tbl-h06-key-sensitivities--gt-0003",2902390,2902458,37,69
5,"tbl-h06-key-sensitivities","headers",4,2898750,2898789,"Quasi-Poisson vs p = 1.8  Classification","tbl-h06-key-sensitivities--gt-0005 tbl-h06-key-sensitivities--gt-0004","Quasi-Poisson vs p = 1.8|Classification","tbl-h06-key-sensitivities--gt-0005|tbl-h06-key-sensitivities--gt-0004",2902524,2902592,40,69
5,"tbl-h06-key-sensitivities","headers",5,2898901,2898935,"Quasi-Poisson vs p = 1.8  Predictor","tbl-h06-key-sensitivities--gt-0005 tbl-h06-key-sensitivities--gt-0001","Quasi-Poisson vs p = 1.8|Predictor","tbl-h06-key-sensitivities--gt-0005|tbl-h06-key-sensitivities--gt-0001",2902704,2902772,35,69
5,"tbl-h06-key-sensitivities","headers",6,2899014,2899048,"Quasi-Poisson vs p = 1.8  Reference","tbl-h06-key-sensitivities--gt-0005 tbl-h06-key-sensitivities--gt-0002","Quasi-Poisson vs p = 1.8|Reference","tbl-h06-key-sensitivities--gt-0005|tbl-h06-key-sensitivities--gt-0002",2902851,2902919,35,69
5,"tbl-h06-key-sensitivities","headers",7,2899125,2899161,"Quasi-Poisson vs p = 1.8  Alternative","tbl-h06-key-sensitivities--gt-0005 tbl-h06-key-sensitivities--gt-0003","Quasi-Poisson vs p = 1.8|Alternative","tbl-h06-key-sensitivities--gt-0005|tbl-h06-key-sensitivities--gt-0003",2902996,2903064,37,69
5,"tbl-h06-key-sensitivities","headers",8,2899238,2899277,"Quasi-Poisson vs p = 1.8  Classification","tbl-h06-key-sensitivities--gt-0005 tbl-h06-key-sensitivities--gt-0004","Quasi-Poisson vs p = 1.8|Classification","tbl-h06-key-sensitivities--gt-0005|tbl-h06-key-sensitivities--gt-0004",2903141,2903209,40,69
5,"tbl-h06-key-sensitivities","headers",9,2899377,2899411,"Quasi-Poisson vs p = 1.8  Predictor","tbl-h06-key-sensitivities--gt-0005 tbl-h06-key-sensitivities--gt-0001","Quasi-Poisson vs p = 1.8|Predictor","tbl-h06-key-sensitivities--gt-0005|tbl-h06-key-sensitivities--gt-0001",2903309,2903377,35,69
