within_omission_observed_range,difference_from_main,ratio_to_main,run_id,placement,metric_id,omitted_site,photoperiod_hours,response_estimate,response_lower_pointwise,response_upper_pointwise,main_response_estimate,main_pooled_eligible,main_loso_eligible
TRUE,0.01556703884131938,1.0056231737666064,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,11.6,2.7839394006852958,2.025563635724938,3.812894597478591,2.7683723618439764,FALSE,FALSE
TRUE,0.01487171692119249,1.0052623748691154,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,11.7,2.840918376666779,2.0871716093630854,3.854422625637039,2.8260466597455864,FALSE,FALSE
TRUE,0.0139898874098221,1.0048499936873225,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,11.8,2.898506509852105,2.1468973177150152,3.9015363491416237,2.8845166224422827,FALSE,FALSE
TRUE,0.012905503446296152,1.0043840442548722,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,11.9,2.956649383758176,2.2045462745509026,3.9542060527944787,2.94374388031188,FALSE,FALSE
TRUE,0.011604174996265204,1.003863311669626,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,12,3.0152901285523264,2.259958191756772,4.012374795009001,3.003685953556061,FALSE,FALSE
TRUE,0.010073836806829384,1.0032874879291578,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,12.1,3.0743700483551746,2.313005900207376,4.075963764957407,3.064296211548345,FALSE,FALSE
TRUE,0.008304491580970463,1.0026569917501766,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,12.2,3.133828528461559,2.3636039449759276,4.144857203130528,3.1255240368805883,FALSE,FALSE
TRUE,0.006287931240033462,1.0019727987796239,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,12.3,3.193602980792327,2.4117179368501356,4.218884869965934,3.1873150495522937,FALSE,FALSE
TRUE,0.0040178421051000335,1.0012364069532804,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,12.4,3.2536292216268543,2.457369697445787,4.2978111445453075,3.2496113795217543,FALSE,FALSE
TRUE,0.0014895955543416939,1.0004497093286044,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,12.5,3.3138415073190637,2.5006412450848154,4.381323157940767,3.312351911764722,FALSE,FALSE
TRUE,-0.0012995569196148082,0.9996150000800675,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,12.6,3.374173663549936,2.5416703263291454,4.469034418945171,3.375473220469551,FALSE,FALSE
TRUE,-0.00434802079229879,0.9987356415032529,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,12.7,3.434566498693552,2.5806255629279304,4.560539131784248,3.438914519485851,FALSE,FALSE
TRUE,-0.00765107836311385,0.9978156113678734,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,12.8,3.494966656680423,2.617707741292759,4.65539921614104,3.502617735043537,FALSE,FALSE
TRUE,-0.011202633762137815,0.9968589494430647,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,12.9,3.555321864674511,2.6531557311480944,4.753113749869759,3.5665244984366486,FALSE,FALSE
TRUE,-0.01499555157856891,0.9958696476873224,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,13,3.615578899066234,2.6872408652434476,4.853115723631737,3.630574450644803,FALSE,FALSE
TRUE,-0.01902201647014312,0.9948515479299298,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,13.1,3.6756839283953098,2.7202500138677888,4.954796226236608,3.694705944865453,FALSE,FALSE
TRUE,-0.023274552093047962,0.9938080799273754,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,13.2,3.7355840604314143,2.752458901495546,5.057551990292368,3.7588586125244623,FALSE,FALSE
TRUE,-0.027746679626612814,0.9927421233565195,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,13.3,3.7952281365045764,2.7841097338009764,5.160826957308811,3.822974816131189,FALSE,FALSE
TRUE,-0.032433305545180424,0.991655955634881,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,13.4,3.854567305425028,2.8153968523888664,5.2641419556045514,3.887000610970208,FALSE,FALSE
TRUE,-0.037331055712348515,0.9905512209370926,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,13.5,3.9135556634932356,2.8464614951657463,5.367109986126756,3.950886719205584,FALSE,FALSE
TRUE,-0.04243902664274701,0.9894288057468872,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,13.6,3.972152478025755,2.8773871877751005,5.469455619469761,4.014591504668502,FALSE,FALSE
TRUE,-0.047758131832376094,0.9882890627726668,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,13.7,4.030321265682381,2.908219631697795,5.570980129904923,4.078079397514757,FALSE,FALSE
TRUE,-0.053289691034257736,0.9871321842448654,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,13.8,4.088026290506254,2.939002085605824,5.6714880463713335,4.141315981540512,FALSE,FALSE
TRUE,-0.05903531062738132,0.9859582426455915,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,13.9,4.145232655080397,2.9697886584093496,5.770762551158582,4.204267965707778,FALSE,FALSE
TRUE,-0.0649965272564561,0.9847672849511236,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,14,4.20190711059835,3.000650297607039,5.868555951794746,4.266903637854806,FALSE,FALSE
TRUE,-0.07117445452530635,0.9835594201421659,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,14.1,4.258019232118979,3.03167491804002,5.964592310687654,4.3291936866442855,FALSE,FALSE
TRUE,-0.07756971004967461,0.9823348349751497,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,14.2,4.313541832953416,3.0629665287871,6.05857023270478,4.391111543003091,FALSE,FALSE
TRUE,-0.08418180085387572,0.9810939316010723,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,14.3,4.36845208777896,3.094637367239159,6.150181715626741,4.452633888632835,FALSE,FALSE
TRUE,-0.09100858504937825,0.9798374376488463,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,14.4,4.422732449664444,3.1267973206443074,6.239136542720134,4.5137410347138225,FALSE,FALSE
TRUE,-0.09804680178569924,0.9785662691122854,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,14.5,4.4763692109625985,3.159554250451331,6.325159253645358,4.574416012748298,FALSE,FALSE
TRUE,-0.10529175935690205,0.9772815877371311,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,14.6,4.5293525167746544,3.1930074558952883,6.408003705306307,4.6346442761315565,FALSE,FALSE
TRUE,-0.11273680137777742,0.975984903705162,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,14.7,4.581677078695237,3.227236480543659,6.487478947573641,4.694413880073014,FALSE,FALSE
TRUE,-0.1203735435703921,0.974678008315737,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,14.8,4.633341925233024,3.2622956591105545,6.563460936417307,4.753715468803416,FALSE,FALSE
TRUE,-0.1281912701116239,0.9733630880653993,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,14.9,4.684351205771494,3.298202310574532,6.635919279713851,4.812542475883118,FALSE,FALSE
TRUE,-0.1361765324447335,0.9720427890624714,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,15,4.734714657274622,3.3349282355251813,6.704935711762327,4.870891189719355,FALSE,FALSE
TRUE,-0.14431330112386576,0.9707201639219664,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,15.1,4.784447254066965,3.372399596889583,6.770702611281565,4.928760555190831,FALSE,FALSE
TRUE,-0.1525828225867416,0.9693986821873299,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,15.2,4.833569196120335,3.4104971364720336,6.833520828155033,4.9861520187070765,FALSE,FALSE
TRUE,-0.16096427534248026,0.9680820797553865,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,15.3,4.882104762642375,3.449069112702972,6.893768528514191,5.043069037984855,FALSE,FALSE
TRUE,-0.16943592052761058,0.9667741217083824,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,15.4,4.9300807586253566,3.4879502183196256,6.951857160421473,5.099516679152967,FALSE,FALSE
TRUE,-0.17797538119004308,0.9654785514010344,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,15.5,4.977526152293586,3.5269701234186677,7.008211799364007,5.155501533483629,FALSE,FALSE
TRUE,-0.18655967235500537,0.9641990909354115,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,15.6,5.02447203687988,3.565958542177523,7.063259855406236,5.211031709234885,FALSE,FALSE
TRUE,-0.19516505039847765,0.9629394758474658,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,15.7,5.070951791209438,3.6047466951336817,7.117427972102492,5.266116841607916,FALSE,FALSE
TRUE,-0.20376606680136078,0.9617036374556654,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,15.8,5.117002101858699,3.6431549286303966,7.171168693184894,5.320768168660059,FALSE,FALSE
TRUE,-0.212335732393222,0.9604956665637966,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,15.9,5.162662753181246,3.6809999558484763,7.224945669698155,5.374998485574468,FALSE,FALSE
TRUE,-0.22084635492397364,0.959319654858125,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,16,5.207975700389456,3.718114906333175,7.27919280249822,5.42882205531343,FALSE,FALSE
TRUE,-0.22926961835420023,0.9581796839544489,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,16.1,5.252984941952741,3.7543541655830586,7.334305867540367,5.4822545603069415,FALSE,FALSE
TRUE,-0.23757656526498128,0.9570798321915075,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,16.2,5.297736491408866,3.7895944244576394,7.390641967060491,5.535313056673847,FALSE,FALSE
TRUE,-0.24573757623945713,0.9560241811466411,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,16.3,5.34227835267116,3.823733356320419,7.448523556077855,5.588015928910617,FALSE,FALSE
TRUE,-0.25372235421520184,0.9550168205229514,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,16.4,5.386660499216865,3.8566856576780375,7.508247416685793,5.640382853432067,FALSE,FALSE
TRUE,-0.26150008491981236,0.954061821680991,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,16.5,5.430934715256072,3.8883741886613787,7.570102497251424,5.692434800175884,FALSE,FALSE
TRUE,-0.2690402500583957,0.953163095597959,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,16.6,5.47515342570194,3.9187043487097353,7.634417121303169,5.744193675760336,FALSE,FALSE
TRUE,-0.2763134088025261,0.9523242630428428,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,16.7,5.519368555187447,3.9475411739833866,7.701601417176606,5.795681963989973,FALSE,FALSE
TRUE,-0.2832913800885839,0.9515486358875018,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,16.8,5.563631307801392,3.9747013842254995,7.772164501400659,5.846922687889976,FALSE,FALSE
TRUE,-0.2899467179782578,0.9508393210726336,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,16.9,5.607992942428914,3.999957883738699,7.846711735757618,5.897939660407172,FALSE,FALSE
TRUE,-0.2962529164467087,0.950199193565951,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,17,5.652504496528815,4.0230360002760905,7.925956596151076,5.948757412975524,FALSE,FALSE
TRUE,-0.3021849109046144,0.949630819622135,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,17.1,5.697216084657566,4.043610237804822,8.010732526333582,5.999400995562181,FALSE,FALSE
TRUE,-0.3077214070642178,0.9491360741584205,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,17.2,5.742173522844357,4.061291522842733,8.102018840465064,6.049894929908575,FALSE,FALSE
TRUE,-0.3128467215988815,0.9487158569396091,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,17.3,5.7874155218489856,4.075634054823545,8.200933719722983,6.100262243447867,FALSE,FALSE
TRUE,-0.3175509077335832,0.9483701075206126,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,17.4,5.832973381279054,4.08617224964626,8.308677675874492,6.150524289012637,FALSE,FALSE
TRUE,-0.32183055043624886,0.9480977086464706,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,17.5,5.878869689252961,4.092462098741486,8.426465336871733,6.20070023968921,FALSE,FALSE
TRUE,-0.3256904085428456,0.947896254583038,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,17.6,5.925115669532672,4.094123435773254,8.55544836415986,6.2508060780755175,FALSE,FALSE
TRUE,-0.32913969586525127,0.94776270320802,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,17.7,5.971716513749791,4.0908962413428815,8.696624707542053,6.300856209615042,FALSE,FALSE
TRUE,-0.33218888209667075,0.9476939169824677,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,17.8,6.018676312403281,4.082675498648869,8.850777995581703,6.350865194499952,FALSE,FALSE
TRUE,-0.3348491175544206,0.9476867582466458,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,17.9,6.065999048826913,4.069518612345754,9.018449347500276,6.4008481663813335,FALSE,FALSE
TRUE,-0.3371322143629749,0.947738089661698,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,18,6.113688511107063,4.051637300345702,9.199927262395708,6.450820725470038,FALSE,FALSE
TRUE,-0.33905071124279385,0.9478447594472922,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,18.1,6.161747821172193,4.0293744352032785,9.395260454389996,6.500798532414987,FALSE,FALSE
TRUE,-0.34061754042504155,0.9480036492076935,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,18.2,6.210179491189733,4.003168514155376,9.604296831500715,6.550797031614774,FALSE,FALSE
FALSE,-0.34184456656047413,0.9482118849633192,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,18.3,6.258985881088579,3.9734934591792626,9.826786882341324,6.600830447649053,FALSE,FALSE
FALSE,-0.3427411897367394,0.948467030759557,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,18.4,6.308169766656513,3.940783343066657,10.062544306848572,6.650910956393252,FALSE,FALSE
FALSE,-0.34331665529270516,0.9487667427839135,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,18.5,6.357734067379449,3.905433755263284,10.31143901835719,6.7010507226721545,FALSE,FALSE
FALSE,-0.34358063825687335,0.9491086822375023,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,18.6,6.407681725596895,3.8678060871492805,10.573384865966219,6.751262363853768,FALSE,FALSE
FALSE,-0.3435432462011807,0.9494905140725876,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,18.7,6.458015706406036,3.8282274926756266,10.848339953747073,6.801558952607217,FALSE,FALSE
FALSE,-0.3432150213513596,0.9499099059348363,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,18.8,6.508738997837755,3.786992033037225,11.136305804160443,6.851954019189114,FALSE,FALSE
FALSE,-0.34260694294580496,0.9503645271666503,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,18.9,6.5598546110339875,3.7443625753959613,11.437325777744137,6.902461553979792,FALSE,FALSE
FALSE,-0.34173042986111923,0.9508520478711205,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,19,6.611365580426512,3.700573113409194,11.751483081647565,6.953096010287632,FALSE,FALSE
FALSE,-0.34059734352280646,0.9513701380362107,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,19.1,6.663274963917047,3.6558312718428785,12.078898605075755,7.0038723074398535,FALSE,FALSE
FALSE,-0.3392199911196583,0.951916466718866,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,19.2,6.715585843058805,3.610320833084681,12.419728744180926,7.054805834178463,FALSE,FALSE
FALSE,-0.33761112914059677,0.9524887012888095,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,19.3,6.768301323239448,3.5642041807765965,12.774163321546869,7.1059124523800445,FALSE,FALSE
FALSE,-0.3357839672533087,0.953084506731804,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,19.4,6.821424533865374,3.517624597670315,13.14242366353993,7.157208501118682,FALSE,FALSE
FALSE,-0.3337521716865508,0.9537015451256953,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,19.5,6.8749586285475335,3.470708384278395,13.524760869342565,7.208710800234084,FALSE,FALSE
FALSE,-0.3315297007701785,0.9543374972831501,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,19.6,6.928906785288667,3.4235667848925817,13.921454285499864,7.260436486058846,FALSE,FALSE
FALSE,-0.3291303144043347,0.9549901262333828,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,19.7,6.983272206671887,3.3762977205734876,14.332810186790729,7.312402521076222,FALSE,FALSE
FALSE,-0.3265673755276248,0.9556573004664412,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,19.8,7.038058120050884,3.3289873367793983,14.75916065618364,7.364625495578509,FALSE,FALSE
FALSE,-0.3238537226088649,0.9563370072077731,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,19.9,7.093267777741417,3.2817113779128992,15.200862652041991,7.417121500350282,FALSE,FALSE
FALSE,-0.3210016835854077,0.9570273471266088,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,20,7.148904457214497,3.23453640334915,15.658297248471271,7.469906140799905,FALSE,FALSE
FALSE,-0.3180236788965969,0.9577264542950813,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,20.1,7.204971461290878,3.187520860267509,16.131869033960136,7.522995140187475,FALSE,FALSE
FALSE,-0.31493251180544046,0.9584324587743783,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,20.2,7.261472118337097,3.1407160284113975,16.6220056536762,7.576404630142537,FALSE,FALSE
FALSE,-0.31174137807680324,0.9591434859522834,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,20.3,7.318409782463184,3.0941668511314337,17.12915748156731,7.630151160539987,FALSE,FALSE
FALSE,-0.30846377413582005,0.9598576686608746,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,20.4,7.37578783372161,3.047912665990631,17.65379740950741,7.68425160785743,FALSE,FALSE
FALSE,-0.3051119691388644,0.9605733371687399,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,20.5,7.433609678308093,3.0019878469966126,18.196420741960218,7.738721647446957,FALSE,FALSE
FALSE,-0.30169283134015856,0.9612895283966665,loso__chest__omit_rise,chest,daily_geometric_mean_medi,RISE,20.6,7.4918787487637255,2.9564223692829392,18.757545185894006,7.793571580103884,FALSE,FALSE
FALSE,-0.018539505154492986,0.9911778911657099,loso__chest__omit_thuas,chest,daily_geometric_mean_medi,THUAS,10.3,2.082942748434674,1.223356264067145,3.500873908510662,2.101482253589167,FALSE,FALSE
TRUE,-0.02123437093355829,0.9901100698852345,loso__chest__omit_thuas,chest,daily_geometric_mean_medi,THUAS,10.4,2.1258354958045085,1.275569384393534,3.5016675789622855,2.1470698667380668,FALSE,FALSE
TRUE,-0.02403044219698236,0.989045200691186,loso__chest__omit_thuas,chest,daily_geometric_mean_medi,THUAS,10.5,2.1695690496392537,1.3292132536037824,3.5040413549848104,2.193599491836236,FALSE,FALSE
TRUE,-0.02693058012034477,0.9879832383057175,loso__chest__omit_thuas,chest,daily_geometric_mean_medi,THUAS,10.6,2.214154065267793,1.3841989456875092,3.508215093640814,2.241084645388138,FALSE,FALSE
TRUE,-0.029937359604522484,0.986924255894479,loso__chest__omit_thuas,chest,daily_geometric_mean_medi,THUAS,10.7,2.259596556242148,1.440403946895357,3.514438874589583,2.2895339158466705,FALSE,FALSE
TRUE,-0.03305292861822284,0.985868486245523,loso__chest__omit_thuas,chest,daily_geometric_mean_medi,THUAS,10.8,2.305898806665724,1.497676856005946,3.522978605564787,2.338951735283947,FALSE,FALSE
TRUE,-0.036278834137891014,0.9848163690895968,loso__chest__omit_thuas,chest,daily_geometric_mean_medi,THUAS,10.9,2.3530596812651856,1.555841067570675,3.5341059040631704,2.3893385154030766,FALSE,FALSE
TRUE,-0.039615908185756776,0.9837685688310239,loso__chest__omit_thuas,chest,daily_geometric_mean_medi,THUAS,11,2.401075105030421,1.6146995475464059,3.548089071904089,2.4406910132161777,FALSE,FALSE
TRUE,-0.04306392620373822,0.9827260749076815,loso__chest__omit_thuas,chest,daily_geometric_mean_medi,THUAS,11.1,2.4499378654323882,1.6740385496703059,3.565187049500291,2.4930017916361265,FALSE,FALSE
TRUE,-0.04662129418116123,0.9816902769265097,loso__chest__omit_thuas,chest,daily_geometric_mean_medi,THUAS,11.2,2.499637542942478,1.7336321843081661,3.5856439434857856,2.546258837123639,FALSE,FALSE
TRUE,-0.050285082607181675,0.9806629010408391,loso__chest__omit_thuas,chest,daily_geometric_mean_medi,THUAS,11.3,2.5501609674120833,1.7932487858566188,3.6096831677178467,2.600446050019265,FALSE,FALSE
TRUE,-0.05405103974036374,0.9796459600147631,loso__chest__omit_thuas,chest,daily_geometric_mean_medi,THUAS,11.4,2.6014925171931944,1.8526572661799925,3.637502708157336,2.655543556933558,FALSE,FALSE
TRUE,-0.05791364374316332,0.9786416938132226,loso__chest__omit_thuas,chest,daily_geometric_mean_medi,THUAS,11.5,2.6536142853309497,1.9116336062241084,3.669270710589805,2.711527929074113,FALSE,FALSE
TRUE,-0.061866183526925855,0.9776525064403845,loso__chest__omit_thuas,chest,daily_geometric_mean_medi,THUAS,11.6,2.7065061783170505,1.9699673968756368,3.705121250131937,2.7683723618439764,FALSE,FALSE
TRUE,-0.06590070074420584,0.9766809580029586,loso__chest__omit_thuas,chest,daily_geometric_mean_medi,THUAS,11.7,2.7601459590013806,2.0274674243000774,3.74515166406519,2.8260466597455864,FALSE,FALSE
TRUE,-0.07000730268394495,0.9757299707898127,loso__chest__omit_thuas,chest,daily_geometric_mean_medi,THUAS,11.8,2.8145093197583377,2.083963410331382,3.789426230666256,2.8845166224422827,FALSE,FALSE
TRUE,-0.07417390533262092,0.9748028672505428,loso__chest__omit_thuas,chest,daily_geometric_mean_medi,THUAS,11.9,2.869569974979259,2.139307217157643,3.8379794646897354,2.94374388031188,FALSE,FALSE
TRUE,-0.07838617206904708,0.9739033396696329,loso__chest__omit_thuas,chest,daily_geometric_mean_medi,THUAS,12,2.925299781487014,2.1933734791211377,3.8908191366077696,3.003685953556061,FALSE,FALSE
TRUE,-0.08262724158026735,0.9730354913898754,loso__chest__omit_thuas,chest,daily_geometric_mean_medi,THUAS,12.1,2.981668969968078,2.246058437125538,3.9479314113333595,3.064296211548345,FALSE,FALSE
TRUE,-0.08687792488650992,0.9722037252437137,loso__chest__omit_thuas,chest,daily_geometric_mean_medi,THUAS,12.2,3.0386461119940784,2.297281344243272,4.009279638783971,3.1255240368805883,FALSE,FALSE
TRUE,-0.09111687251641776,0.9714126557620287,loso__chest__omit_thuas,chest,daily_geometric_mean_medi,THUAS,12.3,3.096198177035876,2.3469853752525736,4.074803368341755,3.1873150495522937,FALSE,FALSE
TRUE,-0.09532053500216975,0.9706670971172565,loso__chest__omit_thuas,chest,daily_geometric_mean_medi,THUAS,12.4,3.1542908445195845,2.3951369824231588,4.144419835595193,3.2496113795217543,FALSE,FALSE
TRUE,-0.09946347007211376,0.9699719496232142,loso__chest__omit_thuas,chest,daily_geometric_mean_medi,THUAS,12.5,3.2128884416926082,2.4417275000436782,4.218019861260452,3.312351911764722,FALSE,FALSE
TRUE,-0.10351862650975985,0.969332114418209,loso__chest__omit_thuas,chest,daily_geometric_mean_medi,THUAS,12.6,3.271954593959791,2.4867722158097467,4.295469270249341,3.375473220469551,FALSE,FALSE
TRUE,-0.1074572518766912,0.9687525667568041,loso__chest__omit_thuas,chest,daily_geometric_mean_medi,THUAS,12.7,3.3314572676091596,2.5302992824195543,4.3766384791757424,3.438914519485851,FALSE,FALSE
TRUE,-0.1112495089173211,0.9682381814594625,loso__chest__omit_thuas,chest,daily_geometric_mean_medi,THUAS,12.8,3.391368226126216,2.5723596731921368,4.461381543317172,3.502617735043537,FALSE,FALSE
TRUE,-0.11486478284651502,0.9677936369435104,loso__chest__omit_thuas,chest,daily_geometric_mean_medi,THUAS,12.9,3.4516597155901336,2.613040638714081,4.549501579646323,3.5665244984366486,FALSE,FALSE
TRUE,-0.11827150032481804,0.9674234747330929,loso__chest__omit_thuas,chest,daily_geometric_mean_medi,THUAS,13,3.512302950319985,2.6524690400235067,4.640737285378887,3.630574450644803,FALSE,FALSE
TRUE,-0.12143761091088523,0.9671319956924724,loso__chest__omit_thuas,chest,daily_geometric_mean_medi,THUAS,13.1,3.5732683339545677,2.6908062846978407,4.734767761279509,3.694705944865453,FALSE,FALSE
