run_id,data_scenario,placement,sensitivity,key_rule,metric_id,metric_order,manuscript_name,method_id,grid_points,recorded_photoperiod_min,recorded_photoperiod_max,any_pointwise_detected_increase,any_pointwise_detected_decrease,plateau_pattern,last_detected_increase,plateau_transition_lower,plateau_start,plateau_tail_span_hours,plateau_start_fraction_of_recorded_range,derivative_before_transition,derivative_before_lower,derivative_before_upper,derivative_at_plateau_start,derivative_at_plateau_start_lower,derivative_at_plateau_start_upper,derivative_at_recorded_end,derivative_at_recorded_end_lower,derivative_at_recorded_end_upper,disposition
paired__chest,primary,chest,paired_common_placement,paired,m10_mean_medi,2,Brightest 10 h mean,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,FALSE,20.52484733098083,,,,,,,,,,,0.08290085850709035,0.04435971778194527,0.12144199923223542,POINTWISE_DETECTED_INCREASE_AT_RECORDED_END
paired__chest,primary,chest,paired_common_placement,paired,l10_mean_medi,3,Darkest 10 h mean,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,14.242954980753087,14.242954980753087,14.345936822560098,6.178910508420731,0.3939393939393939,0.06696036251773307,0.0025454557217686746,0.13137526931369747,0.06163796906416686,-0.0012465426852314096,0.12452248081356512,-0.06172478768072158,-0.1857444357991448,0.06229486043770162,DERIVATIVE_DEFINED_PLATEAU_PATTERN
paired__chest,primary,chest,paired_common_placement,paired,duration_above_1000,4,"Time above 1,000 lx melEDI",CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,17.023464709542417,17.023464709542417,17.126446551349428,3.3984007796314017,0.6666666666666667,0.151258945442383,0.003070588917943623,0.29944730196682234,0.15099207125079275,-4.3136383961026037e-4,0.30241550634119574,0.1475563081842059,-0.07221406465969474,0.3673266810281065,DERIVATIVE_DEFINED_PLATEAU_PATTERN
paired__chest,primary,chest,paired_common_placement,paired,duration_above_250_wake,5,Time above 250 lx melEDI during wake,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,16.096628133279307,16.096628133279307,16.199609975086318,4.325237355894512,0.5757575757575758,0.10552789899223375,6.653726065253968e-4,0.21039042537794211,0.10539613610665695,-0.0021803234666547128,0.21297259567996862,0.10331690683853235,-0.06914756501411891,0.27578137869118363,DERIVATIVE_DEFINED_PLATEAU_PATTERN
paired__chest,primary,chest,paired_common_placement,paired,duration_below_10_pre_sleep,6,Time below 10 lx melEDI before sleep,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,FALSE,FALSE,FALSE,,,,,,,,,,,,-0.13797665156654512,-0.41295240189717286,0.1369990987640826,NO_POINTWISE_DETECTED_PRIOR_INCREASE
paired__chest,primary,chest,paired_common_placement,paired,duration_below_1_sleep_environment,7,Time below 1 lx melEDI during sleep,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,FALSE,TRUE,FALSE,,,,,,,,,,,,0.06234529749926384,-0.0248637508804709,0.14955434587899857,NO_POINTWISE_DETECTED_PRIOR_INCREASE
paired__chest,primary,chest,paired_common_placement,paired,longest_bout_above_250,8,Longest continuous period above 250 lx melEDI,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,FALSE,20.52484733098083,,,,,,,,,,,0.039558957386005615,0.024055954032267825,0.055061960739743405,POINTWISE_DETECTED_INCREASE_AT_RECORDED_END
paired__chest,primary,chest,paired_common_placement,paired,dose_time_sensitive_corrected_medi,9,melEDI dose,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,FALSE,20.52484733098083,,,,,,,,,,,0.08295866405634521,0.03330656194223588,0.13261076617045453,POINTWISE_DETECTED_INCREASE_AT_RECORDED_END
gap_timing_unaware__near_eye,gap_timing_unaware,near_eye,gap_timing_unaware,all_available,daily_geometric_mean_medi,1,Mean melEDI,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,16.096628133279307,16.096628133279307,16.199609975086318,4.325237355894512,0.5757575757575758,0.05084935266294455,7.409248161148185e-4,0.10095778050977428,0.04887870020884952,-0.002341933822443701,0.10009933424014274,0.008232282224974305,-0.11411996036767721,0.13058452481762584,DERIVATIVE_DEFINED_PLATEAU_PATTERN
gap_timing_unaware__near_eye,gap_timing_unaware,near_eye,gap_timing_unaware,all_available,m10_mean_medi,2,Brightest 10 h mean,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,15.684700766051257,15.684700766051257,15.787682607858269,4.737164723122561,0.5353535353535354,0.07161923433688965,0.0013385358720964385,0.14189993280168284,0.07016742879635914,-9.332903784416147e-4,0.14126814797115989,0.05656132013142372,-0.07975667594100443,0.19287931620385185,DERIVATIVE_DEFINED_PLATEAU_PATTERN
gap_timing_unaware__near_eye,gap_timing_unaware,near_eye,gap_timing_unaware,all_available,l10_mean_medi,3,Darkest 10 h mean,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,14.654882347981136,14.654882347981136,14.757864189788148,5.766983141192682,0.4343434343434344,0.0646993139541421,0.001684555993987591,0.1277140719142966,0.061716774498042436,-4.585773572559626e-4,0.12389212635334083,-0.07580789469944503,-0.2072328186203955,0.055617029221505423,DERIVATIVE_DEFINED_PLATEAU_PATTERN
gap_timing_unaware__near_eye,gap_timing_unaware,near_eye,gap_timing_unaware,all_available,duration_above_1000,4,"Time above 1,000 lx melEDI",CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,14.96382787340217,14.96382787340217,15.066809715209184,5.458037615771646,0.46464646464646464,0.13734757185453167,2.5019600827413946e-4,0.2744449477007892,0.13347378927232859,-0.003003478924537506,0.2699510574691947,0.10083535897166392,-0.16659174652470427,0.36826246446803207,DERIVATIVE_DEFINED_PLATEAU_PATTERN
gap_timing_unaware__near_eye,gap_timing_unaware,near_eye,gap_timing_unaware,all_available,duration_above_250_wake,5,Time above 250 lx melEDI during wake,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,14.654882347981136,14.654882347981136,14.757864189788148,5.766983141192682,0.4343434343434344,0.10892612800638908,0.0039957068450825195,0.21385654916769564,0.10626853861584097,-1.5687867635251485e-4,0.21269395590803447,0.07281192272189244,-0.1328603481399076,0.2784841935836925,DERIVATIVE_DEFINED_PLATEAU_PATTERN
gap_timing_unaware__near_eye,gap_timing_unaware,near_eye,gap_timing_unaware,all_available,duration_below_10_pre_sleep,6,Time below 10 lx melEDI before sleep,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,FALSE,FALSE,FALSE,,,,,,,,,,,,-0.05928576800571207,-0.12288317027101228,0.004311634259588137,NO_POINTWISE_DETECTED_PRIOR_INCREASE
gap_timing_unaware__near_eye,gap_timing_unaware,near_eye,gap_timing_unaware,all_available,duration_below_1_sleep_environment,7,Time below 1 lx melEDI during sleep,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,FALSE,TRUE,FALSE,,,,,,,,,,,,0.06835354495365188,-0.03510370849521867,0.17181079840252245,NO_POINTWISE_DETECTED_PRIOR_INCREASE
gap_timing_unaware__near_eye,gap_timing_unaware,near_eye,gap_timing_unaware,all_available,longest_bout_above_250,8,Longest continuous period above 250 lx melEDI,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,FALSE,20.52484733098083,,,,,,,,,,,0.04389497755530188,0.025608125373617695,0.06218182973698607,POINTWISE_DETECTED_INCREASE_AT_RECORDED_END
gap_timing_unaware__near_eye,gap_timing_unaware,near_eye,gap_timing_unaware,all_available,dose_time_sensitive_corrected_medi,9,melEDI dose,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,15.993646291472293,15.993646291472293,16.096628133279307,4.428219197701523,0.5656565656565657,0.07384569651583937,9.975021281318358e-4,0.1466938909035469,0.07375376710313158,-9.631405297587381e-4,0.1484706747360219,0.07415192252335528,-0.0063854687742286725,0.15468931382093926,DERIVATIVE_DEFINED_PLATEAU_PATTERN
gap_timing_unaware__chest,gap_timing_unaware,chest,gap_timing_unaware,all_available,daily_geometric_mean_medi,1,Mean melEDI,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,15.787682607858269,15.787682607858269,15.89066444966528,4.6341828813155495,0.5454545454545454,0.04639981587404993,8.279713609130046e-5,0.09271683461200855,0.04561796769540863,-0.0018503356384350772,0.09308627102925233,0.033714312839969736,-0.06421894483503732,0.13164757051497677,DERIVATIVE_DEFINED_PLATEAU_PATTERN
gap_timing_unaware__chest,gap_timing_unaware,chest,gap_timing_unaware,all_available,m10_mean_medi,2,Brightest 10 h mean,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,FALSE,20.52484733098083,,,,,,,,,,,0.07557542596153372,0.0409748299075846,0.11017602201548282,POINTWISE_DETECTED_INCREASE_AT_RECORDED_END
gap_timing_unaware__chest,gap_timing_unaware,chest,gap_timing_unaware,all_available,l10_mean_medi,3,Darkest 10 h mean,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,14.036991297139062,14.036991297139062,14.139973138946074,6.384874192034756,0.3737373737373737,0.05486079758495438,0.0024289932755839905,0.10729260189432477,0.051708883725354475,-2.3768316832784714e-4,0.1036554506190368,-0.0482602620757738,-0.15122264243774858,0.054702118286200974,DERIVATIVE_DEFINED_PLATEAU_PATTERN
gap_timing_unaware__chest,gap_timing_unaware,chest,gap_timing_unaware,all_available,duration_above_1000,4,"Time above 1,000 lx melEDI",CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,13.625063929911013,13.625063929911013,13.728045771718026,6.7968015592628035,0.3333333333333334,0.16691522972397738,0.010202252044046956,0.3236282074039078,0.16001532921917289,-0.001854278027091899,0.3218849364654377,0.1329730941380307,-0.17096477991322723,0.43691096818928865,DERIVATIVE_DEFINED_PLATEAU_PATTERN
gap_timing_unaware__chest,gap_timing_unaware,chest,gap_timing_unaware,all_available,duration_above_250_wake,5,Time above 250 lx melEDI during wake,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,13.213136562682964,13.213136562682964,13.316118404489977,7.208728926490853,0.292929292929293,0.12731284503341234,6.479003753067092e-4,0.25397778969151796,0.12179952177568514,-0.001456170509757257,0.2450552140611275,0.11496103141920098,-0.1453856537813058,0.3753077166197078,DERIVATIVE_DEFINED_PLATEAU_PATTERN
gap_timing_unaware__chest,gap_timing_unaware,chest,gap_timing_unaware,all_available,duration_below_10_pre_sleep,6,Time below 10 lx melEDI before sleep,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,FALSE,FALSE,FALSE,,,,,,,,,,,,-0.13834173997900143,-0.40568833609508936,0.12900485613708654,NO_POINTWISE_DETECTED_PRIOR_INCREASE
gap_timing_unaware__chest,gap_timing_unaware,chest,gap_timing_unaware,all_available,duration_below_1_sleep_environment,7,Time below 1 lx melEDI during sleep,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,TRUE,TRUE,18.67117417845461,18.67117417845461,18.77415602026162,1.7506913107192084,0.8282828282828282,0.05843480714637144,1.586192756878116e-4,0.11671099501705506,0.05921671465213737,-0.0011206197413247063,0.11955404904559944,0.06504568785806662,-0.017431991625858068,0.1475233673419913,DERIVATIVE_DEFINED_PLATEAU_PATTERN
gap_timing_unaware__chest,gap_timing_unaware,chest,gap_timing_unaware,all_available,longest_bout_above_250,8,Longest continuous period above 250 lx melEDI,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,14.44891866436711,14.44891866436711,14.551900506174123,5.972946824806707,0.4141414141414142,0.035153195198067186,5.716746916843152e-4,0.06973471570445006,0.03449256201987258,-4.4717704035059785e-4,0.06943230108009577,0.02907465045531038,-0.03752955032936828,0.09567885123998904,DERIVATIVE_DEFINED_PLATEAU_PATTERN
gap_timing_unaware__chest,gap_timing_unaware,chest,gap_timing_unaware,all_available,dose_time_sensitive_corrected_medi,9,melEDI dose,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,FALSE,20.52484733098083,,,,,,,,,,,0.07822113897645924,0.03667784358991608,0.11976443436300241,POINTWISE_DETECTED_INCREASE_AT_RECORDED_END
prep_common_primary__near_eye,primary,near_eye,preparation_exact_common,preparation_common,daily_geometric_mean_medi,1,Mean melEDI,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,16.096628133279307,16.096628133279307,16.199609975086318,4.325237355894512,0.5757575757575758,0.049839450236488086,9.199085540909438e-4,0.09875899191888524,0.04798348126817363,-0.001858898502113862,0.09782586103846112,0.007465574754531286,-0.11145218496253252,0.12638333447159508,DERIVATIVE_DEFINED_PLATEAU_PATTERN
prep_common_primary__near_eye,primary,near_eye,preparation_exact_common,preparation_common,m10_mean_medi,2,Brightest 10 h mean,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,15.066809715209184,15.066809715209184,15.169791557016197,5.355055773964633,0.47474747474747486,0.07591564433890216,8.039838962965035e-4,0.15102730478150783,0.07413441214501752,-0.0013229889720250826,0.1495918132620601,0.05794901192881822,-0.08675128774259477,0.2026493116002312,DERIVATIVE_DEFINED_PLATEAU_PATTERN
prep_common_primary__near_eye,primary,near_eye,preparation_exact_common,preparation_common,l10_mean_medi,3,Darkest 10 h mean,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,14.860846031595159,14.860846031595159,14.96382787340217,5.561019457578659,0.4545454545454545,0.06927370692711177,0.0017711934597827994,0.13677622039444073,0.06483348626160076,-0.0010116996967008823,0.13067867221990243,-0.08641660175828109,-0.21796565879081076,0.045132455274248584,DERIVATIVE_DEFINED_PLATEAU_PATTERN
prep_common_primary__near_eye,primary,near_eye,preparation_exact_common,preparation_common,duration_above_1000,4,"Time above 1,000 lx melEDI",CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,14.654882347981136,14.654882347981136,14.757864189788148,5.766983141192682,0.4343434343434344,0.1458109227324675,0.004338272359184048,0.287283573105751,0.14145176898177086,-2.779401114595681e-4,0.28318147807500127,0.09956987124047996,-0.1753725678880635,0.3745123103690234,DERIVATIVE_DEFINED_PLATEAU_PATTERN
prep_common_primary__near_eye,primary,near_eye,preparation_exact_common,preparation_common,duration_above_250_wake,5,Time above 250 lx melEDI during wake,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,14.345936822560098,14.345936822560098,14.44891866436711,6.07592866661372,0.404040404040404,0.1132460205333154,0.0032633719370303155,0.2232286691296005,0.10946831237185094,-0.002361873096068043,0.2212984978397699,0.058943541024351835,-0.15955264717728637,0.27743972922599003,DERIVATIVE_DEFINED_PLATEAU_PATTERN
prep_common_primary__near_eye,primary,near_eye,preparation_exact_common,preparation_common,duration_below_10_pre_sleep,6,Time below 10 lx melEDI before sleep,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,FALSE,TRUE,FALSE,,,,,,,,,,,,-0.08470202028833032,-0.15354086009404683,-0.01586318048261383,NO_POINTWISE_DETECTED_PRIOR_INCREASE
prep_common_primary__near_eye,primary,near_eye,preparation_exact_common,preparation_common,duration_below_1_sleep_environment,7,Time below 1 lx melEDI during sleep,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,FALSE,TRUE,FALSE,,,,,,,,,,,,0.06129051362617655,-0.04176508302814406,0.16434611028049717,NO_POINTWISE_DETECTED_PRIOR_INCREASE
prep_common_primary__near_eye,primary,near_eye,preparation_exact_common,preparation_common,longest_bout_above_250,8,Longest continuous period above 250 lx melEDI,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,FALSE,20.52484733098083,,,,,,,,,,,0.04157812383537134,0.024914355692758332,0.05824189197798435,POINTWISE_DETECTED_INCREASE_AT_RECORDED_END
prep_common_primary__near_eye,primary,near_eye,preparation_exact_common,preparation_common,dose_time_sensitive_corrected_medi,9,melEDI dose,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,14.139973138946074,14.139973138946074,14.242954980753087,6.281892350227743,0.3838383838383839,0.07292305079364644,0.0028949848777733156,0.14295111670951957,0.07080380304215135,-3.6669165960849515e-4,0.14197429774391118,0.0709960746033466,-0.07250511608510805,0.21449726529180124,DERIVATIVE_DEFINED_PLATEAU_PATTERN
prep_common_primary__chest,primary,chest,preparation_exact_common,preparation_common,daily_geometric_mean_medi,1,Mean melEDI,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,15.478737082437233,15.478737082437233,15.581718924244246,4.943128406736584,0.5151515151515152,0.04575198965782691,6.580730637875953e-4,0.09084590625186623,0.04485106596442908,-7.199933986569151e-4,0.09042212532751508,0.029804583300559163,-0.06807152105758638,0.12768068765870472,DERIVATIVE_DEFINED_PLATEAU_PATTERN
prep_common_primary__chest,primary,chest,preparation_exact_common,preparation_common,m10_mean_medi,2,Brightest 10 h mean,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,FALSE,20.52484733098083,,,,,,,,,,,0.06988307388972197,0.033578081398523946,0.10618806638091999,POINTWISE_DETECTED_INCREASE_AT_RECORDED_END
prep_common_primary__chest,primary,chest,preparation_exact_common,preparation_common,l10_mean_medi,3,Darkest 10 h mean,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,14.139973138946074,14.139973138946074,14.242954980753087,6.281892350227743,0.3838383838383839,0.06059217324918456,0.0026557000179261506,0.11852864648044298,0.056939089632221086,-2.2268061775827797e-4,0.11410085988220045,-0.054250173111407236,-0.1625669119371279,0.05406656571431343,DERIVATIVE_DEFINED_PLATEAU_PATTERN
prep_common_primary__chest,primary,chest,preparation_exact_common,preparation_common,duration_above_1000,4,"Time above 1,000 lx melEDI",CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,13.419100246296988,13.419100246296988,13.522082088104,7.00276524287683,0.31313131313131304,0.17380601104293764,0.006985579805421305,0.34062644228045397,0.164637338220616,-0.0073286979754340065,0.336603374416666,0.14080240649573028,-0.1822222844315307,0.4638270974229913,DERIVATIVE_DEFINED_PLATEAU_PATTERN
prep_common_primary__chest,primary,chest,preparation_exact_common,preparation_common,duration_above_250_wake,5,Time above 250 lx melEDI during wake,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,13.110154720875952,13.110154720875952,13.213136562682964,7.311710768297866,0.2828282828282828,0.13769173514786603,2.5214063134015863e-4,0.2751313296643919,0.12945109924519674,-0.005611434121360004,0.2645136326117535,0.12265388536769407,-0.1419796128667934,0.3872873836021815,DERIVATIVE_DEFINED_PLATEAU_PATTERN
prep_common_primary__chest,primary,chest,preparation_exact_common,preparation_common,duration_below_10_pre_sleep,6,Time below 10 lx melEDI before sleep,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,FALSE,FALSE,FALSE,,,,,,,,,,,,-0.13881421725725865,-0.4161546686075135,0.13852623409299616,NO_POINTWISE_DETECTED_PRIOR_INCREASE
prep_common_primary__chest,primary,chest,preparation_exact_common,preparation_common,duration_below_1_sleep_environment,7,Time below 1 lx melEDI during sleep,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,FALSE,TRUE,FALSE,,,,,,,,,,,,0.0593870589169226,-0.02119734575768449,0.13997146359152968,NO_POINTWISE_DETECTED_PRIOR_INCREASE
prep_common_primary__chest,primary,chest,preparation_exact_common,preparation_common,longest_bout_above_250,8,Longest continuous period above 250 lx melEDI,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,13.728045771718026,13.728045771718026,13.831027613525038,6.693819717455792,0.3434343434343435,0.0381139406527876,0.001272836548945111,0.07495504475663009,0.036807616054173875,-4.839476216055155e-4,0.07409917972995327,0.02553294462672965,-0.04803967259635306,0.09910556184981237,DERIVATIVE_DEFINED_PLATEAU_PATTERN
prep_common_primary__chest,primary,chest,preparation_exact_common,preparation_common,dose_time_sensitive_corrected_medi,9,melEDI dose,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,13.110154720875952,13.110154720875952,13.213136562682964,7.311710768297866,0.2828282828282828,0.09249851972481182,0.0024767118242255415,0.1825203276253981,0.08784692189547909,-0.002024902934537637,0.1777187467254958,0.11572649550194379,-0.1268134750787036,0.3582664660825912,DERIVATIVE_DEFINED_PLATEAU_PATTERN
prep_common_gap__near_eye,gap_timing_unaware,near_eye,preparation_exact_common,preparation_common,daily_geometric_mean_medi,1,Mean melEDI,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,16.096628133279307,16.096628133279307,16.199609975086318,4.325237355894512,0.5757575757575758,0.050671487100191405,0.0018310796193040657,0.09951189458107874,0.048856192121052924,-9.421857662827854e-4,0.09865457000838863,0.009482894741902621,-0.10957795206482235,0.12854374154862758,DERIVATIVE_DEFINED_PLATEAU_PATTERN
prep_common_gap__near_eye,gap_timing_unaware,near_eye,preparation_exact_common,preparation_common,m10_mean_medi,2,Brightest 10 h mean,CENTRAL_UNCONDITIONAL_POINTWISE,100,10.329644992086623,20.52484733098083,TRUE,FALSE,TRUE,15.272773398823208,15.272773398823208,15.37575524063022,5.14909209035061,0.4949494949494949,0.07348775152523074,0.0014915930636054953,0.14548390998685598,0.07185518057756898,-1.5609995337266536e-4,0.14386646110851065,0.055045166630699215,-0.0857179765605218,0.19580830982192024,DERIVATIVE_DEFINED_PLATEAU_PATTERN
