run_id,placement,metric_id,metric_order,manuscript_name,model_id,fit_status,plateau_pattern,plateau_start,disposition,main_plateau_pattern,main_plateau_start,main_disposition,classification_agrees,boundary_difference_hours
primary__near_eye,near_eye,duration_below_10_pre_sleep,6,Time below 10 lx melEDI before sleep,adapted_photoperiod_expanded_basis,WARN_CONCURVITY,FALSE,,NO_POINTWISE_DETECTED_PRIOR_INCREASE,FALSE,,NO_POINTWISE_DETECTED_PRIOR_INCREASE,TRUE,
primary__near_eye,near_eye,duration_below_10_pre_sleep,6,Time below 10 lx melEDI before sleep,adapted_photoperiod_fixed_site,WARN_CONCURVITY,FALSE,,NO_POINTWISE_DETECTED_PRIOR_INCREASE,FALSE,,NO_POINTWISE_DETECTED_PRIOR_INCREASE,TRUE,
primary__near_eye,near_eye,duration_below_1_sleep_environment,7,Time below 1 lx melEDI during sleep,adapted_photoperiod_expanded_basis,WARN_CONCURVITY,FALSE,,NO_POINTWISE_DETECTED_PRIOR_INCREASE,FALSE,,NO_POINTWISE_DETECTED_PRIOR_INCREASE,TRUE,
primary__near_eye,near_eye,duration_below_1_sleep_environment,7,Time below 1 lx melEDI during sleep,adapted_photoperiod_fixed_site,WARN_CONCURVITY,FALSE,,NO_POINTWISE_DETECTED_PRIOR_INCREASE,FALSE,,NO_POINTWISE_DETECTED_PRIOR_INCREASE,TRUE,
primary__near_eye,near_eye,longest_bout_above_250,8,Longest continuous period above 250 lx melEDI,adapted_photoperiod_expanded_basis,FAIL_HESSIAN,,,MODEL_DIAGNOSTIC_FAILURE,FALSE,,POINTWISE_DETECTED_INCREASE_AT_RECORDED_END,,
primary__near_eye,near_eye,longest_bout_above_250,8,Longest continuous period above 250 lx melEDI,adapted_photoperiod_fixed_site,WARN_CONCURVITY,TRUE,14.96382787340217,DERIVATIVE_DEFINED_PLATEAU_PATTERN,FALSE,,POINTWISE_DETECTED_INCREASE_AT_RECORDED_END,FALSE,
primary__near_eye,near_eye,dose_time_sensitive_corrected_medi,9,melEDI dose,adapted_photoperiod_expanded_basis,WARN_CONCURVITY,TRUE,14.139973138946074,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,14.345936822560098,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,-0.20596368361402462
primary__near_eye,near_eye,dose_time_sensitive_corrected_medi,9,melEDI dose,adapted_photoperiod_fixed_site,WARN_CONCURVITY,TRUE,14.757864189788148,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,14.345936822560098,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,0.41192736722804923
primary__chest,chest,daily_geometric_mean_medi,1,Mean melEDI,adapted_photoperiod_expanded_basis,WARN_CONCURVITY,TRUE,15.37575524063022,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,15.684700766051257,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,-0.3089455254210378
primary__chest,chest,daily_geometric_mean_medi,1,Mean melEDI,adapted_photoperiod_fixed_site,WARN_CONCURVITY,TRUE,15.993646291472293,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,15.684700766051257,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,0.30894552542103604
primary__chest,chest,m10_mean_medi,2,Brightest 10 h mean,adapted_photoperiod_expanded_basis,WARN_CONCURVITY,FALSE,,POINTWISE_DETECTED_INCREASE_AT_RECORDED_END,FALSE,,POINTWISE_DETECTED_INCREASE_AT_RECORDED_END,TRUE,
primary__chest,chest,m10_mean_medi,2,Brightest 10 h mean,adapted_photoperiod_fixed_site,WARN_CONCURVITY,FALSE,,POINTWISE_DETECTED_INCREASE_AT_RECORDED_END,FALSE,,POINTWISE_DETECTED_INCREASE_AT_RECORDED_END,TRUE,
primary__chest,chest,l10_mean_medi,3,Darkest 10 h mean,adapted_photoperiod_expanded_basis,WARN_CONCURVITY,TRUE,14.036991297139062,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,14.242954980753087,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,-0.20596368361402462
primary__chest,chest,l10_mean_medi,3,Darkest 10 h mean,adapted_photoperiod_fixed_site,WARN_CONCURVITY,TRUE,14.345936822560098,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,14.242954980753087,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,0.10298184180701142
primary__chest,chest,duration_above_1000,4,"Time above 1,000 lx melEDI",adapted_photoperiod_expanded_basis,WARN_CONCURVITY,TRUE,13.316118404489977,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,13.522082088104,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,-0.20596368361402284
primary__chest,chest,duration_above_1000,4,"Time above 1,000 lx melEDI",adapted_photoperiod_fixed_site,WARN_CONCURVITY,TRUE,16.199609975086318,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,13.522082088104,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,2.6775278869823183
primary__chest,chest,duration_above_250_wake,5,Time above 250 lx melEDI during wake,adapted_photoperiod_expanded_basis,WARN_CONCURVITY,TRUE,12.904191037261928,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,13.110154720875952,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,-0.20596368361402462
primary__chest,chest,duration_above_250_wake,5,Time above 250 lx melEDI during wake,adapted_photoperiod_fixed_site,WARN_CONCURVITY,TRUE,13.00717287906894,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,13.110154720875952,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,-0.1029818418070132
primary__chest,chest,duration_below_10_pre_sleep,6,Time below 10 lx melEDI before sleep,adapted_photoperiod_expanded_basis,WARN_CONCURVITY,FALSE,,NO_POINTWISE_DETECTED_PRIOR_INCREASE,FALSE,,NO_POINTWISE_DETECTED_PRIOR_INCREASE,TRUE,
primary__chest,chest,duration_below_10_pre_sleep,6,Time below 10 lx melEDI before sleep,adapted_photoperiod_fixed_site,WARN_CONCURVITY,FALSE,,NO_POINTWISE_DETECTED_PRIOR_INCREASE,FALSE,,NO_POINTWISE_DETECTED_PRIOR_INCREASE,TRUE,
primary__chest,chest,duration_below_1_sleep_environment,7,Time below 1 lx melEDI during sleep,adapted_photoperiod_expanded_basis,WARN_CONCURVITY,FALSE,,NO_POINTWISE_DETECTED_PRIOR_INCREASE,TRUE,18.465210494840587,DERIVATIVE_DEFINED_PLATEAU_PATTERN,FALSE,
primary__chest,chest,duration_below_1_sleep_environment,7,Time below 1 lx melEDI during sleep,adapted_photoperiod_fixed_site,WARN_CONCURVITY,FALSE,,NO_POINTWISE_DETECTED_PRIOR_INCREASE,TRUE,18.465210494840587,DERIVATIVE_DEFINED_PLATEAU_PATTERN,FALSE,
primary__chest,chest,longest_bout_above_250,8,Longest continuous period above 250 lx melEDI,adapted_photoperiod_expanded_basis,WARN_CONCURVITY,TRUE,13.419100246296988,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,13.831027613525038,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,-0.41192736722804923
primary__chest,chest,longest_bout_above_250,8,Longest continuous period above 250 lx melEDI,adapted_photoperiod_fixed_site,WARN_CONCURVITY,TRUE,15.581718924244246,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,13.831027613525038,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,1.7506913107192084
primary__chest,chest,dose_time_sensitive_corrected_medi,9,melEDI dose,adapted_photoperiod_expanded_basis,WARN_CONCURVITY,TRUE,13.110154720875952,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,13.213136562682964,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,-0.10298184180701142
primary__chest,chest,dose_time_sensitive_corrected_medi,9,melEDI dose,adapted_photoperiod_fixed_site,WARN_CONCURVITY,TRUE,16.30259181689333,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,13.213136562682964,DERIVATIVE_DEFINED_PLATEAU_PATTERN,TRUE,3.0894552542103657
