run_id,metric_id,model_id,fit_status,error,warnings,elapsed_seconds,observations,coefficients,model_edf,edf2_available,design_columns,design_rank,design_condition,target_smooth_design_rank,maximum_hat,maximum_participant_leverage_share,converged,optimizer_message,gradient_max_abs,hessian_min_eigenvalue,smooth_label,smooth_edf,smooth_reference_df,smooth_statistic,smooth_p_raw,k_prime,k_edf,k_index,k_p_value,concurvity_worst,concurvity_observed,concurvity_estimate,consecutive_day_pairs,participants_with_three_pairs,pooled_consecutive_day_lag1,median_participant_lag1,temporal_status,tweedie_power,dispersion,distance_to_lower_power_bound,distance_to_upper_power_bound,placement,omitted_site
loso__near_eye__omit_thuas,m10_mean_medi,adapted_photoperiod_smooth,WARN_CONCURVITY,,,6.336999999999989,738,142,101.45807751839791,TRUE,142,133,90763296563592450,5,0.2222243517097182,0.008298695915902769,TRUE,full convergence,1.691491189337313e-7,0.11623134985320685,s(photoperiod_hours),1.5557943850579465,1.6344285725942265,15.340713340144283,4.555948293682999e-6,5,1.5557943850579465,0.9359374091907925,0.0325,0.9993814803481768,0.9992151927075956,0.9988673759748093,592,122,0.07895217707686346,0.04761668820399693,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,,0.21499450074915175,,,near_eye,THUAS
loso__near_eye__omit_baua,m10_mean_medi,adapted_photoperiod_smooth,WARN_CONCURVITY,,,2.089999999999918,709,137,91.94961414482538,TRUE,137,128,88872528442197710,5,0.20193668761134,0.008864589011066988,TRUE,full convergence,6.497353979284526e-7,0.3020686961091363,s(photoperiod_hours),2.051682001989356,2.1798173505358918,11.397976696993117,1.1990321373556156e-5,5,2.051682001989356,0.9733136526711161,0.1925,0.999227513053327,0.9987389548860862,0.9986215336801747,566,117,0.020747556315068822,0.038081849127228666,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,,0.26213094525004943,,,near_eye,BAUA
loso__near_eye__omit_mpi,m10_mean_medi,adapted_photoperiod_smooth,WARN_CONCURVITY,,,1.1779999999998836,666,129,84.78352952671224,TRUE,129,120,91636114348922420,5,0.19781034435939274,0.009447276017669733,TRUE,full convergence,2.844057117954435e-4,2.3181469123355583e-4,s(photoperiod_hours),1.0010368790999702,1.0013005346850972,19.126404541198003,1.4822572925066169e-5,5,1.0010368790999702,0.9379770952817595,0.0475,0.9994155715428747,0.9993456143781598,0.9988173854990386,535,111,0.015346474177893301,0.0386870549488827,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,,0.27863264280848654,,,near_eye,MPI
loso__near_eye__omit_tum,m10_mean_medi,adapted_photoperiod_smooth,WARN_CONCURVITY,,,1.6320000000000618,756,145,98.38932824974165,TRUE,145,136,85405056527876820,5,0.2037267214244256,0.008267163702116154,TRUE,full convergence,2.459844665736455e-7,0.2720430422486604,s(photoperiod_hours),1.885881581670492,2.005187306601574,15.770544213051473,6.346389463951496e-7,5,1.885881581670492,0.955102831648557,0.105,0.9993176869804444,0.9989133778124937,0.9987326167912888,604,125,0.022895570986158343,0.02369920158081422,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,,0.25745433402517764,,,near_eye,TUM
loso__near_eye__omit_fuspceu,m10_mean_medi,adapted_photoperiod_smooth,WARN_CONCURVITY,,,1.147000000000162,687,132,91.03221063126209,TRUE,132,123,81991142527036220,5,0.2112869016806026,0.009099959938837512,TRUE,full convergence,4.522940173501411e-7,0.23803839333455432,s(photoperiod_hours),1.7970839570740655,1.9039745864443525,13.04032591538512,4.683402741956222e-6,5,1.7970839570740655,0.9602100885976246,0.1475,0.9991964280184968,0.998810566932445,0.9984458335324412,554,113,-0.025682841643869567,-0.07359866074622481,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,,0.23310208177237665,,,near_eye,FUSPCEU
loso__near_eye__omit_iztech,m10_mean_medi,adapted_photoperiod_smooth,WARN_CONCURVITY,,,2.2819999999999254,715,138,93.38772547456696,TRUE,138,129,95611884867946180,5,0.20401282189067407,0.008782119973490975,TRUE,full convergence,1.3251906239020173e-9,0.5246299348915814,s(photoperiod_hours),2.3808953262668715,2.529945542666227,13.193727371463435,1.203595239473998e-6,5,2.3808953262668715,0.9553347353422341,0.08,0.9993492061554643,0.9986441438082418,0.9987331085131973,572,118,-0.0036565224011675043,-0.03330927734835149,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,,0.26283301494185485,,,near_eye,IZTECH
loso__near_eye__omit_ucr,m10_mean_medi,adapted_photoperiod_smooth,WARN_CONCURVITY,,,4.533999999999878,784,149,102.36390399115481,TRUE,149,140,101839105624547490,5,0.2062787691527791,0.007996457432853906,TRUE,full convergence,3.203523561978727e-7,0.316241873737913,s(photoperiod_hours),2.008836533285834,2.134208218386918,14.214363330524582,1.0178990467735183e-6,5,2.008836533285834,0.9669296772038352,0.1375,0.9993092047633633,0.9990201146374764,0.998740041873397,631,130,0.013758650864426764,-0.01958581333854803,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,,0.25690091305146134,,,near_eye,UCR
loso__near_eye__omit_knust,m10_mean_medi,adapted_photoperiod_smooth,WARN_CONCURVITY,,,1.5190000000000055,735,140,91.41943202370281,TRUE,140,131,71084781148975030,5,0.16137654234752358,0.008726935221911826,TRUE,full convergence,6.533481629276139e-4,2.502889000713321e-4,s(photoperiod_hours),2.4652174659550354,2.638211847883363,17.99390971020193,0,5,2.4652174659550354,0.9397905809362148,0.0575,0.9993026164532962,0.9986991624852904,0.9987729255547875,589,122,0.00992431170391138,0.02504401676254719,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,,0.23461473396600535,,,near_eye,KNUST
loso__near_eye__omit_rise,l10_mean_medi,adapted_photoperiod_smooth,WARN_CONCURVITY,,,3.0550000000000637,738,142,108.44350553450234,TRUE,142,133,67733065697253e3,5,0.24681347950525073,0.00823993321421157,TRUE,full convergence,1.030567204907129e-7,0.5208112743171222,s(photoperiod_hours),3.106032075134518,3.251814787261405,8.84776377709148,7.313170075795572e-6,5,3.106032075134518,0.9871749428017093,0.29,0.9995177178709546,0.9984699923778776,0.9990374886685917,589,122,-0.11712507610771637,-0.14722876853510208,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,,0.045705262149847485,,,near_eye,RISE
loso__near_eye__omit_thuas,l10_mean_medi,adapted_photoperiod_smooth,WARN_CONCURVITY,,,2.316000000000031,738,142,110.3131947600357,TRUE,142,133,90763296563592450,5,0.25417750164056535,0.008225617224049502,TRUE,full convergence,3.19175796903437e-10,0.6445479225972034,s(photoperiod_hours),3.1224237037960787,3.245784786699152,6.146464099733328,1.8210526545742178e-4,5,3.1224237037960787,0.950949919335252,0.075,0.9993814803481768,0.9986184638293868,0.9988673759748093,592,122,-0.09518931787858247,-0.1225221383330179,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,,0.04417210206564556,,,near_eye,THUAS
loso__near_eye__omit_baua,l10_mean_medi,adapted_photoperiod_smooth,WARN_CONCURVITY,,,2.0230000000001382,709,137,106.03839232906118,TRUE,137,128,88872528442197710,5,0.2542657636624749,0.008557203662927117,TRUE,full convergence,3.1531044442090206e-10,0.5811838705668365,s(photoperiod_hours),2.986942307741976,3.110253255438248,6.043929380056696,6.629240904887368e-4,5,2.986942307741976,1.0182667568565573,0.7125,0.999227513053327,0.9981569077185971,0.9986215336801747,566,117,-0.15530687179308514,-0.15247063886175716,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,,0.04491825256799793,,,near_eye,BAUA
loso__near_eye__omit_mpi,l10_mean_medi,adapted_photoperiod_smooth,WARN_CONCURVITY,,,1.4449999999999363,666,129,97.5728879067059,TRUE,129,120,91636114348922420,5,0.2464271845430997,0.0092283174979283,TRUE,full convergence,3.397665864213195e-7,0.741588119077157,s(photoperiod_hours),3.682600755120353,3.8075230261734476,9.501610171545806,4.770862389036346e-7,5,3.682600755120353,1.0216978307668532,0.685,0.9994155715428747,0.9982081148492142,0.9988173854990386,535,111,-0.04364993976227069,-0.08126078085336798,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,,0.0449452599193179,,,near_eye,MPI
loso__near_eye__omit_tum,l10_mean_medi,adapted_photoperiod_smooth,WARN_CONCURVITY,,,2.3760000000002037,756,145,111.28013086862694,TRUE,145,136,85405056527876820,5,0.24803992879181866,0.008061376136956342,TRUE,full convergence,8.307617008540547e-6,0.596552069898067,s(photoperiod_hours),3.0229456221624114,3.1554605983939075,7.542251536445028,9.59433789592401e-5,5,3.0229456221624114,0.9852550274292071,0.33,0.9993176869804444,0.9984569557958036,0.9987326167912888,604,125,-0.08844233237521042,-0.12845820971551172,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,,0.043204754980297556,,,near_eye,TUM
loso__near_eye__omit_fuspceu,l10_mean_medi,adapted_photoperiod_smooth,WARN_CONCURVITY,,,1.9850000000001273,687,132,101.81165172843683,TRUE,132,123,81991142527036220,5,0.2536252018276796,0.008894799657829468,TRUE,full convergence,9.238658549293177e-8,0.5151489321101222,s(photoperiod_hours),3.017831236206624,3.142999164430136,6.335096867711257,3.4171688568063185e-4,5,3.017831236206624,1.0257133514507364,0.725,0.9991964280184968,0.9979177205759859,0.9984458335324412,554,113,-0.10205642706946551,-0.11843401819716992,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,,0.04939654803433698,,,near_eye,FUSPCEU
loso__near_eye__omit_iztech,l10_mean_medi,adapted_photoperiod_smooth,WARN_CONCURVITY,,,2.1140000000000327,715,138,104.43671464396104,TRUE,138,129,95611884867946180,5,0.24439937950135718,0.008538084322276733,TRUE,full convergence,6.25082066108007e-8,0.6007809253760994,s(photoperiod_hours),2.9480871051269313,3.079762610500085,5.563738202372349,0.0010805840447613568,5,2.9480871051269313,0.9939838304957394,0.43,0.9993492061554643,0.9985965796177471,0.9987331085131973,572,118,-0.06807753081020815,-0.1324635872280463,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,,0.04253886233709798,,,near_eye,IZTECH
loso__near_eye__omit_ucr,l10_mean_medi,adapted_photoperiod_smooth,WARN_CONCURVITY,,,2.7640000000001237,784,149,116.17083234194,TRUE,149,140,101839105624547490,5,0.2530932802516946,0.00779785209735561,TRUE,full convergence,1.9520030036801472e-9,0.7293629451200249,s(photoperiod_hours),3.2638666584592206,3.3949314030062085,8.47442692419204,3.960912470934996e-5,5,3.2638666584592206,1.0177457791467936,0.6875,0.9993092047633633,0.9984719547450108,0.998740041873397,631,130,-0.08792569544950332,-0.10333605319206002,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,,0.0430960576069752,,,near_eye,UCR
loso__near_eye__omit_knust,l10_mean_medi,adapted_photoperiod_smooth,WARN_CONCURVITY,,,1.72199999999998,735,140,108.021107885722,TRUE,140,131,71084781148975030,5,0.20253755475328555,0.008341475678826885,TRUE,full convergence,1.7029151422320865e-9,0.6661905495326782,s(photoperiod_hours),3.033855633675315,3.162665698935524,7.522584139218116,7.846488435808707e-5,5,3.033855633675315,0.9915395160636272,0.4,0.9993026164532962,0.9984295656946828,0.9987729255547875,589,122,-0.08981885057479957,-0.10524438065528963,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,,0.04755762796107169,,,near_eye,KNUST
loso__near_eye__omit_rise,duration_above_1000,adapted_photoperiod_smooth,WARN_CONCURVITY,,,3.3659999999999854,738,142,90.18090893066534,TRUE,142,133,67733065697253e3,5,0.19730450317586593,0.009498989414232077,TRUE,full convergence,7.101218469036663e-4,0.40024229660416843,s(photoperiod_hours),2.2605014833598087,2.4083859953807387,12.813332899000509,1.0785131872581566e-6,5,2.2605014833598087,0.8175989712979612,0,0.9995177178709546,0.9985810851916748,0.9990374886685917,589,122,-0.09954423303876324,-0.26139270306649387,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,1.4903700387675283,0.8248578329745206,0.48037003876752826,0.4996299612324717,near_eye,RISE
loso__near_eye__omit_thuas,duration_above_1000,adapted_photoperiod_smooth,WARN_CONCURVITY,,,3.893000000000029,738,142,90.8827770564277,TRUE,142,133,90763296563592450,5,0.19813191479879982,0.009748394918023144,TRUE,full convergence,1.7675500367797525e-5,0.3312275184621322,s(photoperiod_hours),2.0592438945675173,2.1893793697973587,17.737071907903694,0,5,2.0592438945675173,0.8086656213511014,0,0.9993814803481768,0.99906731423495,0.9988673759748093,592,122,-0.0825617777797065,-0.2363687860682942,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,1.5014832701959635,0.8205757367247599,0.4914832701959635,0.4885167298040365,near_eye,THUAS
loso__near_eye__omit_baua,duration_above_1000,adapted_photoperiod_smooth,WARN_CONCURVITY,,,2.0750000000000455,709,137,80.41948966630403,TRUE,137,128,88872528442197710,5,0.1845764117882247,0.010710268923963968,TRUE,full convergence,2.123486845873046e-4,0.5536739303889519,s(photoperiod_hours),2.4991083282461357,2.677661902897939,16.194213797786503,2.3699257101217341e-7,5,2.4991083282461357,0.8238191807635673,0.0025,0.999227513053327,0.9985658946855286,0.9986215336801747,566,117,-0.11084021704482837,-0.2084162687319867,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,1.497240558548103,0.8147821810333598,0.487240558548103,0.492759441451897,near_eye,BAUA
loso__near_eye__omit_mpi,duration_above_1000,adapted_photoperiod_smooth,WARN_CONCURVITY,,,1.7239999999999327,666,129,78.55942343800832,TRUE,129,120,91636114348922420,5,0.18061726003777243,0.010832428532103951,TRUE,full convergence,5.396576319753876e-4,3.017442494975156e-4,s(photoperiod_hours),1.0016215793196646,1.0020797846536103,25.137929725536406,1.0970439148216826e-6,5,1.0016215793196646,0.8529209627155622,0.015,0.9994155715428747,0.9993455773075095,0.9988173854990386,535,111,-0.11503772556032921,-0.16117728074064724,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,1.5107225768480665,0.8621917263612925,0.5007225768480665,0.47927742315193345,near_eye,MPI
loso__near_eye__omit_tum,duration_above_1000,adapted_photoperiod_smooth,WARN_CONCURVITY,,,2.884999999999991,756,145,89.1883901416016,TRUE,145,136,85405056527876820,5,0.19131675859547087,0.00976494979902305,TRUE,full convergence,7.234104077724623e-5,0.2644676387873157,s(photoperiod_hours),2.2186560057616878,2.3731848598081307,24.01772986972466,0,5,2.2186560057616878,0.8246435871200466,0,0.9993176869804444,0.9988188716413928,0.9987326167912888,604,125,-0.12011761057108353,-0.2599580272692606,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,1.485789673495441,0.8294745776861325,0.475789673495441,0.504210326504559,near_eye,TUM
loso__near_eye__omit_fuspceu,duration_above_1000,adapted_photoperiod_smooth,WARN_CONCURVITY,,,3.4739999999999327,687,132,84.90023053273407,TRUE,132,123,81991142527036220,5,0.19692137598815032,0.01045712897944958,TRUE,full convergence,7.655882029666827e-6,0.45006174444205743,s(photoperiod_hours),2.69058691011777,2.8547852195130985,11.971977849264848,5.881057317802529e-7,5,2.69058691011777,0.8037494447753871,0,0.9991964280184968,0.998222551693155,0.9984458335324412,554,113,-0.11979688955754281,-0.25852383744634116,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,1.4959110617541675,0.8372514625198352,0.48591106175416754,0.49408893824583244,near_eye,FUSPCEU
loso__near_eye__omit_iztech,duration_above_1000,adapted_photoperiod_smooth,WARN_CONCURVITY,,,3.9200000000000728,715,138,87.18017648305536,TRUE,138,129,95611884867946180,5,0.19545182439849643,0.010109701880996722,TRUE,full convergence,8.668477887434634e-4,0.5140712080790919,s(photoperiod_hours),2.404791835920874,2.5619004309745894,15.706396862429973,2.1624500645689437e-7,5,2.404791835920874,0.8348580203982909,0.005,0.9993492061554643,0.9986785499232987,0.9987331085131973,572,118,-0.12507592195648393,-0.252592140936518,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,1.4859265468237943,0.8322499740663434,0.4759265468237943,0.5040734531762057,near_eye,IZTECH
loso__near_eye__omit_ucr,duration_above_1000,adapted_photoperiod_smooth,WARN_CONCURVITY,,,3.5699999999999363,784,149,93.13378363951429,TRUE,149,140,101839105624547490,5,0.19078282748866013,0.009407313078052508,TRUE,full convergence,5.428021609077405e-6,0.2788524364505432,s(photoperiod_hours),2.693429473498081,2.8697498085714876,16.20990825653895,0,5,2.693429473498081,0.8176785094318806,0,0.9993092047633633,0.9987396654884373,0.998740041873397,631,130,-0.1119391051946856,-0.2350491186147358,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,1.4919714129591937,0.84200810960873,0.48197141295919366,0.4980285870408063,near_eye,UCR
loso__near_eye__omit_knust,duration_above_1000,adapted_photoperiod_smooth,WARN_CONCURVITY,,,3.7029999999999745,735,140,90.72908495860598,TRUE,140,131,71084781148975030,5,0.19863659697356872,0.009780888427305222,TRUE,full convergence,1.6406380656253106e-4,0.42084487411248506,s(photoperiod_hours),2.225111420436186,2.367809208817359,17.77947096063463,0,5,2.225111420436186,0.8143392974126272,0,0.9993026164532962,0.998843209436438,0.9987729255547875,589,122,-0.12577589886327828,-0.23599529665514632,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,1.497447279128729,0.8231726518269279,0.487447279128729,0.492552720871271,near_eye,KNUST
loso__near_eye__omit_rise,duration_above_250_wake,adapted_photoperiod_smooth,WARN_CONCURVITY,,,2.3050000000000637,664,142,94.48082498630403,TRUE,142,133,72166752107064992,5,0.40499871194570397,0.009076817293585816,TRUE,full convergence,8.806162554719776e-8,0.2530203340011944,s(photoperiod_hours),1.8704589120293735,1.9839091169086804,9.859001042544868,1.7448540383191435e-4,5,1.8704589120293735,0.8854498522189085,0.0325,0.99956765342965,0.9989036243387214,0.9991675389697804,491,105,0.07290768467828782,-0.1469649337029644,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,1.5143106154631454,0.8370921344913992,0.5043106154631454,0.4756893845368546,near_eye,RISE
loso__near_eye__omit_thuas,duration_above_250_wake,adapted_photoperiod_smooth,WARN_CONCURVITY,,,4.462999999999965,673,142,96.32738026908022,TRUE,142,133,86435857236204100,5,0.24796801008450325,0.009204584339974035,TRUE,full convergence,6.7595748802773414e-6,0.27663088012768616,s(photoperiod_hours),1.9176346952001546,2.0258344532542405,10.809860564307753,2.7004462932467277e-5,5,1.9176346952001546,0.8888002950147306,0.0525,0.9994090390251058,0.9991071895883596,0.998971291496076,503,105,0.11281482422233158,-0.06375449153679741,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,1.5021089477756548,0.7977594072960694,0.49210894777565484,0.48789105222434515,near_eye,THUAS
loso__near_eye__omit_baua,duration_above_250_wake,adapted_photoperiod_smooth,WARN_CONCURVITY,,,3.7000000000000455,647,137,84.98276663095159,TRUE,137,128,94812887058007020,5,0.3437093135574696,0.010049284842275292,TRUE,full convergence,5.799645054977987e-4,0.3876679190723054,s(photoperiod_hours),2.2906329041582945,2.444906650204147,9.3583173566862,1.1295639279396141e-4,5,2.2906329041582945,0.8702485406251519,0.02,0.9992292565182597,0.998656318972031,0.998628438438537,481,103,0.08032399637274255,-0.1411742671253891,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,1.5219102974876748,0.8326619299308923,0.5119102974876748,0.4680897025123252,near_eye,BAUA
loso__near_eye__omit_mpi,duration_above_250_wake,adapted_photoperiod_smooth,WARN_CONCURVITY,,,1.6590000000001055,596,129,80.1298198906377,TRUE,129,120,70019151379142450,5,0.3399612608396513,0.010513383944711695,TRUE,full convergence,5.365623529582919e-4,4.1817155684394206e-4,s(photoperiod_hours),1.001571148923086,1.0019977911397535,12.388851789381478,4.666975815333374e-4,5,1.001571148923086,0.8861249804517491,0.0325,0.9994363891639769,0.999401735096677,0.9989018749032221,444,94,0.08539913311663236,-0.1522523497884013,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,1.4891331263868979,0.8485979520418755,0.47913312638689787,0.5008668736131021,near_eye,MPI
loso__near_eye__omit_tum,duration_above_250_wake,adapted_photoperiod_smooth,WARN_CONCURVITY,,,3.186999999999898,683,145,94.18815375213983,TRUE,145,136,80654571295851008,5,0.3740739290629697,0.00921603560598104,TRUE,full convergence,2.3366661682899803e-4,0.33301493575362534,s(photoperiod_hours),2.076155736124679,2.2099721618784303,12.338211923489592,5.110377836792246e-6,5,2.076155736124679,0.8841305438255573,0.0325,0.9993662224396069,0.9988371093719235,0.998832712810486,509,107,0.07242856770116114,-0.14231330710553441,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,1.5042490638052457,0.8211349085244123,0.4942490638052457,0.4857509361947543,near_eye,TUM
loso__near_eye__omit_fuspceu,duration_above_250_wake,adapted_photoperiod_smooth,WARN_CONCURVITY,,,7.530999999999949,624,132,89.80795702666782,TRUE,132,123,102758657145658820,5,0.42159537515357975,0.009949689365560802,TRUE,full convergence,2.971498968702413e-4,0.38571279856941537,s(photoperiod_hours),2.3202264970063995,2.4488791265717946,10.5841534062289,6.207179683026531e-6,5,2.3202264970063995,0.8650644606692709,0.025,0.9993553935140144,0.9986865017071299,0.9986932405453368,465,99,-0.021524939748560477,-0.19935237768484967,PASS_DESCRIPTIVE_DEPENDENCE_CHECK,1.4956778719363848,0.7677146195561585,0.4856778719363848,0.4943221280636152,near_eye,FUSPCEU
