run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,comparison_id,statistic,df,p_raw,log_lik_reduced,log_lik_full,n_obs_reduced,n_obs_full,comparison_status,scope_change,family_order,family_id,family_label,adjustment_method,family_n,family_instance_id,p_adjusted,family_status
main__glasses__all_available,main,glasses,all_available,primary,6,duration_above_1000,participant_day,tweedie_log,identity,site_full_vs_no_photoperiod,27.405566422468382,1,1.6495573790350586e-7,-1115.3838608933042,-1101.68107768207,816,816,PASS,none_duration_metric,2,H01-S4-registered-photoperiod,Photoperiod,BH,5,main__glasses__all_available::H01-S4-registered-photoperiod,8.247786895175293e-7,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,7,duration_above_250_wake,participant_day,tweedie_log,identity,site_full_vs_no_site,23.25388511896972,8,0.00305313034320149,-1511.039314806907,-1499.412372247422,737,737,PASS,none_duration_metric,1,H01-S1-registered-site,Overall site,BH,17,main__glasses__all_available::H01-S1-registered-site,0.005767023981602814,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,7,duration_above_250_wake,participant_day,tweedie_log,identity,latitude_full_vs_no_latitude,7.958132130468584,1,0.00478717924565227,-1511.039314806907,-1507.0602487416727,737,737,PASS,none_duration_metric,3,H01-S2-registered-latitude,Latitude,BH,17,main__glasses__all_available::H01-S2-registered-latitude,0.0135636745293481,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,7,duration_above_250_wake,participant_day,tweedie_log,identity,site_full_vs_latitude_full,15.295752988501135,7,0.03238973001565546,-1507.0602487416727,-1499.412372247422,737,737,PASS,none_duration_metric,4,H01-S3-registered-adequacy,Site versus linear latitude adequacy,BH,17,main__glasses__all_available::H01-S3-registered-adequacy,0.044859609704421856,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,7,duration_above_250_wake,participant_day,tweedie_log,identity,site_full_vs_no_photoperiod,17.72877478870805,1,2.5474390924110978e-5,-1508.2767596417762,-1499.412372247422,737,737,PASS,none_duration_metric,2,H01-S4-registered-photoperiod,Photoperiod,BH,5,main__glasses__all_available::H01-S4-registered-photoperiod,4.245731820685163e-5,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,site_full_vs_no_site,17.14339423545448,8,0.02865008430892119,-888.8915914880785,-880.3198943703512,655,655,PASS,none_duration_metric,1,H01-S1-registered-site,Overall site,BH,17,main__glasses__all_available::H01-S1-registered-site,0.040587619437638355,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,latitude_full_vs_no_latitude,0.00232459560788811,1,0.9615456447433032,-888.8915914880785,-888.8904291902745,655,655,PASS,none_duration_metric,3,H01-S2-registered-latitude,Latitude,BH,17,main__glasses__all_available::H01-S2-registered-latitude,0.9615456447433032,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,site_full_vs_latitude_full,17.14106963984659,7,0.01650883744269249,-888.8904291902745,-880.3198943703512,655,655,PASS,none_duration_metric,4,H01-S3-registered-adequacy,Site versus linear latitude adequacy,BH,17,main__glasses__all_available::H01-S3-registered-adequacy,0.02806502365257723,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,site_full_vs_no_photoperiod,15.40907967245812,1,8.65713256434276e-5,-888.0244342065803,-880.3198943703512,655,655,PASS,none_duration_metric,2,H01-S4-registered-photoperiod,Photoperiod,BH,5,main__glasses__all_available::H01-S4-registered-photoperiod,1.082141570542845e-4,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,site_full_vs_no_site,16.380029930764522,8,0.03725267776862964,-1593.5998260754104,-1585.4098111100282,778,778,PASS,none_duration_metric,1,H01-S1-registered-site,Overall site,BH,17,main__glasses__all_available::H01-S1-registered-site,0.04871504015897722,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,latitude_full_vs_no_latitude,0.0356300417811326,1,0.8502815377344405,-1593.5998260754104,-1593.58201105452,778,778,PASS,none_duration_metric,3,H01-S2-registered-latitude,Latitude,BH,17,main__glasses__all_available::H01-S2-registered-latitude,0.9615456447433032,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,site_full_vs_latitude_full,16.34439988898339,7,0.02214953877636787,-1593.58201105452,-1585.4098111100282,778,778,PASS,none_duration_metric,4,H01-S3-registered-adequacy,Site versus linear latitude adequacy,BH,17,main__glasses__all_available::H01-S3-registered-adequacy,0.03423110538165943,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,site_full_vs_no_photoperiod,1.8463625418944505,1,0.17420704561449582,-1586.3329923809754,-1585.4098111100282,778,778,PASS,none_duration_metric,2,H01-S4-registered-photoperiod,Photoperiod,BH,5,main__glasses__all_available::H01-S4-registered-photoperiod,0.17420704561449582,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,site_full_vs_no_site,8.627136113784104,8,0.37471941014053073,-316.65735230269956,-312.3437842458075,816,816,PASS,none_duration_metric,1,H01-S1-registered-site,Overall site,BH,17,main__glasses__all_available::H01-S1-registered-site,0.3981393732743139,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,latitude_full_vs_no_latitude,3.0413685319775823,1,0.08116746240199435,-316.65735230269956,-315.1366680367108,816,816,PASS,none_duration_metric,3,H01-S2-registered-latitude,Latitude,BH,17,main__glasses__all_available::H01-S2-registered-latitude,0.1379846860833904,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,site_full_vs_latitude_full,5.585767581806522,7,0.5888598474752745,-315.1366680367108,-312.3437842458075,816,816,PASS,none_duration_metric,4,H01-S3-registered-adequacy,Site versus linear latitude adequacy,BH,17,main__glasses__all_available::H01-S3-registered-adequacy,0.6256635879424792,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,site_full_vs_no_photoperiod,18.14082331573627,1,2.0515567789340968e-5,-321.41419590367565,-312.3437842458075,816,816,PASS,none_duration_metric,2,H01-S4-registered-photoperiod,Photoperiod,BH,5,main__glasses__all_available::H01-S4-registered-photoperiod,4.245731820685163e-5,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,11,m10_midpoint,participant_day,gaussian,clock_hours,site_full_vs_no_site,29.62421012499499,8,2.462631462154176e-4,-1645.360635676546,-1630.5485306140486,816,816,PASS,photoperiod_omitted_for_non_duration_metric,,H01-S1-registered-site,,,17,main__glasses__all_available::H01-S1-registered-site,5.980676408088712e-4,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,11,m10_midpoint,participant_day,gaussian,clock_hours,latitude_full_vs_no_latitude,9.144128980889946,1,0.00249517390698021,-1645.360635676546,-1640.788571186101,816,816,PASS,photoperiod_omitted_for_non_duration_metric,,H01-S2-registered-latitude,,,17,main__glasses__all_available::H01-S2-registered-latitude,0.008483591283732713,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,11,m10_midpoint,participant_day,gaussian,clock_hours,site_full_vs_latitude_full,20.480081144105043,7,0.00462091857435239,-1640.788571186101,-1630.5485306140486,816,816,PASS,photoperiod_omitted_for_non_duration_metric,,H01-S3-registered-adequacy,,,17,main__glasses__all_available::H01-S3-registered-adequacy,0.008728401751554515,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,site_full_vs_no_site,26.404151979793824,8,8.954186690344296e-4,-1581.483926149915,-1568.2818501600182,816,816,PASS,photoperiod_omitted_for_non_duration_metric,,H01-S1-registered-site,,,17,main__glasses__all_available::H01-S1-registered-site,0.0019027646716981627,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,latitude_full_vs_no_latitude,0.12706182645979425,1,0.721498103635013,-1581.483926149915,-1581.4203952366852,816,816,PASS,photoperiod_omitted_for_non_duration_metric,,H01-S2-registered-latitude,,,17,main__glasses__all_available::H01-S2-registered-latitude,0.87610484012823,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,site_full_vs_latitude_full,26.27709015333403,7,4.493494845039195e-4,-1581.4203952366852,-1568.2818501600182,816,816,PASS,photoperiod_omitted_for_non_duration_metric,,H01-S3-registered-adequacy,,,17,main__glasses__all_available::H01-S3-registered-adequacy,0.001625331856254937,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,13,mean_timing_above_250,participant_day,gaussian,clock_hours,site_full_vs_no_site,63.35942264108871,8,1.0176598627489444e-10,-1490.5713950294048,-1458.8916837088605,742,742,PASS,photoperiod_omitted_for_non_duration_metric,,H01-S1-registered-site,,,17,main__glasses__all_available::H01-S1-registered-site,8.650108833366027e-10,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,13,mean_timing_above_250,participant_day,gaussian,clock_hours,latitude_full_vs_no_latitude,32.79162927908419,1,1.0258564543694805e-8,-1490.5713950294048,-1474.1755803898627,742,742,PASS,photoperiod_omitted_for_non_duration_metric,,H01-S2-registered-latitude,,,17,main__glasses__all_available::H01-S2-registered-latitude,8.719779862140584e-8,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,13,mean_timing_above_250,participant_day,gaussian,clock_hours,site_full_vs_latitude_full,30.56779336200452,7,7.468410702705957e-5,-1474.1755803898627,-1458.8916837088605,742,742,PASS,photoperiod_omitted_for_non_duration_metric,,H01-S3-registered-adequacy,,,17,main__glasses__all_available::H01-S3-registered-adequacy,4.2320993982000423e-4,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,14,first_timing_above_250,participant_day,gaussian,clock_hours,site_full_vs_no_site,21.95318859039753,8,0.00500332733874877,-1643.9842162241723,-1633.0076219289735,727,727,PASS,photoperiod_omitted_for_non_duration_metric,,H01-S1-registered-site,,,17,main__glasses__all_available::H01-S1-registered-site,0.00773241497806628,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,14,first_timing_above_250,participant_day,gaussian,clock_hours,latitude_full_vs_no_latitude,0.8378038666860448,1,0.36002562231119933,-1643.9842162241723,-1643.5653142908293,727,727,PASS,photoperiod_omitted_for_non_duration_metric,,H01-S2-registered-latitude,,,17,main__glasses__all_available::H01-S2-registered-latitude,0.5329586918227561,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,14,first_timing_above_250,participant_day,gaussian,clock_hours,site_full_vs_latitude_full,21.11538472371149,7,0.00360307641298156,-1643.5653142908293,-1633.0076219289735,727,727,PASS,photoperiod_omitted_for_non_duration_metric,,H01-S3-registered-adequacy,,,17,main__glasses__all_available::H01-S3-registered-adequacy,0.007656537377585816,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,15,last_timing_above_250,participant_day,gaussian,clock_hours,site_full_vs_no_site,63.72430667438675,8,8.622011995520058e-11,-1576.1232380057477,-1544.2610846685543,687,687,PASS,photoperiod_omitted_for_non_duration_metric,,H01-S1-registered-site,,,17,main__glasses__all_available::H01-S1-registered-site,8.650108833366027e-10,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,15,last_timing_above_250,participant_day,gaussian,clock_hours,latitude_full_vs_no_latitude,37.5974232318199,1,8.6959280956088e-10,-1576.1232380057477,-1557.3245263898375,687,687,PASS,photoperiod_omitted_for_non_duration_metric,,H01-S2-registered-latitude,,,17,main__glasses__all_available::H01-S2-registered-latitude,1.4783077762534961e-8,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,15,last_timing_above_250,participant_day,gaussian,clock_hours,site_full_vs_latitude_full,26.12688344256685,7,4.7803878125145206e-4,-1557.3245263898375,-1544.2610846685543,687,687,PASS,photoperiod_omitted_for_non_duration_metric,,H01-S3-registered-adequacy,,,17,main__glasses__all_available::H01-S3-registered-adequacy,0.001625331856254937,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,site_full_vs_no_site,14.620690718388689,8,0.06695430543795682,-703.3803269206728,-696.0699815614785,761,761,PASS,photoperiod_omitted_for_non_duration_metric,,H01-S1-registered-site,,,17,main__glasses__all_available::H01-S1-registered-site,0.07588154616301772,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,latitude_full_vs_no_latitude,4.64317452390469,1,0.03117727964550534,-703.3803269206728,-701.0587396587205,761,761,PASS,photoperiod_omitted_for_non_duration_metric,,H01-S2-registered-latitude,,,17,main__glasses__all_available::H01-S2-registered-latitude,0.06625171924669884,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,site_full_vs_latitude_full,9.977516194483997,7,0.1898511897293444,-701.0587396587205,-696.0699815614785,761,761,PASS,photoperiod_omitted_for_non_duration_metric,,H01-S3-registered-adequacy,,,17,main__glasses__all_available::H01-S3-registered-adequacy,0.2305335875284896,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,site_full_vs_no_site,34.73494773299876,8,2.9880149970030967e-5,698.918222910488,716.2856967769874,702,702,PASS,photoperiod_omitted_for_non_duration_metric,,H01-S1-registered-site,,,17,main__glasses__all_available::H01-S1-registered-site,8.466042491508774e-5,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,latitude_full_vs_no_latitude,0.01221049138757734,1,0.912011983688472,698.918222910488,698.9243281561818,702,702,PASS,photoperiod_omitted_for_non_duration_metric,,H01-S2-registered-latitude,,,17,main__glasses__all_available::H01-S2-registered-latitude,0.9615456447433032,COMPLETE
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,site_full_vs_latitude_full,34.722737241611185,7,1.2609295422328518e-5,698.9243281561818,716.2856967769874,702,702,PASS,photoperiod_omitted_for_non_duration_metric,,H01-S3-registered-adequacy,,,17,main__glasses__all_available::H01-S3-registered-adequacy,1.071790110897924e-4,COMPLETE
