route,protected_main_exact,page_navigation_exact,header_count,navbar_routes,navbar_exact,breadcrumb_count,expected_breadcrumb_count,toc_count,layout_class_affected,main_column_page_left,title_meta_column_page_left,main_column_page_right,title_meta_column_page_right,old_sidebar_count,styles_count,mobile_script_count,duplicate_ids,candidate_duplicate_ids,gt_tables,header_tokens,unresolved_header_tokens,figures,error_nodes
notebooks/descriptives.html,TRUE,TRUE,1,37,TRUE,1,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,1,1,31,0,8,2813,1002,23,0
notebooks/preregistration_deviations.html,TRUE,TRUE,1,37,TRUE,1,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,1,1,0,0,0,0,0,0,0
notebooks/hypotheses/H01.html,TRUE,TRUE,1,37,TRUE,1,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,1,1,0,0,36,11084,0,10,0
audit/hypotheses/H01/H01_analysis_preparation.html,TRUE,TRUE,1,37,TRUE,1,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,1,1,0,0,20,1442,0,2,0
notebooks/hypotheses/H02.html,TRUE,TRUE,1,37,TRUE,1,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,1,1,0,0,15,530,0,5,0
audit/hypotheses/H02/H02_analysis_preparation.html,TRUE,TRUE,1,37,TRUE,1,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,1,1,0,0,16,527,0,4,0
notebooks/hypotheses/H03.html,TRUE,TRUE,1,37,TRUE,1,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,1,1,0,0,14,1082,0,8,0
audit/hypotheses/H03/H03_analysis_preparation.html,TRUE,TRUE,1,37,TRUE,1,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,1,1,0,0,27,1537,0,4,0
notebooks/hypotheses/H04.html,TRUE,TRUE,1,37,TRUE,1,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,1,1,0,0,17,1164,0,7,0
audit/hypotheses/H04/H04_analysis_preparation.html,TRUE,TRUE,1,37,TRUE,1,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,1,1,0,0,37,1968,0,4,0
notebooks/hypotheses/H05.html,TRUE,TRUE,1,37,TRUE,1,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,1,1,0,0,30,2514,0,7,0
audit/hypotheses/H05/H05_analysis_preparation.html,TRUE,TRUE,1,37,TRUE,1,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,1,1,0,0,22,1925,0,3,0
notebooks/hypotheses/H06.html,TRUE,TRUE,1,37,TRUE,1,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,1,1,0,0,13,406,0,6,0
audit/hypotheses/H06/H06_analysis_preparation.html,TRUE,TRUE,1,37,TRUE,1,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,1,1,0,0,30,1142,0,3,0
notebooks/hypotheses/H06_daily.html,TRUE,TRUE,1,37,TRUE,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,0,0,14,1293,0,5,0
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,TRUE,TRUE,1,37,TRUE,1,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,1,1,0,0,17,1193,0,1,0
notebooks/hypotheses/H07.html,TRUE,TRUE,1,37,TRUE,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,0,0,11,965,0,2,0
audit/hypotheses/H07/H07_analysis_preparation.html,TRUE,TRUE,1,37,TRUE,1,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,1,1,0,0,21,1144,0,2,0
notebooks/hypotheses/H08.html,TRUE,TRUE,1,37,TRUE,1,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,1,1,0,0,15,864,0,5,0
audit/hypotheses/H08/H08_analysis_preparation.html,TRUE,TRUE,1,37,TRUE,1,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,1,1,0,0,19,1581,0,3,0
notebooks/hypotheses/H09.html,TRUE,TRUE,1,37,TRUE,1,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,1,1,0,0,11,505,0,4,0
audit/hypotheses/H09/H09_analysis_preparation.html,TRUE,TRUE,1,37,TRUE,1,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,1,1,0,0,19,831,0,1,0
notebooks/hypotheses/H10.html,TRUE,TRUE,1,37,TRUE,1,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,1,1,0,0,15,1038,0,8,0
audit/hypotheses/H10/H10_analysis_preparation.html,TRUE,TRUE,1,37,TRUE,1,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,1,1,0,0,19,1050,0,2,0
notebooks/hypotheses/H11.html,TRUE,TRUE,1,37,TRUE,1,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,1,1,0,0,15,584,0,8,0
audit/hypotheses/H11/H11_analysis_preparation.html,TRUE,TRUE,1,37,TRUE,1,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,1,1,0,0,26,1193,0,3,0
notebooks/sensitivity_battery.html,TRUE,TRUE,1,37,TRUE,1,1,1,TRUE,TRUE,TRUE,FALSE,FALSE,0,1,1,0,0,0,0,0,0,0
