source_route,reference,target,inside_build,target_exists,fragment,fragment_resolves,resolved
index.html,./audit/hypotheses/H02/H02_analysis_preparation.html,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/audit/hypotheses/H02/H02_analysis_preparation.html,TRUE,TRUE,,TRUE,TRUE
index.html,#,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,,TRUE,TRUE
index.html,./notebooks/hypotheses/H03.html,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/notebooks/hypotheses/H03.html,TRUE,TRUE,,TRUE,TRUE
index.html,./audit/hypotheses/H03/H03_analysis_preparation.html,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/audit/hypotheses/H03/H03_analysis_preparation.html,TRUE,TRUE,,TRUE,TRUE
index.html,./notebooks/hypotheses/H04.html,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/notebooks/hypotheses/H04.html,TRUE,TRUE,,TRUE,TRUE
index.html,./audit/hypotheses/H04/H04_analysis_preparation.html,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/audit/hypotheses/H04/H04_analysis_preparation.html,TRUE,TRUE,,TRUE,TRUE
index.html,./notebooks/hypotheses/H05.html,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/notebooks/hypotheses/H05.html,TRUE,TRUE,,TRUE,TRUE
index.html,./audit/hypotheses/H05/H05_analysis_preparation.html,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/audit/hypotheses/H05/H05_analysis_preparation.html,TRUE,TRUE,,TRUE,TRUE
index.html,./notebooks/hypotheses/H06.html,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/notebooks/hypotheses/H06.html,TRUE,TRUE,,TRUE,TRUE
index.html,./audit/hypotheses/H06/H06_analysis_preparation.html,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/audit/hypotheses/H06/H06_analysis_preparation.html,TRUE,TRUE,,TRUE,TRUE
index.html,./notebooks/hypotheses/H06_daily.html,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/notebooks/hypotheses/H06_daily.html,TRUE,TRUE,,TRUE,TRUE
index.html,./audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,TRUE,TRUE,,TRUE,TRUE
index.html,./notebooks/hypotheses/H07.html,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/notebooks/hypotheses/H07.html,TRUE,TRUE,,TRUE,TRUE
index.html,./audit/hypotheses/H07/H07_analysis_preparation.html,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/audit/hypotheses/H07/H07_analysis_preparation.html,TRUE,TRUE,,TRUE,TRUE
index.html,#,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,,TRUE,TRUE
index.html,./notebooks/hypotheses/H08.html,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/notebooks/hypotheses/H08.html,TRUE,TRUE,,TRUE,TRUE
index.html,./audit/hypotheses/H08/H08_analysis_preparation.html,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/audit/hypotheses/H08/H08_analysis_preparation.html,TRUE,TRUE,,TRUE,TRUE
index.html,./notebooks/hypotheses/H09.html,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/notebooks/hypotheses/H09.html,TRUE,TRUE,,TRUE,TRUE
index.html,./audit/hypotheses/H09/H09_analysis_preparation.html,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/audit/hypotheses/H09/H09_analysis_preparation.html,TRUE,TRUE,,TRUE,TRUE
index.html,./notebooks/hypotheses/H10.html,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/notebooks/hypotheses/H10.html,TRUE,TRUE,,TRUE,TRUE
index.html,./audit/hypotheses/H10/H10_analysis_preparation.html,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/audit/hypotheses/H10/H10_analysis_preparation.html,TRUE,TRUE,,TRUE,TRUE
index.html,./notebooks/hypotheses/H11.html,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/notebooks/hypotheses/H11.html,TRUE,TRUE,,TRUE,TRUE
index.html,./audit/hypotheses/H11/H11_analysis_preparation.html,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/audit/hypotheses/H11/H11_analysis_preparation.html,TRUE,TRUE,,TRUE,TRUE
index.html,#,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,,TRUE,TRUE
index.html,./supplementary_information.html,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/supplementary_information.html,TRUE,TRUE,,TRUE,TRUE
index.html,./notebooks/sensitivity_battery.html,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/notebooks/sensitivity_battery.html,TRUE,TRUE,,TRUE,TRUE
index.html,./LICENSE.md,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/LICENSE.md,TRUE,TRUE,,TRUE,TRUE
index.html,#abstract,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,abstract,TRUE,TRUE
index.html,#sec-intro,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,sec-intro,TRUE,TRUE
index.html,#sec-results,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,sec-results,TRUE,TRUE
index.html,#sec-discussion,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,sec-discussion,TRUE,TRUE
index.html,#sec-methods,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,sec-methods,TRUE,TRUE
index.html,#statements,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,statements,TRUE,TRUE
index.html,#references,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,references,TRUE,TRUE
index.html,#supplementary-materials,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,supplementary-materials,TRUE,TRUE
index.html,#ref-aschoff1965,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-aschoff1965,TRUE,TRUE
index.html,#ref-wirz-justice2022,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-wirz-justice2022,TRUE,TRUE
index.html,#ref-brown2020,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-brown2020,TRUE,TRUE
index.html,#ref-spitschan2026,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-spitschan2026,TRUE,TRUE
index.html,#ref-argentieri2025,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-argentieri2025,TRUE,TRUE
index.html,#ref-spitschan2026a,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-spitschan2026a,TRUE,TRUE
index.html,#ref-didikoglu2023,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-didikoglu2023,TRUE,TRUE
index.html,#ref-windred2024a,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-windred2024a,TRUE,TRUE
index.html,#ref-price2021,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-price2021,TRUE,TRUE
index.html,#ref-huss2019,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-huss2019,TRUE,TRUE
index.html,#ref-brown2020,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-brown2020,TRUE,TRUE
index.html,#ref-cies02,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-cies02,TRUE,TRUE
index.html,#ref-brown2022,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-brown2022,TRUE,TRUE
index.html,#ref-biller2025,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-biller2025,TRUE,TRUE
index.html,#ref-spitschan2026a,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-spitschan2026a,TRUE,TRUE
index.html,#ref-price2021,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-price2021,TRUE,TRUE
index.html,#ref-esaki2020,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-esaki2020,TRUE,TRUE
index.html,#ref-kim2022,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-kim2022,TRUE,TRUE
index.html,#ref-lok2024,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-lok2024,TRUE,TRUE
index.html,#ref-biller2025,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-biller2025,TRUE,TRUE
index.html,#ref-didikoglu2023,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-didikoglu2023,TRUE,TRUE
index.html,#ref-windred2024a,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-windred2024a,TRUE,TRUE
index.html,#ref-spitschan2026,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-spitschan2026,TRUE,TRUE
index.html,#ref-zauner2026,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-zauner2026,TRUE,TRUE
index.html,#ref-spitschan2024,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-spitschan2024,TRUE,TRUE
index.html,#ref-guidolin2024,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-guidolin2024,TRUE,TRUE
index.html,#ref-zauner2026a,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-zauner2026a,TRUE,TRUE
index.html,#fig-overview,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,fig-overview,TRUE,TRUE
index.html,#tbl-T1,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,tbl-T1,TRUE,TRUE
index.html,assets/Fig1.png,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/assets/Fig1.png,TRUE,TRUE,,TRUE,TRUE
index.html,assets/Fig1.png,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/assets/Fig1.png,TRUE,TRUE,,TRUE,TRUE
index.html,assets/tbl1_red.png,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/assets/tbl1_red.png,TRUE,TRUE,,TRUE,TRUE
index.html,assets/tbl1_red.png,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/assets/tbl1_red.png,TRUE,TRUE,,TRUE,TRUE
index.html,#suppfig-metrics,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,suppfig-metrics,TRUE,TRUE
index.html,#supptbl-T2,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,supptbl-T2,TRUE,TRUE
index.html,#ref-brown2022,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-brown2022,TRUE,TRUE
index.html,#tbl-brown,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,tbl-brown,TRUE,TRUE
index.html,#tbl-brown,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,tbl-brown,TRUE,TRUE
index.html,assets/Brown_table.png,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/assets/Brown_table.png,TRUE,TRUE,,TRUE,TRUE
index.html,assets/Brown_table.png,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/assets/Brown_table.png,TRUE,TRUE,,TRUE,TRUE
index.html,#supptbl-H1,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,supptbl-H1,TRUE,TRUE
index.html,#supptbl-H1,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,supptbl-H1,TRUE,TRUE
index.html,#supptbl-H1,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,supptbl-H1,TRUE,TRUE
index.html,#supptbl-H1,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,supptbl-H1,TRUE,TRUE
index.html,#supptbl-H1r2,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,supptbl-H1r2,TRUE,TRUE
index.html,#fig-H2,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,fig-H2,TRUE,TRUE
index.html,assets/Fig4.png,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/assets/Fig4.png,TRUE,TRUE,,TRUE,TRUE
index.html,assets/Fig4.png,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/assets/Fig4.png,TRUE,TRUE,,TRUE,TRUE
index.html,#supptbl-H3,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,supptbl-H3,TRUE,TRUE
index.html,#suppfig-H3H4,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,suppfig-H3H4,TRUE,TRUE
index.html,#suppfig-H3,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,suppfig-H3,TRUE,TRUE
index.html,#fig-H2,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,fig-H2,TRUE,TRUE
index.html,#tbl-H4,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,tbl-H4,TRUE,TRUE
index.html,#suppfig-H3H4,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,suppfig-H3H4,TRUE,TRUE
index.html,assets/H4.png,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/assets/H4.png,TRUE,TRUE,,TRUE,TRUE
index.html,assets/H4.png,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/assets/H4.png,TRUE,TRUE,,TRUE,TRUE
index.html,#fig-H4,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,fig-H4,TRUE,TRUE
index.html,#fig-H2,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,fig-H2,TRUE,TRUE
index.html,assets/Fig10.png,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/assets/Fig10.png,TRUE,TRUE,,TRUE,TRUE
index.html,assets/Fig10.png,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/assets/Fig10.png,TRUE,TRUE,,TRUE,TRUE
index.html,#suppfig-H5,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,suppfig-H5,TRUE,TRUE
index.html,#suppfig-H6,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,suppfig-H6,TRUE,TRUE
index.html,#supptbl-H6,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,supptbl-H6,TRUE,TRUE
index.html,#suppfig-H7,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,suppfig-H7,TRUE,TRUE
index.html,#supptbl-H8,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,supptbl-H8,TRUE,TRUE
index.html,#supptbl-H9,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,supptbl-H9,TRUE,TRUE
index.html,#suppfig-H9,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,suppfig-H9,TRUE,TRUE
index.html,#supptbl-H10,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,supptbl-H10,TRUE,TRUE
index.html,#suppfig-H10,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,suppfig-H10,TRUE,TRUE
index.html,#suppfig-H11,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,suppfig-H11,TRUE,TRUE
index.html,#ref-zauner2026a,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-zauner2026a,TRUE,TRUE
index.html,#ref-aerts2025,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-aerts2025,TRUE,TRUE
index.html,#ref-argentieri2025,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-argentieri2025,TRUE,TRUE
index.html,#ref-lucock2020,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-lucock2020,TRUE,TRUE
index.html,#ref-brown2022,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-brown2022,TRUE,TRUE
index.html,#ref-didikoglu2023,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-didikoglu2023,TRUE,TRUE
index.html,#ref-price2021,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-price2021,TRUE,TRUE
index.html,#ref-lok2023,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-lok2023,TRUE,TRUE
index.html,#ref-stefani2024,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-stefani2024,TRUE,TRUE
index.html,#ref-biller2025,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-biller2025,TRUE,TRUE
index.html,#ref-savides1986,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-savides1986,TRUE,TRUE
index.html,#ref-didikoglu2023,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-didikoglu2023,TRUE,TRUE
index.html,#ref-windred2024a,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-windred2024a,TRUE,TRUE
index.html,#ref-diffey2008,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-diffey2008,TRUE,TRUE
index.html,#ref-raymond-lezman2023,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-raymond-lezman2023,TRUE,TRUE
index.html,#suppfig-H3,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,suppfig-H3,TRUE,TRUE
index.html,#suppfig-H5,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,suppfig-H5,TRUE,TRUE
index.html,#ref-stefani2024,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-stefani2024,TRUE,TRUE
index.html,#ref-biller2025,/private/tmp/nathealth-navigation-integration-6e1e958a273/candidate_build/index.html,TRUE,TRUE,ref-biller2025,TRUE,TRUE
