panel_display_name,source_site,time_hour,estimate_melEDI_lx,pointwise_lower_melEDI_lx,pointwise_upper_melEDI_lx
Borås (SE),BAUA,14.75,198.7585426737503,107.3275730265608,368.0058677975587
Borås (SE),BAUA,15.25,206.94614931109393,114.01890364638,375.54423224207545
Borås (SE),BAUA,15.75,211.53925093986317,119.5287797429434,374.3180341438992
Borås (SE),BAUA,16.25,208.45675288070908,121.13260662733663,358.68069755482185
Borås (SE),BAUA,16.75,194.6104323731612,116.10682440943546,326.1472119655055
Borås (SE),BAUA,17.25,169.4650338893551,103.53191637105692,277.3463864486472
Borås (SE),BAUA,17.75,135.51246921663005,84.74052006135497,216.66837664044988
Borås (SE),BAUA,18.25,99.0110814536414,63.24153684164601,154.98001473768926
Borås (SE),BAUA,18.75,66.86830937272767,43.201646302018055,103.47006819004831
Borås (SE),BAUA,19.25,42.37180943646172,27.296548162217235,65.7424041644351
Borås (SE),BAUA,19.75,25.74695305318259,16.342957445111733,40.52924716332171
Borås (SE),BAUA,20.25,15.38161528655944,9.523847382036356,24.804843392301986
Borås (SE),BAUA,20.75,8.993380838877508,5.344537591308919,15.087621298246047
Borås (SE),BAUA,21.25,5.0913885141369395,2.8420797375873152,9.060361753761985
Borås (SE),BAUA,21.75,2.757477614442376,1.4144606873826486,5.291475912887959
Borås (SE),BAUA,22.25,1.3948575784596786,0.636915587893383,2.9323679083331275
Borås (SE),BAUA,22.75,0.6543629670706704,0.2435268877032253,1.556532593103112
Borås (SE),BAUA,23.25,0.28550331094819126,0.06009425588203213,0.8282831662712832
Borås (SE),BAUA,23.75,0.10808525533762088,0,0.45708229386081
Borås (SE),FUSPCEU,0.25,0.083236078849384,0,0.37983471231078436
Borås (SE),FUSPCEU,0.75,0.03802558503517175,0,0.2255417643825822
Borås (SE),FUSPCEU,1.25,0.01570861607091762,0,0.14976737788923214
Borås (SE),FUSPCEU,1.75,0.00696570822318774,0,0.11406934077008637
Borås (SE),FUSPCEU,2.25,0.00609613279056633,0,0.09780961445743538
Borås (SE),FUSPCEU,2.75,0.00942172512527959,0,0.09077226603633218
Borås (SE),FUSPCEU,3.25,0.01356714047715064,0,0.08745940781884301
Borås (SE),FUSPCEU,3.75,0.01417082098755487,0,0.08173792856774206
Borås (SE),FUSPCEU,4.25,0.00849103203914378,0,0.06881180436958284
Borås (SE),FUSPCEU,4.75,0,0,0.050365653714281894
Borås (SE),FUSPCEU,5.25,0,0,0.03532844902611537
Borås (SE),FUSPCEU,5.75,0,0,0.03393936176159454
Borås (SE),FUSPCEU,6.25,0.00159692621218524,0,0.05960806630451129
Borås (SE),FUSPCEU,6.75,0.05408123537111539,0,0.14739956287465922
Borås (SE),FUSPCEU,7.25,0.20382212620881987,0.08512157380019603,0.3986338570872192
Borås (SE),FUSPCEU,7.75,0.624246901311973,0.3302812287139164,1.119048238817651
Borås (SE),FUSPCEU,8.25,1.7860871195186294,0.9898360932374898,3.164091402815095
Borås (SE),FUSPCEU,8.75,4.658580640412225,2.581609212179622,8.344216856228956
Borås (SE),FUSPCEU,9.25,10.504107381814638,5.759596819477535,19.09024411223602
Borås (SE),FUSPCEU,9.75,20.61109940103065,11.149671455175232,38.0299702936694
Borås (SE),FUSPCEU,10.25,35.774228336990696,19.062120104815918,67.06168418394898
Borås (SE),FUSPCEU,10.75,56.125395454912095,29.517785389292417,106.63637655582913
Borås (SE),FUSPCEU,11.25,81.55313057136094,42.58942236663743,156.07999407071583
Borås (SE),FUSPCEU,11.75,110.22953225608519,57.44779639119404,211.42166461945058
Borås (SE),FUSPCEU,12.25,137.90344733693186,71.85128585087155,264.5923019047981
Borås (SE),FUSPCEU,12.75,159.71069900472494,83.34900691636342,305.9486932094429
Borås (SE),FUSPCEU,13.25,172.40830119157405,90.60225482442624,327.99673847257714
Borås (SE),FUSPCEU,13.75,175.7463080997317,93.5996374454846,329.9111389470045
Borås (SE),FUSPCEU,14.25,171.76224818816175,92.97021704357104,317.2585846314471
Borås (SE),FUSPCEU,14.75,162.74498298607034,89.55906570040008,295.6702969195139
Borås (SE),FUSPCEU,15.25,149.66222514648422,83.93511004850937,266.7970632379636
Borås (SE),FUSPCEU,15.75,132.04998347127042,75.87709315781902,229.75372834917175
Borås (SE),FUSPCEU,16.25,109.1735793562956,64.44038562185314,184.91152464904937
Borås (SE),FUSPCEU,16.75,82.55531831184331,49.931879618172665,136.4509690495547
Borås (SE),FUSPCEU,17.25,56.43361491484307,34.87048611560562,91.29277060016406
Borås (SE),FUSPCEU,17.75,35.197914300275606,22.227820289180222,55.70225645910315
Borås (SE),FUSPCEU,18.25,20.908998649429034,13.47733172546092,32.408451084244774
Borås (SE),FUSPCEU,18.75,12.72572022344114,8.284579845983515,19.519241783330077
Borås (SE),FUSPCEU,19.25,8.512331895956905,5.511299384386604,13.118375211363762
Borås (SE),FUSPCEU,19.75,6.566041334313065,4.184201244932167,10.272086774246262
Borås (SE),FUSPCEU,20.25,5.869541426541359,3.6593777342611604,9.379075358251265
Borås (SE),FUSPCEU,20.75,5.649548465966208,3.400942593256421,9.342402062281728
Borås (SE),FUSPCEU,21.25,5.240193884711663,2.9855976587383557,9.142187051040281
Borås (SE),FUSPCEU,21.75,4.18931631002665,2.221699854547674,7.824467226641182
Borås (SE),FUSPCEU,22.25,2.642455100426381,1.2849851561749728,5.330426415995823
Borås (SE),FUSPCEU,22.75,1.2973877934140858,0.5551014600793658,2.880748424749532
Borås (SE),FUSPCEU,23.25,0.5215855475843325,0.16691397358120583,1.3475397738896038
Borås (SE),FUSPCEU,23.75,0.17134137708729028,0.004976182271878529,0.6013604545928543
Borås (SE),IZTECH,0.25,0.8355900879687922,0.2288200765258139,2.5620297092374615
Borås (SE),IZTECH,0.75,0.4684254240059853,0.12251870253299466,1.3520463178077107
Borås (SE),IZTECH,1.25,0.27752310191313334,0.06299784698200042,0.7743900310158864
Borås (SE),IZTECH,1.75,0.16811528698717684,0.026250413102477527,0.4693906685110524
Borås (SE),IZTECH,2.25,0.09897837915531124,0.0013422786820199567,0.29067994016103804
Borås (SE),IZTECH,2.75,0.05369179285699632,0,0.18105791344792796
Borås (SE),IZTECH,3.25,0.02507178198571952,0,0.11556074749086051
Borås (SE),IZTECH,3.75,0.00831028064120782,0,0.07875535133829109
Borås (SE),IZTECH,4.25,7.786441281193018e-4,0,0.06160866918943911
Borås (SE),IZTECH,4.75,0.00214259454176414,0,0.06096951861830288
Borås (SE),IZTECH,5.25,0.01541469233418126,0,0.08111590036520264
Borås (SE),IZTECH,5.75,0.04968262387489586,0,0.13730738050916128
Borås (SE),IZTECH,6.25,0.13033746917256422,0.042339484915387415,0.2727381038111828
Borås (SE),IZTECH,6.75,0.33359819618976594,0.16159077428686183,0.6187080517329286
Borås (SE),IZTECH,7.25,0.8651371688368862,0.4675431903976095,1.5412667272386742
Borås (SE),IZTECH,7.75,2.241850155365538,1.2385961422733682,3.997025216934771
Borås (SE),IZTECH,8.25,5.582998661888057,3.0530624966547406,10.14289046769183
Borås (SE),IZTECH,8.75,12.496678806229342,6.70043174436229,23.233271020454502
Borås (SE),IZTECH,9.25,23.914164192918214,12.572820742244126,45.40526623974924
Borås (SE),IZTECH,9.75,40.00837429320523,20.649110023623482,77.43015366019624
Borås (SE),IZTECH,10.25,60.245777936085794,30.558603513662792,118.67947777655691
Borås (SE),IZTECH,10.75,83.92550864934248,41.97054074945892,167.72018909209132
Borås (SE),IZTECH,11.25,110.94364067689972,55.022291927361486,223.596978184968
Borås (SE),IZTECH,11.75,139.72771836495042,69.07712219682244,282.5337696951201
Borås (SE),IZTECH,12.25,166.76967564190733,82.42972494788343,337.2995086790784
Borås (SE),IZTECH,12.75,188.43318678108784,93.40099125682423,380.05385762274807
Borås (SE),IZTECH,13.25,202.218207213982,101.04090909948441,404.60920555022403
Borås (SE),IZTECH,13.75,207.46284552691503,105.11687169468436,409.36222929194486
Borås (SE),IZTECH,14.25,205.11146289523015,105.74290929223778,397.7702473807451
Borås (SE),IZTECH,14.75,196.84033911822135,103.43304372955177,374.5195009326221
Borås (SE),IZTECH,15.25,184.21085497802943,98.94457345365102,342.8818522932917
Borås (SE),IZTECH,15.75,168.1798803237639,92.7753486576383,304.80456866189473
Borås (SE),IZTECH,16.25,148.75962799178387,84.4983053607018,261.8341930239872
Borås (SE),IZTECH,16.75,126.13300392052064,73.68228788200115,215.8701431904959
Borås (SE),IZTECH,17.25,101.43740840096388,60.791066407526095,169.2162217883219
Borås (SE),IZTECH,17.75,76.73899282814737,47.12527728067462,124.92268189455794
Borås (SE),IZTECH,18.25,55.03765676282404,34.529264378886154,87.69167700566622
Borås (SE),IZTECH,18.75,38.536686793572684,24.458573334495867,60.68502794328862
Borås (SE),IZTECH,19.25,27.233461671833407,17.239479083859557,42.987691582444384
Borås (SE),IZTECH,19.75,20.093641562124528,12.521822001115703,32.2077888044624
Borås (SE),IZTECH,20.25,15.864410866236955,9.621787424548415,26.115592172121907
Borås (SE),IZTECH,20.75,13.140946033082235,7.64018954665949,22.550950702707524
Borås (SE),IZTECH,21.25,11.003224400784704,6.028693966095201,20.01547529966286
Borås (SE),IZTECH,21.75,8.94196832500022,4.555001263105954,17.46330161245894
Borås (SE),IZTECH,22.25,6.765791984941541,3.171441592469808,14.309274397254134
Borås (SE),IZTECH,22.75,4.7710320287885475,2.0295851236639284,11.041584697333866
Borås (SE),IZTECH,23.25,3.2994762589915716,1.2477616792881823,8.474541785125426
Borås (SE),IZTECH,23.75,2.3674169840372437,0.7780214743602104,6.833938122130452
Borås (SE),KNUST,0.25,0.22112149209164592,0.001360767742151811,0.917346405124771
Borås (SE),KNUST,0.75,0.1568743965876259,0,0.6196850753728549
Borås (SE),KNUST,1.25,0.12358363057839242,0,0.4638115810885176
Borås (SE),KNUST,1.75,0.10513118020551568,0,0.3724847086121026
Borås (SE),KNUST,2.25,0.09091173016940177,0,0.30411912066973223
Borås (SE),KNUST,2.75,0.07634474481381892,0,0.24470723624001775
Borås (SE),KNUST,3.25,0.0613106848487652,0,0.195279617307023
Borås (SE),KNUST,3.75,0.04697338837585163,0,0.15723088843373503
Borås (SE),KNUST,4.25,0.03616443587264797,0,0.13158851040742306
Borås (SE),KNUST,4.75,0.0335964830006458,0,0.12294561084113748
Borås (SE),KNUST,5.25,0.04754758576682957,0,0.14479150737416013
Borås (SE),KNUST,5.75,0.0962587221615955,0.016926120492636754,0.22941729240839662
Borås (SE),KNUST,6.25,0.23376938575665476,0.09418114279646272,0.47370144836949624
Borås (SE),KNUST,6.75,0.6510062048063415,0.3256153802739499,1.2251643286353888
Borås (SE),KNUST,7.25,2.0092259061607103,1.0636890995520547,3.723043392717164
Borås (SE),KNUST,7.75,6.390410936872469,3.372365505743878,12.03162440987021
Borås (SE),KNUST,8.25,18.764693732302135,9.659927456606942,36.3630445457512
Borås (SE),KNUST,8.75,44.52247935544907,22.29568586191733,88.80844764050515
Borås (SE),KNUST,9.25,77.86108966813218,38.095574330564425,159.02659015520894
Borås (SE),KNUST,9.75,102.0852110599866,48.92110567373504,212.90656555710063
Borås (SE),KNUST,10.25,106.78017892782178,50.149181797631265,227.23450056258827
Borås (SE),KNUST,10.75,97.46848374107012,45.014120047525765,210.91174110240806
Borås (SE),KNUST,11.25,85.77323632269685,39.243896680824314,187.32964827192168
Borås (SE),KNUST,11.75,77.97006246398385,35.56625235795419,170.78800336969113
Borås (SE),KNUST,12.25,75.6043523713215,34.478194390192876,165.6445991334552
Borås (SE),KNUST,12.75,78.11888508110994,35.71028805691575,170.75017505605717
Borås (SE),KNUST,13.25,83.26792999891134,38.38797768227818,180.4813703613635
Borås (SE),KNUST,13.75,86.93331068764407,40.7097117726239,185.51261131800797
Borås (SE),KNUST,14.25,84.28323217228437,40.22579101218791,176.47508242527877
Borås (SE),KNUST,14.75,73.1470404474085,35.61251145450577,150.13107353116126
Borås (SE),KNUST,15.25,56.371781691375766,28.08587281733711,113.04399053971513
Borås (SE),KNUST,15.75,39.45162307384482,20.23921102525072,76.8120732280819
Borås (SE),KNUST,16.25,26.13610767108832,13.845729224640953,49.25800305893729
Borås (SE),KNUST,16.75,17.1906012143794,9.375071192267827,31.452785650694633
Borås (SE),KNUST,17.25,11.66421544805371,6.522376904941874,20.798352222288706
Borås (SE),KNUST,17.75,8.295206572271447,4.754279376854971,14.419043491224127
Borås (SE),KNUST,18.25,6.186166945095071,3.626881002619589,10.502939786333542
Borås (SE),KNUST,18.75,4.812623589865762,2.852505950226905,8.074029432134028
Borås (SE),KNUST,19.25,3.844068162174924,2.2629283606577038,6.483218487230003
Borås (SE),KNUST,19.75,3.1110671396957836,1.793592435790975,5.3451802725579975
Borås (SE),KNUST,20.25,2.5364450216462577,1.41576700207806,4.48569314586872
Borås (SE),KNUST,20.75,2.0279427501607157,1.0728034136879026,3.7609542700108003
Borås (SE),KNUST,21.25,1.5542495078709075,0.7552310296887329,3.0997686464757037
Borås (SE),KNUST,21.75,1.125072674913968,0.48556828908306426,2.462985542080768
Borås (SE),KNUST,22.25,0.7540244674074338,0.2756117463419395,1.8417864271650795
Borås (SE),KNUST,22.75,0.4712619659377776,0.12975024649399497,1.3204129863060847
Borås (SE),KNUST,23.25,0.2862775694205917,0.039898368161709635,0.9665625525024463
Borås (SE),KNUST,23.75,0.1758497062654014,0,0.7615212308783093
Borås (SE),RISE,0.25,0.04657656192320847,0,0.3415036164094968
Borås (SE),RISE,0.75,0.02513050448417389,0,0.2355706114109495
Borås (SE),RISE,1.25,0.01521334040372819,0,0.17886208635453085
Borås (SE),RISE,1.75,0.01018922570714313,0,0.14387568425312197
Borås (SE),RISE,2.25,0.00565058920114062,0,0.11542713204577595
Borås (SE),RISE,2.75,7.68482409448365e-4,0,0.09047649482758971
Borås (SE),RISE,3.25,0,0,0.07307682325580211
Borås (SE),RISE,3.75,0,0,0.06722108813265093
Borås (SE),RISE,4.25,0.00771282550002512,0,0.07747095531831774
Borås (SE),RISE,4.75,0.0323224791920288,0,0.11409971290071902
Borås (SE),RISE,5.25,0.09025795280654696,0.01815004310053467,0.20637389252018348
Borås (SE),RISE,5.75,0.2303810063237182,0.10291590126998337,0.43791550418833114
Borås (SE),RISE,6.25,0.6049657776687719,0.3234772256187931,1.073561924039585
Borås (SE),RISE,6.75,1.7449268074945812,0.9803988202347095,3.0504615344477184
Borås (SE),RISE,7.25,5.3878591866458905,3.0288530657924655,9.525443515298429
Borås (SE),RISE,7.75,16.308759932338862,8.979122306764094,29.555664217292858
Borås (SE),RISE,8.25,43.80581148722552,23.43071954880161,81.82355862105207
Borås (SE),RISE,8.75,94.94143611188852,49.37038652616765,182.49155047095093
Borås (SE),RISE,9.25,158.61856287014805,80.56072543209125,312.21534386303114
Borås (SE),RISE,9.75,215.0474934211857,106.97769115103416,432.18840132655475
Borås (SE),RISE,10.25,254.11030488711495,124.00316401387201,520.6190294002215
Borås (SE),RISE,10.75,280.78255666844206,134.89617615536642,584.3240399061419
Borås (SE),RISE,11.25,307.4895744567516,146.40256113671023,645.6999476623354
Borås (SE),RISE,11.75,340.4514100095751,161.5584298030764,717.309311724632
Borås (SE),RISE,12.25,378.4247661047738,179.51936624047045,797.5923733427069
Borås (SE),RISE,12.75,415.5768284319086,197.6708503624295,873.5738775131181
Borås (SE),RISE,13.25,443.11856912071295,212.53471776586085,923.750545561999
Borås (SE),RISE,13.75,453.2759373481098,220.6622287910111,930.9910733777058
Borås (SE),RISE,14.25,443.3765902759,219.84794678189428,894.0728668090852
Borås (SE),RISE,14.75,416.58758180792813,210.71762089838384,823.4959598302719
Borås (SE),RISE,15.25,378.8793434593315,196.09082113371366,731.9696347510483
Borås (SE),RISE,15.75,335.0194659770008,178.35437205689522,629.2208464565097
Borås (SE),RISE,16.25,286.07030836980744,157.09347965042807,520.8722793501868
Borås (SE),RISE,16.75,231.94277763101871,131.16447839191835,410.09361300439565
Borås (SE),RISE,17.25,174.57975054035424,101.3951119539712,300.53531791243574
Borås (SE),RISE,17.75,119.28020935058623,71.10754980209148,200.04218189222405
Borås (SE),RISE,18.25,73.69121750804274,44.97329982010252,120.70641539563434
Borås (SE),RISE,18.75,42.17932803316885,26.069951599633445,68.20511596977255
Borås (SE),RISE,19.25,23.20523477551919,14.295128233627077,37.63040150301034
Borås (SE),RISE,19.75,12.835700051706532,7.76934553679624,21.163818578723205
Borås (SE),RISE,20.25,7.431922920054168,4.363122139006059,12.610802238154987
Borås (SE),RISE,20.75,4.487505782422462,2.5054969320647835,7.977234344345122
Borås (SE),RISE,21.25,2.755028577437162,1.4252283056812256,5.244241349062974
Borås (SE),RISE,21.75,1.6574667611208735,0.7716187387567157,3.4436243842696936
Borås (SE),RISE,22.25,0.9290019684316854,0.370763910769749,2.149206081462274
Borås (SE),RISE,22.75,0.4723285903119091,0.13968065360357365,1.2666518776696671
Borås (SE),RISE,23.25,0.2164848746739735,0.019692956942503018,0.7368301565606397
Borås (SE),RISE,23.75,0.08284671073002156,0,0.44296421097744887
Borås (SE),THUAS,0.25,0.20223703717591004,0,0.8366907964818217
Borås (SE),THUAS,0.75,0.11668297720242812,0,0.4966216403371858
Borås (SE),THUAS,1.25,0.07042826440099656,0,0.3223094168891548
Borås (SE),THUAS,1.75,0.04389076097948105,0,0.22503856828913302
Borås (SE),THUAS,2.25,0.02658918356322809,0,0.16278255944224831
Borås (SE),THUAS,2.75,0.0139965626787077,0,0.11895635644607316
Borås (SE),THUAS,3.25,0.00459352712220473,0,0.08828006432100288
Borås (SE),THUAS,3.75,0,0,0.06745621628020626
Borås (SE),THUAS,4.25,0,0,0.05483086482838062
Borås (SE),THUAS,4.75,0,0,0.05198790733251965
Borås (SE),THUAS,5.25,0.0022725313717799,0,0.0664424310725012
Borås (SE),THUAS,5.75,0.03137617145906965,0,0.11623951012760836
Borås (SE),THUAS,6.25,0.10923680710863018,0.02426691210802824,0.25230650465471494
Borås (SE),THUAS,6.75,0.33213518256095675,0.1499759920788678,0.6470350030577114
Borås (SE),THUAS,7.25,1.0147490050897698,0.5271518150372302,1.8814426340691721
Borås (SE),THUAS,7.75,3.142459206516047,1.668738965266678,5.844088931367844
Borås (SE),THUAS,8.25,9.34629094329469,4.887640307646363,17.79070724458065
Borås (SE),THUAS,8.75,24.23672682075936,12.37108335229478,47.39196646490896
Borås (SE),THUAS,9.25,50.80193504383683,25.34494325787061,101.72797284900747
Borås (SE),THUAS,9.75,87.05780882452372,42.53150764886952,178.08942040849152
Borås (SE),THUAS,10.25,126.3642230321631,60.536748810448096,263.6542417903012
Borås (SE),THUAS,10.75,162.82539567234474,76.77081222216829,345.2155207762334
Borås (SE),THUAS,11.25,195.96190302578003,91.53828144030295,419.37829241136484
Borås (SE),THUAS,11.75,226.3544792010811,105.36166417046562,486.15850496103025
Borås (SE),THUAS,12.25,253.42892560243664,117.92717801301043,544.4941960083165
Borås (SE),THUAS,12.75,276.1392818718262,128.8721235678569,591.5638319823724
Borås (SE),THUAS,13.25,292.8019658434183,137.84592556256476,621.8216786945159
Borås (SE),THUAS,13.75,301.79683275418574,144.2813301785874,631.1568080254857
Borås (SE),THUAS,14.25,302.52659464527414,147.42412038981934,620.6991991044961
Borås (SE),THUAS,14.75,295.7376750417682,147.16366318270187,594.2077068885467
Borås (SE),THUAS,15.25,282.9205321486851,144.210785851224,554.956374651746
Borås (SE),THUAS,15.75,265.12495238670505,139.14453533589514,505.0851779952492
Borås (SE),THUAS,16.25,241.56375448824457,130.89610559854367,445.72524012075513
Borås (SE),THUAS,16.75,210.93880458796235,117.83402293794074,377.5465512870075
Borås (SE),THUAS,17.25,173.35572741722575,99.5707025452497,301.76292065293404
Borås (SE),THUAS,17.75,131.65323471674236,77.68126390697269,223.0760450574123
Borås (SE),THUAS,18.25,92.1825608511718,55.70624454137363,152.5006830819187
Borås (SE),THUAS,18.75,60.82954344289188,37.23535596061108,99.33414676629448
Borås (SE),THUAS,19.25,38.98851768688712,23.7911337437052,63.853106258955194
Borås (SE),THUAS,19.75,25.146304289560224,15.079758053697397,41.88854013525062
Borås (SE),THUAS,20.25,16.81011412013054,9.783592149429818,28.831986997494106
Borås (SE),THUAS,20.75,11.496717790938408,6.381368763844293,20.649299788784276
Borås (SE),THUAS,21.25,7.801536600872526,4.04547817736468,14.960815178291016
Borås (SE),THUAS,21.75,5.067754808031408,2.4123580329845677,10.529730876457357
Borås (SE),THUAS,22.25,3.0282040667747863,1.2997663744028805,6.890924244455242
Borås (SE),THUAS,22.75,1.6615292983649483,0.6195219452559152,4.21256543244759
Borås (SE),THUAS,23.25,0.8735620864788887,0.25808903800575944,2.546892352549151
Borås (SE),THUAS,23.75,0.45912741082872066,0.0826638692051411,1.6114685181059887
Borås (SE),TUM,0.25,0.7656063439134463,0.11645740534440871,3.3615324961094366
Borås (SE),TUM,0.75,0.4367707311049439,0.055108417537574866,1.7575575867836992
Borås (SE),TUM,1.25,0.2615209726195886,0.018577084747818454,1.002214765372007
Borås (SE),TUM,1.75,0.15795836503036162,0,0.6041855190724432
Borås (SE),TUM,2.25,0.0917600920177692,0,0.372629051471671
Borås (SE),TUM,2.75,0.05042161978103932,0,0.2370414317480999
Borås (SE),TUM,3.25,0.02894299849801993,0,0.1668056184238443
Borås (SE),TUM,3.75,0.02443749754894811,0,0.14333242903186197
Borås (SE),TUM,4.25,0.03746980688420004,0,0.159138791662674
Borås (SE),TUM,4.75,0.07410618326814872,0,0.2207756696253482
Borås (SE),TUM,5.25,0.15068721423849654,0.03692375008789825,0.3589713569947879
Borås (SE),TUM,5.75,0.3042378718805725,0.11779875600268835,0.6502717649154856
Borås (SE),TUM,6.25,0.6215094399217491,0.278066865165462,1.2769412764283499
Borås (SE),TUM,6.75,1.3218285939142784,0.621500073148753,2.701935336817988
Borås (SE),TUM,7.25,2.8550851401089736,1.3497100700199063,5.923637667891045
Borås (SE),TUM,7.75,5.945484420359766,2.7555045734900747,12.699097650242189
Borås (SE),TUM,8.25,11.433080820167786,5.131838495663935,25.323558719322136
Borås (SE),TUM,8.75,19.447007211115636,8.445323863765463,44.61281568760136
Borås (SE),TUM,9.25,28.773140144776217,12.14464199425271,67.9835113195783
Borås (SE),TUM,9.75,38.91789203045098,16.01354895749936,94.37924243848195
Borås (SE),TUM,10.25,50.2080450850637,20.172469579982952,124.74415824600936
Borås (SE),TUM,10.75,63.39785325650743,24.98300734011279,160.6453728938238
Borås (SE),TUM,11.25,79.3908711336021,30.940182209130132,203.46834734431206
Borås (SE),TUM,11.75,97.3687027532856,37.796065740517086,250.5895592132966
Borås (SE),TUM,12.25,114.6300199802304,44.48434041608011,295.1376857394665
Borås (SE),TUM,12.75,128.23246237452545,49.935321523658956,329.0518950532095
Borås (SE),TUM,13.25,136.44637210140476,53.70093909146864,346.4536484847689
Borås (SE),TUM,13.75,139.5373903555758,55.96578476456438,347.68075197191087
Borås (SE),TUM,14.25,139.35889275130728,57.223927366903105,339.17861646565564
Borås (SE),TUM,14.75,138.28029391276934,58.255581242512,328.04523196684937
Borås (SE),TUM,15.25,138.26969246624583,60.00977273066645,318.4201161713194
Borås (SE),TUM,15.75,140.3164919336261,63.166036932740454,311.54890615651226
Borås (SE),TUM,16.25,143.6470760759217,67.3087698875983,306.43610672368
Borås (SE),TUM,16.75,145.67413994241517,70.87817731428167,299.2892021467146
Borås (SE),TUM,17.25,142.25850526544758,71.59985822814718,282.54970841262656
Borås (SE),TUM,17.75,129.14582249058725,67.16127142833845,248.25216873748346
Borås (SE),TUM,18.25,106.36041571615884,56.947981931418916,198.57170986140196
Borås (SE),TUM,18.75,79.39766347559528,43.18217668181919,145.9157270864263
Borås (SE),TUM,19.25,54.46665859215631,29.512516629935536,100.4493814363262
Borås (SE),TUM,19.75,35.46637027449518,18.833958759797888,66.7094142672569
Borås (SE),TUM,20.25,22.914107689389336,11.755089341011486,44.57694316790525
Borås (SE),TUM,20.75,14.959964931357463,7.253549125919232,30.742595847262443
Borås (SE),TUM,21.25,9.968872273689598,4.448946693363889,22.18695909138128
Borås (SE),TUM,21.75,6.798558467917211,2.7369925729204883,16.674844386103384
Borås (SE),TUM,22.25,4.676297321832104,1.6755202454615463,12.748637555586015
Borås (SE),TUM,22.75,3.258004147069779,1.0186528035669646,9.980153391456478
Borås (SE),TUM,23.25,2.373822457552772,0.6260223520396022,8.32921369335282
Borås (SE),TUM,23.75,1.8547669346491755,0.39593525290677556,7.6048641862046
Borås (SE),UCR,0.25,0.20940694050062011,0.049948466305335504,0.5384370389958961
Borås (SE),UCR,0.75,0.1314661775918761,0.021381179987918775,0.3413912550061424
Borås (SE),UCR,1.25,0.08363729401579273,0.0029735257480412863,0.22748859970043475
Borås (SE),UCR,1.75,0.04765297402335686,0,0.14862068558745106
Borås (SE),UCR,2.25,0.01777838936102642,0,0.08792755031498578
Borås (SE),UCR,2.75,0,0,0.04569771544107257
Borås (SE),UCR,3.25,0,0,0.025142120499853954
Borås (SE),UCR,3.75,0,0,0.028354612472848345
Borås (SE),UCR,4.25,0.01810629700732795,0,0.06421580484856779
Borås (SE),UCR,4.75,0.09189005756640976,0.03972850123306054,0.16352386140192707
Borås (SE),UCR,5.25,0.2790997091782922,0.17716162533648097,0.41852989866324486
Borås (SE),UCR,5.75,0.763097653401047,0.5261176902479926,1.0897724196410088
Borås (SE),UCR,6.25,2.033689827927339,1.4236791002531761,2.887920672433012
Borås (SE),UCR,6.75,5.37582021387499,3.745336686222977,7.697654525833953
