run_id,response,linear_predictor,fitted_value,pearson_residual,ar_standardized_residual,site,participant,participant_day,time_hour,ar_start
main__glasses__all_available,2.662524991629771,2.7406660382769195,2.7406660382769195,-0.07814104664714838,0.19145099115362985,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,10.25,FALSE
main__glasses__all_available,2.5930213843431744,2.7995030541368493,2.7995030541368493,-0.20648166979367488,-0.201700605282283,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,10.75,FALSE
main__glasses__all_available,2.5784916826689486,2.852244519990108,2.852244519990108,-0.2737528373211595,-0.18553906397565267,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,11.25,FALSE
main__glasses__all_available,2.7261956721103564,2.8952327628291097,2.8952327628291097,-0.16903709071875328,0.001824122737708259,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,11.75,FALSE
main__glasses__all_available,2.8222724980675933,2.9238624887977256,2.9238624887977256,-0.1015899907301323,0.004688371093280669,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,12.25,FALSE
main__glasses__all_available,2.8021498387259283,2.9405233351265756,2.9405233351265756,-0.13837349640064733,-0.09599657653211613,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,12.75,FALSE
main__glasses__all_available,3.191574879098695,2.9496209533028854,2.9496209533028854,0.24195392579580943,0.4193393282806086,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,13.25,FALSE
main__glasses__all_available,3.2322705093416664,2.956097284986179,2.956097284986179,0.2761732243554875,0.16040312340569496,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,13.75,FALSE
main__glasses__all_available,3.4361621432800757,2.965469901567906,2.965469901567906,0.47069224171216995,0.3817687375091967,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,14.25,FALSE
main__glasses__all_available,2.7636847919957654,2.977229281478592,2.977229281478592,-0.21354448948282645,-0.6474947575284667,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,14.75,FALSE
main__glasses__all_available,2.8084414548076757,2.9873704239568015,2.9873704239568015,-0.17892896914912582,-0.05873230968199885,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,15.25,FALSE
main__glasses__all_available,2.946784872911277,2.9916488947182462,2.9916488947182462,-0.044864021806969134,0.0850569338455193,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,15.75,FALSE
main__glasses__all_available,3.1908374733627043,2.981356140813311,2.981356140813311,0.20948133254939316,0.30342304580217866,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,16.25,FALSE
main__glasses__all_available,4.4432319362494965,2.948588488856114,2.948588488856114,1.4946434473933827,1.7434652705778177,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,16.75,FALSE
main__glasses__all_available,4.608481626062944,2.88721692708002,2.88721692708002,1.7212646989829241,1.0103434002306133,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,17.25,FALSE
main__glasses__all_available,3.0357272602815915,2.7889241648429173,2.7889241648429173,0.24680309543867418,-1.054384625826954,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,17.75,FALSE
main__glasses__all_available,3.459220704731617,2.647962478466989,2.647962478466989,0.811258226264628,0.8403893812315631,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,18.25,FALSE
main__glasses__all_available,2.000535781782012,2.464466620059456,2.464466620059456,-0.46393083827744386,-1.2385179118058802,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,18.75,FALSE
main__glasses__all_available,2.3275296665480583,2.2371930888444447,2.2371930888444447,0.09033657770361359,0.484652713247741,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,19.25,FALSE
main__glasses__all_available,2.1629447443372665,1.9683824180666538,1.9683824180666538,0.19456232627061265,0.17676219363560197,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,19.75,FALSE
main__glasses__all_available,1.5771416981757065,1.3281716323119162,1.3281716323119162,0.24897006586379034,0.24897006586379034,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,20.75,TRUE
main__glasses__all_available,1.396319483346633,0.9590405946889993,0.9590405946889993,0.43727888865763376,0.3607146403718128,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,21.25,FALSE
main__glasses__all_available,0.7337142930202255,0.5648145807361024,0.5648145807361024,0.16889971228412315,-0.1321355879488157,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,21.75,FALSE
main__glasses__all_available,-0.7771390770027886,0.14888214827850466,0.14888214827850466,-0.9260212252812933,-1.3178789485494264,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,22.25,FALSE
main__glasses__all_available,-1,-0.2777971745582251,-0.2777971745582251,-0.7222028254417749,-0.18604594967153926,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,22.75,FALSE
main__glasses__all_available,-1,-0.6963486933431254,-0.6963486933431254,-0.30365130665687456,0.18666708926980946,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,23.25,FALSE
main__glasses__all_available,-1,-1.0950520185335018,-1.0950520185335018,0.09505201853350176,0.36312682872627694,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-11,23.75,FALSE
main__glasses__all_available,-1,-0.96648344318438,-0.96648344318438,-0.03351655681562005,-0.03351655681562005,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,0.25,TRUE
main__glasses__all_available,-1,-1.0038798182803084,-1.0038798182803084,0.003879818280308367,0.03163131357449691,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,0.75,FALSE
main__glasses__all_available,-1,-1.0178526730436592,-1.0178526730436592,0.01785267304365923,0.019728334444970127,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,1.25,FALSE
main__glasses__all_available,-1,-1.0207072373670454,-1.0207072373670454,0.020707237367045384,0.012256746184067037,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,1.75,FALSE
main__glasses__all_available,-1,-1.0151610338070316,-1.0151610338070316,0.015161033807031599,0.002896934312591798,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,2.25,FALSE
main__glasses__all_available,-1,-0.9887105800528296,-0.9887105800528296,-0.011289419947170365,-0.02649334234788144,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,2.75,FALSE
main__glasses__all_available,-1,-0.9185216279068661,-0.9185216279068661,-0.08147837209313391,-0.0951461231574448,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,3.25,FALSE
main__glasses__all_available,-1,-0.7836749130263495,-0.7836749130263495,-0.2163250869736505,-0.21162473317321454,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,3.75,FALSE
main__glasses__all_available,-1,-0.574908196422515,-0.574908196422515,-0.425091803577485,-0.37111864014048696,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,4.25,FALSE
main__glasses__all_available,-0.8025662785922771,-0.29756256124986713,-0.29756256124986713,-0.50500371734241,-0.3071081285651989,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,4.75,FALSE
main__glasses__all_available,0.5976342536936476,0.0351760186710917,0.0351760186710917,0.562458235022556,1.1207163235208786,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,5.25,FALSE
main__glasses__all_available,1.4663188473073567,0.40245724316655285,0.40245724316655285,1.0638616041408038,0.9120176826894317,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,5.75,FALSE
main__glasses__all_available,1.6101714251695751,0.785597377186719,0.785597377186719,0.8245740479828562,0.20718270110265513,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,6.25,FALSE
main__glasses__all_available,1.6496441860496256,1.176669931715716,1.176669931715716,0.4729742543339095,-0.05173844255152562,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,6.75,FALSE
main__glasses__all_available,2.673781050849661,1.553603217394929,1.553603217394929,1.1201778334547319,1.055202894489375,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,7.25,FALSE
main__glasses__all_available,3.0082140552492818,1.8899611449653548,1.8899611449653548,1.118252910283927,0.5376908402307193,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,7.75,FALSE
main__glasses__all_available,2.132546953398741,2.171174551481418,2.171174551481418,-0.03862759808267713,-0.939284950901926,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,8.25,FALSE
main__glasses__all_available,2.2495824599424163,2.3843050985640777,2.3843050985640777,-0.13472263862166134,-0.14143692399464206,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,8.75,FALSE
main__glasses__all_available,2.181998642758022,2.526548113047304,2.526548113047304,-0.34454947028928196,-0.33312469492749575,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,9.25,FALSE
main__glasses__all_available,2.065091081672485,2.624721282571515,2.624721282571515,-0.5596302008990302,-0.4410179594604108,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,9.75,FALSE
main__glasses__all_available,2.2114065341834928,2.6979030596002165,2.6979030596002165,-0.4864965254167237,-0.17638851859252558,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,10.25,FALSE
main__glasses__all_available,2.3353131117292487,2.7567400754601463,2.7567400754601463,-0.4214269637308976,-0.15142942188557112,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,10.75,FALSE
main__glasses__all_available,2.6975073495124917,2.809481541313405,2.809481541313405,-0.11197419180091339,0.19227196819647402,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,11.25,FALSE
main__glasses__all_available,3.0222846136564505,2.8524697841524067,2.8524697841524067,0.1698148295040438,0.3061357994737501,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,11.75,FALSE
main__glasses__all_available,2.5966709377350865,2.8810995101210226,2.8810995101210226,-0.2844285723859361,-0.49864382541267493,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,12.25,FALSE
main__glasses__all_available,2.6314282662724966,2.8977603564498726,2.8977603564498726,-0.266332090177376,-0.11402422417312941,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,12.75,FALSE
main__glasses__all_available,2.7749293698909443,2.9068579746261825,2.9068579746261825,-0.13192860473523815,0.043343713909754375,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,13.25,FALSE
main__glasses__all_available,2.9134181876411747,2.913334306309476,2.913334306309476,8.388133169878742e-5,0.10509748741634851,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,13.75,FALSE
main__glasses__all_available,2.691836403853423,2.922706922891203,2.922706922891203,-0.23087051903777978,-0.2951221462101495,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,14.25,FALSE
main__glasses__all_available,3.3347014004031794,2.934466302801889,2.934466302801889,0.4002350976012905,0.6952348168564941,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,14.75,FALSE
main__glasses__all_available,3.07388301711178,2.844453948403317,2.844453948403317,0.22942906870846302,0.22942906870846302,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,17.25,TRUE
main__glasses__all_available,3.4692503258847713,2.7461611861662143,2.7461611861662143,0.723089139718557,0.7415346412224616,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,17.75,FALSE
main__glasses__all_available,2.3377080080543964,2.605199499790286,2.605199499790286,-0.2674914917358895,-0.9173000225308559,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,18.25,FALSE
main__glasses__all_available,2.318017049510734,2.421703641382753,2.421703641382753,-0.10368659187201912,0.08036002229206429,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,18.75,FALSE
main__glasses__all_available,2.1353641426905527,2.1944301101677417,2.1944301101677417,-0.05906596747718895,0.007027930096891277,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,19.25,FALSE
main__glasses__all_available,1.7555877708857512,1.9256194393899508,1.9256194393899508,-0.1700316685041996,-0.170297215876851,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,19.75,FALSE
main__glasses__all_available,1.4705640171400558,1.6227904869230447,1.6227904869230447,-0.15222646978298893,-0.059234182097186366,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,20.25,FALSE
main__glasses__all_available,2.0833931166767656,1.2854086536352132,1.2854086536352132,0.7979844630415525,1.1409776189656167,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,20.75,FALSE
main__glasses__all_available,1.1381219238545282,0.9162776160122961,0.9162776160122961,0.22184430784223208,-0.35152534060973056,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,21.25,FALSE
main__glasses__all_available,0.628110665372849,0.5220516020593992,0.5220516020593992,0.10605906331344983,-0.04100142553980751,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,21.75,FALSE
main__glasses__all_available,-0.8554257923903836,0.10611916960180155,0.10611916960180155,-0.9615449619921852,-1.313269421468877,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,22.25,FALSE
main__glasses__all_available,-1,-0.3205601532349282,-0.3205601532349282,-0.6794398467650717,-0.10312413726889794,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,22.75,FALSE
main__glasses__all_available,-1,-0.7391116720198286,-0.7391116720198286,-0.26088832798017136,0.20728744204931507,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,23.25,FALSE
main__glasses__all_available,-1,-1.1378149972102047,-1.1378149972102047,0.13781499721020474,0.38374718150578224,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-12,23.75,FALSE
main__glasses__all_available,-1,-0.9167864003869215,-0.9167864003869215,-0.0832135996130785,-0.0832135996130785,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,0.25,TRUE
main__glasses__all_available,-1,-0.95418277548285,-0.95418277548285,-0.04581722451714998,0.007667347866465936,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,0.75,FALSE
main__glasses__all_available,-1,-0.9681556302462009,-0.9681556302462009,-0.03184436975379912,-0.004235631263060929,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,1.25,FALSE
main__glasses__all_available,-1,-0.971010194569587,-0.971010194569587,-0.028989805430412963,-0.011707219523964021,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,1.75,FALSE
main__glasses__all_available,-1,-0.9654639910095733,-0.9654639910095733,-0.03453600899042675,-0.02106703139543926,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,2.25,FALSE
main__glasses__all_available,-1,-0.9390135372553712,-0.9390135372553712,-0.06098646274462882,-0.05045730805591264,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,2.75,FALSE
main__glasses__all_available,-1,-0.8688245851094076,-0.8688245851094076,-0.13117541489059237,-0.11911008886547592,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,3.25,FALSE
main__glasses__all_available,-1,-0.733977870228891,-0.733977870228891,-0.26602212977110895,-0.23558869888124565,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,3.75,FALSE
main__glasses__all_available,-1,-0.5252111536250565,-0.5252111536250565,-0.47478884637494345,-0.39508260584851806,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,4.25,FALSE
main__glasses__all_available,-0.8899717564653188,-0.24786551845240873,-0.24786551845240873,-0.6421062380129101,-0.44277738123317784,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,4.75,FALSE
main__glasses__all_available,0.4715117369769623,0.0848730614685501,0.0848730614685501,0.3866386755084122,1.0051244887039785,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,5.25,FALSE
main__glasses__all_available,1.1123424242218418,0.45215428596401125,0.45215428596401125,0.6601881382578305,0.5360371842772361,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,5.75,FALSE
main__glasses__all_available,2.12333358923018,0.8352944199841774,0.8352944199841774,1.2880391692460025,1.120744826949052,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,6.25,FALSE
main__glasses__all_available,1.877348305763564,1.2263669745131744,1.2263669745131744,0.6509813312503896,-0.1930740074301863,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,6.75,FALSE
main__glasses__all_available,2.053504841945801,1.6033002601923874,1.6033002601923874,0.4502045817534135,0.057308693742984834,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,7.25,FALSE
main__glasses__all_available,2.6006126483427643,1.9396581877628132,1.9396581877628132,0.6609544605799511,0.48643008165940127,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,7.75,FALSE
main__glasses__all_available,2.9340126282816095,2.220871594278876,2.220871594278876,0.7131410340027333,0.38540801748729736,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,8.25,FALSE
main__glasses__all_available,2.248637150176037,2.434002141361536,2.434002141361536,-0.18536499118549887,-0.8044245183779185,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,8.75,FALSE
main__glasses__all_available,2.4222993194369775,2.576245155844762,2.576245155844762,-0.1539458364077846,-0.04922912120781577,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,9.25,FALSE
main__glasses__all_available,2.329897544659049,2.6744183253689733,2.6744183253689733,-0.3445207807099244,-0.3177899895793676,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,9.75,FALSE
main__glasses__all_available,2.2991657722316234,2.7476001023976746,2.7476001023976746,-0.44843433016605116,-0.2989310862625182,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,10.25,FALSE
main__glasses__all_available,2.7499998775726286,2.8064371182576044,2.8064371182576044,-0.0564372406849758,0.28474165167735327,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,10.75,FALSE
main__glasses__all_available,2.7739008526148865,2.8591785841108632,2.8591785841108632,-0.08527773149597673,-0.06407260181116688,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,11.25,FALSE
main__glasses__all_available,3.145560842224411,2.902166826949865,2.902166826949865,0.24339401527454596,0.37892556617329776,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,11.75,FALSE
main__glasses__all_available,2.9699758418661797,2.9307965529184807,2.9307965529184807,0.039179288947698954,-0.14362411091225982,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,12.25,FALSE
main__glasses__all_available,2.8889076389214883,2.9474573992473307,2.9474573992473307,-0.05854976032584247,-0.10600664564061296,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,12.75,FALSE
main__glasses__all_available,3.1691924334801334,2.9565550174236406,2.9565550174236406,0.21263741605649278,0.3183478263112309,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,13.25,FALSE
main__glasses__all_available,2.651481972484046,2.963031349106934,2.963031349106934,-0.31154937662288784,-0.5673832523091532,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,13.75,FALSE
main__glasses__all_available,3.846862368625734,2.984163345599347,2.984163345599347,0.8626990230263871,0.8626990230263871,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,14.75,TRUE
main__glasses__all_available,3.269116240747984,2.955522552976869,2.955522552976869,0.3135936877711152,0.3135936877711152,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,16.75,TRUE
main__glasses__all_available,3.1829525425247973,2.894150991200775,2.894150991200775,0.2888015513240223,0.11953054380787233,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,17.25,FALSE
main__glasses__all_available,2.101902233205027,2.7958582289636724,2.7958582289636724,-0.6939559957586456,-1.116715950143848,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,17.75,FALSE
main__glasses__all_available,2.571213904400662,2.654896542587744,2.654896542587744,-0.08368263818708188,0.4453106325188954,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,18.25,FALSE
main__glasses__all_available,1.804140947401544,2.471400684180211,2.471400684180211,-0.6672597367786672,-0.7861706395891377,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,18.75,FALSE
main__glasses__all_available,2.13989010097668,2.2441271529652,2.2441271529652,-0.10423705198851962,0.3977966493297554,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,19.25,FALSE
main__glasses__all_available,2.442843183991502,1.9753164821874092,1.9753164821874092,0.4675267018040927,0.680457968137947,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,19.75,FALSE
main__glasses__all_available,2.1167049439460848,1.672487529720503,1.672487529720503,0.4442174142255817,0.1956523025043422,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,20.25,FALSE
main__glasses__all_available,2.476742932086412,1.3351056964326715,1.3351056964326715,1.1416372356537403,1.1055132980249596,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,20.75,FALSE
main__glasses__all_available,1.3600493107678888,0.9659746588097545,0.9659746588097545,0.3940746519581343,-0.40489561033634414,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,21.25,FALSE
main__glasses__all_available,0.4567707810445486,0.5717486448568576,0.5717486448568576,-0.11497786381230901,-0.4605522345411448,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,21.75,FALSE
main__glasses__all_available,-0.9104873824706454,0.15581621239925997,0.15581621239925997,-1.0663035948699053,-1.2712485524395123,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,22.25,FALSE
main__glasses__all_available,-1,-0.2708631104374698,-0.2708631104374698,-0.7291368895625302,-0.0832694625577063,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,22.75,FALSE
main__glasses__all_available,-1,-0.6894146292223702,-0.6894146292223702,-0.3105853707776298,0.18332347634128393,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,23.25,FALSE
main__glasses__all_available,-1,-1.0881179544127464,-1.0881179544127464,0.08811795441274639,0.3597832157977513,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-13,23.75,FALSE
main__glasses__all_available,-1,-0.9735685483206414,-0.9735685483206414,-0.026431451679358564,-0.026431451679358564,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-14,0.25,TRUE
main__glasses__all_available,-1,-1.0109649234165698,-1.0109649234165698,0.01096492341656985,0.03504775863774016,BAUA,BAUA::BAUA_S001,BAUA::BAUA_S001::2025-06-14,0.75,FALSE
