metric_order,metric_id,manuscript_name,factor_order,factor_id,factor_label,effect_type__chest,effect_type__glasses,estimate_model_per_sd__chest,estimate_model_per_sd__glasses,conf_low_model_per_sd__chest,conf_low_model_per_sd__glasses,conf_high_model_per_sd__chest,conf_high_model_per_sd__glasses,estimate_practical_per_sd__chest,estimate_practical_per_sd__glasses,conf_low_practical_per_sd__chest,conf_low_practical_per_sd__glasses,conf_high_practical_per_sd__chest,conf_high_practical_per_sd__glasses,estimate_difference_chest_minus_near_eye,sign_concordant,component_intervals_overlap,stability_class,difference_interval_status
3,daily_geometric_mean_medi,Mean melEDI,3,leba_f4,Controlling and using ambient light before bedtime,ratio,ratio,-0.00514379549901177,-0.03301235518918541,-0.06995375213099701,-0.0941439502512629,0.05966616113297347,0.02811923987289207,0.9882258375511724,0.9268034564891332,0.851228680423501,0.8051115365473951,1.1472713836637245,1.0668890060174157,0.02786855969017364,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
3,daily_geometric_mean_medi,Mean melEDI,4,leba_f5,Using light in the morning and during daytime,ratio,ratio,-0.03011136934648965,-0.03042867808471336,-0.09772261783451362,-0.0944918736921973,0.03749987914153431,0.03363451752277058,0.9330150101761584,0.9323335700443232,0.79850452611282,0.8044668012040876,1.0901841890011057,1.0805242485215634,3.173087382237101e-4,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
4,m10_mean_medi,Brightest 10 h mean,1,leba_f2,Spending time outdoors,ratio,ratio,0.04637805490771553,0.0641049895763489,-0.04644106605465875,-0.02169410482353312,0.13919717587008978,0.14990408397623092,1.1126999150910315,1.159057521470141,0.8985845225982496,0.9512745876890928,1.377834883538423,1.4122256133636757,-0.01772693466863337,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
4,m10_mean_medi,Brightest 10 h mean,2,leba_f3,Using phones and smartwatches in bed before sleep,ratio,ratio,-0.06023321996162652,-0.03586663956365634,-0.15037770148999016,-0.11998595266693898,0.02991126156673714,0.0482526735396263,0.870496000398764,0.9207322610583708,0.7073303587955015,0.7586021117539867,1.0713003864285204,1.1175132304780386,-0.02436658039797017,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
4,m10_mean_medi,Brightest 10 h mean,3,leba_f4,Controlling and using ambient light before bedtime,ratio,ratio,0.01216341002118181,7.994815257845798e-4,-0.08138785490502581,-0.08616576499963444,0.10571467494738944,0.0877647280512036,1.0284031779513187,1.0018425696925957,0.8291099844180118,0.8200384857246992,1.2756004828029617,1.2239529630871724,0.01136392849539723,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
4,m10_mean_medi,Brightest 10 h mean,4,leba_f5,Using light in the morning and during daytime,ratio,ratio,-0.04434280174426773,-0.03743212893002112,-0.14194017381452295,-0.12816820264748768,0.0532545703259875,0.05330394478744545,0.9029364773467456,0.9174192974787252,0.7212068221015457,0.7444435943841821,1.1304583610948662,1.1305868889671802,-0.00691067281424661,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
5,l10_mean_medi,Darkest 10 h mean,1,leba_f2,Spending time outdoors,ratio,ratio,-0.023014268054950767,-0.030728499271600658,-0.06920641892945582,-0.07813576886060482,0.023177882819554286,0.0166787703174035,0.9483873050314984,0.931690142827227,0.8526947343103786,0.8353418333828989,1.0548188515229124,1.0391512642507976,0.007714231216649891,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
5,l10_mean_medi,Darkest 10 h mean,2,leba_f3,Using phones and smartwatches in bed before sleep,ratio,ratio,-0.028573070754289692,-0.02069342299855177,-0.07345787075936343,-0.06702961022661058,0.016311729250784047,0.02564276422950705,0.9363256683210429,0.9534689989982229,0.8443881487893159,0.856979414325114,1.0382734035453585,1.0608226018668228,-0.007879647755737924,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
5,l10_mean_medi,Darkest 10 h mean,3,leba_f4,Controlling and using ambient light before bedtime,ratio,ratio,-0.008034708629083006,-0.04126613109116702,-0.05462700633503892,-0.08858721360730873,0.03855758907687291,0.006054951424974682,0.9816694852798364,0.9093558581543723,0.8818058865605077,0.8154790088426679,1.0928425325990991,1.0140396843975854,0.03323142246208402,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
5,l10_mean_medi,Darkest 10 h mean,4,leba_f5,Using light in the morning and during daytime,ratio,ratio,-0.014605596407549763,-0.01570872005828081,-0.06335431634586429,-0.06587017465840979,0.03414312353076477,0.034452734541848155,0.9669285944891394,0.9644756775458175,0.8642625280734955,0.859270348149483,1.0817904010310577,1.0825618905397618,0.0011031236507310464,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
6,duration_above_1000,"Time above 1,000 lx melEDI",1,leba_f2,Spending time outdoors,ratio,ratio,0.16786069307047463,0.18877218960459785,0.02903554901618509,0.05674428046927846,0.30668583712476416,0.32080009873991727,1.182771830858508,1.207765779540673,1.0294611901571675,1.0583851260395831,1.3589139806803303,1.3782300434321626,-0.02091149653412322,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
6,duration_above_1000,"Time above 1,000 lx melEDI",2,leba_f3,Using phones and smartwatches in bed before sleep,ratio,ratio,-0.06463267506242892,-0.06949980428082765,-0.20255359972713935,-0.2012808313783656,0.07328824960228147,0.06228122281671033,0.9374117348507662,0.9328603159631872,0.8166427095986061,0.8176827683281532,1.0760406605084851,1.064261597291844,0.00486712921839872,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
6,duration_above_1000,"Time above 1,000 lx melEDI",3,leba_f4,Controlling and using ambient light before bedtime,ratio,ratio,-0.00164406657363805,-0.01098719309476705,-0.14498782728601872,-0.14731762110701413,0.14169969413874264,0.12534323491748003,0.998357284163476,0.9890729456577404,0.86503282284379035,0.8630198205688393,1.1522305749804604,1.1335374559384723,0.0093431265211289909,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
6,duration_above_1000,"Time above 1,000 lx melEDI",4,leba_f5,Using light in the morning and during daytime,ratio,ratio,-0.18920421485537953,-0.19361122830176536,-0.33540985343809043,-0.33271012737094424,-0.04299857627266865,-0.05451232923258643,0.827617477652692,0.8239781814040926,0.7150449626514529,0.7169779963329344,0.9579127538726284,0.9469468336580928,0.00440701344638583,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
7,duration_above_250_wake,Time above 250 lx melEDI during wake,1,leba_f2,Spending time outdoors,ratio,ratio,0.06154420183291755,0.0799533127385431,-0.04369245301800797,-0.02646337049620956,0.16678085668384304,0.1863699959732958,1.0634775031448085,1.0832364931489993,0.9572483110360276,0.973883716059472,1.1814953201338676,1.204867974215195,-0.01840911090562555,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
7,duration_above_250_wake,Time above 250 lx melEDI during wake,2,leba_f3,Using phones and smartwatches in bed before sleep,ratio,ratio,-0.0718030925835813,-0.05528451766872967,-0.17212384133999353,-0.15793142805822102,0.02851765617283096,0.0473623927207617,0.9307141422865006,0.946215894511198,0.841874907795763,0.8539083341135131,1.02892817760788,1.048501909698668,-0.01651857491485162,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
7,duration_above_250_wake,Time above 250 lx melEDI during wake,3,leba_f4,Controlling and using ambient light before bedtime,ratio,ratio,0.01508025090128312,0.02647971242144232,-0.09109439582348276,-0.08109410076951312,0.121254897626049,0.1340535256123978,1.0151945316229154,1.0268334150867915,0.912931529908218,0.9221069163914668,1.1289126328462815,1.143454022083464,-0.0113994615201592,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
7,duration_above_250_wake,Time above 250 lx melEDI during wake,4,leba_f5,Using light in the morning and during daytime,ratio,ratio,-0.08654319179874627,-0.07192668821696328,-0.19743795391424795,-0.18481796616151064,0.02435157031675538,0.04096458972758406,0.9170959369061198,0.9305991171910334,0.820831068402632,0.8312555867258039,1.0246504912715568,1.04181521393178,-0.01461650358178298,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,1,leba_f2,Spending time outdoors,difference,difference,0.01156063633697607,0.00870903437772808,-0.12780067518412025,-0.13709513828621225,0.1509219478580724,0.15451320704166843,0.01156063633697607,0.00870903437772808,-0.12780067518412025,-0.13709513828621225,0.1509219478580724,0.15451320704166843,0.00285160195924798,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,2,leba_f3,Using phones and smartwatches in bed before sleep,difference,difference,0.1241598549128644,0.11021755096891012,-0.00681756831505593,-0.02763353043421555,0.25513727814078474,0.2480686323720358,0.1241598549128644,0.11021755096891012,-0.00681756831505593,-0.02763353043421555,0.25513727814078474,0.2480686323720358,0.01394230394395429,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,3,leba_f4,Controlling and using ambient light before bedtime,difference,difference,0.00316992755688632,-0.00569422016989506,-0.1380654709639058,-0.15339819398893964,0.14440532607767848,0.14200975364914953,0.00316992755688632,-0.00569422016989506,-0.1380654709639058,-0.15339819398893964,0.14440532607767848,0.14200975364914953,0.00886414772678139,FALSE,TRUE,direction_differs,deferred: paired participant-cluster interval requires an approved expensive resampling run
8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,4,leba_f5,Using light in the morning and during daytime,difference,difference,0.02370715096057775,0.00989402258630697,-0.12495590036432512,-0.145524552658703,0.17237020228548064,0.16531259783131694,0.02370715096057775,0.00989402258630697,-0.12495590036432512,-0.145524552658703,0.17237020228548064,0.16531259783131694,0.01381312837427078,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,1,leba_f2,Spending time outdoors,ratio,ratio,0.0305202078410991,0.03153320040416064,-0.00537603187261255,-0.00894512058576899,0.06641644755481074,0.07201152139409028,1.030990723935,1.0320356390271868,0.9946383931254088,0.9910947679807602,1.0686716702137142,1.0746677256628705,-0.00101299256306153,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,2,leba_f3,Using phones and smartwatches in bed before sleep,ratio,ratio,0.00329116729817129,-0.00323634761531054,-0.03239273683926986,-0.04317943710603868,0.03897507143561245,0.03670674187541761,1.00329658913569,0.996768883712646,0.9681262885478676,0.957739520639693,1.0397445639877791,1.037388753545582,0.00652751491348184,FALSE,TRUE,direction_differs,deferred: paired participant-cluster interval requires an approved expensive resampling run
9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,3,leba_f4,Controlling and using ambient light before bedtime,ratio,ratio,0.00233194524716338,0.02743668793924504,-0.03473537357495412,-0.01389150726016238,0.0393992640692809,0.06876488313865246,1.0023346663462216,1.0278165398640338,0.9658609747791532,0.9862045344909126,1.0401857095314495,1.07118432604186,-0.02510474269208165,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,4,leba_f5,Using light in the morning and during daytime,ratio,ratio,-0.00590287466680486,-0.01039444209639827,-0.04505538602717304,-0.05416402451013056,0.03324963669356331,0.03337514031733402,0.9941145130684976,0.9896593934253174,0.9559445343968812,0.9472767171588262,1.033808583587881,1.033938338453589,0.0044915674295934,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,1,leba_f2,Spending time outdoors,ratio,ratio,0.02750447203653253,0.03438205181535691,-0.01616084706053244,-0.01177207031390065,0.0711697911335975,0.08053617394461447,1.0653798340878828,1.0823857146896336,0.9634721221050412,0.9732578822601696,1.1780664586342635,1.203749650240192,-0.00687757977882438,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,2,leba_f3,Using phones and smartwatches in bed before sleep,ratio,ratio,-0.03079020865469459,-0.02191077383761583,-0.07336526585824182,-0.06722187875319732,0.01178484854885263,0.02340033107796564,0.9315577673496584,0.9508001162653904,0.8445682174330789,0.8566001009594826,1.0275071403314349,1.0553592745058995,-0.00887943481707876,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,3,leba_f4,Controlling and using ambient light before bedtime,ratio,ratio,-0.01040992815940124,-0.00735498099704363,-0.05452347279345176,-0.05415634331017786,0.03370361647464928,0.03944638131609059,0.9763152473393648,0.9832071293341746,0.8820161295486203,0.8827620543659598,1.0806961803239692,1.0950813465445952,-0.0030549471623576,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,4,leba_f5,Using light in the morning and during daytime,ratio,ratio,-0.03191793909851582,-0.02651249642828784,-0.07774562869744255,-0.0752675570879778,0.013909750500410911,0.02224256423140212,0.9291419336147764,0.9407787595949072,0.8360925839445688,0.8408769404890655,1.0325468128522963,1.052549584711131,-0.00540544267022797,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
11,m10_midpoint,Midpoint of the brightest 10 hours,1,leba_f2,Spending time outdoors,difference,difference,0.05150442791587047,0.14549877793295088,-0.15378539011632125,-0.0502657478163872,0.2567942459480622,0.34126330368228897,0.05150442791587047,0.14549877793295088,-0.15378539011632125,-0.0502657478163872,0.2567942459480622,0.34126330368228897,-0.0939943500170804,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
11,m10_midpoint,Midpoint of the brightest 10 hours,2,leba_f3,Using phones and smartwatches in bed before sleep,difference,difference,0.03186778166021532,0.05995826816088354,-0.16889191859772826,-0.13315985756368096,0.2326274819181589,0.25307639388544806,0.03186778166021532,0.05995826816088354,-0.16889191859772826,-0.13315985756368096,0.2326274819181589,0.25307639388544806,-0.02809048650066822,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
11,m10_midpoint,Midpoint of the brightest 10 hours,3,leba_f4,Controlling and using ambient light before bedtime,difference,difference,0.0184577350429323,0.06157709597841625,-0.18786907498756447,-0.13667100596647772,0.22478454507342907,0.25982519792331027,0.0184577350429323,0.06157709597841625,-0.18786907498756447,-0.13667100596647772,0.22478454507342907,0.25982519792331027,-0.04311936093548395,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
11,m10_midpoint,Midpoint of the brightest 10 hours,4,leba_f5,Using light in the morning and during daytime,difference,difference,0.1157118563502946,-0.00544248115966262,-0.09951108846190844,-0.21374491429827783,0.3309348011624976,0.20285995197895257,0.1157118563502946,-0.00544248115966262,-0.09951108846190844,-0.21374491429827783,0.3309348011624976,0.20285995197895257,0.12115433750995724,FALSE,TRUE,direction_differs,deferred: paired participant-cluster interval requires an approved expensive resampling run
12,l10_midpoint,Midpoint of the darkest 10 hours,1,leba_f2,Spending time outdoors,difference,difference,-0.04940470610945838,-0.05288617556867344,-0.24353189980284265,-0.2521123362354972,0.1447224875839259,0.14633998509815033,-0.04940470610945838,-0.05288617556867344,-0.24353189980284265,-0.2521123362354972,0.1447224875839259,0.14633998509815033,0.00348146945921505,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
12,l10_midpoint,Midpoint of the darkest 10 hours,2,leba_f3,Using phones and smartwatches in bed before sleep,difference,difference,0.08175318692466758,-0.00115966896857305,-0.10738062278789888,-0.1959663149044738,0.27088699663723403,0.1936469769673277,0.08175318692466758,-0.00115966896857305,-0.10738062278789888,-0.1959663149044738,0.27088699663723403,0.1936469769673277,0.08291285589324064,FALSE,TRUE,direction_differs,deferred: paired participant-cluster interval requires an approved expensive resampling run
12,l10_midpoint,Midpoint of the darkest 10 hours,3,leba_f4,Controlling and using ambient light before bedtime,difference,difference,-0.1276801948302526,-0.0362534759561267,-0.32116398365607984,-0.2364506104365826,0.06580359399557467,0.1639436585243292,-0.1276801948302526,-0.0362534759561267,-0.32116398365607984,-0.2364506104365826,0.06580359399557467,0.1639436585243292,-0.09142671887412589,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
12,l10_midpoint,Midpoint of the darkest 10 hours,4,leba_f5,Using light in the morning and during daytime,difference,difference,0.14072344694208175,0.2522196535353719,-0.06196656386947615,0.04793526356726418,0.3434134577536397,0.4565040435034795,0.14072344694208175,0.2522196535353719,-0.06196656386947615,0.04793526356726418,0.3434134577536397,0.4565040435034795,-0.11149620659329015,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,1,leba_f2,Spending time outdoors,difference,difference,-0.01295704699388089,0.055322059283599,-0.2036429047279839,-0.1357019743097223,0.17772881074022212,0.24634609287692033,-0.01295704699388089,0.055322059283599,-0.2036429047279839,-0.1357019743097223,0.17772881074022212,0.24634609287692033,-0.06827910627747989,FALSE,TRUE,direction_differs,deferred: paired participant-cluster interval requires an approved expensive resampling run
13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,2,leba_f3,Using phones and smartwatches in bed before sleep,difference,difference,0.0926511454511767,0.05284120346712236,-0.09054884164017823,-0.13143183282067314,0.27585113254253163,0.23711423975491788,0.0926511454511767,0.05284120346712236,-0.09054884164017823,-0.13143183282067314,0.27585113254253163,0.23711423975491788,0.03980994198405433,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,3,leba_f4,Controlling and using ambient light before bedtime,difference,difference,-0.05019752349475309,-0.09369626771773792,-0.23894409369176048,-0.2820660017658421,0.13854904670225432,0.09467346633036632,-0.05019752349475309,-0.09369626771773792,-0.23894409369176048,-0.2820660017658421,0.13854904670225432,0.09467346633036632,0.04349874422298482,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,4,leba_f5,Using light in the morning and during daytime,difference,difference,-0.05571225932809547,-0.16820247776837238,-0.2537290196285621,-0.36400735954613334,0.14230450097237116,0.02760240400938863,-0.05571225932809547,-0.16820247776837238,-0.2537290196285621,-0.36400735954613334,0.14230450097237116,0.02760240400938863,0.11249021844027692,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
14,first_timing_above_250,First light timing above 250 lx melEDI,1,leba_f2,Spending time outdoors,difference,difference,-0.06048566894507086,-0.1229278426772462,-0.35098347502094357,-0.4064242469580868,0.23001213713080185,0.16056856160359437,-0.06048566894507086,-0.1229278426772462,-0.35098347502094357,-0.4064242469580868,0.23001213713080185,0.16056856160359437,0.06244217373217534,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
14,first_timing_above_250,First light timing above 250 lx melEDI,2,leba_f3,Using phones and smartwatches in bed before sleep,difference,difference,0.236415923500338,0.171041082510372,-0.0414171726191489,-0.10221035749233888,0.5142490196198249,0.44429252251308293,0.236415923500338,0.171041082510372,-0.0414171726191489,-0.10221035749233888,0.5142490196198249,0.44429252251308293,0.06537484098996602,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
14,first_timing_above_250,First light timing above 250 lx melEDI,3,leba_f4,Controlling and using ambient light before bedtime,difference,difference,-0.19883103338273367,-0.1128789732909464,-0.4849342544684612,-0.3942595049973502,0.0872721877029938,0.16850155841545736,-0.19883103338273367,-0.1128789732909464,-0.4849342544684612,-0.3942595049973502,0.0872721877029938,0.16850155841545736,-0.08595206009178728,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
14,first_timing_above_250,First light timing above 250 lx melEDI,4,leba_f5,Using light in the morning and during daytime,difference,difference,-0.17546674532207518,-0.09031385978323934,-0.4776848134995421,-0.3873215352770005,0.12675132285539176,0.20669381571052176,-0.17546674532207518,-0.09031385978323934,-0.4776848134995421,-0.3873215352770005,0.12675132285539176,0.20669381571052176,-0.08515288553883583,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
15,last_timing_above_250,Last light timing above 250 lx melEDI,1,leba_f2,Spending time outdoors,difference,difference,0.13680400588477626,0.27105015899317764,-0.11911807333878598,-0.0151816439121937,0.3927260851083385,0.557281961898549,0.13680400588477626,0.27105015899317764,-0.11911807333878598,-0.0151816439121937,0.3927260851083385,0.557281961898549,-0.13424615310840138,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
15,last_timing_above_250,Last light timing above 250 lx melEDI,2,leba_f3,Using phones and smartwatches in bed before sleep,difference,difference,-0.10152932817017324,0.01075541954938572,-0.348349196065253,-0.26976109923020053,0.1452905397249065,0.29127193832897197,-0.10152932817017324,0.01075541954938572,-0.348349196065253,-0.26976109923020053,0.1452905397249065,0.29127193832897197,-0.11228474771955896,FALSE,TRUE,direction_differs,deferred: paired participant-cluster interval requires an approved expensive resampling run
15,last_timing_above_250,Last light timing above 250 lx melEDI,3,leba_f4,Controlling and using ambient light before bedtime,difference,difference,0.04063601595676908,0.16473859216931527,-0.21558547133195607,-0.1236003378765291,0.29685750324549426,0.4530775222151596,0.04063601595676908,0.16473859216931527,-0.21558547133195607,-0.1236003378765291,0.29685750324549426,0.4530775222151596,-0.1241025762125462,TRUE,TRUE,direction_and_component_intervals_compatible,deferred: paired participant-cluster interval requires an approved expensive resampling run
