run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,inference_status,production_contract_sha256,approximation,measure,estimate,conf_low,conf_high,bootstrap_successful_used,interval_method,status
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,latitude_part_r2,0.02694631476968321,0.0013870519203152923,0.07816577955693962,1000,joint_parametric_percentile,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,unrepresented_share,0.35928627727906337,0.2872401760776526,0.428265346708524,1000,joint_parametric_percentile,PASS
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,marginal_r2,0.2779912438854622,0.21280026179356556,0.3810577000616489,1000,joint_parametric_percentile,PASS
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,conditional_r2,0.6048423325610649,0.5458017443114574,0.6824312248229718,1000,joint_parametric_percentile,PASS
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,participant_associated_share,0.3268510886756027,0.24054317461529717,0.3996486777522504,1000,joint_parametric_percentile,PASS
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,site_part_r2,0.0957448485769388,0.05975543729505116,0.1776829149052012,1000,joint_parametric_percentile,PASS
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,photoperiod_part_r2,0.13020112811701484,0.06735818669535808,0.20565798969190885,1000,joint_parametric_percentile,PASS
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,latitude_model_marginal_r2,0.2141058303350113,0.1293140051007347,0.29352764976963475,1000,joint_parametric_percentile,PASS
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,latitude_part_r2,0.02741024149147912,0.0026479816708844996,0.06855859651067288,1000,joint_parametric_percentile,PASS
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,unrepresented_share,0.3951576674389351,0.3175687751770282,0.4541982556885426,1000,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,marginal_r2,0.22632207663050613,0.15926512327991676,0.3410458148226779,1000,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,conditional_r2,0.5157975270533834,0.4353926632916146,0.6100019622000273,1000,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,participant_associated_share,0.2894754504228773,0.19157509252994784,0.37200391914289865,1000,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,site_part_r2,0.07364087049750256,0.0409941584573917,0.1659176262297467,1000,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,photoperiod_part_r2,0.10980308364184418,0.045495239199352076,0.18228120957129168,1000,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,latitude_model_marginal_r2,0.16548215051891454,0.09305728720601875,0.257223169022979,1000,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,latitude_part_r2,0.00926030175502824,6.016057291702881e-5,0.040732929443149775,1000,joint_parametric_percentile,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,unrepresented_share,0.48420247294661656,0.3899980377999726,0.5646073367083855,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,marginal_r2,0.08359199946915691,0.055776966500803576,0.20418587040599664,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,conditional_r2,0.8890518008328833,0.8660591218987496,0.9151793517019162,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,participant_associated_share,0.8054598013637264,0.6914632079882849,0.8365574213032488,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,site_part_r2,0.07663185742512943,0.04599038159118881,0.18860677922398358,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,photoperiod_part_r2,0.02059939910542418,2.8027418872107805e-4,0.07385815945421689,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,latitude_model_marginal_r2,0.05808489761523664,0.013659462277172817,0.13492195519545813,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,latitude_part_r2,0.05099002092134452,0.00582824952247406,0.12431384784060241,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,unrepresented_share,0.11094819916711672,0.0848206482980838,0.13394087810125044,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,marginal_r2,0.29902591277025087,0.22127784729428598,0.4239730793879279,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,conditional_r2,0.6394499068139351,0.5781651365568549,0.7192894557878209,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,participant_associated_share,0.34042399404368423,0.23253651208362172,0.42669517639001214,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,site_part_r2,0.11185797156381462,0.06328224362583187,0.21798367902243643,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,photoperiod_part_r2,0.1947345156727288,0.10386059255202083,0.28636106508299547,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,latitude_model_marginal_r2,0.22111204586951383,0.1294305002989125,0.31408829670479665,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,latitude_part_r2,0.02816009009825863,0.001988193556688978,0.08066910114410814,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,unrepresented_share,0.3605500931860649,0.2807105442121792,0.42183486344314514,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,marginal_r2,0.27994659564495544,0.2186829156661732,0.37640368263525165,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,conditional_r2,0.6030445156986609,0.5420743447504522,0.675667598525587,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,participant_associated_share,0.32309792005370547,0.2418136761367883,0.3912578090450216,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,site_part_r2,0.0944370283389864,0.057550710143053484,0.17353400638261335,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,photoperiod_part_r2,0.1311984493911773,0.06808404529658708,0.2028143155308073,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,latitude_model_marginal_r2,0.21693452238766003,0.1387285018507348,0.29375228188266905,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,latitude_part_r2,0.0266862694328423,0.0028414639392675333,0.06603061125871278,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,unrepresented_share,0.3969554843013391,0.32433240147441295,0.4579256552495477,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,marginal_r2,0.22844781538437792,0.15880249753725142,0.35137219632798955,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,conditional_r2,0.5160066617739583,0.43059124444538366,0.6061941453131459,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,participant_associated_share,0.2875588463895803,0.1924062078348127,0.35999609957540796,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,site_part_r2,0.07588021442979126,0.04002410288202692,0.17092196969392642,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,photoperiod_part_r2,0.10973032278307504,0.04314292813955868,0.1912293572848293,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,latitude_model_marginal_r2,0.16548679338150124,0.08722388901615617,0.2632380866212643,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,latitude_part_r2,0.00937741196639142,6.35601982011644e-5,0.045864223175405935,1000,joint_parametric_percentile,PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,"PRODUCTION - 1,000 successful joint bootstrap refits",b8b93df178fa3ca3bde4e097a8c6c9310787e64e565cc1a62c12bef840cbf11d,lognormal,unrepresented_share,0.48399333822604174,0.3938058546868541,0.5694087555546165,1000,joint_parametric_percentile,PASS
