run_order,run_id,data_scenario_id,reader_scenario,placement,placement_label,sample_scenario,analytical_role,inferential_run,metric_order,metric_id,manuscript_name,response_family,response_transform,effect_scale,model_name,formula,engine,observations,log_likelihood,aic,warnings,error,fit_status,converged,positive_definite_hessian,singular,max_gradient,convergence_message,fixed_columns,fixed_rank,fixed_full_rank,fixed_condition_number
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,interaction,response_value ~ site * VLSQ8_c + (1 | site:Id),lmerMod,902,-846.7758575391905,1729.551715078381,,,FITTED,TRUE,TRUE,FALSE,1.958824213943444e-6,,16,16,TRUE,22.22073086489898
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,site_only,response_value ~ site + (1 | site:Id),lmerMod,902,-855.8812050664878,1731.7624101329757,,,FITTED,TRUE,TRUE,FALSE,1.1809788702521473e-5,,8,8,TRUE,3.878694716604537
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,additive,response_value ~ site + VLSQ8_c + (1 | site:Id),lmerMod,902,-72.22789451264707,166.45578902529414,,,FITTED,TRUE,TRUE,FALSE,3.069004606004455e-5,,9,9,TRUE,20.846068973702927
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,interaction,response_value ~ site * VLSQ8_c + (1 | site:Id),lmerMod,902,-69.15706550720735,174.3141310144147,,,FITTED,TRUE,TRUE,FALSE,5.401545877248282e-7,,16,16,TRUE,22.22073086489898
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,site_only,response_value ~ site + (1 | site:Id),lmerMod,902,-72.3091911829404,164.6183823658808,,,FITTED,TRUE,TRUE,FALSE,1.3031353773840237e-6,,8,8,TRUE,3.878694716604537
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,additive,response_value ~ site + VLSQ8_c + (1 | site:Id),glmmTMB,902,-1277.088545355687,2578.177090711374,,,FITTED,TRUE,TRUE,FALSE,,,9,9,TRUE,20.846068973702927
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,interaction,response_value ~ site * VLSQ8_c + (1 | site:Id),glmmTMB,902,-1273.0133666954796,2584.026733390959,,,FITTED,TRUE,TRUE,FALSE,,,16,16,TRUE,22.22073086489898
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,site_only,response_value ~ site + (1 | site:Id),glmmTMB,902,-1279.6131211753934,2581.226242350787,,,FITTED,TRUE,TRUE,FALSE,,,8,8,TRUE,3.878694716604537
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,additive,response_value ~ site + VLSQ8_c + (1 | site:Id),glmmTMB,818,-1646.879107983009,3317.758215966018,,,FITTED,TRUE,TRUE,FALSE,,,9,9,TRUE,21.16140306955892
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,interaction,response_value ~ site * VLSQ8_c + (1 | site:Id),glmmTMB,818,-1645.1313425486526,3328.262685097305,,,FITTED,TRUE,TRUE,FALSE,,,16,16,TRUE,22.536126004151292
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,site_only,response_value ~ site + (1 | site:Id),glmmTMB,818,-1648.4674141706648,3318.9348283413296,,,FITTED,TRUE,TRUE,FALSE,,,8,8,TRUE,3.8863597835382198
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,gaussian,identity,difference,additive,response_value ~ site + VLSQ8_c + (1 | site:Id),lmerMod,743,-1002.5574968071381,2027.1149936142763,,,FITTED,TRUE,TRUE,FALSE,7.153175829444081e-6,,9,9,TRUE,20.82951664982555
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,gaussian,identity,difference,interaction,response_value ~ site * VLSQ8_c + (1 | site:Id),lmerMod,743,-994.5421145826917,2025.0842291653835,,,FITTED,TRUE,TRUE,FALSE,3.4276581573067233e-6,,16,16,TRUE,22.46734968069107
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,gaussian,identity,difference,site_only,response_value ~ site + (1 | site:Id),lmerMod,743,-1003.3486613116961,2026.6973226233922,,,FITTED,TRUE,TRUE,FALSE,1.4813394955126569e-6,,8,8,TRUE,3.8493883393512895
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,tweedie_log,identity,ratio,additive,response_value ~ site + VLSQ8_c + (1 | site:Id),glmmTMB,861,-1747.4146556535923,3518.8293113071845,,,FITTED,TRUE,TRUE,FALSE,,,9,9,TRUE,20.581330070726942
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,tweedie_log,identity,ratio,interaction,response_value ~ site * VLSQ8_c + (1 | site:Id),glmmTMB,861,-1743.7662653008038,3525.5325306016075,,,FITTED,TRUE,TRUE,FALSE,,,16,16,TRUE,21.95714562227947
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,7,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,tweedie_log,identity,ratio,site_only,response_value ~ site + (1 | site:Id),glmmTMB,861,-1747.4309246762969,3516.8618493525937,,,FITTED,TRUE,TRUE,FALSE,,,8,8,TRUE,3.7974627081033017
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,gaussian,log10_offset_0.1,ratio,additive,response_value ~ site + VLSQ8_c + (1 | site:Id),lmerMod,902,-326.65549236743396,675.3109847348679,,,FITTED,TRUE,TRUE,FALSE,2.2868107407703064e-6,,9,9,TRUE,20.846068973702927
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,gaussian,log10_offset_0.1,ratio,interaction,response_value ~ site * VLSQ8_c + (1 | site:Id),lmerMod,902,-323.6609939879667,683.3219879759334,,,FITTED,TRUE,TRUE,FALSE,3.085460775764659e-6,,16,16,TRUE,22.22073086489898
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,8,longest_bout_above_250,Longest continuous period above 250 lx melEDI,gaussian,log10_offset_0.1,ratio,site_only,response_value ~ site + (1 | site:Id),lmerMod,902,-328.4416729698387,676.8833459396774,,,FITTED,TRUE,TRUE,FALSE,1.07775122160092e-6,,8,8,TRUE,3.878694716604537
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,9,dose_time_sensitive_corrected_medi,melEDI dose,gaussian,log10_offset_0.1,ratio,additive,response_value ~ site + VLSQ8_c + (1 | site:Id),lmerMod,851,-797.0829525555829,1616.1659051111658,,,FITTED,TRUE,TRUE,FALSE,6.934897101018578e-7,,9,9,TRUE,21.259184167196285
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,9,dose_time_sensitive_corrected_medi,melEDI dose,gaussian,log10_offset_0.1,ratio,interaction,response_value ~ site * VLSQ8_c + (1 | site:Id),lmerMod,851,-793.1718922077688,1622.3437844155376,,,FITTED,TRUE,TRUE,FALSE,1.3483258953783661e-6,,16,16,TRUE,22.773223551310352
2,main__chest__all_available,main,Primary dataset,chest,Chest,all_available,complementary_chest,TRUE,9,dose_time_sensitive_corrected_medi,melEDI dose,gaussian,log10_offset_0.1,ratio,site_only,response_value ~ site + (1 | site:Id),lmerMod,851,-798.8755305064487,1617.7510610128975,,,FITTED,TRUE,TRUE,FALSE,2.0395418687257916e-6,,8,8,TRUE,3.9307427723266337
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,1,daily_geometric_mean_medi,Mean melEDI,gaussian,log10_offset_0.1,ratio,additive,response_value ~ site + VLSQ8_c + (1 | site:Id),lmerMod,643,-260.6910464402133,543.3820928804266,,,FITTED,TRUE,TRUE,FALSE,1.9860522115777712e-5,,9,9,TRUE,23.48411475869362
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,1,daily_geometric_mean_medi,Mean melEDI,gaussian,log10_offset_0.1,ratio,interaction,response_value ~ site * VLSQ8_c + (1 | site:Id),lmerMod,643,-256.9269371381939,549.8538742763878,,,FITTED,TRUE,TRUE,FALSE,9.976020010071807e-7,,16,16,TRUE,31.650567438300246
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,1,daily_geometric_mean_medi,Mean melEDI,gaussian,log10_offset_0.1,ratio,site_only,response_value ~ site + (1 | site:Id),lmerMod,643,-261.22343034971146,542.4468606994229,,,FITTED,TRUE,TRUE,FALSE,2.426418177492451e-5,,8,8,TRUE,4.3428369874927455
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,additive,response_value ~ site + VLSQ8_c + (1 | site:Id),lmerMod,643,-575.6913340487949,1173.3826680975899,,,FITTED,TRUE,TRUE,FALSE,6.310756361926906e-6,,9,9,TRUE,23.48411475869362
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,interaction,response_value ~ site * VLSQ8_c + (1 | site:Id),lmerMod,643,-569.9939125489238,1175.9878250978477,,,FITTED,TRUE,TRUE,FALSE,9.492850949754938e-7,,16,16,TRUE,31.650567438300246
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,2,m10_mean_medi,Brightest 10 h mean,gaussian,log10_offset_0.1,ratio,site_only,response_value ~ site + (1 | site:Id),lmerMod,643,-576.5738313724363,1173.1476627448726,,,FITTED,TRUE,TRUE,FALSE,4.935145625495352e-6,,8,8,TRUE,4.3428369874927455
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,additive,response_value ~ site + VLSQ8_c + (1 | site:Id),lmerMod,643,-29.51052149910268,81.02104299820536,,,FITTED,TRUE,TRUE,FALSE,6.799183438488399e-7,,9,9,TRUE,23.48411475869362
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,interaction,response_value ~ site * VLSQ8_c + (1 | site:Id),lmerMod,643,-25.420169803802462,86.84033960760493,,,FITTED,TRUE,TRUE,FALSE,4.941824727211497e-8,,16,16,TRUE,31.650567438300246
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,3,l10_mean_medi,Darkest 10 h mean,gaussian,log10_offset_0.1,ratio,site_only,response_value ~ site + (1 | site:Id),lmerMod,643,-29.58447590713906,79.16895181427812,,,FITTED,TRUE,TRUE,FALSE,1.1968310786869552e-5,,8,8,TRUE,4.3428369874927455
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,additive,response_value ~ site + VLSQ8_c + (1 | site:Id),glmmTMB,643,-877.9118851055885,1779.823770211177,,,FITTED,TRUE,TRUE,FALSE,,,9,9,TRUE,23.48411475869362
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,interaction,response_value ~ site * VLSQ8_c + (1 | site:Id),glmmTMB,643,-872.3866954374366,1782.7733908748733,,,FITTED,TRUE,TRUE,FALSE,,,16,16,TRUE,31.650567438300246
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,4,duration_above_1000,"Time above 1,000 lx melEDI",tweedie_log,identity,ratio,site_only,response_value ~ site + (1 | site:Id),glmmTMB,643,-879.2393893986206,1780.4787787972411,,,FITTED,TRUE,TRUE,FALSE,,,8,8,TRUE,4.3428369874927455
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,additive,response_value ~ site + VLSQ8_c + (1 | site:Id),glmmTMB,578,-1194.6654230878974,2413.3308461757947,,,FITTED,TRUE,TRUE,FALSE,,,9,9,TRUE,23.447728584436707
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,interaction,response_value ~ site * VLSQ8_c + (1 | site:Id),glmmTMB,578,-1192.1592239475447,2422.3184478950893,,,FITTED,TRUE,TRUE,FALSE,,,16,16,TRUE,33.49919716809655
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,5,duration_above_250_wake,Time above 250 lx melEDI during wake,tweedie_log,identity,ratio,site_only,response_value ~ site + (1 | site:Id),glmmTMB,578,-1195.486335621647,2412.972671243294,,,FITTED,TRUE,TRUE,FALSE,,,8,8,TRUE,4.297159294205885
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,gaussian,identity,difference,additive,response_value ~ site + VLSQ8_c + (1 | site:Id),lmerMod,505,-668.4731615046295,1358.946323009259,,,FITTED,TRUE,TRUE,FALSE,6.286882126005366e-7,,9,9,TRUE,24.00882473260444
3,main__glasses__paired_common_sample,main,Primary dataset,glasses,Near eye,paired_common_sample,paired_placement_sensitivity,FALSE,6,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,gaussian,identity,difference,interaction,response_value ~ site * VLSQ8_c + (1 | site:Id),lmerMod,505,-661.8230154561072,1359.6460309122144,,,FITTED,TRUE,TRUE,FALSE,7.128164725145325e-6,,16,16,TRUE,36.1026774345309
