route,method,status,bytes,sha256,exact
notebooks/hypotheses/H03.html,GET,200,334079,68bc4ae581cf58cdb82690f0053751bbbf14f6a4669b7d9ee4bf5224633326f0,True
audit/hypotheses/H03/H03_analysis_preparation.html,GET,200,959049,838d341c78f0d28cf67a902ae97132cfa603ec84bbba9559fb4dff871dfa2527,True
notebooks/hypotheses/H04.html,GET,200,386522,92c26e8504b3a46b3ce3397daa96b6fc1abbc54c48e08ba37c7a53f53456465d,True
audit/hypotheses/H04/H04_analysis_preparation.html,GET,200,1224510,eea87ba4f7039c3f2e72e2fe6a0a2d05132042e68b58698162cba1c4135f6a3a,True
notebooks/hypotheses/H05.html,GET,200,639429,9abab1848432f1b5acf17a89c46cbc224880fffc008b6899d1e09df49422daac,True
audit/hypotheses/H05/H05_analysis_preparation.html,GET,200,925434,41989d53aeb276c67ef2327608d46eca6ffc91b8289953309c525df8fe637461,True
notebooks/hypotheses/H06.html,GET,200,4898667,5e202881e6cc87bbd2b0e7fe3abdc1a23badf86f0baa1ec6b41e2bbab1a0e3b6,True
audit/hypotheses/H06/H06_analysis_preparation.html,GET,200,849547,83cdaddb633bbe0b5507fa360e78cb845458053106b0f9dff96a565a132b3605,True
notebooks/hypotheses/H06_daily.html,GET,200,10476780,5498aa6c59769ba2da6bc368cc287479b7303d96e79aa259de82ca99e8097c3f,True
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,GET,200,4100932,5fc88c8775ebe3a3acc5e1b21b4c42c536868f61bd165a710efc2d0e6d8cb932,True
notebooks/hypotheses/H07.html,GET,200,264300,32bef622afb37422d851715394cd142426c347fa4af00d64280fe9a5542766c2,True
audit/hypotheses/H07/H07_analysis_preparation.html,GET,200,653446,bf67884517c4e347b392776b7fe5294b7e8dc103b68e0f36028cc4a0fce2324c,True
notebooks/hypotheses/H08.html,GET,200,338620,f79dc80d1db29f6347dac86a9d1be9eaffadcd46ad2b5882835fd3376dc45d76,True
audit/hypotheses/H08/H08_analysis_preparation.html,GET,200,730661,cf2b78ce85cee4f72b9596c647a6846c32aac82e5711d44da02406b01635f97d,True
notebooks/hypotheses/H09.html,GET,200,242704,4247723a952cd6e7a61035907657d8e8ae75c2ecc28df5318a341ffeb318b537,True
audit/hypotheses/H09/H09_analysis_preparation.html,GET,200,629907,d36ea2ffcd0a0965cd0aac0ce438a77028bac80cd71c2820ce5ee5405766cf28,True
notebooks/hypotheses/H10.html,GET,200,358280,b76b9aed88790065650acbbebc622f28a43d207b369f831cbe53755211dc5e14,True
audit/hypotheses/H10/H10_analysis_preparation.html,GET,200,650536,eacba5195461bbabdc9724ae3b62f2123df7f197c518df3acb9cd755788da3a0,True
notebooks/hypotheses/H11.html,GET,200,304843,80657c3de784597924393e3d28b3b0d8f3a9c1b621b25b5ee032869303a6ed8c,True
audit/hypotheses/H11/H11_analysis_preparation.html,GET,200,769384,c4de331621681c71cca4b5a3b433d75f73d2e2427521f95c709601c4225c1b11,True
ZaunerEtAl2026_NatHealth_phase3_brown.docx,GET,200,14377373,6f0ce7a50b608f91d24c31ae0b9b0edefe15828ed4f966732ea616c6e395a570,True
ZaunerEtAl2026_NatHealth_phase3_brown.docx,HEAD,200,14377373,6f0ce7a50b608f91d24c31ae0b9b0edefe15828ed4f966732ea616c6e395a570,True
editable_tables/Table_1.docx,GET,200,60255,5d09fe9d798c78295d5e8f783e0d73aaee81e1331f0527aa8e860f3bc2d70049,True
editable_tables/Table_1.docx,HEAD,200,60255,5d09fe9d798c78295d5e8f783e0d73aaee81e1331f0527aa8e860f3bc2d70049,True
editable_tables/Table_2.docx,GET,200,57761,75704e889145ad648f2532b3b539562c8ae840ee62f0ce864206120531b6e44f,True
editable_tables/Table_2.docx,HEAD,200,57761,75704e889145ad648f2532b3b539562c8ae840ee62f0ce864206120531b6e44f,True
editable_tables/Table_3.docx,GET,200,1382422,54a31ca2ebfc7c6030971312bd3aafb43f53f792e0de84aa514bdd53cab82bd3,True
editable_tables/Table_3.docx,HEAD,200,1382422,54a31ca2ebfc7c6030971312bd3aafb43f53f792e0de84aa514bdd53cab82bd3,True
editable_tables/Table_S1.docx,GET,200,56935,9ece9a78981962ffb5a2e067e3937582484babe27d7afb050e953413de5ed24f,True
editable_tables/Table_S1.docx,HEAD,200,56935,9ece9a78981962ffb5a2e067e3937582484babe27d7afb050e953413de5ed24f,True
editable_tables/Table_S2.docx,GET,200,1386939,0c834387ff6462b737381d028f0482636c5e55ad0443234f1cb8c165dda75334,True
editable_tables/Table_S2.docx,HEAD,200,1386939,0c834387ff6462b737381d028f0482636c5e55ad0443234f1cb8c165dda75334,True
editable_tables/Table_S3.docx,GET,200,59127,29d32faf828a660ff8179f95de219aef2d69a23c1a33870a20f19dfa6cb99e5d,True
editable_tables/Table_S3.docx,HEAD,200,59127,29d32faf828a660ff8179f95de219aef2d69a23c1a33870a20f19dfa6cb99e5d,True
editable_tables/Table_S4.docx,GET,200,57084,3900fad5fe5bfc306d99f242b8b30f2d9297a9f2351b48d469ef1d3909896c4a,True
editable_tables/Table_S4.docx,HEAD,200,57084,3900fad5fe5bfc306d99f242b8b30f2d9297a9f2351b48d469ef1d3909896c4a,True
editable_tables/Table_S5.docx,GET,200,57179,2c572a23620b5c6851275901842f814db5768139ef3bdf509dd35f91dc858aa0,True
editable_tables/Table_S5.docx,HEAD,200,57179,2c572a23620b5c6851275901842f814db5768139ef3bdf509dd35f91dc858aa0,True
editable_tables/Table_S6.docx,GET,200,57155,2be5f95d9d762072e22ea6c629865b733a262d8ab8e7b11e81904ae9f7106dce,True
editable_tables/Table_S6.docx,HEAD,200,57155,2be5f95d9d762072e22ea6c629865b733a262d8ab8e7b11e81904ae9f7106dce,True
editable_tables/Table_S7.docx,GET,200,59442,682fe317fb1a77b53483e203b05a1410e41816956fbca304b9bfd1e1878ec184,True
editable_tables/Table_S7.docx,HEAD,200,59442,682fe317fb1a77b53483e203b05a1410e41816956fbca304b9bfd1e1878ec184,True
editable_tables/Table_S8.docx,GET,200,57363,1c00fca20c863747c2ca6f3905277475a38be90f5c908233df038f9d20034372,True
editable_tables/Table_S8.docx,HEAD,200,57363,1c00fca20c863747c2ca6f3905277475a38be90f5c908233df038f9d20034372,True
editable_tables/Table_S9.docx,GET,200,56653,1c6ce0a02661d80199f5e0fd9795827dfe4ad249f5918e0b53391ab1bb5027e3,True
editable_tables/Table_S9.docx,HEAD,200,56653,1c6ce0a02661d80199f5e0fd9795827dfe4ad249f5918e0b53391ab1bb5027e3,True
editable_tables/Table_S10.docx,GET,200,57964,fcd5d7eaf77bba2b4e4bcdfc82a01dd914de2c828a1579849d62e413418b0726,True
editable_tables/Table_S10.docx,HEAD,200,57964,fcd5d7eaf77bba2b4e4bcdfc82a01dd914de2c828a1579849d62e413418b0726,True
editable_tables/Table_S11a.docx,GET,200,57471,241ed7f67b4d6ae4c093ca6f3ac86f7e8977a2181fbcb24ae7304ccb6b2bd165,True
editable_tables/Table_S11a.docx,HEAD,200,57471,241ed7f67b4d6ae4c093ca6f3ac86f7e8977a2181fbcb24ae7304ccb6b2bd165,True
editable_tables/Table_S11b.docx,GET,200,57155,c73e527237637cf3014a509a924a66ecf76eab3f80054f679b051edf013590c5,True
editable_tables/Table_S11b.docx,HEAD,200,57155,c73e527237637cf3014a509a924a66ecf76eab3f80054f679b051edf013590c5,True
editable_tables/Table_S12.docx,GET,200,57088,c45851bcf66a334c058725ce91e04b3b24562436c0207ba290e3bcb566e176a3,True
editable_tables/Table_S12.docx,HEAD,200,57088,c45851bcf66a334c058725ce91e04b3b24562436c0207ba290e3bcb566e176a3,True
editable_tables/Table_S13.docx,GET,200,57086,504735337df61c5538c0017401eea9a6676c477d4b728a6fb329f56783794a5f,True
editable_tables/Table_S13.docx,HEAD,200,57086,504735337df61c5538c0017401eea9a6676c477d4b728a6fb329f56783794a5f,True
editable_tables/Table_S14.docx,GET,200,57219,65b3e8ab6a75a4bae9e43c22361631466a4fc9bb16761d0b7d529c59fd7f1a8c,True
editable_tables/Table_S14.docx,HEAD,200,57219,65b3e8ab6a75a4bae9e43c22361631466a4fc9bb16761d0b7d529c59fd7f1a8c,True
editable_tables/Table_S15.docx,GET,200,56739,9666c69401331ffdddc8b1c1e2b97324151a23f568d83a0a6f6e46c2aaf8e12b,True
editable_tables/Table_S15.docx,HEAD,200,56739,9666c69401331ffdddc8b1c1e2b97324151a23f568d83a0a6f6e46c2aaf8e12b,True
notebooks/sensitivity_battery.html,GET,404,0,,True
manuscript_changes.csv,GET,404,0,,True
manuscript_changes.md,GET,404,0,,True
