"path","sha256","bytes","exact"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/completion_v2/preflight_process.md","caf3bafae620de2756a99404a369bc291a5689807515013f349695ac7ad9d67c",1258,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/completion_v2/scientific_assessment.md","725045ca7d7a2d13f6b18f3f61a32b6f1e1be1ab028faad04f1162df6f2aca26",599,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/completion_v2/source_proof.txt","d6ebe54e0b98c11283872fd6d1158558086fc611b018cd839fccab64007c33ff",1021,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/completion_v2/stage2_handoff.md","c3e9a3aac17791ac9b90a322615b405506b168cb117bc4f586925caa3c3af2d4",1756,TRUE
"/private/tmp/brown-ba018-recovery-preflight.OEYevX/00_recovery_preflight.R","7eb577dd4839c37c03293cebececf485a8c7d540e2b75f756eb2971e09c48023",4588,TRUE
"/private/tmp/brown-ba018-recovery-preflight.OEYevX/authority_rehash.csv","5191188f96ea23dc4105cfb54e2b858b6bf92958d1bf5fc33c0f0c0e49679519",1409,TRUE
"/private/tmp/brown-ba018-recovery-preflight.OEYevX/complete_identity_rehash.csv","0a92a1a8b2aad88342bf72a06011ba4d7fc355e64f961ae363c1fa8758c2da32",1547637,TRUE
"/private/tmp/brown-ba018-recovery-preflight.OEYevX/preflight_summary.csv","f342541ca6166481dd67f93d4f91bbc43bd5e03ed284d489fd5383bc6cc695f4",270,TRUE
"/private/tmp/brown-ba018-recovery-preflight.OEYevX/session.txt","24db9deb42560328c4931c7bd308fa94e52fd15fc4c4695572cd9134f088da09",827,TRUE
"/private/tmp/brown-ba018-recovery-preflight.OEYevX/unconsumed_path_state.csv","201e94e6bb11684ffd7b988081d249c63f89d79615d2a157d336bd6f51369e2e",811,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/code/05_saved_derivative_gate_v2.R","25dfbbc1e137cf4924970dec3ad11fb673c4d74fe54511d53dac723e78036b9a",7841,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/code/02_fit_primary_gate_v2.R","f0b1cd0dababf36701a0254d3a32f5918f42026525cd7778749fc39d158bff1e",5099,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/final_manifest.csv","c32e37760fea1226a420d8d42552f48862adfca41d044fbc56581497761328f0",12586,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/final_manifest_verification.csv","7272f682e0fd4cbb560d2f54179fdbab924ed13b014f0e21eb0cbd98c5a56cab",16497,TRUE
