path,sha256,bytes,producer,r_version,inference_status,pilot_contract_sha256
audit/hypotheses/H01/l10_METRIC-011/bootstrap_pilot/draws/glasses/all_available/l10_mean_medi_draws.rds,56d925ee10dfaa22d59fe2161c19e36ef67c437cc4688f3ac5bcf21ba0072da8,3364,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_pilot.R,4.6.1,PILOT — NOT FOR INFERENCE OR MANUSCRIPT REPORTING,04e14e6b1303841eb9705784da9c81e9ef096cba77cdb80decb140c7905ecaa1
audit/hypotheses/H01/l10_METRIC-011/bootstrap_pilot/draws/glasses/paired_common_sample/l10_mean_medi_checkpoint.rds,d77977d6946474e5d809b5dae402e17aaeb593a2bd348e8dea60403b90ad0df7,3860,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_pilot.R,4.6.1,PILOT — NOT FOR INFERENCE OR MANUSCRIPT REPORTING,04e14e6b1303841eb9705784da9c81e9ef096cba77cdb80decb140c7905ecaa1
audit/hypotheses/H01/l10_METRIC-011/bootstrap_pilot/draws/glasses/paired_common_sample/l10_mean_medi_draws.rds,821b61c5d0239eecef99daba46d98aab6ee76f86ad6d4abd4d17f5bb3db348b1,3356,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_pilot.R,4.6.1,PILOT — NOT FOR INFERENCE OR MANUSCRIPT REPORTING,04e14e6b1303841eb9705784da9c81e9ef096cba77cdb80decb140c7905ecaa1
audit/hypotheses/H01/l10_METRIC-011/bootstrap_pilot/figures/H01_METRIC-011_bootstrap_pilot_preview.png,45fb21da5e6c8e40d23983e0971b9777d1617ee6eb1f3ca248e7273937b8dd20,95509,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_pilot.R,4.6.1,PILOT — NOT FOR INFERENCE OR MANUSCRIPT REPORTING,04e14e6b1303841eb9705784da9c81e9ef096cba77cdb80decb140c7905ecaa1
audit/hypotheses/H01/l10_METRIC-011/bootstrap_pilot/source_data/H01_METRIC-011_bootstrap_pilot_preview_source.csv,732e2dce83461109bffabcdb02d1b7b183275810c0e66f529c73a081fb5fd339,10454,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_pilot.R,4.6.1,PILOT — NOT FOR INFERENCE OR MANUSCRIPT REPORTING,04e14e6b1303841eb9705784da9c81e9ef096cba77cdb80decb140c7905ecaa1
audit/hypotheses/H01/l10_METRIC-011/bootstrap_pilot/tables/H01_METRIC-011_bootstrap_pilot_r2_summaries.csv,3b32226667ca7f14fb2cdb67e3e4ddbbb8141926c6ee25433c54a8929d3435e5,12477,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_pilot.R,4.6.1,PILOT — NOT FOR INFERENCE OR MANUSCRIPT REPORTING,04e14e6b1303841eb9705784da9c81e9ef096cba77cdb80decb140c7905ecaa1
audit/hypotheses/H01/l10_METRIC-011/point_refit/artifacts/08_diagnostics/H01/H01_model_diagnostics.csv,e68fc3e3d53c22d5bf00be0df5fcdea938edded0ed27c6ea64bf3e6195be714e,2461,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_pilot.R,4.6.1,PILOT — NOT FOR INFERENCE OR MANUSCRIPT REPORTING,04e14e6b1303841eb9705784da9c81e9ef096cba77cdb80decb140c7905ecaa1
audit/hypotheses/H01/l10_METRIC-011/point_refit/artifacts/09_tables/H01/H01_r2_point_summaries.csv,1937e64c64f4986ee573040877d203ee9f5b144dddb0a70340d4d2d443837505,1565,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_pilot.R,4.6.1,PILOT — NOT FOR INFERENCE OR MANUSCRIPT REPORTING,04e14e6b1303841eb9705784da9c81e9ef096cba77cdb80decb140c7905ecaa1
audit/hypotheses/H01/l10_METRIC-011/point_refit/artifacts/12_manifests/H01_model_results_artifacts.csv,51d3462833724af0238810b88b6d9e75e93d2d3a0aebcb2f5077e8adb0354346,16330,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_pilot.R,4.6.1,PILOT — NOT FOR INFERENCE OR MANUSCRIPT REPORTING,04e14e6b1303841eb9705784da9c81e9ef096cba77cdb80decb140c7905ecaa1
scripts/hypotheses/H01/h01_contract.R,9151f2ca8ef549d16df1465768ed5b33c0aa33b37dc315a13e06d795ba20de2e,10553,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_pilot.R,4.6.1,PILOT — NOT FOR INFERENCE OR MANUSCRIPT REPORTING,04e14e6b1303841eb9705784da9c81e9ef096cba77cdb80decb140c7905ecaa1
scripts/hypotheses/H01/h01_modeling.R,a8879209e0d7c42f2e0de0d459e3cfbf7218cec27afd8f39a50c846ed43f9388,54282,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_pilot.R,4.6.1,PILOT — NOT FOR INFERENCE OR MANUSCRIPT REPORTING,04e14e6b1303841eb9705784da9c81e9ef096cba77cdb80decb140c7905ecaa1
scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_pilot.R,69dfd1a05f0634c84fa5bcdce12c9b9f5e6d06db7910414cc51ca5f6cb41374e,16532,scripts/hypotheses/H01/run_h01_l10_METRIC011_bootstrap_pilot.R,4.6.1,PILOT — NOT FOR INFERENCE OR MANUSCRIPT REPORTING,04e14e6b1303841eb9705784da9c81e9ef096cba77cdb80decb140c7905ecaa1
