path,sha256,bytes,set,present,current_sha256,current_bytes,exact
/private/tmp/H01-order32f-candidates.eDOsrp/attempt01/baseline_identity_check.csv,0db574e86198818b9e0f75a2fd2f3803a5591db7fcb7bd4cbc643df58a60c549,927,order32f,TRUE,0db574e86198818b9e0f75a2fd2f3803a5591db7fcb7bd4cbc643df58a60c549,927,TRUE
/private/tmp/H01-order32f-candidates.eDOsrp/attempt01/durable_identity_check.csv,f5d07e5d09c459bae90f516b6bf30e5db63b03ea9ffbe5cd77aef2fe65bc9a84,1483,order32f,TRUE,f5d07e5d09c459bae90f516b6bf30e5db63b03ea9ffbe5cd77aef2fe65bc9a84,1483,TRUE
/private/tmp/H01-order32f-candidates.eDOsrp/attempt01/figure1_baseline_provenance.csv,f50c72b48b71cc46a74dca49fa78a7710f39da7a64279336bccb5e799d31ba2f,476,order32f,TRUE,f50c72b48b71cc46a74dca49fa78a7710f39da7a64279336bccb5e799d31ba2f,476,TRUE
/private/tmp/H01-order32e-candidates.hltKEs/baseline/H01_stage3_model_support.png,2e3b1ddb7954584a70ff9d434cc862f9d1769dc45be607d2ca34840cbc9c1760,238664,order32e,TRUE,2e3b1ddb7954584a70ff9d434cc862f9d1769dc45be607d2ca34840cbc9c1760,238664,TRUE
/private/tmp/H01-order32e-candidates.hltKEs/baseline/H01_stage3_model_support.svg,12e4cf421a844da11844444e41601dec5e559e28b4ad77ac0081bd9ef2cfddcd,54757,order32e,TRUE,12e4cf421a844da11844444e41601dec5e559e28b4ad77ac0081bd9ef2cfddcd,54757,TRUE
/private/tmp/H01-order32e-candidates.hltKEs/baseline/H01_stage3_paired_placement.png,866670f47457bf304467e787481589298d9b7cf7c2c5de560ac9500f044c4608,226285,order32e,TRUE,866670f47457bf304467e787481589298d9b7cf7c2c5de560ac9500f044c4608,226285,TRUE
/private/tmp/H01-order32e-candidates.hltKEs/baseline/H01_stage3_paired_placement.svg,fe101f32cb0ffd4912b81ddbad4090c9558263aa85cc4f13ecad73369ac074f0,22471,order32e,TRUE,fe101f32cb0ffd4912b81ddbad4090c9558263aa85cc4f13ecad73369ac074f0,22471,TRUE
/private/tmp/H01-order32e-candidates.hltKEs/baseline/H01_stage3_diagnostic_assessment.png,95f46b0909b43c9b281a93a860d577b38a7753cb4d151ad751e2aca8a017b12d,326759,order32e,TRUE,95f46b0909b43c9b281a93a860d577b38a7753cb4d151ad751e2aca8a017b12d,326759,TRUE
/private/tmp/H01-order32e-candidates.hltKEs/baseline/H01_stage3_diagnostic_assessment.svg,a15b3bae14b1b76d5a48ae9a21d0eb86dfd264db238179fb2a4486c002876a52,75987,order32e,TRUE,a15b3bae14b1b76d5a48ae9a21d0eb86dfd264db238179fb2a4486c002876a52,75987,TRUE
/private/tmp/H01-order32e-candidates.hltKEs/attempt01/H01_stage3_model_support.png,a06d33e4d9708e7a60c0296a645b7c136ffea9f6be5bcf0c7a5e38615a3069de,332771,order32e,TRUE,a06d33e4d9708e7a60c0296a645b7c136ffea9f6be5bcf0c7a5e38615a3069de,332771,TRUE
/private/tmp/H01-order32e-candidates.hltKEs/attempt01/H01_stage3_model_support.svg,897e7b11a27136fd2f3ffca978af72c108ba1f443bb8941ce7d9a5515847e8ba,54914,order32e,TRUE,897e7b11a27136fd2f3ffca978af72c108ba1f443bb8941ce7d9a5515847e8ba,54914,TRUE
/private/tmp/H01-order32e-candidates.hltKEs/attempt01/H01_stage3_paired_placement.png,5ca5a91ed367bdf0158bae99a671819eccf14de0d06938c91a2268275998fee5,237215,order32e,TRUE,5ca5a91ed367bdf0158bae99a671819eccf14de0d06938c91a2268275998fee5,237215,TRUE
/private/tmp/H01-order32e-candidates.hltKEs/attempt01/H01_stage3_paired_placement.svg,87d0df52d9e5134b4a760cea63acd3bdd6f9bc82b675551a3325e30e3afa8a2b,22469,order32e,TRUE,87d0df52d9e5134b4a760cea63acd3bdd6f9bc82b675551a3325e30e3afa8a2b,22469,TRUE
/private/tmp/H01-order32e-candidates.hltKEs/attempt01/H01_stage3_diagnostic_assessment.png,103556d8d6ca681cb8fba1ba65f4b1d7d5839ee477215becdfbc7480af0613c4,495057,order32e,TRUE,103556d8d6ca681cb8fba1ba65f4b1d7d5839ee477215becdfbc7480af0613c4,495057,TRUE
/private/tmp/H01-order32e-candidates.hltKEs/attempt01/H01_stage3_diagnostic_assessment.svg,be25f8b9c83996a2e70cd7333283ae8111a659392f577f02a585508f37116f44,76304,order32e,TRUE,be25f8b9c83996a2e70cd7333283ae8111a659392f577f02a585508f37116f44,76304,TRUE
/private/tmp/H01-order32d-quarantine.Xc28uF/artifacts/10_figures/H01/stage3/H01_stage3_model_support 2.png,601c65eebff8260b9c19d6f5e3a6054799e1fb7fa7f39442745073cb36098e7a,238260,quarantine,TRUE,601c65eebff8260b9c19d6f5e3a6054799e1fb7fa7f39442745073cb36098e7a,238260,TRUE
/private/tmp/H01-order32d-quarantine.Xc28uF/notebooks/hypotheses/H01 2.html,6e0bb1b3bc3b09ee92fd4650655521c6b8fdc01c125ff10c3df2fe733d3c62aa,1626484,quarantine,TRUE,6e0bb1b3bc3b09ee92fd4650655521c6b8fdc01c125ff10c3df2fe733d3c62aa,1626484,TRUE
/private/tmp/H01-order32d-quarantine.Xc28uF/site_libs/bootstrap/bootstrap-a2a938b4dd5711f7a799c87bd16ba44c.min 2.css,b3d78f1077461003efc2b21acc3f81ee6ba80468fe09df310b4c339e2e19133c,498438,quarantine,TRUE,b3d78f1077461003efc2b21acc3f81ee6ba80468fe09df310b4c339e2e19133c,498438,TRUE
