"path","sha256","bytes","role","r_version"
"audit/hypotheses/H01/H01_analysis_preparation.qmd","ed12b6232ef60905b648707240309e6574e627995d0436a19f671fdc033ecc5f",55827,"protected or current transition identity","4.6.1"
"_build/nathealth/notebooks/hypotheses/H01.html","d1bc9159526c92b9cc9256c58a8232d4779f0014a3aa39ed3680b4e58fb25410",1643915,"protected or current transition identity","4.6.1"
"_build/nathealth/audit/hypotheses/H01/H01_analysis_preparation.html","5857f9e0655e5c1a8530c5794008d20dcb364749a8a7c36bd3e7815c15c36d38",667418,"protected or current transition identity","4.6.1"
"_quarto-nathealth.yml","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",7480,"protected or current transition identity","4.6.1"
"scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R","39511a898f5d55be1abeb571e48a7812a0143f1db3aa641614e5464eb9c75bbc",68626,"protected or current transition identity","4.6.1"
"scripts/hypotheses/H01/refresh_h01_order32d_figures.R","367e1544e5533cdb2670c0e413a5f15c23c3d4a95f431bbf7784615e9bb00ff7",29036,"protected or current transition identity","4.6.1"
"tests/hypotheses/H01/test_h01_stage3_model_support_display_refresh.R","dcd3e62574a493d18733a9cb50eb6eb9d7493f8ac7bbb27918dc6535dcd1a603",8224,"protected or current transition identity","4.6.1"
"tests/hypotheses/H01/test_h01_report016_deviation_reconciliation.R","09e8daa4a62a2fe18f29527bc6c5fca610175d651eedc1da10f51fadc9d3af5e",14922,"protected or current transition identity","4.6.1"
"tests/hypotheses/H01/test_h01_order32g_display_repair.R","73a4d68708cf59855a00f7bf36fe2918e861dd0f0e8d94b8295ab9903a79ca07",7106,"protected or current transition identity","4.6.1"
"artifacts/10_figures/H01/stage3/H01_stage3_model_support.png","a06d33e4d9708e7a60c0296a645b7c136ffea9f6be5bcf0c7a5e38615a3069de",332771,"protected or current transition identity","4.6.1"
"artifacts/10_figures/H01/stage3/H01_stage3_model_support.svg","897e7b11a27136fd2f3ffca978af72c108ba1f443bb8941ce7d9a5515847e8ba",54914,"protected or current transition identity","4.6.1"
"artifacts/10_figures/H01/stage3/H01_stage3_paired_placement.png","5ca5a91ed367bdf0158bae99a671819eccf14de0d06938c91a2268275998fee5",237215,"protected or current transition identity","4.6.1"
"artifacts/10_figures/H01/stage3/H01_stage3_paired_placement.svg","87d0df52d9e5134b4a760cea63acd3bdd6f9bc82b675551a3325e30e3afa8a2b",22469,"protected or current transition identity","4.6.1"
"artifacts/10_figures/H01/stage3/H01_stage3_diagnostic_assessment.png","103556d8d6ca681cb8fba1ba65f4b1d7d5839ee477215becdfbc7480af0613c4",495057,"protected or current transition identity","4.6.1"
"artifacts/10_figures/H01/stage3/H01_stage3_diagnostic_assessment.svg","be25f8b9c83996a2e70cd7333283ae8111a659392f577f02a585508f37116f44",76304,"protected or current transition identity","4.6.1"
"artifacts/12_manifests/H01_reporting_artifacts.csv","dfa9e15f44f0919277264765e84b49b7be78e4822df014abed678b29a9a951b4",11054,"protected or current transition identity","4.6.1"
"artifacts/12_manifests/H01_stage3_reporting_artifacts.csv","e9fe8740785e9f4d29e17c4333fdc0615347299c1dabea1d62ffad1cdafd11f9",26497,"protected or current transition identity","4.6.1"
"artifacts/12_manifests/H01_worker_artifacts.csv","0d98bcc4ffe312e27ec89e352fdd84eea4ce1b8b8f9b9169307d314ba466b031",394888,"protected or current transition identity","4.6.1"
