"position","source","sha256","authority","role"
"P-R04C","/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/source_data/main_linkage_b_amendment_stage2_r2_shapley_global_source.csv","3e8a2f478f97562e8ee2627120c8ac3159c1a1fb7216dc9a4d6e162f93012355","FINISHING007 author accepted; Writer source-only release 2026-09-13","Current main analysis, methods or bounded comparison; preserve qualifications"
"P-R04C","/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/14_cross_state_association_preparation_and_provenance.qmd","4009da02e9239835a0b3a74381472034bc5d478f5b7491e73e80ce88548c4272","FINISHING007 author accepted; Writer source-only release 2026-09-13","Current main analysis, methods or bounded comparison; preserve qualifications"
"P-R04D","/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/source_data/stage3_cross_state_association_source_data_table_association_effects_source.csv","304eac7c2521ebeb1217dbfd6a2fc27ad07c74ebe00f75bfe026d1cff3ab10b9","FINISHING007 author accepted; Writer source-only release 2026-09-13","Separate exploratory extension; within-person claim withheld"
"P-R04D","/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/source_data/stage3_cross_state_association_source_data_table_coverage_gate_source.csv","762efe853d3b764939c9fadcecf7682c3c5df44490ac1f259ee7fff88f787f84","FINISHING007 author accepted; Writer source-only release 2026-09-13","Separate exploratory extension; within-person claim withheld"
"P-R04D","/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd","5f444f3ea9d7d93da8c4f2337aef215ac01c7e275c7098076dc223695d7d84ac","FINISHING007 author accepted; Writer source-only release 2026-09-13","Separate exploratory extension; within-person claim withheld"
"P-R18","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/brown_final_integration_2026_09_13/frozen/table_chest_source.csv","411d49ccd65715678ebaee7277fcc90b18100ee65ea0e49b3d43a82b3a07e6a4","FINISHING007 author accepted; Writer source-only release 2026-09-13","Current main analysis, methods or bounded comparison; preserve qualifications"
"P-R18","/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd","5f444f3ea9d7d93da8c4f2337aef215ac01c7e275c7098076dc223695d7d84ac","FINISHING007 author accepted; Writer source-only release 2026-09-13","Current main analysis, methods or bounded comparison; preserve qualifications"
"P-D02","/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/source_data/main_linkage_b_amendment_stage2_multiplicity_BA_M1_source.csv","c17e04f98eaf8b84430e0f8dcdc5206881deb184c832873c504edf5838883f47","FINISHING007 author accepted; Writer source-only release 2026-09-13","Current main analysis, methods or bounded comparison; preserve qualifications"
"P-D02","/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/source_data/main_linkage_b_amendment_stage2_estimands_B_to_B80_claim_gate_source.csv","1dea9c6364e8cb87bf8d52ecb9b7ac8e4d12a739b248d4c96e71cc7df38f1dd6","FINISHING007 author accepted; Writer source-only release 2026-09-13","Current main analysis, methods or bounded comparison; preserve qualifications"
"P-D02","/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd","5f444f3ea9d7d93da8c4f2337aef215ac01c7e275c7098076dc223695d7d84ac","FINISHING007 author accepted; Writer source-only release 2026-09-13","Current main analysis, methods or bounded comparison; preserve qualifications"
"P-M12A","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/brown_final_integration_2026_09_13/frozen/table_measurement_source.csv","1692e746af4e9bf015163f782200c69c19c088f2215359ff7ddb0e38c113d65e","FINISHING007 author accepted; Writer source-only release 2026-09-13","Current main analysis, methods or bounded comparison; preserve qualifications"
"P-M12A","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/brown_final_integration_2026_09_13/frozen/table_multiplicity_source.csv","334ef999c492536d3972ad0f5aee515ecb31c2ef5ea6ea1fe9843714ea85d313","FINISHING007 author accepted; Writer source-only release 2026-09-13","Current main analysis, methods or bounded comparison; preserve qualifications"
"P-M12A","/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/14_cross_state_association_preparation_and_provenance.qmd","4009da02e9239835a0b3a74381472034bc5d478f5b7491e73e80ce88548c4272","FINISHING007 author accepted; Writer source-only release 2026-09-13","Current main analysis, methods or bounded comparison; preserve qualifications"
"P-M12B","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/brown_final_integration_2026_09_13/frozen/table_pair_eligibility_source.csv","6205e6812fea5beface21af3a1861fce74e4ac5b21c05a7be80c0352876f946e","FINISHING007 author accepted; Writer source-only release 2026-09-13","Separate exploratory extension; within-person claim withheld"
"P-M12B","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/brown_final_integration_2026_09_13/frozen/table_selected_sample.csv","503e010a7e5ef3a214987e753acf2d05e69dabc4c57fb61eed0cc37292827338","FINISHING007 author accepted; Writer source-only release 2026-09-13","Separate exploratory extension; within-person claim withheld"
"P-M12B","/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/14_cross_state_association_preparation_and_provenance.qmd","4009da02e9239835a0b3a74381472034bc5d478f5b7491e73e80ce88548c4272","FINISHING007 author accepted; Writer source-only release 2026-09-13","Separate exploratory extension; within-person claim withheld"
"P-M12C","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/brown_final_integration_2026_09_13/frozen/table_diagnostics_source.csv","902e5e6ae21f0fb0c64842e728b9f3c57baffaddf0ce6b611e0238c1cd8d335f","FINISHING007 author accepted; Writer source-only release 2026-09-13","Current main analysis, methods or bounded comparison; preserve qualifications"
"P-M12C","/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd","5f444f3ea9d7d93da8c4f2337aef215ac01c7e275c7098076dc223695d7d84ac","FINISHING007 author accepted; Writer source-only release 2026-09-13","Current main analysis, methods or bounded comparison; preserve qualifications"
"P-M12C","/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/14_cross_state_association_preparation_and_provenance.qmd","4009da02e9239835a0b3a74381472034bc5d478f5b7491e73e80ce88548c4272","FINISHING007 author accepted; Writer source-only release 2026-09-13","Current main analysis, methods or bounded comparison; preserve qualifications"
"Table 2","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/brown_final_integration_2026_09_13/frozen/table_samples_source.csv","9d9b2f3625fbb41ad78d387b9368f4d3320a777d329d54797d055695204450a4","FINISHING007 author accepted; Writer source-only release 2026-09-13","Current main analysis, methods or bounded comparison; preserve qualifications"
"Table 2","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/brown_final_integration_2026_09_13/frozen/table_levels_source.csv","5ce0008819ba241c23682e87554fed9807da157237b7b36e4dc64521976fa326","FINISHING007 author accepted; Writer source-only release 2026-09-13","Current main analysis, methods or bounded comparison; preserve qualifications"
"Table 2","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/brown_final_integration_2026_09_13/frozen/table_primary_source.csv","90500204c488451d053c0db35f6c595e5ea8cd851d0899867c3ec439934fa924","FINISHING007 author accepted; Writer source-only release 2026-09-13","Current main analysis, methods or bounded comparison; preserve qualifications"
"Supplement / fig-s4","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/brown_final_integration_2026_09_13/frozen/main_adherence_levels_source.csv","79007ee60f17f66cfd7edb1e0302c005c9b927194e06d2c5be62f66fba3ac88e","FINISHING007 author accepted; Writer source-only release 2026-09-13","Current main analysis, methods or bounded comparison; preserve qualifications"
"Supplement / fig-s4","/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd","5f444f3ea9d7d93da8c4f2337aef215ac01c7e275c7098076dc223695d7d84ac","FINISHING007 author accepted; Writer source-only release 2026-09-13","Current main analysis, methods or bounded comparison; preserve qualifications"
"Supplement / fig-s5","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/brown_final_integration_2026_09_13/frozen/main_site_workday_source.csv","b4681966d15edb86d9665e07c0b7a1cce7e021063d0a708678b42aced3b9df02","FINISHING007 author accepted; Writer source-only release 2026-09-13","Current main analysis, methods or bounded comparison; preserve qualifications"
"Supplement / fig-s5","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/brown_final_integration_2026_09_13/frozen/main_site_free_work_source.csv","fe3f22cc7869584f6f16b058d54a4b7221968fd91d84e7dc53c450c010dc34ea","FINISHING007 author accepted; Writer source-only release 2026-09-13","Current main analysis, methods or bounded comparison; preserve qualifications"
"Supplement / fig-s5","/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd","5f444f3ea9d7d93da8c4f2337aef215ac01c7e275c7098076dc223695d7d84ac","FINISHING007 author accepted; Writer source-only release 2026-09-13","Current main analysis, methods or bounded comparison; preserve qualifications"
