"check","pass","detail"
"P-R04D / between Pre-sleep response_conf_high_percentage_points",TRUE,"1.25"
"canonical_to_sealed_aggregate_values_table_coverage_gate.csv",TRUE,""
"selected_accepted_leaf_stage3_cross_state_association_source_data_table_coverage_gate_source.csv",TRUE,""
"P-R04D / largest coverage shift",TRUE,"0.60"
"cross_all_four_interval_decisions_retained",TRUE,""
"P-R04D / Sleep FDR",TRUE,"<0.001"
"P-R04D / Pre-sleep FDR",TRUE,"0.005"
"P-M12B / rows",TRUE,"1,376"
"P-M12B / participants",TRUE,"140"
"P-M12B / association_cycles",TRUE,"761"
"P-M12B / Sleep eligible pairs",TRUE,"758"
"P-M12B / Pre-sleep eligible pairs",TRUE,"618"
"main_FDR_family_sizes",TRUE,""
"cross_FDR_family_size",TRUE,""
"M6_coverage_separate_role",TRUE,""
"main_endpoint_five_of_five_both_samples",TRUE,""
"temporal_fallback_zero_of_five_both_samples",TRUE,""
"chest_two_qualifying_contrasts",TRUE,""
"P-R18_non_Brown_prefix_exact",TRUE,""
"P-R18_non_Brown_suffix_exact",TRUE,""
"P-D02_non_Brown_prefix_exact",TRUE,""
"P-D02_non_Brown_suffix_exact",TRUE,""
"unchanged_SI_table_block_supp-table-s3",TRUE,""
"unchanged_SI_table_block_supp-table-s4",TRUE,""
"unchanged_raincloud_QMD",TRUE,""
"selected_accepted_leaf_participant_state_raincloud.svg",TRUE,""
"raincloud_exact_reuse",TRUE,""
"S4_exact_stored_effect_1",TRUE,""
"S4_exact_stored_FDR_1",TRUE,""
"S4_exact_stored_effect_2",TRUE,""
"S4_exact_stored_FDR_2",TRUE,""
"S4_exact_stored_effect_3",TRUE,""
"S4_exact_stored_FDR_3",TRUE,""
"S4_exact_stored_effect_4",TRUE,""
"S4_exact_stored_FDR_4",TRUE,""
"S4_sample_boundary 1,376",TRUE,""
"S4_sample_boundary 140",TRUE,""
"S4_sample_boundary 761",TRUE,""
"S4_sample_boundary serial dependence remains unresolved",TRUE,""
"S4_sample_boundary not rankings, stable traits, or causal effects",TRUE,""
"Table2_exact_byte_slice_1",TRUE,""
"Table2_unique_IDs_1",TRUE,""
"Table2_headers_resolve_1",TRUE,""
"Table2_all_cells_1",TRUE,""
"Table2_exact_byte_slice_2",TRUE,""
"Table2_unique_IDs_2",TRUE,""
"Table2_headers_resolve_2",TRUE,""
"Table2_all_cells_2",TRUE,""
"Table2_no_cross_fragment_ID_collision",TRUE,""
"all_citation_and_Quarto_keys_retained",TRUE,""
"no_em_dash_added",TRUE,""
"logical_source_link display_assets/table1_participant_site.html",TRUE,""
"logical_source_link ../../audit/manuscript_nature_health/brown_final_integration_2026_09_13/source/brown_assets/tbl-main-adherence-levels.html",TRUE,""
"logical_source_link ../../audit/manuscript_nature_health/brown_final_integration_2026_09_13/source/brown_assets/tbl-main-primary-results.html",TRUE,""
"logical_source_link display_assets/table3_metric_context.html",TRUE,""
"logical_source_link supplementary_information_outline.qmd",TRUE,""
"logical_source_link ../../artifacts/10_figures/descriptives/descriptive_overview.png",TRUE,""
"logical_source_link ../../artifacts/10_figures/H02/figure4_exact_layout_replication.png",TRUE,""
"logical_source_link ../../audit/manuscript_nature_health/figure_table_selection_assets/H04_manuscript_figure3_selection_candidate.png",TRUE,""
"logical_source_link ../../audit/manuscript_nature_health/figure_table_selection_assets/tbl-plan-descriptive-sample-flow.html",TRUE,""
"logical_source_link ../../audit/manuscript_nature_health/figure_table_selection_assets/tbl-near-eye-metrics.html",TRUE,""
"logical_source_link display_assets/table_s3_recommendation_windows.html",TRUE,""
"logical_source_link ../../audit/manuscript_nature_health/figure_table_selection_assets/tbl-plan-brown-cross-window-associations.html",TRUE,""
"logical_source_link ../../audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-glasses-variation-shapley-gt-candidate.html",TRUE,""
"logical_source_link ../../audit/manuscript_nature_health/figure_table_selection_assets/remaining_gt_candidates/tbl-plan-h02-chest-variation-shapley-gt-candidate.html",TRUE,""
"logical_source_link display_assets/table_s6_geographic_associations.html",TRUE,""
"logical_source_link display_assets/table_s6_photoperiod_classification.html",TRUE,""
"logical_source_link ../../audit/manuscript_nature_health/figure_table_selection_assets/tbl-h06-primary-effects.html",TRUE,""
"logical_source_link display_assets/table_s8_person_level_synthesis.html",TRUE,""
"logical_source_link display_assets/table_s9_light_behaviour_a.html",TRUE,""
"logical_source_link display_assets/table_s9_light_behaviour_b.html",TRUE,""
"logical_source_link display_assets/table_s10_visual_sensitivity.html",TRUE,""
"logical_source_link display_assets/table_s11_chronotype.html",TRUE,""
"logical_source_link display_assets/table_s12_age_sex.html",TRUE,""
"logical_source_link ../../audit/manuscript_nature_health/figure_table_selection_assets/tbl-h11-global-tests.html",TRUE,""
"logical_source_link ../../artifacts/10_figures/descriptives/near_eye_metric_distributions.png",TRUE,""
"logical_source_link ../../artifacts/10_figures/descriptives/time_series_to_metrics.png",TRUE,""
"logical_source_link ../../artifacts/10_figures/descriptives/latitude_photoperiod_diagnostic.png",TRUE,""
"logical_source_link ../../audit/manuscript_nature_health/brown_final_integration_2026_09_13/source/brown_assets/main_adherence_levels.svg",TRUE,""
"logical_source_link ../../audit/manuscript_nature_health/brown_final_integration_2026_09_13/source/brown_assets/main_site_workday.svg",TRUE,""
"logical_source_link ../../audit/manuscript_nature_health/brown_final_integration_2026_09_13/source/brown_assets/main_site_free_work.svg",TRUE,""
"logical_source_link display_assets/brown_participant_state_raincloud.svg",TRUE,""
"logical_source_link ../../audit/manuscript_nature_health/figure_table_selection_assets/supplementary_figure_s6.svg",TRUE,""
"logical_source_link ../../artifacts/10_figures/H03/H03_manuscript_supplementary_figure_S7.png",TRUE,""
"logical_source_link ../../artifacts/10_figures/H06/H06_paired_placement_effects.png",TRUE,""
"logical_source_link ../../artifacts/10_figures/H06/H06_reader_temporal_day_type.png",TRUE,""
"logical_source_link ../../artifacts/10_figures/H06/H06_reader_temporal_activity.png",TRUE,""
"logical_source_link ../../artifacts/10_figures/H06/H06_stage3_site_specific_significance_screen.png",TRUE,""
"logical_source_link ../../artifacts/10_figures/H05/H05_reader_near_eye_effects.png",TRUE,""
"logical_source_link ../../artifacts/10_figures/H08/H08_near_eye_effects.png",TRUE,""
"logical_source_link ../../audit/manuscript_nature_health/figure_table_selection_assets/supplementary_figure_s14.svg",TRUE,""
"logical_source_link ../../audit/manuscript_nature_health/figure_table_selection_assets/H10_age_site_significant_associations_selection_candidate.png",TRUE,""
"logical_source_link ../../artifacts/10_figures/H11/stage3/H11_reader_primary_near_eye_curves.png",TRUE,""
"main_prose_and_headings_under_4500",TRUE,"4500"
"abstract_unchanged",TRUE,""
"approved_title_checkpoint_before",TRUE,""
"approved_title_checkpoint_after_is_Brown_preimage",TRUE,""
"cumulative_full_main_reverse_reconstruction",TRUE,""
