"path","manifest_match","classification"
"scripts/hypotheses/H06/pilot_h06_v0_scaffold_models.R",TRUE,"must match historical Stage 3 manifest"
"scripts/hypotheses/H06/run_h06_exploratory_time_of_day_two_part.R",TRUE,"must match historical Stage 3 manifest"
"scripts/hypotheses/H06/run_h06_stage2.R",TRUE,"must match historical Stage 3 manifest"
"scripts/hypotheses/H06/run_h06_stage2_robust.R",TRUE,"must match historical Stage 3 manifest"
"artifacts/10_figures/H06/H06_V0_comparison.pdf",TRUE,"must match historical Stage 3 manifest"
"artifacts/10_figures/H06/H06_V0_comparison.png",TRUE,"must match historical Stage 3 manifest"
"artifacts/10_figures/H06/H06_core_effects.pdf",TRUE,"must match historical Stage 3 manifest"
"artifacts/10_figures/H06/H06_core_effects.png",TRUE,"must match historical Stage 3 manifest"
"artifacts/10_figures/H06/H06_exploratory_gamm.pdf",TRUE,"must match historical Stage 3 manifest"
"artifacts/10_figures/H06/H06_exploratory_gamm.png",TRUE,"must match historical Stage 3 manifest"
"artifacts/10_figures/H06/H06_exploratory_two_part_activity_expected.pdf",TRUE,"must match historical Stage 3 manifest"
"artifacts/10_figures/H06/H06_exploratory_two_part_activity_expected.png",TRUE,"must match historical Stage 3 manifest"
"artifacts/10_figures/H06/H06_exploratory_two_part_day_type_expected.pdf",TRUE,"must match historical Stage 3 manifest"
"artifacts/10_figures/H06/H06_exploratory_two_part_day_type_expected.png",TRUE,"must match historical Stage 3 manifest"
"artifacts/10_figures/H06/H06_exploratory_two_part_expected.pdf",TRUE,"must match historical Stage 3 manifest"
"artifacts/10_figures/H06/H06_exploratory_two_part_expected.png",TRUE,"must match historical Stage 3 manifest"
"artifacts/10_figures/H06/H06_exploratory_two_part_occurrence.pdf",TRUE,"must match historical Stage 3 manifest"
"artifacts/10_figures/H06/H06_exploratory_two_part_occurrence.png",TRUE,"must match historical Stage 3 manifest"
"artifacts/10_figures/H06/H06_exploratory_two_part_temporal_contrasts.pdf",TRUE,"must match historical Stage 3 manifest"
"artifacts/10_figures/H06/H06_exploratory_two_part_temporal_contrasts.png",TRUE,"must match historical Stage 3 manifest"
"artifacts/10_figures/H06/H06_paired_placement_effects.pdf",TRUE,"must match historical Stage 3 manifest"
"artifacts/10_figures/H06/H06_paired_placement_effects.png",TRUE,"must match historical Stage 3 manifest"
"artifacts/10_figures/H06/H06_primary_residual_clock.pdf",TRUE,"must match historical Stage 3 manifest"
"artifacts/10_figures/H06/H06_primary_residual_clock.png",TRUE,"must match historical Stage 3 manifest"
"artifacts/10_figures/H06/H06_primary_site_effects.pdf",TRUE,"must match historical Stage 3 manifest"
"artifacts/10_figures/H06/H06_primary_site_effects.png",TRUE,"must match historical Stage 3 manifest"
"artifacts/10_figures/H06/H06_reader_primary_effects.pdf",TRUE,"must match historical Stage 3 manifest"
"artifacts/10_figures/H06/H06_reader_primary_effects.png",TRUE,"must match historical Stage 3 manifest"
"artifacts/10_figures/H06/H06_reader_primary_effects.svg",TRUE,"must match historical Stage 3 manifest"
"artifacts/10_figures/H06/H06_reader_temporal_activity.pdf",TRUE,"must match historical Stage 3 manifest"
"artifacts/10_figures/H06/H06_reader_temporal_activity.png",TRUE,"must match historical Stage 3 manifest"
"artifacts/10_figures/H06/H06_reader_temporal_activity.svg",TRUE,"must match historical Stage 3 manifest"
"artifacts/10_figures/H06/H06_reader_temporal_day_type.pdf",TRUE,"must match historical Stage 3 manifest"
"artifacts/10_figures/H06/H06_reader_temporal_day_type.png",TRUE,"must match historical Stage 3 manifest"
"artifacts/10_figures/H06/H06_reader_temporal_day_type.svg",TRUE,"must match historical Stage 3 manifest"
"artifacts/10_figures/H06/H06_stage3_site_specific_significance_screen.pdf",TRUE,"must match historical Stage 3 manifest"
"artifacts/10_figures/H06/H06_stage3_site_specific_significance_screen.png",TRUE,"must match historical Stage 3 manifest"
"artifacts/10_figures/H06/H06_v0_scaffold_pilot_effects.pdf",TRUE,"must match historical Stage 3 manifest"
"artifacts/10_figures/H06/H06_v0_scaffold_pilot_effects.png",TRUE,"must match historical Stage 3 manifest"
"audit/handoffs/H06_shared_change_request.md",FALSE,"superseded by accepted later H06 transition"
"audit/handoffs/H06_worker_handoff.md",FALSE,"superseded by accepted later H06 transition"
"artifacts/11_source_data/H06/H06_V0_comparison_figure.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/11_source_data/H06/H06_core_effects_figure.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/11_source_data/H06/H06_exploratory_gamm_figure.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/11_source_data/H06/H06_exploratory_gamm_predictions.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/11_source_data/H06/H06_exploratory_two_part_activity_expected_figure.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/11_source_data/H06/H06_exploratory_two_part_activity_predictions.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/11_source_data/H06/H06_exploratory_two_part_day_type_expected_figure.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/11_source_data/H06/H06_exploratory_two_part_day_type_predictions.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/11_source_data/H06/H06_exploratory_two_part_expected_figure.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/11_source_data/H06/H06_exploratory_two_part_occurrence_figure.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/11_source_data/H06/H06_exploratory_two_part_predictions.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/11_source_data/H06/H06_exploratory_two_part_temporal_contrasts.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/11_source_data/H06/H06_gaussian_log10_residual_plot_source.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/11_source_data/H06/H06_paired_placement_effects_figure.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/11_source_data/H06/H06_primary_residual_clock_figure.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/11_source_data/H06/H06_primary_site_effects_figure.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/11_source_data/H06/H06_primary_work_free_site_deviations.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/11_source_data/H06/H06_reader_primary_effects_figure.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/11_source_data/H06/H06_reader_temporal_activity_curves.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/11_source_data/H06/H06_reader_temporal_activity_ratios.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/11_source_data/H06/H06_reader_temporal_activity_support.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/11_source_data/H06/H06_reader_temporal_day_type_curves.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/11_source_data/H06/H06_reader_temporal_day_type_ratios.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/11_source_data/H06/H06_reader_temporal_day_type_support.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/11_source_data/H06/H06_residual_plot_source.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/11_source_data/H06/H06_robust_residual_row_source.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/11_source_data/H06/H06_stage3_site_specific_significance_screen_figure.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/11_source_data/H06/H06_v0_scaffold_pilot_effects_figure.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/11_source_data/H06/H06_v0_scaffold_pilot_figure_readability.csv",TRUE,"must match historical Stage 3 manifest"
"tests/hypotheses/H06/test_h06_gamm_amendment.R",TRUE,"must match historical Stage 3 manifest"
"tests/hypotheses/H06/test_h06_h03_robust_route_pilot.R",TRUE,"must match historical Stage 3 manifest"
"tests/hypotheses/H06/test_h06_stage2.R",TRUE,"must match historical Stage 3 manifest"
"tests/hypotheses/H06/test_h06_stage3.R",TRUE,"must match historical Stage 3 manifest"
"tests/hypotheses/H06/test_h06_v0_scaffold_pilots.R",TRUE,"must match historical Stage 3 manifest"
"audit/decisions/h06_stage2_gate_and_stage3_transition.md",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_DHARMa_100_simulations.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_exploratory_gamm_diagnostics.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_exploratory_two_part_calibration_summary.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_exploratory_two_part_concurvity.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_exploratory_two_part_cyclic_closure.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_exploratory_two_part_fit_summary.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_exploratory_two_part_fitted_decile_calibration.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_exploratory_two_part_k_check.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_exploratory_two_part_k_sensitivity.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_exploratory_two_part_parametric.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_exploratory_two_part_per_sequence_residual_lag.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_exploratory_two_part_residual_distribution.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_exploratory_two_part_residual_summary.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_exploratory_two_part_response_distribution.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_exploratory_two_part_smooths.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_exploratory_two_part_variance_components.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_extreme_exploratory_records.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_gaussian_log10_diagnostics.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_gaussian_log10_residuals_by_clock.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_gaussian_log10_temporal_summary.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_h03_robust_route_pilot_calibration.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_h03_robust_route_pilot_cluster_influence.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_h03_robust_route_pilot_covariance.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_h03_robust_route_pilot_fit_diagnostics.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_h03_robust_route_pilot_mean_structure_gate.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_h03_robust_route_pilot_power_sensitivity.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_h03_robust_route_pilot_targeted_deletions.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_influence_refits.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_influence_screen.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_residual_temporal_summary.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_residuals_by_local_clock.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_robust_cluster_influence.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_robust_covariance_diagnostics.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_robust_exploratory_diagnostics.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_robust_fit_diagnostics.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_robust_fitted_decile_calibration.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_robust_gap_exact_common_fit_diagnostics.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_robust_influence_deletions.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_robust_p18_fit_diagnostics.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_robust_residual_acf.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_robust_residual_fitted_bins.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_robust_residuals_by_local_clock.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_robust_response_distribution.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_special_record_screen.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_v0_scaffold_pilot_DHARMa_100.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_v0_scaffold_pilot_bam_gamm_audit.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_v0_scaffold_pilot_bam_per_sequence_residual_lag.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_v0_scaffold_pilot_bam_smooths.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_v0_scaffold_pilot_fit_status.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_v0_scaffold_pilot_robust_calibration.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_v0_scaffold_pilot_robust_covariance_sensitivity.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_v0_scaffold_pilot_robust_influence_ranking.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_v0_scaffold_pilot_robust_leave_site.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_v0_scaffold_pilot_robust_targeted_deletions.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_v0_scaffold_pilot_simulation_runtime.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/08_diagnostics/H06/H06_v0_scaffold_pilot_temporal.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/07_models/H06/H06_current_pin_V0_method__chest.rds",TRUE,"must match historical Stage 3 manifest"
"artifacts/07_models/H06/H06_current_pin_V0_method__glasses.rds",TRUE,"must match historical Stage 3 manifest"
"artifacts/07_models/H06/H06_exploratory_predictor_models.rds",TRUE,"must match historical Stage 3 manifest"
"artifacts/07_models/H06/H06_exploratory_time_of_day_gamm.rds",TRUE,"must match historical Stage 3 manifest"
"artifacts/07_models/H06/H06_exploratory_time_of_day_two_part.rds",TRUE,"must match historical Stage 3 manifest"
"artifacts/07_models/H06/H06_h03_robust_route_pilot_models.rds",TRUE,"must match historical Stage 3 manifest"
"artifacts/07_models/H06/H06_model_manifest.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/07_models/H06/H06_primary_additive_probe.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/07_models/H06/H06_primary_additive_probe.rds",TRUE,"must match historical Stage 3 manifest"
"artifacts/07_models/H06/H06_primary_gaussian_log10_sensitivity.rds",TRUE,"must match historical Stage 3 manifest"
"artifacts/07_models/H06/H06_primary_influence_refits.rds",TRUE,"must match historical Stage 3 manifest"
"artifacts/07_models/H06/H06_registered_random_site_sensitivity.rds",TRUE,"must match historical Stage 3 manifest"
"artifacts/07_models/H06/H06_robust_core_models.rds",TRUE,"must match historical Stage 3 manifest"
"artifacts/07_models/H06/H06_robust_exploratory_models.rds",TRUE,"must match historical Stage 3 manifest"
"artifacts/07_models/H06/H06_robust_gap_exact_common_models.rds",TRUE,"must match historical Stage 3 manifest"
"artifacts/07_models/H06/H06_robust_influence_deletions.rds",TRUE,"must match historical Stage 3 manifest"
"artifacts/07_models/H06/H06_robust_model_manifest.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/07_models/H06/H06_robust_p18_models.rds",TRUE,"must match historical Stage 3 manifest"
"artifacts/07_models/H06/H06_sensitivity_model_manifest.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/07_models/H06/H06_v0_scaffold_pilot_models.rds",TRUE,"must match historical Stage 3 manifest"
"artifacts/07_models/H06/H06_weekday_weekend_sensitivity.rds",TRUE,"must match historical Stage 3 manifest"
"artifacts/07_models/H06/gap_timing_unaware__chest__all_available__core_bundle.rds",TRUE,"must match historical Stage 3 manifest"
"artifacts/07_models/H06/gap_timing_unaware__glasses__all_available__core_bundle.rds",TRUE,"must match historical Stage 3 manifest"
"artifacts/07_models/H06/main__chest__all_available__core_bundle.rds",TRUE,"must match historical Stage 3 manifest"
"artifacts/07_models/H06/main__chest__paired_common__core_bundle.rds",TRUE,"must match historical Stage 3 manifest"
"artifacts/07_models/H06/main__glasses__all_available__core_bundle.rds",TRUE,"must match historical Stage 3 manifest"
"artifacts/07_models/H06/main__glasses__paired_common__core_bundle.rds",TRUE,"must match historical Stage 3 manifest"
"artifacts/06_model_data/H06/H06_KNUST_S005_exploratory_adapter.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/06_model_data/H06/H06_TUM_S001_assertion.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/06_model_data/H06/H06_TUM_identity_summary.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/06_model_data/H06/H06_candidate_flow.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/06_model_data/H06/H06_candidate_missingness.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/06_model_data/H06/H06_category_cells.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/06_model_data/H06/H06_clock_composition.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/06_model_data/H06/H06_current_pin_V0_method_frames.rds",TRUE,"must match historical Stage 3 manifest"
"artifacts/06_model_data/H06/H06_design_diagnostics.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/06_model_data/H06/H06_exact_samples.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/06_model_data/H06/H06_exploratory_predictor_samples.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/06_model_data/H06/H06_exploratory_two_part_formula_registry.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/06_model_data/H06/H06_exploratory_two_part_package_versions.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/06_model_data/H06/H06_exploratory_two_part_support.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/06_model_data/H06/H06_gap_exact_common_samples.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/06_model_data/H06/H06_h03_robust_route_pilot_registry.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/06_model_data/H06/H06_input_audit.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/06_model_data/H06/H06_multiplicity_registry.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/06_model_data/H06/H06_package_versions.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/06_model_data/H06/H06_predictor_registry.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/06_model_data/H06/H06_previous_night_linkage_audit.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/06_model_data/H06/H06_run_registry.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/06_model_data/H06/H06_true_time_sequences.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/06_model_data/H06/H06_v0_scaffold_pilot_registry.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/06_model_data/H06/H06_v0_scaffold_pilot_samples.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/06_model_data/H06/gap_timing_unaware__chest__all_available__frame.rds",TRUE,"must match historical Stage 3 manifest"
"artifacts/06_model_data/H06/gap_timing_unaware__chest__gap_exact_common__frame.rds",TRUE,"must match historical Stage 3 manifest"
"artifacts/06_model_data/H06/gap_timing_unaware__glasses__all_available__frame.rds",TRUE,"must match historical Stage 3 manifest"
"artifacts/06_model_data/H06/gap_timing_unaware__glasses__gap_exact_common__frame.rds",TRUE,"must match historical Stage 3 manifest"
"artifacts/06_model_data/H06/main__chest__all_available__frame.rds",TRUE,"must match historical Stage 3 manifest"
"artifacts/06_model_data/H06/main__chest__gap_exact_common__frame.rds",TRUE,"must match historical Stage 3 manifest"
"artifacts/06_model_data/H06/main__chest__paired_common__frame.rds",TRUE,"must match historical Stage 3 manifest"
"artifacts/06_model_data/H06/main__glasses__all_available__frame.rds",TRUE,"must match historical Stage 3 manifest"
"artifacts/06_model_data/H06/main__glasses__gap_exact_common__frame.rds",TRUE,"must match historical Stage 3 manifest"
"artifacts/06_model_data/H06/main__glasses__paired_common__frame.rds",TRUE,"must match historical Stage 3 manifest"
"artifacts/09_tables/H06/H06_F3_practical_contrasts.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/09_tables/H06/H06_current_pin_V0_method_effects.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/09_tables/H06/H06_current_pin_V0_method_performance.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/09_tables/H06/H06_current_pin_V0_method_reference.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/09_tables/H06/H06_current_pin_V0_method_tests.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/09_tables/H06/H06_exploratory_predictor_effects.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/09_tables/H06/H06_frozen_V0_output_summary.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/09_tables/H06/H06_gaussian_log10_sensitivity_effects.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/09_tables/H06/H06_h03_robust_route_pilot_summary.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/09_tables/H06/H06_likelihood_ratio_tests.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/09_tables/H06/H06_model_performance.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/09_tables/H06/H06_practical_effects.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/09_tables/H06/H06_registered_random_site_effects.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/09_tables/H06/H06_robust_F3_practical_contrasts.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/09_tables/H06/H06_robust_core_effects.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/09_tables/H06/H06_robust_covariance_effects.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/09_tables/H06/H06_robust_exploratory_effects.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/09_tables/H06/H06_robust_gap_exact_common_effects.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/09_tables/H06/H06_robust_gap_exact_common_wald_tests.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/09_tables/H06/H06_robust_p18_effects.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/09_tables/H06/H06_robust_p18_wald_tests.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/09_tables/H06/H06_robust_reference_means.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/09_tables/H06/H06_robust_sensitivity_comparisons.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/09_tables/H06/H06_robust_site_specific_effects.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/09_tables/H06/H06_robust_wald_tests.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/09_tables/H06/H06_robust_weekday_weekend_effects.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/09_tables/H06/H06_stage3_site_specific_significance_screen.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/09_tables/H06/H06_v0_scaffold_pilot_assessment.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/09_tables/H06/H06_v0_scaffold_pilot_effects.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/09_tables/H06/H06_v0_scaffold_pilot_robust_assessment.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/09_tables/H06/H06_weekday_weekend_sensitivity_effects.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/12_manifests/H06/H06_exploratory_two_part_figure_readability_qa.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/12_manifests/H06/H06_stage2_artifacts.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/12_manifests/H06/H06_stage2_figure_readability_qa.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/12_manifests/H06/H06_stage3_reader_display_figure_readability_qa.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/12_manifests/H06/H06_stage3_site_specific_significance_figure_readability_qa.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/12_manifests/H06/H06_stage3_temporal_contrast_figure_readability_qa.csv",TRUE,"must match historical Stage 3 manifest"
"artifacts/12_manifests/H06/qa/H06_V0_comparison_A4_preview.pdf",TRUE,"must match historical Stage 3 manifest"
"artifacts/12_manifests/H06/qa/H06_core_effects_A4_preview.pdf",TRUE,"must match historical Stage 3 manifest"
"artifacts/12_manifests/H06/qa/H06_exploratory_two_part_activity_expected_A4_preview.pdf",TRUE,"must match historical Stage 3 manifest"
