"href","scope","target_exists","fragment_exists"
"#sensitivity-and-complementary-sensor-evidence","internal",TRUE,TRUE
"#model-check-qualification","internal",TRUE,TRUE
"#exploratory-diary-and-clock-time-analyses","internal",TRUE,TRUE
"#interpretation-and-limitations","internal",TRUE,TRUE
"#h06-preregistration-deviations","internal",TRUE,TRUE
"#detailed-analysis-record","internal",TRUE,TRUE
"https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/edit/main/notebooks/hypotheses/H06.qmd","external",TRUE,TRUE
"#fig-h06-core-effects","internal",TRUE,TRUE
"../../artifacts/10_figures/H06/H06_reader_primary_effects.png","internal",TRUE,TRUE
"../../artifacts/11_source_data/H06/H06_reader_primary_effects_figure.csv","internal",TRUE,TRUE
"#tbl-h06-primary-effects","internal",TRUE,TRUE
"../../artifacts/10_figures/H06/H06_stage3_site_specific_significance_screen.png","internal",TRUE,TRUE
"../../artifacts/11_source_data/H06/H06_stage3_site_specific_significance_screen_figure.csv","internal",TRUE,TRUE
"../../artifacts/09_tables/H06/H06_stage3_site_specific_significance_screen.csv","internal",TRUE,TRUE
"../../artifacts/11_source_data/H06/H06_primary_work_free_site_deviations.csv","internal",TRUE,TRUE
"../../artifacts/06_model_data/H06/employment_eligibility_sensitivity/H06_employment_eligibility_sample_flow.csv","internal",TRUE,TRUE
"../../artifacts/09_tables/H06/employment_eligibility_sensitivity/H06_employment_eligibility_effect_comparison.csv","internal",TRUE,TRUE
"../../artifacts/09_tables/H06/employment_eligibility_sensitivity/H06_employment_eligibility_heterogeneity_comparison.csv","internal",TRUE,TRUE
"../../artifacts/10_figures/H06/H06_paired_placement_effects.png","internal",TRUE,TRUE
"../../artifacts/11_source_data/H06/H06_paired_placement_effects_figure.csv","internal",TRUE,TRUE
"../../artifacts/10_figures/H06/H06_primary_residual_clock.png","internal",TRUE,TRUE
"../../artifacts/11_source_data/H06/H06_primary_residual_clock_figure.csv","internal",TRUE,TRUE
"#cb1-1","internal",TRUE,TRUE
"#cb1-2","internal",TRUE,TRUE
"#cb1-3","internal",TRUE,TRUE
"#cb1-4","internal",TRUE,TRUE
"#cb1-5","internal",TRUE,TRUE
"#cb1-6","internal",TRUE,TRUE
"#cb1-7","internal",TRUE,TRUE
"#cb1-8","internal",TRUE,TRUE
"#cb1-9","internal",TRUE,TRUE
"#cb1-10","internal",TRUE,TRUE
"#cb1-11","internal",TRUE,TRUE
"#cb1-12","internal",TRUE,TRUE
"#cb1-13","internal",TRUE,TRUE
"#cb1-14","internal",TRUE,TRUE
"#cb1-15","internal",TRUE,TRUE
"../../artifacts/10_figures/H06/H06_reader_temporal_day_type.png","internal",TRUE,TRUE
"../../artifacts/11_source_data/H06/H06_reader_temporal_day_type_curves.csv","internal",TRUE,TRUE
"../../artifacts/11_source_data/H06/H06_reader_temporal_day_type_ratios.csv","internal",TRUE,TRUE
"../../artifacts/11_source_data/H06/H06_reader_temporal_day_type_support.csv","internal",TRUE,TRUE
"../../artifacts/10_figures/H06/H06_reader_temporal_activity.png","internal",TRUE,TRUE
"../../artifacts/11_source_data/H06/H06_reader_temporal_activity_curves.csv","internal",TRUE,TRUE
"../../artifacts/11_source_data/H06/H06_reader_temporal_activity_ratios.csv","internal",TRUE,TRUE
"../../artifacts/11_source_data/H06/H06_reader_temporal_activity_support.csv","internal",TRUE,TRUE
"../../notebooks/preregistration_deviations.html#dev-015","internal",TRUE,TRUE
"../../notebooks/preregistration_deviations.html#dev-030","internal",TRUE,TRUE
"../../notebooks/preregistration_deviations.html#dev-031","internal",TRUE,TRUE
"../../notebooks/preregistration_deviations.html#dev-032","internal",TRUE,TRUE
"../../artifacts/06_model_data/H06/H06_category_cells.csv","internal",TRUE,TRUE
"#cb2-1","internal",TRUE,TRUE
"#cb2-2","internal",TRUE,TRUE
"#cb2-3","internal",TRUE,TRUE
"#cb2-4","internal",TRUE,TRUE
"#cb2-5","internal",TRUE,TRUE
"#cb2-6","internal",TRUE,TRUE
"#cb2-7","internal",TRUE,TRUE
"#cb2-8","internal",TRUE,TRUE
"#cb2-9","internal",TRUE,TRUE
"#cb2-10","internal",TRUE,TRUE
"#cb2-11","internal",TRUE,TRUE
"#cb2-12","internal",TRUE,TRUE
"#cb2-13","internal",TRUE,TRUE
"#cb2-14","internal",TRUE,TRUE
"#cb2-15","internal",TRUE,TRUE
"#cb2-16","internal",TRUE,TRUE
"#cb2-17","internal",TRUE,TRUE
"#cb2-18","internal",TRUE,TRUE
"#cb2-19","internal",TRUE,TRUE
"#cb2-20","internal",TRUE,TRUE
"#cb2-21","internal",TRUE,TRUE
"#cb2-22","internal",TRUE,TRUE
"#cb2-23","internal",TRUE,TRUE
"#cb2-24","internal",TRUE,TRUE
"#cb2-25","internal",TRUE,TRUE
"#cb2-26","internal",TRUE,TRUE
"#cb2-27","internal",TRUE,TRUE
"#cb2-28","internal",TRUE,TRUE
"#cb3-1","internal",TRUE,TRUE
"#cb3-2","internal",TRUE,TRUE
"#cb3-3","internal",TRUE,TRUE
"#cb3-4","internal",TRUE,TRUE
"#cb3-5","internal",TRUE,TRUE
"#cb3-6","internal",TRUE,TRUE
"#cb3-7","internal",TRUE,TRUE
"#cb3-8","internal",TRUE,TRUE
"#cb3-9","internal",TRUE,TRUE
"#cb3-10","internal",TRUE,TRUE
"#cb3-11","internal",TRUE,TRUE
"#cb3-12","internal",TRUE,TRUE
"#cb3-13","internal",TRUE,TRUE
"#cb3-14","internal",TRUE,TRUE
"#cb3-15","internal",TRUE,TRUE
"#cb3-16","internal",TRUE,TRUE
"#cb3-17","internal",TRUE,TRUE
"#cb3-18","internal",TRUE,TRUE
"#cb3-19","internal",TRUE,TRUE
"#cb3-20","internal",TRUE,TRUE
"#cb3-21","internal",TRUE,TRUE
"#cb3-22","internal",TRUE,TRUE
"#cb3-23","internal",TRUE,TRUE
"#cb3-24","internal",TRUE,TRUE
"#cb3-25","internal",TRUE,TRUE
"#cb3-26","internal",TRUE,TRUE
"#cb3-27","internal",TRUE,TRUE
"#cb3-28","internal",TRUE,TRUE
"#cb3-29","internal",TRUE,TRUE
"#cb3-30","internal",TRUE,TRUE
"#cb3-31","internal",TRUE,TRUE
"#cb3-32","internal",TRUE,TRUE
"#cb3-33","internal",TRUE,TRUE
"#cb3-34","internal",TRUE,TRUE
"#cb3-35","internal",TRUE,TRUE
"#cb3-36","internal",TRUE,TRUE
"#cb3-37","internal",TRUE,TRUE
"#cb3-40","internal",TRUE,TRUE
"#cb3-41","internal",TRUE,TRUE
"#cb3-42","internal",TRUE,TRUE
"#cb3-43","internal",TRUE,TRUE
"#cb3-44","internal",TRUE,TRUE
"#cb3-45","internal",TRUE,TRUE
"#cb3-46","internal",TRUE,TRUE
"#cb3-47","internal",TRUE,TRUE
"#cb3-48","internal",TRUE,TRUE
"#cb3-49","internal",TRUE,TRUE
"#cb3-50","internal",TRUE,TRUE
"#cb3-51","internal",TRUE,TRUE
"#cb3-52","internal",TRUE,TRUE
"#cb3-53","internal",TRUE,TRUE
"#cb3-54","internal",TRUE,TRUE
"#cb3-55","internal",TRUE,TRUE
"#cb3-56","internal",TRUE,TRUE
"#cb3-57","internal",TRUE,TRUE
"#cb3-58","internal",TRUE,TRUE
"#cb3-59","internal",TRUE,TRUE
"#cb3-60","internal",TRUE,TRUE
"#cb3-61","internal",TRUE,TRUE
"#cb3-62","internal",TRUE,TRUE
"#cb3-63","internal",TRUE,TRUE
"#cb3-64","internal",TRUE,TRUE
"#cb3-65","internal",TRUE,TRUE
"#cb3-66","internal",TRUE,TRUE
"#cb3-67","internal",TRUE,TRUE
"#cb3-68","internal",TRUE,TRUE
"#cb3-69","internal",TRUE,TRUE
"#cb3-70","internal",TRUE,TRUE
"#cb3-71","internal",TRUE,TRUE
"#cb3-72","internal",TRUE,TRUE
"#cb3-73","internal",TRUE,TRUE
"#cb3-74","internal",TRUE,TRUE
"#cb3-75","internal",TRUE,TRUE
"#cb3-76","internal",TRUE,TRUE
"#cb3-77","internal",TRUE,TRUE
"#cb3-78","internal",TRUE,TRUE
"#cb3-79","internal",TRUE,TRUE
"#cb3-80","internal",TRUE,TRUE
"#cb3-81","internal",TRUE,TRUE
"#cb3-82","internal",TRUE,TRUE
"#cb3-83","internal",TRUE,TRUE
"#cb3-84","internal",TRUE,TRUE
"#cb3-85","internal",TRUE,TRUE
"#cb3-86","internal",TRUE,TRUE
"#cb3-87","internal",TRUE,TRUE
"#cb3-88","internal",TRUE,TRUE
"#cb3-89","internal",TRUE,TRUE
"#cb3-90","internal",TRUE,TRUE
"#cb3-91","internal",TRUE,TRUE
"#cb3-92","internal",TRUE,TRUE
"#cb3-93","internal",TRUE,TRUE
"#cb3-94","internal",TRUE,TRUE
"#cb3-95","internal",TRUE,TRUE
"#cb3-96","internal",TRUE,TRUE
"#cb3-97","internal",TRUE,TRUE
"#cb3-98","internal",TRUE,TRUE
"#cb3-99","internal",TRUE,TRUE
"#cb3-100","internal",TRUE,TRUE
"#cb3-101","internal",TRUE,TRUE
"#cb3-102","internal",TRUE,TRUE
"#cb3-103","internal",TRUE,TRUE
"#cb3-104","internal",TRUE,TRUE
"#cb3-105","internal",TRUE,TRUE
"#cb3-106","internal",TRUE,TRUE
"#cb3-107","internal",TRUE,TRUE
"#cb3-108","internal",TRUE,TRUE
"#cb3-109","internal",TRUE,TRUE
"#cb3-110","internal",TRUE,TRUE
"#cb3-111","internal",TRUE,TRUE
"#cb3-112","internal",TRUE,TRUE
"#cb3-113","internal",TRUE,TRUE
"#cb3-114","internal",TRUE,TRUE
"#cb3-115","internal",TRUE,TRUE
"#cb3-116","internal",TRUE,TRUE
"#cb3-117","internal",TRUE,TRUE
"#cb3-118","internal",TRUE,TRUE
"#cb3-119","internal",TRUE,TRUE
"#cb3-120","internal",TRUE,TRUE
"#cb3-121","internal",TRUE,TRUE
"#cb3-122","internal",TRUE,TRUE
"#cb3-123","internal",TRUE,TRUE
"#cb3-124","internal",TRUE,TRUE
"#cb3-125","internal",TRUE,TRUE
"#cb3-126","internal",TRUE,TRUE
"#cb3-127","internal",TRUE,TRUE
"#cb3-128","internal",TRUE,TRUE
"#cb3-129","internal",TRUE,TRUE
"#cb3-130","internal",TRUE,TRUE
"#cb3-131","internal",TRUE,TRUE
"#cb3-132","internal",TRUE,TRUE
"#cb3-133","internal",TRUE,TRUE
"#cb3-134","internal",TRUE,TRUE
"#cb3-135","internal",TRUE,TRUE
"#cb3-136","internal",TRUE,TRUE
"#cb3-137","internal",TRUE,TRUE
"#cb3-138","internal",TRUE,TRUE
"#cb3-139","internal",TRUE,TRUE
"#cb3-140","internal",TRUE,TRUE
"#cb3-141","internal",TRUE,TRUE
"#cb3-142","internal",TRUE,TRUE
"#cb3-143","internal",TRUE,TRUE
"#cb3-144","internal",TRUE,TRUE
"#cb3-145","internal",TRUE,TRUE
"#cb3-146","internal",TRUE,TRUE
"#cb3-147","internal",TRUE,TRUE
"#cb3-148","internal",TRUE,TRUE
"#cb3-149","internal",TRUE,TRUE
"#cb3-150","internal",TRUE,TRUE
"#cb3-151","internal",TRUE,TRUE
"#cb3-152","internal",TRUE,TRUE
"#cb3-153","internal",TRUE,TRUE
"#cb3-154","internal",TRUE,TRUE
"#cb3-155","internal",TRUE,TRUE
"#cb3-156","internal",TRUE,TRUE
"#cb3-157","internal",TRUE,TRUE
"#cb3-158","internal",TRUE,TRUE
"#cb3-159","internal",TRUE,TRUE
"#cb3-160","internal",TRUE,TRUE
"#cb3-161","internal",TRUE,TRUE
"#cb3-162","internal",TRUE,TRUE
"#cb3-163","internal",TRUE,TRUE
"#cb3-164","internal",TRUE,TRUE
"#cb3-165","internal",TRUE,TRUE
"#cb3-166","internal",TRUE,TRUE
"#cb3-167","internal",TRUE,TRUE
"#cb3-168","internal",TRUE,TRUE
"#cb3-169","internal",TRUE,TRUE
"#cb3-170","internal",TRUE,TRUE
"#cb3-171","internal",TRUE,TRUE
"#cb3-172","internal",TRUE,TRUE
"#cb3-173","internal",TRUE,TRUE
"#cb3-174","internal",TRUE,TRUE
"#cb3-175","internal",TRUE,TRUE
"#cb3-176","internal",TRUE,TRUE
"#cb3-177","internal",TRUE,TRUE
"#cb3-178","internal",TRUE,TRUE
"#cb3-179","internal",TRUE,TRUE
"#cb3-180","internal",TRUE,TRUE
"#cb3-181","internal",TRUE,TRUE
"#cb3-182","internal",TRUE,TRUE
"#cb3-183","internal",TRUE,TRUE
"#cb3-184","internal",TRUE,TRUE
"#cb3-185","internal",TRUE,TRUE
"#cb3-186","internal",TRUE,TRUE
"#cb3-187","internal",TRUE,TRUE
"#cb3-188","internal",TRUE,TRUE
"#cb3-189","internal",TRUE,TRUE
"#cb3-190","internal",TRUE,TRUE
"#cb3-191","internal",TRUE,TRUE
"#cb3-192","internal",TRUE,TRUE
"#cb3-193","internal",TRUE,TRUE
"#cb3-194","internal",TRUE,TRUE
"#cb3-195","internal",TRUE,TRUE
"#cb3-196","internal",TRUE,TRUE
"#cb3-197","internal",TRUE,TRUE
"#cb3-198","internal",TRUE,TRUE
"#cb3-199","internal",TRUE,TRUE
"#cb3-200","internal",TRUE,TRUE
"#cb3-201","internal",TRUE,TRUE
"#cb3-202","internal",TRUE,TRUE
"#cb3-203","internal",TRUE,TRUE
"#cb3-204","internal",TRUE,TRUE
"#cb3-205","internal",TRUE,TRUE
"#cb3-206","internal",TRUE,TRUE
"#cb3-207","internal",TRUE,TRUE
"#cb3-208","internal",TRUE,TRUE
"#cb3-209","internal",TRUE,TRUE
"#cb3-210","internal",TRUE,TRUE
"#cb3-211","internal",TRUE,TRUE
"#cb3-212","internal",TRUE,TRUE
"#cb3-213","internal",TRUE,TRUE
"#cb3-214","internal",TRUE,TRUE
"#cb3-215","internal",TRUE,TRUE
"#cb3-216","internal",TRUE,TRUE
"#cb3-217","internal",TRUE,TRUE
"#cb3-218","internal",TRUE,TRUE
"#cb3-219","internal",TRUE,TRUE
"#cb3-220","internal",TRUE,TRUE
"#cb3-221","internal",TRUE,TRUE
"#cb3-222","internal",TRUE,TRUE
"#cb3-223","internal",TRUE,TRUE
"#cb3-224","internal",TRUE,TRUE
"#cb3-225","internal",TRUE,TRUE
"#cb3-226","internal",TRUE,TRUE
"#cb3-227","internal",TRUE,TRUE
"#cb3-228","internal",TRUE,TRUE
"#cb3-229","internal",TRUE,TRUE
"#cb3-230","internal",TRUE,TRUE
"#cb3-231","internal",TRUE,TRUE
"#cb3-232","internal",TRUE,TRUE
"#cb3-233","internal",TRUE,TRUE
"#cb3-234","internal",TRUE,TRUE
"#cb3-235","internal",TRUE,TRUE
"#cb3-236","internal",TRUE,TRUE
"#cb3-237","internal",TRUE,TRUE
"#cb3-238","internal",TRUE,TRUE
"#cb3-239","internal",TRUE,TRUE
"#cb3-240","internal",TRUE,TRUE
"#cb3-241","internal",TRUE,TRUE
"#cb3-242","internal",TRUE,TRUE
"#cb3-243","internal",TRUE,TRUE
"#cb3-244","internal",TRUE,TRUE
"#cb3-245","internal",TRUE,TRUE
"#cb3-246","internal",TRUE,TRUE
"#cb3-247","internal",TRUE,TRUE
"#cb3-248","internal",TRUE,TRUE
"#cb3-249","internal",TRUE,TRUE
"#cb3-250","internal",TRUE,TRUE
"#cb3-251","internal",TRUE,TRUE
"#cb3-252","internal",TRUE,TRUE
"#cb3-253","internal",TRUE,TRUE
"#cb3-254","internal",TRUE,TRUE
"#cb3-255","internal",TRUE,TRUE
"#cb3-256","internal",TRUE,TRUE
"#cb3-257","internal",TRUE,TRUE
"#cb3-258","internal",TRUE,TRUE
"#cb3-259","internal",TRUE,TRUE
"#cb3-260","internal",TRUE,TRUE
"#cb3-261","internal",TRUE,TRUE
"#cb3-262","internal",TRUE,TRUE
"#cb3-263","internal",TRUE,TRUE
"#cb3-264","internal",TRUE,TRUE
"#cb3-265","internal",TRUE,TRUE
"#cb3-266","internal",TRUE,TRUE
"#cb3-267","internal",TRUE,TRUE
"#cb3-268","internal",TRUE,TRUE
"#cb3-269","internal",TRUE,TRUE
"#cb3-270","internal",TRUE,TRUE
"#cb3-271","internal",TRUE,TRUE
"#cb3-272","internal",TRUE,TRUE
"#cb3-273","internal",TRUE,TRUE
"#cb3-274","internal",TRUE,TRUE
"#cb3-275","internal",TRUE,TRUE
"#cb3-276","internal",TRUE,TRUE
"#cb3-277","internal",TRUE,TRUE
"#cb3-278","internal",TRUE,TRUE
"#cb3-279","internal",TRUE,TRUE
"#cb3-280","internal",TRUE,TRUE
"#cb3-281","internal",TRUE,TRUE
"#cb3-282","internal",TRUE,TRUE
"#cb3-283","internal",TRUE,TRUE
"#cb3-284","internal",TRUE,TRUE
"#cb3-285","internal",TRUE,TRUE
"#cb3-286","internal",TRUE,TRUE
"#cb3-287","internal",TRUE,TRUE
"#cb3-288","internal",TRUE,TRUE
"#cb3-289","internal",TRUE,TRUE
"#cb3-290","internal",TRUE,TRUE
"#cb3-291","internal",TRUE,TRUE
"#cb3-292","internal",TRUE,TRUE
"#cb3-293","internal",TRUE,TRUE
"#cb3-294","internal",TRUE,TRUE
"#cb3-295","internal",TRUE,TRUE
"#cb3-296","internal",TRUE,TRUE
"#cb3-297","internal",TRUE,TRUE
"#cb3-298","internal",TRUE,TRUE
"#cb3-299","internal",TRUE,TRUE
"#cb3-300","internal",TRUE,TRUE
"#cb3-301","internal",TRUE,TRUE
"#cb3-302","internal",TRUE,TRUE
"#cb3-303","internal",TRUE,TRUE
"#cb3-304","internal",TRUE,TRUE
"#cb3-305","internal",TRUE,TRUE
"#cb3-306","internal",TRUE,TRUE
"#cb3-307","internal",TRUE,TRUE
"#cb3-308","internal",TRUE,TRUE
"#cb3-309","internal",TRUE,TRUE
"#cb3-310","internal",TRUE,TRUE
"#cb3-311","internal",TRUE,TRUE
"#cb3-312","internal",TRUE,TRUE
"#cb3-313","internal",TRUE,TRUE
"#cb3-314","internal",TRUE,TRUE
"#cb3-315","internal",TRUE,TRUE
"#cb3-316","internal",TRUE,TRUE
"#cb3-317","internal",TRUE,TRUE
"#cb3-318","internal",TRUE,TRUE
"#cb3-319","internal",TRUE,TRUE
"#cb3-320","internal",TRUE,TRUE
"#cb3-321","internal",TRUE,TRUE
"#cb3-322","internal",TRUE,TRUE
"#cb3-323","internal",TRUE,TRUE
"#cb3-324","internal",TRUE,TRUE
"#cb3-325","internal",TRUE,TRUE
"#cb3-326","internal",TRUE,TRUE
"#cb3-327","internal",TRUE,TRUE
"#cb3-328","internal",TRUE,TRUE
"#cb3-329","internal",TRUE,TRUE
"#cb3-330","internal",TRUE,TRUE
"#cb3-331","internal",TRUE,TRUE
"#cb3-332","internal",TRUE,TRUE
"#cb3-333","internal",TRUE,TRUE
"#cb3-334","internal",TRUE,TRUE
"#cb3-335","internal",TRUE,TRUE
"#cb3-336","internal",TRUE,TRUE
"#cb3-337","internal",TRUE,TRUE
"#cb3-338","internal",TRUE,TRUE
"#cb3-339","internal",TRUE,TRUE
"#cb3-340","internal",TRUE,TRUE
"#cb3-341","internal",TRUE,TRUE
"#cb3-342","internal",TRUE,TRUE
"#cb3-343","internal",TRUE,TRUE
"#cb3-344","internal",TRUE,TRUE
"#cb3-345","internal",TRUE,TRUE
"#cb3-346","internal",TRUE,TRUE
"#cb3-347","internal",TRUE,TRUE
"#cb3-348","internal",TRUE,TRUE
"#cb3-349","internal",TRUE,TRUE
"#cb3-350","internal",TRUE,TRUE
"#cb3-351","internal",TRUE,TRUE
"#cb3-352","internal",TRUE,TRUE
"#cb3-353","internal",TRUE,TRUE
"#cb3-354","internal",TRUE,TRUE
"#cb3-355","internal",TRUE,TRUE
"#cb3-356","internal",TRUE,TRUE
"#cb3-357","internal",TRUE,TRUE
"#cb3-358","internal",TRUE,TRUE
"#cb3-359","internal",TRUE,TRUE
"#cb3-360","internal",TRUE,TRUE
"#cb3-361","internal",TRUE,TRUE
"#cb3-362","internal",TRUE,TRUE
"#cb3-363","internal",TRUE,TRUE
"#cb3-364","internal",TRUE,TRUE
"#cb3-365","internal",TRUE,TRUE
"#cb3-366","internal",TRUE,TRUE
"#cb3-367","internal",TRUE,TRUE
"#cb3-368","internal",TRUE,TRUE
"#cb3-369","internal",TRUE,TRUE
"#cb3-370","internal",TRUE,TRUE
"#cb3-371","internal",TRUE,TRUE
"#cb3-372","internal",TRUE,TRUE
"#cb3-373","internal",TRUE,TRUE
"#cb3-374","internal",TRUE,TRUE
"#cb3-375","internal",TRUE,TRUE
"#cb3-376","internal",TRUE,TRUE
"#cb3-377","internal",TRUE,TRUE
"#cb3-378","internal",TRUE,TRUE
"#cb3-379","internal",TRUE,TRUE
"#cb3-380","internal",TRUE,TRUE
"#cb3-381","internal",TRUE,TRUE
"#cb3-382","internal",TRUE,TRUE
"#cb3-383","internal",TRUE,TRUE
"#cb3-384","internal",TRUE,TRUE
"#cb3-385","internal",TRUE,TRUE
"#cb3-386","internal",TRUE,TRUE
"#cb3-387","internal",TRUE,TRUE
"#cb3-388","internal",TRUE,TRUE
"#cb3-389","internal",TRUE,TRUE
"#cb3-390","internal",TRUE,TRUE
"#cb3-391","internal",TRUE,TRUE
"#cb3-392","internal",TRUE,TRUE
"#cb3-393","internal",TRUE,TRUE
"#cb3-394","internal",TRUE,TRUE
"#cb3-395","internal",TRUE,TRUE
"#cb3-396","internal",TRUE,TRUE
"#cb3-397","internal",TRUE,TRUE
"#cb3-398","internal",TRUE,TRUE
"#cb3-399","internal",TRUE,TRUE
"#cb3-400","internal",TRUE,TRUE
"#cb3-401","internal",TRUE,TRUE
"#cb3-402","internal",TRUE,TRUE
"#cb3-403","internal",TRUE,TRUE
"#cb3-404","internal",TRUE,TRUE
"#cb3-405","internal",TRUE,TRUE
"#cb3-406","internal",TRUE,TRUE
"#cb3-407","internal",TRUE,TRUE
"#cb3-408","internal",TRUE,TRUE
"#cb3-409","internal",TRUE,TRUE
"#cb3-410","internal",TRUE,TRUE
"#cb3-411","internal",TRUE,TRUE
"#cb3-412","internal",TRUE,TRUE
"#cb3-413","internal",TRUE,TRUE
"#cb3-414","internal",TRUE,TRUE
"#cb3-415","internal",TRUE,TRUE
"#cb3-416","internal",TRUE,TRUE
"#cb3-417","internal",TRUE,TRUE
"#cb3-418","internal",TRUE,TRUE
"#cb3-419","internal",TRUE,TRUE
"#cb3-420","internal",TRUE,TRUE
"#cb3-421","internal",TRUE,TRUE
"#cb3-422","internal",TRUE,TRUE
"#cb3-423","internal",TRUE,TRUE
"#cb3-424","internal",TRUE,TRUE
"#cb3-425","internal",TRUE,TRUE
"#cb3-426","internal",TRUE,TRUE
"#cb3-427","internal",TRUE,TRUE
"#cb3-428","internal",TRUE,TRUE
"#cb3-429","internal",TRUE,TRUE
"#cb3-430","internal",TRUE,TRUE
"#cb3-431","internal",TRUE,TRUE
"#cb3-432","internal",TRUE,TRUE
"#cb3-433","internal",TRUE,TRUE
"#cb3-434","internal",TRUE,TRUE
"#cb3-435","internal",TRUE,TRUE
"#cb3-436","internal",TRUE,TRUE
"#cb3-437","internal",TRUE,TRUE
"#cb3-438","internal",TRUE,TRUE
"#cb3-439","internal",TRUE,TRUE
"#cb3-440","internal",TRUE,TRUE
"#cb3-441","internal",TRUE,TRUE
"#cb3-442","internal",TRUE,TRUE
"#cb3-443","internal",TRUE,TRUE
"#cb3-444","internal",TRUE,TRUE
"#cb3-445","internal",TRUE,TRUE
"#cb3-446","internal",TRUE,TRUE
"#cb3-447","internal",TRUE,TRUE
"#cb3-448","internal",TRUE,TRUE
"#cb3-449","internal",TRUE,TRUE
"#cb3-450","internal",TRUE,TRUE
"#cb3-451","internal",TRUE,TRUE
"#cb3-452","internal",TRUE,TRUE
"#cb3-453","internal",TRUE,TRUE
"#cb3-454","internal",TRUE,TRUE
"#cb3-455","internal",TRUE,TRUE
"#cb3-456","internal",TRUE,TRUE
"#cb3-457","internal",TRUE,TRUE
"#cb3-458","internal",TRUE,TRUE
"#cb3-459","internal",TRUE,TRUE
"#cb3-460","internal",TRUE,TRUE
"#cb3-461","internal",TRUE,TRUE
"#cb3-462","internal",TRUE,TRUE
"#cb3-463","internal",TRUE,TRUE
"#cb3-464","internal",TRUE,TRUE
"#cb3-465","internal",TRUE,TRUE
"#cb3-466","internal",TRUE,TRUE
"#cb3-467","internal",TRUE,TRUE
"#cb3-468","internal",TRUE,TRUE
"#cb3-469","internal",TRUE,TRUE
"#cb3-470","internal",TRUE,TRUE
"#cb3-471","internal",TRUE,TRUE
"#cb3-472","internal",TRUE,TRUE
"#cb3-473","internal",TRUE,TRUE
"#cb3-474","internal",TRUE,TRUE
"#cb3-475","internal",TRUE,TRUE
