"audit_group","role","path","pre_sha256","pre_bytes","expected_current_sha256","expected_current_bytes","observed_sha256","observed_bytes","status","note"
"order35_and_order35a_history","dispatch_manifest","audit/report_harmonization/report017_h04_order35a_dispatch_manifest.csv","b7a9ddceed91075db39a7842069e419a2f6eb2bbb562b4c43a8c128686e20283",2847,"b7a9ddceed91075db39a7842069e419a2f6eb2bbb562b4c43a8c128686e20283",2847,"b7a9ddceed91075db39a7842069e419a2f6eb2bbb562b4c43a8c128686e20283",2847,"PASS","Protected identity preserved byte-for-byte"
"order35_and_order35a_history","source_test","tests/hypotheses/H04/test_h04_report017_source_harmonization.R","934ec16dcd2b7e6c4b2771f09f35c0832d059d695c21c5b917ba3303bd16c19b",33144,"934ec16dcd2b7e6c4b2771f09f35c0832d059d695c21c5b917ba3303bd16c19b",33144,"934ec16dcd2b7e6c4b2771f09f35c0832d059d695c21c5b917ba3303bd16c19b",33144,"PASS","Protected identity preserved byte-for-byte"
"order35_and_order35a_history","auxiliary_test","tests/hypotheses/H04/test_h04_participant_random_intercept_assessment.R","247523ec05b484e161e2717a21d33314375370b84413a3bbcfb150582b86ad90",9022,"247523ec05b484e161e2717a21d33314375370b84413a3bbcfb150582b86ad90",9022,"247523ec05b484e161e2717a21d33314375370b84413a3bbcfb150582b86ad90",9022,"PASS","Protected identity preserved byte-for-byte"
"order35_and_order35a_history","owner_execution","audit/hypotheses/H04/report017_order35a/H04_order35a_execution_audit.md","05c2d9a16a04f8ce3e0b76d1244c3711406e8318507e6f8474d242ca05191957",3991,"05c2d9a16a04f8ce3e0b76d1244c3711406e8318507e6f8474d242ca05191957",3991,"05c2d9a16a04f8ce3e0b76d1244c3711406e8318507e6f8474d242ca05191957",3991,"PASS","Protected identity preserved byte-for-byte"
"order35_and_order35a_history","owner_source_audit","audit/hypotheses/H04/report017_order35a/H04_order35a_source_audit.csv","09a9d857ef2dce9d46902678e9c5630bdcb4ace93cbc00f4a5d72aa4267f621d",8648,"09a9d857ef2dce9d46902678e9c5630bdcb4ace93cbc00f4a5d72aa4267f621d",8648,"09a9d857ef2dce9d46902678e9c5630bdcb4ace93cbc00f4a5d72aa4267f621d",8648,"PASS","Protected identity preserved byte-for-byte"
"order35_and_order35a_history","exact_diff","audit/hypotheses/H04/report017_order35a/H04_order35a_four_change_diff.patch","83bb6bccd7630e34e9128543d9753cc5f81ab3646511b8070ec17969fa718407",702,"83bb6bccd7630e34e9128543d9753cc5f81ab3646511b8070ec17969fa718407",702,"83bb6bccd7630e34e9128543d9753cc5f81ab3646511b8070ec17969fa718407",702,"PASS","Protected identity preserved byte-for-byte"
"order35_and_order35a_history","reverse_proof","audit/hypotheses/H04/report017_order35a/H04_order35a_four_change_reverse_proof.csv","9285e908164a0edb78a298101052c182b4aabf45b3cf91ff72bba43dea999daf",1186,"9285e908164a0edb78a298101052c182b4aabf45b3cf91ff72bba43dea999daf",1186,"9285e908164a0edb78a298101052c182b4aabf45b3cf91ff72bba43dea999daf",1186,"PASS","Protected identity preserved byte-for-byte"
"order35_and_order35a_history","protected_audit","audit/hypotheses/H04/report017_order35a/H04_order35a_protected_identity_audit.csv","0e31faaa40bbaf5ddc5cf74f0de825bdaa86296ca3de1fbafe1299816f1a391d",6630,"0e31faaa40bbaf5ddc5cf74f0de825bdaa86296ca3de1fbafe1299816f1a391d",6630,"0e31faaa40bbaf5ddc5cf74f0de825bdaa86296ca3de1fbafe1299816f1a391d",6630,"PASS","Protected identity preserved byte-for-byte"
"order35_and_order35a_history","owner_manifest","audit/hypotheses/H04/report017_order35a/H04_order35a_non_circular_manifest.csv","5928e53945fe2853bfdb614e911571ae43c6eb3caa83c920b69f071348025568",5197,"5928e53945fe2853bfdb614e911571ae43c6eb3caa83c920b69f071348025568",5197,"5928e53945fe2853bfdb614e911571ae43c6eb3caa83c920b69f071348025568",5197,"PASS","Protected identity preserved byte-for-byte"
"order35_and_order35a_history","stale_result_html","_build/nathealth/notebooks/hypotheses/H04.html","cad724ca28c651db62f2bb11a51d0d53adbf133785a6d9477f600900269e3cbe",380116,"cad724ca28c651db62f2bb11a51d0d53adbf133785a6d9477f600900269e3cbe",380116,"cad724ca28c651db62f2bb11a51d0d53adbf133785a6d9477f600900269e3cbe",380116,"PASS","Protected identity preserved byte-for-byte"
"order35_and_order35a_history","stale_companion_html","_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html","73e1c1f097b2053fd55bfea4857d3c72490af490bfa5e7ebf96c8f801bb57a8f",1207573,"73e1c1f097b2053fd55bfea4857d3c72490af490bfa5e7ebf96c8f801bb57a8f",1207573,"73e1c1f097b2053fd55bfea4857d3c72490af490bfa5e7ebf96c8f801bb57a8f",1207573,"PASS","Protected identity preserved byte-for-byte"
"order35_and_order35a_history","shared_profile_context","_quarto-nathealth.yml","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",7480,"80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",7480,"80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",7480,"PASS","Protected identity preserved byte-for-byte"
