path,sha256,bytes,link_target
artifacts/06_model_data/H11/stage2/main__chest__all_available__frame.rds,b231b436bde64c306447cb957bc22f36fe0ec6a6a5b1fea0c85e2280dc0a530c,405764,
artifacts/06_model_data/H11/stage2/main__glasses__all_available__frame.rds,8d3d01048dd1f6f3e92bf3e219af417becc87865c955238bac5ae18215f79231,372688,
artifacts/06_model_data/H11/stage2/manuscript_prepared_data__chest__all_available__frame.rds,37661f6d207d7293eaf32ad9d127304884190901e11c997ecca0081c8a178e09,394040,
artifacts/06_model_data/H11/stage2/manuscript_prepared_data__glasses__all_available__frame.rds,fc37c005de5120663971669a464a8e76eb04c73eccf510cc0dbb59e5861a9c21,363828,
artifacts/06_model_data/H11/stage2/paired_placement_display_assessment.csv,d2d02585a8cf16cc7d09064c9cca27166d75b4ee584c7dca267575bff4fb2551,1515,
artifacts/06_model_data/H11/stage2/reporting_decision_record.csv,3bcc9c2b9dd98ffc65ee5aee358d8c4fc9e560428acc47438f6d1d618e8cae3a,986,
artifacts/06_model_data/H11/stage2/stage2_analysis_completion.rds,f7b0dcbdfcaf51cbc3375addf9dccb077f10354be095879eaf75d15b32cca92b,3580,
artifacts/06_model_data/H11/stage2/upstream_reconciliation.csv,8df3173ef2503a55f1e13b4cb5fbade0feebe479186d76847505925efc3e7d32,13325,
artifacts/06_model_data/H11/stage3/H11_activity_identity_reconciliation.csv,8210bace2ba1334b1dc2c2d5247f938a6b64e9e0514b5cf1163d4291f96d6c90,10795,
artifacts/06_model_data/H11/stage3/H11_reader_activity_formula_registry.csv,50ef6f8fa1bb719dddca431d10a03aef04d99fa378b18421b914dfc5bbff2a5a,1422,
artifacts/06_model_data/H11/stage3/H11_reader_formula_registry.csv,3dabd36ef3a5cff3075032c2b40943eb0615341ce3d795aa90f8dacb243ca6f5,555,
artifacts/06_model_data/H11/stage3/H11_reader_placement_comparison_assessment.csv,154c15d8ed4aad943af19f98a2877d68bb623e0fc387a44d2c5a6687e07e2bd2,1138,
artifacts/06_model_data/H11/stage3/H11_stage2_identity_reconciliation.csv,c1082e8924e8109515587cf15e98ebe72dc23fb84b4fa34c21a6e27248c5092f,23997,
artifacts/07_models/H11/activity_context/activity_context__chest/activity_adjusted_final_fREML__metadata.rds,6c6ebb4e268a82009e089b4b5d5a9f375c8ae892eb7d429bfe9aed6991c01079,508,
artifacts/07_models/H11/activity_context/activity_context__chest/activity_adjusted_final_fREML.rds,2b307c0bb8bd879b62caf65bb66320a3eea1d063d65c2eb743da6e41ae2bcbd7,317632436,
artifacts/07_models/H11/activity_context/activity_context__chest/activity_adjusted_preliminary_rho0_fREML__metadata.rds,61587ffaa2c363b111e6e0a7fef6db000822da96708bc19b4658ec816c98295d,512,
artifacts/07_models/H11/activity_context/activity_context__chest/activity_adjusted_preliminary_rho0_fREML.rds,d454f8d90764cfa609ce61f6147efe69b52f51cba8dd353164cefc318edb1523,317683556,
artifacts/07_models/H11/activity_context/activity_context__chest/activity_context_run_bundle.rds,7f136308befd98b5b08a187e6f37d486b7955ea9d7305026dc0cbbc430f45929,580,
artifacts/07_models/H11/activity_context/activity_context__chest/restricted_unadjusted_final_fREML__metadata.rds,1623016b44cee5bb182a5774bac6a086d13ea593c0e8302d3bd5a809df0fd426,500,
artifacts/07_models/H11/activity_context/activity_context__chest/restricted_unadjusted_final_fREML.rds,3dae8b1238ecaf92e378125bb074b06196168ee11582f887e72c31f2c0093ef8,292541592,
artifacts/07_models/H11/activity_context/activity_context__glasses/activity_adjusted_final_fREML__metadata.rds,e9eb33dd48d4b782bb10168e78891c5f5e893ab0608553b536e12b0c7184ed5a,512,
artifacts/07_models/H11/activity_context/activity_context__glasses/activity_adjusted_final_fREML.rds,4212ba8275b1570a96f3b7ae831d2a5291e1da2058225d4a27ffa68a2d437c18,225048888,
artifacts/07_models/H11/activity_context/activity_context__glasses/activity_adjusted_preliminary_rho0_fREML__metadata.rds,39668df6c43d84e191833cdd2153834ad380d6b06790723cfb9bdbd8c83160f7,512,
artifacts/07_models/H11/activity_context/activity_context__glasses/activity_adjusted_preliminary_rho0_fREML.rds,8d78890213a9423a8fdf031a0e4de576221cbb743b6de1b0b0b5f5829ae990bf,225744396,
artifacts/07_models/H11/activity_context/activity_context__glasses/activity_context_run_bundle.rds,50b2e0e583a08615ee9b85aadf5542c6f15850ef9a9b86ac7b73b1a0bbfdbb21,588,
artifacts/07_models/H11/activity_context/activity_context__glasses/restricted_unadjusted_final_fREML__metadata.rds,e0361d35bdd2ecd324418c178a7e69fb0e40bcd5451f839eba1617f04bfdafd5,504,
artifacts/07_models/H11/activity_context/activity_context__glasses/restricted_unadjusted_final_fREML.rds,032238735407a5b7454fdf8e57cb37df23ae5dd348ce5552f99e6fb8eca24d40,206233736,
artifacts/07_models/H11/stage2/main__chest__all_available/m0_effect_size_fREML__metadata.rds,3ef38e6f119827df891c84467f853495513ae24327d32a4418257b75d8325b8d,480,
artifacts/07_models/H11/stage2/main__chest__all_available/m0_effect_size_fREML.rds,2f422e3ab537bd7db57b111d97d3c5cbb6fecf6f1510749ad53dbf27eec3646b,277677980,
artifacts/07_models/H11/stage2/main__chest__all_available/mpattern_final_fREML__metadata.rds,ad1fb7441c0fd5f540a264c719aa91ca1a6ba110184b78dfd313b1de1a30d327,496,
artifacts/07_models/H11/stage2/main__chest__all_available/mpattern_final_fREML.rds,f6ca61576a9fa216315c8cf82a8d968e194733a16b200a19157e911bc1901613,278505364,
artifacts/07_models/H11/stage2/main__chest__all_available/mpattern_preliminary_rho0_fREML__metadata.rds,05c110f31266567763c29c3e650b8cb7031c28c7eeda0bd9146c1110fcbb64d1,492,
artifacts/07_models/H11/stage2/main__chest__all_available/mpattern_preliminary_rho0_fREML.rds,f85c22fb0705822effcc5a98d45e4e099826ed409009a09e1a5ebaeb68fbc324,279973176,
artifacts/07_models/H11/stage2/main__chest__all_available/stage2_run_bundle.rds,236e2cf6b62a1c00b949fc4cd6a7b66aa3ab69d1ebbfff85fc8b1466d5d2b9b1,1432,
artifacts/07_models/H11/stage2/main__glasses__all_available/m0_effect_size_fREML__metadata.rds,417d8b07622febd4120c952069d4c53e1552d0ad703776f0d272dc65c44d7c7e,480,
artifacts/07_models/H11/stage2/main__glasses__all_available/m0_effect_size_fREML.rds,401beef65b53bff6688a90e74c5edc6ba6ab07207e7faf0ca1c072c028ef3d20,229712764,
artifacts/07_models/H11/stage2/main__glasses__all_available/mpattern_final_fREML__metadata.rds,0b615d76f2b5dcf2d299cb46378bafeb78610c7ece4419b8564b4e39d1e5964f,496,
artifacts/07_models/H11/stage2/main__glasses__all_available/mpattern_final_fREML.rds,64306bfd12962dccaf996f1e44f0198b34541554f36e4c32473bd3e183758b50,233760572,
artifacts/07_models/H11/stage2/main__glasses__all_available/mpattern_preliminary_rho0_fREML__metadata.rds,7880bb35f37d74991ad02944f47a2d3d3e6618749919433e23c493a872d04773,492,
artifacts/07_models/H11/stage2/main__glasses__all_available/mpattern_preliminary_rho0_fREML.rds,beac79badac4b0cd1b885eb073daf518d60b5d431b84b7c808003777d8d768d7,235872856,
artifacts/07_models/H11/stage2/main__glasses__all_available/stage2_run_bundle.rds,c29da935c91717fb9ae38e9595f39c7beb238a4ead46524e746782d40f580d2b,1440,
artifacts/07_models/H11/stage2/manuscript_prepared_data__chest__all_available/mpattern_final_fREML__metadata.rds,3e197ccee9156863fbc572dd2f3bca51b635f614ab6cfe3b0e80cae7f6c6efd8,508,
artifacts/07_models/H11/stage2/manuscript_prepared_data__chest__all_available/mpattern_final_fREML.rds,d22845ce5107942d7a7620675f10a162be82b6e7a7cd12812da014871476526d,257631140,
artifacts/07_models/H11/stage2/manuscript_prepared_data__chest__all_available/mpattern_preliminary_rho0_fREML__metadata.rds,fb6c2b3ca7486639b58386c002407b04cdd60061080bea1fa55db8b32392daac,508,
artifacts/07_models/H11/stage2/manuscript_prepared_data__chest__all_available/mpattern_preliminary_rho0_fREML.rds,c83ac9506c1c96362d4645a4e3f904bc48cd1119690853ded1f28431f14c9e8b,261061644,
artifacts/07_models/H11/stage2/manuscript_prepared_data__chest__all_available/stage2_run_bundle.rds,951839b9b6df65813d84b0be45ef504b033e9a66c570146460e145d877beb948,1456,
artifacts/07_models/H11/stage2/manuscript_prepared_data__glasses__all_available/mpattern_final_fREML__metadata.rds,727fea1c6917df9d51b3d467f7f7f2e3e15c2b5e7ba9aaf78bbc8a470b75ebe7,512,
artifacts/07_models/H11/stage2/manuscript_prepared_data__glasses__all_available/mpattern_final_fREML.rds,6a6807a61dac8678697138799700a5cd0e1463872e42ba3eb77fe6f05022000c,221262240,
artifacts/07_models/H11/stage2/manuscript_prepared_data__glasses__all_available/mpattern_preliminary_rho0_fREML__metadata.rds,e2847b865c9281fd82c8db55a01fc42b5495a560fcea07c7fa9ac0ff309a4a5c,508,
artifacts/07_models/H11/stage2/manuscript_prepared_data__glasses__all_available/mpattern_preliminary_rho0_fREML.rds,9f914de35fdd5a137445ed20f2599bca597c8c31425687cb7ae21112eef5f430,223514440,
artifacts/07_models/H11/stage2/manuscript_prepared_data__glasses__all_available/stage2_run_bundle.rds,6f825274916e10ac15791aa011584f10803c02aa7e1e656b7ff4ccc5018ee369,1464,
artifacts/08_diagnostics/H11/activity_context/basis_dimension_check.csv,ab5ec755072d5f871ffa9f324bed6f5a4e4aaa73055ddfb08179095344c9beac,5170,
artifacts/08_diagnostics/H11/activity_context/boundary_aware_residual_acf.csv,eef6d3b0b9d7bcdc3aeacd01edf5fe8a186cbfc9fd6981ea472c597e1eeef95a,7515,
artifacts/08_diagnostics/H11/activity_context/cyclic_curve_closure.csv,8e48139afb9dc2d708db93472c5e27dbcfae90d5f8bb62b79952ca56167bc353,1181,
artifacts/08_diagnostics/H11/activity_context/diagnostic_assessment.csv,92aa39e020f5b78b3ed8468b14424bfa733e9119d08e45dc0a411cab7c06bfe8,1893,
artifacts/08_diagnostics/H11/activity_context/formal_concurvity.csv,264b1d017fbfd5c2e2c2afefaeaf8ab635aae098c829e82ca1cddd0c89fa37d2,22924,
artifacts/08_diagnostics/H11/activity_context/residual_summary.csv,7e88e1003dc152f310e29a080d157e654ff21c635787af47361348214ba958a4,4837,
artifacts/08_diagnostics/H11/activity_context/robust_inference_diagnostics.csv,94cc131d5aa6758b0c1f80152f67cd2744accb412f1fdc123550a513584cc944,1797,
artifacts/08_diagnostics/H11/activity_context/site_sum_to_zero_constraint.csv,5796a927013901697c2593acff59d0fa08cccaafc8d033d750b2d081956f633d,626,
artifacts/08_diagnostics/H11/activity_context/smooth_summary.csv,797399dddb911da69afc135a8694102debc62608283922b050f71f91b8d8a1ab,4870,
artifacts/08_diagnostics/H11/stage2/basis_dimension_check.csv,a319009ec206dc08a9a0c707387bbb345f633b4132e281b9be218eb25279a386,2359,
artifacts/08_diagnostics/H11/stage2/boundary_aware_residual_acf.csv,bc656688630c4d7287576c4e9acef1a8c61be3f0957d3fbe2bfe5f1e6dbce00a,9244,
artifacts/08_diagnostics/H11/stage2/cyclic_curve_closure.csv,0b94d3e59010e3e2bebc4cd03139a5cf5204dac046f05d61be980ff4b7aa0749,967,
artifacts/08_diagnostics/H11/stage2/diagnostic_assessment.csv,9377f1701b9d415286eaf2d52d0d4d4f36c2a5d85e4ff69c3f9df846bb3778a8,1974,
artifacts/08_diagnostics/H11/stage2/formal_concurvity.csv,7ddac6924314d50bd965ac856b38253705e7af0e267305ec3773d65c86ed2d3b,12363,
artifacts/08_diagnostics/H11/stage2/main__chest__all_available__effect_size_pilot_50rep.rds,133b14984914b04d417c70920bd2ae7c81da46f102bdf57bad53c114723a7839,2156,
artifacts/08_diagnostics/H11/stage2/main__glasses__all_available__effect_size_pilot_50rep.rds,f5259b14358c8151f3e2fde208b85862a46d2e5885483efa369baa60a7673120,2204,
artifacts/08_diagnostics/H11/stage2/method_amendment/method_proposal.csv,ead38938c8142fa1c8a0b89e13baac5ded9bdde5593f0f1a78256cd1e9e49ec8,1624,
artifacts/08_diagnostics/H11/stage2/method_amendment/robust_covariance_stress.csv,0a241effd5cf16a97e521baa8a9dc76c776cc036f9cf21c4333e59a8b3518af5,1899,
artifacts/08_diagnostics/H11/stage2/method_amendment/robust_diagnostics.csv,f25dcda1e649be35d4fcef66c5e92eaf7ad77878cf7e6d6f4887f3229eef787c,1235,
artifacts/08_diagnostics/H11/stage2/method_amendment/robust_test_results.csv,3b2a788d63e5a57b3f2493d4921c880a3f91a94b9218ca3764775783c1de7aa1,1793,
artifacts/08_diagnostics/H11/stage2/method_amendment/runtime_comparison.csv,6bbc6fd51cbeeece00900df24b4e0822b204b5f9ae42c14f4579e0daeb21927e,672,
artifacts/08_diagnostics/H11/stage2/residual_summary.csv,31b9e37f4a773d864d796ceb77a7c85b632a63c1bf0b8f6d807dac9845dee77c,4059,
artifacts/08_diagnostics/H11/stage2/robust_inference_diagnostics.csv,492a2f86dc0074c2564bd5a48e7610ca130f8f7cca6327dfe5ca938d0f26e404,1893,
artifacts/08_diagnostics/H11/stage2/site_sum_to_zero_constraint.csv,3e59af86d2c4790a80dd1ba463b2ce300106ab1338b4c22acbbcdf695869e38f,545,
artifacts/08_diagnostics/H11/stage2/smooth_summary.csv,bc0b820a9a45096365dc104349c94221d8791307e8154cedf856c9aa3d53aeab,2182,
artifacts/08_diagnostics/H11/stage3/H11_reader_activity_diagnostic_assessment.csv,6f581e2fc76437878a84256728aeeef67d7837c7c4987f0d736950e50edff02e,2553,
artifacts/08_diagnostics/H11/stage3/H11_reader_diagnostic_assessment.csv,37d3d49074652dc30d307940649f2ab9ed72bd4670e0979f396468534faec7bd,2178,
artifacts/08_diagnostics/H11/stage3/H11_reader_primary_residual_summary.csv,7a435a3184f8b348b1106e30afc0b56272c203da6fba497190bed6da0c81296e,2285,
artifacts/08_diagnostics/H11/stage3/H11_reader_residual_acf.csv,5818c52c4980dcde6c1c30dd43b04c6ad880b2841be0b6cbceabc9dd5935d080,13124,
artifacts/08_diagnostics/H11/stage3/H11_reader_robust_diagnostics.csv,d6c86c4c622fb2ef3f6a3864970c176ebba4b2e5da3dab0f15c9a021b14eb630,2083,
artifacts/09_tables/H11/activity_context/activity_adjusted_effect_size_curve_variation.csv,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,
artifacts/09_tables/H11/activity_context/activity_adjusted_effect_size_gate.csv,97c0305550488d4341dff8fe5e404fd739e64dd1b488b6b4a9b558a4dad8663b,449,
artifacts/09_tables/H11/activity_context/activity_adjusted_effect_size_model_fit_summary.csv,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,
artifacts/09_tables/H11/activity_context/activity_adjusted_effect_size_pilot_50rep.csv,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,
artifacts/09_tables/H11/activity_context/activity_category_support_by_sex.csv,044ba0f5f9bbd61b7cf0cd689cd240ff9432ce29161bf7b58e3e89450878da2a,1747,
artifacts/09_tables/H11/activity_context/activity_common_sample_counts.csv,a8e39f34e78a63f7a63ba179bc00ea0d218b96aa4329963e3b33c100ab18b60e,574,
artifacts/09_tables/H11/activity_context/global_sex_curve_tests.csv,f9b2035548de21d4440b78ec0770b95d0b752e3637f3bbd7fb765fb8093f3695,2717,
artifacts/09_tables/H11/activity_context/model_fit_summary.csv,dc11e3cba96a20d29fa3506e3eff2d97b82c015c8e9e0e97b3240c3e84a0c0da,2634,
artifacts/09_tables/H11/activity_context/rho_summary.csv,f1c582f80096b87ce4b8cd5456f156086651f44073e55737644d6ed39614b8bb,722,
artifacts/09_tables/H11/activity_context/same_sample_activity_attenuation.csv,a8f66e7d0710a478849e9a9f729601f701bf5c78decc21c25c152fbf64cdd748,1470,
artifacts/09_tables/H11/stage2/data_preparation_comparison.csv,02620caae7c552053e9b16dac7ba672b0b7b217465c4a2151b70bad02b5b2d24,1655,
artifacts/09_tables/H11/stage2/effect_size_curve_variation.csv,680467ae81c7e6122293e08619c9fc72d64f4be559f5968738ff8f8ce3f6cfb6,1195,
artifacts/09_tables/H11/stage2/effect_size_gate.csv,07a6e2508d746d9aee736efe4e521709bd3a02eb283362a2a1213386ace98817,625,
artifacts/09_tables/H11/stage2/effect_size_model_fit_summary.csv,f7254ff328b17b04df6481b9165c9e56c4543ffa373543d334503c6190179e69,1469,
artifacts/09_tables/H11/stage2/effect_size_pilot_50rep.csv,101621e86fc5b564c6c33c945ab194ab4afc8810b3a062f3d0799efad3476577,5123,
artifacts/09_tables/H11/stage2/model_comparisons.csv,4ee2baa960309d2113fa9fb048dd8a3483b1ddffce4ba692997f19658c610325,8171,
artifacts/09_tables/H11/stage2/model_fit_summary.csv,44db045308ce4d3986ca7876e02757c710b7cb41d8ee7e234d115142423cc9c3,4976,
artifacts/09_tables/H11/stage2/parametric_sex_component.csv,ad715a19b976b3a47a19c1b5dc8eb71fc6ff20fbac9c2691e3b4ee319704d506,1762,
artifacts/09_tables/H11/stage2/pointwise_descriptive_segments.csv,3320b7bc8879d7b405e6c8ed95b651ee81ce73dba711ecb5668e6b432f3fe98c,2131,
artifacts/09_tables/H11/stage2/rho_summary.csv,dd27577e9dda59acaf8c2ab08d6205bd9e614218eb1a83ab2c65a3326f8fad90,1313,
artifacts/09_tables/H11/stage2/sample_counts.csv,6df625fa39d7563b44c6214f1f8ad716328ef37595a5e888bc6419ff6b856fe6,1115,
artifacts/09_tables/H11/stage2/v0_new_implementation_comparison.csv,90b3545d18d54573144bbdcf71d89b44f35761b74f6b66c6fe7eb717ae27aadf,2348,
artifacts/09_tables/H11/stage3/H11_reader_activity_attenuation.csv,f3b006d5d07aef1e36c07806f77bd3c5fbf1d48d010dc567b3271c381a055219,1496,
artifacts/09_tables/H11/stage3/H11_reader_activity_global_comparison.csv,445d74c2eb2f65e9ba0d5a125fefd0eb1713e3b99931044f4d3681f20527a62e,1853,
artifacts/09_tables/H11/stage3/H11_reader_activity_pointwise_context.csv,55761e6d7b0c42d3b14364b26c006151aab253dc2e9f9afbe6e75a1bcbfccb56,1670,
artifacts/09_tables/H11/stage3/H11_reader_activity_samples.csv,5843617b8ca30224de764d0919c8c464454af47cba719a32678737987d45cef1,718,
artifacts/09_tables/H11/stage3/H11_reader_activity_support.csv,39dae5fb1ed3d3c66967ea6df21b51d1920de6c5fb080460cecd6f01946f4c8a,1913,
artifacts/09_tables/H11/stage3/H11_reader_curve_variation_effect_size.csv,2777b5e0d33671b0b953df1beb86da300a135fb93965124b4951e74d98cfa9b4,1277,
artifacts/09_tables/H11/stage3/H11_reader_global_tests.csv,bb96c5a8009813e058fe41e8d0b52d46ae9ae5b15d853fda74e1f241235532fb,1918,
artifacts/09_tables/H11/stage3/H11_reader_level_shape_decomposition.csv,613cf9f0012823ef5996b74e65fd0f80a43a96edb1a7c9aefc8553e163b7732e,2245,
artifacts/09_tables/H11/stage3/H11_reader_parametric_level_estimates.csv,547a933b18df63af82d664c4e03e2bad991d136d9b503bb8d51237737e2bfbd5,1031,
artifacts/09_tables/H11/stage3/H11_reader_pointwise_context.csv,27b7cdf70349ab7907ae1c68c5564d525608d0f2b9bbf82d6903e30277cb43fa,1628,
artifacts/09_tables/H11/stage3/H11_reader_pointwise_segments.csv,b5485f853557c5632b9c4cabe47ffacb7d513546e81ce07a9768a5fede566b50,2305,
artifacts/09_tables/H11/stage3/H11_reader_samples.csv,2aa7c87705db6068c410319eccbc35036b65fbac678c5ab4409581109315d58c,1090,
artifacts/10_figures/H11/preparation/H11_preparation_activity_attrition.pdf,b85b8667c81efaee0a114872af8cfa7bc2199baee3c44935926aa6907c018f36,19116,
artifacts/10_figures/H11/preparation/H11_preparation_activity_attrition.png,762ea8dad26f65f5581072bd072b59c45a598f4d4e1d90c7f54fb2d82a633160,122442,
artifacts/10_figures/H11/preparation/H11_preparation_melEDI_distribution.pdf,56634b531c94800f60cfc817db972217f300414576864e800589be654d63ad83,24772,
artifacts/10_figures/H11/preparation/H11_preparation_melEDI_distribution.png,8f8ae99a2ded0c02a54027f575fa1745a5044c2bb1cb07098c85fd668b84ef6e,139776,
artifacts/10_figures/H11/preparation/H11_preparation_site_sex_support.pdf,864f29b528d5477c441b3426000ecf49550446a2443eadb33d71bffe7f843661,23778,
artifacts/10_figures/H11/preparation/H11_preparation_site_sex_support.png,76644e2b672ae2f8196e5a8f41083486891a1ca98ceaa5a67338db9bb3c0085c,119653,
artifacts/10_figures/H11/stage2/h11_chest_pointwise_residual_acf.png,93fafaa039aec3b9098839cb540b1a832cefae811ea62ce43d1c0c5e1d0a0c33,98186,
artifacts/10_figures/H11/stage2/h11_chest_pointwise.pdf,5a93779ac143a01bb9cfbad2f437b23908fe91dc7efea1b34365f6ee9fa440c1,30556,
artifacts/10_figures/H11/stage2/h11_chest_pointwise.png,3ea581a7e43191f45957e63ed6e437a2dd0a0ede23835ef779a30c8d67601914,243138,
artifacts/10_figures/H11/stage2/h11_near_eye_pointwise_residual_acf.png,354c9e10706419f39ac04390af7fb426458b4835486330bb4f6c06d22d9ba11d,98018,
artifacts/10_figures/H11/stage2/h11_near_eye_pointwise.pdf,9ac3ee0387bbf173edab9fd43cb646c0e5329a4acf24415af80564aec61944ca,32175,
artifacts/10_figures/H11/stage2/h11_near_eye_pointwise.png,8d590a27c78c7c2ac59fb01214b97d8d4c764b5c50b57721e181c3c23f6bff2a,305197,
artifacts/10_figures/H11/stage2/h11_v0_prepared_chest_pointwise.pdf,00f0847771040ba397c3a9aff87c17fa2bd804f7057d283bc31806306158ebd4,31288,
artifacts/10_figures/H11/stage2/h11_v0_prepared_chest_pointwise.png,d56e9ef0128c44f45dc25bed34163cacaa2f929088f43ff1a3421dcae33e7d9e,247157,
artifacts/10_figures/H11/stage2/h11_v0_prepared_near_eye_pointwise.pdf,756f1ff7296d70e6b887c1e180b75b806b4c15dcb75a163b2224163bd0188e44,32832,
artifacts/10_figures/H11/stage2/h11_v0_prepared_near_eye_pointwise.png,e72e1ca4b4e828a20e6e5048aa0fe4cd4dfa0e51489ac0a8d695e391e7d11af5,310326,
artifacts/10_figures/H11/stage3/H11_reader_activity_context_female_to_male_curves.pdf,48fc69c740f0ee14ff5478371a9ab5e9dc22e88932b9772ab1a2032d50e67cb1,28402,
artifacts/10_figures/H11/stage3/H11_reader_activity_context_female_to_male_curves.png,4afddd3bbc90fad34e6e5c6a7eaf529913bf91997e12fe98a764b816971951ac,265489,
artifacts/10_figures/H11/stage3/H11_reader_chest_residual_dependence.pdf,116a6c660e273cc60d931986692a7b6e820477db648b8c29f885bd541c0173ba,18585,
artifacts/10_figures/H11/stage3/H11_reader_chest_residual_dependence.png,b8b9d2a516ba86061819a3d884a2b1a78838f4aa2cad1fefba74af1b0a514d84,149241,
artifacts/10_figures/H11/stage3/H11_reader_complementary_chest_curves.pdf,dcda583c2785572b1afc929645f24d425c18d05a5ea0dce43975960c5a907191,30751,
artifacts/10_figures/H11/stage3/H11_reader_complementary_chest_curves.png,0e4c061f43a1beb30074f46faad4bbf59745f7e423104783ae35dfbd90ca6c57,359918,
artifacts/10_figures/H11/stage3/H11_reader_gap_timing_unaware_chest_curves.pdf,9d6046cb76188c3beaf3d9f9b406a749208eaff7cb0c74a393c1506d133fd752,31486,
artifacts/10_figures/H11/stage3/H11_reader_gap_timing_unaware_chest_curves.png,7b2b4089843b6981d79126fb5d929892dc0b8f9aca63e609e9f206f0240adfe6,366299,
artifacts/10_figures/H11/stage3/H11_reader_gap_timing_unaware_near_eye_curves.pdf,e35936b59aebcc4626ec0c32c26604c625ad4e9dfd55d803f6b31f65bb0af757,32894,
artifacts/10_figures/H11/stage3/H11_reader_gap_timing_unaware_near_eye_curves.png,4a30b8df0193f1895b017005e3bcd40f6041ab9704e69f8b8f5c01abbdf40f97,463882,
