path,existed_before,sha256_before,bytes_before,sha256_after,bytes_after,changed
artifacts/07_models/H01/manuscript_prepared_data/glasses/all_available/mder_mean_of_viable_ratios_models.rds,FALSE,,,5da9d34066add3e542ccf5a4fa7a9faa4da12ed1261c7166418c90bcaec6e44b,226388,TRUE
artifacts/07_models/H01/manuscript_prepared_data/glasses/all_available/mder_mean_of_viable_ratios_r2_bootstrap_draws.rds,FALSE,,,26901ecd6d61fecccf9d17fd846705f615be97aedafe632b8bf8f50576c9ed09,56472,TRUE
artifacts/07_models/H01/manuscript_prepared_data/glasses/paired_common_sample/mder_mean_of_viable_ratios_model_frame.rds,FALSE,,,54fae6b83ce7ff6a6a69ccb6b43d90a0d3be0acd9af77ba4d7334b92d1e19e9e,12364,TRUE
artifacts/07_models/H01/manuscript_prepared_data/glasses/paired_common_sample/mder_mean_of_viable_ratios_models.rds,FALSE,,,4fe4276e2d1f1d154b4e37bf1129a2cbc4d80d6d43ee9f5636bb99de9c663a87,196032,TRUE
artifacts/07_models/H01/manuscript_prepared_data/glasses/paired_common_sample/mder_mean_of_viable_ratios_r2_bootstrap_draws.rds,FALSE,,,244bc7db152d4cf620e0f4d1e3f63d5b350b2325f15945ee914dd6bf8172a457,57168,TRUE
artifacts/08_diagnostics/H01/H01_latitude_leave_one_site_out.csv,TRUE,d3162274325fb22641d1948ab986590e30e7137feaddfcdaabe5b9280878e80d,463159,a66a352bd40df8cceade3fd21cb7d3404ae013d5e818c1f79f408cb5a81f2d0f,460805,TRUE
artifacts/08_diagnostics/H01/H01_model_diagnostics.csv,TRUE,240940aeaea41141788d401dfbd86a79d70ecb5d71aeb7a654d53ea8bc9bb34e,53769,eae7ae0492a45f3b945005aeb2aa321edd0c2f4c7f1842048866aa2d8ccfb262,53456,TRUE
artifacts/08_diagnostics/H01/H01_participant_influence.csv,TRUE,e5980d7947132c6465383dd06073037b5d81cafd530a4bb9ccc6fef062b21d07,154921,a301a0b0af19ea2cc80bc75af9b9e7a4a73a0ea006c6cf7ef5418dd34a438124,155717,TRUE
artifacts/08_diagnostics/H01/H01_r2_bootstrap_audit.csv,TRUE,dc229b82c5a27747c477c00aa7f8452d94e2e97905d1a9d54960b875a6347ac1,28867,45f69668378faadf6735d50f725e4756e7f30c8e6fd3b0599ebfbdb7bcfaf8bb,28891,TRUE
artifacts/08_diagnostics/H01/H01_r2_bootstrap_failures.csv,TRUE,3ef9b2addf8886a661f76574dfa949610f8a0e2ce8d8e45972d676ca956cc464,14355,e5d7ae9112a190f07ee510bf8873c797e014423486e1bc26863515b7a79572db,14093,TRUE
artifacts/08_diagnostics/H01/main/chest/all_available/mder_mean_of_viable_ratios_diagnostics.png,FALSE,,,1bfa0f8572f9e2dfa97f1127ae5c9d9a429bf40cc7aea372de7269e0fd502da1,106934,TRUE
artifacts/08_diagnostics/H01/main/chest/paired_common_sample/mder_mean_of_viable_ratios_diagnostics.png,FALSE,,,b67bfdb389f379be1e282f78642154ffed273abb15e4037f90272248ef642368,141196,TRUE
artifacts/08_diagnostics/H01/main/glasses/all_available/mder_mean_of_viable_ratios_diagnostics.png,FALSE,,,edd4c270093bb632340829ce5861a2055db7a20d421f822c54603dfe69798a56,128316,TRUE
artifacts/08_diagnostics/H01/main/glasses/paired_common_sample/mder_mean_of_viable_ratios_diagnostics.png,FALSE,,,3cb1cb2b4518a1a3e7ba43331e838662b7a8c02d0b7ef994c0426b0b9e14e4dc,116941,TRUE
artifacts/08_diagnostics/H01/manuscript_prepared_data/chest/all_available/mder_mean_of_viable_ratios_diagnostics.png,FALSE,,,2a5e6c96056a3fd590beb2630a9a53156c1b1ccf2b657586098dc1e746650c2e,107775,TRUE
artifacts/08_diagnostics/H01/manuscript_prepared_data/chest/paired_common_sample/mder_mean_of_viable_ratios_diagnostics.png,FALSE,,,eefb797d124454062713f465d521b52bec02ba6ccfada8226432caf6919b86e9,144263,TRUE
artifacts/08_diagnostics/H01/manuscript_prepared_data/glasses/all_available/mder_mean_of_viable_ratios_diagnostics.png,FALSE,,,4f803dd2be8784e79ae92d63fbfca00a97ce387d27f0581dd4ddce3ed08fa484,128562,TRUE
artifacts/08_diagnostics/H01/manuscript_prepared_data/glasses/paired_common_sample/mder_mean_of_viable_ratios_diagnostics.png,FALSE,,,ae661786739603116967fe5c6f6cfa52396eb2d3caaeafeeb2368a254dbca20a,116652,TRUE
artifacts/09_tables/H01/H01_exact_samples_by_site.csv,TRUE,938e8eda2c9a05fa32e073fe70e4e94e71b0565463e964f70d6172e063a203c6,200885,c2aa3751e809e68ad2e52040043c0e6361b5eee839d64e273f038378e66567f9,201047,TRUE
artifacts/09_tables/H01/H01_exact_samples.csv,TRUE,24145d978cf42fc4cbad5150e022493e7c33b4dea785b5a3b8137a74b3299558,33811,6f06ef2ad21b91803a98a92de97568f2f11704d02f5c1286e517030bd63b5840,33832,TRUE
artifacts/09_tables/H01/H01_marginalization_comparison.csv,TRUE,1427170a7dee6e3aa22cf61ffc613f7ae620ea736f48fe8b3859b2bbc89b33bd,51553,efeaa0b864804c8e14ec07be9a02af824aefe13e58d586fe2aae9140e4fba5b1,51583,TRUE
artifacts/09_tables/H01/H01_model_level_tests.csv,TRUE,947bc2ea33866480c9c2bf71080ec2f249877e46f9457e770b7dcc459a5847c6,230414,fb20ebe8ab25a24c24c8008c44214fefe28730b1c07d506cabba922154620bff,230713,TRUE
artifacts/09_tables/H01/H01_model_manifest.csv,TRUE,dfe18969b526e2e5082165012fe1bf8e2df4badce282facaec6cc5ed11bf9f6c,479277,bf3d14af655fb6f9638b3e55d67a734695292d2357579c97374433c272ca14b8,479496,TRUE
artifacts/09_tables/H01/H01_preregistered_scope_sensitivity.csv,TRUE,ecbe7f5d1c105f6e2eb7374846cc27eed5d13d291f1e244c80419ef1427cbbd5,23058,3e2c1e3fc0afc9194458bf4226648ba9a1173a96f27f7ee2c000ff53b7fe1b80,23087,TRUE
artifacts/09_tables/H01/H01_r2_bootstrap_summaries.csv,TRUE,5e7b2a8a66fa310d7326adbf99349e139c88262457353c6b149ba06d54494aaa,357953,5b7d45f2944608fe0d50c49b9a7c5007cf9c1124255a36d2a379b37a97ba6d3a,358133,TRUE
artifacts/09_tables/H01/H01_r2_point_summaries.csv,TRUE,36b1fc5ee138dc3026e4368adbc9ab14d02fb4127dbb31d3476c9106b1a1767a,51916,8c7964645c52051abcd8eaba9ca109641171f235a735ee29b664ee0068bc559a,51941,TRUE
artifacts/09_tables/H01/H01_random_site_descriptions.csv,TRUE,bde8109e606b038d914c9cd8630a005b6ebc29c465a568252a8a5b28de84a28e,33242,10ae9891104ca9995063aeb54693b69e002e9dc62966dc9b5f1923b93c21dd49,33275,TRUE
artifacts/09_tables/H01/H01_site_deviations.csv,TRUE,f6840e0c4bb099585721dd63ba4f332412d4c12ff1d35f6a95566c1a04628d6f,490776,93c304975c52794c6de677bc3764dc3da7fcdfccb275c585ca3ca5d52a8b8060,491379,TRUE
artifacts/09_tables/H01/H01_site_estimates.csv,TRUE,79fa98f11a29bca2869a517cb9dc221039be90adedcfc65cf5c7629a4c9559ab,445252,76a3d54ee50a7f3d448df86584becc6f10f3ef82cd320fc5645fb1f3e409fcf1,445483,TRUE
artifacts/09_tables/H01/H01_term_effects.csv,TRUE,3b8653601594463a49ac70f44bcbc558e71934cc9fd590766e2d10f80478aa17,105081,0ca6561b3b7072e189c2107967a1994895c7ea76cfeb9be7a0728d3617493397,105144,TRUE
artifacts/11_source_data/H01/main/chest/all_available/mder_mean_of_viable_ratios_diagnostic_plot_data.csv,FALSE,,,fe5dd0840b9ccbf31584f320796a15c7a9a96dbe09c178e39ea3f6a9802fe0a2,150728,TRUE
artifacts/11_source_data/H01/main/chest/all_available/mder_mean_of_viable_ratios_model_frame.csv,FALSE,,,8b7a00b9b526231272857bf72ac6dae26f54ccd9c8d57358cd3ca5b8dc513b02,136613,TRUE
artifacts/11_source_data/H01/main/chest/paired_common_sample/mder_mean_of_viable_ratios_diagnostic_plot_data.csv,FALSE,,,4f8b5855e10c883eff97079c1d4ec77635308c3ded24da5593704600b3c4e718,102896,TRUE
artifacts/11_source_data/H01/main/chest/paired_common_sample/mder_mean_of_viable_ratios_model_frame.csv,FALSE,,,8860ea0abc3b6e20fa24377a737791deea9bb349ef0d6611376d6bb534552339,92543,TRUE
artifacts/11_source_data/H01/main/glasses/all_available/mder_mean_of_viable_ratios_diagnostic_plot_data.csv,FALSE,,,a051237f7b95d62adccf194d0a1d6338a57767153d9e736296414b3b6aa8e409,145129,TRUE
artifacts/11_source_data/H01/main/glasses/all_available/mder_mean_of_viable_ratios_model_frame.csv,FALSE,,,b25ed38e7bc82097029215d49ecc9e403af66539771367651242a6b6667a69ff,131191,TRUE
artifacts/11_source_data/H01/main/glasses/paired_common_sample/mder_mean_of_viable_ratios_diagnostic_plot_data.csv,FALSE,,,18abdd753faf958355970a764a88c82653b0f2ec3cf0bfed43349b19d4ba948d,103048,TRUE
artifacts/11_source_data/H01/main/glasses/paired_common_sample/mder_mean_of_viable_ratios_model_frame.csv,FALSE,,,925be6c1276c93533980217756a4cdfcde87cf77916ff3d92ce4c41f3e068cf1,92566,TRUE
artifacts/11_source_data/H01/manuscript_prepared_data/chest/all_available/mder_mean_of_viable_ratios_diagnostic_plot_data.csv,FALSE,,,cde85dd91f295b65bbf1ee9d1cd70845be883c379add116de2e477526ac15488,148854,TRUE
artifacts/11_source_data/H01/manuscript_prepared_data/chest/all_available/mder_mean_of_viable_ratios_model_frame.csv,FALSE,,,1b124f193cc7acf9dc0180d7e77758e1b6812fcf73ff3754563935efa94a671e,126821,TRUE
artifacts/11_source_data/H01/manuscript_prepared_data/chest/paired_common_sample/mder_mean_of_viable_ratios_diagnostic_plot_data.csv,FALSE,,,1c9abd0b14c0c3bee1eb6076aca7cb49124c70bde7d9094834d65a1d10d34efb,100660,TRUE
artifacts/11_source_data/H01/manuscript_prepared_data/chest/paired_common_sample/mder_mean_of_viable_ratios_model_frame.csv,FALSE,,,65d11a1fab3184d989da7962ca8121fa8a5c36fa8c7d7552444322f821e3b2da,85147,TRUE
artifacts/11_source_data/H01/manuscript_prepared_data/glasses/all_available/mder_mean_of_viable_ratios_diagnostic_plot_data.csv,FALSE,,,288cbcc3bdf781b37857b70cdcc6195256b028a2dc7e3a0d15bbb78a03e34126,141973,TRUE
artifacts/11_source_data/H01/manuscript_prepared_data/glasses/all_available/mder_mean_of_viable_ratios_model_frame.csv,FALSE,,,b09d09131e97e99e213d05fbb30f89cd1139065f6fb41f46e9c9acfe37bade0a,120651,TRUE
artifacts/11_source_data/H01/manuscript_prepared_data/glasses/paired_common_sample/mder_mean_of_viable_ratios_diagnostic_plot_data.csv,FALSE,,,cf796ab08de1f14f8f66d14a653411fcb756ff24f020acc5145dd0794bb16a07,100759,TRUE
artifacts/11_source_data/H01/manuscript_prepared_data/glasses/paired_common_sample/mder_mean_of_viable_ratios_model_frame.csv,FALSE,,,907131f163effda4747dd0072c392e2f1e96cf381b1d3439a4397c626c2a6488,85163,TRUE
