run_id,metric_order,family_id,gate_p_adjusted,current_p_adjusted,gate_supported,current_supported,disposition_changed
main__chest__all_available,5,H01-F4-site-latitude-adequacy,8.812873896062156e-4,8.81287389606366e-4,TRUE,TRUE,FALSE
main__chest__all_available,6,H01-F1-site,0.00329759472508827,0.00329759472508827,TRUE,TRUE,FALSE
main__chest__all_available,6,H01-F2-photoperiod,2.5837286918308767e-5,2.5837286918308767e-5,TRUE,TRUE,FALSE
main__chest__all_available,6,H01-F3-latitude,0.03029224689529994,0.030292246895299947,TRUE,TRUE,FALSE
main__chest__all_available,6,H01-F4-site-latitude-adequacy,0.01839903832635227,0.01839903832635227,TRUE,TRUE,FALSE
main__chest__all_available,7,H01-F1-site,0.0017418672568476,0.0017418672568476035,TRUE,TRUE,FALSE
main__chest__all_available,7,H01-F2-photoperiod,1.6726943362567427e-4,1.6726943362567427e-4,TRUE,TRUE,FALSE
main__chest__all_available,7,H01-F3-latitude,0.9101462073298738,0.9101462073298738,FALSE,FALSE,FALSE
main__chest__all_available,7,H01-F4-site-latitude-adequacy,0.00102216097662019,0.0010221609766201917,TRUE,TRUE,FALSE
main__chest__all_available,8,H01-F1-site,0.17922015264964822,0.17922015264964822,FALSE,FALSE,FALSE
main__chest__all_available,8,H01-F2-photoperiod,0.01716324213462364,0.01716324213462364,TRUE,TRUE,FALSE
main__chest__all_available,8,H01-F3-latitude,0.6692908886157275,0.6692908886157275,FALSE,FALSE,FALSE
main__chest__all_available,8,H01-F4-site-latitude-adequacy,0.1587250257571262,0.15872502575712621,FALSE,FALSE,FALSE
main__chest__all_available,9,H01-F1-site,0.00160278171668945,0.0016027817166894538,TRUE,TRUE,FALSE
main__chest__all_available,9,H01-F2-photoperiod,0.13475838473149004,0.13475838473149004,FALSE,FALSE,FALSE
main__chest__all_available,9,H01-F3-latitude,0.00348127584735091,0.0034812758473509184,TRUE,TRUE,FALSE
main__chest__all_available,9,H01-F4-site-latitude-adequacy,0.03312759888594505,0.033127598885945055,TRUE,TRUE,FALSE
main__chest__all_available,10,H01-F1-site,0.15409370527068417,0.15409370527068417,FALSE,FALSE,FALSE
main__chest__all_available,10,H01-F2-photoperiod,5.800993249775181e-4,5.800993249775181e-4,TRUE,TRUE,FALSE
main__chest__all_available,10,H01-F3-latitude,0.2506802425351484,0.2506802425351484,FALSE,FALSE,FALSE
main__chest__all_available,10,H01-F4-site-latitude-adequacy,0.18714372893785663,0.18714372893785663,FALSE,FALSE,FALSE
main__chest__all_available,11,H01-F1-site,2.2240445861139802e-10,2.2240445861139804e-10,TRUE,TRUE,FALSE
main__chest__all_available,11,H01-F2-photoperiod,0.3306589389409388,0.3306589389409388,FALSE,FALSE,FALSE
main__chest__all_available,11,H01-F3-latitude,3.142159279699359e-8,3.142159279699359e-8,TRUE,TRUE,FALSE
main__chest__all_available,11,H01-F4-site-latitude-adequacy,3.410070669880912e-4,3.410070669880912e-4,TRUE,TRUE,FALSE
main__chest__all_available,12,H01-F1-site,8.321705928624136e-8,8.321705928624136e-8,TRUE,TRUE,FALSE
main__chest__all_available,12,H01-F2-photoperiod,0.01626238052031623,0.01626238052031623,TRUE,TRUE,FALSE
main__chest__all_available,12,H01-F3-latitude,9.288806741106552e-6,9.288806741106552e-6,TRUE,TRUE,FALSE
main__chest__all_available,12,H01-F4-site-latitude-adequacy,6.419950131761801e-4,6.419950131761801e-4,TRUE,TRUE,FALSE
main__chest__all_available,13,H01-F1-site,2.5653318974512333e-19,2.5653318974512333e-19,TRUE,TRUE,FALSE
main__chest__all_available,13,H01-F2-photoperiod,0.02579884304241265,0.02579884304241265,TRUE,TRUE,FALSE
main__chest__all_available,13,H01-F3-latitude,5.378063338847091e-15,5.37806333884709e-15,TRUE,TRUE,FALSE
main__chest__all_available,13,H01-F4-site-latitude-adequacy,2.775735928731439e-6,2.775735928731439e-6,TRUE,TRUE,FALSE
main__chest__all_available,14,H01-F1-site,7.769973753669122e-10,7.769973753669123e-10,TRUE,TRUE,FALSE
main__chest__all_available,14,H01-F2-photoperiod,0.2076775285898953,0.2076775285898953,FALSE,FALSE,FALSE
main__chest__all_available,14,H01-F3-latitude,2.8800904095267413e-5,2.8800904095267413e-5,TRUE,TRUE,FALSE
main__chest__all_available,14,H01-F4-site-latitude-adequacy,3.259111035345925e-6,3.259111035345925e-6,TRUE,TRUE,FALSE
main__chest__all_available,15,H01-F1-site,1.9925522959479803e-6,1.9925522959479803e-6,TRUE,TRUE,FALSE
main__chest__all_available,15,H01-F2-photoperiod,3.8197415600791846e-5,3.8197415600791846e-5,TRUE,TRUE,FALSE
main__chest__all_available,15,H01-F3-latitude,1.779732180733055e-7,1.779732180733055e-7,TRUE,TRUE,FALSE
main__chest__all_available,15,H01-F4-site-latitude-adequacy,0.12039927090048971,0.12039927090048971,FALSE,FALSE,FALSE
main__chest__all_available,16,H01-F1-site,0.02173990755029356,0.021739907550293567,TRUE,TRUE,FALSE
main__chest__all_available,16,H01-F2-photoperiod,1.2763591625301327e-5,1.2763591625301327e-5,TRUE,TRUE,FALSE
main__chest__all_available,16,H01-F3-latitude,0.3402902232787655,0.3402902232787655,FALSE,FALSE,FALSE
main__chest__all_available,16,H01-F4-site-latitude-adequacy,0.02711693706601962,0.027116937066019624,TRUE,TRUE,FALSE
main__chest__all_available,17,H01-F1-site,0.02087913067911765,0.02087913067911765,TRUE,TRUE,FALSE
main__chest__all_available,17,H01-F2-photoperiod,0.05385123279543068,0.05385123279543068,FALSE,FALSE,FALSE
main__chest__all_available,17,H01-F3-latitude,0.00515914211037259,0.005159142110372597,TRUE,TRUE,FALSE
main__chest__all_available,17,H01-F4-site-latitude-adequacy,0.23402468232145737,0.23402468232145737,FALSE,FALSE,FALSE
main__chest__paired_common_sample,1,H01-F1-site,,,,,
main__chest__paired_common_sample,1,H01-F2-photoperiod,,,,,
main__chest__paired_common_sample,1,H01-F3-latitude,,,,,
main__chest__paired_common_sample,1,H01-F4-site-latitude-adequacy,,,,,
main__chest__paired_common_sample,2,H01-F1-site,,,,,
main__chest__paired_common_sample,2,H01-F2-photoperiod,,,,,
main__chest__paired_common_sample,2,H01-F3-latitude,,,,,
main__chest__paired_common_sample,2,H01-F4-site-latitude-adequacy,,,,,
main__chest__paired_common_sample,3,H01-F1-site,0.11634640727508204,0.11634640727508203,FALSE,FALSE,FALSE
main__chest__paired_common_sample,3,H01-F2-photoperiod,2.9312855855888873e-4,2.9312855855888873e-4,TRUE,TRUE,FALSE
main__chest__paired_common_sample,3,H01-F3-latitude,0.2729891245112762,0.2729891245112762,FALSE,FALSE,FALSE
main__chest__paired_common_sample,3,H01-F4-site-latitude-adequacy,0.14210146632772278,0.14210146632772278,FALSE,FALSE,FALSE
main__chest__paired_common_sample,4,H01-F1-site,0.05433000630808102,0.05433000630808102,FALSE,FALSE,FALSE
main__chest__paired_common_sample,4,H01-F2-photoperiod,0.00116628506455888,0.001166285064558887,TRUE,TRUE,FALSE
main__chest__paired_common_sample,4,H01-F3-latitude,0.01930689048935532,0.019306890489355327,TRUE,TRUE,FALSE
main__chest__paired_common_sample,4,H01-F4-site-latitude-adequacy,0.3363746297731573,0.3363746297731573,FALSE,FALSE,FALSE
main__chest__paired_common_sample,5,H01-F1-site,0.00162091447076598,0.0016209144707654516,TRUE,TRUE,FALSE
main__chest__paired_common_sample,5,H01-F2-photoperiod,0.0078675107463254,0.0078675107463254,TRUE,TRUE,FALSE
main__chest__paired_common_sample,5,H01-F3-latitude,0.1020251160520204,0.10202511605204634,FALSE,FALSE,FALSE
main__chest__paired_common_sample,5,H01-F4-site-latitude-adequacy,0.00539154630359395,0.00539154630359395,TRUE,TRUE,FALSE
main__chest__paired_common_sample,6,H01-F1-site,0.03460849202763803,0.03460849202763803,TRUE,TRUE,FALSE
main__chest__paired_common_sample,6,H01-F2-photoperiod,8.723762049870915e-5,8.723762049870915e-5,TRUE,TRUE,FALSE
main__chest__paired_common_sample,6,H01-F3-latitude,1,1,FALSE,FALSE,FALSE
main__chest__paired_common_sample,6,H01-F4-site-latitude-adequacy,0.02106526260964185,0.021065262609641856,TRUE,TRUE,FALSE
main__chest__paired_common_sample,7,H01-F1-site,0.00243944326720801,0.0024394432672080156,TRUE,TRUE,FALSE
main__chest__paired_common_sample,7,H01-F2-photoperiod,2.9312855855888873e-4,2.9312855855888873e-4,TRUE,TRUE,FALSE
main__chest__paired_common_sample,7,H01-F3-latitude,0.00618985859608325,0.006189858596083256,TRUE,TRUE,FALSE
main__chest__paired_common_sample,7,H01-F4-site-latitude-adequacy,0.03486335954794235,0.034863359547942355,TRUE,TRUE,FALSE
main__chest__paired_common_sample,8,H01-F1-site,0.19337534995197073,0.19337534995197073,FALSE,FALSE,FALSE
main__chest__paired_common_sample,8,H01-F2-photoperiod,0.0078675107463254,0.0078675107463254,TRUE,TRUE,FALSE
main__chest__paired_common_sample,8,H01-F3-latitude,1,1,FALSE,FALSE,FALSE
main__chest__paired_common_sample,8,H01-F4-site-latitude-adequacy,0.14210146632772278,0.14210146632772278,FALSE,FALSE,FALSE
main__chest__paired_common_sample,9,H01-F1-site,0.05312321010102106,0.05312321010102106,FALSE,FALSE,FALSE
main__chest__paired_common_sample,9,H01-F2-photoperiod,0.25913074262483493,0.25913074262483493,FALSE,FALSE,FALSE
main__chest__paired_common_sample,9,H01-F3-latitude,0.11820432226192652,0.11820432226192651,FALSE,FALSE,FALSE
main__chest__paired_common_sample,9,H01-F4-site-latitude-adequacy,0.10810597684056178,0.10810597684056178,FALSE,FALSE,FALSE
main__chest__paired_common_sample,10,H01-F1-site,0.4157959634714323,0.4157959634714323,FALSE,FALSE,FALSE
main__chest__paired_common_sample,10,H01-F2-photoperiod,0.00126424771654999,0.001264247716549993,TRUE,TRUE,FALSE
main__chest__paired_common_sample,10,H01-F3-latitude,0.6248428100385351,0.6248428100385351,FALSE,FALSE,FALSE
main__chest__paired_common_sample,10,H01-F4-site-latitude-adequacy,0.3711363918521948,0.37113639185219477,FALSE,FALSE,FALSE
main__chest__paired_common_sample,11,H01-F1-site,3.3184130696131074e-4,3.3184130696131074e-4,TRUE,TRUE,FALSE
main__chest__paired_common_sample,11,H01-F2-photoperiod,0.4759420929301769,0.4759420929301769,FALSE,FALSE,FALSE
main__chest__paired_common_sample,11,H01-F3-latitude,0.00397936102446874,0.0039793610244687454,TRUE,TRUE,FALSE
main__chest__paired_common_sample,11,H01-F4-site-latitude-adequacy,0.01207160990921196,0.01207160990921196,TRUE,TRUE,FALSE
main__chest__paired_common_sample,12,H01-F1-site,1.1450497324814436e-4,1.1450497324814436e-4,TRUE,TRUE,FALSE
main__chest__paired_common_sample,12,H01-F2-photoperiod,0.01708913284902368,0.017089132849023685,TRUE,TRUE,FALSE
main__chest__paired_common_sample,12,H01-F3-latitude,0.00397936102446874,0.0039793610244687454,TRUE,TRUE,FALSE
main__chest__paired_common_sample,12,H01-F4-site-latitude-adequacy,0.00539154630359395,0.00539154630359395,TRUE,TRUE,FALSE
main__chest__paired_common_sample,13,H01-F1-site,2.7586708766668356e-10,2.7586708766668356e-10,TRUE,TRUE,FALSE
main__chest__paired_common_sample,13,H01-F2-photoperiod,0.01368686055863634,0.013686860558636344,TRUE,TRUE,FALSE
main__chest__paired_common_sample,13,H01-F3-latitude,5.585327617030845e-7,5.585327617030845e-7,TRUE,TRUE,FALSE
main__chest__paired_common_sample,13,H01-F4-site-latitude-adequacy,5.484718324273934e-5,5.484718324273934e-5,TRUE,TRUE,FALSE
main__chest__paired_common_sample,14,H01-F1-site,0.00455725069239047,0.004557250692390476,TRUE,TRUE,FALSE
main__chest__paired_common_sample,14,H01-F2-photoperiod,0.42362008161210063,0.42362008161210063,FALSE,FALSE,FALSE
main__chest__paired_common_sample,14,H01-F3-latitude,0.6566270360469786,0.6566270360469786,FALSE,FALSE,FALSE
main__chest__paired_common_sample,14,H01-F4-site-latitude-adequacy,0.00539154630359395,0.00539154630359395,TRUE,TRUE,FALSE
main__chest__paired_common_sample,15,H01-F1-site,6.6467050725718e-7,6.6467050725718e-7,TRUE,TRUE,FALSE
main__chest__paired_common_sample,15,H01-F2-photoperiod,3.335377429635964e-6,3.335377429635964e-6,TRUE,TRUE,FALSE
main__chest__paired_common_sample,15,H01-F3-latitude,5.585327617030845e-7,5.585327617030845e-7,TRUE,TRUE,FALSE
main__chest__paired_common_sample,15,H01-F4-site-latitude-adequacy,0.02106526260964185,0.021065262609641856,TRUE,TRUE,FALSE
main__chest__paired_common_sample,16,H01-F1-site,0.03842696021957069,0.03842696021957069,TRUE,TRUE,FALSE
main__chest__paired_common_sample,16,H01-F2-photoperiod,2.3233008281655942e-5,2.3233008281655946e-5,TRUE,TRUE,FALSE
main__chest__paired_common_sample,16,H01-F3-latitude,0.923556967009768,0.9235569670097681,FALSE,FALSE,FALSE
main__chest__paired_common_sample,16,H01-F4-site-latitude-adequacy,0.02453120990294806,0.02453120990294806,TRUE,TRUE,FALSE
main__chest__paired_common_sample,17,H01-F1-site,0.00258662887859716,0.00258662887859716,TRUE,TRUE,FALSE
main__chest__paired_common_sample,17,H01-F2-photoperiod,5.5384746612512855e-9,5.5384746612512855e-9,TRUE,TRUE,FALSE
main__chest__paired_common_sample,17,H01-F3-latitude,0.0370042407344186,0.0370042407344186,TRUE,TRUE,FALSE
main__chest__paired_common_sample,17,H01-F4-site-latitude-adequacy,0.01579496603724742,0.015794966037247424,TRUE,TRUE,FALSE
main__glasses__all_available,1,H01-F1-site,0.22823903163292833,0.22823903163292833,FALSE,FALSE,FALSE
main__glasses__all_available,1,H01-F2-photoperiod,0.4011824961340883,0.4011824961340883,FALSE,FALSE,FALSE
main__glasses__all_available,1,H01-F3-latitude,0.903424133842843,0.903424133842843,FALSE,FALSE,FALSE
main__glasses__all_available,1,H01-F4-site-latitude-adequacy,0.17536597715055371,0.17536597715055371,FALSE,FALSE,FALSE
main__glasses__all_available,2,H01-F1-site,0.4832327447704752,0.4832327447704752,FALSE,FALSE,FALSE
main__glasses__all_available,2,H01-F2-photoperiod,0.32718536790402825,0.32718536790402825,FALSE,FALSE,FALSE
main__glasses__all_available,2,H01-F3-latitude,0.1394443394756798,0.1394443394756798,FALSE,FALSE,FALSE
main__glasses__all_available,2,H01-F4-site-latitude-adequacy,0.7230181913216733,0.7230181913216733,FALSE,FALSE,FALSE
main__glasses__all_available,3,H01-F1-site,6.351897361923244e-4,6.351897361923244e-4,TRUE,TRUE,FALSE
main__glasses__all_available,3,H01-F2-photoperiod,9.850560763714108e-7,9.850560763714108e-7,TRUE,TRUE,FALSE
main__glasses__all_available,3,H01-F3-latitude,0.00181110160406345,0.0018111016040634506,TRUE,TRUE,FALSE
main__glasses__all_available,3,H01-F4-site-latitude-adequacy,0.03158669460567634,0.03158669460567634,TRUE,TRUE,FALSE
main__glasses__all_available,4,H01-F1-site,0.01054177929953585,0.010541779299535859,TRUE,TRUE,FALSE
main__glasses__all_available,4,H01-F2-photoperiod,1.1501183997499532e-5,1.1501183997499532e-5,TRUE,TRUE,FALSE
main__glasses__all_available,4,H01-F3-latitude,0.00140198421806332,0.0014019842180633237,TRUE,TRUE,FALSE
main__glasses__all_available,4,H01-F4-site-latitude-adequacy,0.3253362746903638,0.3253362746903638,FALSE,FALSE,FALSE
main__glasses__all_available,5,H01-F1-site,1.34050206829961e-5,1.3405020682995855e-5,TRUE,TRUE,FALSE
main__glasses__all_available,5,H01-F2-photoperiod,0.00163122468370342,0.0016312246837028776,TRUE,TRUE,FALSE
main__glasses__all_available,5,H01-F3-latitude,0.39959332924843544,0.3995933292487673,FALSE,FALSE,FALSE
main__glasses__all_available,5,H01-F4-site-latitude-adequacy,2.750747836432822e-5,2.750747836431377e-5,TRUE,TRUE,FALSE
main__glasses__all_available,6,H01-F1-site,0.07086224734486882,0.07086224734486882,FALSE,FALSE,FALSE
main__glasses__all_available,6,H01-F2-photoperiod,9.347491814532e-7,9.347491814531999e-7,TRUE,TRUE,FALSE
main__glasses__all_available,6,H01-F3-latitude,0.7685990271167122,0.7685990271167122,FALSE,FALSE,FALSE
main__glasses__all_available,6,H01-F4-site-latitude-adequacy,0.0530159023779531,0.0530159023779531,FALSE,FALSE,FALSE
main__glasses__all_available,7,H01-F1-site,0.00741474511920361,0.007414745119203618,TRUE,TRUE,FALSE
main__glasses__all_available,7,H01-F2-photoperiod,5.413308071373583e-5,5.413308071373583e-5,TRUE,TRUE,FALSE
main__glasses__all_available,7,H01-F3-latitude,0.01254039781048859,0.012540397810488596,TRUE,TRUE,FALSE
main__glasses__all_available,7,H01-F4-site-latitude-adequacy,0.0530159023779531,0.0530159023779531,FALSE,FALSE,FALSE
main__glasses__all_available,8,H01-F1-site,0.04870514332516602,0.04870514332516602,TRUE,TRUE,FALSE
main__glasses__all_available,8,H01-F2-photoperiod,1.6352361510425212e-4,1.6352361510425212e-4,TRUE,TRUE,FALSE
main__glasses__all_available,8,H01-F3-latitude,0.9615456447433032,0.9615456447433032,FALSE,FALSE,FALSE
main__glasses__all_available,8,H01-F4-site-latitude-adequacy,0.040092890932253183,0.040092890932253183,TRUE,TRUE,FALSE
main__glasses__all_available,9,H01-F1-site,0.05757232018788216,0.057572320187882164,FALSE,FALSE,FALSE
main__glasses__all_available,9,H01-F2-photoperiod,0.22723207167080692,0.22723207167080692,FALSE,FALSE,FALSE
main__glasses__all_available,9,H01-F3-latitude,0.903424133842843,0.903424133842843,FALSE,FALSE,FALSE
main__glasses__all_available,9,H01-F4-site-latitude-adequacy,0.04349306410010818,0.043493064100108184,TRUE,TRUE,FALSE
main__glasses__all_available,10,H01-F1-site,0.3981393732743139,0.3981393732743139,FALSE,FALSE,FALSE
main__glasses__all_available,10,H01-F2-photoperiod,4.982352177411378e-5,4.982352177411378e-5,TRUE,TRUE,FALSE
main__glasses__all_available,10,H01-F3-latitude,0.1394443394756798,0.1394443394756798,FALSE,FALSE,FALSE
main__glasses__all_available,10,H01-F4-site-latitude-adequacy,0.6256635879424792,0.6256635879424792,FALSE,FALSE,FALSE
main__glasses__all_available,11,H01-F1-site,6.351897361923244e-4,6.351897361923244e-4,TRUE,TRUE,FALSE
main__glasses__all_available,11,H01-F2-photoperiod,0.3045006624718788,0.3045006624718788,FALSE,FALSE,FALSE
main__glasses__all_available,11,H01-F3-latitude,0.01254039781048859,0.012540397810488596,TRUE,TRUE,FALSE
main__glasses__all_available,11,H01-F4-site-latitude-adequacy,0.00979811474354101,0.00979811474354101,TRUE,TRUE,FALSE
main__glasses__all_available,12,H01-F1-site,0.01980167357443243,0.01980167357443243,TRUE,TRUE,FALSE
main__glasses__all_available,12,H01-F2-photoperiod,0.00372159677967847,0.0037215967796784726,TRUE,TRUE,FALSE
main__glasses__all_available,12,H01-F3-latitude,0.1140439123595932,0.11404391235959321,FALSE,FALSE,FALSE
main__glasses__all_available,12,H01-F4-site-latitude-adequacy,0.04349306410010818,0.043493064100108184,TRUE,TRUE,FALSE
main__glasses__all_available,13,H01-F1-site,2.491229272395158e-9,2.491229272395158e-9,TRUE,TRUE,FALSE
main__glasses__all_available,13,H01-F2-photoperiod,0.01251422692662727,0.012514226926627278,TRUE,TRUE,FALSE
main__glasses__all_available,13,H01-F3-latitude,5.605071641598966e-6,5.605071641598966e-6,TRUE,TRUE,FALSE
main__glasses__all_available,13,H01-F4-site-latitude-adequacy,4.9820463207657026e-5,4.9820463207657026e-5,TRUE,TRUE,FALSE
main__glasses__all_available,14,H01-F1-site,0.1119068151096882,0.1119068151096882,FALSE,FALSE,FALSE
main__glasses__all_available,14,H01-F2-photoperiod,0.22723207167080692,0.22723207167080692,FALSE,FALSE,FALSE
main__glasses__all_available,14,H01-F3-latitude,0.903424133842843,0.903424133842843,FALSE,FALSE,FALSE
main__glasses__all_available,14,H01-F4-site-latitude-adequacy,0.07737192022039771,0.07737192022039771,FALSE,FALSE,FALSE
main__glasses__all_available,15,H01-F1-site,1.434752776413349e-7,1.434752776413349e-7,TRUE,TRUE,FALSE
main__glasses__all_available,15,H01-F2-photoperiod,1.1501183997499532e-5,1.1501183997499532e-5,TRUE,TRUE,FALSE
main__glasses__all_available,15,H01-F3-latitude,1.3670827989436916e-5,1.3670827989436916e-5,TRUE,TRUE,FALSE
main__glasses__all_available,15,H01-F4-site-latitude-adequacy,8.269348859352288e-4,8.269348859352288e-4,TRUE,TRUE,FALSE
main__glasses__all_available,16,H01-F1-site,0.208509752122792,0.208509752122792,FALSE,FALSE,FALSE
main__glasses__all_available,16,H01-F2-photoperiod,5.442694464539643e-7,5.442694464539643e-7,TRUE,TRUE,FALSE
main__glasses__all_available,16,H01-F3-latitude,0.903424133842843,0.903424133842843,FALSE,FALSE,FALSE
main__glasses__all_available,16,H01-F4-site-latitude-adequacy,0.1556212765796268,0.1556212765796268,FALSE,FALSE,FALSE
main__glasses__all_available,17,H01-F1-site,6.351897361923244e-4,6.351897361923244e-4,TRUE,TRUE,FALSE
main__glasses__all_available,17,H01-F2-photoperiod,5.573079621500762e-9,5.573079621500762e-9,TRUE,TRUE,FALSE
main__glasses__all_available,17,H01-F3-latitude,0.01254039781048859,0.012540397810488596,TRUE,TRUE,FALSE
main__glasses__all_available,17,H01-F4-site-latitude-adequacy,0.00979811474354101,0.00979811474354101,TRUE,TRUE,FALSE
main__glasses__paired_common_sample,1,H01-F1-site,,,,,
main__glasses__paired_common_sample,1,H01-F2-photoperiod,,,,,
main__glasses__paired_common_sample,1,H01-F3-latitude,,,,,
main__glasses__paired_common_sample,1,H01-F4-site-latitude-adequacy,,,,,
main__glasses__paired_common_sample,2,H01-F1-site,,,,,
main__glasses__paired_common_sample,2,H01-F2-photoperiod,,,,,
main__glasses__paired_common_sample,2,H01-F3-latitude,,,,,
main__glasses__paired_common_sample,2,H01-F4-site-latitude-adequacy,,,,,
main__glasses__paired_common_sample,3,H01-F1-site,0.00750734477690306,0.007507344776903067,TRUE,TRUE,FALSE
main__glasses__paired_common_sample,3,H01-F2-photoperiod,2.14273451694528e-4,2.14273451694528e-4,TRUE,TRUE,FALSE
main__glasses__paired_common_sample,3,H01-F3-latitude,0.00914378278722592,0.00914378278722592,TRUE,TRUE,FALSE
main__glasses__paired_common_sample,3,H01-F4-site-latitude-adequacy,0.07080876972582169,0.07080876972582169,FALSE,FALSE,FALSE
main__glasses__paired_common_sample,4,H01-F1-site,0.01078258761326815,0.01078258761326815,TRUE,TRUE,FALSE
main__glasses__paired_common_sample,4,H01-F2-photoperiod,0.00160520072801115,0.0016052007280111544,TRUE,TRUE,FALSE
main__glasses__paired_common_sample,4,H01-F3-latitude,9.735160157323788e-4,9.735160157323787e-4,TRUE,TRUE,FALSE
main__glasses__paired_common_sample,4,H01-F4-site-latitude-adequacy,0.42873694364903414,0.42873694364903414,FALSE,FALSE,FALSE
main__glasses__paired_common_sample,5,H01-F1-site,5.69598359801603e-4,5.695983598015692e-4,TRUE,TRUE,FALSE
main__glasses__paired_common_sample,5,H01-F2-photoperiod,0.00255109611159144,0.0025510961115893264,TRUE,TRUE,FALSE
main__glasses__paired_common_sample,5,H01-F3-latitude,1,1,FALSE,FALSE,FALSE
main__glasses__paired_common_sample,5,H01-F4-site-latitude-adequacy,4.793349384879147e-4,4.7933493848791476e-4,TRUE,TRUE,FALSE
main__glasses__paired_common_sample,6,H01-F1-site,0.03596872569619955,0.035968725696199556,TRUE,TRUE,FALSE
main__glasses__paired_common_sample,6,H01-F2-photoperiod,1.7363255908102717e-4,1.7363255908102717e-4,TRUE,TRUE,FALSE
main__glasses__paired_common_sample,6,H01-F3-latitude,0.5732077162940025,0.5732077162940025,FALSE,FALSE,FALSE
main__glasses__paired_common_sample,6,H01-F4-site-latitude-adequacy,0.03677864184897706,0.03677864184897706,TRUE,TRUE,FALSE
main__glasses__paired_common_sample,7,H01-F1-site,5.868915947712688e-4,5.868915947712688e-4,TRUE,TRUE,FALSE
main__glasses__paired_common_sample,7,H01-F2-photoperiod,0.00250924804062785,0.002509248040627857,TRUE,TRUE,FALSE
main__glasses__paired_common_sample,7,H01-F3-latitude,8.608204800157627e-4,8.608204800157627e-4,TRUE,TRUE,FALSE
main__glasses__paired_common_sample,7,H01-F4-site-latitude-adequacy,0.05130691390322476,0.05130691390322476,FALSE,FALSE,FALSE
main__glasses__paired_common_sample,8,H01-F1-site,0.07616651438073803,0.07616651438073803,FALSE,FALSE,FALSE
main__glasses__paired_common_sample,8,H01-F2-photoperiod,0.00451304523666895,0.004513045236668956,TRUE,TRUE,FALSE
main__glasses__paired_common_sample,8,H01-F3-latitude,1,1,FALSE,FALSE,FALSE
main__glasses__paired_common_sample,8,H01-F4-site-latitude-adequacy,0.05436906227998811,0.05436906227998811,FALSE,FALSE,FALSE
main__glasses__paired_common_sample,9,H01-F1-site,0.18118301992696645,0.18118301992696645,FALSE,FALSE,FALSE
main__glasses__paired_common_sample,9,H01-F2-photoperiod,0.17277568173845442,0.17277568173845442,FALSE,FALSE,FALSE
main__glasses__paired_common_sample,9,H01-F3-latitude,0.7887012652241097,0.7887012652241097,FALSE,FALSE,FALSE
main__glasses__paired_common_sample,9,H01-F4-site-latitude-adequacy,0.14110422812908477,0.14110422812908477,FALSE,FALSE,FALSE
main__glasses__paired_common_sample,10,H01-F1-site,0.18555111827620932,0.18555111827620932,FALSE,FALSE,FALSE
main__glasses__paired_common_sample,10,H01-F2-photoperiod,0.00255109611159144,0.0025510961115893264,TRUE,TRUE,FALSE
main__glasses__paired_common_sample,10,H01-F3-latitude,0.03151732312695955,0.03151732312695955,TRUE,TRUE,FALSE
