path,sha256,bytes,producer,r_version,inference_status,production_contract_sha256
artifacts/07_models/H01/main/glasses/all_available/duration_below_10_pre_sleep_r2_bootstrap_draws.rds,35d84b2375b0792e817b1639e526ddc3108b9a95947dd1c683db02d87885212e,57652,scripts/hypotheses/H01/run_h01_response_family_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",ade4f90a4362cba7e7ed87dc898eb0ae4e2f6b04091a9365ee97a8569f3bc5f4
artifacts/07_models/H01/main/glasses/paired_common_sample/duration_below_10_pre_sleep_r2_bootstrap_draws.rds,c93091524cd44d496658392daabaeafc2eae5ee71a012beb5dac686b1d0123c9,57360,scripts/hypotheses/H01/run_h01_response_family_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",ade4f90a4362cba7e7ed87dc898eb0ae4e2f6b04091a9365ee97a8569f3bc5f4
artifacts/07_models/H01/manuscript_prepared_data/chest/all_available/duration_below_10_pre_sleep_r2_bootstrap_draws.rds,61f8e185ea13f3f599858feb4b6076f2e4bb746f71d1292e14fe11ae393135a0,57508,scripts/hypotheses/H01/run_h01_response_family_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",ade4f90a4362cba7e7ed87dc898eb0ae4e2f6b04091a9365ee97a8569f3bc5f4
artifacts/07_models/H01/manuscript_prepared_data/chest/paired_common_sample/duration_below_10_pre_sleep_r2_bootstrap_draws.rds,2c2ed79f7527975281da90100238edace72a2bab79b24b04d93cb489dc44fc41,57596,scripts/hypotheses/H01/run_h01_response_family_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",ade4f90a4362cba7e7ed87dc898eb0ae4e2f6b04091a9365ee97a8569f3bc5f4
artifacts/07_models/H01/manuscript_prepared_data/glasses/all_available/duration_below_10_pre_sleep_r2_bootstrap_draws.rds,2f30f98680a919ce2f600e6b916540240982f3eac6b3c07c70ddbbeeaf11f891,57316,scripts/hypotheses/H01/run_h01_response_family_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",ade4f90a4362cba7e7ed87dc898eb0ae4e2f6b04091a9365ee97a8569f3bc5f4
artifacts/07_models/H01/manuscript_prepared_data/glasses/paired_common_sample/duration_below_10_pre_sleep_r2_bootstrap_draws.rds,5175fc9d911182c53746c648e18cec2b2e8fbd0a81d808814858143288875fde,59544,scripts/hypotheses/H01/run_h01_response_family_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",ade4f90a4362cba7e7ed87dc898eb0ae4e2f6b04091a9365ee97a8569f3bc5f4
artifacts/08_diagnostics/H01/bootstrap_pilot/response_family_change/H01_response_family_bootstrap_pilot_provenance.csv,1e8b4d512bd0f1fff64df5ffcf8779d526b3ebb4efb6432de2be567cb6a8f321,1497,scripts/hypotheses/H01/run_h01_response_family_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",ade4f90a4362cba7e7ed87dc898eb0ae4e2f6b04091a9365ee97a8569f3bc5f4
artifacts/08_diagnostics/H01/bootstrap_production/response_family_change/H01_response_family_bootstrap_production_provenance.csv,8a447a4fac76def658c10eb34ab8c1890806b8d8739c7f7d45bf5b743a9d1550,1782,scripts/hypotheses/H01/run_h01_response_family_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",ade4f90a4362cba7e7ed87dc898eb0ae4e2f6b04091a9365ee97a8569f3bc5f4
artifacts/08_diagnostics/H01/bootstrap_production/response_family_change/H01_response_family_bootstrap_production_runtime.csv,af906c4fa20ddebbe950cc66989274c6fbb18966287a70485154e25d034ec5a7,4887,scripts/hypotheses/H01/run_h01_response_family_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",ade4f90a4362cba7e7ed87dc898eb0ae4e2f6b04091a9365ee97a8569f3bc5f4
artifacts/08_diagnostics/H01/H01_model_diagnostics.csv,240940aeaea41141788d401dfbd86a79d70ecb5d71aeb7a654d53ea8bc9bb34e,53769,scripts/hypotheses/H01/run_h01_response_family_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",ade4f90a4362cba7e7ed87dc898eb0ae4e2f6b04091a9365ee97a8569f3bc5f4
artifacts/08_diagnostics/H01/H01_r2_bootstrap_audit.csv,dc229b82c5a27747c477c00aa7f8452d94e2e97905d1a9d54960b875a6347ac1,28867,scripts/hypotheses/H01/run_h01_response_family_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",ade4f90a4362cba7e7ed87dc898eb0ae4e2f6b04091a9365ee97a8569f3bc5f4
artifacts/08_diagnostics/H01/H01_r2_bootstrap_failures.csv,3ef9b2addf8886a661f76574dfa949610f8a0e2ce8d8e45972d676ca956cc464,14355,scripts/hypotheses/H01/run_h01_response_family_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",ade4f90a4362cba7e7ed87dc898eb0ae4e2f6b04091a9365ee97a8569f3bc5f4
artifacts/09_tables/H01/H01_r2_bootstrap_summaries.csv,2931a04ed49fb361677fae344ce5ca528f10a8b839ecbacf7bc6bfe40c19bf2e,357997,scripts/hypotheses/H01/run_h01_response_family_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",ade4f90a4362cba7e7ed87dc898eb0ae4e2f6b04091a9365ee97a8569f3bc5f4
artifacts/09_tables/H01/H01_r2_point_summaries.csv,4d96eefa925a77506faaf4adea0804112e8a5a0fabd15c0c66931efc29c2b24f,52207,scripts/hypotheses/H01/run_h01_response_family_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",ade4f90a4362cba7e7ed87dc898eb0ae4e2f6b04091a9365ee97a8569f3bc5f4
artifacts/09_tables/H01/response_family_candidates/H01_response_family_candidate_selection.csv,37e38ed7715c3c5e364557a79795c321548ee8f14efcca91204adbf26a1bf0e0,1110,scripts/hypotheses/H01/run_h01_response_family_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",ade4f90a4362cba7e7ed87dc898eb0ae4e2f6b04091a9365ee97a8569f3bc5f4
scripts/hypotheses/H01/run_h01_response_family_bootstrap_production.R,1a4840b14e716f99b6cbfce9312c36e69ebff2c018272b527a7998bc11fc5b8b,22353,scripts/hypotheses/H01/run_h01_response_family_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",ade4f90a4362cba7e7ed87dc898eb0ae4e2f6b04091a9365ee97a8569f3bc5f4
