original_path,archive_path,sha256,bytes,disposition,producer,r_version
artifacts/07_models/H01/manuscript_prepared_data/chest/all_available/mder_ratio_of_integrals_r2_bootstrap_draws.rds,audit/hypotheses/H01/mder_METRIC-010/production_integration/superseded_ratio_of_integrals_canonical/artifacts/07_models/H01/manuscript_prepared_data/chest/all_available/mder_ratio_of_integrals_r2_bootstrap_draws.rds,421e86ae2ad7ce2b6489cc5ae34e025f3667e9522e7ee956e5bd586737fa9795,56816,SUPERSEDED_BY_METRIC-010_MEAN_OF_VIABLE_RATIOS,scripts/hypotheses/H01/install_h01_mder_METRIC010_production.R,4.6.1
artifacts/07_models/H01/manuscript_prepared_data/chest/paired_common_sample/mder_ratio_of_integrals_model_frame.rds,audit/hypotheses/H01/mder_METRIC-010/production_integration/superseded_ratio_of_integrals_canonical/artifacts/07_models/H01/manuscript_prepared_data/chest/paired_common_sample/mder_ratio_of_integrals_model_frame.rds,ea59777c8c1f8039f629713102c9b05e0ebe323458ee56c86ccf162ce3778f61,12604,SUPERSEDED_BY_METRIC-010_MEAN_OF_VIABLE_RATIOS,scripts/hypotheses/H01/install_h01_mder_METRIC010_production.R,4.6.1
artifacts/07_models/H01/manuscript_prepared_data/chest/paired_common_sample/mder_ratio_of_integrals_models.rds,audit/hypotheses/H01/mder_METRIC-010/production_integration/superseded_ratio_of_integrals_canonical/artifacts/07_models/H01/manuscript_prepared_data/chest/paired_common_sample/mder_ratio_of_integrals_models.rds,731ab5e6b587b40b3e78062b2fa3988d00e53f192fad0033595458c977d3e6db,204560,SUPERSEDED_BY_METRIC-010_MEAN_OF_VIABLE_RATIOS,scripts/hypotheses/H01/install_h01_mder_METRIC010_production.R,4.6.1
artifacts/07_models/H01/manuscript_prepared_data/chest/paired_common_sample/mder_ratio_of_integrals_r2_bootstrap_draws.rds,audit/hypotheses/H01/mder_METRIC-010/production_integration/superseded_ratio_of_integrals_canonical/artifacts/07_models/H01/manuscript_prepared_data/chest/paired_common_sample/mder_ratio_of_integrals_r2_bootstrap_draws.rds,9f8d54c5bf0ffa5053f573dc74a986c943cd9ffe6a21efbe36032d0e9e4291be,57092,SUPERSEDED_BY_METRIC-010_MEAN_OF_VIABLE_RATIOS,scripts/hypotheses/H01/install_h01_mder_METRIC010_production.R,4.6.1
artifacts/07_models/H01/manuscript_prepared_data/glasses/all_available/mder_ratio_of_integrals_model_frame.rds,audit/hypotheses/H01/mder_METRIC-010/production_integration/superseded_ratio_of_integrals_canonical/artifacts/07_models/H01/manuscript_prepared_data/glasses/all_available/mder_ratio_of_integrals_model_frame.rds,49aa024465456c8e4ef1014baffc4913aacd1378b6d31f9ddb75f833a1329063,16408,SUPERSEDED_BY_METRIC-010_MEAN_OF_VIABLE_RATIOS,scripts/hypotheses/H01/install_h01_mder_METRIC010_production.R,4.6.1
artifacts/07_models/H01/manuscript_prepared_data/glasses/all_available/mder_ratio_of_integrals_models 2.rds,audit/hypotheses/H01/mder_METRIC-010/production_integration/superseded_ratio_of_integrals_canonical/artifacts/07_models/H01/manuscript_prepared_data/glasses/all_available/mder_ratio_of_integrals_models 2.rds,30f0d3c569f6ab3ce445bf7e18e4adca7e2c30d2d3c4195f31eef5b0d2280088,238792,SUPERSEDED_BY_METRIC-010_MEAN_OF_VIABLE_RATIOS,scripts/hypotheses/H01/install_h01_mder_METRIC010_production.R,4.6.1
artifacts/07_models/H01/manuscript_prepared_data/glasses/all_available/mder_ratio_of_integrals_models.rds,audit/hypotheses/H01/mder_METRIC-010/production_integration/superseded_ratio_of_integrals_canonical/artifacts/07_models/H01/manuscript_prepared_data/glasses/all_available/mder_ratio_of_integrals_models.rds,30f0d3c569f6ab3ce445bf7e18e4adca7e2c30d2d3c4195f31eef5b0d2280088,238792,SUPERSEDED_BY_METRIC-010_MEAN_OF_VIABLE_RATIOS,scripts/hypotheses/H01/install_h01_mder_METRIC010_production.R,4.6.1
artifacts/07_models/H01/manuscript_prepared_data/glasses/all_available/mder_ratio_of_integrals_r2_bootstrap_draws.rds,audit/hypotheses/H01/mder_METRIC-010/production_integration/superseded_ratio_of_integrals_canonical/artifacts/07_models/H01/manuscript_prepared_data/glasses/all_available/mder_ratio_of_integrals_r2_bootstrap_draws.rds,239a9e4e769cf01b41873bcaebf648ecb2edf30ddfd276a5af13eee5b5cc80a4,56988,SUPERSEDED_BY_METRIC-010_MEAN_OF_VIABLE_RATIOS,scripts/hypotheses/H01/install_h01_mder_METRIC010_production.R,4.6.1
artifacts/07_models/H01/manuscript_prepared_data/glasses/paired_common_sample/mder_ratio_of_integrals_model_frame.rds,audit/hypotheses/H01/mder_METRIC-010/production_integration/superseded_ratio_of_integrals_canonical/artifacts/07_models/H01/manuscript_prepared_data/glasses/paired_common_sample/mder_ratio_of_integrals_model_frame.rds,82613d6150f9087d19cd5e73a225cb80f9eaed4f74ff890b4d455fbee59fecd7,12560,SUPERSEDED_BY_METRIC-010_MEAN_OF_VIABLE_RATIOS,scripts/hypotheses/H01/install_h01_mder_METRIC010_production.R,4.6.1
artifacts/07_models/H01/manuscript_prepared_data/glasses/paired_common_sample/mder_ratio_of_integrals_models.rds,audit/hypotheses/H01/mder_METRIC-010/production_integration/superseded_ratio_of_integrals_canonical/artifacts/07_models/H01/manuscript_prepared_data/glasses/paired_common_sample/mder_ratio_of_integrals_models.rds,e98969d2378b6f176fb18c08fd7ac478aa20dd4daf253f4be4e271f7a8ba8e5f,202348,SUPERSEDED_BY_METRIC-010_MEAN_OF_VIABLE_RATIOS,scripts/hypotheses/H01/install_h01_mder_METRIC010_production.R,4.6.1
artifacts/07_models/H01/manuscript_prepared_data/glasses/paired_common_sample/mder_ratio_of_integrals_r2_bootstrap_draws.rds,audit/hypotheses/H01/mder_METRIC-010/production_integration/superseded_ratio_of_integrals_canonical/artifacts/07_models/H01/manuscript_prepared_data/glasses/paired_common_sample/mder_ratio_of_integrals_r2_bootstrap_draws.rds,f4fcbc8a0dfbdb346f166bcb2cebffdf806a2ef093e2d61fb5f2d29156759f88,60260,SUPERSEDED_BY_METRIC-010_MEAN_OF_VIABLE_RATIOS,scripts/hypotheses/H01/install_h01_mder_METRIC010_production.R,4.6.1
artifacts/08_diagnostics/H01/main/chest/all_available/mder_ratio_of_integrals_diagnostics.png,audit/hypotheses/H01/mder_METRIC-010/production_integration/superseded_ratio_of_integrals_canonical/artifacts/08_diagnostics/H01/main/chest/all_available/mder_ratio_of_integrals_diagnostics.png,1a485a9655eaf90d1b0c07f2f51995944afa8a4d4dc4a49c0a0b039d0af1584d,117896,SUPERSEDED_BY_METRIC-010_MEAN_OF_VIABLE_RATIOS,scripts/hypotheses/H01/install_h01_mder_METRIC010_production.R,4.6.1
artifacts/08_diagnostics/H01/main/chest/paired_common_sample/mder_ratio_of_integrals_diagnostics.png,audit/hypotheses/H01/mder_METRIC-010/production_integration/superseded_ratio_of_integrals_canonical/artifacts/08_diagnostics/H01/main/chest/paired_common_sample/mder_ratio_of_integrals_diagnostics.png,0a6c878137bc4f598b6ff8d011881598836d030054fe4aaf39b385a99718deee,107576,SUPERSEDED_BY_METRIC-010_MEAN_OF_VIABLE_RATIOS,scripts/hypotheses/H01/install_h01_mder_METRIC010_production.R,4.6.1
artifacts/08_diagnostics/H01/main/glasses/all_available/mder_ratio_of_integrals_diagnostics.png,audit/hypotheses/H01/mder_METRIC-010/production_integration/superseded_ratio_of_integrals_canonical/artifacts/08_diagnostics/H01/main/glasses/all_available/mder_ratio_of_integrals_diagnostics.png,dbe655fe0fdcfa965010f37d286a6531119a019f77570b787fa41b25ece61257,138399,SUPERSEDED_BY_METRIC-010_MEAN_OF_VIABLE_RATIOS,scripts/hypotheses/H01/install_h01_mder_METRIC010_production.R,4.6.1
artifacts/08_diagnostics/H01/main/glasses/paired_common_sample/mder_ratio_of_integrals_diagnostics.png,audit/hypotheses/H01/mder_METRIC-010/production_integration/superseded_ratio_of_integrals_canonical/artifacts/08_diagnostics/H01/main/glasses/paired_common_sample/mder_ratio_of_integrals_diagnostics.png,029bf45ba3d33d0a7c25822747c0b9867e8f88279d31abacec6d40c0b47dbeb7,128343,SUPERSEDED_BY_METRIC-010_MEAN_OF_VIABLE_RATIOS,scripts/hypotheses/H01/install_h01_mder_METRIC010_production.R,4.6.1
artifacts/08_diagnostics/H01/manuscript_prepared_data/chest/all_available/mder_ratio_of_integrals_diagnostics.png,audit/hypotheses/H01/mder_METRIC-010/production_integration/superseded_ratio_of_integrals_canonical/artifacts/08_diagnostics/H01/manuscript_prepared_data/chest/all_available/mder_ratio_of_integrals_diagnostics.png,fb970fb1f5c3b2877bd1844f774f020082a4a1af76806b82a8846aa143341de6,90057,SUPERSEDED_BY_METRIC-010_MEAN_OF_VIABLE_RATIOS,scripts/hypotheses/H01/install_h01_mder_METRIC010_production.R,4.6.1
artifacts/08_diagnostics/H01/manuscript_prepared_data/chest/paired_common_sample/mder_ratio_of_integrals_diagnostics.png,audit/hypotheses/H01/mder_METRIC-010/production_integration/superseded_ratio_of_integrals_canonical/artifacts/08_diagnostics/H01/manuscript_prepared_data/chest/paired_common_sample/mder_ratio_of_integrals_diagnostics.png,fe007e3c2b4313ee5a60b012e3619795139e83ebc6372d2ab9a5873bf6663267,93900,SUPERSEDED_BY_METRIC-010_MEAN_OF_VIABLE_RATIOS,scripts/hypotheses/H01/install_h01_mder_METRIC010_production.R,4.6.1
artifacts/08_diagnostics/H01/manuscript_prepared_data/glasses/all_available/mder_ratio_of_integrals_diagnostics.png,audit/hypotheses/H01/mder_METRIC-010/production_integration/superseded_ratio_of_integrals_canonical/artifacts/08_diagnostics/H01/manuscript_prepared_data/glasses/all_available/mder_ratio_of_integrals_diagnostics.png,4c467bede38d5540767eced4f3ed2a5f30fd35cce3a0bcd428176a88ae6aa10f,126536,SUPERSEDED_BY_METRIC-010_MEAN_OF_VIABLE_RATIOS,scripts/hypotheses/H01/install_h01_mder_METRIC010_production.R,4.6.1
artifacts/08_diagnostics/H01/manuscript_prepared_data/glasses/paired_common_sample/mder_ratio_of_integrals_diagnostics.png,audit/hypotheses/H01/mder_METRIC-010/production_integration/superseded_ratio_of_integrals_canonical/artifacts/08_diagnostics/H01/manuscript_prepared_data/glasses/paired_common_sample/mder_ratio_of_integrals_diagnostics.png,70a55411b6acb89ccf92aa077fe22c8de7ee97e71c005dbed90209578edea17d,117135,SUPERSEDED_BY_METRIC-010_MEAN_OF_VIABLE_RATIOS,scripts/hypotheses/H01/install_h01_mder_METRIC010_production.R,4.6.1
artifacts/11_source_data/H01/main/chest/all_available/mder_ratio_of_integrals_diagnostic_plot_data.csv,audit/hypotheses/H01/mder_METRIC-010/production_integration/superseded_ratio_of_integrals_canonical/artifacts/11_source_data/H01/main/chest/all_available/mder_ratio_of_integrals_diagnostic_plot_data.csv,fc29c6f44efc84fdedafd14dda26e5d727329e4da741065e11f22e5df2624a04,176249,SUPERSEDED_BY_METRIC-010_MEAN_OF_VIABLE_RATIOS,scripts/hypotheses/H01/install_h01_mder_METRIC010_production.R,4.6.1
artifacts/11_source_data/H01/main/chest/all_available/mder_ratio_of_integrals_model_frame.csv,audit/hypotheses/H01/mder_METRIC-010/production_integration/superseded_ratio_of_integrals_canonical/artifacts/11_source_data/H01/main/chest/all_available/mder_ratio_of_integrals_model_frame.csv,844e13d38e26aa0a13c9f082f9a6dd7ebb0d2febd76f1108bb10aa4517b08b81,160092,SUPERSEDED_BY_METRIC-010_MEAN_OF_VIABLE_RATIOS,scripts/hypotheses/H01/install_h01_mder_METRIC010_production.R,4.6.1
artifacts/11_source_data/H01/main/chest/paired_common_sample/mder_ratio_of_integrals_diagnostic_plot_data.csv,audit/hypotheses/H01/mder_METRIC-010/production_integration/superseded_ratio_of_integrals_canonical/artifacts/11_source_data/H01/main/chest/paired_common_sample/mder_ratio_of_integrals_diagnostic_plot_data.csv,543e8f8c689474a8e0b04a03806002ef54b5c57ff8d2d4de90b3afe6d8ee619a,126695,SUPERSEDED_BY_METRIC-010_MEAN_OF_VIABLE_RATIOS,scripts/hypotheses/H01/install_h01_mder_METRIC010_production.R,4.6.1
artifacts/11_source_data/H01/main/chest/paired_common_sample/mder_ratio_of_integrals_model_frame.csv,audit/hypotheses/H01/mder_METRIC-010/production_integration/superseded_ratio_of_integrals_canonical/artifacts/11_source_data/H01/main/chest/paired_common_sample/mder_ratio_of_integrals_model_frame.csv,83e3eb88353611f2c615d8a824f045b6ce9f094b51e13412a71e430f79260927,114063,SUPERSEDED_BY_METRIC-010_MEAN_OF_VIABLE_RATIOS,scripts/hypotheses/H01/install_h01_mder_METRIC010_production.R,4.6.1
artifacts/11_source_data/H01/main/glasses/all_available/mder_ratio_of_integrals_diagnostic_plot_data.csv,audit/hypotheses/H01/mder_METRIC-010/production_integration/superseded_ratio_of_integrals_canonical/artifacts/11_source_data/H01/main/glasses/all_available/mder_ratio_of_integrals_diagnostic_plot_data.csv,91666b7691150f15c00a261a4ca4f02a19c83848e4b86f2bda284cb321e266ec,158358,SUPERSEDED_BY_METRIC-010_MEAN_OF_VIABLE_RATIOS,scripts/hypotheses/H01/install_h01_mder_METRIC010_production.R,4.6.1
artifacts/11_source_data/H01/main/glasses/all_available/mder_ratio_of_integrals_model_frame.csv,audit/hypotheses/H01/mder_METRIC-010/production_integration/superseded_ratio_of_integrals_canonical/artifacts/11_source_data/H01/main/glasses/all_available/mder_ratio_of_integrals_model_frame.csv,6d4910b870ff3ef5bec98b88c0868ecaa1c1ef2bb29684df5bca96e763b1fe4d,143553,SUPERSEDED_BY_METRIC-010_MEAN_OF_VIABLE_RATIOS,scripts/hypotheses/H01/install_h01_mder_METRIC010_production.R,4.6.1
artifacts/11_source_data/H01/main/glasses/paired_common_sample/mder_ratio_of_integrals_diagnostic_plot_data.csv,audit/hypotheses/H01/mder_METRIC-010/production_integration/superseded_ratio_of_integrals_canonical/artifacts/11_source_data/H01/main/glasses/paired_common_sample/mder_ratio_of_integrals_diagnostic_plot_data.csv,182bbb2bdfd222e7bb7719858cb5c2a2f197538e2926367dea569f3f1b8c01f4,126614,SUPERSEDED_BY_METRIC-010_MEAN_OF_VIABLE_RATIOS,scripts/hypotheses/H01/install_h01_mder_METRIC010_production.R,4.6.1
artifacts/11_source_data/H01/main/glasses/paired_common_sample/mder_ratio_of_integrals_model_frame.csv,audit/hypotheses/H01/mder_METRIC-010/production_integration/superseded_ratio_of_integrals_canonical/artifacts/11_source_data/H01/main/glasses/paired_common_sample/mder_ratio_of_integrals_model_frame.csv,f9da85c03e7d685e42bd60e7744f260ee5fcd379c26941b42335043c13bb1c53,114107,SUPERSEDED_BY_METRIC-010_MEAN_OF_VIABLE_RATIOS,scripts/hypotheses/H01/install_h01_mder_METRIC010_production.R,4.6.1
artifacts/11_source_data/H01/manuscript_prepared_data/chest/all_available/mder_ratio_of_integrals_diagnostic_plot_data.csv,audit/hypotheses/H01/mder_METRIC-010/production_integration/superseded_ratio_of_integrals_canonical/artifacts/11_source_data/H01/manuscript_prepared_data/chest/all_available/mder_ratio_of_integrals_diagnostic_plot_data.csv,627b9bfe536430ccff67946dfbd5129b50afb8fb5ae2d0077257deb12381b842,151371,SUPERSEDED_BY_METRIC-010_MEAN_OF_VIABLE_RATIOS,scripts/hypotheses/H01/install_h01_mder_METRIC010_production.R,4.6.1
artifacts/11_source_data/H01/manuscript_prepared_data/chest/all_available/mder_ratio_of_integrals_model_frame.csv,audit/hypotheses/H01/mder_METRIC-010/production_integration/superseded_ratio_of_integrals_canonical/artifacts/11_source_data/H01/manuscript_prepared_data/chest/all_available/mder_ratio_of_integrals_model_frame.csv,2d60fe252400cfbea997b43ac8250127138abf5518747151fc8bc0f9f1793665,128648,SUPERSEDED_BY_METRIC-010_MEAN_OF_VIABLE_RATIOS,scripts/hypotheses/H01/install_h01_mder_METRIC010_production.R,4.6.1
artifacts/11_source_data/H01/manuscript_prepared_data/chest/paired_common_sample/mder_ratio_of_integrals_diagnostic_plot_data.csv,audit/hypotheses/H01/mder_METRIC-010/production_integration/superseded_ratio_of_integrals_canonical/artifacts/11_source_data/H01/manuscript_prepared_data/chest/paired_common_sample/mder_ratio_of_integrals_diagnostic_plot_data.csv,b99e598d8f0e37d70b8f0754b013990c111d004e8029212dc26a0fc2b284f4b5,101232,SUPERSEDED_BY_METRIC-010_MEAN_OF_VIABLE_RATIOS,scripts/hypotheses/H01/install_h01_mder_METRIC010_production.R,4.6.1
artifacts/11_source_data/H01/manuscript_prepared_data/chest/paired_common_sample/mder_ratio_of_integrals_model_frame.csv,audit/hypotheses/H01/mder_METRIC-010/production_integration/superseded_ratio_of_integrals_canonical/artifacts/11_source_data/H01/manuscript_prepared_data/chest/paired_common_sample/mder_ratio_of_integrals_model_frame.csv,76d884cb31d0d1e290648415314fd4031616f86bb6fb9e6b429fc4b461c9c3f1,85316,SUPERSEDED_BY_METRIC-010_MEAN_OF_VIABLE_RATIOS,scripts/hypotheses/H01/install_h01_mder_METRIC010_production.R,4.6.1
artifacts/11_source_data/H01/manuscript_prepared_data/glasses/all_available/mder_ratio_of_integrals_diagnostic_plot_data.csv,audit/hypotheses/H01/mder_METRIC-010/production_integration/superseded_ratio_of_integrals_canonical/artifacts/11_source_data/H01/manuscript_prepared_data/glasses/all_available/mder_ratio_of_integrals_diagnostic_plot_data.csv,3b90fbab6d3d3eb038770267317acba7845f648ec5e8508006ab4cbf31145409,151060,SUPERSEDED_BY_METRIC-010_MEAN_OF_VIABLE_RATIOS,scripts/hypotheses/H01/install_h01_mder_METRIC010_production.R,4.6.1
artifacts/11_source_data/H01/manuscript_prepared_data/glasses/all_available/mder_ratio_of_integrals_model_frame.csv,audit/hypotheses/H01/mder_METRIC-010/production_integration/superseded_ratio_of_integrals_canonical/artifacts/11_source_data/H01/manuscript_prepared_data/glasses/all_available/mder_ratio_of_integrals_model_frame.csv,7dc8a97c537903c01509514d4c98f908b292ef4ffe7b420652ba07a62146908c,128182,SUPERSEDED_BY_METRIC-010_MEAN_OF_VIABLE_RATIOS,scripts/hypotheses/H01/install_h01_mder_METRIC010_production.R,4.6.1
artifacts/11_source_data/H01/manuscript_prepared_data/glasses/paired_common_sample/mder_ratio_of_integrals_diagnostic_plot_data.csv,audit/hypotheses/H01/mder_METRIC-010/production_integration/superseded_ratio_of_integrals_canonical/artifacts/11_source_data/H01/manuscript_prepared_data/glasses/paired_common_sample/mder_ratio_of_integrals_diagnostic_plot_data.csv,d6acc027f30c7140350c92cfe475e1e3e9d18a5b70cc6eebeae31ebcd5b6b8a9,100990,SUPERSEDED_BY_METRIC-010_MEAN_OF_VIABLE_RATIOS,scripts/hypotheses/H01/install_h01_mder_METRIC010_production.R,4.6.1
artifacts/11_source_data/H01/manuscript_prepared_data/glasses/paired_common_sample/mder_ratio_of_integrals_model_frame.csv,audit/hypotheses/H01/mder_METRIC-010/production_integration/superseded_ratio_of_integrals_canonical/artifacts/11_source_data/H01/manuscript_prepared_data/glasses/paired_common_sample/mder_ratio_of_integrals_model_frame.csv,0be072b678c7923cdf0be290900a08453ed02894dd6037cdf4b5e5db7235f354,85354,SUPERSEDED_BY_METRIC-010_MEAN_OF_VIABLE_RATIOS,scripts/hypotheses/H01/install_h01_mder_METRIC010_production.R,4.6.1
