run_id,cluster_level,cluster_id,eligible_pairs,lag1_correlation
main__glasses__all_available,participant,FUSPCEU::FUSPCEU_S012,282,-0.017440713726317236
main__glasses__all_available,participant,FUSPCEU::FUSPCEU_S013,282,-0.08610795840963688
main__glasses__all_available,participant,FUSPCEU::FUSPCEU_S014,220,0.045993918583923044
main__glasses__all_available,participant,FUSPCEU::FUSPCEU_S015,274,-0.00929034440951847
main__glasses__all_available,participant,FUSPCEU::FUSPCEU_S016,217,0.05784695820572237
main__glasses__all_available,participant,FUSPCEU::FUSPCEU_S017,268,0.05175094164165629
main__glasses__all_available,participant,FUSPCEU::FUSPCEU_S018,277,0.25975407501619807
main__glasses__all_available,participant,FUSPCEU::FUSPCEU_S019,282,0.07801438310494986
main__glasses__all_available,participant,FUSPCEU::FUSPCEU_S020,282,0.03704766923890392
main__glasses__all_available,participant,FUSPCEU::FUSPCEU_S021,224,0.1521669268976414
main__glasses__all_available,participant,FUSPCEU::FUSPCEU_S022,282,0.06472208064315192
main__glasses__all_available,participant,FUSPCEU::FUSPCEU_S023,282,0.1905141079005344
main__glasses__all_available,participant,FUSPCEU::FUSPCEU_S024,225,0.2617004167295417
main__glasses__all_available,participant,FUSPCEU::FUSPCEU_S025,165,-0.028999016766195807
main__glasses__all_available,participant,IZTECH::IZTECH_S001,326,0.3212671190538283
main__glasses__all_available,participant,IZTECH::IZTECH_S002,265,0.13685532813557955
main__glasses__all_available,participant,IZTECH::IZTECH_S003,279,0.1077582131360942
main__glasses__all_available,participant,IZTECH::IZTECH_S004,233,0.02843539622235115
main__glasses__all_available,participant,IZTECH::IZTECH_S005,274,0.16032337466629737
main__glasses__all_available,participant,IZTECH::IZTECH_S006,270,-0.02194909058780621
main__glasses__all_available,participant,IZTECH::IZTECH_S007,266,0.050154191556956725
main__glasses__all_available,participant,IZTECH::IZTECH_S008,227,-0.21621267213215373
main__glasses__all_available,participant,IZTECH::IZTECH_S009,252,0.24866987625934284
main__glasses__all_available,participant,IZTECH::IZTECH_S010,250,-0.0045931595775197485
main__glasses__all_available,participant,IZTECH::IZTECH_S011,278,-0.27184106604585323
main__glasses__all_available,participant,IZTECH::IZTECH_S012,280,0.24494652571675118
main__glasses__all_available,participant,IZTECH::IZTECH_S013,274,0.13230312253331533
main__glasses__all_available,participant,IZTECH::IZTECH_S014,257,0.046889427795126316
main__glasses__all_available,participant,IZTECH::IZTECH_S015,261,0.232318749808936
main__glasses__all_available,participant,IZTECH::IZTECH_S016,265,-0.0638265820178085
main__glasses__all_available,participant,IZTECH::IZTECH_S017,282,0.09715455294426405
main__glasses__all_available,participant,KNUST::KNUST_S001,258,0.05999701879467758
main__glasses__all_available,participant,KNUST::KNUST_S002,253,0.13802263971526993
main__glasses__all_available,participant,KNUST::KNUST_S003,250,0.18821447483340553
main__glasses__all_available,participant,KNUST::KNUST_S004,124,0.08750154468405419
main__glasses__all_available,participant,KNUST::KNUST_S005,130,-0.02556251221267892
main__glasses__all_available,participant,KNUST::KNUST_S006,247,-0.02241539706009452
main__glasses__all_available,participant,KNUST::KNUST_S007,174,0.128135305134959
main__glasses__all_available,participant,KNUST::KNUST_S008,207,0.07491674299251695
main__glasses__all_available,participant,KNUST::KNUST_S009,266,0.13122405829402517
main__glasses__all_available,participant,KNUST::KNUST_S010,262,0.10361692867539685
main__glasses__all_available,participant,KNUST::KNUST_S011,267,0.27011150419661645
main__glasses__all_available,participant,KNUST::KNUST_S012,274,0.09661813764311049
main__glasses__all_available,participant,KNUST::KNUST_S013,282,-0.04258961676091746
main__glasses__all_available,participant,KNUST::KNUST_S014,276,-0.014086920560127635
main__glasses__all_available,participant,KNUST::KNUST_S015,261,-0.011553363266648771
main__glasses__all_available,participant,MPI::MPI_S201,169,0.27110946450268525
main__glasses__all_available,participant,MPI::MPI_S202,256,0.11856700009832068
main__glasses__all_available,participant,MPI::MPI_S204,230,0.046708919075289144
main__glasses__all_available,participant,MPI::MPI_S205,282,0.19489850778736062
main__glasses__all_available,participant,MPI::MPI_S206,259,0.1334586240474093
main__glasses__all_available,participant,MPI::MPI_S208,168,0.07573360964699705
main__glasses__all_available,participant,MPI::MPI_S209,269,0.01652534869510809
main__glasses__all_available,participant,MPI::MPI_S210,282,-0.010494949214791487
main__glasses__all_available,participant,MPI::MPI_S212,263,-0.011351726457184647
main__glasses__all_available,participant,MPI::MPI_S213,274,0.03486554838085418
main__glasses__all_available,participant,MPI::MPI_S214,274,0.11621132746678321
main__glasses__all_available,participant,MPI::MPI_S215,261,0.10342481012058613
main__glasses__all_available,participant,MPI::MPI_S216,282,0.18924690628657176
main__glasses__all_available,participant,MPI::MPI_S218,274,0.10857823354415608
main__glasses__all_available,participant,MPI::MPI_S219,271,-0.0813193316799375
main__glasses__all_available,participant,MPI::MPI_S221,262,0.0411603212775175
main__glasses__all_available,participant,MPI::MPI_S222,247,0.007508025780980904
main__glasses__all_available,participant,MPI::MPI_S223,266,0.04348649956618071
main__glasses__all_available,participant,MPI::MPI_S224,270,0.29747649266258974
main__glasses__all_available,participant,MPI::MPI_S225,271,-0.002464985348682241
main__glasses__all_available,participant,MPI::MPI_S226,273,0.2609800652303624
main__glasses__all_available,participant,MPI::MPI_S227,266,0.05124757504962232
main__glasses__all_available,participant,MPI::MPI_S228,266,0.08084269776161158
main__glasses__all_available,participant,MPI::MPI_S229,249,-0.03830228622668013
main__glasses__all_available,participant,MPI::MPI_S230,207,0.2284990407675196
main__glasses__all_available,participant,MPI::MPI_S231,252,0.1833700540329329
main__glasses__all_available,participant,RISE::RISE_S001,259,0.022212054679975377
main__glasses__all_available,participant,RISE::RISE_S002,270,0.04127033442239317
main__glasses__all_available,participant,RISE::RISE_S003,271,0.03608928184168932
main__glasses__all_available,participant,RISE::RISE_S004,274,0.07629445309009661
main__glasses__all_available,participant,RISE::RISE_S005,274,-0.13046218925426184
main__glasses__all_available,participant,RISE::RISE_S006,273,0.05892885847693697
main__glasses__all_available,participant,RISE::RISE_S007,276,-0.020691224934657696
main__glasses__all_available,participant,RISE::RISE_S008,276,0.07402799270130538
main__glasses__all_available,participant,RISE::RISE_S009,258,0.20445708470413596
main__glasses__all_available,participant,RISE::RISE_S010,215,-0.002484380298064757
main__glasses__all_available,participant,RISE::RISE_S012,329,-0.10255454741444411
main__glasses__all_available,participant,RISE::RISE_S013,261,0.06499701454675198
main__glasses__all_available,participant,RISE::RISE_S016,260,-0.17131697495823284
main__glasses__all_available,participant,THUAS::THUAS_S001,354,0.12223002050205468
main__glasses__all_available,participant,THUAS::THUAS_S002,282,0.45630649300371084
main__glasses__all_available,participant,THUAS::THUAS_S003,262,0.12487562290816878
main__glasses__all_available,participant,THUAS::THUAS_S005,266,-0.1831776617283906
main__glasses__all_available,participant,THUAS::THUAS_S006,229,-0.09880840101730003
main__glasses__all_available,participant,THUAS::THUAS_S007,253,0.2837200072863754
main__glasses__all_available,participant,THUAS::THUAS_S010,255,0.1686810038888298
main__glasses__all_available,participant,THUAS::THUAS_S011,276,0.1555461214540963
main__glasses__all_available,participant,THUAS::THUAS_S014,251,-0.114337366887887
main__glasses__all_available,participant,THUAS::THUAS_S015,274,0.18191252089095977
main__glasses__all_available,participant,THUAS::THUAS_S016,282,-0.096846136944466
main__glasses__all_available,participant,THUAS::THUAS_S017,282,0.15542706763878927
main__glasses__all_available,participant,THUAS::THUAS_S018,200,0.11173955612851892
main__glasses__all_available,participant,TUM::TUM_S001,261,0.09371815574410493
main__glasses__all_available,participant,TUM::TUM_S002,264,0.1266966541945145
main__glasses__all_available,participant,TUM::TUM_S003,258,-0.03366843237801249
main__glasses__all_available,participant,TUM::TUM_S004,276,0.22124018744951368
main__glasses__all_available,participant,TUM::TUM_S005,260,0.1256353885271369
main__glasses__all_available,participant,TUM::TUM_S006,274,0.08262733399706224
main__glasses__all_available,participant,TUM::TUM_S007,273,0.020959619100138382
main__glasses__all_available,participant,TUM::TUM_S008,243,0.17492362209319623
main__glasses__all_available,participant,TUM::TUM_S009,279,0.11443773629744515
main__glasses__all_available,participant,TUM::TUM_S010,255,0.22966120741506124
main__glasses__all_available,participant,UCR::UCR_S001,178,-0.23556717998749707
main__glasses__all_available,participant,UCR::UCR_S002,280,0.061760350629680216
main__glasses__all_available,participant,UCR::UCR_S003,219,0.011394263639547177
main__glasses__all_available,participant,UCR::UCR_S004,258,-0.0966133898246274
main__glasses__all_available,participant,UCR::UCR_S005,221,0.39349182181961345
main__glasses__all_available,participant,UCR::UCR_S006,253,0.13206309593327867
main__glasses__all_available,participant_day,BAUA::BAUA_S001::2025-06-11,45,0.010888905378919483
main__glasses__all_available,participant_day,BAUA::BAUA_S001::2025-06-12,42,0.04073243965387258
main__glasses__all_available,participant_day,BAUA::BAUA_S001::2025-06-13,41,0.026437611985858672
main__glasses__all_available,participant_day,BAUA::BAUA_S001::2025-06-14,40,0.026288410175415413
main__glasses__all_available,participant_day,BAUA::BAUA_S001::2025-06-15,47,0.3636004209570949
main__glasses__all_available,participant_day,BAUA::BAUA_S001::2025-06-16,47,0.07845772711126289
main__glasses__all_available,participant_day,BAUA::BAUA_S002::2025-06-11,47,0.2274205444986153
main__glasses__all_available,participant_day,BAUA::BAUA_S002::2025-06-12,44,0.37612296445102233
main__glasses__all_available,participant_day,BAUA::BAUA_S002::2025-06-13,42,0.206707088154285
main__glasses__all_available,participant_day,BAUA::BAUA_S002::2025-06-14,42,0.10147156621698326
main__glasses__all_available,participant_day,BAUA::BAUA_S002::2025-06-15,47,0.17069739191505007
main__glasses__all_available,participant_day,BAUA::BAUA_S002::2025-06-16,44,0.18975019684250738
main__glasses__all_available,participant_day,BAUA::BAUA_S003::2025-06-11,47,-0.17034968816164395
main__glasses__all_available,participant_day,BAUA::BAUA_S003::2025-06-12,47,0.2495418838467902
main__glasses__all_available,participant_day,BAUA::BAUA_S003::2025-06-13,47,0.5139643285034087
main__glasses__all_available,participant_day,BAUA::BAUA_S003::2025-06-14,47,0.19610993399540833
main__glasses__all_available,participant_day,BAUA::BAUA_S003::2025-06-15,47,0.07948241420188286
main__glasses__all_available,participant_day,BAUA::BAUA_S003::2025-06-16,47,0.018299740043643386
main__glasses__all_available,participant_day,BAUA::BAUA_S004::2025-06-11,43,0.009664492343452092
main__glasses__all_available,participant_day,BAUA::BAUA_S004::2025-06-12,41,-0.23271995915714946
main__glasses__all_available,participant_day,BAUA::BAUA_S004::2025-06-13,44,0.014821915599854229
main__glasses__all_available,participant_day,BAUA::BAUA_S004::2025-06-14,45,0.1538674900933394
main__glasses__all_available,participant_day,BAUA::BAUA_S004::2025-06-15,42,0.12916564391410135
main__glasses__all_available,participant_day,BAUA::BAUA_S004::2025-06-16,41,-0.14433395121944356
main__glasses__all_available,participant_day,BAUA::BAUA_S005::2025-06-11,41,-0.16959776861859382
main__glasses__all_available,participant_day,BAUA::BAUA_S005::2025-06-12,40,0.23777684571079527
main__glasses__all_available,participant_day,BAUA::BAUA_S005::2025-06-13,41,0.14540060900603374
main__glasses__all_available,participant_day,BAUA::BAUA_S005::2025-06-14,47,0.1353019105763357
main__glasses__all_available,participant_day,BAUA::BAUA_S005::2025-06-15,47,0.3006011121661095
main__glasses__all_available,participant_day,BAUA::BAUA_S006::2025-06-11,47,-0.07091285979773204
main__glasses__all_available,participant_day,BAUA::BAUA_S006::2025-06-12,47,0.28817208500614533
main__glasses__all_available,participant_day,BAUA::BAUA_S006::2025-06-13,45,0.08477181038529416
main__glasses__all_available,participant_day,BAUA::BAUA_S006::2025-06-15,47,0.41540864988621423
main__glasses__all_available,participant_day,BAUA::BAUA_S006::2025-06-16,47,0.5290364515206781
main__glasses__all_available,participant_day,BAUA::BAUA_S006::2025-06-17,39,0.027616084156738562
main__glasses__all_available,participant_day,BAUA::BAUA_S007::2025-06-25,47,0.026746994794479135
main__glasses__all_available,participant_day,BAUA::BAUA_S007::2025-06-26,47,-0.13954668918847352
main__glasses__all_available,participant_day,BAUA::BAUA_S007::2025-06-27,43,-0.06973743534580204
main__glasses__all_available,participant_day,BAUA::BAUA_S007::2025-06-28,43,-0.05322588658309637
main__glasses__all_available,participant_day,BAUA::BAUA_S007::2025-06-29,41,0.15187443571066112
main__glasses__all_available,participant_day,BAUA::BAUA_S007::2025-06-30,43,0.03439771264375344
main__glasses__all_available,participant_day,BAUA::BAUA_S009::2025-06-25,43,0.08958088049044173
main__glasses__all_available,participant_day,BAUA::BAUA_S009::2025-06-26,43,0.20622793835071956
main__glasses__all_available,participant_day,BAUA::BAUA_S009::2025-06-27,45,0.5373307040683499
main__glasses__all_available,participant_day,BAUA::BAUA_S009::2025-06-28,47,0.03729910982582867
main__glasses__all_available,participant_day,BAUA::BAUA_S009::2025-06-29,47,0.04612639582319661
main__glasses__all_available,participant_day,BAUA::BAUA_S009::2025-06-30,47,0.262446601558762
main__glasses__all_available,participant_day,BAUA::BAUA_S011::2025-06-25,47,-0.019424933836475523
main__glasses__all_available,participant_day,BAUA::BAUA_S011::2025-06-26,47,-0.12376619644853237
main__glasses__all_available,participant_day,BAUA::BAUA_S011::2025-06-27,47,0.16915609252321873
main__glasses__all_available,participant_day,BAUA::BAUA_S011::2025-06-28,47,0.5020293026480523
main__glasses__all_available,participant_day,BAUA::BAUA_S011::2025-06-29,47,0.12896038911814475
main__glasses__all_available,participant_day,BAUA::BAUA_S011::2025-06-30,47,0.26127954850017954
main__glasses__all_available,participant_day,BAUA::BAUA_S012::2025-07-16,39,0.09678545300667196
main__glasses__all_available,participant_day,BAUA::BAUA_S012::2025-07-17,44,0.5767807006150367
main__glasses__all_available,participant_day,BAUA::BAUA_S012::2025-07-18,47,0.4781563187038675
main__glasses__all_available,participant_day,BAUA::BAUA_S012::2025-07-19,40,0.46907258357204895
main__glasses__all_available,participant_day,BAUA::BAUA_S012::2025-07-20,39,0.1644198780852462
main__glasses__all_available,participant_day,BAUA::BAUA_S012::2025-07-21,41,0.37502833573083194
main__glasses__all_available,participant_day,BAUA::BAUA_S013::2025-07-16,47,-0.07579988086945637
main__glasses__all_available,participant_day,BAUA::BAUA_S013::2025-07-17,45,-0.1398460630227468
main__glasses__all_available,participant_day,BAUA::BAUA_S013::2025-07-18,47,-0.13370193910625455
main__glasses__all_available,participant_day,BAUA::BAUA_S013::2025-07-19,47,0.12934692948022755
main__glasses__all_available,participant_day,BAUA::BAUA_S013::2025-07-20,47,0.008213507069252439
main__glasses__all_available,participant_day,BAUA::BAUA_S013::2025-07-21,43,-0.2108056914128071
main__glasses__all_available,participant_day,BAUA::BAUA_S014::2025-07-16,47,-0.15962016128477818
main__glasses__all_available,participant_day,BAUA::BAUA_S014::2025-07-17,47,0.14939877922423303
main__glasses__all_available,participant_day,BAUA::BAUA_S014::2025-07-18,47,0.008250825104114796
main__glasses__all_available,participant_day,BAUA::BAUA_S014::2025-07-19,47,0.25313527314123224
main__glasses__all_available,participant_day,BAUA::BAUA_S014::2025-07-20,47,0.13460444900417115
main__glasses__all_available,participant_day,BAUA::BAUA_S014::2025-07-21,47,-0.12943569446254524
main__glasses__all_available,participant_day,BAUA::BAUA_S015::2025-07-23,45,0.11686433388389174
main__glasses__all_available,participant_day,BAUA::BAUA_S015::2025-07-24,44,0.15195446026120554
main__glasses__all_available,participant_day,BAUA::BAUA_S015::2025-07-25,37,-0.0487906069297465
main__glasses__all_available,participant_day,BAUA::BAUA_S015::2025-07-26,47,0.155396988893929
main__glasses__all_available,participant_day,BAUA::BAUA_S015::2025-07-27,44,0.4030182800533611
main__glasses__all_available,participant_day,BAUA::BAUA_S015::2025-07-28,36,0.17187895935788056
main__glasses__all_available,participant_day,BAUA::BAUA_S016::2025-07-23,39,0.10455397264274582
main__glasses__all_available,participant_day,BAUA::BAUA_S016::2025-07-24,43,-0.0076759536474925475
main__glasses__all_available,participant_day,BAUA::BAUA_S016::2025-07-25,45,1.772580313519094e-4
main__glasses__all_available,participant_day,BAUA::BAUA_S016::2025-07-26,42,0.03802518147340858
main__glasses__all_available,participant_day,BAUA::BAUA_S016::2025-07-27,43,-0.20295267986936305
main__glasses__all_available,participant_day,BAUA::BAUA_S016::2025-07-28,40,0.042919879081763077
main__glasses__all_available,participant_day,BAUA::BAUA_S018::2025-09-09,47,0.16023300340570554
main__glasses__all_available,participant_day,BAUA::BAUA_S018::2025-09-10,47,0.2587988652251973
main__glasses__all_available,participant_day,BAUA::BAUA_S018::2025-09-11,45,-0.15546037067110294
main__glasses__all_available,participant_day,BAUA::BAUA_S018::2025-09-12,43,-0.027672040322635302
main__glasses__all_available,participant_day,BAUA::BAUA_S018::2025-09-13,45,0.48825242533722285
main__glasses__all_available,participant_day,BAUA::BAUA_S018::2025-09-14,47,0.5738934078934194
main__glasses__all_available,participant_day,BAUA::BAUA_S022::2025-09-24,47,0.27847119985351576
main__glasses__all_available,participant_day,BAUA::BAUA_S022::2025-09-25,45,0.32341679300236353
main__glasses__all_available,participant_day,BAUA::BAUA_S022::2025-09-26,47,0.035041404512906396
main__glasses__all_available,participant_day,BAUA::BAUA_S022::2025-09-27,47,-0.2008989313299522
main__glasses__all_available,participant_day,BAUA::BAUA_S022::2025-09-28,47,0.2589560130234783
main__glasses__all_available,participant_day,BAUA::BAUA_S022::2025-09-29,47,0.447254698337366
main__glasses__all_available,participant_day,BAUA::BAUA_S024::2025-10-14,47,-0.1362703330137817
main__glasses__all_available,participant_day,BAUA::BAUA_S024::2025-10-15,47,0.14203721566814956
main__glasses__all_available,participant_day,BAUA::BAUA_S024::2025-10-16,42,0.08932014768352685
main__glasses__all_available,participant_day,BAUA::BAUA_S024::2025-10-17,47,0.1528172292527602
main__glasses__all_available,participant_day,BAUA::BAUA_S024::2025-10-18,47,0.2326002577071612
main__glasses__all_available,participant_day,BAUA::BAUA_S024::2025-10-19,45,0.18659138125489136
main__glasses__all_available,participant_day,BAUA::BAUA_S025::2025-10-14,47,-0.0501028613058959
main__glasses__all_available,participant_day,BAUA::BAUA_S025::2025-10-15,45,0.05133135974156964
main__glasses__all_available,participant_day,BAUA::BAUA_S025::2025-10-16,45,-0.2973485475691662
main__glasses__all_available,participant_day,BAUA::BAUA_S025::2025-10-17,47,0.2145103410472317
main__glasses__all_available,participant_day,BAUA::BAUA_S025::2025-10-18,47,0.2109308108192577
main__glasses__all_available,participant_day,BAUA::BAUA_S025::2025-10-19,47,0.07500637178004049
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S003::2024-10-08,39,-0.11162880713098523
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S003::2024-10-09,45,-0.15236054029457538
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S003::2024-10-10,47,-0.0022913127629528313
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S003::2024-10-11,47,-0.008043110525465228
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S003::2024-10-12,47,0.055046691150554494
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S003::2024-10-13,47,-0.058030111631236
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S004::2024-10-08,47,0.13171288451341626
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S004::2024-10-09,47,-2.0140960024771936e-4
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S004::2024-10-11,47,-0.058227790421063026
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S004::2024-10-12,41,0.41652304791210887
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S004::2024-10-13,47,0.12016401334483462
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S005::2024-10-15,47,0.13828499029243835
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S005::2024-10-16,40,0.11939663048186566
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S005::2024-10-17,42,0.2890995965594887
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S005::2024-10-18,47,-0.1388038514112418
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S005::2024-10-19,42,0.05815179910949376
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S005::2024-10-20,47,0.40268003106953687
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S006::2024-10-15,44,-0.23787655542433697
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S006::2024-10-16,44,-0.2766917021888494
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S006::2024-10-17,45,-0.3013872201027118
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S006::2024-10-18,44,-0.22577152355664462
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S006::2024-10-19,45,0.15020546021233533
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S007::2024-10-22,46,0.39199094549039076
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S007::2024-10-23,47,0.077530228050449
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S007::2024-10-24,42,-0.06706702327095501
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S007::2024-10-25,45,-0.23567844359001316
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S007::2024-10-26,47,0.3290364658423203
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S007::2024-10-27,39,0.12776834605619902
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S008::2024-10-22,47,0.2554570431950362
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S008::2024-10-23,47,0.4164212801419866
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S008::2024-10-24,47,0.4732524684313385
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S008::2024-10-25,47,0.38478783096484054
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S008::2024-10-26,47,0.4993224283689479
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S008::2024-10-27,44,0.5201525435638829
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S008::2024-10-28,37,0.25880848599950373
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S009::2024-11-04,47,0.8231731984709812
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S009::2024-11-05,47,0.3426637746068772
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S009::2024-11-06,47,0.4709756147379477
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S009::2024-11-07,47,0.2476021528440019
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S009::2024-11-08,47,-0.029544673348376203
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S009::2024-11-09,47,0.1296122982132857
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S009::2024-11-10,47,0.007398073535787088
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S010::2024-11-04,47,0.40049395691474327
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S010::2024-11-05,47,0.12819558035012293
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S010::2024-11-06,47,0.08518090912709018
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S010::2024-11-07,47,-0.039945148220748856
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S011::2024-11-12,47,-0.17361460685720798
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S011::2024-11-13,47,0.0831696805587532
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S011::2024-11-14,47,-0.025133614849068616
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S011::2024-11-16,42,0.33019465547310206
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S011::2024-11-17,47,0.15282335910743158
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S012::2024-12-03,47,-0.30175098230404074
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S012::2024-12-04,47,0.12766414342018154
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S012::2024-12-05,47,-0.1141151728407174
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S012::2024-12-06,47,0.06141428851844382
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S012::2024-12-07,47,-0.027665257919667556
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S012::2024-12-08,47,0.13589061188384047
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S013::2024-11-19,47,-0.11828988993859488
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S013::2024-11-20,47,-0.036019595744280895
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S013::2024-11-21,47,-0.2019474447220669
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S013::2024-11-22,47,-0.05353939745282295
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S013::2024-11-23,47,0.16697302793883695
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S013::2024-11-24,47,-0.14880046036298245
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S014::2024-11-20,47,-0.10395222670983748
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S014::2024-11-21,45,0.06054325755824658
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S014::2024-11-22,47,0.13840853626306893
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S014::2024-11-23,42,0.18995233243509888
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S014::2024-11-24,39,-0.0036632878807571633
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S015::2024-11-26,47,0.2696608394795509
main__glasses__all_available,participant_day,FUSPCEU::FUSPCEU_S015::2024-11-27,47,-0.006409769129338469
