run_id,component,group,cyclic_continuity_imposed,finite_difference_step_hours,eta_at_00,eta_at_24,midnight_value_jump_eta,midnight_ratio_24_to_00,derivative_at_00_eta_per_hour,derivative_at_24_eta_per_hour,midnight_derivative_jump_eta_per_hour
main__glasses__all_available,full_site_curve,THUAS,FALSE,0.01,-1.22947192437748,-0.9528504478365566,0.2766214765409235,1.8906950036680914,-0.3866039516474906,-0.3882857831290387,-0.0016818314815481017
main__glasses__all_available,full_site_curve,TUM,FALSE,0.01,-0.5558482596770685,-0.4764877728902607,0.07936048678680785,1.2004953626802017,-0.5642014528649875,-0.21295484291380395,0.3512466099511835
main__glasses__all_available,full_site_curve,UCR,FALSE,0.01,-1.0277600357839483,-1.3509686931522598,-0.3232086573683115,0.4751069053466475,-0.39449973622074364,-0.4168071589229827,-0.022307422702239066
main__glasses__all_available,participant_deviation_curve,BAUA::BAUA_S001,FALSE,0.01,-0.4253624726955183,-0.6923892068997469,-0.2670267342042286,0.5407210363344002,0.12919557859731867,-0.2010220969732024,-0.33021767557052106
main__glasses__all_available,participant_deviation_curve,BAUA::BAUA_S002,FALSE,0.01,-0.42825157958687504,-0.6406628804025009,-0.21241130081562581,0.6131810138699872,0.1495017809744592,-0.34379865527988107,-0.4933004362543403
main__glasses__all_available,participant_deviation_curve,BAUA::BAUA_S003,FALSE,0.01,-0.01049213957079218,-0.013617421522216677,-0.003125281951424497,0.9928296032146257,-0.012583951029903999,0.022761514349580597,0.035345465379484596
main__glasses__all_available,participant_deviation_curve,BAUA::BAUA_S004,FALSE,0.01,-0.3930526552658716,-0.015361431434284893,0.3776912238315867,2.3861141920960103,0.12186087285977476,-0.022962677913971122,-0.14482355077374587
main__glasses__all_available,participant_deviation_curve,BAUA::BAUA_S005,FALSE,0.01,1.0153112170383252,0.7854303686690394,-0.2298808483692858,0.5890052307617747,-0.26589634118450167,0.14933267850311127,0.41522901968761294
main__glasses__all_available,participant_deviation_curve,BAUA::BAUA_S006,FALSE,0.01,0.9003610521699447,0.8023872550023544,-0.09797379716759025,0.7980428351324431,-0.28144369164081473,0.15474176906362658,0.4361854607044413
main__glasses__all_available,participant_deviation_curve,BAUA::BAUA_S007,FALSE,0.01,-0.6084379691176511,-0.6773433560914578,-0.06890538697380666,0.8532859859994654,0.20265444500402463,-0.10514931164455898,-0.3078037566485836
main__glasses__all_available,participant_deviation_curve,BAUA::BAUA_S009,FALSE,0.01,-0.2708425881329749,-0.5320979217069757,-0.26125533357400077,0.5479547126752298,0.08759471389570561,-0.3080210719291654,-0.395615785824871
main__glasses__all_available,participant_deviation_curve,BAUA::BAUA_S011,FALSE,0.01,0.12743335542739245,0.365182685583037,0.23774933015564456,1.7288182169372883,-0.036056805930273494,0.08971942457351445,0.12577623050378794
main__glasses__all_available,participant_deviation_curve,BAUA::BAUA_S012,FALSE,0.01,-0.38612755471340277,0.07067354585871272,0.4568011005721155,2.8628665258274757,0.16791358647492705,-0.11639790705350733,-0.2843114935284344
main__glasses__all_available,participant_deviation_curve,BAUA::BAUA_S013,FALSE,0.01,-0.013177077904646927,0.330531029165623,0.34370810707026994,2.206521213290899,0.03874002468660376,0.11589845108245234,0.07715842639584858
main__glasses__all_available,participant_deviation_curve,BAUA::BAUA_S014,FALSE,0.01,-0.3654671210172284,-0.5807103281138166,-0.21524320709658823,0.6091956490678921,0.09593927031315563,-0.1820443662866711,-0.2779836365998267
main__glasses__all_available,participant_deviation_curve,BAUA::BAUA_S015,FALSE,0.01,0.38852838170953874,0.8434251643491877,0.45489678263964894,2.8503407557572187,-0.12726550200349296,0.1600128911280585,0.28727839313155146
main__glasses__all_available,participant_deviation_curve,BAUA::BAUA_S016,FALSE,0.01,-0.36778818165392363,-0.43133596921568235,-0.06354778756175872,0.8638775987456152,0.10394408514506903,-0.11483056079923393,-0.21877464594430296
main__glasses__all_available,participant_deviation_curve,BAUA::BAUA_S018,FALSE,0.01,0.3917592144125643,0.6396456155782585,0.24788640116569421,1.7696460097277416,-0.16094656037851096,0.38900480273966753,0.5499513631181785
main__glasses__all_available,participant_deviation_curve,BAUA::BAUA_S022,FALSE,0.01,0.02748945652709647,-0.2005587381323745,-0.22804819465947096,0.5914959908600619,-0.049639164078901094,0.04904633793804125,0.09868550201694234
main__glasses__all_available,participant_deviation_curve,BAUA::BAUA_S024,FALSE,0.01,-0.24791895729550584,-0.44560640924727346,-0.19768745195176762,0.6343260514936019,0.049264401092899424,0.06814321678371149,0.018878815690812067
main__glasses__all_available,participant_deviation_curve,BAUA::BAUA_S025,FALSE,0.01,0.36435594783028413,0.2883408054393617,-0.07601514239092244,0.8394307178774749,-0.13150574212599242,0.14690619660465143,0.27841193873064385
main__glasses__all_available,participant_deviation_curve,FUSPCEU::FUSPCEU_S003,FALSE,0.01,-0.39040806036450126,-0.6891785980530636,-0.2987705376885623,0.5026080756231199,0.11775336331876218,-0.2386657161368655,-0.3564190794556277
main__glasses__all_available,participant_deviation_curve,FUSPCEU::FUSPCEU_S004,FALSE,0.01,-0.04382055880680581,-0.33982992296822584,-0.29600936416142004,0.5058137556413758,-0.0030802183414786743,-0.12085753398151655,-0.11777731564003788
main__glasses__all_available,participant_deviation_curve,FUSPCEU::FUSPCEU_S005,FALSE,0.01,-0.14857356522456105,0.13731903320191288,0.28589259842647397,1.9314905978863692,0.038985196270963085,0.07123472422309873,0.03224952795213565
main__glasses__all_available,participant_deviation_curve,FUSPCEU::FUSPCEU_S006,FALSE,0.01,-0.298394850902456,-0.2873888857718763,0.011005965130579665,1.025666013903776,0.09122047082980589,-0.21539470533140093,-0.3066151761612068
main__glasses__all_available,participant_deviation_curve,FUSPCEU::FUSPCEU_S007,FALSE,0.01,0.2415910019322832,0.18620885798139658,-0.055382143950886614,0.8802739623751155,-0.08772673575830336,-0.06835140214868363,0.019375333609619738
main__glasses__all_available,participant_deviation_curve,FUSPCEU::FUSPCEU_S008,FALSE,0.01,0.12329268816331412,0.07918927078679468,-0.044103417376519446,0.90343431572288,-0.04141750619973822,0.13357707423562876,0.17499458043536698
main__glasses__all_available,participant_deviation_curve,FUSPCEU::FUSPCEU_S009,FALSE,0.01,0.25770013899429056,0.2804506966231257,0.022750557628835155,1.0537814702073733,-0.11133162635439953,0.06726896360580992,0.17860058996020944
main__glasses__all_available,participant_deviation_curve,FUSPCEU::FUSPCEU_S010,FALSE,0.01,-0.26909514128755374,-0.191556476138064,0.07753866514948973,1.1954699533830997,0.09909643859992712,-0.27403573066877573,-0.37313216926870285
main__glasses__all_available,participant_deviation_curve,FUSPCEU::FUSPCEU_S011,FALSE,0.01,0.18261886753073808,0.30273189105974113,0.12011302352900305,1.3185998546312983,-0.05073321219855598,-0.07359807295939658,-0.0228648607608406
main__glasses__all_available,participant_deviation_curve,FUSPCEU::FUSPCEU_S012,FALSE,0.01,0.09815347532853112,0.11562510215391507,0.017471626825383946,1.041050091882471,-0.02256771896747556,-0.028535282373121085,-0.005967563405645526
main__glasses__all_available,participant_deviation_curve,FUSPCEU::FUSPCEU_S013,FALSE,0.01,0.3236110004485259,0.8866735880513071,0.5630625876027813,3.656474824747584,-0.13605567091379278,0.12366863206472178,0.25972430297851457
main__glasses__all_available,participant_deviation_curve,FUSPCEU::FUSPCEU_S014,FALSE,0.01,-1.064911754922671,-0.5376414810106926,0.5272702739119783,3.367210553543215,0.4441398054608747,0.1405634731344363,-0.30357633232643844
main__glasses__all_available,participant_deviation_curve,FUSPCEU::FUSPCEU_S015,FALSE,0.01,-0.3210450887532362,0.2254220765360129,0.5464671652892491,3.519388132850319,0.0968813006661684,-0.06103698264154356,-0.15791828330771196
main__glasses__all_available,participant_deviation_curve,FUSPCEU::FUSPCEU_S016,FALSE,0.01,-0.1097337095765892,-0.20196042210614118,-0.09222671252955197,0.8086736412040283,0.02018344107325709,-0.032566769638781023,-0.052750210712038115
main__glasses__all_available,participant_deviation_curve,FUSPCEU::FUSPCEU_S017,FALSE,0.01,-0.21291169160659557,-0.5498318134800017,-0.3369201218734061,0.46034123460183984,0.058575112294001475,0.07520396347195923,0.01662885117795776
main__glasses__all_available,participant_deviation_curve,FUSPCEU::FUSPCEU_S018,FALSE,0.01,0.2959137150196132,0.28817572422717913,-0.007737990792434091,0.9823404087759154,-0.021847630139465446,0.2997783262627951,0.32162595640226055
main__glasses__all_available,participant_deviation_curve,FUSPCEU::FUSPCEU_S019,FALSE,0.01,0.07462797794993817,-0.10306009793747524,-0.17768807588741342,0.664219963029152,-0.05320009805112741,-0.04584628894491877,0.007353809106208642
main__glasses__all_available,participant_deviation_curve,FUSPCEU::FUSPCEU_S020,FALSE,0.01,-0.13514582386250484,-0.2797088387626201,-0.14456301490011525,0.7168643530452706,0.04229762766564116,0.04616266703539873,0.0038650393697575725
main__glasses__all_available,participant_deviation_curve,FUSPCEU::FUSPCEU_S021,FALSE,0.01,1.3652459938215973,1.1664434354503779,-0.1988025583712194,0.6326994277070699,-0.4154419664924136,0.3769855523925836,0.7924275188849972
main__glasses__all_available,participant_deviation_curve,FUSPCEU::FUSPCEU_S022,FALSE,0.01,-0.15270916423896994,0.18564216329156852,0.3383513275305384,2.1794721685517175,0.04380226885883354,-0.018233481415122488,-0.062035750273956025
main__glasses__all_available,participant_deviation_curve,FUSPCEU::FUSPCEU_S023,FALSE,0.01,-0.20040014645261087,-0.05561375207848043,0.14478639437413043,1.3956817329491833,0.07555886677509394,0.009803110152636907,-0.06575575662245703
main__glasses__all_available,participant_deviation_curve,FUSPCEU::FUSPCEU_S024,FALSE,0.01,0.04583491430042022,-0.11419712008433705,-0.16003203438475727,0.6917799420362696,-0.030200011966979162,0.056671575393563156,0.08687158736054232
main__glasses__all_available,participant_deviation_curve,FUSPCEU::FUSPCEU_S025,FALSE,0.01,0.12379092433200345,-0.3652102543776777,-0.48900117870968113,0.324338737067089,-0.05364884402964121,-0.22784999395085714,-0.17420114992121594
main__glasses__all_available,participant_deviation_curve,IZTECH::IZTECH_S001,FALSE,0.01,-0.5990162237936153,-0.11036152328160778,0.48865470051200754,3.0807375389593044,0.156982270818673,0.11523778524561296,-0.04174448557306004
main__glasses__all_available,participant_deviation_curve,IZTECH::IZTECH_S002,FALSE,0.01,0.5890607402530682,0.33461295964346155,-0.25444778060960666,0.5566115569801334,-0.1754010424070973,0.08494708934738138,0.2603481317544787
main__glasses__all_available,participant_deviation_curve,IZTECH::IZTECH_S003,FALSE,0.01,1.1020451780622569,0.5234899027912662,-0.5785552752709907,0.2639032415460456,-0.35526152933686994,0.07540715063153458,0.4306686799684045
main__glasses__all_available,participant_deviation_curve,IZTECH::IZTECH_S004,FALSE,0.01,-0.22225656779117264,0.10111027746767837,0.323366845258851,2.1055562362171925,0.043288555068093926,-0.16773940702546897,-0.2110279620935629
main__glasses__all_available,participant_deviation_curve,IZTECH::IZTECH_S005,FALSE,0.01,-0.4882702984714005,-0.15386631769978107,0.3344039807716195,2.159752477031097,0.1232281683701264,-0.1712237918229803,-0.2944519601931067
main__glasses__all_available,participant_deviation_curve,IZTECH::IZTECH_S006,FALSE,0.01,-0.03431684179542601,0.2670155918879573,0.3013324336833833,2.0013932636206753,0.02016487966888178,0.08578327598477431,0.06561839631589253
main__glasses__all_available,participant_deviation_curve,IZTECH::IZTECH_S007,FALSE,0.01,-0.29873410532644706,-0.3881144771720503,-0.08938037184560321,0.8139910469948164,0.039597456846457435,-0.04267177869164418,-0.08226923553810161
main__glasses__all_available,participant_deviation_curve,IZTECH::IZTECH_S008,FALSE,0.01,-0.5667751554893505,-0.8068068223486291,-0.24003166685927857,0.5753979802966089,0.10994282305754055,-0.09973651902277503,-0.20967934208031558
main__glasses__all_available,participant_deviation_curve,IZTECH::IZTECH_S009,FALSE,0.01,-0.5491864316515914,-0.10836356309166441,0.44082286855992703,2.7594521559265517,0.1715957345600594,-0.015958506389426863,-0.18755424094948625
main__glasses__all_available,participant_deviation_curve,IZTECH::IZTECH_S010,FALSE,0.01,0.9996998961137966,0.6779780595470587,-0.3217218365667379,0.47673623620324257,-0.36515706041151397,0.22081571000506228,0.5859727704165762
main__glasses__all_available,participant_deviation_curve,IZTECH::IZTECH_S011,FALSE,0.01,1.4255506907399869,0.9166040024869986,-0.5089466882529883,0.30977995457464036,-0.31588303106913074,0.19213861642418673,0.5080216474933175
main__glasses__all_available,participant_deviation_curve,IZTECH::IZTECH_S012,FALSE,0.01,0.10590566000967057,0.36028257128414926,0.2543769112744787,1.7962918989025565,-0.04489986589385625,0.11814765242768033,0.16304751832153658
main__glasses__all_available,participant_deviation_curve,IZTECH::IZTECH_S013,FALSE,0.01,0.7523218439118569,0.44635216669482825,-0.3059696772170286,0.4943452013534375,0.1405685239759924,0.07185436333895234,-0.06871416063704006
main__glasses__all_available,participant_deviation_curve,IZTECH::IZTECH_S014,FALSE,0.01,-0.2010836869593898,-0.2183827154543839,-0.017299028494994095,0.9609503991459164,0.04214073742129232,-0.04633635359288235,-0.08847709101417467
main__glasses__all_available,participant_deviation_curve,IZTECH::IZTECH_S015,FALSE,0.01,-0.09309977363928171,-0.3271990416537199,-0.23409926801443817,0.5833117596866738,0.02705251338961795,-0.02721867706597103,-0.05427119045558898
main__glasses__all_available,participant_deviation_curve,IZTECH::IZTECH_S016,FALSE,0.01,-0.06201258252719893,0.21783523973173605,0.27984782225893495,1.904793157303544,-0.027323480916582182,0.10076340082744717,0.12808688174402935
main__glasses__all_available,participant_deviation_curve,IZTECH::IZTECH_S017,FALSE,0.01,0.1633666151140408,0.13621984881498356,-0.02714676629905724,0.9394057923451437,-0.10938135202776256,0.08462868491430908,0.19401003694207164
main__glasses__all_available,participant_deviation_curve,KNUST::KNUST_S001,FALSE,0.01,-0.15939426085983455,-0.47339744119944627,-0.3140031803396117,0.48528494640619413,0.03303726501757975,0.05411681864696538,0.021079553629385628
main__glasses__all_available,participant_deviation_curve,KNUST::KNUST_S002,FALSE,0.01,-0.16151330297392497,-0.1930455677596641,-0.031532264785739145,0.9299674226620873,0.018213812251902106,0.13254915403804468,0.11433534178614257
main__glasses__all_available,participant_deviation_curve,KNUST::KNUST_S003,FALSE,0.01,-0.24373084783181875,-0.3926959372335435,-0.14896508940172476,0.709634809397477,0.06601128869226369,-0.0025191797711709984,-0.06853046846343469
main__glasses__all_available,participant_deviation_curve,KNUST::KNUST_S004,FALSE,0.01,-0.3298200045909878,0.16166632821051177,0.49148633280149956,3.1008898023435156,0.09680121837923883,-0.019458530078075853,-0.11625974845731468
main__glasses__all_available,participant_deviation_curve,KNUST::KNUST_S005,FALSE,0.01,0.016083473916898447,0.054349961145223176,0.03826648722832473,1.0921102601438322,-0.016278056319526252,0.16934561743176604,0.1856236737512923
main__glasses__all_available,participant_deviation_curve,KNUST::KNUST_S006,FALSE,0.01,-0.10686909682616437,0.25743159366464285,0.3643006904908072,2.3136661382304275,0.011071028348472178,0.05431202191099049,0.043240993562518315
main__glasses__all_available,participant_deviation_curve,KNUST::KNUST_S007,FALSE,0.01,-0.21622161190307365,-0.5463635649183839,-0.33014195301531024,0.4675822828777746,0.04976028986424241,-0.07076024222693045,-0.12052053209117286
main__glasses__all_available,participant_deviation_curve,KNUST::KNUST_S008,FALSE,0.01,0.7649882951920385,0.8782968989320387,0.11330860374000018,1.2981013564670258,0.008283411576626154,0.2416955640926366,0.23341215251601044
main__glasses__all_available,participant_deviation_curve,KNUST::KNUST_S009,FALSE,0.01,0.4286148796534207,0.5003306324353884,0.07171575278196773,1.1795483645289921,-0.17107458842554046,0.11703578721284913,0.2881103756383896
main__glasses__all_available,participant_deviation_curve,KNUST::KNUST_S010,FALSE,0.01,-0.22403877574502587,-0.4272412800752313,-0.20320250433020545,0.6263217531051338,0.058626599931529966,0.03601719959626659,-0.022609400335263374
main__glasses__all_available,participant_deviation_curve,KNUST::KNUST_S011,FALSE,0.01,-0.008709990013325293,0.22927605908043025,0.23798604909375554,1.7297607929593668,-0.00801627419036062,0.07889124227718203,0.08690751646754265
main__glasses__all_available,participant_deviation_curve,KNUST::KNUST_S012,FALSE,0.01,0.006751340418354767,0.18665882696577002,0.17990748654741526,1.5132388638109397,-0.017748482998703255,-0.08795930052078738,-0.07021081752208412
main__glasses__all_available,participant_deviation_curve,KNUST::KNUST_S013,FALSE,0.01,-0.020251319687516908,0.4143724923990176,0.4346238120865345,2.7203439125988553,0.01765133024997298,-0.20769916535562372,-0.2253504956055967
main__glasses__all_available,participant_deviation_curve,KNUST::KNUST_S014,FALSE,0.01,-0.11785723705409741,-0.04370239106523544,0.07415484598886196,1.186191604728548,0.041115917429519755,-0.1686242518291095,-0.20974016925862926
main__glasses__all_available,participant_deviation_curve,KNUST::KNUST_S015,FALSE,0.01,-0.0024746965828261296,-0.35722072117670833,-0.3547460245938822,0.44182875326519494,0.008775156516342697,-0.28297424521961934,-0.29174940173596203
main__glasses__all_available,participant_deviation_curve,MPI::MPI_S201,FALSE,0.01,-0.6420926334083726,-0.8197590290532298,-0.1776663956448572,0.6642531221180992,0.1626027577144029,-0.25272483897843534,-0.41532759669283825
main__glasses__all_available,participant_deviation_curve,MPI::MPI_S202,FALSE,0.01,-0.7036858197693712,-0.11624552471007532,0.5874402950592958,3.867588810277039,0.20552153272040963,-0.06882085146197592,-0.27434238418238555
main__glasses__all_available,participant_deviation_curve,MPI::MPI_S204,FALSE,0.01,0.27267365426893025,0.07305487948594142,-0.19961877478298884,0.6315114442064016,-0.12507571632051628,-0.11105390010073546,0.014021816219780825
main__glasses__all_available,participant_deviation_curve,MPI::MPI_S205,FALSE,0.01,-0.7249458303806332,-0.9708027849886588,-0.2458569546080256,0.5677315707407299,0.20969086643789492,-0.4162808623693448,-0.6259717288072397
main__glasses__all_available,participant_deviation_curve,MPI::MPI_S206,FALSE,0.01,1.5362109848034597,1.0591959246577514,-0.4770150601457084,0.333414850646965,-0.3434198690933421,0.29974831170220817,0.6431681807955503
main__glasses__all_available,participant_deviation_curve,MPI::MPI_S208,FALSE,0.01,1.0967690593077166,0.8201141650306344,-0.27665489427708223,0.5288653399090342,-0.31452795633306607,0.2085007540307604,0.5230287103638265
main__glasses__all_available,participant_deviation_curve,MPI::MPI_S209,FALSE,0.01,0.8448052178257369,0.42643358098425166,-0.41837163684148526,0.38161757120907486,-0.34009291823724475,0.11521748226157036,0.4553104004988151
main__glasses__all_available,participant_deviation_curve,MPI::MPI_S210,FALSE,0.01,-0.22204335097903713,-0.010439880524450565,0.21160347045458655,1.627809094191964,0.02144166442340223,-0.0664067195535441,-0.08784838397694633
main__glasses__all_available,participant_deviation_curve,MPI::MPI_S212,FALSE,0.01,-1.0769478181431877,-1.2727940143209762,-0.19584619617778842,0.6370210796797665,0.2859143493683103,-0.2807945450452154,-0.5667088944135257
main__glasses__all_available,participant_deviation_curve,MPI::MPI_S213,FALSE,0.01,-0.8553785972550877,-0.7853043961178293,0.07007420113725837,1.175098308543898,0.246247003540645,-0.3154864588569395,-0.5617334623975845
main__glasses__all_available,participant_deviation_curve,MPI::MPI_S214,FALSE,0.01,-0.2521287308036564,-0.3093223388200939,-0.057193608016437525,0.8766099422469091,0.05466681274270968,-0.07015338940236093,-0.12482020214507061
main__glasses__all_available,participant_deviation_curve,MPI::MPI_S215,FALSE,0.01,-0.36771359314396024,-0.055387358970989314,0.3123262341729709,2.052703553671502,0.07684451141993232,-0.09784016286482622,-0.17468467428475853
main__glasses__all_available,participant_deviation_curve,MPI::MPI_S216,FALSE,0.01,1.1975164904894438,0.8650012244821769,-0.3325152660072669,0.46503402933757276,-0.21793418815865273,0.2114115792793747,0.42934576743802744
main__glasses__all_available,participant_deviation_curve,MPI::MPI_S218,FALSE,0.01,0.6914204354109046,0.5694356731831671,-0.12198476222773746,0.7551187214979235,-0.19682381796478632,0.1568074887978832,0.3536313067626695
main__glasses__all_available,participant_deviation_curve,MPI::MPI_S219,FALSE,0.01,0.22348374170105084,-0.05358517047053832,-0.27706891217158913,0.5283614067752179,-0.10262631678858436,-0.015419593475694132,0.08720672331289023
main__glasses__all_available,participant_deviation_curve,MPI::MPI_S221,FALSE,0.01,-0.08672311511889338,0.03578908396670947,0.12251219908560285,1.3259043611387462,0.007945230117889501,0.11671825362187319,0.10877302350398368
main__glasses__all_available,participant_deviation_curve,MPI::MPI_S222,FALSE,0.01,0.10311147764948557,0.5362925918604518,0.43318111421096617,2.711322101202216,0.002514554183456752,0.21261701704794467,0.21010246286448792
main__glasses__all_available,participant_deviation_curve,MPI::MPI_S223,FALSE,0.01,0.7340419459758625,0.7089750466377764,-0.025066899338086035,0.9439154630094092,-0.15951787902058756,0.24250714690844388,0.40202502592903144
main__glasses__all_available,participant_deviation_curve,MPI::MPI_S224,FALSE,0.01,-0.3375362781625964,-0.0036980967267038235,0.33383818143589256,2.1569405811618396,0.0672055608933575,0.14242634483240527,0.07522078393904777
main__glasses__all_available,participant_deviation_curve,MPI::MPI_S225,FALSE,0.01,-1.0537333018615338,-0.8584111152462233,0.19532218661531053,1.5679138145881015,0.30656090958873783,-0.23954417619678203,-0.5461050857855199
main__glasses__all_available,participant_deviation_curve,MPI::MPI_S226,FALSE,0.01,0.5575291549397356,0.41320259614857546,-0.1443265587911602,0.7172547635061804,-0.0357535834900502,0.20465354832693294,0.24040713181698314
main__glasses__all_available,participant_deviation_curve,MPI::MPI_S227,FALSE,0.01,1.122008795978358,1.1814606867431505,0.059451890764792514,1.146705487389111,-0.3314688368413643,0.32491832057062187,0.6563871574119862
main__glasses__all_available,participant_deviation_curve,MPI::MPI_S228,FALSE,0.01,-0.318834425195021,0.05038633585811401,0.369220761053135,2.3400264212184583,0.05250945435761323,0.04121505917382487,-0.011294395183788358
main__glasses__all_available,participant_deviation_curve,MPI::MPI_S229,FALSE,0.01,-0.953907099436325,-0.6063352717250136,0.34757182771131145,2.2262392107526914,0.28431748519781586,-0.2748880152768196,-0.5592055004746355
main__glasses__all_available,participant_deviation_curve,MPI::MPI_S230,FALSE,0.01,-0.026585600527359195,-0.478532715805385,-0.4519471152780258,0.35322618008057277,-0.0023293645997648355,0.027648085401427158,0.029977450001191994
main__glasses__all_available,participant_deviation_curve,MPI::MPI_S231,FALSE,0.01,0.0037698115634393816,0.44014765863655686,0.4363778470731175,2.731353094947893,-0.03781111990405991,0.14636100689186526,0.18417212679592518
main__glasses__all_available,participant_deviation_curve,RISE::RISE_S001,FALSE,0.01,-0.19357372020663474,-0.13695565309256122,0.05661806711407352,1.1392474551110434,0.04547372483265366,-0.03724546006043106,-0.08271918489308472
main__glasses__all_available,participant_deviation_curve,RISE::RISE_S002,FALSE,0.01,0.6190249011745274,1.3788748897967462,0.7598499886222189,5.752412066725086,-0.17048619361349493,0.3900280550777291,0.560514248691224
main__glasses__all_available,participant_deviation_curve,RISE::RISE_S003,FALSE,0.01,0.03369107391349628,0.30176978026844115,0.26807870635494485,1.8538675658316177,-0.03486997952563617,0.30610332174959565,0.34097330127523184
main__glasses__all_available,participant_deviation_curve,RISE::RISE_S004,FALSE,0.01,-0.23675148029719337,-0.020378373727463272,0.2163731065697301,1.6457850257943407,0.07015088552580484,0.04631505047810909,-0.02383583504769575
main__glasses__all_available,participant_deviation_curve,RISE::RISE_S005,FALSE,0.01,-0.2673687935063814,-0.5578121080589302,-0.29044331455254885,0.5123381378452923,0.06679221929800638,-0.05794697034448015,-0.12473918964248654
main__glasses__all_available,participant_deviation_curve,RISE::RISE_S006,FALSE,0.01,0.07110429144639631,0.5513233073982714,0.4802190159518751,3.021475074793249,-0.03337649403482579,0.1400914497049821,0.1734679437398079
main__glasses__all_available,participant_deviation_curve,RISE::RISE_S007,FALSE,0.01,0.5049952754804952,0.20102732750903932,-0.3039679479714559,0.49662897256907995,-0.18586881033114677,0.1114665164460682,0.29733532677721497
main__glasses__all_available,participant_deviation_curve,RISE::RISE_S008,FALSE,0.01,-0.07372953704137515,-0.5039005929872108,-0.43017105594583566,0.37138892100803844,0.026694813127549344,-0.3088366325043279,-0.33553144563187726
main__glasses__all_available,participant_deviation_curve,RISE::RISE_S009,FALSE,0.01,-0.5085223142984499,-0.4617546565156603,0.04676765778278957,1.1136985591270343,0.26546612356737054,-0.24977755830300485,-0.5152436818703754
main__glasses__all_available,participant_deviation_curve,RISE::RISE_S010,FALSE,0.01,-0.13741821096841259,0.5175193260378649,0.6549375370062774,4.5179096025333445,0.04423024545716636,0.12172768746159246,0.0774974420044261
